name,Gold.PLP.Fitness,Gold.PLP.PLP,Gold.PLP.part.hbond,Gold.PLP.part.metal,Gold.PLP.part.buried,Gold.PLP.part.nonpolar,Gold.PLP.part.repulsive,Gold.PLP.ligand.clash,Gold.PLP.ligand.torsion,Gold.PLP.Chemscore.Hbond,Gold.PLP.Chemscore.CHOScore,Gold.PLP.Chemscore.Metal,affinity
4j28,54.4659,-38.3269,-5.1828,0,-2.9008,-32.3645,0.0974,0,0.0181,5.3918,0,0,5.7
2x00,88.1118,-85.9955,-1,0,-2.9062,-86.0519,0.0017,0,0.0459,0.736,0,0,11.33
3dx1,39.5448,-18.3036,-7.3333,-1.9122,4.4003,-20.451,0.1492,0,0,3.0804,0,2,3.58
4ivd,74.2367,-64.6355,-3,0,-5.524,-59.0335,0.3964,0,0.8244,2.75,1,0,9.52
3mss,50.4038,-52.182,0,0,-3.0278,-50.1069,0.0483,0,0.8891,0,0,0,4.66
4abg,46.9565,-38.9889,-3.182,0,-5.335,-31.6206,0.1823,0.7745,0.7289,3.4,0,0,3.57
3f3d,43.3207,-33.9622,-7.0961,0,-0.384,-31.2457,0.5343,0,0.6128,3.528,0,0,7.16
2j7h,52.9025,-35.8087,-8.6877,0,-4.6345,-24.5164,0,0,0.0134,5.7069,0,0,7.19
1o3f,55.318,-60.9146,-6.0696,0,-7.9567,-47.9547,0.387,17.0561,0.887,4.4112,0,0,7.96
3kgp,28.7869,-27.4473,-1.6242,0,-2.7985,-23.9363,0.159,0,0.3296,0.6663,0,0,2.57
2yki,116.2683,-109.0438,-2,0,-7.7044,-106.6326,5.9161,0,1.9097,2.06,1.6213,0,9.46
3ui7,59.9918,-57.7286,-1,0,-5.067,-54.9929,2.0637,0,0.3684,1,0,0,9
2xdl,42.2809,-45.4353,-1.1138,0,-7.3318,-39.2735,0.0858,0,1.5772,0,0,0,3.1
2zda,101.7941,-81.1609,-6.8393,0,-7.316,-70.4932,1.1092,0,1.3204,7.758,0,0,8.4
1ydt,65.6928,-69.0891,-2,0,-4.8084,-66.1967,0.2702,6.2536,2.2831,1.4745,1,0,7.32
2weg,39.8796,-26.613,-2.7472,-0.6285,2.2616,-26.7143,0.0839,0,1.1166,1.1053,0,2.0307,6.5
3uuo,54.6462,-52.6189,-1.923,0,-4.3352,-48.834,0.1772,0,1.7538,1.845,0,0,7.96
4kz6,36.1499,-27.7763,-4.0644,0,-3.4919,-24.1499,1.1922,0,0.6012,3.192,0,0,3.1
4bkt,55.4636,-49.1953,-4,0,-6.5425,-40.7859,0.1667,0,1.0178,2.768,0,0,3.62
1syi,86.9414,-54.1925,-11.7836,0,-3.1685,-43.5046,0.4435,0,0.3889,11.1756,0,0,5.44
3fv2,90.5437,-58.6251,-13.559,0,-9.5155,-41.468,1.59,0,1.3152,11.5163,0,0,8.11
4msc,72.8497,-74.6394,-0.9521,0,-7.0165,-68.3157,0.1061,0,0.8949,0,0,0,5.96
2cet,73.6693,-56.0427,-12.5289,0,-2.4423,-50.1942,0.0201,4.0213,0.4454,7.5129,0,0,8.02
3f3e,45.499,-35.5305,-7.2834,0,-4.4625,-30.6336,1.68,0,0.0318,3.344,0,0,7.7
3dd0,46.0052,-33.7726,-2.5374,-0.7624,-2.0492,-29.4764,0.1127,0,1.4351,0.9729,0,2.0307,9
3pww,110.8038,-96.5192,-8,0,-11.9526,-82.5922,0.3241,3.268,2.2556,7.3546,0,0,7.32
2iwx,50.8554,-47.8554,-1.8363,0,-5.4606,-42.1355,0.1786,0,0,1,0,0,6.68
3p5o,67.659,-66.0833,-1,0,-6.5447,-63.6518,0.0861,0,0.7122,1,0,0,7.26
3g2n,68.0815,-54.1091,-9.2124,0,-10.451,-38.3476,0.2603,0,0.9147,5.2672,0,0,4.09
2wer,53.1877,-48.7635,-1.8465,0,-2.6549,-45.8677,0.2379,0,0,1.4747,0,0,7.05
1bzc,81.3397,-70.3072,-9.6565,0,-1.1445,-65.8286,0.259,2.3347,1.2544,5.292,0,0,4.92
4m0z,93.7846,-83.2732,-6.7029,0,-8.9651,-73.0112,0.7693,0,1.3706,4.4175,0,0,5.19
1sqa,77.77,-64.2207,-5.4773,0,-11.1251,-49.9349,0.4736,0,1.457,4.8158,0.6719,0,9.21
3g2z,18.4241,-16.7317,-3.2537,0,-2.8797,-11.4165,0.3333,0,0.2098,0.704,0,0,2.36
4gr0,115.1771,-107.5272,-4.1184,-0.6514,-11.1874,-97.7114,4.2253,0,4.2585,3.389,0,1,9.55
3o9i,96.0535,-88.6581,-7.5043,0,-3.5378,-83.6716,0.8412,0,3.9399,4.101,0.9907,0,11.82
1q8u,46.5882,-44.0368,-1,0,-2.8628,-44.6897,0.2969,0,2.2791,1,1.3698,0,5.96
4dli,77.4925,-75.2047,-1,0,-8.0631,-67.856,0.13,0,0.3561,1,0,0,5.62
3myg,59.5329,-57.9814,-2.2543,0,-4.9789,-56.2199,3.1767,0,3.2323,1.672,1,0,10.7
1eby,123.8233,-116.6845,-10.5433,0,-10.7957,-101.5414,0.4197,0,2.9702,4.3597,0,0,9.7
1p1n,60.0744,-40.7578,-9.1513,0,-5.1438,-28.6378,0.1517,0,0.9969,7.1035,0,0,6.8
4ea2,-20.1937,-63.7358,-0.4453,0,-6.8224,-60.9825,0.0423,79.964,2.09,0.0715,0,0,6.44
3nw9,111.3026,-98.3197,-10.5632,0,-0.5205,-95.5788,0.5742,0,1.1221,4.173,0.9026,0,9
1oyt,86.2171,-71.2748,-5,0,-8.8589,-65.3133,0.6487,0,1.2637,5.8233,0,0,7.24
4pcs,60.5838,-41.9098,-6.2512,0,-4.0232,-36.5087,0.0507,0,0,6.2246,0,0,7.85
3d6q,22.2228,-22.9076,-3.0101,0,-5.2212,-17.5114,0.3915,0,1.0834,0.494,0,0,3.76
3ejr,73.9538,-52.9601,-6.4517,-1.7569,3.1126,-49.7553,0.1197,0,0.1672,3.1094,0,2,8.57
1uto,25.008,-25.0434,-1.7623,0,-3.5799,-21.6774,0.1278,0,0.0177,0,0,0,2.27
5tmn,67.9442,-55.4176,-6.5137,-0.848,-9.1652,-48.0202,4.935,0,3.0967,4.1199,0,1.0601,8.04
3gr2,28.1699,-22.8529,-2.4489,0,-5.1949,-16.7037,0.22,0,0.3415,2,0,0,2.52
3e92,96.2871,-88.7618,-4.8146,0,-8.2478,-79.6028,0.2769,0,1.5876,3.5669,0,0,8
3jvs,61.6062,-63.2068,-2.6988,0,-2.4646,-61.5625,0.4217,0,3.8003,2,0,0,6.54
1r5y,61.3878,-44.1318,-6.8056,0,-5.8499,-37.3432,3.3691,0,0,5.752,0,0,6.46
2vkm,125.7449,-119.3893,-9.1232,0,6.4461,-121.7968,0.4971,0,3.9604,4.7588,0,0,8.74
1z9g,29.227,-31.0005,-3.6718,0,6.6045,-36.5227,0.2697,0,0.8867,0,0,0,5.64
2j78,37.8572,-18.2404,-12.1541,0,6.2163,-26.6468,6.8603,0,0.0106,6.546,0,0,6.42
3zsx,66.4119,-60.4328,-5.806,0,-7.3627,-51.7633,0.1834,0,2.3392,3.5525,0,0,3.28
3dx2,57.3984,-31.2015,-9.1037,-1.867,6.2115,-29.5676,0.2246,0,0.4429,5.0276,0,2,6.82
2v7a,79.0294,-73.4368,-3.8076,0,-3.1829,-65.7392,0.4089,0,1.1495,2.6305,0,0,8.3
3n76,100.0994,-77.897,-10.0319,0,-11.7913,-64.0711,0.2686,0,0.6543,7.837,0,0,6.85
3kr8,90.4231,-85.07,-3,0,-8.8253,-75.604,0.3799,0,0.3235,2,0,0,8.1
4ddh,47.6478,-36.0433,-3.9267,0,-4.2931,-35.2428,0.2597,0.6149,0.3847,4.3296,0,0,3.3
4eo8,59.0037,-58.116,-2.9446,0,-3.4422,-54.9279,0.0856,0,2.4361,1.92,0,0,8.15
2zy1,70.9156,-64.0005,-4,0,-6.857,-54.7899,0.1541,1.8222,1.5473,3.944,0,0,7.4
4j21,81.4583,-77.4345,-3,0,-5.7492,-71.2115,0.3655,0,0.9881,2,0,0,7.41
3bgz,65.7459,-67.0075,-2,0,-4.1826,-62.824,0.0877,7.0025,1.2878,2.7722,0,0,6.26
3cyx,108.3912,-103.5126,-6.2808,0,-10.6395,-92.6497,1.2044,0,2.3372,3.1843,0,0,8
1ydr,45.6555,-43.5187,-1.5481,0,-0.3112,-43.0734,0.2809,0,2.0295,1,1.0653,0,5.52
4ih7,47.3972,-45.1533,-2,0,-5.1329,-42.2303,0.1228,0,1.8781,2,0,0,5.24
4mgd,61.0594,-56.6599,-2.6535,0,-2.0918,-51.7878,0,0,1.26,2.3065,0,0,4.69
3aru,48.6773,-48.4514,-1,0,-5.5522,-46.3435,0.1501,0,0.5108,0.4159,0,0,3.22
4kzu,82.3454,-79.4227,-2,0,-5.4604,-75.3047,0.2435,0,0.0387,1,0,0,6.5
2pog,66.156,-60.052,-3.1703,0,0.2882,-57.9398,0,0,0.116,2.112,0,0,9.54
2ymd,69.6055,-57.8897,-5,0,-7.0444,-48.6907,0.0659,0,0.0101,3.912,0,0,3.16
3e5a,81.0125,-77.6393,-2.7227,0,-8.9497,-70.3728,0.5352,2.4112,1.3265,2.8125,0,0,8.23
3fv1,85.9881,-57.264,-14.614,0,-6.6544,-45.7906,1.0838,0,1.5665,10.6191,0,0,9.3
3zso,78.5868,-76.3154,-5.0678,0,-8.0473,-66.4097,0.4374,0.3688,3.1799,3,0,0,5.12
3wtj,71.4878,-65.7894,-1,0,-4.2886,-62.3306,0.3203,0,0.1388,0.992,1,0,6.53
3cj4,60.6459,-58.5835,-1.7943,0,-6.6344,-50.857,0.2519,0,2.2633,2.1963,0,0,6.51
3u8n,68.3902,-61.095,-2,0,-0.8622,-66.5562,0.1717,0,0.2505,2,0.5987,0,10.17
3ebp,71.7363,-74.8762,0,0,-7.4042,-69.2508,0.0498,2.0731,0.5334,0,0,0,5.91
4kzq,77.0713,-74.0872,-2,0,-5.6047,-70.1904,0.2387,0,0.0079,1,0,0,6.1
4ivb,73.3228,-62.8734,-3.0836,0,-7.4314,-54.6354,0.4559,0,0.4033,2.752,1,0,8.72
1bcu,48.2623,-44.4481,-1.6869,0,-8.7836,-35.2831,0.2386,0,0,1.2714,0,0,3.28
3zdg,46.5322,-47.22,-1,0,0.5841,-52.7073,2.209,0,0.3439,0,0,0,7.1
3rsx,55.3965,-47.6331,-3,0,-5.402,-43.8861,2.3212,0,0.6183,2,1,0,4.41
4j3l,89.6095,-86.0719,-3,0,-4.3212,-78.9417,0.3914,0,1.2312,2,0,0,7.8
2qbq,79.5764,-62.4254,-6.6878,0,-7.3106,-54.6833,0.1247,0,1.6023,6.7852,0,0,7.44
3qgy,64.6084,-59.1173,-2,0,-7.1007,-58.2983,4.3533,0,1.3344,1.72,1,0,7.8
4lzs,46.0917,-41.7081,-2.2157,0,-5.1656,-34.919,0.1147,0,0.8082,2,0,0,4.8
2cbv,54.5298,-27.3552,-10.7203,0,2.5359,-20.6015,0.0371,0,0,9.0582,0,0,5.48
4rfm,77.627,-77.8705,-1.1429,0,-6.2258,-81.588,4.9486,0,0.9649,0.5621,0,0,10.05
4ddk,42.4461,-36.6234,-2.217,0,-5.0981,-31.4221,0.4596,0,0.0024,1.9425,0,0,2.29
2p15,101.1221,-101.8267,-2.9402,0,-2.9865,-98.808,0,6.4599,0.4455,2.2154,0,0,10.3
3g0w,85.3498,-82.3461,-3,0,-1.2477,-79.7012,0.2139,0,0.2352,1.1581,0,0,9.52
3kwa,-28.0262,-27.3993,-2.4418,0,3.0765,-27.2074,0,57.2513,1.2907,1.469,0,0,4.08
2hb1,43.3451,-44.7957,-4.9794,0,-5.3006,-37.2344,0.1264,0,0.7253,0,0,0,3.8
3ivg,73.9794,-70.5031,-3.9293,0,-3.9693,-65.575,2.2496,0.3755,2.9709,3.2645,0,0,4.3
5a7b,79.2519,-84.4797,0,0,-1.0756,-86.5618,0.1864,0.2252,2.5013,0,0,0,3.57
2xys,74.3519,-71.8079,-1,0,-4.1757,-68.7824,0.0058,0,0,0.848,0,0,7.42
1z6e,105.9907,-108.7359,-3.3997,0,-6.5086,-106.2503,1.3484,0,3.8839,1.3264,0.3478,0,9.72
4twp,65.3717,-64.0858,-2.5166,0,-1.4009,-72.8831,6.3982,0,1.4495,1.3949,0,0,10
4wiv,55.561,-56.6958,-0.7444,0,-4.2301,-52.863,0.0416,0,1.4632,0.5972,0,0,6.26
1k1i,67.8608,-56.1058,-8.5862,0,-8.4879,-43.0034,0.6479,0,3.8062,6.4558,0,0,6.58
2wtv,79.5772,-73.7001,-2,0,-2.9307,-71.1425,0.2485,0,1.5254,1.976,1,0,8.74
2zcq,100.8311,-62.4021,-3.328,-3.8894,-7.0848,-58.3024,6.2088,0,1.7204,1.9664,0,5.9951,8.82
1w4o,41.7295,-33.6347,-8,0,-5.8488,-22.1597,0.6648,0,1.7126,3.84,0,0,5.22
2w4x,52.3679,-42.071,-4.9394,0,-8.3194,-29.7383,0.2952,0,0.1927,3.5608,0,0,4.85
1gpk,61.0919,-61.0919,-1.9236,0,-8.3561,-52.6553,0.1666,0,0,0,0,0,5.37
4qac,95.8291,-94.0952,-1.8895,0,-4.6131,-92.4003,3.3928,0,2.058,1.95,0,0,9.4
3uev,47.1868,-50.3276,-1.2686,0,0.2926,-50.0882,0.0453,0,1.5704,0,0,0,5.89
1s38,63.8458,-48.8698,-5,0,-4.7202,-44.091,1.4107,0,0,4.992,0,0,5.15
3pxf,41.1527,-37.8691,-2,0,-1.4451,-35.0918,0.0419,0,1.7092,2.234,0,0,4.43
1p1q,24.9072,-25.886,-9.5329,0,1.3178,-23.8631,0.4615,0,0.4894,0,0,0,4.89
3ryj,40.176,-33.0753,-2.3934,-0.7482,-1.6888,-29.8566,0.1079,0,1.2966,1.1112,0,1.0601,7.8
4w9c,71.6657,-65.4193,-3.9751,0,-5.3851,-60.9284,0.1281,1.5839,1.6661,2.992,0.7289,0,4.65
4agq,77.7157,-81.7222,-0.6377,0,-4.5132,-78.87,0.0268,0,2.0032,0,0,0,5.01
4ciw,69.2082,-46.935,-10.2877,0,-7.5174,-32.4029,0.1747,0,0.6114,7.832,0,0,4.82
4djv,76.3675,-61.7199,-4.3434,0,-3.9002,-55.9604,0.3916,0,1.6762,6,0,0,6.72
4jfs,46.928,-40.2205,-4.3609,0,-3.1554,-34.6249,0.0201,0,0.7207,2.7163,0,0,5.27
4msn,43.5915,-40.4656,-2.3159,0,-3.9978,-34.034,0.0785,0,0.9235,1,0.6576,0,4.03
3gnw,84.0314,-81.5889,-4.6908,0,-9.0951,-71.0484,0.2669,0,1.6708,1.928,0,0,9.1
3nq9,18.3025,-20.8392,0,0,-1.0757,-20.2199,0.063,0,1.2683,0,0,0,4.03
3ozt,115.805,-93.7396,-6.3174,-1.9664,-2.9512,-84.0101,0.2909,0,1.1529,4.1237,0,2,4.13
3lka,38.2789,-34.5923,-2,0,-3.634,-32.2672,0.4738,0,1.1567,2,0,0,2.82
3u5j,64.1086,-62.2637,-1,0,-3.3518,-58.2112,0.0831,0.6775,0.2388,1,0,0,5.61
1nvq,96.7884,-85.4772,-5,0,-5.6506,-76.9336,0.3691,0,0.6708,4.2176,0,0,8.25
3up2,90.067,-73.8851,-4.8239,0,-4.0358,-68.423,0.3012,0,1.4242,5.3434,1,0,7.4
4ty7,94.3924,-79.5896,-6.6361,0,-13.9739,-62.1969,0.5767,0,1.0295,5.6206,0,0,9.52
3d4z,60.7552,-37.3095,-7.4047,-2,0.4037,-31.6069,0,0,0.0052,3.8187,0,2,4.89
2wbg,69.4904,-54.0094,-8.4641,0,0.1327,-52.5965,0.0617,0,0.163,5.269,0,0,4.45
3syr,83.0566,-57.1611,-12.3957,0,-10.7094,-37.6461,0.5862,0,0.5176,7.9769,1,0,5.1
1nc1,62.9426,-63.6148,-6.2042,0,0.4011,-63.0226,0.45,0,0.3361,0,0,0,6.12
3acw,71.6274,-69.1966,-1,0,-4.8979,-64.1583,0.0343,0,0.2846,1,0,0,4.76
3gy4,50.3107,-35.5835,-5.1195,0,-6.4444,-24.8064,0.3281,0,0.1364,5,0,0,5.1
3ao4,53.7628,-48.748,-2.5897,0,-0.5716,-47.8305,1.8372,0,0.1738,1.7875,0,0,2.07
3ueu,38.949,-42.3196,0,0,-1.0513,-40.9845,0,0,1.6853,0,0,0,5.24
2fvd,64.9744,-60.7005,-3.6215,0,-9.6608,-52.4762,0.752,0,1.9052,2.6947,0,0,8.52
1pxn,74.6858,-63.9409,-2.9396,0,-5.8865,-58.1246,0.3842,0,0.002,2.583,1,0,7.15
3l7b,64.6875,-48.6935,-6.2622,0,-5.0951,-38.1164,0.4365,0,0.6722,4.7795,1,0,2.4
5c1w,39.6509,-40.773,0,0,-3.4968,-37.6126,0.0893,0,0.5611,0,0,0,5.06
2wca,63.0346,-48.2992,-5.6949,0,-7.4675,-40.2969,0.1286,0,0.3122,5.12,0,0,5.6
3zt2,58.1404,-54.2981,-4.2071,0,-4.6435,-49.079,0.3851,0,1.0788,2,0,0,2.84
1h23,107.6903,-107.3437,-3.4725,0,-7.9684,-99.9395,0.2842,0.0349,1.6213,1.208,0,0,8.35
4k77,51.8664,-46.5148,-2,0,-7.3753,-38.5642,0.2554,0,0.3242,2,0,0,6.63
4mme,58.7379,-65.0518,-2.9304,0,0.8882,-64.6623,0.0836,6.2582,0.0278,0,0,0,6.5
1nc3,61.5836,-62.0626,-10.884,0,-9.7506,-46.4465,0.7772,0,0.2395,0,0,0,5
4cig,67.0858,-70.0707,-5.7619,0,-8.4343,-59.1486,0.1916,9.0396,2.3502,3.585,0,0,3.67
3ag9,79.5096,-78.1078,-9.9365,0,-11.5449,-62.1181,0.5979,0,5.9574,4.4389,0,0,8.05
3coy,95.7022,-77.7483,-9.3146,0,-16.1105,-56.4925,1.8672,0,1.4611,5.9588,1,0,6.02
3rlr,66.519,-60.5864,-1.6715,0,-4.7643,-55.3725,0.2665,0,1.2037,2.78,0,0,7.52
1q8t,46.4727,-39.7006,-2,0,-0.6239,-37.8157,0.1603,0,1.0692,1.2631,1.707,0,4.76
4de3,51.0862,-45.9039,-6.9544,0,-8.6156,-34.2183,0.5876,0,0.425,2.0108,0,0,5.52
3b65,87.5203,-86.4744,-3.0776,0,-5.7885,-80.3427,0.3454,1.1309,0.7076,1.1973,0,0,9.27
4hge,68.9514,-64.9435,-1,0,-7.0413,-60.2088,0.2559,0,0.9961,1,1,0,7.92
3uew,44.6131,-47.0816,-1,0,-1.4293,-48.9206,2.6718,0,1.5088,0.183,0,0,6.31
4agp,75.4693,-78.7257,0,0,-3.6312,-78.7961,0.1738,0,1.6282,0,0,0,4.69
1h22,101.1359,-101.7669,-3.149,0,-7.7331,-95.1178,0.298,0,1.8514,1.0239,0,0,9.1
3n7a,37.0517,-38.9232,-10.7992,0,-9.4041,-23.4021,0.2045,0,0.9357,0,0,0,3.7
2yge,36.5928,-46.8499,-2.9884,0,-6.0813,-43.3102,2.2198,14.1661,1.0455,2,0,0,5.06
3bv9,76.5148,-72.1995,-3.0701,0,-12.7047,-60.0844,0.5028,4.9998,2.8293,4.9913,0,0,5.36
4x6p,103.6134,-95.0891,-5.4951,0,-13.6836,-81.9951,0.5062,0,2.1703,2.72,1.5683,0,8.3
4mrz,36.664,-34.0489,-2,0,-4.5371,-27.8154,0.1616,2.6885,0.3482,2,0,0,3.52
1z95,81.4043,-89.1937,-3.9849,0,-4.3828,-85.7352,0.4811,7.6831,2.6715,1.7456,0,0,7.12
2wn9,56.9579,-54.9044,-4,0,-3.7731,-50.0413,0.122,1.3573,1.4873,2.1284,0,0,8.52
3utu,119.829,-107.1468,-6.2529,0,-13.3489,-93.8228,1.3561,0.4588,3.6927,6.8421,0,0,10.92
4de1,58.9705,-46.3596,-7.5034,0,-8.4161,-34.6255,0.7913,0,0.4861,4.2971,0.2306,0,5.96
3ehy,56.6585,-35.9107,-2.6735,-1.0342,0.0559,-37.2202,4.4155,0,2.4716,1.7745,0,3.3946,5.85
2xnb,80.5632,-69.1217,-2.8498,0,-7.3142,-62.9517,0.315,0,0.1199,2.8938,1,0,6.83
4f2w,88.9327,-69.6974,-4.7656,0,-12.6367,-61.347,0.7581,0,0.4548,5.715,1,0,11.3
3f3c,53.8591,-44.2123,-7.0132,0,-3.8316,-37.9807,0.6284,0,0.3726,3.464,0,0,6.02
2qnq,66.7578,-66.3547,-4.7038,0,11.4925,-76.904,0.1767,0,5.9005,4.068,0,0,6.11
1qkt,53.6376,-53.6376,-1.7658,0,0.4632,-53.6881,0,0,0,0,0,0,9.04
1lpg,91.5037,-81.6451,-3.0927,0,-2.7728,-88.8581,0.4765,0.4689,2.3362,5,0,0,7.09
3uo4,81.7201,-67.8064,-6,0,-0.4559,-66.1393,0.2241,0,2.364,5.2139,1,0,6.52
2zcr,89.9043,-76.7927,-2.6567,-1.6953,-6.4657,-68.1323,0.1646,0,1.3231,1.2526,0,2,6.87
1gpn,62.745,-62.745,-1.1356,0,-6.2144,-55.6956,0.1616,0,0,0,0,0,6.48
3uex,53.8589,-57.5711,0,0,-0.5298,-57.5082,0.1127,0,1.8561,0,0,0,6.92
4w9i,84.306,-79.9798,-3.9289,0,-3.6766,-73.8871,0.1155,1.1611,2.4937,2.872,0.6196,0,5.96
3n86,105.1906,-83.4323,-12.0014,0,-9.8104,-65.2034,0.4364,0,0.7349,7.7427,0,0,5.64
4eky,83.7822,-58.33,-12.44,0,-5.4816,-44.6343,0.5911,0,0.2615,7.6584,1,0,3.52
3udh,55.2044,-40.2044,-3.4324,0,-3.6678,-35.0296,0.0983,0,0,5,0,0,2.85
3tsk,96.9549,-97.3851,-3.2843,0,-9.7109,-89.189,0.2862,0,4.7969,2.6599,0.3947,0,7.17
4llx,33.8459,-27.8459,-2,0,-3.4603,-23.0777,0.1363,0,0,2,0,0,2.89
3dxg,22.3311,-22.2883,-2.3057,0,-4.2052,-17.5431,0.429,0,1.0016,0.682,0,0,2.4
2qbr,81.0329,-67.5642,-6.6526,0,-7.3359,-57.4448,0.1443,0,1.7451,5.653,0,0,6.33
1qf1,92.2534,-60.7431,-7.5191,-1,3.4157,-58.1828,0.6912,0,1.8444,5.733,0,3,7.32
4w9h,81.9092,-76.8263,-3.983,0,-2.632,-77.3203,0.1892,0,2.4292,2.8,0.5138,0,6.73
4w9l,94.6516,-89.8599,-4.8053,0,-2.0323,-84.0198,0.3033,0.487,3.2799,3.3908,0.5553,0,5.02
3b27,42.0763,-41.763,-1,0,-5.6931,-36.5899,0.2463,0,1.3433,1,0,0,5.16
3coz,88.1738,-69.3589,-9.8287,0,-14.85,-49.6947,0.8757,0,2.0066,7.0855,0.5238,0,5.57
3b1m,85.2216,-89.9248,0,0,-2.1763,-88.0498,0.1671,0,2.3516,0,0,0,8.48
2wvt,48.6132,-32.2222,-9.2841,0,1.5489,-26.525,0.0653,0,0.0162,5.4745,0,0,6.12
3wz8,76.8294,-75.7678,-4.354,0,-8.0916,-67.2068,0.249,0,3.2328,2.5091,0,0,5.82
4cr9,46.5787,-41.2621,-1.8941,0,-7.0242,-32.792,0.2738,0,0,1.7722,0,0,4.1
5c28,35.034,-36.2077,0,0,-2.4478,-35.6473,0.0945,0,0.5868,0,0,0,5.66
3ge7,98.0323,-73.4047,-8.1706,0,-8.169,-64.9647,1.6312,0,0.4272,8.494,0,0,8.7
5c2h,92.3575,-94.1032,-1,0,-8.6971,-89.0907,0.1297,0,0.8729,0,0,0,11.09
4dld,75.7641,-51.5898,-11.6869,0,-4.5599,-38.4752,0.4397,0,1.5902,9.1182,0,0,5.82
3u8k,62.0359,-56.599,-2,0,-4.3425,-54.1887,0.1492,0,0.6229,2,0.2276,0,8.66
3b5r,84.8974,-90.6975,-4.7924,0,-0.8156,-89.9313,0.261,6.5463,2.6879,2.0407,0,0,8.77
2p4y,93.822,-96.2375,-1.3444,0,-2.7485,-99.6956,0.1991,0,2.7077,1,0,0,9
1ps3,56.924,-37.8934,-7.8087,-2,-2.121,-34.2562,2.9514,0,0.0161,2.3543,0,2,2.28
4mrw,36.3476,-34.4756,-0.3006,0,0.8283,-37.681,0.0785,0,0,0.624,0,0,3.3
2al5,47.582,-48.3157,-12.6558,0,-6.202,-38.8191,0.4532,0,0.3669,0,0,0,8.4
4gkm,77.1047,-59.9647,-4.2118,0,-3.6633,-54.1637,0.1372,0,0.838,6.272,0,0,5.17
2c3i,60.5473,-67.5382,-0.7851,0,-4.1305,-65.2025,0.0325,5.9278,0.75,0.1456,0,0,7.6
1a30,35.7165,-25.3374,-4.8225,0,-2.0787,-32.5014,10.298,0,3.4102,5.7332,0,0,4.3
2br1,57.0877,-58.6545,-1,0,-6.4707,-54.4027,1.3001,3.3317,2.0069,0.9263,1,0,5.14
3arq,69.6289,-68.3147,-1.3875,0,-6.1648,-68.1694,0.2243,0,0.8429,1,0,0,6.4
1e66,92.9795,-89.9924,-1,0,-7.9661,-86.6538,0.0937,0,0.0064,1,0,0,9.89
2xj7,63.8674,-47.2418,-6.8998,0,-6.6692,-36.4539,0.2388,0,0.0954,5.6055,0,0,6.66
3jvr,59.6767,-59.0675,-1.2615,0,-4.4143,-57.8163,3.2947,0,0.1931,0.3318,0,0,5.72
3ary,43.5482,-48.5064,0,0,-6.8006,-43.3377,0.1087,4.0408,0.4587,0,0,0,6
