name,TOTAL_SCORE,SCORE_RB_PEN,SCORE_NORM_HEVATOMS,SCORE_NORM_CRT_HEVATOMS,SCORE_NORM_WEIGHT,SCORE_NORM_CRT_WEIGHT,SCORE_RB_PEN_NORM_CRT_HEVATOMS,SCORE_NORM_CONTACT,PLPtotal,PLPparthbond,PLPpartsteric,PLPpartmetal,PLPpartrepulsive,PLPpartburpolar,LIG_NUM_CLASH,LIG_NUM_CONTACT,LIG_NUM_NO_CONTACT,CHEMPLP_CLASH2,TRIPOS_TORS,affinity
1vso,-61.7015,-47.7015,-2.93817,-22.3643,-0.19147,-8.99976,-17.2899,-2.93817,-46.4496,-17.2941,-28.3788,0,0.266696,-0.00829463,1,20,0,0.0,2.3882,4.72
4de2,-67.3836,-57.3836,-2.80765,-23.3606,-0.20902300000000001,-9.8273,-19.8938,-2.80765,-52.119,-12.2605,-35.5887,0,0.28713,0.0,0,24,0,0.0,2.14737,4.12
3oe4,-110.29299999999999,-98.2935,-3.3422300000000003,-34.3857,-0.240608,-14.3044,-30.6446,-3.3422300000000003,-97.4173,-22.191,-76.9799,-8,0.266094,-0.010149600000000002,5,28,0,0.0,3.71481,7.47
4llx,-48.1379,-48.1379,-5.34865,-23.1423,-0.39085,-9.67523,-23.1423,-5.34865,-28.7397,-4.0,-23.0777,0,0.0681408,-0.05,0,9,0,0.0,0.0,2.89
4pcs,-67.8488,-63.8488,-4.24055,-26.9258,-0.31085100000000004,-11.2688,-25.3384,-4.52325,-49.3154,-12.5024,-36.5087,0,0.0253556,0.0,2,13,1,0.0,0.0,7.85
4tmn,-99.4414,-71.4414,-2.76226,-30.1162,-0.197492,-12.4995,-21.6363,-2.76226,-90.684,-21.6153,-67.5251,-8,4.18985,0.0,3,33,0,0.0,8.00415,10.17
5a7b,-98.7138,-78.7138,-3.18432,-31.4237,-0.23640999999999998,-13.2071,-25.0571,-3.29046,-84.9023,0.0,-87.876,0,0.09322489999999999,-0.05,3,27,1,0.225152,3.61246,3.57
2vkm,-125.178,-95.1784,-2.66337,-34.6867,-0.189721,-14.3789,-26.3738,-2.66337,-123.573,-18.2464,-123.96600000000001,0,0.25464699999999996,-0.0378511,13,34,0,0.0,14.3109,8.74
4kzu,-97.5253,-95.5253,-5.418069999999999,-37.2129,-0.323873,-14.5502,-36.4497,-5.418069999999999,-79.9385,-4.0,-75.3047,0,0.12172899999999999,0.0,1,17,0,0.0,0.165026,6.5
4f3c,-105.166,-91.1664,-4.57245,-36.9801,-0.312551,-15.1202,-32.0572,-4.57245,-91.324,-10.0,-76.3207,0,0.280107,-0.0192021,0,23,0,0.0,2.26314,11.82
1owh,-72.3099,-64.3099,-3.0129099999999998,-25.0684,-0.22569299999999998,-10.5675,-22.295,-3.0129099999999998,-58.2696,-11.84,-41.9354,0,0.141501,0.0,0,24,0,0.0,4.75243,7.4
4f9w,-86.6997,-80.6997,-3.4679900000000004,-29.6509,-0.265629,-12.5923,-27.5989,-3.4679900000000004,-71.5178,-4.0,-64.0973,0,0.14313599999999999,-0.05,0,25,0,0.0,2.82325,6.94
1qkt,-74.243,-74.243,-3.71215,-27.3514,-0.27258000000000004,-11.4534,-27.3514,-3.71215,-54.2616,-3.5316,-53.6881,0,0.0,0.0,2,18,0,0.0,0.0,9.04
1mq6,-101.105,-85.1052,-2.80848,-30.6201,-0.177422,-12.1951,-25.7744,-2.80848,-102.819,-3.48717,-99.2755,0,1.17674,-0.0346179,2,34,0,0.0,17.3256,11.15
4owm,-56.2151,-54.2151,-5.110469999999999,-25.2768,-0.364749,-10.485,-24.3775,-5.110469999999999,-37.0253,-1.86998,-36.6353,0,0.05290840000000001,0.0,2,9,0,0.0,0.630997,2.96
1o0h,-49.0535,-37.0535,-1.8168,-16.3512,-0.11564200000000001,-6.528569999999999,-12.3512,-1.9621400000000002,-35.1649,-13.5483,-27.6184,0,4.22848,-0.036636,4,23,0,0.0,3.6084699999999996,5.92
3dx2,-71.3822,-69.3822,-5.948519999999999,-31.1791,-0.363746,-12.2836,-30.3055,-5.948519999999999,-55.5844,-28.2074,-31.0139,-8,0.104164,0.0,4,8,0,0.0,0.5488109999999999,6.82
4m0z,-98.8015,-90.8015,-4.1167300000000004,-34.2526,-0.303696,-14.3656,-31.4791,-4.1167300000000004,-88.2409,-13.4057,-73.0111,0,0.384627,0.0,2,22,0,0.0,5.24517,5.19
3gy4,-55.9292,-53.9292,-5.5929199999999994,-25.96,-0.4107,-10.8709,-25.0317,-5.5929199999999994,-37.0967,-10.238999999999999,-24.8064,0,0.164069,-0.000964427,0,10,0,0.0,0.581957,5.1
4cra,-95.82600000000001,-81.82600000000001,-2.5217400000000003,-28.5029,-0.189181,-12.0212,-24.3387,-2.5217400000000003,-80.0365,-10.6666,-65.5117,0,0.507418,0.0,2,36,0,0.0,2.6726400000000003,7.22
3n76,-99.307,-89.307,-4.51396,-35.441,-0.325281,-14.7482,-31.8722,-4.51396,-88.2875,-20.0639,-64.0711,0,0.172061,0.0,2,20,0,0.0,4.915,6.85
4j21,-94.5396,-92.5396,-4.72698,-34.8287,-0.33202800000000005,-14.3704,-34.0919,-4.72698,-78.5837,-6.0,-71.2115,0,0.182756,0.0,1,19,0,0.0,1.58095,7.41
2zb1,-89.8817,-79.8817,-3.4569900000000002,-30.3399,-0.258721,-12.7857,-26.9643,-3.4569900000000002,-73.8886,-5.2236199999999995,-68.2802,0,0.18854200000000002,0.0,2,24,0,0.0,3.51595,6.32
3b68,-98.6899,-82.6899,-3.18355,-31.4161,-0.223602,-12.9621,-26.3228,-3.18355,-99.3631,-10.0779,-97.9697,0,1.08056,0.0,7,24,0,11.5394,5.616569999999999,8.4
4bkt,-66.2246,-60.2246,-3.4855,-24.8181,-0.24776700000000002,-10.2808,-22.5695,-3.4855,-51.4028,-8.0,-40.7859,0,0.08333760000000001,-0.026014999999999996,0,19,0,0.0,2.62004,3.62
3b27,-58.0718,-54.0718,-3.62949,-23.0458,-0.22978600000000002,-9.18512,-21.4584,-3.62949,-41.3133,-2.0,-36.5899,0,0.123173,0.0,0,16,0,0.0,2.5773900000000003,5.16
4mme,-76.1594,-74.1594,-3.8079699999999996,-28.0574,-0.266532,-11.5629,-27.3206,-3.8079699999999996,-65.1331,-5.86083,-64.6623,0,0.041775900000000005,-0.0111624,3,17,0,6.25818,0.356988,6.5
3arp,-72.6971,-52.6971,-2.13815,-22.4401,-0.159193,-9.44031,-16.2665,-2.13815,-104.897,0.0,-101.723,0,0.0455866,-0.05,0,34,0,0.0,49.1459,7.15
4e5w,-90.8529,-84.8529,-3.24475,-29.9194,-0.238145,-12.5268,-27.9435,-3.24475,-74.85600000000001,-6.0,-67.8736,0,0.280465,0.0,3,25,0,0.0,1.60565,7.66
3fcq,-38.8668,-32.8668,-2.7762,-16.1263,-0.201203,-6.72352,-13.6369,-2.7762,-25.2204,-2.4881900000000003,-28.6007,-8,6.2658,0.0,5,9,0,0.0,4.95021,2.77
3b5r,-106.416,-92.4156,-3.80056,-35.0444,-0.255344,-14.2466,-30.434,-3.9413199999999997,-94.0192,-7.5847,-89.9313,0,0.0243826,0.0,5,22,0,1.02033,4.454680000000001,8.77
4gid,-131.842,-99.84200000000001,-2.80515,-36.5332,-0.19771,-15.0908,-27.666,-2.80515,-132.945,-19.6695,-124.868,0,0.221965,0.0,8,39,0,4.026619999999999,11.870999999999999,10.77
3ebp,-84.4937,-80.4937,-3.01763,-27.8252,-0.20974600000000002,-11.4406,-26.5079,-3.37975,-72.3534,0.0,-69.2508,0,0.0249027,-0.05,0,25,3,2.0729900000000003,2.37831,5.91
3u9q,-61.5611,-45.5611,-5.13009,-26.8893,-0.359477,-11.0857,-19.9006,-5.13009,-52.5059,-7.88595,-43.2515,0,0.00546138,-0.05,0,12,0,0.0,8.921510000000001,4.38
3e93,-116.87700000000001,-106.87700000000001,-3.15885,-35.0749,-0.23488,-14.7492,-32.0739,-3.15885,-105.979,-8.0,-96.0994,0,0.40881100000000004,0.0,1,36,0,0.0,6.4844,8.85
4w9c,-79.5032,-67.5032,-2.8394,-26.1817,-0.206258,-10.9243,-22.2299,-2.94456,-70.0055,-7.950260000000001,-60.9284,0,0.0640468,0.0,0,27,1,1.5840100000000001,5.5942099999999995,4.65
4jia,-71.5519,-63.5519,-2.30813,-22.7772,-0.170956,-9.56553,-20.2306,-2.30813,-65.4646,-2.0,-60.8829,0,0.35895,0.0,1,30,0,9.92103,2.63809,9.22
1nc1,-83.9975,-77.9975,-4.19987,-30.9449,-0.283442,-12.5989,-28.7345,-4.19987,-68.0699,-12.4083,-63.0226,0,0.22502399999999997,0.0,5,15,0,0.0,1.98318,6.12
3k5v,-70.7571,-58.7571,-2.62063,-23.5857,-0.189026,-9.81795,-19.5857,-2.62063,-60.2862,0.0,-62.4126,0,0.0182033,-0.0135031,3,24,0,0.0,8.84346,6.3
2wer,-66.1162,-66.1162,-2.64465,-22.6114,-0.181759,-9.26197,-22.6114,-2.64465,-47.3673,-3.6930400000000003,-45.8678,0,0.118958,-0.014346700000000002,2,23,0,0.0,0.0,7.05
2wbg,-77.9377,-63.9377,-3.54262,-27.8146,-0.245549,-11.4256,-22.8183,-3.54262,-63.4982,-16.9283,-52.5965,0,0.030873400000000002,0.0,5,17,0,0.0,1.8625599999999998,4.45
4w9i,-91.4216,-81.4216,-2.77035,-28.5021,-0.19346300000000002,-11.7372,-25.3845,-2.77035,-81.1982,-7.857760000000001,-73.8871,0,0.0577268,0.0,2,31,0,1.1611,5.44646,5.96
1gpn,-77.839,-77.839,-4.09679,-29.1706,-0.302466,-12.2374,-29.1706,-4.09679,-59.6352,-2.27128,-55.6956,0,0.08079,0.0,1,18,0,0.0,0.0,6.48
3aru,-65.5101,-55.5101,-3.2755,-24.1341,-0.235382,-10.0337,-20.4501,-3.2755,-50.5762,-2.0,-46.3435,0,0.0750332,0.0,0,20,0,0.0,2.6141,3.22
3dx1,-63.2792,-63.2792,-7.03103,-30.4215,-0.471684,-12.3611,-30.4215,-7.03103,-45.7558,-24.6665,-21.3832,-8,0.061016499999999994,0.0,4,5,0,0.0,0.0,3.58
1z95,-98.3662,-84.3662,-3.39194,-32.0169,-0.22856100000000001,-13.0286,-27.4601,-3.5130800000000004,-90.4516,-5.96978,-85.7352,0,0.132928,0.0,3,25,0,0.6767270000000001,8.2227,7.12
4mgd,-74.9922,-68.9922,-3.94696,-28.1038,-0.23613800000000001,-10.9917,-25.8553,-3.94696,-56.8174,-5.30692,-51.7878,0,0.0,0.0,1,18,0,0.0,0.767053,4.69
2fvd,-72.1337,-60.1337,-2.40446,-23.2148,-0.163399,-9.47345,-19.3528,-2.40446,-64.0641,-7.24299,-55.06399999999999,0,0.309448,0.0,3,27,0,0.0,8.54888,8.52
3pxf,-53.5928,-49.5928,-2.5520400000000003,-19.4253,-0.179645,-8.02065,-17.9754,-2.5520400000000003,-39.1799,-4.0,-35.0917,0,0.0209401,-0.00604858,1,20,0,0.0,4.62765,4.43
4cr9,-59.1236,-59.1236,-4.547969999999999,-25.1447,-0.33935,-10.5858,-25.1447,-4.547969999999999,-39.2231,-3.78818,-32.792,0,0.13688699999999998,0.0,1,12,0,0.0,0.0,4.1
5c28,-54.5292,-52.5292,-4.5441,-23.8178,-0.296935,-9.59342,-22.9442,-4.5441,-36.0394,0.0,-35.6473,0,0.0472395,0.0,1,11,0,0.0,0.359033,5.66
3cyx,-116.271,-90.2709,-2.37288,-31.774,-0.173061,-13.2754,-24.6689,-2.37288,-106.551,-12.5615,-92.6498,0,0.602184,0.0,3,46,0,0.0,7.016139999999999,8
3gnw,-94.6861,-84.6861,-2.15196,-26.8206,-0.154291,-11.1422,-23.988000000000003,-2.2544299999999997,-83.1137,-9.38152,-71.0484,0,0.133466,0.0,2,41,1,0.0,5.57261,9.1
3f3c,-66.896,-60.896,-5.14585,-28.4502,-0.365193,-11.779000000000002,-25.8985,-5.14585,-50.7154,-14.0265,-37.9807,0,0.314197,0.0,5,8,0,0.0,1.5444,6.02
1k1i,-73.6629,-57.6629,-2.04619,-22.3091,-0.14483900000000002,-9.22843,-17.4634,-2.45543,-61.6614,-17.1724,-43.0034,0,0.347921,-0.00606484,2,28,6,0.0,6.465380000000001,6.58
1oyt,-93.7356,-85.7356,-3.12452,-30.1669,-0.22948000000000002,-12.6333,-27.5923,-3.12452,-77.3561,-10.0,-65.3133,0,0.32435,-0.0299622,2,28,0,0.0,1.64306,7.24
2al5,-78.3013,-72.3013,-5.22008,-31.7496,-0.360563,-13.0269,-29.3167,-5.22008,-63.8856,-25.3115,-38.8191,0,0.226602,0.0,2,13,0,0.0,3.06272,8.4
3n86,-103.235,-93.2355,-4.4885,-36.3011,-0.322295,-15.0882,-32.7847,-4.4885,-90.7374,-24.0027,-65.2034,0,0.21818800000000002,0.0,1,22,0,0.0,2.77248,5.64
3uev,-59.0299,-35.0299,-3.68937,-23.426,-0.259637,-9.671710000000001,-13.9016,-3.68937,-51.8569,-2.53724,-50.0882,0,0.0226741,0.0,1,15,0,0.0,11.545,5.89
2r9w,-65.9013,-55.9013,-2.2724599999999997,-21.45,-0.168823,-9.01722,-18.1952,-2.2724599999999997,-52.6794,-10.3022,-45.8992,0,0.150834,0.0,3,26,0,0.0,4.38609,5.1
4ih7,-66.0424,-62.0424,-3.88485,-25.6846,-0.290557,-10.8216,-24.129,-3.88485,-48.3034,-4.0,-42.2303,0,0.061393899999999994,-0.05,0,17,0,0.0,1.6489200000000002,5.24
3uex,-63.3009,-31.3009,-3.1650400000000003,-23.3202,-0.223315,-9.63635,-11.5313,-3.1650400000000003,-57.2255,0.0,-57.5082,0,0.0563472,0.0,1,19,0,0.0,13.2095,6.92
2brb,-65.5679,-55.5679,-2.6227099999999997,-22.4239,-0.197871,-9.4752,-19.0039,-2.6227099999999997,-54.6441,-1.0097399999999999,-54.7171,0,0.134353,-0.014098699999999999,2,23,0,0.0,8.26628,4.86
3kgp,-44.7178,-40.7178,-4.06525,-20.1071,-0.295827,-8.394589999999999,-18.3085,-4.06525,-26.3305,-3.24842,-23.9363,0,0.0795234,0.0,1,10,0,0.0,0.36277600000000004,2.57
1y6r,-94.5726,-88.5726,-4.72863,-34.8408,-0.31909899999999997,-14.1847,-32.6304,-4.72863,-78.4834,-16.2125,-58.2936,0,0.24504499999999999,0.0,2,18,0,0.0,0.923701,10.11
3prs,-101.49,-65.4897,-2.02979,-27.5485,-0.140775,-11.3185,-17.7766,-2.02979,-91.9889,-15.399000000000001,-85.4891,0,0.19725499999999999,1.2254,7,43,0,0.0,7.83056,7.82
5c2h,-103.98,-87.9796,-3.3541800000000004,-33.1,-0.229039,-13.5291,-28.0067,-3.3541800000000004,-93.5887,-2.0,-89.0907,0,0.0648266,0.0,1,30,0,0.0,7.019430000000001,11.09
3ivg,-81.1646,-67.1646,-2.79878,-26.4181,-0.196327,-10.8953,-21.8612,-2.79878,-69.4675,-7.8586,-65.5751,0,1.1457,0.0,5,24,0,0.375442,5.51917,4.3
3dxg,-40.3301,-32.3301,-1.92048,-14.618,-0.124405,-5.87081,-11.7184,-2.37236,-22.6616,-4.61148,-17.5431,0,0.21452399999999996,0.0,1,16,4,0.0,1.62029,2.4
2y5h,-87.1973,-75.1973,-2.81282,-27.7576,-0.18752,-11.2552,-23.9377,-2.81282,-71.0519,-0.998124,-68.1507,0,0.160218,0.0,1,30,0,0.0,0.854197,5.79
2xj7,-68.9941,-66.9941,-4.312130000000001,-27.3803,-0.298324,-11.2401,-26.5866,-4.312130000000001,-51.1842,-13.7995,-36.4539,0,0.119421,0.0,2,14,0,0.0,0.556952,6.66
4rfm,-98.1173,-88.1173,-2.72548,-29.7151,-0.190306,-12.2362,-26.6866,-2.97325,-82.4867,-2.28578,-81.58800000000001,0,2.47428,0.0,2,31,3,0.0,2.14966,10.05
3fv2,-84.9192,-76.9192,-4.24596,-31.2845,-0.292575,-12.8258,-28.3373,-4.24596,-70.1331,-27.118000000000002,-41.468,0,0.7950149999999999,-0.00644615,3,17,0,0.0,3.11501,8.11
3g0w,-95.214,-89.214,-3.96725,-33.0089,-0.264679,-13.3877,-30.9288,-4.13974,-77.5401,-2.0,-81.8334,0,0.0589192,0.0,6,17,0,0.0,0.876346,9.52
1yc1,-71.0107,-63.0107,-2.63003,-23.6702,-0.19331600000000002,-9.915289999999999,-21.0036,-2.63003,-57.3652,-6.29462,-47.9886,0,0.192157,-0.00817742,1,26,0,0.0,4.4215,6.17
3ozt,-113.925,-101.925,-3.675,-36.2659,-0.262881,-15.0545,-32.446,-3.675,-101.988,-19.574,-81.0382,-8,0.14544100000000001,-0.00211878,4,27,0,0.0,3.8631,4.13
1w4o,-50.6889,-42.6889,-2.41376,-18.3727,-0.156358,-7.37874,-15.472999999999999,-2.41376,-36.2109,-14.0,-23.5922,0,0.280352,0.0,3,18,0,0.0,4.4524300000000006,5.22
2w4x,-58.6064,-52.6064,-3.2559099999999996,-22.3625,-0.22096500000000002,-9.1216,-20.0731,-3.2559099999999996,-42.0841,-9.87872,-29.7383,0,0.147599,-0.0113863,2,16,0,0.0,1.0112,4.85
4u4s,-52.4023,-50.4023,-3.7430199999999996,-21.7424,-0.244567,-8.75721,-20.9126,-3.7430199999999996,-36.0512,-2.9182200000000003,-32.4125,0,0.105447,-0.00731981,1,13,0,0.0,0.990124,2.92
4de3,-65.3262,-59.3262,-3.11077,-23.6781,-0.190365,-9.33084,-21.5034,-3.11077,-50.6437,-13.9088,-34.2183,0,0.293817,0.0,1,20,0,0.0,2.34258,5.52
3uri,-86.3762,-30.3762,-1.32886,-21.4827,-0.0931643,-8.85821,-7.5549,-1.37105,-89.1148,-14.4648,-73.4633,0,0.28671399999999997,0.0,5,59,1,0.0,19.5959,9
3fv1,-86.0284,-76.0284,-4.09659,-31.1819,-0.279928,-12.748,-27.5573,-4.09659,-74.0953,-29.228,-45.7906,0,0.541888,0.0,3,18,0,0.0,3.6755400000000003,9.3
2wca,-70.1325,-56.1325,-2.5975,-23.3775,-0.183889,-9.670860000000001,-18.7108,-2.5975,-56.0364,-11.3898,-41.4265,0,0.064313,0.0,1,26,0,0.0,2.41888,5.6
1nvq,-101.24600000000001,-97.2457,-2.81238,-30.6626,-0.20938600000000002,-12.8993,-29.4512,-2.81238,-86.4301,-10.0,-76.9336,0,0.184556,-0.010690799999999999,2,34,0,0.0,3.22315,8.25
2w66,-62.9852,-58.9852,-3.93658,-24.9957,-0.26772399999999996,-10.2028,-23.4083,-3.93658,-47.4032,-17.3486,-29.6422,0,0.124555,-0.05,5,11,0,0.0,0.771399,4.05
3ary,-59.0152,-55.0152,-3.47148,-22.9516,-0.24157800000000001,-9.4405,-21.396,-3.47148,-46.6836,0.0,-43.3377,0,0.054337199999999995,-0.00415816,1,16,0,4.035769999999999,1.92572,6
4msn,-55.9079,-53.9079,-4.3006,-23.7771,-0.32101799999999997,-10.0113,-22.9265,-4.3006,-40.6255,-4.63186,-34.034,0,0.0392524,-0.0306307,0,13,0,0.0,3.9403,4.03
4msc,-87.5087,-81.5087,-3.97767,-31.2304,-0.30563,-13.277000000000001,-29.0891,-3.97767,-73.0165,-1.90422,-68.3157,0,0.0530371,-0.0369454,0,22,0,0.0,2.29487,5.96
2xnb,-88.5129,-80.5129,-3.27825,-29.5043,-0.23080599999999998,-12.183,-26.8376,-3.27825,-70.7933,-5.69968,-62.9517,0,0.15751500000000002,0.0,2,25,0,0.0,0.878558,6.83
4mrw,-53.8265,-53.8265,-4.48555,-23.5109,-0.299706,-9.54031,-23.5109,-4.48555,-35.5623,-0.6012109999999999,-37.681,0,0.0392529,0.0,1,11,0,0.0,0.0,3.3
3jya,-65.19800000000001,-65.19800000000001,-4.07488,-25.8739,-0.240484,-10.0736,-25.8739,-4.07488,-45.8407,0.0,-45.4095,0,0.0398327,0.0,1,15,0,0.0,0.0,6.89
3up2,-84.8956,-70.8956,-3.03198,-27.9575,-0.218063,-11.6266,-23.3471,-3.03198,-76.0996,-9.64782,-68.423,0,0.150624,-0.0134686,3,25,0,0.0,8.7271,7.4
2zda,-98.5744,-84.5744,-3.39912,-32.0847,-0.249239,-13.4291,-27.5279,-3.39912,-84.4833,-13.6786,-70.4932,0,0.554593,-0.00486023,3,26,0,0.0,4.27391,8.4
3ueu,-50.3245,-30.3245,-3.59461,-20.8803,-0.252502,-8.61538,-12.5821,-3.59461,-41.5102,0.0,-40.9845,0,0.0,0.0,0,14,0,0.0,10.8432,5.24
4mrz,-48.8499,-46.8499,-4.4409,-21.9651,-0.31897600000000004,-9.130510000000001,-21.0658,-4.4409,-34.0031,-4.0,-27.8154,0,0.0808067,-0.05,0,11,0,2.68853,1.48577,3.52
2fxs,-47.7047,-33.7047,-1.7037400000000003,-15.71,-0.11613299999999999,-6.41741,-11.0995,-1.7037400000000003,-41.2259,-5.95678,-36.8889,0,0.09994760000000001,0.0,4,24,0,4.4547099999999995,6.954110000000001,6.06
1lpg,-94.6978,-74.6978,-2.3097,-27.4628,-0.172905,-11.5743,-21.6627,-2.3097,-85.5072,-6.18544,-84.2845,0,0.238247,-0.0385689,6,35,0,0.468959,5.87706,7.09
1q8t,-55.2834,-49.2834,-3.0713,-21.0946,-0.22260700000000003,-8.79514,-18.8051,-3.0713,-38.9697,-4.0,-37.8157,0,0.0801686,0.0,1,17,0,0.0,2.53024,4.76
3qqs,-76.525,-68.525,-4.02763,-28.6782,-0.298658,-12.0483,-25.6802,-4.02763,-62.8344,-7.64394,-52.6023,0,0.0769232,0.0,0,19,0,1.26411,2.8848599999999998,5.82
