name,TOTAL_SCORE,SCORE_RB_PEN,SCORE_NORM_HEVATOMS,SCORE_NORM_CRT_HEVATOMS,SCORE_NORM_WEIGHT,SCORE_NORM_CRT_WEIGHT,SCORE_RB_PEN_NORM_CRT_HEVATOMS,SCORE_NORM_CONTACT,PLPtotal,PLPparthbond,PLPpartsteric,PLPpartmetal,PLPpartrepulsive,PLPpartburpolar,LIG_NUM_CLASH,LIG_NUM_CONTACT,LIG_NUM_NO_CONTACT,CHEMPLP_CLASH2,TRIPOS_TORS,affinity
3f70,-40.4446,-28.4446,-3.6767800000000004,-18.1857,-0.25085599999999997,-7.431019999999999,-12.7899,-3.6767800000000004,-26.5435,-4.0,-21.5784,0.0,0.025532,0.0,0,11,0,0.0,4.6639,4.85
2gj5,-46.5442,-30.5442,-1.66229,-15.3278,-0.11975699999999999,-6.3779,-10.0587,-1.72386,-39.81,-2.0,-43.0737,0.0,0.0,0.0,4,23,1,0.0,12.2859,8.32
1szd,-93.5412,-75.5412,-2.59837,-28.3293,-0.167845,-11.3668,-22.8779,-2.59837,-80.5559,-19.9159,-54.1276,0.0,0.44373900000000005,0.0,0,36,0,0.0,4.85924,4.54
1d4y,-80.4539,-56.4539,-1.91557,-23.1454,-0.133499,-9.52484,-16.2409,-1.91557,-76.1241,-5.47824,-71.7687,0.0,3.6837,0.0,4,38,0,0.0,14.5314,11.1
4xu3,-118.57600000000001,-94.5758,-3.4875199999999995,-36.6018,-0.231323,-14.8162,-29.1935,-3.4875199999999995,-112.542,-23.1982,-88.6312,0.0,1.2476200000000002,-0.0327628,3,31,0,0.0,8.25353,9.5
3rm4,-81.1483,-71.1483,-3.68856,-28.9604,-0.220356,-11.3212,-25.3916,-3.68856,-67.3414,-7.93946,-57.8905,0.0,1.7572400000000001,0.0,1,21,0,0.0,3.9329099999999997,5.77
1wm1,-46.5541,-40.5541,-2.90963,-18.475,-0.20756799999999997,-7.66229,-16.0939,-2.90963,-29.6418,-15.1596,-33.7279,0.0,2.55806,-0.0147208,8,8,0,0.0,1.26468,6.3
2y7x,-100.571,-92.5705,-3.14283,-31.6777,-0.21175100000000002,-12.8901,-29.1579,-3.14283,-91.3975,-2.50536,-92.9851,0.0,0.0879157,-0.042563,3,29,0,0.0,6.785810000000001,8.89
2ans,-48.0749,-42.0749,-2.2892799999999998,-17.4252,-0.160606,-7.18675,-15.2505,-2.2892799999999998,-35.6446,0.0,-36.6831,0.0,0.0,-0.029416200000000003,1,20,0,0.0,7.53958,5.92
1td7,-63.1087,-55.1087,-3.15544,-23.2495,-0.224415,-9.632610000000001,-20.3022,-3.15544,-44.9499,-2.0,-40.2826,0.0,0.128907,-0.006616400000000001,0,20,0,0.0,0.371529,4.37
2wc4,-85.15899999999999,-71.15899999999999,-3.8708699999999996,-30.3918,-0.255379,-12.2805,-25.3954,-3.8708699999999996,-73.7414,-20.7483,-56.0818,0.0,0.0,0.0,4,18,0,0.0,5.01895,5.29
2xde,-74.7566,-60.7566,-2.3361400000000003,-23.5469,-0.17568499999999998,-9.93903,-19.1371,-2.3361400000000003,-65.5643,-6.0,-59.386,0.0,0.126961,-0.0415672,2,30,0,0.0,9.375680000000001,5.47
4pzv,-91.2486,-73.2486,-2.07383,-25.8469,-0.143778,-10.6181,-20.7483,-2.2812099999999997,-81.917,-24.9017,-54.5084,0.0,0.5716140000000001,0.0,5,36,3,0.0,5.35392,5.7
1d09,-77.0894,-65.0894,-4.81809,-30.5929,-0.304576,-12.1869,-25.8307,-4.81809,-65.5602,-40.3548,-21.2898,0.0,0.29231999999999997,-0.05,1,15,0,0.0,5.25476,7.57
4j74,-64.1149,-60.1149,-3.20574,-23.6201,-0.209389,-9.5124,-22.1465,-3.20574,-46.272,0.0,-45.9598,0.0,0.0,-0.05,0,20,0,0.547586,0.692661,4.59
3q6z,-81.1061,-63.1061,-2.25295,-24.5633,-0.145532,-9.85572,-19.1119,-2.25295,-70.7596,-14.9712,-52.9446,0.0,0.227875,0.0,2,34,0,1.29007,6.38283,3.72
3ozj,-46.0913,-42.0913,-2.0950599999999997,-16.4492,-0.151452,-6.85232,-15.0217,-2.0950599999999997,-36.6463,0.0,-36.8211,0.0,0.0016776,0.0,3,19,0,0.0,9.957419999999999,5.11
3ml5,-47.2713,-45.2713,-3.63626,-20.104,-0.21366500000000002,-7.815860000000001,-19.2535,-3.63626,-31.0376,-10.0,-16.6299,-4.0,0.487066,0.0,2,11,0,0.0,2.8549,8.52
3a2o,-103.00399999999999,-81.0044,-2.57511,-30.1187,-0.181116,-12.4324,-23.6858,-2.57511,-95.14,-9.74082,-88.2073,0.0,1.9652599999999998,0.0,3,37,0,0.44018500000000005,7.671930000000001,9.08
4a6l,-97.1474,-87.1474,-3.23825,-31.2649,-0.24078400000000003,-13.1471,-28.0466,-3.23825,-82.838,-7.39248,-83.1867,0.0,1.00023,0.0,4,26,0,0.0,3.2213,8
3jyr,-103.84700000000001,-85.8474,-2.36017,-29.4156,-0.160602,-12.0092,-24.316999999999997,-2.36017,-104.616,-27.061999999999998,-74.1366,0.0,0.0610635,-0.0189192,3,41,0,0.0,15.5394,5.54
4u5o,-50.924,-32.924,-2.21409,-17.9066,-0.16247799999999998,-7.4968699999999995,-11.5772,-2.31473,-35.1962,-3.6249800000000003,-32.3637,0.0,1.74387,-0.026970499999999998,2,20,1,0.8684459999999999,0.9222790000000001,2.42
2pqz,-82.4083,-62.4083,-2.1130299999999997,-24.3005,-0.14645,-9.98183,-18.4029,-2.1130299999999997,-76.24,-10.4122,-77.7786,0.0,0.0920563,0.0,7,32,0,0.0,11.6348,5.67
1yda,-46.7988,-44.7988,-3.59991,-19.9031,-0.21153000000000002,-7.73773,-19.0525,-3.59991,-31.2725,-7.403339999999999,-15.4789,-8.0,0.821599,-0.0193201,1,12,0,0.0,2.40387,6.55
1mfi,-66.5206,-62.5206,-5.116969999999999,-28.2906,-0.367237,-11.7567,-26.5894,-5.116969999999999,-52.2099,-4.50472,-54.0698,0.0,0.0290522,0.0,4,9,0,1.37766,2.60236,5.59
2qtt,-74.1626,-70.1626,-3.90329,-27.7929,-0.277498,-11.5136,-26.2939,-3.90329,-56.7628,-14.8284,-41.8505,0.0,0.441492,-0.0483559,3,16,0,0.0,0.368431,4.32
2ha2,-48.4793,-26.4793,-2.42397,-17.8599,-0.16694,-7.32079,-9.75507,-2.42397,-53.5398,-3.5251,-47.5893,0.0,0.0620481,0.0,1,19,0,6.5860899999999996,15.9924,4.66
4b34,-41.5337,-41.5337,-4.15337,-19.2783,-0.276527,-7.813510000000001,-19.2783,-4.15337,-23.3373,-2.0,-30.1897,0.0,0.496302,-0.00186255,3,7,0,0.0,0.0,3.14
1nw5,-83.8102,-69.8102,-3.1040799999999997,-27.9367,-0.209812,-11.38,-23.2701,-3.1040799999999997,-71.1926,-18.9885,-55.9355,0.0,0.459693,0.0,5,22,0,0.0,3.1985,5.21
2exm,-47.8465,-41.8465,-3.1897599999999997,-19.4008,-0.235402,-8.13773,-16.9679,-3.1897599999999997,-31.0222,-4.0464400000000005,-28.7419,0.0,0.155223,-0.032032099999999994,3,12,0,0.0,2.52177,4.11
4k4j,-92.4841,-84.4841,-4.2038199999999994,-33.006,-0.31525,-13.9186,-30.1509,-4.2038199999999994,-81.6015,-6.0,-74.1303,0.0,0.0505723,-0.023888999999999997,0,22,0,0.0,7.8655,6.12
3p58,-39.972,-33.972,-3.3310000000000004,-17.4594,-0.203627,-6.877789999999999,-14.8386,-3.3310000000000004,-26.006999999999998,0.0,-35.8737,0.0,0.0,-0.05,3,9,0,0.0,4.17,7.6
1ec3,-98.7726,-56.7726,-1.7638,-25.8171,-0.12846,-10.7815,-14.8392,-1.7638,-101.493,-21.2214,-82.4893,0.0,0.747866,-0.00713444,7,49,0,0.0,17.5254,9.04
4ayu,-47.2879,-45.2879,-4.2989,-21.2627,-0.302817,-8.78133,-20.3635,-4.2989,-30.93,-4.0,-18.3532,-8.0,0.9492729999999999,0.0,0,11,0,0.0,1.1021100000000001,4.73
3r16,-48.3102,-40.3102,-2.54264,-18.1045,-0.16301400000000002,-7.24604,-15.1065,-2.54264,-31.8853,-5.08528,-32.3919,0.0,3.94714,0.0,3,16,0,0.0,3.66327,7.3
4k5p,-52.9183,-46.9183,-3.52789,-21.4573,-0.22889400000000001,-8.62214,-19.0245,-3.52789,-48.2382,-18.4482,-30.5186,-8.0,2.57185,0.0,6,9,0,6.115880000000001,6.38989,3.46
3nb5,-52.1547,-40.1547,-2.17311,-18.081,-0.141407,-7.27255,-13.9209,-2.17311,-37.0823,-4.02855,-35.4381,0.0,3.69444,0.0,2,22,0,0.0,5.09119,7.74
3cft,-25.95,-23.95,-1.73,-10.5222,-0.11624200000000001,-4.2777199999999995,-9.71125,-2.1625,-20.5603,-2.0,-17.2025,0.0,0.0,0.0,0,13,2,11.2092,2.96621,4.19
1o7o,-91.1097,-79.1097,-3.64439,-31.1591,-0.225429,-12.3229,-27.0551,-3.64439,-81.0569,-24.0323,-47.4075,-8.0,0.185729,-0.0230306,2,23,0,0.0,6.00474,4.49
1fl3,-81.9197,-67.9197,-3.5617300000000003,-28.8057,-0.265676,-12.1258,-23.8829,-3.5617300000000003,-67.4857,0.0,-74.2184,0.0,1.64927,-0.00714388,6,17,0,0.0,3.79552,6.8
1xk5,-58.453,-32.453,-1.08246,-15.4647,-0.0705539,-6.22365,-8.586,-1.16906,-47.65,-11.3115,-46.5998,0.0,1.7115900000000002,0.0,5,45,4,0.0,7.730639999999999,6
3sym,-79.0488,-73.0488,-3.5931300000000004,-28.2112,-0.24530300000000002,-11.53,-26.0699,-3.5931300000000004,-62.9142,-23.4747,-38.0529,0.0,0.22573000000000001,0.0,3,19,0,0.0,1.30616,4.57
5cp9,-43.5389,-37.5389,-4.35389,-20.209,-0.312946,-8.40248,-17.424,-4.35389,-29.2271,-5.61434,-26.5305,0.0,0.186476,-0.00812571,1,9,0,0.0,3.72877,3.51
4x6m,-111.21700000000001,-95.2165,-2.92675,-33.0807,-0.202041,-13.5704,-28.3216,-2.92675,-98.5391,-16.499000000000002,-75.9456,0.0,0.309068,-0.028542599999999998,1,37,0,0.0,3.18811,8.24
3ta1,-90.9013,-78.9013,-3.3667199999999995,-30.3004,-0.21429600000000001,-12.0981,-26.3004,-3.3667199999999995,-76.6545,-24.1717,-51.7377,0.0,2.33604,0.0,4,23,0,0.0,2.34203,3.25
3ipu,-99.3773,-79.3773,-2.92286,-30.6757,-0.207709,-12.706,-24.5021,-2.92286,-84.2344,-0.42973199999999995,-81.8408,0.0,0.146993,0.0,3,31,0,0.0,3.3065900000000004,7.32
5boj,-59.9144,-47.9144,-3.32858,-22.8616,-0.240313,-9.51948,-18.2827,-3.32858,-46.9101,-3.2955699999999997,-46.0296,0.0,0.020396900000000003,0.0,3,15,0,0.0,5.7922199999999995,7
4ye3,-66.9017,-38.9017,-1.63175,-19.4018,-0.11287799999999999,-7.9645600000000005,-11.2817,-1.63175,-66.3211,-12.6726,-70.1661,0.0,0.527576,0.0,11,30,0,0.762728,15.8615,8.37
2qwb,-53.3578,-43.3578,-2.54085,-19.3401,-0.173091,-7.89872,-15.7155,-2.54085,-36.9106,-20.1299,-19.0806,0.0,0.0847299,-0.0430131,2,19,0,0.0,2.02238,2.74
4ge1,-54.9298,-50.9298,-4.57748,-23.9928,-0.34070500000000004,-10.0925,-22.2456,-4.57748,-37.6268,-3.46116,-34.648,0.0,0.0243428,0.0,1,11,0,0.0,1.02706,6.43
3lzs,-88.3662,-64.3662,-2.32543,-26.284000000000002,-0.161354,-10.8007,-19.1454,-2.32543,-80.8981,-12.2308,-72.9181,0.0,0.307667,0.0,5,33,0,0.0,9.65625,10.96
3rdq,-69.8753,-57.8753,-4.65835,-28.3331,-0.32765900000000003,-11.6956,-23.4673,-4.65835,-53.5048,-14.0,-36.4238,0.0,0.135534,0.0,1,14,0,0.0,2.40001,9.31
2pwr,-99.6087,-75.6087,-2.21353,-28.0044,-0.15353599999999998,-11.5063,-21.2569,-2.21353,-97.0545,-18.0665,-90.6471,0.0,0.812893,-0.05,8,37,0,0.0,13.3836,6.59
4xe1,-49.4652,-47.4652,-3.09157,-19.6303,-0.190074,-7.747719999999999,-18.8366,-3.09157,-32.431,-6.0,-26.2059,-4.0,0.31549,-0.049916300000000004,3,13,0,0.0,3.0113,7.11
3bbf,-71.8861,-59.8861,-2.56736,-23.6733,-0.16330799999999998,-9.45002,-19.7215,-2.56736,-59.2463,-13.043,-41.1062,0.0,0.08420180000000001,0.0,0,28,0,1.52254,4.15915,5.28
1ax0,-54.5495,-50.5495,-3.6366400000000003,-22.1188,-0.246596,-9.01965,-20.4968,-3.6366400000000003,-36.7458,-12.0,-24.921,0.0,0.0486216,-0.032304599999999996,1,14,0,0.0,0.809124,3.13
4z1k,-61.4456,-57.4456,-2.5602400000000003,-21.302,-0.176893,-8.74107,-19.9153,-2.5602400000000003,-48.3653,-6.0,-37.763000000000005,-4.0,0.274885,-0.00514989,1,23,0,0.0,6.61459,8.33
1yei,-99.1498,-81.1498,-4.31086,-34.8644,-0.287206,-14.1338,-28.535,-4.31086,-86.2006,-9.2204,-72.6189,0.0,0.08136260000000001,-0.017583599999999998,1,22,0,0.0,4.65578,7.46
1g7q,-80.5447,-38.5447,-1.41306,-20.9288,-0.0989638,-8.6268,-10.0155,-1.41306,-79.9393,-26.64,-64.0244,0.0,0.438662,0.0,10,47,0,0.0,14.167,6.06
3upv,-71.5466,-23.5466,-1.30085,-18.8134,-0.0908155,-7.746630000000001,-6.191669999999999,-1.3759,-69.4294,-23.9527,-42.2552,0.0,0.153597,0.0,1,53,1,0.0,15.0937,5.3
1hmr,-61.5785,-29.5785,-3.0789299999999997,-22.6857,-0.217239,-9.37415,-10.8968,-3.0789299999999997,-54.3904,-6.0,-47.5209,0.0,0.0,0.0,1,19,0,3.92689,8.25635,6.55
4og4,-76.7261,-58.7261,-2.4750400000000004,-24.4243,-0.182869,-10.2488,-18.6944,-2.64573,-61.4853,0.0,-63.8564,0.0,0.0199958,0.0,2,28,0,2.33212,1.57536,6.02
4kwg,-50.81,-50.81,-3.90846,-21.609,-0.211666,-8.17554,-21.609,-3.90846,-32.5482,-3.69015,-45.0747,0.0,2.3489299999999997,0.0,4,9,0,0.0,0.0,6
4djw,-67.49600000000001,-61.496,-2.596,-22.7835,-0.196551,-9.638530000000001,-20.7582,-2.596,-52.2192,-8.0,-45.2567,0.0,0.17043699999999998,-0.030414799999999995,1,25,0,0.0,2.54157,6.28
4q08,-65.1775,-53.1775,-2.50683,-22.0009,-0.158399,-8.76293,-17.9502,-2.50683,-55.6221,-6.0,-44.5186,-4.62242,0.418908,0.0,3,23,0,0.0,7.619219999999999,6.3
1uou,-62.3991,-58.3991,-3.89994,-24.7631,-0.25713800000000003,-10.004,-23.1757,-3.89994,-46.3817,-10.1187,-34.9969,0.0,0.27865300000000004,0.0,2,14,0,0.0,1.54706,7.7
4nbn,-110.56,-98.56,-4.606669999999999,-38.329,-0.342966,-16.1244,-34.1688,-4.606669999999999,-96.4097,-6.91472,-86.8363,0.0,0.07519630000000001,0.0,3,21,0,0.0,2.92163,4.36
2p16,-93.5822,-83.5822,-2.75242,-28.8869,-0.20366099999999998,-12.1273,-25.8001,-2.75242,-95.3899,-5.351369999999999,-94.2219,0.0,0.59554,0.0,4,30,0,0.0,18.2733,10.1
4l4v,-89.5068,-79.5068,-3.8916,-31.4736,-0.273487,-12.9882,-27.9573,-3.8916,-77.434,-18.0,-54.9728,0.0,0.0389647,-0.0116124,1,22,0,1.5811,3.8758199999999996,5.78
1bcd,-48.4617,-46.4617,-6.05772,-24.2309,-0.32725,-9.159930000000001,-23.2309,-6.05772,-28.8312,-4.0,-21.3851,-4.0,0.214679,-0.0312413,3,5,0,0.0,0.039681400000000006,8.7
3iss,-56.7201,-30.7201,-1.28909,-16.0664,-0.0836075,-6.45515,-8.70173,-1.28909,-68.5323,-27.6958,-49.2644,0.0,1.20476,0.0,5,39,0,15.3496,13.2945,6.05
3ckb,-57.4682,-43.4682,-1.6902400000000002,-17.7392,-0.113926,-7.21925,-13.4177,-1.85381,-53.6717,-9.747110000000001,-39.6547,0.0,0.042671,-0.023648,0,31,3,0.0,13.7636,2.98
1apv,-88.3346,-60.3346,-2.4537400000000003,-26.7524,-0.169019,-10.9664,-18.2725,-2.4537400000000003,-81.3565,-22.2855,-59.395,0.0,0.185032,0.0,2,34,0,3.6473699999999996,5.74485,9
1i9p,-47.2767,-39.2767,-2.05551,-16.6241,-0.137712,-6.75184,-13.811,-2.14894,-32.2763,-4.0,-33.1954,-8.0,3.10774,0.0,4,18,1,0.0,3.4370199999999995,8.41
4qew,-76.84100000000001,-64.84100000000001,-2.47874,-24.4609,-0.175075,-10.1112,-20.6409,-2.47874,-67.1163,-2.0,-62.5212,0.0,0.062206,0.0,1,30,0,1.45145,7.68881,7.07
2pyy,-55.2071,-47.2071,-5.52071,-25.6249,-0.37015,-10.4101,-21.9116,-5.52071,-40.025,-21.8599,-18.4805,0.0,0.134302,-0.0132625,1,9,0,0.332017,2.41535,4.6
1fhd,-77.4152,-73.4152,-3.68644,-28.0599,-0.25525,-11.5223,-26.6101,-3.68644,-62.7379,-23.709,-41.1819,0.0,0.193496,-0.00364833,4,17,0,0.0,1.5172299999999999,6.82
1d3p,-105.611,-83.6112,-2.70798,-31.1426,-0.193526,-12.9237,-24.6553,-2.70798,-98.9565,-2.0,-92.2489,0.0,0.10013999999999999,-0.00382347,1,38,0,0.0,11.9388,7.39
4en4,-47.5524,-41.5524,-3.6578800000000005,-20.2236,-0.25956,-8.37262,-17.6719,-3.6578800000000005,-30.1664,-8.03266,-22.5388,0.0,0.00912508,0.120753,2,11,0,0.0,1.0510899999999999,5.52
3rlq,-68.8241,-62.8241,-3.12837,-24.5621,-0.20657399999999998,-9.92778,-22.4209,-3.27734,-52.2395,-2.0,-48.9165,0.0,0.106082,0.0,1,20,0,0.0,1.9262099999999998,7.4
1qk3,-76.1672,-68.1672,-3.1736299999999997,-26.4057,-0.21086300000000002,-10.695,-23.6322,-3.1736299999999997,-61.3815,-23.4354,-34.4842,0.0,0.288319,0.0,2,22,0,0.0,1.9680799999999998,5.15
1sln,-88.3326,-60.3326,-2.52379,-27.0042,-0.18266,-11.2537,-18.4443,-2.59802,-77.3212,-10.0,-71.0687,-4.0,3.34254,0.0,4,30,1,0.0,7.34572,6.64
4ual,-73.54899999999999,-65.54899999999999,-2.82881,-24.8267,-0.197266,-10.2188,-22.1263,-2.82881,-56.4474,0.0,-56.4884,0.0,1.81145,0.0,3,23,0,0.0,1.5268700000000002,8.4
4q3t,-46.7691,-36.7691,-3.59763,-19.8905,-0.244583,-8.117989999999999,-15.6376,-3.59763,-34.3535,-22.7628,-16.0822,-8.0,7.294810000000001,0.0,7,6,0,0.0,3.77052,6.48
3sio,-91.581,-71.581,-1.869,-25.0269,-0.13393,-10.3951,-19.5613,-1.869,-88.3382,-3.00763,-87.2694,0.0,0.698128,-0.05,4,45,0,0.0,14.1756,8
4jv6,-84.9843,-78.9843,-3.86292,-30.3294,-0.298874,-12.9238,-28.1881,-3.86292,-68.6028,-4.0,-65.1008,0.0,0.026537599999999998,0.0,1,21,0,0.0,3.2562900000000004,6.66
4d3h,-96.2004,-92.2004,-2.18637,-27.2495,-0.146554,-11.0692,-26.1165,-2.18637,-82.5398,-21.5569,-54.9003,0.0,0.421972,0.0,1,43,0,0.0,2.38435,6.43
1y3n,-68.5228,-60.5228,-2.85512,-23.7555,-0.19565,-9.72113,-20.9821,-2.85512,-58.3456,-22.7327,-32.2875,0.0,0.0682409,0.0,2,22,0,0.0,6.514819999999999,5.55
4bc5,-49.9821,-41.9821,-4.99821,-23.1996,-0.32856599999999997,-9.36305,-19.4864,-4.99821,-33.707,-12.6069,-20.9987,0.0,0.052218600000000004,1.34322,1,9,0,0.0,2.02715,4.6
1oth,-85.48,-71.48,-5.3425,-33.9228,-0.33629699999999996,-13.4943,-28.3669,-5.3425,-70.0617,-37.2669,-29.3454,0.0,0.22454000000000002,0.0,1,15,0,0.0,3.4420800000000003,7
4zvi,-58.0061,-48.0061,-2.522,-20.3969,-0.13063,-7.60319,-16.8806,-2.522,-47.318000000000005,-6.0,-42.5466,0.0,0.16492,-0.05,2,21,0,0.0,7.49101,6.33
