name,total,qq_pl,desolv_pl,vdw_pl,hbond_pl,qq_l,desolv_l,vdw_l,DrugScore,HMscore,PLP_tor,affinity
1c4v,-23.308,-2.615,9.058,-15.125,-2.571,-0.222,1.435,-2.180,-10.443,4.156,8.000,10.8
5tln,-7.367,1.761,5.975,-8.735,-0.364,-0.249,1.013,-0.845,13.357,1.835,9.700,6.37
1z3t,-8.915,-1.730,10.767,-9.192,-2.799,-1.387,1.624,-1.209,63.671,-0.000,27.700,3.94
1o0o,-6.722,-3.062,7.867,-4.798,-1.225,-1.187,3.271,-1.840,16.071,0.391,14.100,5.1
9abp,-10.916,-3.512,8.158,-7.118,-4.425,-0.813,0.441,-0.180,44.043,-0.000,12.600,8
1gah,-22.051,-5.161,14.433,-15.542,-6.327,-3.047,3.819,-3.189,88.086,0.746,42.400,12
1o2x,-11.736,-1.122,11.067,-9.929,-3.227,-0.341,1.828,-1.036,4.457,-0.000,4.800,5.85
2adm,-14.809,-2.122,9.667,-10.403,-1.691,-1.571,1.338,-1.177,3.714,0.672,16.800,5.7
1lf9,-20.494,-4.945,14.617,-14.792,-5.927,-2.576,3.699,-3.181,82.657,0.914,42.600,12
1rgk,-6.465,0.668,10.525,-7.327,-1.556,-1.401,2.127,-1.300,16.157,-0.000,10.500,4.31
1b6m,-25.014,-3.414,8.908,-15.927,-3.780,-0.436,1.596,-1.736,11.457,5.295,23.900,8.4
1qy5,-10.117,-0.473,8.125,-7.356,-1.184,-0.574,1.168,-1.096,-2.671,1.919,9.000,6.7
1rej,-18.216,-3.042,8.217,-13.598,-2.904,-0.124,0.826,-0.999,16.257,1.726,8.400,8.3
1qsc,-24.400,-2.511,10.300,-13.977,-4.433,-1.665,3.509,-4.246,-19.514,2.607,35.700,3.68
11gs,-25.750,-4.062,9.525,-14.001,-4.626,-1.083,1.995,-2.649,9.500,5.404,27.300,5.82
1w1g,-16.901,-16.916,11.583,-5.965,-5.124,1.079,5.480,-2.782,45.371,0.168,29.200,7.68
2bjm,-10.844,-0.018,2.408,-8.000,-0.002,0.000,0.145,-0.004,-1.457,3.962,1.400,3.7
1y2f,-9.850,-0.483,4.275,-5.778,-0.042,-0.565,1.936,-1.077,3.729,5.747,7.400,4.92
1fwv,-11.070,-1.728,7.142,-5.564,-2.429,-2.636,4.008,-4.178,17.414,1.066,41.400,3.72
1o2g,0.719,-2.602,9.217,-10.733,15.426,-0.153,0.950,-0.601,16.457,1.981,4.500,6.12
1ws5,-7.688,-1.420,4.950,-5.906,-2.526,-0.584,0.475,-0.329,25.871,0.168,15.600,3.03
2hdr,-3.956,0.090,3.425,-3.354,-0.301,-0.411,0.334,-0.136,8.757,1.307,1.400,1.72
1zsr,-26.117,-2.437,12.583,-18.977,-4.044,-1.406,3.612,-4.725,19.843,2.891,37.100,9.82
1d5r,-10.019,-5.471,7.392,-6.372,-3.081,1.027,0.426,-0.371,23.757,-0.000,6.600,1.82
1me7,-22.400,-4.824,13.325,-9.406,-4.940,-0.807,1.376,-0.843,-64.643,1.014,13.300,7.19
1z1r,-22.881,-1.471,9.875,-16.013,-3.405,-0.420,1.707,-2.329,-1.371,3.837,18.100,9.22
1umw,-24.456,-4.035,11.600,-13.048,-4.407,-2.769,5.272,-5.246,-8.757,2.396,39.100,6.55
1tnj,-8.301,-1.774,4.067,-6.079,-1.261,0.008,0.171,-0.160,-1.271,-0.000,4.700,1.96
1rle,-12.772,-7.139,12.650,-9.155,-3.884,1.686,3.425,-2.007,15.900,0.522,20.500,5.8
5abp,-10.734,-3.069,8.183,-7.163,-4.853,-0.788,0.461,-0.200,45.629,-0.000,11.900,6.64
1db1,-20.885,-1.062,3.417,-12.908,-2.575,-0.023,0.016,-0.970,36.186,8.938,19.800,9.26
1lox,-12.647,1.406,3.008,-10.538,-0.008,-0.009,0.245,-0.750,1.943,4.589,13.000,5.52
1rdj,-2.567,1.053,3.067,-2.634,-1.226,-0.961,0.277,-0.066,18.986,0.527,10.400,1.66
4fiv,-35.926,-2.405,12.100,-21.200,-5.660,-1.392,3.088,-5.132,-18.371,6.287,32.800,6.52
2er6,-32.902,-3.420,15.917,-20.283,-4.207,-3.137,5.903,-7.151,-4.643,3.708,42.200,7.22
1gt1,-8.441,0.002,2.667,-7.192,-0.000,0.000,0.179,-0.051,12.243,3.206,0.000,6
1fdq,-9.616,-1.435,3.233,-5.976,-0.029,0.000,-0.391,-1.791,33.714,4.140,10.700,7.27
1dqx,-15.289,-5.392,14.142,-10.970,-5.011,-0.387,1.415,-1.081,45.929,-0.000,14.100,11.05
1apb,-10.414,-2.708,6.500,-6.372,-3.978,-1.130,0.283,-0.071,35.514,-0.000,6.500,5.82
1b11,-15.308,-1.096,4.967,-8.350,-2.648,-0.936,1.565,-2.417,-5.871,2.867,18.500,7.39
1mmp,-13.107,0.858,6.150,-10.509,-2.202,-0.557,0.765,-1.117,-8.429,1.097,10.600,6.07
1urg,-10.745,-1.498,8.725,-9.483,-2.705,-1.859,1.665,-1.325,54.386,0.253,27.600,5.82
1vwn,-20.491,-0.619,9.950,-12.782,-1.219,-0.588,3.314,-4.021,-32.443,5.456,14.200,5.82
1f2p,-8.994,-0.314,3.867,-6.292,-2.387,-0.998,0.313,-0.370,7.300,-0.000,7.800,1.9
3pcc,-9.469,-1.029,4.008,-5.040,-1.193,0.014,0.160,-0.117,-23.671,1.726,1.300,3.62
2cji,-17.215,-0.230,6.292,-13.944,-0.315,-0.668,0.665,-1.520,-20.557,0.767,2.200,8.22
1vyq,-16.355,-0.437,5.642,-10.146,-1.641,0.174,0.742,-2.836,4.371,5.242,9.500,5.3
1bap,-9.421,-2.451,6.442,-5.863,-4.341,-1.119,0.255,-0.066,42.914,-0.000,6.500,6.85
7abp,-10.324,-2.728,6.558,-6.318,-4.387,-1.139,0.289,-0.076,40.643,-0.000,6.000,6.46
1jn2,-5.497,-0.123,4.450,-3.983,-0.614,-0.282,1.389,-1.244,-4.800,1.315,10.900,4.09
1tnk,-8.214,-1.480,4.125,-6.366,-1.271,0.055,0.154,-0.150,-1.086,-0.000,7.900,1.49
1o2k,3.164,-2.429,10.383,-9.514,15.136,0.333,1.035,-0.617,7.214,0.655,8.200,6.92
1hn2,-8.901,0.002,2.700,-7.552,-0.001,0.000,0.178,-0.051,10.743,3.206,0.000,6
1rdl,-2.873,0.361,3.258,-2.845,-2.127,-0.461,0.440,-0.196,20.500,-0.000,14.300,2.24
1qi0,-9.752,-2.396,6.458,-6.431,-3.781,-1.469,1.495,-1.125,41.414,0.168,32.000,2.35
1sgx,-14.567,-4.631,9.567,-7.396,-3.325,-0.823,1.825,-1.156,2.786,1.403,11.500,5.8
1abf,-10.234,-2.785,6.658,-6.446,-4.340,-1.096,0.292,-0.080,42.857,-0.000,6.100,5.42
1mhw,-22.194,-2.060,10.433,-14.902,-2.189,-1.102,3.545,-4.319,-7.557,3.452,34.900,7.35
1m6p,-12.006,-4.348,9.925,-6.970,-5.535,-0.994,0.949,-0.380,46.429,-0.000,15.300,5.1
1r0x,-11.081,-5.305,13.125,-9.104,-4.172,1.258,3.003,-1.859,46.686,1.938,22.300,3.83
1ody,-33.638,-2.156,11.958,-19.687,-4.414,-1.417,3.213,-5.785,-12.086,6.835,28.600,8.1
1wvc,-19.054,-7.190,16.992,-11.895,-2.760,1.160,3.612,-2.359,-47.614,0.084,15.900,4.46
2toh,-7.393,-0.269,6.208,-5.725,-0.804,0.059,0.520,-0.302,0.829,2.195,4.400,4.15
2h6q,-24.069,-2.655,13.033,-13.852,-4.491,-1.606,5.462,-5.577,-22.243,3.374,57.800,5.11
1lor,-17.361,-6.437,13.725,-10.489,-6.700,-0.351,1.434,-1.077,42.014,-0.000,13.200,11.06
2fgi,-17.406,-0.573,9.900,-12.781,-1.495,-0.927,2.075,-1.377,1.814,4.686,15.100,7.34
1tnl,-8.747,-1.592,3.825,-6.682,-1.152,0.013,0.121,-0.139,-1.729,-0.000,2.900,1.88
1w2g,-10.824,-0.765,7.558,-9.253,-1.001,0.144,0.525,-0.641,1.186,1.623,9.600,4.57
1bzh,-9.755,-5.875,11.042,-12.265,-2.007,2.781,4.220,1.115,22.657,2.257,20.300,6.77
1agm,-21.708,-5.073,14.617,-15.797,-5.651,-2.782,3.676,-3.137,81.643,0.830,42.000,12
1f8a,-24.709,-8.042,11.717,-12.025,-3.413,-2.409,6.518,-6.144,-5.157,1.905,34.400,5
1icj,-8.732,-0.589,6.017,-10.034,-0.898,0.226,0.887,-1.916,28.543,0.084,38.000,2.22
1w7x,-19.369,-1.754,11.517,-15.653,-2.260,-0.789,1.892,-2.625,6.714,0.632,11.200,8.4
1vwl,-17.753,-0.571,7.483,-10.253,-0.938,-0.481,2.570,-2.496,-32.814,6.042,26.500,5.63
1njj,-7.262,-3.154,6.642,-6.032,-2.098,-0.284,3.093,-2.157,34.457,0.357,31.400,2.1
1g3b,-8.660,-0.824,8.133,-7.871,-2.301,0.061,0.822,-0.494,7.586,-0.000,2.000,5.74
1vjc,-8.323,-2.586,11.158,-9.645,-2.536,1.839,2.613,-1.811,18.914,0.666,26.400,3.58
1w0y,-17.747,-1.900,10.283,-13.488,-2.582,-0.246,1.411,-1.819,-1.286,1.307,8.900,6.42
1vjj,-13.342,-6.003,11.250,-8.718,-3.889,0.966,2.785,-1.785,16.343,1.055,13.600,5.77
1m13,-23.057,-0.324,1.600,-12.596,-0.787,0.185,-0.496,-3.157,27.243,11.242,17.400,7.57
1qpb,-2.906,-0.155,2.642,-2.441,-0.156,-0.134,0.083,-0.045,-3.414,-0.000,0.000,1.36
1sqn,-14.936,-0.383,1.642,-10.134,-0.411,0.007,0.090,-0.214,2.829,5.524,0.000,9.4
830c,-11.946,2.205,5.825,-13.035,-1.084,-0.085,0.693,-1.536,2.857,0.421,5.500,9.28
1sts,-21.582,-0.724,10.908,-11.819,-1.707,-2.292,6.817,-6.777,-39.300,5.058,32.500,5
1sc8,-19.553,-2.398,12.158,-13.121,-4.479,-0.875,2.197,-2.576,-10.886,-0.000,16.100,7.44
1jwt,-19.843,-2.418,9.325,-12.499,-1.882,-0.502,1.245,-1.789,-18.614,2.934,6.400,7.85
1a42,-9.254,0.228,6.300,-8.580,-1.360,-0.373,0.706,-0.747,9.957,1.139,13.800,9.89
1pr1,-14.230,-1.885,8.567,-8.888,-1.958,0.019,0.806,-0.821,-42.714,0.132,9.500,5.3
1we2,-7.457,-3.757,6.417,-4.546,-2.054,-0.976,0.397,-0.120,40.871,-0.000,8.100,4.36
1b74,4.432,1.573,4.783,3.929,-0.172,-1.224,0.379,0.014,-0.614,-0.000,11.200,1.3
1tsl,-7.244,0.843,3.800,-7.497,-0.560,0.003,0.351,-1.040,37.700,3.345,0.300,6.15
1jd5,-26.797,-3.458,9.917,-14.892,-3.551,-1.611,4.625,-6.781,-19.200,2.996,36.600,6.62
1af2,-13.353,-1.508,9.492,-10.529,-3.447,-0.659,0.764,-0.756,30.957,1.266,10.700,3.1
2g00,-23.100,-1.117,9.483,-17.393,-1.785,-0.327,0.830,-1.785,-5.671,3.584,5.100,9.74
1ow4,-12.349,-1.768,4.208,-9.329,0.559,0.953,0.798,-0.609,5.157,5.016,0.500,5.68
1vjd,-11.875,-4.669,18.225,-13.354,-2.433,1.413,2.682,-1.629,35.357,0.126,19.500,3.54
1utc,-29.428,-3.332,11.083,-15.125,-3.673,-2.624,6.536,-10.229,-8.714,3.929,39.000,4.55
1wei,-5.157,-0.110,4.708,-3.749,-0.829,-0.319,0.122,-0.027,-1.443,0.845,0.000,9
1o3h,-13.218,-1.840,9.075,-9.616,-3.221,-0.253,0.864,-0.440,-3.271,-0.000,3.500,7.3
1jqe,-19.531,-1.532,4.917,-12.748,-0.013,0.293,0.321,-0.812,-17.229,6.230,18.600,6.44
1wkm,-3.354,2.583,4.658,-5.298,-0.571,0.141,0.275,-0.170,-3.629,0.782,9.400,0.82
1jt1,-0.908,-1.545,3.117,0.716,-0.013,-0.251,0.255,-0.494,3.000,0.436,6.800,3.4
2i0g,-13.824,-0.892,2.800,-9.564,-0.991,0.003,0.116,-0.405,20.043,5.172,1.400,9.72
7hvp,-31.859,-2.088,14.450,-20.504,-4.976,-1.786,4.481,-6.171,-12.843,3.786,37.600,9.62
1uxa,-8.304,-1.961,4.992,-5.237,-1.604,-1.498,3.344,-2.700,15.200,0.470,39.200,2.3
1udt,-19.029,-0.244,5.500,-12.047,-0.952,-0.273,0.659,-1.505,-9.614,6.291,7.500,9.3
1vot,-17.745,-1.349,4.367,-9.483,-0.627,0.030,0.373,-0.151,-87.200,1.522,3.000,6.6
1h9z,-11.763,-0.510,3.742,-8.639,-0.275,0.090,0.405,-1.114,10.257,4.072,4.000,5.42
1gz3,-18.523,-1.772,17.317,-12.460,-2.842,0.761,2.566,-1.641,-70.800,1.680,20.800,3.7
6abp,-9.829,-2.751,6.417,-5.793,-4.402,-1.139,0.248,-0.056,41.643,-0.000,5.700,6.36
1rbo,-21.509,-8.522,14.975,-8.713,-5.572,0.226,2.142,-1.250,-45.686,-0.000,28.200,12.72
1gny,-13.749,-1.141,8.517,-9.144,-3.114,-4.227,2.547,-2.234,54.114,0.504,41.900,4.14
1fj4,-5.107,0.366,3.150,-7.958,-0.042,0.000,0.029,-0.246,39.514,0.547,1.000,4.59
1ux7,-3.780,0.543,3.592,-4.776,-0.101,-1.341,0.739,-0.698,27.929,0.253,17.700,3
1p28,-2.665,-0.148,1.267,-2.362,-0.378,0.159,0.052,-0.043,5.786,0.845,4.400,5.42
1q63,-13.090,-1.514,9.692,-9.690,-3.145,-0.070,0.706,-0.586,-3.600,0.462,3.300,5.85
1a0q,-15.400,-2.573,6.383,-10.003,-1.836,-0.041,1.192,-1.395,8.329,3.709,17.300,7.57
1w1d,-16.987,-17.700,11.650,-6.008,-5.291,2.143,4.794,-2.311,41.743,0.168,13.800,6.52
1sle,-16.076,-0.282,6.992,-9.496,-0.559,-0.725,2.230,-2.245,-25.371,5.330,9.500,6.17
1gjb,-12.062,-1.518,10.700,-10.679,-1.594,-0.199,1.151,-0.617,6.157,0.674,4.200,6.35
1a7x,-27.013,-1.162,8.075,-17.858,-2.693,-0.935,1.092,-2.469,23.743,7.794,24.800,9.7
1byk,-16.449,-7.630,16.208,-11.427,-5.858,-1.676,2.297,-1.439,90.200,-0.000,29.400,5
1ga8,-7.496,-0.791,6.067,-6.504,-0.835,-1.566,1.232,-0.964,30.086,0.610,28.700,1.8
1f2o,-7.795,-0.081,3.325,-5.048,-2.492,-0.845,0.200,-0.219,3.657,0.127,7.400,1.91
1oko,-4.152,0.190,5.208,-5.153,-1.524,-0.756,0.430,-0.196,32.757,-0.000,15.400,4.54
5fiv,-14.615,-1.003,4.875,-8.288,-2.538,-0.928,1.525,-2.461,-10.671,1.816,20.700,7.66
1jmi,-13.739,-5.019,11.533,-8.308,-3.605,-0.341,0.909,-0.706,18.671,0.462,9.900,6.06
2ivu,-14.032,0.368,8.542,-12.485,-0.566,-0.390,0.973,-0.810,11.700,3.904,7.600,6.43
2fzz,-22.052,-0.934,10.483,-18.137,-1.600,0.067,0.937,-2.140,9.943,3.764,7.800,10.52
1o9d,-24.988,-9.933,11.900,-10.853,-5.444,-1.818,4.408,-3.692,4.214,0.948,38.800,5.6
6fiv,-15.070,-1.102,5.000,-8.637,-2.759,-0.941,1.530,-2.350,-1.186,2.531,19.200,8.08
1ulg,-6.835,-0.831,5.933,-4.912,-2.229,-2.114,2.068,-1.271,31.900,0.084,26.600,4.21
1cea,-10.056,-3.172,3.408,-4.787,-2.181,-0.163,0.217,-0.215,1.071,1.074,8.500,4.96
1caq,-18.886,1.227,7.600,-16.303,-1.062,-0.564,1.188,-1.695,-5.971,2.867,3.000,7.72
1mj7,-18.191,-0.934,7.692,-13.320,-1.108,-0.690,2.022,-2.080,2.557,4.404,20.500,8.35
1ce5,-9.738,-1.716,5.942,-6.476,-2.294,-0.081,0.337,-0.186,-6.529,-0.000,3.500,4.74
1o3k,-11.873,-1.714,10.058,-9.761,-2.991,0.305,1.002,-0.437,-3.114,-0.000,3.900,6.77
1ofz,-8.269,-1.655,4.017,-4.357,-2.804,-1.284,0.299,-0.075,22.786,0.527,11.700,4.62
2fwp,-14.753,-4.108,9.000,-7.595,-3.791,0.931,0.797,-0.504,-39.400,-0.000,10.300,2.92
1a1c,-22.103,-7.454,9.975,-9.947,-3.838,-0.713,2.052,-2.551,8.843,3.766,22.300,6.4
2a31,-6.815,-0.888,7.367,-5.398,-1.825,-0.151,0.408,-0.222,2.057,-0.000,9.300,1.01
1tvo,-13.420,-0.469,6.433,-10.315,-1.645,-0.119,0.604,-1.097,-0.829,1.912,0.000,6.85
1zky,-11.462,-0.483,2.300,-8.499,-1.381,0.056,0.217,-0.745,33.071,4.620,6.900,6.25
1q95,-27.240,-12.839,13.975,-9.375,-6.585,1.659,1.363,-1.029,-68.314,-0.000,9.900,7.57
1gz9,-12.689,-1.837,8.467,-8.908,-3.499,-2.730,2.697,-2.585,56.671,0.864,40.000,3.51
1aj6,-14.325,-0.405,7.183,-9.583,-0.946,-1.504,1.717,-3.438,35.843,4.637,13.500,5.92
1w8m,-5.928,-0.223,2.558,-4.716,-1.004,0.087,0.110,-0.181,2.714,0.963,4.100,1.6
2hs2,-19.455,-1.415,9.158,-14.938,-1.771,-0.419,1.727,-3.559,12.486,2.614,20.300,8.31
1uxb,-8.329,-2.010,5.092,-5.264,-1.642,-1.724,3.378,-2.592,18.214,0.470,39.600,2.15
1h1h,-11.549,-7.074,6.550,-3.127,-1.627,-1.553,2.940,-1.647,11.886,1.938,14.700,5.22
2ada,-10.630,-0.492,8.400,-10.321,-2.292,-0.390,0.739,-0.552,21.000,0.091,8.900,13
1lrt,-18.008,-3.594,14.550,-11.601,-4.089,-0.696,3.504,-2.599,-20.514,0.126,31.600,5.64
1g3c,-8.523,-0.520,8.042,-8.088,-2.031,-0.139,0.801,-0.564,12.371,-0.000,1.000,5.8
1v2q,-14.812,-2.175,8.425,-8.923,-2.724,-0.228,1.581,-1.781,-6.329,2.417,9.800,4.13
2f5t,-15.146,-3.048,13.458,-13.025,-6.552,-1.416,1.626,-1.299,85.914,-0.000,27.000,5.17
1rek,-24.952,-3.472,10.100,-18.604,-3.760,0.093,1.167,-2.013,41.643,4.800,11.400,6.7
3tlh,-12.208,-0.332,4.725,-7.237,-2.116,-0.868,1.582,-2.410,-2.900,2.194,17.100,8.82
1h1p,-15.651,-0.759,7.733,-8.009,-1.684,-0.419,0.422,-0.344,-60.486,2.192,3.500,4.92
1rdt,-17.500,-1.717,3.858,-12.694,-0.567,-0.043,0.128,-0.690,48.786,7.654,0.000,6.7
1z4n,-14.392,-5.066,13.208,-9.409,-3.293,-1.956,1.231,-0.626,44.400,-0.000,15.200,4.52
1o8b,-13.505,-6.303,9.558,-7.069,-5.152,-0.756,0.778,-0.389,44.257,-0.000,16.900,2.68
1pu7,-8.024,-0.212,3.283,-6.448,-0.292,-0.284,0.136,-0.030,0.629,1.524,0.000,3.1
1c5z,-7.895,-2.047,7.033,-6.116,-2.482,0.297,0.392,-0.067,9.314,-0.000,0.000,4.01
1z9g,-6.195,2.015,4.925,-7.420,-1.640,0.228,0.700,-1.081,11.214,1.011,8.300,5.64
1owh,-12.925,-2.751,9.717,-9.746,-2.787,0.007,0.948,-0.746,2.743,-0.000,3.400,7.4
1gpn,-12.402,-1.114,4.200,-9.897,-0.535,0.000,0.000,0.000,-6.029,1.371,0.000,6.48
1z95,-18.523,-0.709,6.775,-13.229,-1.028,-0.491,1.111,-1.499,21.714,6.498,8.100,4.3
2fvd,-13.511,-0.963,10.242,-11.872,-1.815,-0.187,1.748,-1.136,17.671,2.547,1.000,8.52
1k1i,-19.893,-2.519,10.867,-11.141,-4.115,-0.704,2.110,-3.322,4.829,3.688,4.100,6.58
1oyt,-17.157,-2.137,9.708,-12.643,-2.238,0.433,0.923,-1.403,-5.771,2.220,0.300,7.24
1y6r,-17.697,-2.988,13.608,-12.635,-3.731,0.089,1.355,-1.011,-4.171,1.267,11.400,10.11
1yc1,-11.641,-1.519,8.083,-10.696,-1.538,0.219,1.038,-1.754,28.214,1.373,2.900,6.17
1w4o,-10.133,-1.333,8.475,-7.674,-3.828,-1.081,1.272,-1.052,28.657,-0.000,13.100,5.22
1lpg,-18.674,-1.747,12.292,-16.600,-1.712,-0.161,1.316,-1.376,13.043,1.802,6.700,7.09
1bzc,-16.222,-1.568,9.708,-12.348,-4.151,-0.797,1.353,-1.185,36.886,2.572,15.700,4.92
1pxn,-12.159,-0.948,8.925,-10.505,-1.367,-0.440,1.101,-0.714,11.729,1.704,1.500,7.15
1z6e,-19.622,-0.824,12.308,-17.037,-1.419,-0.487,1.408,-1.998,11.729,2.621,5.700,9.72
1syi,-19.712,-4.356,7.408,-10.473,-5.334,-0.756,0.514,-0.664,-1.257,0.532,7.400,5.44
2j7h,-8.314,-1.544,5.842,-6.445,-3.506,-0.036,0.279,-0.147,24.943,-0.000,9.900,7.19
2br1,-10.886,-0.331,8.033,-10.288,-0.586,-0.382,1.333,-0.919,27.843,3.371,6.500,5.14
