name,total,SMoG2016_KBP2016,SMoG2016_LJP,SMoG2016_Rotor,SMoG2016_lnMass,affinity
3f3c,-7.845,-168.947,61.003,3,5.215,6.02
1oyt,-10.943,-256.411,72.633,4,6.012,7.24
3n86,-8.938,-221.857,108.121,6,5.772,5.64
3uex,-9.031,-198.920,19.102,16,5.650,6.92
2brb,-9.658,-219.207,66.009,5,5.803,4.86
3kgp,-6.154,-101.190,28.851,2,5.024,2.57
3ivg,-11.094,-258.499,57.556,7,6.026,4.3
3dxg,-6.300,-103.148,47.874,4,5.781,2.4
2y5h,-9.945,-212.544,47.088,6,6.140,5.79
3g0w,-10.444,-234.318,62.373,2,5.884,9.52
1yc1,-9.919,-219.325,58.861,4,5.908,6.17
3ozt,-9.568,-243.515,121.626,7,6.099,4.13
1w4o,-6.248,-110.707,65.075,4,5.781,5.22
3uri,-11.711,-354.296,137.235,34,6.836,9
3fv1,-8.607,-213.894,114.420,5,5.731,9.3
2wca,-7.492,-175.933,103.034,9,5.943,5.6
1nvq,-12.391,-310.985,104.086,2,6.180,8.25
2w66,-7.660,-170.480,84.675,3,5.460,4.05
2xnb,-10.382,-249.606,90.048,4,5.948,6.83
3ueu,-7.507,-142.558,9.856,10,5.299,5.24
1q8t,-7.760,-153.753,46.234,4,5.514,4.76
2weg,-5.664,-81.633,30.255,1,5.165,6.5
3jvs,-7.816,-168.265,76.104,8,6.009,6.54
3f3e,-6.212,-113.787,39.634,3,4.884,7.7
2j78,-7.348,-162.494,86.806,1,5.258,6.42
2zcr,-10.543,-249.239,62.933,10,6.055,6.87
2xbv,-10.187,-252.186,100.879,9,6.252,8.43
4de1,-6.505,-121.514,67.741,4,5.721,5.96
1sqa,-8.755,-206.668,97.211,7,6.024,9.21
3mss,-8.297,-172.002,43.988,7,5.653,4.66
3ejr,-8.722,-212.114,113.027,4,5.853,8.57
3ge7,-9.823,-240.093,95.939,6,5.903,8.7
3zsx,-8.675,-210.450,98.987,11,6.129,3.28
1u1b,-9.210,-216.416,91.538,14,6.698,7.8
3utu,-9.897,-288.084,170.913,16,6.522,10.92
1uto,-5.695,-88.142,22.266,2,4.805,2.27
1a30,-6.821,-145.672,67.280,14,5.930,4.3
3kwa,-3.709,-120.887,187.852,11,5.309,4.08
4djv,-10.243,-246.279,90.860,4,5.922,6.72
2xb8,-8.857,-215.152,106.046,4,5.737,7.59
3dd0,-6.339,-100.880,35.627,3,5.553,9
2v7a,-10.594,-261.822,95.054,8,6.164,8.3
3n7a,-6.172,-116.673,65.828,1,5.159,3.7
2v00,-6.827,-129.190,52.515,3,5.371,3.66
2vw5,-9.125,-200.287,85.976,3,6.219,8.52
3lka,-6.821,-118.538,30.810,2,5.231,2.82
3zso,-9.548,-249.212,120.358,14,6.389,5.12
3pww,-12.220,-349.127,148.770,16,6.509,7.32
3l7b,-7.404,-142.368,57.162,2,5.617,2.4
2yki,-14.401,-370.109,86.457,4,6.092,9.46
2zcq,-8.074,-175.721,72.783,8,5.956,8.82
3ehy,-7.317,-140.716,45.922,5,5.557,5.85
1ps3,-7.655,-165.604,82.498,1,5.447,2.28
2qbp,-9.615,-230.696,97.034,10,6.410,8.4
3udh,-7.449,-136.840,35.975,0,5.242,2.85
3g2n,-7.673,-159.669,67.766,4,5.646,4.09
2p4y,-13.285,-334.872,78.601,9,6.353,9
2x00,-11.959,-285.429,87.387,1,6.235,11.33
3gbb,-7.630,-169.531,85.250,4,5.561,6.9
1gpk,-9.815,-202.782,31.359,0,5.494,5.37
3oe5,-9.646,-250.517,127.029,8,6.109,6.88
1r5y,-6.374,-118.910,62.247,0,5.171,6.46
1e66,-11.167,-248.796,43.313,1,5.701,9.89
3d4z,-7.776,-171.544,81.214,1,5.319,4.89
2hb1,-6.785,-115.572,37.101,4,5.642,3.8
3uo4,-10.306,-259.698,106.067,6,5.946,6.52
2wtv,-11.256,-284.166,112.479,4,6.166,8.74
2xdl,-7.275,-142.257,45.129,5,5.408,3.1
1p1q,-6.604,-131.034,63.287,3,5.231,4.89
3ag9,-9.549,-291.817,129.791,39,6.858,8.05
1o5b,-7.035,-114.796,34.730,1,5.714,5.77
2yfe,-9.398,-224.202,84.453,7,5.829,6.63
1q8u,-9.465,-205.787,61.514,2,5.769,5.96
3ao4,-8.511,-161.439,21.985,1,5.380,2.07
2vvn,-8.291,-174.308,57.213,3,5.514,7.3
3acw,-10.695,-262.926,90.992,2,5.635,4.76
2qbr,-8.551,-182.254,64.430,8,6.133,6.33
1o3f,-7.460,-186.952,140.787,3,5.793,7.96
1xd0,-12.963,-392.443,208.361,12,6.697,7.12
3cft,-5.087,-64.863,42.575,1,5.407,4.19
1sln,-9.992,-265.080,104.966,17,6.185,6.64
3cj2,-6.852,-115.371,43.857,2,5.737,4.85
3bkk,-9.337,-262.936,150.320,14,6.195,6.08
2r23,-7.240,-182.613,135.396,11,6.243,3.72
1f8d,-6.892,-142.221,74.750,6,5.674,3.4
4des,-8.575,-194.566,86.588,1,5.538,5.85
3su3,-9.587,-248.043,143.514,9,6.627,9.13
3imc,-7.034,-125.371,24.894,1,4.991,2.96
3nox,-7.167,-156.541,107.757,4,6.043,8.66
1hfs,-16.339,-475.344,131.872,20,6.559,8.7
4gqq,-5.308,-86.180,55.936,4,5.338,2.89
1zea,-7.100,-265.626,236.093,36,6.897,5.22
3vd4,-7.610,-150.150,50.127,3,5.473,4.82
1igj,-9.983,-231.848,96.328,3,6.254,10
2ole,-6.091,-151.655,150.605,7,6.041,7.25
2jdu,-5.746,-99.791,60.110,1,5.182,6.72
3gcs,-10.330,-264.395,110.699,9,6.140,7.25
3l4u,-8.773,-207.502,86.772,8,5.844,7.52
1f8b,-6.921,-145.008,78.292,6,5.674,5.4
2jdm,-5.626,-94.213,56.699,1,5.182,5.4
1f8c,-6.791,-142.289,80.810,6,5.674,7.4
1loq,-6.996,-141.251,78.450,4,5.781,3.7
2zwz,-7.303,-154.903,71.929,1,5.177,7.79
2obf,-10.433,-250.627,85.629,4,5.867,8.85
1lbk,-5.921,-115.850,66.683,11,5.730,3.18
2zjw,-8.624,-189.099,84.199,0,5.710,7.7
2j62,-10.702,-269.846,97.838,7,5.933,11.34
2d1o,-10.524,-270.111,67.274,21,6.143,7.7
2pcp,-9.883,-223.114,58.362,2,5.498,8.7
3f17,-8.804,-199.225,71.432,6,5.717,8.63
4dew,-7.395,-160.841,97.339,1,5.656,7
3vh9,-6.053,-101.858,41.198,0,4.977,6.24
3bpc,-5.895,-138.130,130.185,10,6.140,4.8
1u33,-10.337,-280.579,149.542,8,6.273,4.6
2zxd,-6.999,-142.753,66.766,1,5.171,5.22
2x8z,-5.987,-102.907,49.298,4,5.380,7.96
2vl4,-7.387,-159.150,71.833,1,5.100,6.01
3nq3,-7.158,-130.939,9.484,8,5.148,3.78
1w3k,-8.112,-188.824,100.507,4,5.740,4.3
3b3s,-5.128,-75.856,32.055,3,4.884,2.55
3su2,-10.036,-263.019,136.707,11,6.592,7.35
1hnn,-7.031,-131.600,51.862,1,5.362,6.24
1os0,-9.094,-222.845,93.619,13,6.205,6.03
4g8m,-6.360,-124.276,62.390,3,5.171,7.89
1lol,-7.202,-142.072,73.187,4,5.908,6.39
3kv2,-5.937,-112.089,54.298,6,5.188,7.32
2zx6,-8.947,-213.821,97.777,5,5.812,10.6
3mfv,-6.540,-131.300,64.792,4,5.253,2.52
3s8o,-7.396,-188.250,124.596,15,6.294,6.85
2g70,-7.858,-156.938,46.795,2,5.348,7.77
3su5,-9.692,-250.980,142.895,9,6.627,5.58
3huc,-9.972,-236.741,79.828,6,5.875,5.99
3f80,-5.764,-99.938,41.933,6,5.194,4.22
2cbj,-7.493,-174.950,105.193,7,5.867,8.27
1kel,-7.696,-169.602,72.049,10,5.853,7.28
2x0y,-7.742,-160.749,65.581,3,5.553,4.6
3l4w,-7.897,-171.216,67.217,3,5.338,6
3l3n,-9.742,-262.887,119.976,16,6.207,8.18
1n1m,-6.552,-117.320,37.015,3,5.143,5.7
2gss,-6.163,-104.274,47.944,6,5.710,4.94
3pe2,-9.623,-226.423,89.752,3,5.829,9.76
1w3l,-9.287,-241.406,136.581,7,6.159,6.28
2xhm,-9.581,-247.680,107.641,15,6.283,6.8
3muz,-7.472,-148.425,54.986,3,5.473,3.46
2x97,-8.909,-232.085,111.192,16,6.211,5.66
3fk1,-5.147,-99.159,81.282,4,5.136,2.62
3ov1,-7.032,-176.585,120.724,15,6.213,5.2
3owj,-8.224,-171.616,73.541,0,5.677,6.07
2xy9,-12.318,-367.355,168.878,19,6.570,9.19
3i3b,-6.756,-137.108,70.853,1,5.182,2.23
10gs,-8.249,-204.754,100.220,15,6.162,6.4
2vo5,-8.858,-223.203,120.441,3,5.635,4.89
1jyq,-8.066,-259.380,208.408,22,6.661,8.7
2qft,-5.550,-99.282,57.978,4,5.136,5.26
2pq9,-8.355,-222.409,147.019,9,6.127,8.11
3bfu,-5.828,-105.369,61.246,3,5.247,6.27
4djr,-11.096,-299.792,120.412,15,6.377,11.52
3b3w,-4.922,-69.172,31.628,3,4.884,4.19
2vot,-10.062,-258.018,115.619,4,5.734,7.14
2d3u,-9.442,-202.073,54.172,5,5.987,6.92
