name,total,SMoG2016_KBP2016,SMoG2016_LJP,SMoG2016_Rotor,SMoG2016_lnMass,affinity
2qoa,-6.447,-102.380,28.200,1,5.283,7.28
1jmi,-7.978,-160.410,54.811,4,5.730,6.06
1n7m,-9.937,-217.640,59.846,8,6.382,5.71
4as6,-6.332,-105.724,44.631,2,5.456,6.4
4f20,-9.874,-343.851,212.916,36,6.717,3.29
3n0h,-8.855,-194.173,60.822,5,5.674,6.21
1xr8,-10.728,-419.150,287.605,43,6.935,6.7
3omc,-7.454,-223.825,128.227,36,6.674,5
1ofz,-5.637,-86.415,41.704,0,5.100,4.62
4afh,-11.960,-303.751,86.840,6,5.824,9.54
4f9v,-7.943,-162.392,44.262,9,5.769,6.03
2xxw,-5.682,-96.177,39.377,4,5.011,6.41
4ea1,-8.576,-207.220,92.476,9,5.803,6.44
4fbe,-8.028,-165.885,45.839,9,5.769,6.99
1q95,-7.662,-174.782,81.628,7,5.541,7.57
2itk,-7.866,-203.676,119.046,20,6.560,7.69
1gz9,-7.970,-177.277,98.548,6,6.191,3.51
3dvp,-9.156,-302.565,185.682,35,6.824,5
2er9,-11.811,-375.642,180.829,31,6.809,7.4
2nnp,-12.301,-354.868,154.776,16,6.509,8.37
2hs2,-11.414,-302.835,111.715,13,6.305,8.31
3iqi,-6.460,-156.983,102.412,19,6.193,4.41
2o1c,-5.034,-77.676,56.766,2,5.181,4.72
1slg,-9.183,-274.115,148.232,29,6.722,3.9
1ebg,-5.208,-96.804,73.380,3,5.050,10.82
1g3c,-6.934,-135.712,58.881,4,5.469,5.8
2f5t,-9.323,-224.914,101.114,4,5.835,5.17
4aph,-11.306,-384.044,229.534,28,6.633,5.4
4aa1,-10.858,-291.579,114.561,15,6.270,4.12
1h1p,-7.893,-155.193,44.575,3,5.510,4.92
3b1m,-11.901,-305.451,106.953,7,6.241,8.48
2pog,-10.515,-238.113,58.972,1,5.642,9.54
3d6q,-6.114,-98.883,52.818,3,5.744,3.76
3twp,-4.922,-75.981,53.297,1,4.927,3.92
3ozs,-10.226,-256.880,107.283,8,6.164,5.33
1c5z,-5.764,-101.883,47.153,1,4.796,4.01
1z9g,-6.941,-132.903,45.217,7,5.534,5.64
3oe4,-10.209,-270.262,135.463,7,6.129,7.47
2vkm,-13.407,-380.707,134.154,17,6.491,8.74
1owh,-8.247,-177.154,68.433,5,5.769,7.4
1qkt,-10.277,-224.578,49.714,0,5.606,9.04
1o0h,-6.557,-120.986,70.393,6,6.057,5.92
3dx2,-7.235,-154.165,78.718,1,5.278,6.82
3n76,-9.128,-219.378,93.991,5,5.724,6.85
2zb1,-11.137,-258.891,52.169,6,5.850,6.32
3b27,-6.900,-126.180,52.707,2,5.530,5.16
4e5w,-10.607,-242.985,64.377,4,5.943,7.66
3b5r,-11.164,-277.875,89.872,7,6.031,8.77
1nc1,-9.594,-216.717,67.646,3,5.691,6.12
2wer,-8.415,-172.774,73.539,0,5.897,7.05
1gpn,-10.265,-221.260,41.890,0,5.550,6.48
3dx1,-6.329,-125.331,65.702,0,4.898,3.58
1k1i,-8.527,-205.277,109.313,9,6.233,6.58
3uev,-7.874,-158.426,16.289,12,5.430,5.89
2r9w,-7.613,-169.875,100.005,5,5.969,5.1
1y6r,-9.745,-222.458,69.545,3,5.691,10.11
3prs,-12.080,-342.827,126.620,22,6.580,7.82
2xj7,-8.012,-174.080,73.729,2,5.443,6.66
3fv2,-8.329,-196.239,99.105,4,5.677,8.11
2w4x,-6.537,-144.051,98.654,5,5.580,4.85
4de3,-6.221,-107.271,62.532,4,5.838,5.52
3up2,-9.476,-226.476,89.781,7,5.966,7.4
2zda,-10.332,-256.258,88.793,9,5.979,8.4
2fxs,-6.888,-158.403,112.219,8,6.019,6.06
1lpg,-10.669,-284.540,128.147,11,6.305,7.09
3qqs,-7.804,-181.571,97.403,4,5.557,5.82
2qbq,-8.590,-181.971,69.305,7,6.233,7.44
1bzc,-6.690,-147.072,100.933,9,6.064,4.92
1pxn,-9.741,-223.850,71.102,4,5.747,7.15
1z6e,-11.197,-261.661,63.984,8,6.271,9.72
4eo8,-8.630,-169.767,40.378,5,5.967,8.15
2wvt,-7.293,-162.836,87.507,2,5.268,6.12
3nx7,-7.377,-154.245,63.575,8,5.717,8.1
1syi,-7.615,-162.092,72.529,3,5.481,5.44
3uuo,-8.790,-174.738,41.900,2,5.744,7.96
2p15,-14.031,-361.938,96.366,3,6.092,10.3
2j7h,-6.688,-134.387,62.165,1,4.998,7.19
2br1,-9.983,-238.329,82.421,7,5.969,5.14
3syr,-7.330,-151.399,80.763,2,5.677,5.1
3g31,-5.080,-60.120,33.090,2,5.468,2.89
2xii,-8.591,-207.362,115.666,4,5.948,7.2
1p1n,-7.175,-144.324,57.110,4,5.376,6.8
3coz,-9.778,-232.966,86.216,8,6.101,5.57
2wnc,-8.909,-188.771,53.840,3,5.653,6.32
3qgy,-10.376,-235.918,69.784,4,6.069,7.8
4eky,-8.847,-200.452,86.508,3,5.829,3.52
3fur,-10.527,-253.963,98.071,5,6.238,8
3e5a,-10.330,-251.943,91.121,8,6.143,8.23
3bgz,-10.326,-234.075,59.612,3,5.747,6.26
2zy1,-9.975,-233.927,62.875,9,5.855,7.4
3r88,-6.131,-112.686,58.765,3,5.284,4.82
3pyy,-10.096,-222.530,54.396,3,5.817,6.86
4f09,-9.135,-190.374,46.391,1,5.546,6.7
1s38,-6.797,-124.153,47.140,0,5.165,5.15
4agq,-8.240,-179.966,86.704,7,6.250,5.01
1ydt,-10.221,-249.042,90.339,8,6.100,7.32
3rsx,-7.142,-128.852,42.708,1,5.421,4.41
3rr4,-7.433,-158.609,82.553,2,5.538,4.55
1nc3,-9.084,-205.415,75.637,2,5.588,5
4agn,-7.151,-144.588,84.922,5,6.094,3.97
4ea2,-7.384,-242.428,227.911,9,5.806,6.44
1qf1,-8.570,-203.735,77.669,13,5.941,7.32
2cbv,-7.317,-156.158,76.829,0,5.171,5.48
3gc5,-8.202,-183.901,85.922,3,5.650,7.26
3jvr,-7.156,-132.356,51.991,5,5.855,5.72
5tmn,-8.546,-204.389,77.161,16,6.125,8.04
3ui7,-9.184,-197.801,60.198,3,5.787,9
3uew,-7.906,-160.581,16.047,14,5.546,6.31
4e6q,-10.104,-226.016,59.919,3,5.806,8.36
4agp,-8.161,-178.739,89.089,7,6.252,4.69
3cj4,-6.975,-144.401,84.469,7,6.016,6.51
3rlr,-9.429,-198.779,53.706,2,5.847,7.52
2qnq,-13.003,-348.485,120.720,10,6.446,6.11
3u5j,-8.313,-166.683,57.707,1,5.730,5.61
3nq9,-5.324,-74.378,10.720,6,4.971,4.03
3e92,-11.308,-266.040,59.071,5,5.850,8
3b65,-11.197,-269.836,79.432,6,6.103,9.27
3gv9,-5.495,-78.891,30.162,3,5.220,2.12
1h22,-13.593,-341.912,51.108,13,6.149,9.1
1ydr,-9.105,-200.893,69.636,2,5.677,5.52
3f3d,-5.857,-99.109,34.621,4,5.011,7.16
3kr8,-10.122,-231.275,69.734,2,5.743,8.1
3bv9,-10.306,-263.577,96.125,17,6.484,5.36
3p5o,-9.064,-200.896,72.932,6,6.048,7.3
2qe4,-10.398,-240.094,68.316,3,5.787,7.96
2wn9,-8.409,-182.003,71.801,3,5.687,8.52
1eby,-14.065,-397.742,134.281,15,6.480,9.7
4hge,-9.849,-220.132,62.757,4,5.867,7.92
3ryj,-6.725,-119.828,44.950,5,5.642,7.8
3gr2,-5.441,-65.989,14.728,2,5.268,2.52
3zt2,-9.141,-191.914,52.923,2,5.730,2.84
1xh5,-12.110,-332.354,143.546,9,6.379,5.47
3s6t,-8.333,-190.157,84.547,7,5.867,7.35
3b67,-10.615,-279.188,126.234,8,6.163,8.85
3fas,-5.744,-103.305,49.029,4,5.011,6.77
3m3z,-6.745,-153.660,112.669,6,5.867,5.73
2uyq,-7.012,-122.919,41.158,1,5.468,5.68
3djo,-5.996,-109.515,77.517,4,5.781,4.39
1b05,-8.702,-219.937,89.519,16,5.941,7.12
3iph,-10.444,-252.355,73.209,8,5.850,7.6
2iuz,-9.060,-209.267,96.629,3,5.977,5.55
4g0q,-5.793,-95.590,63.245,4,5.778,2.52
3p9m,-11.460,-387.500,198.568,38,6.811,5
2wzs,-7.016,-140.690,67.957,1,5.319,3.85
2zxg,-8.203,-192.032,88.262,11,6.036,8.82
1usn,-6.907,-132.862,64.980,8,6.057,7.74
2psu,-10.948,-289.034,100.074,16,6.248,7.62
1odj,-7.866,-162.828,70.448,2,5.667,4.1
3daz,-5.453,-73.601,36.455,2,5.468,7.93
3rz1,-6.548,-144.142,107.476,8,6.068,8.74
2qx0,-5.724,-92.165,50.910,1,5.273,6.11
3fvn,-7.977,-187.388,101.092,4,5.628,6.77
3f70,-5.389,-78.337,19.158,6,5.088,4.85
2gj5,-8.396,-170.411,44.301,8,5.962,8.32
1szd,-10.103,-242.015,89.813,9,6.326,4.54
1d4y,-10.846,-289.046,126.616,12,6.401,11.1
3rm4,-9.623,-212.576,59.851,5,5.906,5.77
1wm1,-8.010,-159.783,42.334,3,5.412,6.3
2y7x,-10.888,-261.226,90.994,4,6.161,8.89
2ans,-7.575,-143.905,49.912,3,5.701,5.92
1td7,-7.084,-130.693,47.913,4,5.642,4.37
2wc4,-9.766,-236.163,84.480,7,5.809,5.29
2xde,-8.145,-183.162,82.922,9,6.053,5.47
1d09,-7.113,-174.143,112.476,7,5.541,7.57
3ozj,-7.807,-199.333,144.125,2,5.717,5.11
3a2o,-11.490,-309.934,118.521,14,6.343,9.08
4a6l,-10.465,-235.664,61.255,4,5.999,8
3jyr,-13.016,-367.922,160.884,9,6.471,5.54
2pqz,-13.220,-349.162,104.645,10,6.332,5.67
1yda,-4.989,-65.933,42.939,3,5.403,6.55
1mfi,-7.095,-146.330,65.637,2,5.204,5.59
2qtt,-8.444,-180.483,66.414,2,5.588,4.32
2ha2,-8.932,-206.210,57.235,11,5.671,4.66
1nw5,-9.505,-223.280,83.169,7,5.992,5.21
2exm,-7.610,-138.822,22.488,3,5.314,4.11
3p58,-5.983,-93.345,31.231,3,5.283,7.6
1ec3,-13.358,-395.012,141.455,25,6.644,9.04
3r16,-6.764,-114.775,35.251,5,5.690,7.3
3nb5,-6.988,-129.560,51.606,7,5.908,7.74
1o7o,-8.089,-186.700,101.423,6,6.001,4.49
1fl3,-10.829,-252.585,46.463,8,5.734,6.8
1xk5,-7.152,-201.117,188.168,13,6.736,6
3sym,-7.654,-165.290,88.242,3,5.775,4.57
3ta1,-9.941,-230.569,77.572,6,6.057,3.25
3ipu,-11.456,-288.808,81.166,12,6.172,7.32
2qwb,-6.563,-141.740,95.521,6,5.734,2.74
3lzs,-11.424,-306.954,118.791,13,6.305,10.96
3rdq,-6.978,-130.841,35.915,6,5.367,9.31
2pwr,-13.935,-391.430,140.567,12,6.474,6.59
3bbf,-7.650,-162.567,86.323,6,6.107,5.28
1ax0,-6.298,-115.203,58.423,3,5.399,3.13
1yei,-8.443,-183.936,55.089,10,5.850,7.46
1g7q,-9.639,-309.196,186.442,29,6.705,6.06
3upv,-6.086,-191.657,169.337,30,6.673,5.3
1hmr,-6.940,-144.131,38.838,16,5.650,6.55
4djw,-9.481,-220.807,88.029,3,5.841,6.28
1uou,-7.042,-132.760,55.071,2,5.489,7.7
2p16,-10.663,-252.145,82.253,5,6.129,10.1
1bcd,-4.462,-40.541,17.100,1,5.004,8.7
3iss,-7.284,-231.940,225.601,14,6.521,6.05
3ckb,-8.330,-186.003,91.557,7,6.223,2.98
1apv,-7.648,-202.350,124.040,18,6.258,9
1i9p,-6.901,-131.742,65.090,5,5.841,8.41
2pyy,-5.720,-102.024,48.052,4,5.011,4.6
1fhd,-8.866,-201.711,87.021,2,5.724,6.82
1d3p,-11.808,-277.789,48.944,11,6.301,7.39
4en4,-6.293,-110.028,41.544,3,5.215,5.52
3rlq,-9.022,-185.470,50.911,2,5.805,7.4
1qk3,-7.567,-165.274,95.343,4,5.911,5.15
3sio,-11.092,-330.609,202.183,10,6.527,8
1y3n,-8.358,-195.141,102.974,4,5.864,5.55
1f4f,-8.477,-184.554,62.853,10,6.059,4.62
2flr,-8.494,-208.630,117.489,5,5.884,6.1
3pce,-5.879,-100.848,44.294,2,5.024,2
1ta6,-10.084,-250.501,89.717,12,6.172,9.13
1fch,-8.651,-236.722,112.983,25,6.460,7.15
1dl7,-7.146,-147.523,68.317,7,5.724,6.49
1zoe,-7.841,-137.553,48.439,1,6.159,7.4
1h4w,-5.996,-100.788,31.535,1,4.796,4.66
4der,-7.622,-157.712,75.900,1,5.599,6.31
2uy3,-6.151,-95.824,40.210,0,5.366,3.22
1a1e,-6.729,-167.543,118.916,17,6.323,6
1b5j,-9.650,-251.434,88.463,18,6.005,7.43
2c1p,-9.385,-202.091,48.828,5,5.775,5.4
1jmg,-7.546,-157.621,74.821,4,5.730,6.07
4tim,-4.828,-85.937,78.907,4,5.226,2.16
2nta,-7.324,-133.287,52.072,2,5.793,4.8
3t09,-6.633,-137.773,79.293,1,5.182,3.8
3ozg,-8.613,-208.562,98.913,7,5.778,9.19
3d50,-7.642,-179.474,89.450,9,5.664,4.77
2sim,-6.993,-143.687,71.604,6,5.674,3.42
1bn1,-6.958,-124.528,48.548,5,5.846,9.34
2ygf,-8.890,-212.452,120.187,5,6.339,5.09
3hit,-10.647,-309.369,154.235,23,6.824,8.19
2xyf,-12.815,-356.465,108.453,22,6.562,8.44
1o3j,-6.414,-146.473,131.851,2,5.844,6.77
2wos,-8.375,-168.795,49.653,3,5.701,3.9
1tys,-8.704,-195.801,80.359,4,5.775,5.49
1d4i,-14.273,-400.550,126.357,15,6.456,8.85
1hpo,-10.504,-262.113,110.423,6,6.223,9.22
2aoe,-11.378,-358.337,156.211,35,6.728,7.62
1tok,-4.400,-52.278,28.788,2,4.754,2.47
2q1q,-6.590,-117.144,59.701,2,5.670,8.15
2pgz,-8.873,-200.384,73.179,5,5.718,5.74
3gjw,-8.461,-179.462,63.690,2,5.592,8.3
3le9,-8.768,-199.121,86.489,4,5.864,8.22
3g30,-4.581,-98.051,126.570,4,5.485,2.51
1q54,-5.186,-125.583,146.273,7,5.835,5.85
1qb1,-8.764,-222.034,134.667,8,6.337,6.77
1jmf,-7.679,-164.249,79.458,4,5.730,5.77
2afx,-6.648,-112.672,23.047,2,5.063,5.15
1ct8,-7.964,-195.693,112.326,14,6.377,6.52
3uug,-6.857,-141.699,77.041,1,5.268,4.51
3d0e,-11.477,-284.896,92.833,5,6.055,8.4
1wcq,-7.686,-181.897,102.974,6,5.684,6.26
3v51,-14.126,-358.765,77.823,5,6.094,8.55
2q2a,-6.906,-147.664,63.748,6,5.177,7.41
2p3c,-12.921,-444.887,245.512,31,6.812,7.62
2r2m,-8.796,-214.542,94.713,12,6.098,7.33
2gst,-9.549,-257.526,132.421,13,6.219,6.07
4afg,-8.524,-184.041,66.066,0,5.357,8.3
4e6d,-9.838,-222.515,65.834,3,5.731,8.92
2qhy,-11.573,-303.625,102.936,14,6.368,7.48
3ekp,-11.234,-295.720,105.630,13,6.225,8.89
2we3,-7.917,-170.543,80.201,8,6.148,4.43
2vwm,-10.300,-253.332,89.542,12,6.346,7.03
1oba,-4.953,-61.253,8.829,2,4.645,2.44
3d8z,-6.276,-95.348,34.642,3,5.691,3.37
2bqv,-12.815,-341.074,93.616,16,6.377,8.05
2vwn,-9.948,-236.882,87.420,8,6.195,8
3su6,-9.698,-250.560,141.880,9,6.630,6.02
1hpv,-11.306,-280.644,73.283,13,6.225,9.22
1d9i,-9.510,-239.637,116.977,8,6.166,9.11
2bes,-6.193,-114.757,54.786,6,5.442,4.24
1phw,-4.323,-83.530,113.185,3,5.366,3.3
4djo,-10.809,-307.347,138.953,19,6.425,11.52
3sw8,-6.296,-122.724,70.936,6,5.620,4.5
2o8h,-9.545,-215.678,81.592,5,6.183,7.6
4e4n,-10.012,-219.165,46.459,5,5.832,9.05
1sw1,-6.470,-125.484,57.172,1,4.971,7.3
3b25,-8.168,-160.939,45.406,2,5.572,6.07
1nt1,-10.441,-254.898,118.468,1,6.223,8.89
2clk,-5.681,-93.882,40.223,4,5.136,3.79
2oxx,-6.821,-112.682,64.091,0,6.135,6.7
1oyq,-9.452,-231.268,94.537,12,6.266,6.96
1c70,-14.112,-390.264,121.255,14,6.482,10.3
1b3h,-10.345,-273.376,94.901,17,6.065,6.21
3nik,-6.979,-166.765,90.342,18,6.105,3.45
1cnx,-6.847,-132.866,47.451,11,5.806,7.37
1hn4,-10.625,-270.936,54.558,24,6.199,3.82
2dw7,-4.342,-82.327,95.254,3,5.011,4.7
1z1h,-11.866,-305.852,107.161,9,6.351,8.4
1k1l,-8.928,-225.175,123.136,8,6.147,6.9
1nf8,-7.938,-167.503,57.693,4,5.421,7.82
2fdp,-11.535,-326.848,136.253,17,6.330,7.59
1oif,-6.810,-132.850,52.214,1,4.998,7.72
2byr,-11.423,-337.648,196.011,10,6.527,8.55
3fql,-11.700,-282.762,67.028,8,6.101,7.15
3hzm,-5.852,-108.574,75.124,3,5.473,5.52
3cd7,-9.915,-259.998,121.315,13,6.357,7.84
1lzq,-11.756,-358.620,166.060,24,6.534,8.39
2i19,-6.210,-125.872,86.476,5,5.646,7.8
3isj,-8.077,-157.035,37.067,4,5.591,3.68
1gno,-7.989,-243.071,167.901,23,6.394,7.7
3pcj,-5.887,-99.297,45.285,1,5.044,7.22
1f73,-6.468,-153.148,108.387,10,5.740,2.39
4fm8,-10.141,-230.089,71.833,5,6.136,5.98
4b7r,-6.154,-115.393,63.603,7,5.660,9.64
1c5x,-6.998,-115.024,37.271,1,5.714,6.68
2qnn,-13.778,-393.585,154.434,14,6.665,7.15
3v5t,-12.110,-302.394,80.796,7,6.038,8.22
1g9r,-10.140,-275.668,151.161,9,6.342,5.7
3m3e,-5.339,-119.172,134.284,9,6.225,4.43
1qka,-10.159,-275.479,99.440,20,6.076,5.92
1l6m,-4.511,-55.320,43.191,1,5.037,8.1
3p8p,-6.627,-152.788,87.605,9,5.390,4.55
2cn0,-11.168,-268.102,81.201,5,6.096,7.66
2vmf,-8.624,-198.924,82.898,1,5.319,5.85
1sgu,-13.220,-352.280,99.805,14,6.421,5.37
2fzk,-4.962,-168.406,238.228,9,5.981,3.6
1uwt,-7.487,-166.819,86.786,1,5.258,5.97
3gqz,-6.291,-106.866,47.841,3,5.510,2.17
1dqn,-7.745,-166.719,87.398,4,5.906,8
2bfq,-10.599,-253.569,82.433,9,6.326,6.89
2rkd,-5.154,-77.423,39.781,3,5.037,2.72
1wuq,-9.656,-251.165,135.342,8,6.297,8.27
1izi,-11.843,-345.373,139.722,23,6.533,6.59
2baj,-10.119,-232.569,68.429,6,5.997,8.4
3mhc,-5.677,-110.134,99.498,4,5.835,7.96
2wl0,-13.731,-389.891,130.913,18,6.542,7.8
2psv,-10.520,-264.464,79.477,15,6.168,7.24
4i3z,-8.729,-190.032,72.604,6,6.057,4.29
2fqw,-8.359,-186.045,82.823,2,5.614,6.68
1bv7,-14.938,-433.809,160.425,14,6.631,10.3
3nw3,-8.290,-216.282,120.862,15,6.199,6.49
3p3r,-7.191,-169.359,116.859,3,5.628,7.25
3hzv,-5.927,-139.569,130.484,11,6.215,6.52
3ru1,-7.459,-157.521,73.024,6,5.740,4.85
1w4p,-6.183,-104.414,55.011,4,5.730,4.74
3sug,-9.481,-262.262,173.307,10,6.642,6.21
2jxr,-9.584,-284.482,166.513,20,6.482,7.05
4h3j,-10.510,-249.770,92.710,3,6.101,7.05
1li2,-6.294,-106.651,18.295,0,4.544,4.04
3u7s,-11.529,-299.950,99.583,13,6.305,8.43
4euo,-5.446,-91.513,32.961,3,4.645,5.05
1n8v,-7.660,-143.079,9.693,11,5.576,6.03
3vhk,-9.975,-227.513,58.283,5,5.687,4.6
3rdo,-7.101,-132.577,40.902,5,5.498,9.85
1lkk,-7.677,-206.034,118.272,24,6.514,6.85
2xab,-9.027,-197.498,64.690,3,5.687,9.27
3fat,-6.845,-129.246,45.846,3,5.231,7.64
3h8b,-11.492,-341.883,138.878,31,6.868,6.29
4aia,-6.217,-108.381,46.821,0,5.051,3.66
3nyd,-6.774,-121.632,37.776,1,5.106,3.48
3aaq,-7.780,-222.456,191.918,11,6.575,3.3
3lbj,-10.370,-256.288,98.681,11,6.446,4.96
3ewc,-10.069,-231.156,69.294,3,5.750,7.7
3nu3,-11.751,-303.785,90.515,13,6.225,9.82
3g32,-5.303,-68.994,34.077,3,5.493,3.71
1tuf,-5.521,-85.145,23.132,8,5.237,4.05
3b7i,-4.886,-63.857,33.666,3,5.124,5.82
1o2z,-7.625,-192.843,139.469,8,6.164,6.11
1if7,-7.265,-150.051,74.015,7,5.917,10.52
1t31,-11.115,-290.158,128.089,9,6.508,8.64
2rcn,-7.228,-161.200,108.384,6,6.107,6
1b46,-9.598,-240.896,82.835,14,5.925,5.28
1k1j,-9.234,-234.390,119.989,10,6.260,7.55
1hp5,-7.925,-161.590,56.849,1,5.389,6.55
3c52,-4.861,-89.279,79.770,4,5.142,7.3
2jg0,-11.870,-304.288,105.202,4,5.946,7.82
1c87,-6.457,-129.434,80.517,4,5.602,4.2
3pn1,-8.846,-191.714,61.307,6,5.872,6.96
3t08,-7.478,-149.506,56.672,3,5.473,3.04
2gvj,-10.958,-270.238,74.374,10,5.969,9.52
4eo6,-8.654,-169.027,37.520,5,5.964,8.7
1afk,-6.732,-132.221,81.056,8,6.229,6.62
1kpm,-10.578,-255.771,73.103,10,6.055,5.8
3bft,-5.821,-104.435,59.910,3,5.247,6.49
2pfy,-5.520,-93.313,47.972,1,4.860,6.52
2p3i,-5.756,-103.000,68.517,7,5.778,3.48
1jcx,-8.140,-196.784,96.854,12,6.026,5.15
2zdk,-8.963,-208.576,78.616,9,5.954,6.37
4std,-9.957,-221.455,57.000,4,5.820,10.33
2pow,-6.783,-118.750,51.778,3,5.765,7.2
1jao,-8.514,-190.744,60.696,10,5.778,5.92
3rbu,-4.889,-92.373,88.192,6,5.421,9.43
4deu,-7.697,-165.869,87.061,1,5.606,5.64
3lea,-9.252,-213.098,88.838,5,6.059,9.1
3b4f,-7.699,-172.923,97.296,4,5.799,8.14
2h6t,-8.777,-282.095,186.112,27,6.530,7.22
