name,vina_affinity,vina_gauss1,vina_gauss2,vina_repulsion,vina_hydrophobic,HB,rbond,affinity
2f8i,-2.40893,32.81246,562.43458,3.03353,23.87525,0.56300,2,7.26
1cin,-6.83501,55.86537,948.26520,2.69716,10.71225,4.83493,3,8.73
220l,-4.72753,33.99104,425.09829,1.05460,63.02976,0.00000,0,3.4
2br6,-1.68447,28.65896,439.21248,3.93686,0.86640,2.93957,1,2.96
1pu8,-4.00170,84.32871,699.56666,3.79626,0.00000,1.00000,0,3.1
1eix,-8.93031,101.93665,1523.44445,9.76643,4.77034,13.78461,6,11.06
1ent,-6.83020,122.03638,2003.31657,5.29595,51.77649,4.05389,19,6.96
1m9n,-8.27375,159.10054,1506.83704,13.86167,0.00000,15.16398,6,6.92
1pbk,-9.79734,98.96024,1669.64653,3.82700,47.51054,5.98189,9,9.05
1c4v,-8.05715,137.27097,1819.04614,9.98225,90.33831,4.73718,9,10.8
5tln,-5.83135,71.90759,1171.19693,4.89348,39.63974,4.26518,8,6.37
2bsu,-5.48695,257.70569,3283.74174,28.16832,103.96806,16.22037,34,5.66
1z3t,-6.85292,67.56269,1267.20067,3.26684,0.00000,6.58494,12,3.94
1o0o,-4.13472,57.91223,689.18498,3.11542,0.00000,4.60922,7,5.1
9abp,-6.04757,60.49357,872.42346,5.17156,0.00000,8.46070,6,8
1gah,-8.80326,124.05207,1963.50247,6.34977,14.46506,12.04163,22,12
1o2x,-5.69922,104.33862,1053.31127,6.51259,10.63894,7.06109,9,5.85
2adm,-6.06500,81.28542,1405.55813,2.85314,0.73130,2.54536,11,5.7
1lf9,-7.81434,121.37559,1908.60875,7.77381,15.48747,11.45388,22,12
1rgk,-5.14016,82.61078,877.52814,6.59303,0.00000,8.28330,7,4.31
1b6m,-10.81933,112.17903,2242.33869,4.17834,78.11778,5.63839,12,8.4
1qy5,-6.47607,51.19172,1226.72102,1.79355,4.37564,2.36287,6,6.7
1awi,-9.43479,132.23458,2128.06282,7.32648,52.62992,6.09859,10,4.05
1heg,-5.34416,87.15468,2006.83727,8.61190,56.14166,4.73076,19,7.74
1rej,-10.23292,130.68920,1573.02886,4.61439,46.42560,5.63306,7,8.3
1qsc,-6.29343,124.26784,1708.79903,6.20558,38.77320,9.15379,24,3.68
11gs,-6.36553,131.99253,1627.86318,6.54907,36.52756,7.46621,19,5.82
1w1g,-4.04447,57.71934,851.19439,6.15489,0.00000,10.34760,16,7.68
2bjm,-8.78036,99.55925,906.44801,4.28451,125.72904,0.00000,1,3.7
1y2f,-4.50995,52.15562,810.58021,1.58266,43.24351,0.00000,7,4.92
1fwv,-2.06176,42.83402,770.48048,4.64084,2.49210,3.30351,17,3.72
1o2g,-7.33924,102.83597,1369.59008,7.08121,35.25632,5.56421,6,6.12
1ws5,-4.88265,58.92008,580.17316,2.64801,0.00000,5.38104,6,3.03
2hdr,-3.25034,26.33154,458.52063,1.02217,9.03601,1.48285,3,1.72
1zsr,-8.08141,161.97929,2528.40688,10.22486,80.04652,8.90011,22,9.82
1d5r,-3.80561,67.19713,588.87170,6.34260,0.00000,7.81617,5,1.82
1me7,-7.65184,88.49170,1320.35360,5.76056,0.00000,8.88160,7,7.19
1z1r,-10.65476,119.99737,2152.30201,4.68273,53.48846,6.61093,11,9.22
1umw,-5.60918,112.18199,1640.01066,5.51882,16.22987,8.95832,25,6.55
1tnj,-3.54562,53.57281,598.81568,2.66095,3.27380,2.02056,3,1.96
1rle,-5.47132,83.94741,1059.72808,4.81989,0.00000,6.99665,11,5.8
5abp,-6.70412,61.09654,890.34729,4.37330,0.00000,8.48621,6,6.64
1db1,-11.34272,85.87124,1888.55851,3.27896,90.74029,5.27430,9,9.26
1gi6,-6.66559,84.77225,980.90214,5.40691,12.54573,6.91687,5,6.22
1lox,-6.88807,107.53834,1242.94416,4.01885,104.23016,0.01166,9,5.52
2c4v,-4.37262,74.85719,940.50757,10.38161,4.12968,11.66713,6,2.6
1rdj,-3.06347,24.02045,355.91142,3.73915,0.00000,6.59431,4,1.66
4fiv,-9.61710,169.37804,2713.73338,9.93673,97.94693,10.27989,21,6.52
2er6,-7.37333,155.22098,2804.80041,7.64500,66.58159,7.13666,30,7.22
1gt1,-8.10902,47.99971,1104.75002,2.38818,83.94732,0.00000,1,6
1fdq,-2.16903,63.10577,1307.02630,9.41074,56.38948,1.49418,14,7.27
1dqx,-7.91411,101.65345,1506.94371,10.73425,4.60084,13.12512,6,11.05
1apb,-6.21222,55.69787,797.77364,3.80959,4.14447,6.63809,4,5.82
1b11,-4.98619,57.89735,1049.18791,2.18644,24.73293,3.62777,13,7.39
1mmp,-7.37080,90.75698,1236.22625,3.60276,25.84988,4.21547,6,6.07
1urg,-6.27970,75.38569,1125.64814,3.23138,0.00000,5.86277,12,5.82
1vwn,-7.78996,112.96366,1884.87682,6.58161,66.15787,3.10575,10,5.82
1f2p,-5.63182,51.12579,744.90476,2.68593,27.68903,4.10607,4,1.9
3pcc,-3.95257,45.96862,712.26294,4.57579,25.99745,3.27975,2,3.62
2cji,-8.10197,114.61718,1537.65784,2.84666,22.22363,0.14119,5,8.22
1vyq,-8.14818,75.33160,1362.37566,1.63531,51.92170,2.26448,7,5.3
1bap,-6.10256,47.99169,724.85694,3.87803,0.00000,7.88401,4,6.85
7abp,-6.47006,51.20908,810.93675,4.67924,6.86237,8.36893,4,6.46
1jn2,-2.54050,21.55669,630.05612,1.15133,7.47363,0.97127,10,4.09
1tnk,-3.64172,50.85612,657.06405,2.57864,5.13637,2.00000,4,1.49
1o2k,-5.63494,96.29409,1182.04359,6.94957,13.71381,6.15265,8,6.92
1hn2,-8.37508,47.02021,1108.23375,1.94679,81.87981,0.00000,1,6
1rdl,-3.15815,23.91775,388.69222,3.57692,0.00000,6.73767,6,2.24
1qi0,-4.50532,65.07444,771.38425,5.83319,0.00000,8.87687,12,2.35
1sgx,-5.66334,63.65161,860.20494,3.57255,0.00000,6.16745,6,5.8
1abf,-6.27435,54.40288,824.15936,4.90712,4.82339,8.11106,4,5.42
1mhw,-6.77689,121.81760,1952.82826,4.24118,34.85033,4.49654,21,7.35
1m6p,-5.99199,73.86674,713.70280,7.22276,0.00000,11.87607,7,5.1
1r0x,-6.26161,85.61715,1171.06075,5.65644,0.00000,9.22179,11,3.83
1ody,-8.25315,161.89224,2660.75679,12.63852,82.09138,10.91198,21,8.1
1wvc,-5.12909,123.58632,1433.99432,15.55029,1.00000,15.42251,10,4.46
2toh,-3.94042,48.86036,933.74914,3.74707,5.62138,1.75483,4,4.15
2h6q,-5.89372,122.51338,1870.43099,3.55687,37.32834,5.76443,30,5.11
1gi8,-5.75823,79.81017,1001.18718,4.99988,9.10001,4.79569,5,5.05
1lor,-8.87076,92.19752,1493.34795,8.43042,5.52876,12.55377,6,11.06
2fgi,-6.59918,110.24124,1788.18029,5.54865,43.58020,2.72444,13,7.34
1tnl,-3.75607,55.63686,665.68742,3.19110,5.58640,1.97570,2,1.88
1w2g,-7.21322,89.31440,1113.21311,3.38409,19.41951,2.93452,4,4.57
1bzh,-5.36079,128.29551,1574.50955,9.45123,44.38285,6.93397,16,6.77
1agm,-8.12956,125.56169,1921.06856,6.76055,15.28569,10.65866,22,12
1f8a,-4.73387,115.77545,1567.81467,7.88504,37.48718,7.15190,25,5
1icj,-3.04835,75.29684,1251.24974,2.89266,0.00000,1.65913,27,2.22
1w7x,-8.61929,146.44082,1746.45848,4.61029,30.41758,6.39360,14,8.4
1vwl,-6.57091,72.19017,1601.41642,1.84112,28.25138,1.87935,13,5.63
1njj,-2.98526,38.10871,959.37649,4.97875,6.32022,4.20790,15,2.1
1g3b,-6.00534,66.60723,890.74713,2.94095,3.12609,5.68535,7,5.74
1vjc,-6.05100,78.91914,1306.46412,3.13702,0.00000,4.24997,11,3.58
1w0y,-7.54860,127.94766,1507.16658,3.69493,26.19520,3.87497,12,6.42
1vjj,-5.70185,83.88525,987.75011,4.70295,0.00000,6.95002,9,5.77
1m13,-7.62046,104.38659,1959.11877,8.66691,120.51120,3.00000,11,7.57
1qpb,-2.19722,27.62638,344.93340,2.19758,1.00000,2.34320,1,1.36
1gj4,-5.63495,97.75158,1449.73792,10.48840,31.07823,6.64811,6,4.07
1sqn,-11.46149,70.34365,1437.73092,1.57300,59.73393,1.87776,1,9.4
830c,-8.71036,94.89944,1614.86260,5.12148,33.48304,5.43329,6,9.28
1sts,-5.55491,77.34833,1756.73126,1.91378,33.67167,3.62567,26,5
1sc8,-7.03058,100.32867,1514.36558,6.60644,10.18090,9.48897,13,7.44
1jwt,-8.08414,87.82238,1716.89364,6.51478,39.45780,5.57854,7,7.85
1a42,-6.29867,68.81123,1140.59453,2.87655,15.15758,4.45265,8,9.89
1pr1,-6.37528,87.28077,1047.90333,4.54338,0.00000,5.09697,5,5.3
1we2,-1.94035,47.96223,802.08457,9.80373,4.49315,7.60322,4,4.36
1b74,1.57290,26.61468,566.64082,7.00843,0.98345,0.00000,5,1.3
1tsl,-6.33024,62.29790,1051.93897,2.60067,35.12243,0.96984,3,6.15
1jd5,-5.25076,120.58707,1711.64337,5.59534,29.08200,5.94629,26,6.62
1af2,-9.30746,102.53681,1339.14643,3.49205,6.60809,5.71852,5,3.1
2g00,-11.97244,154.13640,1915.83813,4.17729,104.83668,2.29241,7,9.74
1ow4,-8.83822,70.32225,1257.24953,2.17822,75.68262,1.00000,3,5.68
1vjd,-6.12323,127.32028,1621.97125,9.38934,0.00000,7.70554,11,3.54
1utc,-7.37963,123.06084,2250.30678,5.04388,57.63095,6.74530,25,4.55
1wei,-3.01616,25.46060,569.13559,1.51262,0.00000,0.90489,1,9
1o3h,-7.85046,100.15059,1003.91176,4.54466,13.17523,6.94003,5,7.3
1jqe,-8.46952,131.29040,1423.29025,2.48448,85.57925,0.00000,9,6.44
1wkm,-3.14610,47.29255,625.55047,3.46148,7.16096,2.92708,5,0.82
1jt1,3.95486,48.20290,593.74102,13.69903,6.03867,3.00000,4,3.4
2i0g,-9.12368,62.53929,1323.77647,2.97594,56.28664,2.82885,3,9.72
7hvp,-7.85178,150.19549,2818.64828,7.61821,57.58106,8.09827,28,9.62
1uxa,-3.37979,44.99698,746.66727,2.37364,13.70446,3.08753,16,2.3
1udt,-9.22512,93.48289,1704.43954,1.95155,32.87762,1.40730,6,9.3
1vot,-9.76291,68.81845,1202.47693,1.46772,53.13127,1.32054,1,6.6
1h9z,-8.11023,55.92136,1186.39222,0.80175,61.77396,0.69319,4,5.42
1gz3,-8.62904,111.29264,1575.14142,3.46569,0.00000,6.81427,10,3.7
6abp,-5.96001,45.41018,726.61713,3.90455,0.00000,7.78560,4,6.36
1sri,-3.35061,107.14118,1387.57731,14.20838,78.00360,3.87786,4,6.08
1rbo,-6.51874,77.90861,1152.96952,6.17013,0.00000,11.89307,12,12.72
1gny,-4.99003,66.51268,1189.85241,2.17368,0.00000,4.07855,20,4.14
1fj4,-6.39930,76.23689,917.86362,3.02243,30.82950,1.97010,2,4.59
1ux7,-3.63545,36.73452,580.27198,0.96831,0.00000,2.24677,8,3
1p28,-2.71533,15.12402,369.63396,0.04216,14.52178,0.06176,2,5.42
1q63,-7.39992,84.11965,1204.87705,4.77099,8.78387,6.16395,5,5.85
1a0q,-7.53500,94.46667,1252.13889,3.66581,63.14673,5.08814,10,7.57
1w1d,-4.82996,60.07878,828.15263,5.92484,0.00000,10.11078,10,6.52
1sle,-7.58176,60.65259,1521.94027,1.07111,25.20510,1.17913,7,6.17
1gjb,-7.33642,94.73686,1281.14518,4.77467,11.33249,4.93867,6,6.35
1a7x,-11.60028,137.76484,2545.90573,4.07117,76.52998,4.74577,14,9.7
1byk,-7.86837,88.50272,1669.27456,10.24615,0.00000,15.45159,13,5
1ga8,-3.92735,40.64007,852.45888,1.92570,2.41188,2.28481,11,1.8
1f2o,-4.59941,46.57956,607.78967,2.71778,10.56480,4.54072,4,1.91
1oko,-4.86659,43.18181,621.69850,2.99271,0.00000,6.19949,6,4.54
5fiv,-4.96899,57.91036,1025.81288,2.04866,26.44820,3.47113,13,7.66
1jmi,-7.44977,72.88981,1128.30211,3.85390,0.76979,7.17102,5,6.06
2ivu,-9.02579,105.20549,1595.42835,2.37571,50.80642,0.74630,6,6.43
2fzz,-13.48448,169.92965,2012.13794,3.80179,94.78041,2.84586,7,10.52
1o9d,-5.70508,102.12795,1472.52941,6.95773,25.92555,10.65694,22,5.6
6fiv,-4.90430,63.66702,1030.96918,2.70644,28.45802,3.71677,13,8.08
1ulg,-3.74880,45.99862,669.33892,2.38088,0.00000,4.29170,12,4.21
1cea,-3.39844,57.37262,461.36032,3.77587,30.85144,3.68023,6,4.96
1caq,-11.11043,135.18142,2069.02837,3.27921,59.77277,2.53901,8,7.72
1mj7,-8.02964,121.14254,1660.44727,3.74667,82.69369,3.35638,14,8.35
1ce5,-5.40343,61.14144,606.11527,2.46698,4.03261,4.54408,3,4.74
1o3k,-8.01126,96.16188,1012.38077,3.76547,10.99006,6.45240,5,6.77
1ofz,-4.66809,43.85802,512.17448,2.58053,9.27111,4.85817,4,4.62
2fwp,-6.08473,76.02881,899.36149,6.67659,2.06773,10.61884,6,2.92
1a1c,-5.29334,83.98136,1223.73675,5.99185,30.01450,7.86100,15,6.4
2a31,-4.22821,45.21961,565.92937,2.65204,1.00000,4.69494,4,1.01
1tvo,-10.07660,96.75521,1335.16548,2.28712,43.72063,2.74009,3,6.85
1zky,-8.61745,46.28145,1328.48588,1.45550,48.90801,1.94428,4,6.25
1ykp,-1.38924,49.53308,782.98847,7.88977,18.56843,2.93678,3,2.96
1oai,-3.68168,88.72457,1408.74256,4.20589,46.67559,3.68682,35,5
1fwu,-3.54144,53.15082,759.13349,2.80337,0.00000,4.73441,17,3.7
1q95,-9.28238,97.10070,1142.28769,8.56813,3.07165,17.50420,6,7.57
1gz9,-5.68484,74.98135,1160.82127,3.63890,3.39753,6.17509,16,3.51
1aj6,-6.64041,79.91607,1347.46157,1.71812,32.24271,1.78416,11,5.92
1w8m,-4.07369,47.64551,548.28490,1.29776,10.79370,1.65990,3,1.6
2hs2,-7.96717,110.48909,2046.57760,6.94666,47.99682,6.27747,14,8.31
1uxb,-3.40523,46.25432,767.40406,2.52990,14.08911,3.11835,16,2.15
1h1h,-3.22115,29.37421,559.21064,2.62830,0.00000,4.64200,7,5.22
2ada,-7.90876,100.88452,1322.29542,5.70084,0.00000,6.68154,5,13
1lrt,-5.80772,106.00312,1582.63765,10.01374,0.00000,11.69190,16,5.64
1g3c,-5.54364,77.09743,933.57838,4.25375,7.96111,5.20798,7,5.8
1v2q,-5.04754,75.10255,1015.78016,3.99591,5.64730,5.52239,11,4.13
2f5t,-9.76904,110.21073,1619.10837,6.36662,0.00000,12.61243,12,5.17
1rek,-12.22645,159.45987,2302.09690,5.51570,73.73482,7.81480,12,6.7
3tlh,-3.84128,49.56198,972.19517,2.94893,21.38074,2.72321,13,8.82
1h1p,-7.20479,63.74152,1099.43328,1.67153,14.88957,2.76674,4,4.92
1rdt,-12.88804,97.70954,1795.43997,2.87090,102.61084,2.08505,3,6.7
1z4n,-7.20810,99.51351,1120.60287,4.54065,0.00000,6.48238,7,4.52
1o8b,-6.17299,59.30485,807.91904,6.09853,0.00000,11.31895,6,2.68
1pu7,-4.20839,88.89654,702.65461,3.36380,0.00000,0.43326,0,3.1
1c5z,-5.28954,60.22505,620.10041,2.93350,5.28937,4.58183,2,4.01
1z9g,-5.44884,63.06759,959.70519,3.24037,32.85265,2.96387,6,5.64
1owh,-7.27800,78.34033,1164.33498,3.43534,11.25475,5.29657,6,7.4
1gpn,-10.01718,86.74362,1262.78875,2.28433,47.12343,1.18392,0,6.48
1z95,-10.40809,101.75512,1874.51599,3.47450,57.99980,3.34337,7,4.3
2fvd,-8.69650,101.44278,1596.64918,3.49453,30.12327,3.05264,6,8.52
1k1i,-7.60694,93.88928,1358.49102,3.97455,10.13882,6.85681,9,6.58
1oyt,-10.60034,103.09673,1621.48194,2.99010,40.85064,4.15197,5,7.24
1y6r,-9.34417,121.51654,1390.23590,4.63091,4.18593,6.89543,6,10.11
1yc1,-9.43900,94.08296,1549.16113,2.53569,35.70626,2.95997,6,6.17
1w4o,-5.70759,62.04911,980.68926,4.99608,2.28599,7.20013,7,5.22
1lpg,-7.85477,171.57286,1832.50103,7.45437,48.79901,2.84496,11,7.09
1bzc,-8.31135,125.27137,1303.40108,7.30516,81.46664,8.13383,10,4.92
1pxn,-8.28782,88.83688,1406.32594,3.89381,31.19864,2.99149,4,7.15
1z6e,-10.66562,161.17544,1888.17399,3.52609,32.58838,2.87087,8,9.72
1syi,-8.78396,112.16480,1126.67138,7.03203,18.27085,10.28916,4,5.44
2j7h,-5.73184,71.58317,689.24531,5.31680,0.00000,8.40005,4,7.19
2br1,-7.82502,82.73150,1433.28056,1.54170,37.37514,0.75812,7,5.14
1p1n,-6.87115,79.17964,982.07412,4.66234,20.35310,7.14211,6,6.8
1uto,-4.18219,41.04995,572.64999,0.76219,6.28351,1.36514,3,2.27
1s38,-7.92289,79.14626,851.33261,3.11275,28.90417,4.33866,1,5.15
1nc3,-9.35846,117.88610,1339.50716,6.48922,0.00000,9.55917,5,5
1qf1,-7.43250,101.65989,1424.36866,4.94850,53.02777,6.04819,11,7.32
1ps3,-6.80313,88.43866,970.60868,6.65249,0.00000,9.25288,5,2.28
2cbv,-5.69352,72.67842,850.06727,7.65415,7.12441,9.48447,4,5.48
5tmn,-7.37500,100.30267,1563.74386,3.12087,43.01729,5.28060,15,8.04
1r5y,-6.89609,90.32457,801.77304,5.36385,22.84939,6.23335,2,6.46
2hb1,-5.56891,68.71392,850.36269,3.11533,7.88714,4.05175,4,3.8
1h22,-9.71400,129.96333,1917.20161,2.89771,96.90276,2.76180,13,9.1
1ydr,-7.56288,68.19202,1267.44545,2.95996,34.66336,1.28676,2,5.52
1q8u,-8.27594,68.11549,1330.71190,2.47424,44.06557,0.84328,2,5.96
1xd0,-8.89275,149.34894,2561.84529,10.80454,5.45128,16.41595,28,7.12
1b05,-6.64152,124.14795,1600.37081,7.71543,15.23825,10.45070,18,7.12
2iuz,-7.13573,165.53590,1276.30874,5.60776,0.00000,1.08194,3,5.55
1usn,-6.61526,84.76996,1038.33117,2.56870,22.10524,2.64781,5,7.74
1odj,-7.94373,103.57418,1255.14759,4.02454,0.00000,5.13852,6,4.1
1szd,-9.03359,143.84515,1763.80934,3.89162,0.00000,7.53690,15,4.54
1d4y,-10.31205,114.23422,2127.06494,3.88118,70.47917,4.08833,12,11.1
1wm1,-4.84026,72.69901,1098.07974,8.06328,17.22264,6.15392,3,6.3
2ans,-6.69203,38.95943,1175.49750,0.86913,37.67507,0.03680,4,5.92
1yda,-4.92958,52.08557,746.76116,2.74368,4.42752,3.57536,3,6.55
1mfi,-6.38703,82.70120,886.31186,4.47394,51.79680,2.99838,3,5.59
1nw5,-7.51517,125.76863,1555.27586,7.65208,1.20472,9.12433,11,5.21
1o7o,-8.51791,123.20258,1530.76028,7.22899,8.93887,10.63496,11,4.49
1fl3,-8.18499,95.65302,1554.63119,4.18119,103.31453,0.00000,7,6.8
1xk5,-5.04195,110.10777,1519.14321,6.62362,0.00000,5.83105,18,6
1ax0,-5.15418,50.39785,768.89139,3.03025,3.42673,5.15141,6,3.13
1yei,-8.39222,114.98418,1418.99097,2.75133,50.93848,3.69317,10,7.46
1hmr,-4.92785,47.87376,1107.43524,1.70298,55.91729,2.71450,16,6.55
1uou,-7.15393,68.59840,1084.68716,3.78601,8.37136,4.83849,2,7.7
1bcd,-4.51274,36.11952,541.52006,1.38117,15.79926,2.45493,2,8.7
1apv,-8.15119,114.56710,1668.82811,4.98393,40.56806,9.16282,16,9
1i9p,-6.21380,59.77188,976.58595,4.05054,33.42244,4.35065,4,8.41
1fhd,-7.70476,96.45391,1170.99698,6.76458,0.00000,10.13168,7,6.82
1d3p,-8.69943,123.50024,1721.45526,1.54137,57.84433,0.92612,12,7.39
1sln,-7.25817,124.96096,1683.37479,5.53667,56.78305,4.65480,14,6.64
1y3n,-8.21926,90.51204,1382.29237,5.53678,7.47791,9.17389,9,5.55
1ta6,-9.27711,119.85793,1672.05809,2.97867,54.86887,3.60994,10,9.13
1fch,-6.73188,112.28315,1936.31134,4.20561,27.87564,7.41846,25,7.15
1dl7,-2.73925,88.85702,916.60420,5.62961,12.60123,0.57807,8,6.49
1h4w,-5.63454,63.05956,615.65959,2.17832,3.45807,4.11856,2,4.66
1a1e,-5.41186,83.05499,1186.71500,5.34527,29.57451,8.27099,18,6
1b5j,-8.06264,138.77470,1818.34262,7.03988,27.33257,11.85203,19,7.43
2c1p,-8.75053,84.25260,1362.42760,1.22955,48.35850,1.49634,6,5.4
1jmg,-4.80826,85.10532,1121.22832,8.70786,0.37253,8.26894,7,6.07
2sim,-6.71629,72.25598,1046.66473,3.38510,8.97053,6.84733,9,3.42
1bn1,-5.46671,57.39200,947.53528,4.23070,30.60619,4.74203,6,9.34
1o3j,-6.89295,95.07727,1016.28253,5.66053,10.69149,6.57169,4,6.77
1tys,-9.24089,93.46744,1328.07851,6.97937,5.95430,13.10476,7,5.49
1hpo,-9.02362,97.88859,1744.50764,4.84265,41.30011,4.42489,7,9.22
2aoe,-7.65874,147.92549,2696.75349,6.77864,61.34658,8.92152,30,7.62
1q54,-5.06914,80.47254,1044.74308,6.10395,8.79500,7.33478,11,5.85
1qb1,-5.04593,114.21013,1471.34340,9.03470,22.02419,4.89321,10,6.77
1jmf,-4.81165,82.10045,1149.49850,8.88056,0.66026,8.42564,7,5.77
2afx,-4.56618,48.21672,722.86392,1.25784,20.42948,0.00000,2,5.15
1ct8,-7.59537,127.00315,1641.67452,5.69448,62.46174,5.05450,14,6.52
1wcq,-6.50062,83.84796,1073.57273,6.62086,15.80335,10.58903,11,6.26
2gst,-8.10422,121.76399,1704.74273,7.86074,41.58950,9.89151,13,6.07
1oba,-1.88024,31.52930,281.67796,0.61819,0.00000,0.17618,3,2.44
2bqv,-9.96091,116.54692,2255.39555,2.74616,84.59735,2.85574,15,8.05
1hpv,-7.94871,98.63314,1904.03412,3.93409,48.88019,3.82557,14,9.22
1d9i,-5.60910,105.11436,1532.42510,7.73213,39.56921,2.61749,8,9.11
1sw1,-5.74936,64.36712,785.36521,3.46900,20.99474,3.27390,1,7.3
1nt1,-13.50856,120.13400,1694.09229,3.58016,55.61504,4.00558,1,8.89
1oyq,-6.93380,107.96456,1473.22503,4.18111,40.32517,4.52200,13,6.96
1c70,-11.39772,150.88980,2394.68795,4.22325,84.71831,4.97727,14,10.3
1b3h,-8.29535,137.83956,1942.09241,6.98930,40.45834,9.94082,18,6.21
1cnx,-5.16214,64.16947,1030.62489,1.37327,22.05484,2.15179,12,7.37
2dw7,-3.43801,61.95456,749.10928,9.56095,0.00000,10.56769,5,4.7
1z1h,-10.00872,99.55913,2094.68517,4.75012,64.30234,5.04415,10,8.4
1k1l,-7.27811,107.92857,1408.21984,7.30504,28.23141,7.68938,8,6.9
1nf8,-9.06808,87.74586,1178.89274,3.89913,49.57929,6.44979,5,7.82
1oif,-6.03170,69.40140,678.87923,4.60764,4.25766,7.95034,4,7.72
2byr,-8.79383,124.86556,2162.98701,4.13675,60.87220,1.21326,14,8.55
1lzq,-7.30084,161.15467,2484.12286,10.50784,73.25890,6.80583,21,8.39
1gno,-3.84071,109.29173,1972.06013,13.61836,41.46546,7.02437,20,7.7
1c5x,-6.11485,78.59346,799.30483,3.60092,7.03492,4.27906,2,6.68
