name,vina_affinity,vina_gauss1,vina_gauss2,vina_repulsion,vina_hydrophobic,HB,rbond,affinity
1utp,-3.39539,38.08909,613.94215,1.80583,8.45392,1.68179,5,1.44
1y1m,-5.98642,60.64760,580.39873,3.76805,23.96190,6.28209,2,1.82
1e5a,-4.54940,29.32912,546.91244,1.07039,23.63503,1.29274,0,7.64
1h23,-9.66911,132.40836,2005.02275,3.05264,112.52649,2.91680,15,8.35
1bcu,-7.00595,61.69003,865.90887,0.63544,11.15260,1.18484,1,3.28
2cet,-8.64793,113.14827,1389.93301,7.98262,21.89482,10.95506,8,8.02
4tmn,-8.34657,130.07631,1857.67345,6.70631,54.34773,8.42498,15,10.17
1mq6,-9.68218,157.44423,1709.90641,2.94862,24.76376,1.43169,7,11.15
1o0h,-6.58359,88.78557,1110.21707,5.47979,0.00000,8.83652,9,5.92
1nc1,-7.52420,123.61639,1408.43939,6.80316,8.41992,5.55097,6,6.12
2brb,-7.88224,75.47178,1278.59931,1.42538,45.03733,0.50209,5,4.86
1nvq,-12.55767,110.81684,1896.40100,4.07525,63.85176,4.41865,6,8.25
1q8t,-6.45084,51.00472,1172.38781,2.44563,23.89433,1.93033,4,4.76
2j78,-5.01506,84.55325,904.03959,8.80990,0.00000,9.83626,6,6.42
1sqa,-7.62869,103.17696,1434.62069,3.81213,8.77225,4.39301,8,9.21
1u1b,-7.48037,106.45241,1921.26319,4.31425,4.34788,6.10467,15,7.8
1a30,-5.46647,85.68172,1306.81599,4.71110,20.49321,4.97403,13,4.3
1ydt,-8.34381,112.03077,1631.23525,3.44130,43.43118,2.07344,8,7.32
1gpk,-10.13232,73.49399,1214.85972,1.38720,47.01276,1.82439,1,5.37
1e66,-12.14654,126.46677,1345.51515,2.19678,89.23055,0.83603,2,9.89
1p1q,-5.35002,85.43940,935.47203,7.84139,15.17291,7.88918,4,4.89
1o3f,-7.62967,100.45976,1201.67750,5.47930,11.59623,6.53926,5,7.96
1d09,-8.03083,94.80866,1150.98849,9.78484,2.87460,17.24136,8,7.57
2qwb,-6.00742,63.87692,1033.11679,5.07547,7.85209,8.56374,10,2.74
1g7q,-7.21750,160.50225,2354.01564,10.94806,25.94993,12.18319,24,6.06
1f4f,-6.93709,73.88608,1426.28919,1.82726,48.86528,0.72572,9,4.62
3pce,-3.56029,53.34212,762.77299,4.75043,31.01157,1.96536,3,2
1zoe,-6.49823,55.93993,974.24337,1.45906,31.13515,0.00000,1,7.4
4tim,-3.59572,60.02820,726.13705,5.97046,0.00000,6.60893,7,2.16
1tok,-4.65750,42.86308,495.19234,3.03276,6.47542,5.86329,2,2.47
2fdp,-10.23499,143.82396,2161.33689,6.66262,80.54725,9.22539,15,7.59
3pcj,-4.80212,49.29600,815.02832,3.24634,16.54224,2.16344,1,7.22
1uwt,-5.24342,91.35596,922.09552,6.98694,0.00000,7.12800,6,5.97
2baj,-11.40097,107.11539,1606.80284,2.68847,71.01556,2.96169,4,8.4
1if7,-6.22988,52.94855,1069.31548,2.61504,31.97180,3.87744,7,10.52
2d3z,-8.26012,76.04848,1157.22625,3.07802,70.13945,3.61929,5,6.64
1nja,-7.21275,71.24209,1146.42396,4.82084,1.38575,7.94371,5,6.31
2ayr,-10.85753,114.10026,2073.26031,4.57834,93.62457,3.51720,9,9.29
2cer,-7.76687,106.53942,1433.84832,7.91040,13.90305,9.30679,8,9.22
2qwd,-5.29970,62.77918,1006.13254,6.77798,8.46856,9.27404,9,4.85
1fh8,-6.74759,80.61475,918.71336,5.02345,6.37780,8.00994,6,6.89
1ftm,-7.89258,86.63926,940.58243,4.60278,16.54527,8.27283,4,7.61
2qwe,-7.04460,83.25954,1233.98565,7.54032,8.54504,11.63489,9,7.48
1toj,-5.36815,47.40768,638.64089,2.93671,31.86698,4.56560,3,3.39
1pr5,-6.42425,86.12156,1100.24263,4.39389,2.21156,4.76612,6,3.92
1f4e,-6.47632,41.36398,854.49715,1.04962,47.78153,1.60144,3,2.96
1y6q,-8.86552,110.08516,1365.51030,2.81447,7.51320,4.42748,6,11.7
1hfs,-11.70350,194.85905,2840.03093,4.89773,140.11787,2.80520,18,8.7
2d0k,-6.96893,87.08319,1325.10395,2.86014,24.24194,4.20743,10,5.02
1ela,-6.92042,93.86755,1409.52433,3.75388,43.99531,3.68983,11,6.36
1rnt,-5.37322,86.47973,1074.26668,6.81517,0.00000,7.16192,7,5.19
1ndy,-6.89617,93.05522,1285.19895,4.39975,46.16887,2.81465,7,6.17
1j17,-9.79149,136.80500,1568.67285,2.93685,41.62610,0.23395,4,5.22
1ols,-8.57008,152.51521,1683.94711,7.77555,27.84829,7.28733,9,5.82
3std,-13.10578,107.35578,1796.72159,1.89375,135.56533,2.48598,6,11.11
1avn,-1.81785,13.97192,302.38031,1.19352,0.00000,1.75041,3,3.9
5er1,-6.00129,81.59653,1550.38146,3.49034,43.31702,4.82402,19,6.02
2drc,-7.52917,93.87676,1431.93458,4.71717,36.11990,6.27426,10,9.89
1pb9,-4.46114,67.65727,495.79034,5.19188,0.00000,6.79581,1,3.62
1d7j,-2.80113,28.42341,323.88414,0.77332,20.33966,0.79264,3,3.3
1pxo,-6.26561,82.99656,1371.20528,4.86465,26.99649,1.76845,5,8.7
2g8r,-4.45694,57.03970,823.61265,3.04255,9.29081,2.90626,6,3.99
1ndw,-6.11040,80.41308,1064.12781,4.27319,52.74947,3.09655,7,5.23
1fh7,-6.13993,89.96467,1003.94490,6.44300,0.00000,8.16704,7,5.24
1jys,-4.03152,46.72233,535.48673,1.50175,0.00000,1.69123,1,3.52
1om1,-9.30741,91.23290,1359.76217,4.46965,81.94955,1.73388,2,6.77
1nfy,-9.52336,132.89849,1558.42838,3.10010,48.33430,1.25342,6,8.89
1fkb,-10.53040,108.72504,1758.70498,3.01398,63.54465,4.28785,9,9.7
1loq,-6.87841,78.10675,1158.39880,6.29193,5.37540,9.59136,8,3.7
4tln,-1.43054,38.35886,575.41049,5.24768,6.62089,2.68042,4,3.72
1trd,-3.97342,55.60181,619.21938,5.00812,0.00000,6.93217,6,5.4
2d1o,-6.22445,101.69294,1721.34575,5.12076,51.17411,5.04186,19,7.7
1k9s,-8.82613,106.65444,1292.44460,4.24873,0.00000,6.80736,6,6.52
1ndz,-7.17810,139.44891,2035.08937,8.36217,46.64879,2.59532,11,8.11
2cgr,-9.40302,127.58180,1338.61167,3.01860,45.42566,3.74257,6,7.28
1toi,-5.31352,46.44746,609.53193,2.67308,29.70596,4.51601,3,4.05
2brm,-7.43571,64.82894,1284.07015,1.63401,34.32742,1.07801,5,5.89
2fzc,-3.96781,57.88196,939.29280,6.35814,0.00000,7.46404,10,2.7
6rnt,-5.10080,71.02098,885.56273,5.03553,0.00000,6.60050,7,2.37
1fd0,-15.39883,125.52084,1978.27959,2.62000,136.95668,2.18203,4,8.4
1dhi,-7.40949,84.87866,1408.09800,2.74492,31.61614,4.51781,11,7.26
1hi4,-4.53015,102.86893,1154.44657,9.31330,0.00000,7.59319,7,4.49
1nje,-7.10277,78.82037,1104.67517,6.72972,1.00000,10.71240,6,3.8
1b8o,-8.79504,93.27802,1279.94222,3.36584,2.07456,5.84667,5,10.64
1jaq,-4.75975,71.24251,1128.13639,3.72157,12.67277,2.24931,8,4.48
2h3e,-9.39371,102.22355,1174.53216,9.38023,2.74092,18.34173,6,5.7
1pz5,-5.40305,145.42444,2161.94879,5.76281,29.93789,3.71868,30,5.4
1ajq,-4.86915,59.62505,621.96007,2.44769,19.79757,2.51401,2,4.31
1fcx,-15.09548,117.33094,1934.35489,2.14168,136.46902,1.80544,4,7.19
1u33,-6.39998,116.94316,1844.84373,10.10504,0.00000,10.36659,18,4.6
1tmn,-6.98185,88.26459,1478.08546,4.86399,42.72238,7.00605,13,7.3
1pbq,-8.21656,89.06037,853.97080,2.67717,38.82625,3.42065,1,6.27
1nhu,-6.03019,61.57426,1108.97499,2.10576,46.64587,1.83191,8,5.66
1df8,-7.95468,86.85432,1158.05395,3.20497,33.54654,4.66174,5,9.7
1syh,-9.11669,114.13355,1095.83063,6.96667,15.73086,11.17777,4,6.31
1bxo,-11.33630,146.79312,2051.40133,4.93816,65.46400,7.39902,11,10
2f80,-8.31350,123.81663,2059.12235,6.85543,51.99906,6.02912,14,8.18
2bak,-10.36356,131.04209,2154.98438,3.57519,52.01966,3.11497,10,7.43
1olu,-8.38932,137.82225,1503.98943,5.12315,27.00413,5.54931,9,4.41
1fzj,-9.06400,185.53188,2933.65041,7.35424,90.64408,11.07637,32,8.1
1x1z,-8.97819,92.07277,1491.27856,8.31846,5.62511,12.64734,6,11.06
1flr,-12.32662,125.19513,1403.18465,2.89907,77.41543,3.67077,3,10
2g94,-8.75843,168.24646,2288.85578,7.89784,52.55743,9.78632,20,9.52
1bma,-6.74205,117.71954,1613.82415,5.20102,48.58892,2.77516,12,4.59
1lol,-7.29745,70.24055,1139.78671,4.27046,0.00000,8.64020,8,6.39
1g7f,-6.78197,109.93192,1385.98154,5.73428,41.80217,9.24243,16,5.47
1ajp,-4.87740,53.56488,770.36825,2.06526,21.21977,1.44255,4,2.23
1q7a,-5.43721,52.15465,1106.83975,2.91390,58.93990,0.00000,6,7.19
1m0n,-7.43825,119.40619,1670.31156,10.42289,26.00823,9.29617,8,2.22
2ctc,-5.65709,50.09437,838.20695,3.91942,28.44991,5.11333,4,3.89
1v16,-8.84988,142.84159,1548.91601,6.09029,26.73239,6.97953,8,3.87
2j77,-5.62807,80.39430,764.94291,6.65623,0.00000,9.20065,5,4.89
1ttm,-5.46970,52.60334,945.00958,3.76130,34.73018,2.48368,3,7.35
1zc9,-3.40786,65.67190,940.66394,5.48065,6.33196,2.54722,5,3.22
1fzk,-9.63237,164.35800,2788.25982,6.16505,87.83752,8.54444,25,8.4
2bz6,-8.09081,121.89891,1479.10973,3.85970,15.31116,5.65975,10,7.09
2std,-9.13291,59.59164,1313.60444,1.08218,80.93357,0.76213,4,9.85
1zs0,-8.18905,113.68068,1527.83731,4.22526,45.58095,3.48811,9,6.15
1vfn,-4.41133,58.25648,626.82118,2.80052,0.00000,2.48306,0,5.6
1sv3,-4.00034,41.40446,629.72381,1.33879,16.63905,0.49384,2,4.74
1fkn,-7.19692,155.17233,2566.46607,9.91586,47.78336,13.14222,31,8.8
1fh9,-6.57807,104.36953,1135.22361,9.76159,0.00000,12.15960,8,6.43
2b7d,-9.20574,127.79074,1599.33581,6.32746,17.87968,9.19374,9,8.7
1nny,-9.50502,141.64224,2203.71142,7.75758,60.63510,10.88855,16,7.66
2gss,-4.87505,46.95263,752.17395,0.58724,34.25614,0.55905,6,4.94
1m2q,-8.53282,86.66657,1244.04627,3.63211,44.66077,2.59197,3,6.1
1f4g,-8.47199,97.60746,1755.18400,3.28559,56.18000,4.56062,12,6.48
1vzq,-10.80260,125.15736,1784.03289,4.58633,30.80974,5.23863,6,7.44
1a69,-7.32877,96.69260,1201.34539,4.23877,0.00000,4.69183,5,5.3
8cpa,-6.72603,100.36043,1707.47987,9.69418,42.91474,10.07366,13,9.15
1elb,-4.73604,102.48209,1376.79248,6.39169,39.84479,2.89370,14,7.15
1v48,-7.76665,102.14937,1296.39322,4.57504,6.61269,6.81579,7,7.8
10gs,-6.98700,112.70037,1374.68470,5.19234,35.40607,7.70103,14,6.4
1sl3,-10.79296,141.70357,1901.11570,3.67646,54.88766,3.68463,8,11.85
1o3p,-7.09938,92.95413,1276.60712,5.50910,12.82007,5.87992,6,6.66
3gss,-6.28865,141.36445,1461.08141,6.34459,35.79238,7.81027,19,5.82
1v2o,-5.14131,78.58094,1013.27293,4.17854,5.23882,6.14656,11,4.73
1s39,-7.39923,87.53661,746.09764,3.50231,28.54423,4.41147,1,7.7
2ceq,-6.21746,95.08758,991.72622,8.65510,0.00000,10.35242,5,7.28
1det,-5.40073,70.73605,791.09257,3.90614,0.00000,6.51510,7,4.3
1k4g,-6.35749,65.56210,1097.83833,2.48217,18.00100,2.22719,5,5.85
1f5k,-5.05532,50.65310,618.77511,2.10675,2.43144,3.72875,2,3.74
1tsy,-6.99022,88.36805,1099.31425,6.10371,0.60107,9.42654,7,4.96
2bok,-8.54778,109.54731,1490.25661,3.12068,15.66525,3.87343,7,6.55
1kv5,-3.58292,55.98289,591.18446,5.39427,0.00000,6.65935,5,4.22
1ai5,-5.55253,57.47696,833.51892,2.23207,34.20438,1.46651,3,3.72
2rkm,-6.51369,86.15080,1231.70222,3.61861,17.68881,7.28410,14,3.9
1e1v,-5.75768,70.00963,1170.30446,4.31803,12.20180,2.75729,4,4.92
2g5u,-7.53219,45.64662,1049.01129,0.25564,39.20272,0.00000,2,8.49
2usn,-6.13199,88.76780,1188.85031,4.20147,43.07073,2.94327,8,6.51
4er2,-6.98652,111.08329,1946.74466,4.26741,42.82800,7.61290,24,9.3
6std,-9.50048,81.85245,1383.13670,1.48332,69.86093,0.80893,4,8.64
2azr,-6.56402,76.46079,974.03034,3.35084,19.70032,4.21896,4,3.64
1ppm,-8.44354,130.02348,1961.98946,4.80776,57.66974,7.42382,18,5.8
1fki,-11.21967,85.66973,1230.94657,1.55320,59.17285,1.79659,0,7
1j16,-5.50114,65.09496,601.55786,2.00826,6.82375,3.43258,2,3.84
1kv1,-8.92137,70.42586,1210.11861,1.55637,44.73987,2.51598,3,5.94
1fcz,-14.13124,117.45364,1809.00961,2.41880,136.54329,1.99919,4,9.22
1m0q,-7.33863,108.92836,1518.75453,9.32663,11.33568,10.33870,8,3.89
1b9j,-7.86023,126.42504,1739.86353,6.90127,30.94303,11.38214,18,5.96
1b7h,-7.40095,132.16952,1760.26389,7.41882,34.49884,10.56994,19,8.02
1hk4,-4.71263,80.41372,1159.53947,5.67020,42.44202,1.12620,6,5.31
2d3u,-8.41725,82.32790,1231.72730,2.98475,70.55670,2.78739,5,6.92
1zvx,-7.78939,115.88100,1531.93544,4.68639,42.24812,3.18038,9,9.22
