name,Gold.ASP.Fitness,Gold.ASP.ASP,Gold.ASP.Map,Gold.ASP.DEClash,Gold.ASP.DEInternal,affinity
2am4,60.1633,65.1980,-325.9900,0.9578,4.0769,3.72
2xpc,26.9064,32.5680,-162.8400,2.0265,3.6351,3.9
2pou,33.7197,37.1000,-185.5000,1.1365,2.2438,7.42
1pfu,13.6809,13.8500,-69.2500,0.0000,0.1691,2.72
1ecv,33.3057,39.1540,-195.7700,3.7542,2.0941,4.85
2y80,36.6128,44.5000,-222.5000,4.3357,3.5514,8.05
3pck,30.8298,34.8180,-174.0900,3.9874,0.0008,6.7
4qdk,54.4238,56.8600,-284.3000,0.7915,1.6448,5.85
3p9l,73.6786,88.4380,-442.1900,4.8471,9.9124,5.3
4x6n,47.9015,53.8440,-269.2200,3.4955,2.4470,8.82
1eoc,30.0959,34.7360,-173.6800,4.6400,0.0001,6.05
1wn6,57.1540,62.1120,-310.5600,2.7611,2.1970,4.68
4ks1,34.2254,36.8100,-184.0500,1.7291,0.8555,8.82
4qb3,30.1461,30.5380,-152.6900,0.0000,0.3919,5.47
1pz5,36.8903,51.5100,-257.5500,2.5857,12.0340,5.4
4b7r,33.2061,36.3620,-181.8100,1.6924,1.4634,9.64
1lzq,32.1923,55.0580,-275.2900,11.2303,11.6354,8.39
2d1o,45.9359,54.1800,-270.9000,4.8116,3.4325,7.7
4i8z,31.8485,41.5040,-207.5200,5.6881,3.9674,11.05
3h89,34.5560,50.7660,-253.8300,6.8083,9.4017,7.64
2bet,30.5974,31.7520,-158.7600,0.0402,1.1143,2.77
3qwc,34.5826,40.1500,-200.7500,3.1408,2.4266,4.26
3su6,43.1057,50.3500,-251.7500,0.0790,7.1654,6.02
1t4v,43.2699,48.5840,-242.9200,0.3946,4.9195,7.68
3m8u,57.5380,65.5380,-327.6900,2.1726,5.8274,4.89
4m8e,32.2404,35.6180,-178.0900,1.1516,2.2259,7.89
4ase,47.9090,52.0800,-260.4000,1.0329,3.1382,11
2buv,25.6675,31.2980,-156.4900,4.4553,1.1752,4
3rt4,37.1135,55.2880,-276.4400,8.9447,9.2298,8.8
4h81,27.9364,29.3840,-146.9200,0.5847,0.8629,5.12
2o4k,53.7588,62.6060,-313.0300,2.9200,5.9272,10.46
1fiv,64.8884,75.9380,-379.6900,5.6557,5.3938,6.59
4ibd,20.6846,25.2700,-126.3500,0.0000,4.5854,3.67
4djp,41.6842,46.7820,-233.9100,1.6037,3.4941,10.55
4fp1,11.8116,25.6900,-128.4500,0.0727,13.8057,4.57
2r75,74.2159,82.8580,-414.2900,2.3184,6.3237,6.15
3cow,49.5642,52.6820,-263.4100,0.6868,2.4310,6.9
3q6z,42.4751,45.5800,-227.9000,1.1200,1.9850,3.72
4jc1,26.6745,27.4380,-137.1900,0.0174,0.7461,4.3
3ozr,34.4155,40.2720,-201.3600,3.5270,2.3295,5.15
4wko,56.5427,57.6300,-288.1500,0.4212,0.6661,9.47
3i4y,20.5777,26.7680,-133.8400,6.1903,0.0000,7.05
2hzl,15.0796,18.2920,-91.4600,3.1773,0.0351,6.57
3lpi,60.2573,64.5780,-322.8900,1.3122,3.0085,8.52
3sur,44.4945,49.4000,-247.0000,4.9028,0.0027,4.15
4ejl,15.6967,16.1460,-80.7300,0.0174,0.4319,5.14
2w26,38.7684,47.6240,-238.1200,5.9302,2.9253,9.4
3nim,33.5846,42.1080,-210.5400,3.4542,5.0691,4.75
1m0b,32.5966,53.4640,-267.3200,11.2177,9.6497,8.82
3v5p,33.5160,35.5020,-177.5100,1.0245,0.9615,8.96
3u7s,35.6989,42.1520,-210.7600,1.9951,4.4579,8.43
3lbj,30.6044,34.4040,-172.0200,0.0354,3.7642,4.96
2pvj,36.2001,38.7080,-193.5400,0.7802,1.7276,8.1
3wjw,43.6159,48.4900,-242.4500,0.7112,4.1629,3.87
3mho,29.3749,37.5240,-187.6200,4.2633,3.8858,6.49
3u15,33.5845,39.6820,-198.4100,5.3541,0.7433,7.11
1yet,33.2064,36.5440,-182.7200,0.5885,2.7491,5.92
4x6o,43.7368,49.8460,-249.2300,1.9867,4.1225,8.72
2q1q,30.5433,33.9100,-169.5500,0.7396,2.6271,8.15
2ez7,5.8399,11.7520,-58.7600,3.9524,1.9597,4.36
2gyi,34.2175,41.6120,-208.0600,5.7384,1.6561,7
1tuf,22.7151,25.5980,-127.9900,1.9162,0.9666,4.05
3vjc,60.7172,67.1520,-335.7600,0.0021,6.4326,7.72
4xxh,46.8362,48.3520,-241.7600,1.0133,0.5025,5
3guz,10.7259,11.1960,-55.9800,0.0000,0.4701,4.38
3vje,59.8461,71.0500,-355.2500,2.2015,9.0024,8.01
3aas,19.2474,33.5240,-167.6200,11.9551,2.3215,4.51
3a6t,37.7555,42.1880,-210.9400,3.3878,1.0447,7.28
3pb9,30.3290,33.1300,-165.6500,2.4828,0.3182,6.58
3k5x,26.0800,38.8560,-194.2800,8.2550,4.5210,6.41
1y1z,23.9899,24.7620,-123.8100,0.5898,0.1823,3.08
4q19,44.8317,49.1120,-245.5600,2.6034,1.6769,8.05
4iid,32.3262,32.9520,-164.7600,0.6211,0.0047,5.62
5d1r,20.0139,22.6620,-113.3100,0.0098,2.6383,4.84
2jh5,29.1202,33.9220,-169.6100,1.7076,3.0941,6.44
5aoi,19.4825,20.2740,-101.3700,0.0456,0.7459,3.03
4ca8,64.8477,79.1400,-395.7000,6.3284,7.9639,6.68
1u71,42.1831,43.6960,-218.4800,1.1734,0.3396,7.48
4nxu,32.7809,35.6180,-178.0900,0.3882,2.4489,5.54
2gvj,43.5824,45.8920,-229.4600,0.4910,1.8185,9.52
4ysl,30.1178,32.3260,-161.6300,0.2530,1.9552,5.8
4ghi,40.6284,45.4060,-227.0300,1.0355,3.7421,7.09
1j01,38.2131,46.0440,-230.2200,7.5356,0.2953,6.47
4llk,26.7771,26.7780,-133.8900,0.0009,0.0000,3
3b7i,16.4492,26.8040,-134.0200,10.3316,0.0233,5.82
4av4,33.8684,34.4960,-172.4800,0.4449,0.1827,7.03
1qb6,38.1754,42.0700,-210.3500,0.0785,3.8161,6.06
1hk4,25.3886,27.9420,-139.7100,1.3852,1.1682,5.31
5d21,29.9098,30.5480,-152.7400,0.3423,0.2959,8.38
2qzr,36.7040,43.6160,-218.0800,5.6739,1.2381,7.26
1dud,34.6402,35.6720,-178.3600,0.1815,0.8503,4.82
1ws1,35.2845,47.2660,-236.3300,8.6914,3.2901,9.55
3g30,14.9890,20.4780,-102.3900,0.7946,4.6943,2.51
1yc4,26.6789,30.2140,-151.0700,1.8757,1.6594,6.55
4qfn,30.3998,34.1000,-170.5000,0.5799,3.1202,4.12
2qwd,32.2408,36.5860,-182.9300,4.1110,0.2342,4.85
2xei,75.0256,87.5260,-437.6300,0.9907,11.5098,10.62
4att,33.1351,33.2520,-166.2600,0.0077,0.1091,6.98
1i1e,12.3851,39.7520,-198.7600,25.6506,1.7163,5.03
3lzs,36.7026,45.2200,-226.1000,2.9602,5.5572,10.96
4agl,14.4617,17.1920,-85.9600,0.5432,2.1871,3.65
3jy0,28.8674,29.9340,-149.6700,0.1374,0.9292,8.3
4wr7,32.4111,39.6800,-198.4000,1.1669,6.1020,11.7
4eu0,39.2275,40.1540,-200.7700,0.4901,0.4364,6.4
3r4n,25.3947,26.7400,-133.7000,0.0000,1.3453,6.89
3i60,37.1235,41.9700,-209.8500,1.5155,3.3310,8.7
3djx,24.2436,27.0400,-135.2000,1.0111,1.7853,2.81
3n3g,24.5636,29.0860,-145.4300,0.7389,3.7835,7.24
3djo,25.6066,28.3420,-141.7100,1.6519,1.0835,4.39
1sb1,30.8424,40.6640,-203.3200,6.1951,3.6265,6.89
1ydb,32.1758,35.4360,-177.1800,0.6514,2.6088,8.24
3hkw,31.5131,34.9160,-174.5800,0.5255,2.8774,8.64
4q99,19.6730,23.0200,-115.1000,3.3470,0.0000,6.28
5aol,21.5371,21.5540,-107.7700,0.0000,0.0169,2.32
2uy5,45.7898,49.6340,-248.1700,3.7588,0.0853,5.49
1bai,44.8897,59.8180,-299.0900,6.7893,8.1390,7.7
4k5p,23.8378,32.7260,-163.6300,6.7548,2.1334,3.46
2drc,47.4821,50.8140,-254.0700,1.6317,1.7002,9.89
2boj,24.4711,27.1340,-135.6700,2.6308,0.0321,5.77
4fnn,4.6962,12.6540,-63.2700,0.5165,7.4413,7.57
1b46,54.3625,60.1140,-300.5700,1.6343,4.1172,5.28
4jh0,33.8234,40.8740,-204.3700,5.1643,1.8863,9.03
4pft,66.1721,69.1860,-345.9300,0.6521,2.3618,8.64
1mtr,49.4848,55.7860,-278.9300,1.7626,4.5386,8.4
4ovg,20.0268,20.7700,-103.8500,0.0000,0.7432,3.69
2qi3,38.0614,41.8940,-209.4700,0.3751,3.4574,10.2
4rd0,61.9187,67.0740,-335.3700,3.0115,2.1437,6.62
4ql1,37.5493,47.5160,-237.5800,3.4180,6.5486,7.03
4ew2,39.3025,44.8400,-224.2000,1.1260,4.4115,6.68
4qf8,9.2456,13.3620,-66.8100,2.6428,1.4736,7.51
2olb,61.0678,68.1060,-340.5300,2.3917,4.6465,5.54
3buh,17.0317,17.7100,-88.5500,0.0240,0.6543,3.66
3zc5,51.6517,53.0980,-265.4900,0.8608,0.5855,7.13
1p57,32.9415,34.7300,-173.6500,1.5795,0.2090,4.4
4l51,23.4103,25.4920,-127.4600,1.3006,0.7811,3
4u6w,30.4350,43.0100,-215.0500,7.6912,4.8838,4.21
1z6s,32.8716,36.6540,-183.2700,1.9580,1.8243,4.34
3dln,25.5211,27.3900,-136.9500,1.2974,0.5714,6.6
4bup,63.3544,67.3320,-336.6600,0.7008,3.2768,4.95
1bxq,47.9863,57.7920,-288.9600,3.2808,6.5249,7.38
2i4d,38.1086,47.3340,-236.6700,3.0202,6.2052,11.68
4tte,13.5934,16.8980,-84.4900,1.2920,2.0126,3.69
4hla,38.2247,45.8640,-229.3200,3.2458,4.3935,10.8
3upk,52.3527,55.3000,-276.5000,1.4799,1.4674,4.3
2bza,14.9975,14.9980,-74.9900,0.0000,0.0005,2.8
2ydw,35.9882,38.8080,-194.0400,0.5507,2.2692,7.34
4r75,50.0187,53.3340,-266.6700,2.4647,0.8506,7.24
4lch,35.3143,48.8300,-244.1500,11.2376,2.2781,10.62
4qgd,14.9076,16.6880,-83.4400,0.9439,0.8366,7.43
186l,18.0152,19.3580,-96.7900,1.0637,0.2791,4.85
4del,41.2486,49.5380,-247.6900,7.9449,0.3445,7.68
4cg8,69.3007,76.3120,-381.5600,0.9141,6.0971,6.96
2ypp,23.4414,24.0840,-120.4200,0.0009,0.6417,4.41
1uz1,34.7821,39.4240,-197.1200,4.6186,0.0233,6.89
3p17,36.7222,41.0520,-205.2600,2.2300,2.0998,4.48
4p58,29.8604,32.7080,-163.5400,2.4624,0.3851,4.6
4mhy,40.4901,45.7840,-228.9200,3.2526,2.0413,6.47
2jiw,36.6937,38.1840,-190.9200,0.0280,1.4623,4.59
2yxj,54.9413,61.2380,-306.1900,0.0000,6.2967,9.3
2yz3,30.8490,34.1100,-170.5500,1.6087,1.6524,6.66
3d1y,51.7792,58.3320,-291.6600,2.0975,4.4553,8.22
4u8w,29.6081,43.0520,-215.2600,7.4206,6.0233,11.24
2xej,51.7933,61.5520,-307.7600,0.2949,9.4638,8.87
2ya7,45.3399,49.3060,-246.5300,3.5927,0.3733,3.14
3b7u,46.6025,51.4680,-257.3400,3.3202,1.5453,7.74
1fzo,68.6268,87.6980,-438.4900,3.0916,15.9796,7.89
3su3,39.2381,46.7540,-233.7700,0.1414,7.3745,9.13
3gvb,20.6519,25.2560,-126.2800,2.7928,1.8114,2.59
3zt3,26.2682,30.3300,-151.6500,0.3972,3.6646,2.86
2yel,37.2296,40.5860,-202.9300,0.6260,2.7304,7.28
2jxr,42.8947,55.6980,-278.4900,7.5007,5.3025,7.05
1uwu,41.4194,46.8800,-234.4000,5.3869,0.0737,5.98
4pyy,29.2933,40.1880,-200.9400,1.2800,9.6147,7.23
2cf8,50.4326,52.5200,-262.6000,0.8825,1.2049,8.1
3c84,35.2936,40.0420,-200.2100,4.1909,0.5575,7.85
4l6t,35.9390,43.9700,-219.8500,0.0000,8.0310,7.49
3ebi,39.3434,47.2340,-236.1700,4.6376,3.2529,7.1
3gi4,38.5049,48.6420,-243.2100,5.0855,5.0517,10.8
3n9r,45.9691,51.7360,-258.6800,4.3031,1.4637,7.15
4kp8,25.6895,30.6980,-153.4900,1.1760,3.8325,5.48
1hvj,56.0375,62.8300,-314.1500,2.7170,4.0754,11.4
3cke,25.7579,32.5740,-162.8700,1.2055,5.6106,6.1
1uml,51.4158,56.4500,-282.2500,1.9107,3.1235,7.52
3wtl,45.1553,48.0540,-240.2700,2.6744,0.2242,7.04
3b3w,13.4132,24.3780,-121.8900,9.6389,1.3258,4.19
1msm,46.8659,55.3520,-276.7600,4.8566,3.6295,10.48
4q6d,32.8271,35.4160,-177.0800,1.2333,1.3556,7.36
1elc,17.9029,38.5640,-192.8200,17.5815,3.0796,6.66
2ihj,64.7342,69.1900,-345.9500,0.7178,3.7380,4.59
4x24,46.9009,47.6220,-238.1100,0.0126,0.7084,9.78
1l6m,16.2372,19.3580,-96.7900,3.1057,0.0151,8.1
1d4h,58.1098,64.1980,-320.9900,1.7002,4.3880,10
2nmx,27.9557,32.2520,-161.2600,2.6354,1.6610,5.57
2qpu,22.1655,25.6460,-128.2300,0.0149,3.4656,3.6
1alw,15.7650,16.5080,-82.5400,0.0089,0.7341,6.52
3rm9,26.2860,27.7800,-138.9000,1.0111,0.4829,4.77
1met,47.6141,52.1880,-260.9400,2.9172,1.6567,9.4
1m4h,68.0507,77.0560,-385.2800,0.9474,8.0579,9.52
2hhn,32.9888,45.1540,-225.7700,8.0216,4.1435,7.49
3elc,25.0463,25.5200,-127.6000,0.1461,0.3276,2.69
1b8n,39.3881,41.6180,-208.0900,0.6551,1.5748,10.52
3dnd,19.7590,21.8280,-109.1400,1.8444,0.2246,4.8
2o4p,38.7389,48.6820,-243.4100,5.2358,4.7073,10.72
1xh4,55.6295,61.7440,-308.7200,4.2468,1.8677,7.47
4xu0,73.0004,80.0380,-400.1900,3.4046,3.6331,9.11
1amk,18.6344,24.2360,-121.1800,5.1545,0.4470,4.3
3vhc,33.0100,33.0100,-165.0500,0.0000,0.0000,8.89
3lea,34.8426,41.6440,-208.2200,4.1232,2.6782,9.1
2i4z,32.2772,46.8220,-234.1100,8.1427,6.4021,5.7
3vx3,61.1669,66.3640,-331.8200,2.1519,3.0453,7.82
2pwc,40.9105,50.2260,-251.1300,3.6686,5.6469,6.57
2w47,30.5110,31.2560,-156.2800,0.0029,0.7421,4.98
2jh0,29.1512,35.1380,-175.6900,2.3145,3.6722,8.7
3ljz,56.3013,60.7760,-303.8800,3.3107,1.1640,8.14
4tkb,21.1723,22.3400,-111.7000,1.0465,0.1212,5.59
4gr8,43.3162,52.0740,-260.3700,4.2148,4.5429,7.83
2r5a,18.6075,19.5380,-97.6900,0.0073,0.9232,2.6
3cct,38.1948,44.9980,-224.9900,0.0452,6.7580,7.56
3lcv,44.4272,49.4180,-247.0900,3.5637,1.4271,4.74
3u81,44.2085,45.5360,-227.6800,0.1051,1.2224,4.44
1pot,40.6214,42.5040,-212.5200,1.4304,0.4522,5.49
3vbd,30.6617,38.5500,-192.7500,6.0332,1.8551,8.07
3wz6,33.8552,40.6700,-203.3500,2.9227,3.8921,5.96
187l,15.1938,15.4000,-77.0000,0.2062,0.0000,3.37
4h75,64.9930,74.9340,-374.6700,2.3529,7.5881,6.6
2i3h,36.9996,42.1780,-210.8900,1.4069,3.7716,7.4
2g70,35.7878,36.7740,-183.8700,0.8749,0.1112,7.77
4ibf,19.0950,23.7040,-118.5200,0.3623,4.2466,4.43
1ypg,48.1604,52.8560,-264.2800,2.7965,1.8992,8
1i9n,29.9492,33.1760,-165.8800,1.5317,1.6951,8.66
4yml,47.8984,48.0880,-240.4400,0.1072,0.0824,8.35
4x3k,71.8995,79.4060,-397.0300,0.4049,7.1016,4.56
1hp5,42.2517,46.9780,-234.8900,4.7055,0.0208,6.55
3d50,41.5915,48.1260,-240.6300,4.9730,1.5616,4.77
2vb8,13.4304,13.7960,-68.9800,0.1236,0.2420,4.6
1kmy,33.8254,39.3120,-196.5600,4.0043,1.4823,5.1
3su0,39.8636,49.1400,-245.7000,0.7594,8.5170,6.79
4qf7,13.1681,21.2500,-106.2500,6.4190,1.6630,8.6
3tcg,45.2303,48.6440,-243.2200,0.1978,3.2159,5.87
4x5r,41.7881,44.5580,-222.7900,0.2767,2.4932,7.85
4ahr,12.5443,20.2400,-101.2000,6.9643,0.7314,2.19
3qnd,15.0033,15.9680,-79.8400,0.0310,0.9337,4.85
3vf5,43.4308,48.3680,-241.8400,1.7831,3.1540,9.34
3u5l,33.9095,34.8580,-174.2900,0.0149,0.9337,6.19
5ceq,22.8574,25.8340,-129.1700,0.8140,2.1625,7.38
4fk6,30.0126,31.2300,-156.1500,0.0739,1.1435,9.7
2pqc,42.4880,51.4860,-257.4300,4.2346,4.7635,5.74
4cl6,33.3521,36.0760,-180.3800,2.0093,0.7147,5.39
3b50,38.0560,38.7080,-193.5400,0.2828,0.3693,7.55
4jn2,65.0037,71.1820,-355.9100,2.0307,4.1476,11.68
3zxz,54.8983,56.0060,-280.0300,0.5769,0.5308,8.4
4rfc,25.0028,33.2300,-166.1500,3.9005,4.3267,8.24
3r17,32.0642,34.9560,-174.7800,0.1103,2.7815,6.41
3sio,51.3117,61.3460,-306.7300,4.0018,6.0325,8
1usn,40.7031,45.4100,-227.0500,2.2946,2.4123,7.74
4oct,13.2807,21.4400,-107.2000,7.6215,0.5379,5.05
2xj1,32.5733,34.3480,-171.7400,0.9751,0.7996,7.55
4ozj,41.1184,45.7260,-228.6300,1.3428,3.2648,5.4
3m40,32.1018,40.8460,-204.2300,3.6227,5.1214,6.77
1xws,34.0533,39.6420,-198.2100,0.2566,5.3321,8
3u7m,29.4572,41.1560,-205.7800,6.9344,4.7644,7.45
3bpc,26.6650,31.3880,-156.9400,0.6205,4.1025,4.8
1r4w,27.6224,35.1160,-175.5800,5.9234,1.5702,4.05
3ejp,48.3230,53.0120,-265.0600,3.8284,0.8606,8.55
4rlw,24.2817,28.4880,-142.4400,3.6397,0.5666,4.87
4ej8,11.2797,11.3280,-56.6400,0.0456,0.0027,5.39
3p3t,20.5616,22.2580,-111.2900,0.6522,1.0442,7.24
3adv,16.7358,18.1480,-90.7400,1.1204,0.2918,3.03
4gqq,16.0035,16.3100,-81.5500,0.2358,0.0707,2.89
2h6b,23.4521,24.4260,-122.1300,0.8003,0.1736,5.39
1n3i,37.5283,39.2160,-196.0800,1.3185,0.3692,8.89
2q8z,46.3464,51.1860,-255.9300,2.1690,2.6705,5.68
1o5a,27.8365,33.9940,-169.9700,2.4325,3.7250,6.42
2wvz,39.5072,40.2340,-201.1700,0.7235,0.0032,4.02
1bn3,33.0726,38.1060,-190.5300,2.7669,2.2665,9.89
4dju,27.8355,28.5460,-142.7300,0.0202,0.6902,5.44
3umq,2.6070,3.0040,-15.0200,0.1739,0.2232,4.62
4oeu,22.7774,36.6560,-183.2800,11.1966,2.6820,7.66
4tqn,24.7098,28.5060,-142.5300,0.0004,3.7958,6.11
4ge1,24.9642,25.2940,-126.4700,0.1160,0.2138,6.43
2iw4,42.8125,49.6040,-248.0200,4.3414,2.4501,9.3
3nht,34.5740,35.5300,-177.6500,0.1363,0.8197,7.01
2v2q,41.3524,43.6540,-218.2700,0.1103,2.1914,4.15
4cpz,48.6055,53.1740,-265.8700,3.3408,1.2277,7.68
3hig,53.7182,58.7960,-293.9800,3.9419,1.1359,7.89
4omj,48.2370,53.7660,-268.8300,0.1395,5.3896,5.26
1b4z,58.4337,63.0900,-315.4500,0.9903,3.6660,5.23
2oxd,16.3645,19.6660,-98.3300,3.3015,0.0000,6.82
3spf,21.2411,25.5040,-127.5200,0.0000,4.2629,3.86
1rp7,66.0300,73.6640,-368.3200,3.9738,3.6602,8.52
1q91,50.7236,55.3880,-276.9400,1.6861,2.9782,4.15
4e9u,7.6692,22.5340,-112.6700,10.4416,4.4232,5.82
2c3l,21.4873,27.4520,-137.2600,5.3374,0.6274,5.07
3i3b,33.5823,40.6680,-203.3400,7.0591,0.0266,2.23
3ozj,14.5902,20.3020,-101.5100,5.2642,0.4476,5.11
2uy0,52.9536,62.0800,-310.4000,5.1200,4.0064,6.92
4x8o,116.9603,129.4500,-647.2500,4.5775,7.9122,6.6
3fql,47.6753,52.7280,-263.6400,0.6153,4.4375,7.15
1f5k,21.8535,22.7060,-113.5300,0.8524,0.0000,3.74
3ikg,39.4521,42.3760,-211.8800,1.2957,1.6281,7.24
2d3u,33.6054,37.1760,-185.8800,1.2506,2.3200,6.92
4bxk,51.5644,60.9280,-304.6400,5.8156,3.5480,7.95
2qwb,34.2266,36.3160,-181.5800,0.8268,1.2626,2.74
3std,54.7409,58.0680,-290.3400,-0.0000,3.3271,11.11
4elh,42.3271,48.9200,-244.6000,0.3668,6.2262,8.09
1li6,8.8875,9.9360,-49.6800,1.0485,0.0000,3.8
1mjj,45.8856,51.1520,-255.7600,0.9537,4.3126,8.74
1usi,33.4409,35.4700,-177.3500,1.8012,0.2279,6.74
3jyr,80.4264,85.3620,-426.8100,0.9959,3.9397,5.54
2cn0,55.2415,56.6860,-283.4300,0.1117,1.3328,7.66
2clk,31.6186,32.2000,-161.0000,0.1329,0.4485,3.79
1w4q,30.9457,34.3720,-171.8600,1.0256,2.4007,5.26
1a99,24.4111,25.4620,-127.3100,0.8953,0.1556,5.7
5cap,30.0483,36.8420,-184.2100,2.5327,4.2610,7.28
1nny,48.8435,59.1720,-295.8600,2.8727,7.4558,7.66
2xde,28.8024,32.8280,-164.1400,1.2897,2.7359,5.47
4mss,25.6926,27.4440,-137.2200,1.7380,0.0133,6.4
3ed0,27.5090,29.7440,-148.7200,2.2350,0.0000,6.35
5e2p,44.2803,47.8140,-239.0700,0.5722,2.9615,8.8
4heg,32.5727,45.2620,-226.3100,8.6976,3.9918,8.92
2fqt,25.0586,34.0480,-170.2400,7.8811,1.1082,6.14
2wky,33.9736,35.7860,-178.9300,1.5578,0.2546,8.59
3ttp,35.3311,42.1100,-210.5500,2.7023,4.0766,9.12
2aog,65.0646,70.0340,-350.1700,0.4786,4.4907,6.28
1pa9,18.5124,30.1940,-150.9700,10.5558,1.1257,4.6
1gj7,33.4499,41.5020,-207.5100,2.8603,5.1918,7.89
1g7g,38.6954,55.4140,-277.0700,10.3016,6.4170,6.6
3miy,25.9187,31.4840,-157.4200,0.0222,5.5431,7.68
4oiv,35.9462,42.1480,-210.7400,0.3010,5.9008,5.08
2h21,39.8833,45.5340,-227.6700,2.8339,2.8168,6.54
1sh9,41.5686,48.1540,-240.7700,3.5485,3.0370,6.03
3jrs,20.9357,23.7240,-118.6200,0.6104,2.1779,4.28
4pp3,31.1571,33.7660,-168.8300,0.1635,2.4454,7.82
4i8n,26.7688,36.8120,-184.0600,2.8308,7.2123,4.46
2qnn,53.0103,63.9900,-319.9500,3.8366,7.1431,7.15
2i19,36.2152,42.6560,-213.2800,3.7782,2.6627,7.8
1hnn,32.0385,34.5000,-172.5000,1.3260,1.1355,6.24
1gyx,23.2879,23.4160,-117.0800,0.0000,0.1281,2.48
3d83,40.0917,44.5840,-222.9200,0.6638,3.8285,8.36
