name,Gold.Chemscore.Fitness,Gold.Chemscore.DG,Gold.Chemscore.ZeroCoef,Gold.Chemscore.Hbond,Gold.Chemscore.Metal,Gold.Chemscore.Lipo,Gold.Chemscore.Internal_Hbond,Gold.Chemscore.DEClash,Gold.Chemscore.DEInternal,Gold.Chemscore.Rot,affinity
2ivu,27.8596,-31.7018,-5.4800,0.6163,0.0000,241.7023,0.0000,1.3797,2.4625,1.6077,6.43
1jt1,-4.4576,-10.8270,-5.4800,0.0435,0.0000,82.4594,0.0000,13.9813,1.3033,1.7367,3.4
1vja,20.8814,-28.3297,-5.4800,5.9956,0.0000,145.8160,0.0000,3.8941,3.5543,5.5609,7.7
2f8i,10.9483,-16.2706,-5.4800,0.0000,0.0000,92.2277,0.0000,3.8853,1.4370,0.0000,7.26
830c,28.9474,-41.8681,-5.4800,1.6271,2.0000,206.3699,0.0000,9.5686,3.3522,2.0515,9.28
1af6,11.9008,-14.6902,-5.4800,6.2575,0.0000,87.3369,0.0000,1.1368,1.6526,8.5579,1.82
1q63,27.8552,-31.6345,-5.4800,5.2593,0.0000,116.4327,0.0000,3.4232,0.3561,1.9665,5.85
1w7x,23.1453,-28.7917,-5.4800,1.7911,0.0000,234.1560,0.0000,2.1985,3.4480,3.9324,8.4
1mhw,16.7702,-24.6617,-5.4800,3.6858,0.0000,211.0631,0.0000,2.7971,5.0944,6.9622,7.35
1jd5,10.4542,-24.2102,-5.4800,5.3493,0.0000,203.1212,0.0000,3.1241,10.6318,8.9460,6.62
1uxb,-10.3362,7.0854,-5.4800,1.8763,0.0000,63.8252,0.0000,0.2946,2.9562,10.2734,2.15
1icj,-2.3010,-8.1370,-5.4800,0.9918,0.0000,147.7309,0.0000,2.0054,8.4327,7.0078,2.22
1obx,9.8570,-15.4314,-5.4800,3.8641,0.0000,119.8367,0.0000,0.1461,5.4283,6.6311,5.72
1o3k,18.9871,-19.1537,-5.4800,1.9616,0.0000,96.8963,0.0000,0.1214,0.0451,1.6464,6.77
2bsu,6.2479,-39.5965,-5.4800,5.3718,0.0000,436.8952,0.0000,17.0387,16.3098,13.6493,5.66
1agm,21.1841,-25.5350,-5.4800,8.3330,0.0000,235.0473,0.0000,0.2285,4.1224,13.7804,12
1gny,-7.8314,4.5282,-5.4800,3.0436,0.0000,115.6809,0.0000,0.0106,3.2926,13.1674,4.14
1we2,1.9020,-11.2177,-5.4800,1.2209,0.0000,66.0091,0.0000,8.9054,0.4102,2.3684,4.36
1z3t,2.0828,-3.1181,-5.4800,2.7458,0.0000,81.7639,0.0000,0.0000,1.0354,8.2419,3.94
1heg,-6.4943,-15.7067,-5.4800,0.5276,0.0000,201.4403,0.0000,3.9230,18.2781,5.8999,7.74
1o2g,24.5644,-31.3859,-5.4800,1.9669,0.0000,200.0946,0.0000,3.0856,3.7358,1.5917,6.12
1m9n,20.3341,-27.1893,-5.4800,7.9669,0.0000,67.0380,0.0000,5.6217,1.2336,4.9780,6.92
1o2x,1.8638,-8.5701,-5.4800,0.5083,0.0000,102.8351,0.0000,3.3898,3.3164,4.1560,5.85
1o0o,1.4787,-4.5489,-5.4800,3.8769,0.0000,10.8357,0.0000,0.1334,2.9368,5.9171,5.1
1bzh,-33.0372,-6.8738,-5.4800,2.6526,0.0000,135.9692,0.0000,6.4334,33.4776,9.1305,6.77
7abp,24.3611,-24.6041,-5.4800,5.6362,0.0000,71.3241,0.0000,0.2430,0.0000,3.1429,6.46
1f2p,33.2915,-37.8635,-5.4800,2.6081,2.8961,93.6256,0.0000,4.3716,0.2004,1.8537,1.9
1gjb,12.6952,-17.2150,-5.4800,0.1056,0.0000,132.7364,0.0000,0.1233,4.3965,1.6202,6.35
1ykp,11.9334,-19.0481,-5.4800,0.0114,1.0000,100.8315,0.0000,7.1145,0.0002,1.6786,2.96
1joc,6.1033,-9.6889,-5.4800,5.0297,0.0000,32.9967,0.0000,0.4908,3.0947,6.4262,4.62
1dqx,8.8047,-15.8731,-5.4800,4.8129,0.0000,56.7135,0.0000,6.6201,0.4483,4.8115,11.05
1a7x,39.8158,-44.6827,-5.4800,3.7857,0.0000,322.9727,0.0000,2.1807,2.6862,4.3864,9.7
2hs2,23.1018,-31.1770,-5.4800,1.9613,0.0000,238.7936,0.0000,4.6864,3.3888,3.4346,8.31
1f8a,-5.3709,-6.6162,-5.4800,3.8788,0.0000,181.1742,0.0000,0.9458,11.0412,12.8971,5
2f5t,23.1017,-24.7464,-5.4800,7.9287,0.0000,118.6644,0.0000,0.0247,1.6199,8.2419,5.17
1ofz,19.7576,-19.7581,-5.4800,4.3457,0.0000,66.7444,0.0000,0.0004,0.0000,3.1429,4.62
1af2,27.5776,-31.4373,-5.4800,5.0195,1.0000,107.3312,0.0000,2.7408,1.1189,3.6701,3.1
1qq9,27.5678,-33.0485,-5.4800,2.6129,2.7716,65.2059,0.0000,4.6447,0.8360,2.1487,2.06
1lrt,7.6460,-11.8905,-5.4800,6.8941,0.0000,70.7352,0.0000,2.5440,1.7005,9.7233,5.64
1m13,39.1683,-50.9679,-5.4800,1.6678,0.0000,375.6367,0.0000,5.7770,6.0226,1.5750,7.57
1pr1,13.5520,-14.9151,-5.4800,2.5844,0.0000,87.2682,0.0000,0.5065,0.8566,3.6747,5.3
2er6,11.6988,-25.9119,-5.4800,6.2218,0.0000,296.1896,0.0000,4.4769,9.7361,13.6731,7.22
1q95,33.7020,-36.8028,-5.4800,11.5950,0.0000,35.2832,0.0000,1.1343,1.9665,4.5049,7.57
1h9z,22.7860,-24.9346,-5.4800,0.0571,0.0000,197.8647,0.0000,0.7086,1.4400,1.5181,5.42
1jqe,39.7672,-41.8644,-5.4800,0.0000,0.0000,349.3360,0.0000,1.0721,1.0251,1.7531,6.44
1a42,23.2996,-27.0088,-5.4800,1.6110,1.2284,121.0333,0.0000,1.8465,1.8627,2.1171,9.89
1g3c,21.2290,-29.6811,-5.4800,1.0069,3.0000,85.5788,0.0000,5.3375,3.1146,2.8378,5.8
1axz,9.9974,-10.1861,-5.4800,2.5804,0.0000,65.7424,0.0000,0.1695,0.0192,4.5329,3.2
1r0x,13.2587,-20.3174,-5.4800,6.1107,2.0000,37.8552,0.0000,3.6221,3.4365,8.6178,3.83
1pu8,10.6399,-11.5865,-5.4800,0.0512,0.0000,50.7305,0.0000,0.9466,0.0000,0.0000,3.1
1pbk,33.2932,-37.2063,-5.4800,4.4635,0.0000,217.9505,0.0000,1.5190,2.3941,3.3914,9.05
2adm,-0.0246,-5.2283,-5.4800,1.6388,0.0000,83.2704,0.0000,3.3421,1.9108,6.0422,5.7
1z4n,7.6529,-10.2841,-5.4800,3.7135,0.0000,53.4992,0.0000,0.2901,2.3411,5.4135,4.52
1rdi,12.1793,-16.4711,-5.4800,1.2540,1.9386,18.0919,0.0000,4.2113,0.0805,2.7357,2.06
1qpb,5.0443,-6.4069,-5.4800,0.0131,0.0000,7.5496,0.0000,1.3626,0.0000,0.0000,1.36
2dua,20.4789,-24.8393,-5.4800,2.1854,2.0000,0.0000,0.0000,4.2689,0.0915,0.0000,4.77
1tsl,14.7783,-21.7229,-5.4800,0.4785,0.0000,159.0119,0.0000,4.2904,2.6542,1.5468,6.15
1gi6,15.7058,-18.7779,-5.4800,1.5033,0.0000,106.2290,0.0000,1.1011,1.9711,1.6218,6.22
1caq,40.6807,-48.6241,-5.4800,1.4930,1.4600,297.4578,0.0000,3.8027,4.1407,2.1287,7.72
1urg,10.2227,-11.9673,-5.4800,3.0465,0.0000,148.8134,0.0000,0.2587,1.4859,8.2419,5.82
1xzx,28.4421,-31.2246,-5.4800,0.9737,0.0000,260.9081,0.0000,1.2346,1.5478,3.1381,10.22
3tlh,9.1216,-15.6835,-5.4800,2.5683,0.0000,94.1786,0.0000,2.8305,3.7313,3.6694,8.82
1tnk,16.0603,-17.9368,-5.4800,1.6280,0.0000,91.2032,0.0000,1.5901,0.2864,1.4264,1.49
1utc,21.2030,-33.9519,-5.4800,5.7991,0.0000,259.3218,0.0000,0.6825,12.0664,8.2959,4.55
1o9d,13.3309,-20.7086,-5.4800,8.8921,0.0000,116.0509,0.0000,0.8056,6.5722,10.9566,5.6
220l,21.8805,-21.9706,-5.4800,0.0000,0.0000,140.9453,0.0000,0.0901,0.0000,0.0000,3.4
1o8b,10.1509,-12.0220,-5.4800,4.4500,0.0000,32.4990,0.0000,1.7133,0.1578,4.7357,2.68
1vjc,4.6765,-10.4005,-5.4800,2.8079,2.0000,47.3815,0.0000,2.2143,3.5098,8.6178,3.58
5abp,26.2718,-26.3599,-5.4800,7.1738,0.0000,72.8503,0.0000,0.0048,0.0833,4.5329,6.64
1sri,20.4671,-36.1389,-5.4800,0.6921,0.0000,264.1661,0.0000,13.5153,2.1565,1.0000,6.08
1sts,-17.7527,3.9563,-5.4800,0.8856,0.0000,154.6228,0.0000,0.0000,13.7964,11.9082,5
1rgl,2.9711,-7.5722,-5.4800,3.8792,0.0000,15.2297,0.0000,3.7952,0.8059,4.9398,4.43
2fkf,10.2609,-11.3780,-5.4800,6.3691,0.0000,8.7575,0.0000,0.0777,1.0395,6.4060,2.92
1awi,12.4029,-39.0148,-5.4800,1.5533,0.0000,318.3145,0.0000,2.4111,24.2008,3.4750,4.05
1zsr,22.5717,-42.1203,-5.4800,6.1448,0.0000,286.8567,0.0000,10.4258,9.1229,6.8146,9.82
2g00,36.5882,-48.4703,-5.4800,2.5563,0.0000,320.8903,0.0000,6.1428,5.7394,1.2078,9.74
1ga8,2.4340,-3.3520,-5.4800,1.3102,0.0000,103.9968,0.0000,0.0605,0.8575,7.2936,1.8
1ws5,13.0836,-14.8754,-5.4800,3.0253,0.0000,81.0459,0.0000,1.7640,0.0278,3.9811,3.03
1rej,29.4189,-31.4218,-5.4800,2.2388,0.0000,217.0159,0.0000,1.2560,0.7468,2.7057,8.3
3pcb,13.1218,-16.7252,-5.4800,0.2046,0.0000,112.1528,0.0000,3.6031,0.0002,1.0000,2.4
1me8,13.0317,-13.8680,-5.4800,5.1309,0.0000,35.4582,0.0000,0.1201,0.7162,5.0382,7.19
1b6m,42.4681,-49.8277,-5.4800,5.8521,0.0000,281.5608,0.0000,1.8419,5.5178,3.1800,8.4
1gz9,3.2504,-4.4135,-5.4800,3.6266,0.0000,116.2161,0.0000,0.0383,1.1249,10.4596,3.51
5tln,19.5598,-27.8898,-5.4800,1.9684,2.0000,123.2502,0.0000,6.0871,2.2429,4.1582,6.37
1sgx,8.2905,-9.8232,-5.4800,4.3874,0.0000,21.7913,0.0000,0.2715,1.2613,5.0235,5.8
1owd,25.2048,-28.1475,-5.4800,3.7453,0.0000,116.7750,0.0000,0.1096,2.8331,1.3689,8.2
2a31,1.7877,-4.0949,-5.4800,1.0429,0.0000,33.8540,0.0000,1.3703,0.9369,3.4489,1.01
1w1g,-9.6122,1.7167,-5.4800,5.5612,0.0000,25.9776,0.0000,1.4274,6.4681,11.2541,7.68
1f9g,-1.5843,1.0559,-5.4800,0.0721,0.0000,23.2610,0.0000,0.0000,0.5283,3.7102,1.28
2ff1,27.6295,-29.1650,-5.4800,1.4663,1.9399,138.9379,0.0000,1.3599,0.1755,3.5805,8.21
1rbo,7.9811,-12.7895,-5.4800,8.0255,0.0000,33.1309,0.0000,2.0783,2.7300,9.1296,12.72
1b11,20.0238,-23.8787,-5.4800,4.3424,0.0000,113.5773,0.0000,0.1539,3.7011,3.6694,7.39
1c4v,28.7772,-42.1626,-5.4800,3.1142,0.0000,286.5798,0.0000,7.7739,5.6115,2.8315,10.8
1gzc,1.7440,-2.8391,-5.4800,2.7175,0.0000,80.1866,0.0000,0.3145,0.7806,8.2419,3.49
2c4v,12.8370,-19.1514,-5.4800,6.3048,0.0000,36.2011,0.0000,5.1320,1.1824,4.5399,2.6
1sc8,16.2821,-24.6563,-5.4800,5.1754,0.0000,138.6947,0.0000,6.0928,2.2814,5.6004,7.44
1ow4,31.7866,-37.8382,-5.4800,0.6072,0.0000,259.2332,0.0000,0.8906,5.1610,0.0000,5.68
1gz3,-7.0740,3.5656,-5.4800,2.5188,0.0000,39.3409,0.0000,0.1819,3.3265,8.6178,3.7
1cim,23.2602,-28.0792,-5.4800,1.2417,1.5400,78.3411,0.0000,3.6644,1.1546,0.0000,8.82
1gt1,33.6745,-35.4882,-5.4800,0.0000,0.0000,256.4803,0.0000,1.8137,0.0000,0.0000,6
1z3v,-2.3899,1.4153,-5.4800,1.2541,0.0000,85.5999,0.0000,0.0310,0.9436,8.2419,4.11
1x9d,33.6083,-35.9456,-5.4800,6.2852,1.9949,134.2279,0.0000,1.1445,1.1928,7.1331,3.96
1b74,-9.7386,-0.5672,-5.4800,0.0000,0.0000,24.4994,0.0000,10.1102,0.1955,3.0388,1.3
1gi9,7.4071,-10.8475,-5.4800,0.0641,0.0000,89.8844,0.0000,1.1685,2.2718,2.0949,5.22
1db1,48.1840,-49.4324,-5.4800,2.0286,0.0000,379.2977,0.0000,0.0516,1.1968,2.8128,9.26
1lox,28.2018,-32.0055,-5.4800,0.0000,0.0000,256.6133,0.0000,2.6752,1.1284,1.3665,5.52
1njj,-4.7936,-5.5954,-5.4800,2.9427,0.0000,77.0746,0.0000,5.9056,4.4834,7.3168,2.1
1me7,11.7707,-14.0024,-5.4800,5.1211,0.0000,36.8871,0.0000,1.4510,0.7806,5.0382,7.19
1a0q,24.6738,-26.6414,-5.4800,2.3691,0.0000,194.5790,0.0000,0.0815,1.8861,3.7177,7.57
1cil,21.9761,-23.9230,-5.4800,1.1765,1.1607,91.6447,0.0000,0.6718,1.2751,1.2532,9.43
1tvo,30.4555,-32.0518,-5.4800,2.5007,0.0000,155.7209,0.0000,0.0688,1.5275,0.0000,6.85
1mj7,28.8014,-33.5813,-5.4800,2.4346,0.0000,271.8900,0.0000,1.1775,3.6024,4.6256,8.35
1jmi,9.4976,-11.2018,-5.4800,3.1442,0.0000,40.0464,0.0000,0.0275,1.6768,3.6973,6.06
1cin,22.2321,-24.7662,-5.4800,1.2924,1.3027,82.6861,0.0000,1.2989,1.2352,1.0000,8.73
1sle,9.0734,-12.8089,-5.4800,0.0000,0.0000,152.9277,0.0000,1.1478,2.5877,4.1264,6.17
1w2g,17.5510,-19.6310,-5.4800,2.5426,0.0000,107.9974,0.0000,1.7688,0.3112,2.7253,4.57
1pu7,12.5163,-12.5540,-5.4800,0.0240,0.0000,59.7751,0.0000,0.0377,0.0000,0.0000,3.1
1xbb,19.6873,-27.7165,-5.4800,0.3195,0.0000,206.6833,0.0000,3.2822,4.7470,1.1768,5.3
1ce5,15.6571,-16.2220,-5.4800,1.6849,0.0000,65.5926,0.0000,0.2386,0.3263,1.0000,4.74
1gj4,21.7581,-31.8385,-5.4800,1.9193,0.0000,205.3233,0.0000,5.8832,4.1972,1.5917,4.07
1a1c,17.2952,-23.7828,-5.4800,5.0194,0.0000,134.8875,0.0000,2.4786,4.0090,5.5640,6.4
11gs,14.4160,-24.5749,-5.4800,5.1506,0.0000,194.7043,0.0000,4.4424,5.7164,8.1595,5.82
1wvc,-5.4152,-15.0790,-5.4800,4.3246,1.4600,59.5787,0.0000,16.0266,4.4675,8.0546,4.46
1vj9,25.6762,-31.4751,-5.4800,5.9647,0.0000,174.7991,0.0000,2.5663,3.2327,5.6166,7.55
1w0y,21.5645,-24.6392,-5.4800,1.3398,0.0000,202.9544,0.0000,0.2202,2.8546,3.5396,6.42
1rdt,47.6169,-49.7923,-5.4800,1.4336,0.0000,359.6920,0.0000,1.5644,0.6110,1.0000,6.7
1rzx,10.0762,-15.8046,-5.4800,4.5200,0.0000,169.0571,0.0000,0.3086,5.4198,9.5905,4.1
1meu,37.2381,-41.2320,-5.4800,2.7155,0.0000,325.2124,0.0000,1.3623,2.6317,4.4404,6.1
1z1r,33.5969,-39.8526,-5.4800,4.6057,0.0000,237.9597,0.0000,1.2668,4.9889,3.4577,9.22
1hp0,24.0414,-27.9616,-5.4800,1.5167,1.9093,131.0138,0.0000,2.5379,1.3824,3.6820,6.7
1qi0,-4.2856,3.0298,-5.4800,0.9893,0.0000,79.3616,0.0000,0.3906,0.8652,8.2419,2.35
1sqn,38.1554,-38.2678,-5.4800,0.8543,0.0000,277.7311,0.0000,0.1124,0.0000,1.0000,9.4
2ada,12.4405,-18.4192,-5.4800,2.5018,1.0000,75.3255,0.0000,5.2436,0.7351,4.0077,13
1aj6,11.3935,-16.7734,-5.4800,1.8369,0.0000,138.3786,0.0000,1.2287,4.1512,4.3094,5.92
1o2k,11.4849,-18.3226,-5.4800,1.4798,0.0000,123.7475,0.0000,4.1072,2.7305,2.5697,6.92
1zky,30.3054,-32.0927,-5.4800,0.8612,0.0000,248.3201,0.0000,0.0901,1.6972,2.0770,6.25
2cji,21.1539,-28.5403,-5.4800,0.0634,0.0000,226.7844,0.0000,4.6699,2.7165,1.4396,8.22
2gh7,30.7313,-31.3154,-5.4800,2.9623,0.0000,190.5232,0.0000,0.1103,0.4738,2.4805,13
1udt,28.7161,-33.9627,-5.4800,1.4705,0.0000,236.5004,0.0000,1.3059,3.9407,1.6013,9.3
1q66,29.6621,-36.1683,-5.4800,5.0060,0.0000,160.4673,0.0000,5.4195,1.0868,1.8775,5.77
1y3g,28.3748,-34.9745,-5.4800,5.2637,1.0000,157.9542,0.0000,1.1393,5.4605,4.9206,7.4
1lf9,16.6043,-21.6686,-5.4800,7.7295,0.0000,219.2319,0.0000,0.4787,4.5857,13.7804,12
2fgi,20.2638,-29.1064,-5.4800,0.9671,0.0000,230.4173,0.0000,3.2381,5.6045,2.5635,7.34
1ux7,9.3436,-10.9073,-5.4800,0.0000,1.7410,70.5072,0.0000,0.0000,1.5638,5.2032,3
1h1p,18.1650,-18.9179,-5.4800,2.8827,0.0000,74.0416,0.0000,0.0015,0.7514,1.8958,4.92
1vjd,-8.5573,-2.5605,-5.4800,4.0566,0.0000,47.8014,0.0000,8.0046,3.1132,8.6178,3.54
1rdl,6.9817,-8.4209,-5.4800,0.2722,1.9387,16.6290,0.0000,1.3742,0.0651,4.5329,2.24
1jwt,9.7705,-24.2931,-5.4800,1.8433,0.0000,192.9195,0.0000,5.4424,9.0801,3.8732,7.85
1uxa,-10.2640,7.3587,-5.4800,1.8180,0.0000,63.1550,0.0000,0.1678,2.7375,10.2734,2.3
1vot,28.6481,-29.3068,-5.4800,0.0000,0.0000,203.6475,0.0000,0.6586,0.0000,0.0000,6.6
1rdj,7.7188,-11.1904,-5.4800,0.0862,1.9559,14.3098,0.0000,3.4716,0.0000,3.1429,1.66
1qy5,8.1849,-8.7772,-5.4800,1.9861,0.0000,50.1443,0.0000,0.0015,0.5908,3.5951,6.7
1qiw,38.2523,-44.7908,-5.4800,0.9122,0.0000,359.0033,0.0000,2.0671,4.4714,2.2419,7.74
1lor,32.9817,-36.0407,-5.4800,10.9125,0.0000,54.9613,0.0000,0.7293,2.3297,4.8115,11.06
1kll,3.8136,-4.6025,-5.4800,0.8527,0.0000,65.7587,0.0000,0.0000,0.7889,4.4606,5.2
3pcc,20.0866,-23.1217,-5.4800,0.3590,1.0000,110.8756,0.0000,3.0331,0.0020,1.0000,3.62
1rek,47.8054,-52.3587,-5.4800,4.8671,0.0000,328.0320,0.0000,1.4025,3.1509,3.0302,6.7
2h6q,-4.7207,-1.8159,-5.4800,3.3561,0.0000,189.0055,0.0000,0.0515,6.4851,14.4482,5.11
1h1h,-0.6115,-1.4910,-5.4800,3.1945,0.0000,4.1787,0.0000,0.4904,1.6121,5.9171,5.22
1wei,4.0063,-6.7240,-5.4800,0.0223,0.0000,9.9948,0.0000,2.7177,0.0000,0.0000,9
1vkj,11.8422,-16.0307,-5.4800,5.7045,0.0000,56.7981,0.0000,2.4541,1.7344,5.9171,4.85
1apb,22.2056,-22.3328,-5.4800,4.9495,0.0000,71.5140,0.0000,0.1272,0.0000,3.1429,5.82
1hn2,33.6671,-35.2606,-5.4800,0.0000,0.0000,254.5351,0.0000,1.5935,0.0000,0.0000,6
1vwn,7.4876,-20.3684,-5.4800,0.4293,0.0000,222.0631,0.0000,5.9128,6.9679,4.8933,5.82
1m6p,21.5560,-22.9306,-5.4800,6.2556,0.9986,39.1249,0.0000,1.0920,0.2826,5.4853,5.1
1ody,40.7431,-50.4998,-5.4800,7.1536,0.0000,305.4197,0.0000,4.2694,5.4874,5.7060,8.1
1w8m,10.7073,-13.8352,-5.4800,1.5846,0.0000,51.6711,0.0000,1.5599,1.5681,1.1652,1.6
1p28,7.5176,-7.5425,-5.4800,0.0000,0.0000,49.0808,0.0000,0.0000,0.0249,1.4375,5.42
1eix,21.5677,-25.0682,-5.4800,7.5959,0.0000,55.8597,0.0000,1.9471,1.5534,4.8115,11.06
1qsc,1.8344,-12.3932,-5.4800,4.5792,0.0000,158.6888,0.0000,1.6332,8.9257,10.5266,3.68
1qca,29.7345,-40.0597,-5.4800,0.7365,0.0000,329.9761,0.0000,3.4361,6.8892,2.5341,5.27
1y2f,16.7106,-20.4601,-5.4800,0.0000,0.0000,157.2613,0.0000,2.0150,1.7344,1.3357,4.92
1ent,14.8320,-28.4776,-5.4800,3.4323,0.0000,214.4093,0.0000,6.0876,7.5580,5.2938,6.96
1cea,9.4741,-13.3492,-5.4800,1.0950,0.0000,93.0897,0.0000,2.8014,1.0737,2.6092,4.96
2bmz,-0.9521,-0.6839,-5.4800,1.8559,0.0000,45.7621,0.0000,0.8631,0.7729,6.3863,3.7
6abp,24.2813,-24.3431,-5.4800,6.1287,0.0000,57.3776,0.0000,0.0617,0.0000,3.2500,6.36
2bjm,29.4849,-34.6488,-5.4800,0.0000,0.0000,271.1865,0.0000,5.1640,0.0000,1.0000,3.7
2hh5,30.8739,-39.8789,-5.4800,3.0857,1.0000,235.9947,0.0000,4.6965,4.3085,3.7300,7.49
6fiv,21.2489,-25.3568,-5.4800,4.6074,0.0000,118.6456,0.0000,0.4960,3.6119,3.6694,8.08
4fiv,52.4127,-61.2297,-5.4800,9.1944,0.0000,338.8677,0.0000,3.6529,5.1641,5.7060,6.52
1umw,0.9773,-14.4592,-5.4800,5.6607,0.0000,140.1852,0.0000,1.5514,11.9305,10.2849,6.55
1bap,22.5820,-22.8472,-5.4800,5.6695,0.0000,57.7017,0.0000,0.2652,0.0000,3.2500,6.85
1y2g,17.6988,-21.4567,-5.4800,0.0000,0.0000,136.5532,0.0000,0.0202,3.7376,0.0000,4.08
1gah,22.6839,-27.4228,-5.4800,9.0414,0.0000,230.9627,0.0000,0.0383,4.7007,13.7804,12
2c3j,24.5426,-24.8433,-5.4800,2.0204,0.0000,107.8225,0.0000,0.3007,0.0000,0.0000,6.18
1rdn,6.8095,-9.1584,-5.4800,0.0690,1.9559,21.4490,0.0000,2.3204,0.0285,4.2405,1.84
1o2s,14.6176,-16.8062,-5.4800,1.5719,0.0000,88.2866,0.0000,0.3563,1.8323,1.6616,5.47
5fiv,21.8412,-23.8537,-5.4800,4.3143,0.0000,114.1679,0.0000,0.1802,1.8324,3.6694,7.66
1o3h,20.0136,-21.7937,-5.4800,2.1228,0.0000,114.0802,0.0000,0.0998,1.6803,1.6109,7.3
