name,GBVIWSA_dG,coul,sol,vdw,sa,affinity
2j9n,-5.71248,-8.01715,7.18728,-2.00356,-0.786537,4.7
3d20,-9.80267,-3.48089,3.43089,-5.09583,-2.56433,8.3
3o6m,-10.431,-8.22316,7.09043,-5.36988,-1.83592,7.48
1utc,-10.5499,-16.8336,15.8404,-5.23991,-2.22427,4.55
1wei,-3.61622,-0.74146,1.05189,-1.41462,-0.419507,9
3tei,-2.33346,-3.54026,3.25965,1.74035,-1.70069,6.3
2z8e,-5.12241,-8.21808,7.81311,-1.90603,-0.718905,8
3pb3,-8.44339,-7.15202,5.69479,-3.34282,-1.55082,6.22
1udt,-8.44802,-4.05866,3.93517,-4.93753,-1.2945,9.3
1gz3,-8.53367,-23.1461,22.4568,-4.53431,-1.21749,3.7
3dcw,-7.7902,-11.4181,8.96628,-2.25551,-0.990369,9
3iqh,-6.98041,-12.7021,12.1118,-3.1011,-1.19651,4.59
1bcj,-5.47388,-4.84887,3.13395,-0.929408,-0.737044,3.7
2v83,-13.6627,-25.6401,23.4182,-6.61811,-2.73009,4.47
1byk,-7.81061,-22.6964,19.2469,-0.313249,-1.95541,5
2yiv,-4.41609,-0.46194,0.627301,-1.27021,-1.21873,2.78
1oko,-4.45021,-2.91998,0.787667,0.6082,-0.833591,4.54
2qoa,-3.3392,-3.33619,4.74888,-1.79441,-0.864979,7.28
1jmi,-7.58156,-42.9097,41.221,-2.79808,-1.00236,6.06
1n7m,-8.28935,-4.6721,4.72234,-4.63761,-1.60947,5.71
4as6,-5.39253,-2.66073,2.7139,-2.763,-0.590196,6.4
4f20,-12.1337,-3.96345,1.9934,-5.28258,-2.78859,3.29
3n0h,-7.43929,-7.92057,6.94461,-2.64731,-1.7235,6.21
1xr8,-18.2902,-41.286,37.5572,-8.8117,-3.65719,6.7
3omc,-8.46611,-10.7521,10.4549,-4.29193,-1.78449,5
1ofz,-5.11007,-2.73437,1.5873,-1.24237,-0.628125,4.62
4afh,-9.47504,-3.23694,2.99636,-4.92417,-2.21777,9.54
4f9v,-8.59965,-6.1131,3.58193,-3.0256,-0.950364,6.03
2xxw,-6.84658,-12.4744,10.9892,-2.17893,-1.08994,6.41
4ea1,-6.50901,-16.1224,15.6985,-2.46521,-1.52738,6.44
4fbe,-8.07507,-6.81193,5.09293,-3.40196,-0.861591,6.99
1q95,-10.6552,-88.8236,84.143,-1.94465,-1.93751,7.57
2itk,-6.77702,-25.8447,24.5786,-2.15673,-1.26162,7.69
1gz9,-6.96541,1.15549,-2.24584,-2.60779,-1.17476,3.51
3dvp,-9.90512,-17.2939,15.2371,-3.46563,-2.29026,5
2er9,-11.2441,-18.5564,18.1091,-5.61058,-3.09365,7.4
2nnp,-11.4014,-11.1979,11.0629,-6.6474,-2.52644,8.37
2hs2,-9.35037,-4.32405,3.95965,-4.68142,-2.21204,8.31
3iqi,-7.74617,-8.53608,7.769,-3.70232,-1.18425,4.41
2o1c,-3.32439,-9.95298,7.96683,1.40138,-0.647106,4.72
1slg,-9.26658,-10.334,9.83533,-5.02255,-1.65284,3.9
1ebg,-16.1047,-65.0373,52.6461,0.163304,-1.7843,10.82
1g3c,-13.2559,-36.5558,27.5146,-1.06048,-1.06171,5.8
2f5t,-9.86443,-4.38742,2.35172,-3.56433,-2.17188,5.17
4aph,-9.61104,-13.1738,10.7197,-1.48259,-3.58184,5.4
4aa1,-11.2383,-14.0393,12.1392,-4.43545,-2.81031,4.12
1h1p,-6.4437,-1.93387,1.56074,-2.97856,-0.999504,4.92
3b1m,-8.70486,1.98265,-1.52624,-5.14907,-1.91969,8.48
2pog,-7.02803,-1.79293,1.10602,-2.72154,-1.52707,9.54
3d6q,-4.92647,4.292,-4.77167,-1.8184,-0.535886,3.76
3twp,-4.39432,-3.07217,2.87179,-1.61426,-0.487162,3.92
3ozs,-16.193,-35.2575,27.5601,-4.4748,-1.92832,5.33
1c5z,-4.76787,-6.08816,5.09738,-1.04631,-0.638263,4.01
1z9g,-8.94475,-17.2408,13.1936,-1.65589,-1.14923,5.64
3oe4,-16.775,-34.3851,26.171,-4.39369,-2.07468,7.47
2vkm,-12.6259,-10.8374,10.3558,-6.46206,-3.60634,8.74
1owh,-6.94094,-15.7194,14.6334,-2.82936,-0.933106,7.4
1qkt,-6.87356,-1.05428,0.716411,-3.07416,-1.36903,9.04
1o0h,-7.73134,-50.6347,47.852,-1.76656,-1.08955,5.92
3dx2,-8.28231,-16.3124,12.432,-0.769703,-1.53967,6.82
3n76,-8.60812,-7.98983,6.179,-2.61356,-2.09122,6.85
2zb1,-7.81935,-3.72905,3.70278,-3.76557,-1.93501,6.32
3b27,-5.77809,-1.41007,1.38235,-2.88768,-0.770187,5.16
4e5w,-9.50624,-0.575928,0.286919,-5.20379,-1.92093,7.66
3b5r,-8.77368,-4.84121,4.63658,-4.07994,-2.3966,8.77
1nc1,-5.60207,0.428349,-0.850234,-1.10735,-1.98032,6.12
2wer,-6.86345,2.51437,-2.6491,-3.29571,-1.3405,7.05
1gpn,-7.16042,-5.01091,4.92706,-3.54416,-1.43989,6.48
3dx1,-7.17745,-11.9476,8.56057,-0.534512,-1.16337,3.58
1k1i,-8.10199,-16.1545,14.7722,-3.44906,-1.17809,6.58
3uev,-6.24006,-1.72362,1.76142,-2.54439,-1.64095,5.89
2r9w,-5.63861,-5.01267,4.64284,-1.95323,-1.22304,5.1
1y6r,-8.471,-4.55142,3.69669,-3.78616,-1.73759,10.11
3prs,-10.6738,-14.4626,14.405,-5.93842,-2.58525,7.82
2xj7,-7.47793,-9.82288,8.58641,-2.80701,-1.34179,6.66
3fv2,-10.019,-23.669,21.0328,-3.10977,-2.18049,8.11
2w4x,-5.91764,-2.54061,1.40345,-1.71435,-0.97362,4.85
4de3,-6.75928,-11.3899,10.5571,-2.68819,-1.14581,5.52
3up2,-7.61321,-6.36754,5.94756,-3.47041,-1.63031,7.4
2zda,-8.7805,-10.1123,9.03205,-3.89677,-1.71096,8.4
2fxs,-6.53084,-3.88204,3.41671,-2.82114,-1.15186,6.06
1lpg,-9.33568,-11.9214,11.1747,-4.51778,-1.97868,7.09
3qqs,-5.89853,-14.7096,13.5562,-1.51487,-1.13776,5.82
2qbq,-6.62006,-26.4362,25.6083,-2.18429,-1.51531,7.44
1bzc,-7.66876,-32.9514,32.1536,-2.95596,-1.82245,4.92
1pxn,-6.88558,-3.15589,2.6393,-2.77232,-1.50416,7.15
1z6e,-9.24619,-13.0961,12.8723,-5.37346,-1.55643,9.72
4eo8,-7.60473,-6.78508,6.53932,-3.60484,-1.66162,8.15
2wvt,-5.95229,-8.35705,6.48358,-0.866395,-1.11992,6.12
3nx7,-11.0758,-15.3423,10.4153,-3.02686,-1.02951,8.1
1syi,-7.9706,-15.0368,12.8659,-2.0017,-1.70548,5.44
3uuo,-6.05377,-1.16951,1.02682,-3.01265,-0.80592,7.96
2p15,-10.0288,-1.25398,0.768692,-4.92772,-2.52323,10.3
2j7h,-5.40267,-17.1675,15.2717,-0.497871,-0.916533,7.19
2br1,-7.03195,-3.16082,3.06661,-3.62433,-1.2209,5.14
3syr,-8.48219,-11.8919,10.4029,-2.69872,-2.20199,5.1
3g31,-3.84972,-3.08272,3.03577,-1.33349,-0.376779,2.89
2xii,-8.21339,-9.65092,8.14779,-2.92203,-1.69572,7.2
1p1n,-7.3936,-10.9016,9.431,-2.64738,-1.18314,6.8
3coz,-9.39556,-7.36991,6.49923,-4.3831,-2.04927,5.57
2wnc,-7.11311,-5.22695,4.94081,-3.53772,-1.19673,6.32
3qgy,-6.82919,0.149624,-0.223229,-3.41336,-1.24971,7.8
4eky,-8.4091,-8.86694,7.79548,-2.3027,-2.94242,3.52
3fur,-9.22677,-5.1676,5.06229,-5.18056,-1.84839,8
3e5a,-6.29395,3.63124,-3.94578,-2.10745,-1.77944,8.23
3bgz,-6.92586,-4.81571,4.46132,-3.15033,-1.32863,6.26
2zy1,-7.79874,11.6393,-12.0416,-3.83509,-1.46889,7.4
3r88,-5.4472,-8.47233,8.27349,-2.37834,-0.777508,4.82
3pyy,-7.38755,-1.13022,1.06825,-3.62491,-1.60815,6.86
4f09,-6.58431,0.260846,-0.381469,-3.20937,-1.16181,6.7
1s38,-7.01238,-13.7395,12.4154,-2.55922,-1.03655,5.15
4agq,-7.57887,-6.7789,6.75782,-4.25891,-1.20638,5.01
1ydt,-8.48711,-8.57123,8.1896,-4.15774,-1.85522,7.32
3rsx,-6.08124,-8.04734,7.24936,-2.27412,-0.916631,4.41
3rr4,-7.14041,-8.10056,6.93048,-2.61994,-1.25788,4.55
1nc3,-7.87208,-1.84422,0.661401,-2.83621,-1.76054,5
4agn,-6.87528,-9.72287,9.54765,-3.53238,-1.07516,3.97
4ea2,-7.51659,2.63426,-2.48514,-3.53136,-2.04185,6.44
1qf1,-12.2283,-18.6307,13.7304,-3.42603,-1.80943,7.32
2cbv,-6.26425,-21.3984,19.0708,-0.587446,-1.2567,5.48
3gc5,-9.04191,-29.299,26.9282,-3.15007,-1.42855,7.26
3jvr,-6.60464,0.572418,-0.784846,-3.16476,-1.13494,5.72
5tmn,-12.8752,-25.1154,20.7677,-4.67847,-1.75641,8.04
3ui7,-6.82186,-0.47712,0.343993,-3.35917,-1.23705,9
3uew,-6.48892,-3.24823,3.34947,-2.68055,-1.8171,6.31
4e6q,-7.59216,1.79684,-1.79003,-4.15737,-1.34909,8.36
4agp,-7.60839,-7.21727,7.16366,-4.22707,-1.2352,4.69
3cj4,-6.38929,-13.1246,11.985,-1.5991,-1.55803,6.51
3rlr,-7.14617,-3.88292,3.6782,-3.42235,-1.4266,7.52
2qnq,-7.63216,-10.4253,9.94581,-2.73763,-2.32255,6.11
3u5j,-6.28089,-2.63554,2.57002,-3.06291,-1.05995,5.61
3nq9,-4.05624,-3.07375,3.17776,-1.40345,-0.66428,4.03
3e92,-9.15778,-3.22075,2.86634,-4.58694,-2.12393,8
3b65,-9.44425,-3.79513,3.67335,-4.93985,-2.29011,9.27
3gv9,-4.86954,-10.5586,9.68027,-1.14921,-0.749496,2.12
1h22,-9.43511,-10.2804,9.95925,-5.03053,-1.99093,9.1
1ydr,-6.94473,-9.49064,9.18859,-3.02884,-1.52133,5.52
3f3d,-6.54925,-8.02225,7.09346,-2.10069,-1.42726,7.16
3kr8,-7.36406,-1.40269,1.37114,-3.79176,-1.44824,8.1
3p5o,-7.11676,-3.50513,3.45986,-3.63892,-1.34006,7.3
2qe4,-6.86964,-2.79873,2.48087,-2.8047,-1.65457,7.96
2wn9,-6.63515,-6.62502,6.01785,-2.6539,-1.28158,8.52
1eby,-11.4107,-2.22716,1.99409,-6.48202,-2.60313,9.7
4hge,-7.53444,-3.7451,3.59094,-3.74686,-1.54091,7.92
3ryj,-6.23668,-4.02158,3.30228,-2.3227,-1.10218,7.8
3gr2,-4.28503,-6.33456,5.98374,-1.28041,-0.561293,2.52
3zt2,-6.60014,-2.33787,1.89025,-2.84174,-1.21826,2.84
1xh5,-11.2769,-16.8239,15.8231,-5.76122,-2.42239,5.47
3s6t,-7.57593,-3.95551,2.60384,-3.03804,-1.09371,7.35
3b67,-9.67239,-6.54926,6.15941,-4.68987,-2.50017,8.85
3fas,-7.46539,-9.37115,7.16857,-1.79842,-1.37187,6.77
3m3z,-3.19594,-3.7937,2.63903,1.34436,-1.29313,5.73
2uyq,-5.07432,-1.31491,0.879354,-1.81587,-0.730381,5.68
3djo,-4.98997,-21.1488,19.4744,-0.460782,-0.762222,4.39
1b05,-11.5022,-27.4396,25.0154,-4.35462,-2.63088,7.12
3iph,-8.62423,-1.39162,1.13105,-4.27373,-1.99742,7.6
2iuz,-8.01287,-5.55518,5.70481,-4.67716,-1.39283,5.55
4g0q,-6.52731,-37.3701,34.8871,-1.07721,-0.8746,2.52
3p9m,-14.1374,-16.3169,13.7271,-6.32174,-3.13344,5
2wzs,-5.33117,-10.99,9.03479,-0.0820609,-1.2014,3.85
2zxg,-12.8316,-20.6919,15.5566,-3.53753,-2.06619,8.82
1usn,-5.80193,-2.44402,2.05231,-2.57162,-0.746098,7.74
2psu,-9.83276,-3.29728,3.14984,-5.28311,-2.3097,7.62
1odj,-7.31203,-6.73755,6.182,-3.21257,-1.4514,4.1
3daz,-6.91756,-2.08074,0.671583,-2.63515,-0.78074,7.93
3rz1,-5.90274,-3.61648,3.32811,-2.31916,-1.20271,8.74
2qx0,-6.31879,-9.01781,7.66119,-2.03437,-0.835285,6.11
3fvn,-8.73037,-15.2379,13.1581,-2.40671,-2.15131,6.77
3f70,-4.26321,-12.0179,11.4408,-1.15199,-0.441604,4.85
2gj5,-5.09447,-0.876506,1.15863,-1.36665,-1.91744,8.32
1szd,-9.89618,-3.9631,2.99627,-5.25733,-1.57952,4.54
1d4y,-9.56306,0.25371,-0.668564,-5.25434,-1.80136,11.1
3rm4,-7.76116,-18.2502,17.3757,-3.2107,-1.58337,5.77
1wm1,-5.22476,-10.1542,9.76553,-1.09598,-1.64756,6.3
2y7x,-9.2502,-5.54196,5.47102,-5.30111,-1.78564,8.89
2ans,-5.03272,-4.15123,4.27202,-2.24267,-0.818327,5.92
1td7,-5.21599,-4.54261,4.65686,-2.33793,-0.899794,4.37
2wc4,-8.07622,-13.5054,11.6385,-2.24134,-1.87541,5.29
2xde,-7.15188,-2.54484,2.05244,-2.96615,-1.60083,5.47
1d09,-9.51773,-81.2624,76.1096,0.0798803,-2.35221,7.57
3ozj,-2.47878,1.36506,-1.20458,1.00537,-1.55211,5.11
3a2o,-11.2661,-3.23513,3.05788,-6.40386,-2.59244,9.08
4a6l,-8.25345,-7.71792,7.27972,-3.80755,-1.91519,8
3jyr,-12.1828,-11.2945,8.36421,-4.74408,-2.41586,5.54
2pqz,-9.16401,-6.50583,6.02317,-4.51463,-2.0742,5.67
1yda,-3.92581,-6.3726,6.40233,-1.08896,-0.77406,6.55
1mfi,-3.87574,-12.7924,11.4644,0.81985,-1.27511,5.59
2qtt,-7.61583,-1.78071,0.922324,-3.02255,-1.64238,4.32
2ha2,-6.06966,-9.65917,9.57113,-3.07623,-0.812887,4.66
1nw5,-9.09267,-10.6797,9.09166,-3.35389,-2.05818,5.21
2exm,-5.87654,-1.32839,1.06571,-2.45028,-1.07107,4.11
3p58,-7.43272,-11.8079,9.81901,-2.23043,-1.1209,7.6
1ec3,-11.4141,-7.29447,6.86906,-5.97963,-2.91656,9.04
3r16,-3.68178,-2.78943,4.37071,-2.33228,-0.838282,7.3
3nb5,-5.65311,-5.49509,5.296,-2.4588,-0.902712,7.74
1o7o,-11.6701,-45.196,39.2171,-1.86912,-1.72958,4.49
1fl3,-5.40721,1.92287,-1.34834,-2.38518,-1.50404,6.8
1xk5,-5.81941,-28.5689,27.8666,-1.90029,-1.12428,6
3sym,-8.81733,-12.2255,10.9442,-3.04162,-2.40191,4.57
3ta1,-10.0567,-35.2942,34.4017,-5.43663,-1.63506,3.25
3ipu,-9.36623,-6.19167,6.38655,-5.67011,-1.7985,7.32
2qwb,-6.48772,-5.93661,4.22328,-1.62373,-1.05815,2.74
3lzs,-9.47871,-0.392725,0.261851,-5.06482,-2.19052,10.96
3rdq,-6.90286,-2.37743,1.48087,-2.61172,-1.30207,9.31
2pwr,-11.1257,-13.1018,12.2777,-5.41946,-2.7897,6.59
3bbf,-8.06082,-25.2231,23.6962,-3.48967,-0.951685,5.28
1ax0,-5.49262,0.0209038,-0.727649,-1.83839,-0.854967,3.13
1yei,-8.49306,-13.3669,12.6111,-4.40613,-1.23858,7.46
1g7q,-10.1525,-23.0898,20.4762,-3.18553,-2.2608,6.06
3upv,-9.21878,-26.904,24.6388,-3.1694,-1.69168,5.3
1hmr,-7.22645,-12.2291,11.672,-3.27345,-1.30343,6.55
4djw,-6.86983,-4.0983,3.05996,-2.23745,-1.50153,6.28
1uou,-5.90286,-3.07968,2.60972,-1.66419,-1.6762,7.7
2p16,-9.17219,-2.94315,3.03344,-5.23434,-1.93563,10.1
1bcd,-5.49049,-12.277,10.7618,-1.16805,-0.714698,8.7
3iss,-9.76696,-24.8572,23.4991,-4.80425,-1.51197,6.05
3ckb,-6.00963,-0.691752,0.366321,-2.72924,-0.862449,2.98
1apv,-9.7061,0.21671,-1.03121,-4.61517,-2.18392,9
1i9p,-5.16619,-9.65159,7.67912,0.192655,-1.29386,8.41
2pyy,-6.87561,-7.34553,5.27961,-0.899802,-1.81738,4.6
1fhd,-7.04374,-16.3911,14.3171,-1.46476,-1.41246,6.82
1d3p,-9.17766,-10.0937,9.79586,-5.27083,-1.51644,7.39
4en4,-3.63949,-2.9964,3.17755,-1.05344,-0.6747,5.52
3rlq,-6.5459,-2.37834,2.21722,-3.14067,-1.1516,7.4
1qk3,-7.80407,-5.74854,3.93473,-2.65549,-1.24226,5.15
3sio,-9.53766,-4.1637,4.37255,-5.69449,-1.95951,8
1y3n,-7.64533,-17.0796,15.4898,-2.68472,-1.27838,5.55
1f4f,-6.31592,-7.64047,7.86569,-3.3088,-1.13983,4.62
2flr,-7.39768,-6.56364,5.82014,-2.99165,-1.57001,6.1
3pce,-7.50407,-31.7202,27.1521,0.420915,-1.26437,2
1ta6,-9.77458,-5.2965,4.87726,-5.43732,-1.8255,9.13
1fch,-10.3518,-21.0724,19.8085,-5.1127,-1.88264,7.15
1dl7,-5.3679,-3.48292,3.39504,-2.20988,-0.977641,6.49
1zoe,-5.93473,-0.631856,0.91674,-2.85202,-1.27508,7.4
1h4w,-5.47368,-7.21827,6.41715,-1.97522,-0.604833,4.66
4der,-4.67985,-3.76548,3.84807,-1.93561,-0.734322,6.31
2uy3,-5.28446,-2.84914,2.31282,-2.01701,-0.638618,3.22
1a1e,-8.18202,-21.1201,19.3323,-2.90204,-1.39972,6
1b5j,-12.5202,-33.37,30.6753,-4.91928,-2.81367,7.43
2c1p,-6.9611,2.28247,-2.35654,-3.46645,-1.32808,5.4
1jmg,-5.09499,-30.1412,29.1907,-0.504635,-1.54734,6.07
4tim,-3.58667,-22.4459,21.3861,0.458428,-0.892798,2.16
2nta,-6.98285,-17.034,16.3576,-2.75316,-1.46083,4.8
3t09,-5.91047,-7.26709,5.81424,-0.700377,-1.66474,3.8
3ozg,-7.81316,-14.9464,12.9707,-2.02201,-1.72293,9.19
3d50,-7.48896,-14.951,12.1642,-1.11573,-1.49389,4.77
2sim,-7.30232,-8.91821,7.34305,-2.76036,-0.874287,3.42
1bn1,-7.14184,-14.334,11.4784,-0.997514,-1.19612,9.34
2ygf,-8.97092,-10.1089,9.54269,-4.29199,-2.02016,5.09
3hit,-10.0119,-18.5446,16.5486,-4.13226,-1.79115,8.19
2xyf,-10.9268,-4.24488,3.78243,-5.58315,-2.7887,8.44
1o3j,-3.95226,-9.54145,8.29124,0.387999,-0.99755,6.77
2wos,-6.1779,-5.17783,5.18911,-3.15326,-0.943415,3.9
1tys,-9.42317,-43.5994,40.4787,-2.71949,-1.49051,5.49
1d4i,-11.9014,0.838612,-0.816166,-7.27156,-2.55979,8.85
1hpo,-8.85265,-4.0392,3.14402,-3.9859,-1.87907,9.22
2aoe,-13.1881,-14.7431,12.9085,-6.15481,-3.10614,7.62
1tok,-5.94053,-19.8114,17.8797,-0.971633,-0.944729,2.47
2q1q,-7.4672,-16.4509,13.5811,-1.5938,-0.911098,8.15
2pgz,-8.08753,-6.34507,5.9804,-4.27727,-1.35309,5.74
3gjw,-4.88741,-6.72538,6.04231,-1.17692,-0.934902,8.3
3le9,-10.1158,-8.72012,4.79088,-2.75869,-1.3353,8.22
3g30,-1.38622,-7.21693,6.04047,2.88782,-1.00506,2.51
1qb1,-4.73223,-8.00288,7.03127,-0.238129,-1.42999,6.77
1jmf,-6.09357,-38.3223,36.7408,-0.776073,-1.64356,5.77
2afx,-6.59179,-4.22609,1.94275,-1.60435,-0.61159,5.15
1ct8,-8.25722,-14.3471,13.2175,-3.48799,-1.54712,6.52
3uug,-6.83116,-2.92077,1.23213,-1.85357,-1.19644,4.51
3d0e,-11.1036,-17.9748,16.5669,-4.87099,-2.73226,8.4
1wcq,-7.7341,-15.6467,13.1515,-1.90364,-1.24268,6.26
3v51,-9.97083,0.721229,-0.699465,-5.36876,-2.53133,8.55
2q2a,-8.66055,-18.8329,16.059,-1.97315,-1.82096,7.41
2p3c,-9.29164,-6.22234,4.52014,-1.67757,-3.81936,7.62
2r2m,-8.16528,-1.87149,1.44654,-4.30703,-1.34079,7.33
2gst,-10.1262,-23.7906,21.654,-3.70169,-2.19534,6.07
4afg,-6.23589,-7.93296,7.57037,-2.82667,-0.954127,8.3
4e6d,-8.08613,-2.81993,2.46945,-3.93841,-1.70472,8.92
2qhy,-9.44672,-6.26556,6.06642,-4.71686,-2.43821,7.48
3ekp,-8.36604,-5.22844,5.34623,-3.94131,-2.45001,8.89
2we3,-14.6314,-63.4064,53.957,-1.7834,-1.30608,4.43
2vwm,-9.43339,-1.68524,1.80514,-5.52513,-1.93565,7.03
1oba,-3.80544,-0.0381405,-0.0126758,-1.38024,-0.281879,2.44
3d8z,-4.46339,7.38116,-7.39903,-1.79242,-0.560596,3.37
2bqv,-10.3977,-5.3131,5.55306,-6.37717,-2.16801,8.05
2vwn,-9.11553,-4.47222,4.46425,-5.2776,-1.73745,8
3su6,-11.5922,-10.4001,9.76085,-6.39297,-2.46751,6.02
1hpv,-9.0064,-2.79879,2.9271,-5.05482,-1.98738,9.22
1d9i,-5.34176,-10.3893,10.1954,-1.19712,-1.85823,9.11
2bes,-7.00583,-34.9969,32.9806,-2.12314,-0.773888,4.24
1phw,1.56297,-18.1877,18.5011,4.35281,-1.01065,3.3
4djo,-10.3742,-5.43139,5.26181,-5.72911,-2.38304,11.52
3sw8,-9.19324,-15.0593,10.856,-1.36298,-1.53438,4.5
2o8h,-6.83724,5.6427,-5.53291,-3.69509,-1.15943,7.6
4e4n,-8.42125,2.7916,-2.99398,-4.37667,-1.7497,9.05
1sw1,-6.11336,-4.45517,3.66751,-2.2879,-0.945289,7.3
