name,TOTAL_SCORE,SCORE_RB_PEN,SCORE_NORM_HEVATOMS,SCORE_NORM_CRT_HEVATOMS,SCORE_NORM_WEIGHT,SCORE_NORM_CRT_WEIGHT,SCORE_RB_PEN_NORM_CRT_HEVATOMS,SCORE_NORM_CONTACT,PLPtotal,PLPparthbond,PLPpartsteric,PLPpartmetal,PLPpartrepulsive,PLPpartburpolar,LIG_NUM_CLASH,LIG_NUM_CONTACT,LIG_NUM_NO_CONTACT,CHEMpartmetal,CHEMparthbond,CHEMparthbondCHO,DON,ACC,UNUSED_DON,UNUSED_ACC,CHEMPLP_CLASH2,TRIPOS_TORS,affinity
3pcb,-48.3938,-44.3938,-4.83938,-22.4624,-0.352956,-9.38497,-20.6058,-4.83938,-26.6942,0.46598999999999996,-31.2089,0.0,0.0,-0.00887485,2,8,0,0.0,-3.0270099999999998,0.0,1,3,1,2,0.0,0.000947523,2.4
1w8l,-49.7848,-49.7848,-4.97848,-23.108,-0.352558,-9.560369999999999,-23.108,-4.97848,-24.7983,-1.0,-25.5892,0.0,0.221811,0.0,1,9,0,0.0,-3.0,-2.76801,0,1,0,0,0.0,0.0,0.49
1qiw,-52.9548,-14.9548,-1.39355,-15.7511,-0.10207999999999999,-6.59047,-4.4482099999999996,-1.35782,-72.2168,-0.926275,-70.2418,0.0,0.0,0.0,4,34,0,0.0,-5.76564,0.0,4,2,3,2,0.0,21.5286,7.74
1joc,-67.2259,-51.2259,-3.3612900000000003,-24.7662,-0.20002899999999998,-9.66916,-18.8718,-3.3612900000000003,-30.1169,-11.0521,-13.4504,0.0,0.203193,0.0,1,19,0,0.0,-31.4459,0.0,4,10,2,5,0.0,6.60618,4.62
1q66,-91.9315,-81.9315,-4.17871,-32.8088,-0.29334,-13.5342,-29.24,-3.5358300000000003,-57.6712,-5.8497,-56.1647,0.0,1.16734,-0.0918077,6,16,0,0.0,-19.9503,0.0,6,2,2,1,0.0,1.7790599999999999,5.77
1owd,-84.0359,-72.0359,-3.00128,-27.6744,-0.22320700000000002,-11.638,-23.7226,-2.6261200000000002,-56.7587,-7.387110000000001,-40.4357,0.0,0.114775,0.0,0,28,0,0.0,-18.2953,0.0,8,2,4,1,0.0,5.03942,8.2
2bmz,-49.659,-29.659000000000002,-2.25723,-17.7224,-0.15219000000000002,-7.21318,-10.5848,-2.0691200000000003,-27.629,-6.89225,-18.2892,0.0,0.22711599999999998,-0.0422519,2,20,0,0.0,-10.0639,0.0,6,10,4,8,0.0,3.6739300000000004,3.7
1imx,-32.7139,35.2861,-0.5452319999999999,-8.35632,-0.037949000000000004,-3.43733,9.01336,-1.05529,-38.1332,-1.0,-33.5233,0.0,0.0102032,0.0,0,30,30,0.0,-2.54351,0.0,14,15,13,15,4.57838,11.5475,3.52
1vkj,-109.19,-95.1905,-4.04409,-36.3968,-0.258025,-14.5438,-31.7302,-3.89966,-64.4552,-11.1809,-46.5444,0.0,0.498533,0.0,3,24,0,0.0,-33.2928,0.0,5,11,4,6,0.0,2.59144,4.85
1hqg,-42.4086,-30.4086,-4.71207,-20.3879,-0.318445,-8.30452,-14.6189,-4.24086,-14.7721,-4.0724,-7.560389999999999,0.0,0.390913,-0.04699880000000001,0,9,0,0.0,-10.5923,0.0,6,2,5,0,0.0,1.34988,3
1rzx,-79.9443,-27.9443,-1.59889,-21.7002,-0.11183599999999999,-8.94098,-7.58525,-1.94986,-67.1986,-8.11738,-53.3978,0.0,0.408862,-0.050433099999999995,4,35,11,0.0,-21.0062,0.0,10,11,8,6,0.0,12.9249,4.1
1f9g,-33.2389,-23.2389,-2.76991,-14.5184,-0.18981099999999998,-5.94116,-10.1505,-2.76991,-16.1844,-0.106705,-11.3371,0.0,0.0415832,-0.0464569,0,12,0,0.0,0.0,0.0,3,6,3,6,0.0,1.54548,1.28
1hp0,-94.0549,-84.0549,-4.95026,-35.2477,-0.35191,-14.6015,-31.5001,-4.70275,-61.8578,-8.176680000000001,-51.0339,-2.0,0.36427,0.0,6,13,0,-12.0,-5.76417,0.0,7,5,5,4,0.0,1.2376200000000002,6.7
2gh7,-105.094,-95.0937,-6.56836,-41.7065,-0.43195100000000003,-16.8343,-37.738,-5.83854,-69.3676,-7.0,-54.8247,0.0,0.32151,0.0,1,15,0,0.0,-21.0,0.0,2,3,0,0,0.0,1.97996,13
1x9d,-93.7945,-69.7945,-3.9081,-32.5167,-0.251877,-13.0371,-24.1964,-3.23429,-51.4891,-11.0095,-36.5245,-2.0,0.12222000000000001,-0.0698796,4,20,0,-5.61106,-21.0,0.0,7,10,2,8,0.0,1.1304,3.96
1w6y,-61.3503,-59.3503,-3.06751,-22.6016,-0.23035999999999998,-9.53557,-21.8648,-2.92144,-37.8658,-1.47199,-38.944,0.0,0.0,0.156404,4,16,0,0.0,-5.25951,0.0,1,2,0,1,0.0,0.0,5.36
1rdn,-47.5453,-35.5453,-3.16968,-19.2787,-0.21493299999999999,-7.861510000000001,-14.4129,-3.39609,-17.972,-8.685889999999999,-7.734560000000001,-2.0,0.04896319999999999,0.0,2,13,0,-12.0,-0.161866,0.0,5,6,4,6,0.0,0.672326,1.84
8abp,-83.5677,-71.5677,-6.96397,-36.5015,-0.463863,-14.7964,-31.2601,-5.222980000000001,-40.8949,-10.5063,-23.3594,0.0,0.0990658,0.0,0,12,0,0.0,-24.2852,0.0,5,6,1,2,0.0,0.263378,8
1y2g,-52.2737,-46.2737,-2.0105299999999997,-17.6452,-0.15223,-7.46488,-15.6198,-2.0105299999999997,-48.1516,0.0,-44.1718,0.0,0.0,0.0,0,26,0,0.0,0.0,0.0,0,4,0,4,0.0,7.545719999999999,4.08
2f8i,-23.6857,-19.6857,-1.18428,-8.72588,-0.0771275,-3.5107,-7.252269999999999,-1.18428,-16.3522,-0.9803379999999999,-19.6933,0.0,0.0,0.0,4,16,0,0.0,-0.00900821,0.0,0,4,0,4,0.0,6.13126,7.26
1cin,-59.2204,-53.2204,-3.2900199999999997,-22.5968,-0.19078599999999998,-8.746410000000001,-20.3074,-3.2900199999999997,-30.7058,-2.87529,-26.8263,-1.61368,1.0815700000000001,-0.1,4,14,0,-12.0,-4.22636,0.0,3,5,3,2,0.0,3.2444599999999997,8.73
220l,-50.7188,-50.7188,-8.45313,-27.9116,-0.649342,-11.8651,-27.9116,-8.45313,-31.2827,0.0,-31.0403,0.0,0.0,0.0,1,5,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,3.4
2br6,-28.9628,-26.9628,-4.13755,-15.1406,-0.283632,-6.19649,-14.095,-3.62035,2.02964,-1.45383,-8.56016,-2.0,4.66046,0.0,4,3,0,-9.13761,-2.38794,0.0,3,2,2,0,0.0,0.0,2.96
1pu8,-63.7582,-63.7582,-5.3131900000000005,-27.849,-0.393123,-11.6914,-27.849,-5.3131900000000005,-44.6174,-1.0,-36.8961,0.0,0.122602,0.0,2,10,0,0.0,-2.16587,0.0,3,2,3,1,0.0,0.0,3.1
1eix,-104.859,-92.8586,-4.7663,-37.4223,-0.311006,-15.0658,-33.1397,-4.19434,-54.2695,-14.9575,-33.4504,0.0,0.48516000000000004,-0.00163054,2,20,0,0.0,-36.0534,0.0,3,9,0,3,0.0,1.28694,11.06
1ent,-82.8394,-44.8394,-1.80086,-23.1198,-0.124992,-9.50136,-12.5143,-1.6906,-71.8205,-5.022530000000001,-67.8494,0.0,13.3234,0.0,2,44,0,0.0,-12.6351,0.0,6,6,3,4,0.0,9.44079,6.96
1m9n,-111.025,-99.0249,-4.62604,-38.4902,-0.30738699999999997,-15.5899,-34.33,-3.96518,-58.7904,-11.6068,-49.4105,0.0,0.96224,-0.0481195,10,14,0,0.0,-38.4103,-3.0,4,10,0,3,0.0,2.89823,6.92
1pbk,-85.4203,-67.4203,-1.31416,-21.245,-0.0934421,-8.80146,-16.7682,-1.42367,-72.0468,-7.0,-58.4219,0.0,1.5703799999999999,-0.1,4,53,8,0.0,-17.3337,0.0,3,13,0,10,0.0,10.344000000000001,9.05
1c4v,-89.6125,-69.6125,-2.29776,-26.4249,-0.168548,-11.0617,-20.5273,-2.03665,-85.0759,-5.03545,-85.3665,0.0,3.04366,-0.0619068,8,31,0,0.0,-14.4326,0.0,6,4,1,3,14.7479,6.30028,10.8
5tln,-34.3142,-16.3142,-1.4919200000000001,-12.0661,-0.106454,-5.0046,-5.73664,-1.37257,-34.2922,-3.57376,-36.6529,-2.0,9.68425,0.0,6,17,0,0.0,-6.703689999999999,0.0,4,5,2,4,15.5215,4.556430000000001,6.37
2bsu,-119.0,-51.0004,-1.7246400000000002,-29.0134,-0.12129100000000001,-11.9759,-12.4344,-1.63014,-107.264,-16.4032,-114.245,0.0,0.591382,-0.0806283,15,53,1,0.0,-37.8208,-2.8401099999999997,17,15,12,6,6.5012300000000005,17.5758,5.66
1z3t,-69.6183,-45.6183,-3.02688,-24.4802,-0.20338599999999998,-9.95229,-16.0409,-2.7847299999999997,-48.0913,-7.324889999999999,-29.5309,0.0,0.193609,0.0,0,23,0,0.0,-11.7145,0.0,8,11,6,7,0.0,4.8409,3.94
1o0o,-41.1062,-27.1062,-1.52245,-13.7021,-0.0971369,-5.4752,-9.03541,-1.7872299999999999,-20.5815,-4.0,-15.0613,0.0,4.23843,-0.1,1,22,4,0.0,-12.0,0.0,5,11,5,8,0.0,5.0898699999999995,5.1
9abp,-78.819,-66.819,-6.56825,-34.4274,-0.437504,-13.9556,-29.1859,-4.92619,-36.961999999999996,-9.31231,-23.9934,0.0,0.111756,0.0,3,9,0,0.0,-22.8958,0.0,5,6,1,2,0.0,0.11290499999999999,8
1gah,-114.744,-70.7441,-2.6078200000000002,-32.5022,-0.177454,-13.2693,-20.0389,-2.44136,-90.5357,-13.9004,-60.4883,0.0,0.188422,0.0,1,38,5,0.0,-32.7906,0.0,15,18,7,15,1.29946,12.4008,12
1o2x,-64.8656,-46.8656,-2.31663,-21.3613,-0.145035,-8.48205,-15.4336,-2.1621900000000003,-53.3296,-7.7290399999999995,-42.6435,0.0,0.166426,-0.0398046,5,23,0,0.0,-4.66145,0.0,6,8,1,7,0.0,5.51726,5.85
2adm,-58.9844,-38.9844,-2.1846099999999997,-19.6615,-0.147662,-8.00906,-12.9948,-2.0339400000000003,-46.053999999999995,-3.47221,-42.5291,0.0,1.45397,0.0,3,24,0,0.0,-7.3205,0.0,9,8,7,7,0.0,6.40221,5.7
1lf9,-106.97399999999999,-62.974,-2.43123,-30.3012,-0.165438,-12.3708,-17.8379,-2.60912,-82.3882,-12.5189,-60.9563,0.0,0.040998900000000005,-0.00964985,4,30,10,0.0,-30.4909,0.0,15,18,8,15,0.5238,11.4812,12
1rgk,-44.0022,-32.0022,-1.91314,-15.4727,-0.12746300000000002,-6.27255,-11.253,-1.7600900000000002,-22.1205,-7.85703,-21.1646,0.0,12.5807,-0.0766941,4,19,0,0.0,-16.1596,0.0,6,9,3,6,0.0,5.99672,4.31
1b6m,-128.509,-104.509,-2.98858,-36.6812,-0.214984,-15.2554,-29.8308,-2.62263,-93.8703,-6.87303,-79.3067,0.0,0.452225,-0.1,3,40,0,0.0,-25.4021,0.0,6,5,0,4,0.0,4.23126,8.4
1y3g,-93.4893,-61.4893,-2.9215400000000002,-29.4473,-0.200347,-12.0532,-19.3679,-2.67112,-62.2178,-8.209810000000001,-49.908,-1.0,0.521759,-0.1,3,28,1,-6.0,-18.5196,0.0,4,6,0,3,0.0,6.124230000000001,7.4
1qy5,-54.4783,-44.4783,-2.47629,-19.4424,-0.176701,-8.064210000000001,-15.8735,-2.26993,-36.0527,-3.0,-26.2878,0.0,0.29025100000000004,-0.012998,1,21,0,0.0,-6.0,0.0,7,7,5,7,0.0,3.4449699999999996,6.7
1awi,-115.573,-95.5733,-1.62779,-27.9107,-0.11683800000000001,-11.5993,-23.0808,-1.75111,-107.62100000000001,-7.83955,-91.4405,0.0,0.113997,0.0,3,65,3,0.0,-6.897,0.0,2,11,2,6,0.0,7.38022,4.05
1rej,-95.9652,-81.9652,-3.55427,-31.9884,-0.258385,-13.3505,-27.3217,-3.19884,-83.32700000000001,-6.7827,-68.3313,0.0,0.332448,-0.0789663,2,25,0,0.0,-16.4302,0.0,5,4,2,1,0.0,9.697510000000001,8.3
1qsc,-101.455,-53.4553,-1.8117,-26.5183,-0.128451,-10.9756,-13.9721,-1.7492299999999998,-80.8882,-11.1213,-60.4604,0.0,0.61897,0.0,3,52,1,0.0,-25.9062,0.0,9,13,4,10,0.0,11.6002,3.68
11gs,-88.8721,-50.8721,-2.27877,-26.2066,-0.146066,-10.488,-15.0011,-2.116,-73.5102,-8.47251,-64.4806,0.0,1.98797,0.0,7,32,0,0.0,-25.7559,0.0,5,10,2,5,0.0,13.5928,5.82
1w1g,-54.5046,-22.5046,-1.65165,-16.9927,-0.0961128,-6.5849,-7.01617,-2.0186900000000003,-27.1583,-10.1789,-14.8634,0.0,0.105706,0.0,2,26,5,0.0,-47.9973,0.0,4,15,4,8,5.6380300000000005,16.9379,7.68
2bjm,-82.9334,-80.9334,-5.5288900000000005,-33.6279,-0.427008,-14.3207,-32.8169,-5.5288900000000005,-64.9711,0.0,-74.6783,0.0,0.0,0.0,1,14,0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,3.7
1y2f,-61.3938,-47.3938,-2.0464599999999997,-19.7584,-0.14447100000000002,-8.16601,-15.2527,-2.0464599999999997,-45.0767,0.0,-42.0755,0.0,0.0,-0.0937253,1,29,0,0.0,0.0,0.0,6,3,6,3,0.0,1.52381,4.92
1fwv,-26.5727,7.4273,-0.6643180000000001,-7.76991,-0.043666199999999995,-3.13573,2.17175,-1.15533,-14.6254,-5.07815,-18.9871,0.0,1.17054,0.0,4,18,18,0.0,-11.6135,0.0,9,17,8,14,0.0,9.438369999999999,3.72
1o2g,-88.9147,-76.9147,-3.5565900000000004,-30.4084,-0.26911199999999996,-12.8616,-26.3044,-2.96382,-64.7841,-3.4049099999999997,-57.9586,0.0,0.22741199999999998,0.0,4,21,0,0.0,-10.1237,0.0,7,2,1,1,0.220032,1.91272,6.12
1ws5,-70.2776,-58.2776,-5.40597,-29.8884,-0.36191599999999996,-12.1361,-24.7849,-4.685169999999999,-39.8221,-7.0,-27.7937,0.0,0.00278562,-0.032809500000000005,1,12,0,0.0,-12.0028,0.0,4,6,2,3,0.0,0.114121,3.03
2hdr,-35.8997,-31.8997,-3.26361,-16.1421,-0.23598400000000003,-6.724939999999999,-14.3435,-2.9916400000000003,-14.2358,-0.793324,-13.978,0.0,2.99178,-0.0541726,2,9,0,0.0,-2.29357,0.0,3,3,2,3,0.0,3.1661999999999996e-05,1.72
1zsr,-104.805,-60.8055,-2.05501,-28.2614,-0.14890899999999999,-11.7823,-16.3966,-1.90555,-89.2757,-11.6116,-86.7268,0.0,3.8006800000000003,0.0,10,41,0,0.0,-22.0812,0.0,8,7,3,4,0.0,11.3867,9.82
1d5r,-61.4369,-51.4369,-6.14369,-28.5165,-0.41491300000000003,-11.6128,-23.8749,-5.58518,-25.5313,-8.35861,-19.0992,0.0,0.286856,-0.07008660000000001,3,7,0,0.0,-21.9598,0.0,2,6,1,1,0.0,2.23822,1.82
1me7,-85.4048,-71.4048,-4.0669,-30.9559,-0.265086,-12.4581,-25.8814,-3.5585400000000003,-44.0958,-9.5346,-28.076999999999998,0.0,0.365006,0.0,1,20,0,0.0,-26.2521,0.0,5,9,2,4,0.0,1.3249799999999998,7.19
1z1r,-105.26299999999999,-83.2626,-2.56738,-30.5267,-0.178802,-12.5595,-24.1466,-2.33917,-84.9632,-8.76955,-69.9894,0.0,0.6851689999999999,0.0,5,36,0,0.0,-15.4314,0.0,5,7,1,5,0.0,5.86206,9.22
1umw,-87.84299999999999,-37.843,-1.54111,-22.8253,-0.10336,-9.273760000000001,-9.83318,-1.51453,-72.9003,-8.420010000000001,-55.8066,0.0,3.2629900000000003,-0.0364309,3,54,0,0.0,-27.0705,0.0,9,14,7,8,0.0,14.8876,6.55
1tnj,-57.2023,-51.2023,-6.35581,-27.5,-0.468157,-11.5276,-24.6155,-5.20021,-31.9785,-2.0,-27.0855,0.0,0.219048,0.0,3,6,0,0.0,-9.0,0.0,3,0,1,0,0.0,1.51603,1.96
1rle,-72.2004,-52.2004,-2.2562599999999997,-22.7417,-0.1349,-8.892619999999999,-16.4421,-2.4066799999999997,-42.1286,-7.26766,-27.2952,0.0,0.741779,-0.0174301,2,27,3,0.0,-24.5179,0.0,6,12,5,6,0.0,6.53005,5.8
5abp,-82.8145,-70.8145,-6.9012,-36.1725,-0.459682,-14.663,-30.9311,-5.1759,-41.0281,-9.93693,-23.1754,0.0,0.0899101,0.0,0,12,0,0.0,-24.2641,0.0,5,6,1,2,0.0,0.31044099999999997,6.64
1db1,-111.251,-93.2508,-3.70836,-35.8038,-0.267031,-14.8955,-30.0109,-3.3712400000000002,-88.6055,-6.0,-75.884,0.0,0.0,-0.0348181,0,30,0,0.0,-14.7877,0.0,3,3,0,1,0.0,5.34069,9.26
1gi6,-81.2896,-71.2896,-4.2784,-30.4638,-0.31965,-12.8306,-26.7162,-3.3870699999999996,-51.754,-4.87775,-39.407,0.0,0.21525100000000003,0.0,2,17,0,0.0,-11.7604,0.0,7,2,1,1,0.266619,0.50865,6.22
1lox,-77.3385,-59.3385,-4.07045,-28.9831,-0.298197,-12.1273,-22.2375,-4.07045,-68.9208,0.0,-67.8221,0.0,4.08119,0.0,3,16,0,0.0,0.0,0.0,0,2,0,2,0.0,4.43052,5.52
2c4v,-68.3715,-56.3715,-5.25935,-29.0777,-0.361563,-11.9118,-23.9743,-4.88368,-22.2227,-8.153839999999999,-21.5044,0.0,4.85556,-0.032374099999999996,5,8,0,0.0,-35.5279,0.0,1,7,0,2,0.0,4.05729,2.6
1rdj,-44.7383,-36.7383,-4.06712,-20.1163,-0.272536,-8.17073,-16.5192,-4.97093,-14.5774,-8.99092,-5.02816,-2.0,0.0,0.0,3,7,1,-10.6492,-0.608192,0.0,4,5,4,4,0.0,0.0,1.66
4fiv,-137.611,-95.6109,-2.3726,-35.5503,-0.173101,-14.8549,-24.7001,-2.11709,-115.381,-11.6772,-97.5979,0.0,1.32104,-0.0498292,8,50,0,0.0,-32.4838,0.0,8,7,1,2,0.0,12.6128,6.52
2er6,-86.527,-20.526999999999997,-1.33118,-21.5202,-0.0948725,-8.92239,-5.1053,-1.21869,-94.0477,-8.628689999999999,-80.9555,0.0,0.7337899999999999,0.0,10,55,0,0.0,-22.7042,0.0,15,15,9,13,0.0,24.1622,7.22
1gt1,-73.4505,-73.4505,-4.8967,-29.7827,-0.380104,-12.7047,-29.7827,-4.8967,-53.6872,0.0,-49.7118,0.0,0.0,0.0,2,13,0,0.0,0.0,0.0,2,0,2,0,0.0,0.0,6
