name,proximity_2_A_HD,proximity_2_C_HD,proximity_2_C_OA,proximity_2_C_SA,proximity_2_FE_HD,proximity_2_HD_HD,proximity_2_HD_MG,proximity_2_HD_N,proximity_2_HD_NA,proximity_2_HD_OA,proximity_2_HD_ZN,proximity_2_MG_OA,proximity_2_NA_ZN,proximity_2_OA_ZN,proximity_4_A_A,proximity_4_A_BR,proximity_4_A_C,proximity_4_A_CL,proximity_4_A_F,proximity_4_A_FE,proximity_4_A_HD,proximity_4_A_I,proximity_4_A_N,proximity_4_A_NA,proximity_4_A_OA,proximity_4_A_P,proximity_4_A_S,proximity_4_A_SA,proximity_4_A_ZN,proximity_4_BR_C,proximity_4_BR_HD,proximity_4_BR_N,proximity_4_BR_OA,proximity_4_C_C,proximity_4_C_CL,proximity_4_C_F,proximity_4_C_FE,proximity_4_C_HD,proximity_4_C_I,proximity_4_CL_HD,proximity_4_CL_N,proximity_4_CL_OA,proximity_4_CL_SA,proximity_4_C_MG,proximity_4_C_MN,proximity_4_C_N,proximity_4_C_NA,proximity_4_C_OA,proximity_4_C_P,proximity_4_C_S,proximity_4_C_SA,proximity_4_C_ZN,proximity_4_FE_HD,proximity_4_FE_N,proximity_4_FE_OA,proximity_4_F_HD,proximity_4_F_N,proximity_4_F_OA,proximity_4_F_SA,proximity_4_HD_HD,proximity_4_HD_I,proximity_4_HD_MG,proximity_4_HD_MN,proximity_4_HD_N,proximity_4_HD_NA,proximity_4_HD_OA,proximity_4_HD_P,proximity_4_HD_S,proximity_4_HD_SA,proximity_4_HD_ZN,proximity_4_I_N,proximity_4_I_OA,proximity_4_MG_NA,proximity_4_MG_OA,proximity_4_MG_P,proximity_4_MN_N,proximity_4_MN_OA,proximity_4_MN_P,proximity_4_NA_OA,proximity_4_NA_SA,proximity_4_NA_ZN,proximity_4_N_N,proximity_4_N_NA,proximity_4_N_OA,proximity_4_N_P,proximity_4_N_S,proximity_4_N_SA,proximity_4_N_ZN,proximity_4_OA_OA,proximity_4_OA_P,proximity_4_OA_S,proximity_4_OA_SA,proximity_4_OA_ZN,proximity_4_P_ZN,proximity_4_SA_SA,proximity_4_SA_ZN,proximity_4_S_ZN,charge_A_A,charge_A_BR,charge_A_C,charge_A_CL,charge_A_F,charge_A_FE,charge_A_HD,charge_A_I,charge_A_N,charge_A_NA,charge_A_OA,charge_A_P,charge_A_S,charge_A_SA,charge_A_ZN,charge_BR_C,charge_BR_HD,charge_BR_N,charge_BR_OA,charge_C_C,charge_C_CL,charge_C_F,charge_C_FE,charge_C_HD,charge_C_I,charge_CL_HD,charge_CL_N,charge_CL_OA,charge_CL_SA,charge_C_MG,charge_C_MN,charge_C_N,charge_C_NA,charge_C_OA,charge_C_P,charge_C_S,charge_C_SA,charge_C_ZN,charge_FE_HD,charge_FE_N,charge_FE_OA,charge_F_HD,charge_F_N,charge_F_OA,charge_F_SA,charge_HD_HD,charge_HD_I,charge_HD_MG,charge_HD_MN,charge_HD_N,charge_HD_NA,charge_HD_OA,charge_HD_P,charge_HD_S,charge_HD_SA,charge_HD_ZN,charge_I_N,charge_I_OA,charge_MG_NA,charge_MG_OA,charge_MG_P,charge_MN_N,charge_MN_OA,charge_MN_P,charge_NA_OA,charge_NA_SA,charge_NA_ZN,charge_N_N,charge_N_NA,charge_N_OA,charge_N_P,charge_N_S,charge_N_SA,charge_N_ZN,charge_OA_OA,charge_OA_P,charge_OA_S,charge_OA_SA,charge_OA_ZN,charge_P_ZN,charge_SA_SA,charge_SA_ZN,charge_S_ZN,lig_A,lig_BR,lig_C,lig_CL,lig_F,lig_HD,lig_I,lig_N,lig_NA,lig_OA,lig_P,lig_S,lig_SA,entropy_count,affinity
3lqj,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,5,0,2,0,4,0,0,0,0,0,0,0,0,5,0,0,0,29,0,0,0,0,0,0,0,6,0,33,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.026199935129258597,0,0,0,0.0108656680269897,0,-0.00028090515095370057,0,-0.003599063752391451,0,0,0,0,0,0,0,0,0.022642210836528592,0,0,0,0.2737333631330465,0,0,0,0,0,0,0,-0.09105724269627843,0,-0.4853824962506147,0,0,-0.010312119691221968,0,0,0,0,0,0,0,0,0.08199476680524447,0,0,0,-0.1460583436586697,0,-0.5562698791698527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2518966877930751,0,0,0,0,0.24475641388242084,0,0,0,0,0,0,0,0,0,0,31,0,0,17,0,11,0,10,0,0,0,28,5.37
2rfy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,36,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0.002998079867262652,0,0,0,0.02949638431634554,0,0,0,-0.034491879817692625,0,0,0,0,0,0,0,0,0.04426134865987248,0,0,0,0.4024673551676776,0,0,0,0,0,0,0,-0.12314020131747909,0,-0.36227162570287935,0,0,0,0,0,0,0,0,0,0,0,0.14972292257070008,0,0,0,-0.11633377010153895,0,-0.7323858637832967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31169742392578004,0,0,0,0,0.30294102862035727,0,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,11,0,0,0,12,5.22
2wk2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,11,0,3,1,7,0,0,5,0,0,0,0,0,6,0,0,0,31,0,0,0,0,0,0,0,4,1,20,0,0,6,0,0,0,0,0,0,0,0,11,0,0,0,5,2,19,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,1,0,7,0,0,4,0,0,1,0,0,0,0,0.029301221489787223,0,0,0,0.003774246902117701,0,-0.0012590181309713399,0.0,-0.01107845164117179,0,0,-0.0019241660378731345,0,0,0,0,0,0.010833401545308806,0,0,0,0.24855659235469585,0,0,0,0,0,0,0,-0.06443370707044815,-0.00991850954627142,-0.38327161648542646,0,0,-0.017338322093837077,0,0,0,0,0,0,0,0,0.1297538685171349,0,0,0,-0.09971159129101785,-0.03440669346646237,-0.6245245378406372,0,0,-0.02409945718639682,0,0,0,0,0,0,0,0,0,0.0742929468197744,0.012040987979271498,0,0,0,0.22551696550666156,0,0,0.006739378069194866,0,0.47901758651209414,0,0,0.03903597334388699,0,0,0.003736007054384952,0,0,0,0,24,0,0,9,0,2,1,12,0,0,3,18,6.82
2v86,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,21,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,16,0,0,0,31,0,0,0,0,0,0,0,11,0,36,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.023279921628234963,0,0,0,0.004818446279603216,0,-0.007816988452971588,0,-7.178632143366296e-05,0,0,0,0,0,0,0,0,0.07204150972060056,0,0,0,0.31861584585751157,0,0,0,0,0,0,0,-0.12996574808485872,0,-0.44742178290508994,0,0,-0.013097232123525888,0,0,0,0,0,0,0,0,0.08195253472384849,0,0,0,-0.1935820474959078,0,-0.40029355629567975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20028907934496298,0,0,0,0,0.10271572403169507,0,0,0,0,0,0,0,0,0,0,42,0,0,24,0,17,0,11,0,0,0,36,4.46
3eks,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,4,0,1,0,8,0,0,1,0,0,0,0,0,13,0,0,0,15,0,0,0,0,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.011647121648711721,0,0,0,0.021296349902552206,0,-0.020069121147537176,0,-0.03885046336108448,0,0,-4.697754676536779e-05,0,0,0,0,0,0.00615554450379735,0,0,0,0.08669461721484246,0,0,0,0,0,0,0,-0.03905741382084678,0,-0.2072909931977428,0,0,0,0,0,0,0,0,0,0,0,0.045875160537747824,0,0,0,-0.07718772311731129,0,-0.17063722137087292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15364047960827842,0,0,0,0,0.10178023353184479,0,0,0,0,0,0,0,0,10,0,20,0,0,3,0,1,0,6,0,0,0,6,5.7
3nkx,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,10,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,11,0,0,0,38,0,0,0,0,0,0,0,14,5,38,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,23,1,34,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,16,4,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0.05456921646282913,0,0,0,0.0062261031531280694,0,0,0,-0.051817827061368775,0,0,0,0,0,0,0,0,0.13891844348707297,0,0,0,0.4056746262821983,0,0,0,0,0,0,0,-0.29470096315626954,-0.06422545141541151,-0.8775806863360686,0,0,0,0,0,0,0,0,0,0,0,0.20753347772616956,0,0,0,-0.3523295669711753,-0.010384210255710973,-1.2974888886675868,0.13463902290884414,0,0,0,0,0,0,0,0,0,0,0,0.0228520710462988,0,0,0.10897567714413144,0.024408668533575487,0.6923476317214656,-0.10515787655519954,0,0,0,0.40568531880343384,-0.03952713535831485,0,0,0,0,0,0,0,3,0,37,0,0,20,0,14,1,17,1,0,0,35,5.12
4fbx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,3,0,2,0,3,0,0,0,0,11,1,0,2,0,0,0,0,5,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-0.00010109162902556706,0.02846007447208302,0,0,0,0.01676429594345072,0,-0.029816086974450012,0,-0.04397067322879804,0,0,0,0,-0.007194247916089953,-0.0020281247219644306,0,0.007557051804417925,0,0,0,0,0.0331279168782441,0,0,0,0,0,0,0,-0.02610621737590598,-0.04159276000899673,0,0,0,0,0,0,0,0,0,0,0,0,0.01884373241161458,0,0,0,-0.07566409073643532,0,-0.04086232949237385,0,0,0,0,0,0,0,0,0,0,0,0,0.02292117353311872,0,0,0.04432888477361429,0,0.08358227594954222,0,0,0,0,0.06319810173397546,0,0,0,0,0,0,0,0,7,4,2,0,0,2,0,2,1,1,0,0,0,2,7.66
220l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4
3lqi,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,24,0,0,0,10,0,3,0,4,0,0,0,0,0,0,0,0,5,0,0,0,32,0,0,0,0,0,0,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.02230937229857223,0,0,0,0.017934097209176773,0,-0.003815199604380836,0,-0.010041446003783238,0,0,0,0,0,0,0,0,0.02620482074148305,0,0,0,0.3145671518892874,0,0,0,0,0,0,0,-0.04300093219412415,0,-0.4377093936502095,0,0,0,0,0,0,0,0,0,0,0,0.10416038443190709,0,0,0,-0.17130921391433254,0,-0.5879107309370945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2631491772033023,0,0,0,0,0.19798028609174176,0,0,0,0,0,0,0,0,0,0,45,0,0,29,0,18,0,13,0,0,0,43,5.16
3dnj,0,0,0,0,0,1,0,2,0,4,0,0,0,0,0,0,20,0,0,0,10,0,4,0,16,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,3,0,20,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0.009214073550041904,0,0,0,0.036060436884214446,0,-0.008720853255070915,0,-0.03688351303091,0,0,0,0,0,0,0,0,0.0016418985753899103,0,0,0,0.20539287324406666,0,0,0,0,0,0,0,-0.05071036332547471,0,-0.23396248803994013,0,0,-0.00944086703670826,0,0,0,0,0,0,0,0,0.17154280269343944,0,0,0,-0.33409688439590557,0,-0.25451486611033863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014376841397756667,0,0.13599166165143872,0,0,0,0,0.03513744889936795,0,0,0.06726260548749177,0,0,0,0,0,9,0,9,0,0,6,0,3,0,5,0,0,0,11,6.82
