name,proximity_2_A_HD,proximity_2_C_HD,proximity_2_C_OA,proximity_2_C_SA,proximity_2_FE_HD,proximity_2_HD_HD,proximity_2_HD_MG,proximity_2_HD_N,proximity_2_HD_NA,proximity_2_HD_OA,proximity_2_HD_ZN,proximity_2_MG_OA,proximity_2_NA_ZN,proximity_2_OA_ZN,proximity_4_A_A,proximity_4_A_BR,proximity_4_A_C,proximity_4_A_CL,proximity_4_A_F,proximity_4_A_FE,proximity_4_A_HD,proximity_4_A_I,proximity_4_A_N,proximity_4_A_NA,proximity_4_A_OA,proximity_4_A_P,proximity_4_A_S,proximity_4_A_SA,proximity_4_A_ZN,proximity_4_BR_C,proximity_4_BR_HD,proximity_4_BR_N,proximity_4_BR_OA,proximity_4_C_C,proximity_4_C_CL,proximity_4_C_F,proximity_4_C_FE,proximity_4_C_HD,proximity_4_C_I,proximity_4_CL_HD,proximity_4_CL_N,proximity_4_CL_OA,proximity_4_CL_SA,proximity_4_C_MG,proximity_4_C_MN,proximity_4_C_N,proximity_4_C_NA,proximity_4_C_OA,proximity_4_C_P,proximity_4_C_S,proximity_4_C_SA,proximity_4_C_ZN,proximity_4_FE_HD,proximity_4_FE_N,proximity_4_FE_OA,proximity_4_F_HD,proximity_4_F_N,proximity_4_F_OA,proximity_4_F_SA,proximity_4_HD_HD,proximity_4_HD_I,proximity_4_HD_MG,proximity_4_HD_MN,proximity_4_HD_N,proximity_4_HD_NA,proximity_4_HD_OA,proximity_4_HD_P,proximity_4_HD_S,proximity_4_HD_SA,proximity_4_HD_ZN,proximity_4_I_N,proximity_4_I_OA,proximity_4_MG_NA,proximity_4_MG_OA,proximity_4_MG_P,proximity_4_MN_N,proximity_4_MN_OA,proximity_4_MN_P,proximity_4_NA_OA,proximity_4_NA_SA,proximity_4_NA_ZN,proximity_4_N_N,proximity_4_N_NA,proximity_4_N_OA,proximity_4_N_P,proximity_4_N_S,proximity_4_N_SA,proximity_4_N_ZN,proximity_4_OA_OA,proximity_4_OA_P,proximity_4_OA_S,proximity_4_OA_SA,proximity_4_OA_ZN,proximity_4_P_ZN,proximity_4_SA_SA,proximity_4_SA_ZN,proximity_4_S_ZN,charge_A_A,charge_A_BR,charge_A_C,charge_A_CL,charge_A_F,charge_A_FE,charge_A_HD,charge_A_I,charge_A_N,charge_A_NA,charge_A_OA,charge_A_P,charge_A_S,charge_A_SA,charge_A_ZN,charge_BR_C,charge_BR_HD,charge_BR_N,charge_BR_OA,charge_C_C,charge_C_CL,charge_C_F,charge_C_FE,charge_C_HD,charge_C_I,charge_CL_HD,charge_CL_N,charge_CL_OA,charge_CL_SA,charge_C_MG,charge_C_MN,charge_C_N,charge_C_NA,charge_C_OA,charge_C_P,charge_C_S,charge_C_SA,charge_C_ZN,charge_FE_HD,charge_FE_N,charge_FE_OA,charge_F_HD,charge_F_N,charge_F_OA,charge_F_SA,charge_HD_HD,charge_HD_I,charge_HD_MG,charge_HD_MN,charge_HD_N,charge_HD_NA,charge_HD_OA,charge_HD_P,charge_HD_S,charge_HD_SA,charge_HD_ZN,charge_I_N,charge_I_OA,charge_MG_NA,charge_MG_OA,charge_MG_P,charge_MN_N,charge_MN_OA,charge_MN_P,charge_NA_OA,charge_NA_SA,charge_NA_ZN,charge_N_N,charge_N_NA,charge_N_OA,charge_N_P,charge_N_S,charge_N_SA,charge_N_ZN,charge_OA_OA,charge_OA_P,charge_OA_S,charge_OA_SA,charge_OA_ZN,charge_P_ZN,charge_SA_SA,charge_SA_ZN,charge_S_ZN,lig_A,lig_BR,lig_C,lig_CL,lig_F,lig_HD,lig_I,lig_N,lig_NA,lig_OA,lig_P,lig_S,lig_SA,entropy_count,affinity
2yge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,14,0,0,0,20,0,0,0,0,0,0,0,7,0,21,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0640495770527247,0,0,0,0,0,0,0,0,0.037032842711128645,0,0,0,0.1521036329069696,0,0,0,0,0,0,0,-0.11753517640204152,0,-0.33998172259629333,0,0,-0.00037402976613101074,0,0,0,0,0,0,0,0,0.035065676994947365,0,0,0,-0.11310438586926157,0,-0.29111397203003786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606485871018202,0,0.2849223429183757,0,0,0,0,0.3530835659152678,0,0,0,0,0,0,0,0,6,0,23,0,0,4,0,2,0,9,0,0,0,6,5.06
2cet,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,18,0,0,0,15,0,2,0,22,0,0,0,0,0,0,0,0,4,0,0,0,21,0,0,0,0,0,0,0,9,0,22,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,11,0,0,0,0,0,0,0,0,0.0055299114798852455,0,0.02164160683348376,0,0,0,0.049097442143398035,0,-0.00918354843677246,0,-0.1820796486797229,0,0,0,0,0,0,0,0,0.01263201623919409,0,0,0,0.2129345011391565,0,0,0,0,0,0,0,-0.16160620926181363,0,-0.5221490814436278,0,0,0,0,0,0,0,0,0,0,0,0.18244880262190333,0,0,0,-0.2440424512198981,0,-0.8419450389090193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6842703471789768,0,0,0,0,0.7414868078854905,0,0,0,0,0,0,0,0,9,0,7,0,0,5,0,2,0,4,0,0,0,8,8.02
2ymd,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,15,0,0,0,35,0,14,0,11,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,2,0,0,0,0,0,0,0,0,0.0038831963490714725,0,0.007142636134975162,0,0,0,0.08178642981449168,0,-0.029459457040064443,0,-0.03678826539665614,0,0,-0.004462600074949729,0,0,0,0,0,0,0,0,0,0.15260386920802166,0,0,0,0,0,0,0,-0.01709762866118877,0,-0.14552959496020224,0,0,0,0,0,0,0,0,0,0,0,0.11774059587540434,0,0,0,-0.14747663293533475,0,-0.3472507936081063,0,0,-0.004450600916397831,0,0,0,0,0,0,0,0,0,0,0,0,0.007347016421434158,0,0.13405129638238103,0,0,0.009422968713171128,0,0.06281158430863142,0,0,0,0,0,0,0,0,8,0,2,0,0,5,0,2,0,1,0,0,0,4,3.16
3f3a,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,13,0,0,0,9,0,6,0,11,0,0,0,0,0,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,7,0,0,0,0,0,0,0,0,0.0007804577347053351,0,0.011011461511988946,0,0,0,-0.003716071684919049,0,0.004430586845132906,0,-0.02083322447518301,0,0,0,0,0,0,0,0,0.03676968964073295,0,0,0,0.24743373194830173,0,0,0,0,0,0,0,-0.09173355080852211,0,-0.40320719942882705,0,0,0,0,0,0,0,0,0,0,0,0.09804935154317462,0,0,0,-0.1617016056959052,0,-0.7098664068332754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056324903706952275,0,0.5226664131581803,0,0,0,0,0.3554709570483959,0,0,0,0,0,0,0,0,8,0,3,0,0,4,0,2,0,2,0,0,0,4,4.19
2xys,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,0,0,0,3,0,3,0,1,0,0,5,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,1,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0.012595625853259167,0,0,0,0.00019070488056350648,0,-0.001207283094580138,0,-0.003937556075325571,0,0,-0.0016939232680590987,0,0,0,0,0,0.0002087652128244332,0,0,0,0.0639554009709936,0,0,0,0,0,0,0,-0.0038632445108390534,0,-0.10075618761007246,0,0,-0.006555900799881156,0,0,0,0,0,0,0,0,0,0,0,0,-0.02442551064751074,0,-0.10254545294726805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005985322633690849,0,0,0.008686124038496982,0,0.09863355347574061,0,0,0.009003941396329592,0,0,0,0,0,6,0,15,0,0,2,0,2,0,2,0,0,0,1,7.42
3nw9,0,0,0,0,0,1,0,0,0,4,0,0,0,0,8,0,29,0,0,0,16,0,10,5,9,0,0,4,0,0,0,0,0,7,0,0,0,25,0,0,0,0,0,0,0,8,10,26,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,10,4,21,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,3,6,0,0,1,0,11,0,0,1,0,0,0,0,0,0.008888542581997281,0,0.06930896094949796,0,0,0,0.10276105917156489,0,-0.12504454816564567,-0.0016451870379587364,-0.0817747012802155,0,0,-0.01998150902386974,0,0,0,0,0,0.052831496134108646,0,0,0,0.24387769050373825,0,0,0,0,0,0,0,-0.06957746776326923,-0.09587489487636695,-0.5356393823275913,0,0,-0.012187118331653812,0,0,0,0,0,0,0,0,0.2082859442856779,0,0,0,-0.1886101532512238,-0.0614463451279563,-0.8528686240531932,0,0,-0.007575021464339717,0,0,0,0,0,0,0,0,0,0.06051927023481818,0.010790066067314754,0,0.008740428580858413,0.07600773581136602,0.18055103725017022,0,0,0.01651932564744781,0,0.8019144915212537,0,0,0.011730265086746003,0,0,0,0,0,17,0,9,0,1,5,0,2,3,6,0,0,0,10,9
2iwx,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,1,0,0,10,0,0,0,1,0,0,0,2,0,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.008923264749138219,0.0010356529893214047,0,0,0,0,0,0,-0.04025405597822585,0,0,0,0,0,0,0,0,0.01796729493993914,-0.001590550327568003,0,0,0.07203780587464563,0,0,0,0.0042261393220512505,0,0,0,0.0026137358536666203,0,-0.08954221073976552,0,0,-0.005661130993258175,0,0,0,0,0,0,0,0,0.01201725087121557,0,0,0,0,0,-0.2327916034702474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05695902504999499,0,0,0,0,0.23864181384105218,0,0,0,0,0,0,0,0,6,0,12,1,0,1,0,0,0,5,0,0,0,1,6.68
1vso,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,6,0,1,0,5,0,0,0,0,0,0,0,0,5,0,0,0,21,0,0,0,0,0,0,0,5,2,31,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,0,21,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,11,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0.010865654861430507,0,0,0,0.015845893646221413,0,-0.0007049854272650032,0,-0.05043945266568083,0,0,0,0,0,0,0,0,0.03608758702797524,0,0,0,0.21305256212490675,0,0,0,0,0,0,0,-0.050795337937338626,-0.00569159455205903,-0.775765902827746,0,0,0,0,0,0,0,0,0,0,0,0.1977391817612761,0,0,0,-0.0944291216333821,0,-1.1443005664486527,0.03672746544840022,0,0,0,0,0,0,0,0,0,0,0,0.01751955097433863,0,0,0.005972049677976223,0,0.4271295939204476,-0.02345277877098693,0,0,0,0.2913504410400349,-0.030421946653377593,0,0,0,0,0,0,0,3,0,8,0,0,5,0,1,1,7,1,0,0,10,4.72
4de2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,13,0,0,0,27,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1.968583893103942e-06,0,0.007269199492225518,0,0,0,0.07456824415275679,0,-0.02888228132324223,0,-0.08121188117997302,0,0,0,0,0,0,0,0,0,0,0,0,0.05070570738460161,0,0,0,0,0,0,0,-0.05322043718391589,-0.038523175533041625,-0.03920210654302787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027527128447866263,-0.07866704843690497,-0.12394054119396897,0,0,0,0,0,0,0,0,0,0,0,0,0.05760907396708166,0,0,0,0.009041723509126486,0.11921334094373039,0,0,0,0,0.019037123202410754,0,0,0,0,0,0,0,0,13,0,4,0,0,2,0,2,4,1,0,0,0,5,4.12
4tmn,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,11,0,0,0,10,0,2,0,15,0,0,0,0,0,0,0,0,7,0,0,0,21,0,0,0,0,0,0,0,8,6,18,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,2,18,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,10,0,0,0,0,10,3,0,0,0,0,0,0,0,0.00028823364407917247,0,0.06354571907039144,0,0,0,0.026961408409421274,0,-0.0060363602960177625,0,-0.19759794630301067,0,0,0,0,0,0,0,0,0.015768144126415237,0,0,0,0.22390606305907118,0,0,0,0,0,0,0,-0.10691367354836191,-0.08460557559590999,-0.3455160597267205,0,0,0,0,0,0,0,0,0,0,0,0.09614588718850149,0,0,0,-0.12430518773782703,-0.03944859225026972,-0.678521274144372,0,0,0,0,0,0,0,0,0,0,0,0,0.2988205304055359,0,0,0,0.02257776021396732,0.2826770158291836,0,0,0,0,0.6856152956564778,-0.13280033151920456,0,0,0,0,0,0,0,12,0,13,0,0,5,0,3,0,7,1,0,0,15,10.17
1mq6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,30,5,0,0,20,0,10,0,20,0,0,2,0,0,0,0,0,2,6,0,0,6,0,7,1,5,2,0,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,6,0,0,1,0,3,0,0,1,0,0,0,0,0,0.0011804839747340987,0,0.06470004219161522,-0.0054495157413213535,0,0,0.05967046695388068,0,-0.05514000388341079,0,-0.12690281366073508,0,0,-0.001179106760715442,0,0,0,0,0,0.0185587475848758,-0.01586401193566276,0,0,0.07137665391404753,0,-0.02870541414486457,0.007667211779782249,0.035072522488849935,0.004156363359046627,0,0,-0.030233030811217625,-0.0301661938314216,-0.13450471884647847,0,0,0,0,0,0,0,0,0,0,0,0.022550174644567936,0,0,0,-0.054810493526757695,-0.010736680063857779,-0.114561177401189,0,0,-0.005515698158566426,0,0,0,0,0,0,0,0,0,0.01737258601027896,0,0,0.028311926536022016,0.04511010373933784,0.15974651610898247,0,0,0.0076841876712130525,0,0.0706826738239966,0,0,0.0066530020047674355,0,0,0,0,0,18,0,5,3,0,3,0,4,1,4,0,0,1,7,11.15
3gy4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,2,0,4,0,9,0,0,0,0,0,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,9,1,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006380858797141323,0,0,0,0.0021436228681234355,0,-0.006570267160791363,0,-0.01378793870968565,0,0,0,0,0,0,0,0,0.01675689532984604,0,0,0,0.14632732195615125,0,0,0,0,0,0,0,-0.15560969411355338,0,-0.0694115794776149,0,0,0,0,0,0,0,0,0,0,0,0.10354145106194772,0,0,0,-0.165608801729697,-0.010981643302675018,-0.4643824226956169,0,0,-0.004052799249698306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5411849946801675,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,6,0,3,0,0,0,0,0,3,5.1
3b68,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,21,0,2,0,7,0,5,0,2,0,0,4,0,0,0,0,0,5,0,10,0,10,0,0,0,0,0,0,0,2,0,24,0,0,0,0,0,0,0,1,1,2,2,3,0,0,0,7,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,6,0,0,2,0,0,0,0,0,0.000755394944278515,0,0.015348438482926115,0,-0.00038263345531941564,0,0.01596069588245155,0,-0.004617581380805695,0,-0.005168632867563655,0,0,-0.010401897422321098,0,0,0,0,0,0.011969963300362232,0,-0.041794087766799576,0,0.09461853493237644,0,0,0,0,0,0,0,-0.021554479851162028,0,-0.3091176891769921,0,0,0,0,0,0,0,-0.008146176280057385,0.018565950605541157,0.0236527162052428,0.015060682162054334,0.026687377651008624,0,0,0,-0.10073828086153482,-0.012152510221615837,-0.2927434320576368,0,0,-0.010142640999315543,0,0,0,0,0,0,0,0,0,0,0,0,0.018145862583322226,0,0.24990400457614875,0,0,0,0,0.21217037368400102,0,0,0.02847974090295699,0,0,0,0,0,12,0,7,0,3,3,0,3,0,6,0,0,0,9,8.4
3fcq,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,7,0,0,0,7,0,3,0,12,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0.0011244040853948438,0,0.02445453597502317,0,0,0,0.012560442235515503,0,-0.006727558401484112,0,-0.15800202833986896,0,0,0,0,0,0,0,0,0.005626139561195969,0,0,0,0.038781801369297805,0,0,0,0,0,0,0,-0.053485937858388344,-0.032385324342673785,-0.26581074272718885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21619375082550002,0,0,0,0,0,0,0,0,0,0,0,0,0.20315328872829555,0,0,0,0,0.12600279208913706,0,0,0,0,0.7602096705216702,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,4,0,0,0,3,2.77
4gid,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,30,0,0,0,27,0,13,0,26,0,0,0,0,0,0,0,0,9,0,0,0,29,0,0,0,0,0,0,0,7,0,45,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,22,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,17,0,0,0,0,7,0,0,0,0,0,0,0,0,-7.85771564885181e-05,0,0.012643545251628743,0,0,0,0.022983154830428516,0,-0.01743745093397227,0,-0.040400364295416616,0,0,0,0,0,0,0,0,0.04662834391614745,0,0,0,0.2691322044423057,0,0,0,0,0,0,0,-0.12220505437719928,0,-0.7090721977370533,0,0,0,0,0,0,0,0,0,0,0,0.0978293251359511,0,0,0,-0.12497953946541722,0,-0.6369552284215345,0,0.01927898477460841,0,0,0,0,0,0,0,0,0,0,0.012855577357209498,0,0,0.030518799510395128,0,0.4410331055186608,0,0,0,0,0.18262582756622012,0,0,0,0,0,0,0,0,18,0,17,0,0,6,0,4,1,6,0,1,0,17,10.77
3ebp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,18,2,0,0,5,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.002468909377877112,0,0.02624771362871175,-0.002237955385558269,0,0,0.006569616314484774,0,-0.01557266947168706,0,-0.01065477317006134,0,0,0,0,0,0,0,0,0,0,0,0,0.00758341789646385,0,-0.0058497517639395724,0,0.024414433502085116,0,0,0,0,0,-0.06599483901845295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0471223629380286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03521291173318819,0,0,0,0,0.024792223646008534,0,0,0,0,0,0,0,0,15,0,6,1,0,4,0,1,0,5,0,0,0,5,5.91
3u9q,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,0,0,0,4,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0005865460855959377,0,0,0,0,0,0,0,-0.14960937755938683,0,0,0,0,0,0,0,0,0.0004832103184773419,0,0,0,0.06097175807671728,0,0,0,0,0,0,0,-0.03480353315976789,0,-0.08848303122225074,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4395225396141616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23040297799463222,0,0,0,0,0.23354375315015638,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,8,4.38
3e93,0,0,0,0,0,0,0,0,1,2,0,0,0,0,7,0,26,0,0,0,10,0,1,0,7,0,0,0,0,0,0,0,0,14,0,0,0,7,0,0,0,0,0,0,0,6,7,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0.00012768382289419247,0,0.025855666348686784,0,0,0,0.02941110795150962,0,-0.005472606423955306,0,-0.04306052245426317,0,0,0,0,0,0,0,0,0.02188757297061755,0,0,0,0.05668133822423945,0,0,0,0,0,0,0,-0.055974976181179116,-0.028949618647031505,-0.2179324094613173,0,0,0,0,0,0,0,0,0,0,0,0.01763706917369748,0,0,0,-0.044295363288834745,-0.011201424362970622,-0.15944276744607871,0,0,0,0,0,0,0,0,0,0,0,0,0.010030008278549376,0,0,0,0.01583185083086605,0.15869472479623864,0,0,0,0,0.03947661707242196,0,0,0,0,0,0,0,0,19,0,11,0,0,3,0,3,1,3,0,0,0,5,8.85
3k5v,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,1,0,1,0,5,0,0,2,0,0,0,0,0,2,0,12,0,2,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011938848434440128,0,-3.980045685267273e-05,0,0.010715424400009513,0,-0.02133383309974625,0,-0.034163687361689905,0,0,-0.003218206572095472,0,0,0,0,0,0.0017891485665654321,0,-0.03882819667477703,0,0.01988042427674883,0,0,0,0,0,0,0,0,-0.013146091589546128,-0.002719787691686945,0,0,0,0,0,0,0,-0.006493373142700086,0.016231045947923798,0.013332914059743257,0,0,0,0,0,-0.01622675040525289,0,-0.03772669605925641,0,0,0,0,0,0,0,0,0,0,0,0,0.022624262341683018,0,0,0,0,0.04777270956794295,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,3,3,0,2,2,2,0,0,0,6,6.3
2wbg,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,37,0,0,0,14,0,5,0,16,0,0,0,0,0,0,0,0,5,0,0,0,22,0,0,0,0,0,0,0,9,0,24,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,7,1,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0.04247882570154742,0,0,0,0.04541618046279053,0,-0.01918901241240807,0,-0.09150482610113758,0,0,0,0,0,0,0,0,0.04353444614520633,0,0,0,0.20169294523325976,0,0,0,0,0,0,0,-0.08234690699049141,0,-0.7121841079886205,0,0,0,0,0,0,0,0,0,0,0,0.1569862873793915,0,0,0,-0.16363835472170904,-0.015370462948964554,-0.7764942594449556,0,0,0,0,0,0,0,0,0,0,0,0,0.05405473538188952,0,0,0,0,0.3957709795803994,0,0,0,0,0.7882471402963097,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,2,0,5,0,0,0,11,4.45
1z95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,0,3,0,3,0,1,0,2,0,0,2,0,0,0,0,0,1,0,11,0,11,0,0,0,0,0,0,0,3,3,17,0,1,0,0,0,0,0,3,2,4,1,2,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,4,0,0,1,0,0,0,0,0,0.00011039691667778906,0,0.006903943628824791,0,-0.00040750814311307917,0,0.008056255061729588,0,-0.00283887322305393,0,-0.005192516804524086,0,0,-0.0031732257051845124,0,0,0,0,0,0.0022942368053248,0,-0.0420552332210291,0,0.09801875104315963,0,0,0,0,0,0,0,-0.03383244997722035,-0.014075362674606847,-0.19795810548867107,0,0.004405325475074617,0,0,0,0,0,-0.02858286811018244,0.03752495755519626,0.05028580660482823,0.007643972825270083,0.01805883317734345,0,0,0,-0.06061455252132005,-0.03734575120108343,-0.11302297094773645,0,0,0,0,0,0,0,0,0,0,0,0,0.03706453794881935,0,0,0,0.036272065160181645,0.06925064662084766,0,0,0,0,0.10546123340901167,0,0,0.012812834122525448,0,0,0,0,0,12,0,6,0,4,2,0,1,1,4,0,1,0,7,7.12
2fvd,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0,2,0,6,0,2,0,7,0,0,0,0,0,0,0,0,4,0,7,0,14,0,0,0,0,0,0,0,8,6,22,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,5,2,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0.014667583984979972,0,-0.00046917997437104805,0,0.0385850550407905,0,-0.0004539261698015909,0,-0.10402151757504918,0,0,0,0,0,0,0,0,0.01676038592213581,0,-0.02147444133432468,0,0.06857521532713827,0,0,0,0,0,0,0,-0.06126543871886612,-0.024609835152656634,-0.18225488985631455,0,0.0014902594321131064,0,0,0,0,0,-0.015526682150194421,0,0.033108089015518365,0,0.019618827692035157,0,0,0,-0.07644580379983718,-0.012142582269402678,-0.12152919830373844,0,0.009939258129700606,0,0,0,0,0,0,0,0,0,0,0.020593770566250877,0,0,0,0.022639287097384456,0.08846958633171417,0,0,0,0,0.09149128199896078,0,-0.014266740596250603,0,0,0,0,0,0,10,0,8,0,2,3,0,2,3,4,0,1,0,6,8.52
