name,average_score,HPSCORE,HMSCORE,HSSCORE,xscore_VDW,xscore_HB,xscore_HP,score_HM,xscore_HS,xscore_RT,affinity
1z3v,5.48,5.45,5.66,5.31,499.3,4.8,0.0,0.00,0.0,4.0,4.11
1af6,5.29,5.22,5.54,5.11,412.3,8.0,0.0,0.00,0.0,5.0,1.82
1vja,6.43,6.51,6.31,6.48,704.1,6.9,41.0,0.00,136.3,8.0,7.7
2avv,8.65,8.46,9.09,8.38,1008.3,2.0,165.5,5.84,444.3,10.0,9.26
1meu,8.58,8.29,9.71,7.75,930.2,3.5,172.0,7.84,336.1,10.0,6.1
1cil,5.53,5.28,5.82,5.48,387.6,3.4,32.2,1.68,155.2,3.0,9.43
1xzx,7.17,6.83,7.85,6.82,634.0,1.8,118.1,5.31,318.7,5.0,10.22
6tim,4.71,4.64,4.92,4.55,271.3,5.6,0.0,0.00,0.0,3.0,3.21
2hh5,7.06,7.00,7.37,6.80,811.6,3.2,76.8,2.85,199.2,9.0,7.49
1rdi,4.38,4.24,4.73,4.18,158.1,4.2,0.2,0.53,0.0,1.0,2.06
3pcb,5.17,5.13,5.43,4.94,282.0,1.0,56.4,1.64,102.2,0.0,2.4
1w8l,4.95,4.87,5.11,4.87,228.1,1.0,50.9,1.37,138.4,0.0,0.49
1qiw,7.10,7.11,7.83,6.36,646.2,0.7,237.7,8.64,503.9,18.0,7.74
1joc,5.00,4.87,5.28,4.84,284.3,7.7,0.0,0.00,0.0,2.0,4.62
1q66,6.48,6.40,6.76,6.28,557.9,5.1,77.7,2.15,176.0,4.0,5.77
1owd,6.12,5.97,6.15,6.25,517.1,5.0,34.5,0.53,166.6,2.0,8.2
2bmz,4.54,4.54,4.70,4.39,284.1,3.8,0.0,0.00,0.0,4.0,3.7
1imx,4.50,4.51,5.40,3.60,369.1,0.6,100.9,6.28,182.5,22.0,3.52
1vkj,6.44,6.32,6.73,6.26,661.0,8.9,0.0,0.00,0.0,4.0,4.85
1hqg,4.07,4.10,4.14,3.97,191.0,2.0,3.5,0.00,24.7,4.0,3
1rzx,6.14,5.90,6.92,5.61,608.1,6.3,87.7,5.25,252.5,18.0,4.1
1f9g,3.95,3.99,4.04,3.82,168.0,0.0,0.0,0.00,0.0,2.0,1.28
1hp0,6.15,6.08,6.45,5.94,574.4,6.4,12.9,0.34,6.6,2.0,6.7
2gh7,6.12,6.18,6.29,5.89,527.5,5.7,69.0,1.33,122.0,5.0,13
1x9d,5.95,5.84,6.27,5.76,538.0,9.2,6.0,0.25,13.2,5.0,3.96
1w6y,6.38,6.25,6.88,6.01,404.1,1.0,126.5,4.11,248.8,0.0,5.36
1rdn,4.53,4.41,4.68,4.49,192.9,5.3,4.2,0.00,46.6,2.0,1.84
8abp,5.50,5.33,5.82,5.35,369.1,8.7,0.0,0.00,0.0,1.0,8
1y2g,5.92,5.62,6.69,5.45,339.8,0.0,91.6,4.57,189.5,0.0,4.08
2f8i,5.05,4.65,5.78,4.71,204.7,0.0,43.1,3.60,141.4,0.0,7.26
1cin,5.34,5.20,5.62,5.19,364.9,3.4,27.0,1.15,83.7,2.0,8.73
220l,5.07,5.24,5.13,4.85,195.7,0.0,112.6,2.02,185.6,0.0,3.4
2br6,4.41,4.36,4.55,4.34,183.5,2.4,6.0,0.00,24.4,0.0,2.96
1pu8,4.82,4.79,4.97,4.70,324.4,1.0,0.0,0.00,0.0,0.0,3.1
1eix,6.31,6.13,6.65,6.14,560.6,9.9,10.4,0.34,30.3,3.0,11.06
1ent,7.58,7.15,8.06,7.52,838.9,5.3,108.9,5.32,448.6,15.0,6.96
1m9n,6.78,6.60,7.13,6.60,688.1,10.9,0.0,0.00,0.0,3.0,6.92
1pbk,8.02,7.21,9.65,7.21,706.2,6.5,107.0,8.23,279.7,6.0,9.05
1c4v,7.79,7.85,7.97,7.55,801.8,4.3,155.6,3.73,334.2,7.0,10.8
5tln,5.90,5.85,6.23,5.62,467.6,5.0,76.9,2.51,171.8,7.0,6.37
2bsu,9.90,9.67,10.54,9.49,1290.4,12.2,194.3,7.01,523.4,22.0,5.66
1z3t,5.42,5.40,5.59,5.26,492.1,4.4,0.0,0.00,0.0,4.0,3.94
1o0o,4.47,4.45,4.65,4.31,251.4,4.7,0.0,0.00,0.0,4.0,5.1
9abp,5.42,5.26,5.72,5.27,366.6,7.7,0.0,0.00,0.0,1.0,8
1gah,7.08,7.01,7.46,6.78,820.5,10.7,28.6,1.04,49.6,9.0,12
1o2x,5.71,5.61,5.85,5.67,483.4,4.1,28.5,0.84,117.9,4.0,5.85
2adm,5.39,5.46,5.54,5.18,574.6,2.1,3.8,0.36,6.7,7.0,5.7
1lf9,6.72,6.71,7.02,6.43,774.5,8.2,30.6,1.04,54.8,9.0,12
1rgk,5.11,5.03,5.35,4.96,358.6,6.3,0.0,0.00,0.0,3.0,4.31
1b6m,8.83,8.28,9.56,8.64,920.0,5.7,156.0,6.75,506.5,9.0,8.4
1y3g,6.65,6.31,7.36,6.27,589.7,6.3,100.3,5.06,301.2,12.0,7.4
1qy5,5.31,5.21,5.45,5.25,432.7,2.4,10.9,0.53,73.0,3.0,6.7
1awi,8.27,7.55,9.40,7.85,894.4,4.5,100.0,7.16,379.0,10.0,4.05
1heg,7.04,6.71,7.49,6.90,752.1,2.3,110.3,5.28,414.0,14.0,7.74
1rej,7.15,7.19,7.22,7.03,702.7,5.0,95.2,1.64,199.6,3.0,8.3
1qsc,6.53,6.32,7.02,6.25,721.9,8.9,60.6,3.41,229.1,17.0,3.68
11gs,6.44,6.28,6.93,6.12,694.1,7.0,66.3,3.44,213.5,15.0,5.82
1w1g,4.61,4.60,4.82,4.40,307.1,8.9,0.0,0.00,0.0,9.0,7.68
2bjm,6.46,6.73,6.87,5.79,418.1,0.0,179.1,4.22,196.2,0.0,3.7
1y2f,5.46,5.29,6.07,5.02,331.0,0.0,72.1,3.54,137.2,2.0,4.92
1fwv,4.33,4.31,4.43,4.25,293.6,2.5,5.2,0.53,71.0,8.0,3.72
1o2g,6.93,6.72,7.22,6.84,584.5,4.0,87.8,2.61,242.5,1.0,6.12
1ws5,4.68,4.65,4.86,4.54,288.2,3.3,0.0,0.00,0.0,2.0,3.03
2hdr,4.54,4.39,4.95,4.29,178.8,1.6,17.0,1.31,34.1,0.0,1.72
1zsr,8.67,8.37,9.17,8.46,1034.6,7.2,153.0,5.90,476.6,16.0,9.82
1d5r,4.83,4.75,5.08,4.67,282.9,6.6,0.0,0.00,0.0,3.0,1.82
1me7,5.74,5.64,6.00,5.58,497.2,7.3,0.0,0.00,0.0,3.0,7.19
1z1r,8.11,7.81,8.61,7.90,892.1,4.6,122.3,4.87,370.4,9.0,9.22
1umw,6.18,5.93,6.77,5.83,695.2,8.6,38.7,3.37,178.3,18.0,6.55
1tnj,4.89,4.85,4.78,5.06,299.8,2.0,24.1,0.00,139.9,2.0,1.96
1rle,4.97,5.03,5.11,4.78,449.3,5.1,0.0,0.00,0.0,8.0,5.8
5abp,5.50,5.33,5.82,5.35,370.7,8.6,0.0,0.00,0.0,1.0,6.64
1db1,8.51,8.45,8.88,8.20,780.5,3.5,222.3,6.00,487.0,5.0,9.26
1gi6,5.76,5.71,5.73,5.83,441.8,4.9,32.6,0.00,116.6,1.0,6.22
1lox,6.81,7.03,7.08,6.32,562.0,1.0,190.5,4.75,325.2,7.0,5.52
2c4v,5.19,5.12,5.36,5.11,353.2,7.6,11.2,0.00,43.3,4.0,2.6
1rdj,4.51,4.31,4.90,4.30,143.3,5.5,0.1,0.53,0.0,0.0,1.66
4fiv,9.96,9.60,10.52,9.77,1170.8,8.1,217.3,7.51,630.1,15.0,6.52
2er6,8.07,8.13,8.49,7.60,1118.3,7.3,142.9,5.29,356.0,24.0,7.22
1gt1,6.49,6.67,6.78,6.01,428.7,0.0,167.7,3.88,242.5,0.0,6
1fdq,5.63,5.45,6.02,5.42,436.3,0.6,121.1,5.19,391.2,14.0,7.27
1dqx,6.25,6.09,6.58,6.10,564.4,9.0,9.2,0.34,30.3,3.0,11.05
1apb,5.50,5.24,5.80,5.45,334.7,6.8,10.3,0.53,70.7,0.0,5.82
1b11,5.79,5.43,6.50,5.44,455.5,4.0,62.2,4.32,223.5,10.0,7.39
1mmp,6.39,6.17,6.48,6.53,561.3,5.5,54.5,1.54,251.4,5.0,6.07
1urg,5.47,5.45,5.66,5.31,501.0,4.7,0.0,0.00,0.0,4.0,5.82
1vwn,6.73,6.80,7.17,6.20,709.2,2.6,103.4,3.57,164.8,9.0,5.82
1f2p,5.33,5.35,5.34,5.31,327.1,4.9,58.1,0.67,147.4,3.0,1.9
3pcc,5.23,5.16,5.45,5.07,273.6,2.8,52.3,1.31,109.3,0.0,3.62
2cji,6.59,6.49,6.48,6.78,707.3,0.1,50.7,1.19,244.4,4.0,8.22
1vyq,6.51,6.34,6.98,6.20,572.2,2.4,90.1,3.65,225.6,5.5,5.3
1bap,5.15,5.00,5.44,5.02,301.2,6.6,0.0,0.00,0.0,0.0,6.85
7abp,5.55,5.28,5.87,5.49,332.8,7.6,10.7,0.53,70.0,0.0,6.46
1jn2,4.46,4.30,4.73,4.35,218.0,1.0,19.5,1.50,108.4,4.0,4.09
1tnk,4.87,4.86,4.71,5.06,320.4,1.5,26.5,0.00,152.8,3.0,1.49
1o2k,6.02,5.83,6.12,6.11,512.7,4.3,39.2,1.18,194.8,4.0,6.92
1hn2,6.53,6.69,6.83,6.08,439.2,0.0,166.3,3.88,247.9,0.0,6
1rdl,4.42,4.31,4.67,4.28,153.8,5.8,0.0,0.00,0.0,1.0,2.24
1qi0,4.78,4.75,4.98,4.62,319.5,5.2,0.0,0.00,0.0,4.0,2.35
1sgx,5.07,5.02,5.28,4.92,372.8,5.1,0.0,0.00,0.0,3.0,5.8
1abf,5.57,5.31,5.89,5.52,338.3,7.6,11.4,0.53,71.7,0.0,5.42
1mhw,6.99,6.63,7.52,6.83,792.9,4.2,85.6,4.93,367.1,16.0,7.35
1m6p,5.33,5.15,5.67,5.17,325.9,9.8,0.0,0.00,0.0,2.0,5.1
1r0x,5.31,5.28,5.53,5.11,456.4,8.1,0.0,0.00,0.0,7.0,3.83
1ody,9.33,8.84,10.08,9.09,1088.5,8.2,168.5,7.19,539.5,15.0,8.1
1wvc,5.97,5.91,6.21,5.80,591.2,9.5,1.9,0.00,12.5,7.0,4.46
2toh,4.91,4.83,5.03,4.86,336.4,1.0,11.7,0.53,73.7,2.0,4.15
2h6q,6.04,5.94,6.53,5.63,752.7,4.4,65.8,4.26,238.8,22.0,5.11
1gi8,5.52,5.46,5.48,5.62,427.4,3.0,23.2,0.00,112.6,1.0,5.05
1lor,6.43,6.22,6.81,6.26,560.1,11.5,11.5,0.34,29.1,3.0,11.06
2fgi,7.08,6.82,7.92,6.50,725.0,2.0,95.1,5.23,211.1,8.0,7.34
1tnl,5.07,5.02,4.89,5.30,332.2,0.9,28.5,0.00,165.2,1.0,1.88
1w2g,5.68,5.65,5.76,5.62,481.0,2.1,32.1,0.65,99.0,2.0,4.57
1bzh,5.97,5.86,6.36,5.68,625.8,4.0,68.9,3.48,227.1,15.0,6.77
1agm,6.93,6.91,7.25,6.63,824.4,8.5,28.9,1.04,50.0,9.0,12
1f8a,6.01,5.91,6.44,5.67,629.6,5.5,63.5,3.25,193.8,15.0,5
1icj,3.75,4.25,3.55,3.44,559.2,1.7,0.0,0.00,0.0,25.0,2.22
1w7x,6.99,7.02,6.84,7.11,800.6,5.6,69.3,0.97,243.5,9.0,8.4
1vwl,6.03,5.73,6.81,5.53,590.9,1.9,55.5,4.55,173.8,11.0,5.63
1njj,4.92,4.73,5.19,4.85,344.9,2.7,14.0,1.41,121.0,6.0,2.1
1g3b,5.54,5.37,5.76,5.50,383.6,7.4,20.0,0.53,92.1,3.0,5.74
1vjc,5.42,5.43,5.60,5.23,520.3,6.2,0.0,0.00,0.0,7.0,3.58
1w0y,6.53,6.53,6.66,6.39,692.1,3.7,60.6,1.64,163.8,7.0,6.42
1vjj,5.17,5.15,5.36,5.00,430.3,5.5,0.0,0.00,0.0,5.0,5.77
1m13,8.27,8.40,8.25,8.15,740.3,2.2,283.5,6.63,672.3,11.0,7.57
1qpb,4.13,4.01,4.17,4.21,124.8,1.1,2.0,0.00,76.9,0.0,1.36
1gj4,6.75,6.59,6.79,6.86,572.2,3.8,80.2,1.67,265.4,1.0,4.07
1sqn,7.27,7.46,7.44,6.92,614.9,0.9,174.8,3.67,288.8,1.0,9.4
830c,6.62,6.63,6.59,6.66,676.3,3.8,71.4,1.34,222.4,6.0,9.28
1sts,5.83,5.75,6.41,5.32,657.3,4.1,62.4,4.00,170.1,18.0,5
1sc8,6.24,6.30,6.16,6.24,668.9,6.6,42.3,0.34,142.4,9.0,7.44
1jwt,6.81,6.75,7.05,6.63,705.8,2.9,84.0,2.70,225.1,7.0,7.85
1a42,5.47,5.34,5.62,5.46,455.9,3.9,32.9,1.32,163.9,7.0,9.89
1pr1,5.47,5.40,5.68,5.32,456.0,4.8,0.0,0.00,0.0,2.0,5.3
1we2,4.78,4.77,4.84,4.72,278.1,1.6,14.1,0.00,41.7,0.0,4.36
1b74,3.90,3.98,3.88,3.83,174.7,0.0,9.0,0.00,41.1,4.0,1.3
1tsl,6.14,5.59,7.04,5.80,404.8,0.7,68.1,5.12,246.6,2.0,6.15
1jd5,6.69,6.39,7.32,6.38,767.6,5.7,81.3,5.04,319.2,19.0,6.62
1af2,6.16,6.04,6.43,6.00,559.6,6.8,12.7,0.34,29.4,2.0,3.1
2g00,8.34,8.52,8.57,7.94,905.0,1.9,164.2,3.58,258.3,2.0,9.74
1ow4,7.01,6.98,7.46,6.60,531.8,1.0,150.9,4.30,266.7,0.0,5.68
1vjd,6.03,6.04,6.21,5.84,669.1,6.4,0.0,0.00,0.0,7.0,3.54
1utc,7.68,7.19,8.49,7.35,858.5,5.7,123.2,6.88,448.6,18.0,4.55
1wei,4.32,4.31,4.45,4.20,210.3,0.4,0.0,0.00,0.0,0.0,9
1o3h,6.04,5.86,6.19,6.09,473.1,4.9,35.2,0.84,148.8,1.0,7.3
1jqe,7.17,7.00,7.73,6.79,671.4,0.0,144.2,5.58,351.9,7.0,6.44
1wkm,4.46,4.54,4.47,4.36,254.6,1.8,25.8,0.25,60.0,4.0,0.82
1jt1,4.41,4.25,4.53,4.45,178.2,0.5,27.4,1.24,160.1,3.0,3.4
2i0g,7.16,7.23,7.53,6.70,562.5,2.0,166.2,4.15,267.7,1.0,9.72
7hvp,8.58,8.21,9.32,8.23,1136.9,5.7,125.2,6.62,432.7,20.0,9.62
1uxa,4.42,4.44,4.50,4.33,290.3,3.0,18.2,0.62,84.7,8.0,2.3
1udt,6.79,6.67,7.07,6.64,698.3,1.4,73.3,2.72,215.6,5.0,9.3
1vot,6.41,6.41,6.26,6.56,510.4,1.1,96.5,1.40,277.2,0.0,6.6
1h9z,6.44,6.36,6.76,6.21,490.1,0.1,126.7,3.90,296.3,3.0,5.42
1gz3,5.73,5.78,5.87,5.55,632.1,4.4,0.0,0.00,0.0,7.0,3.7
6abp,5.20,5.03,5.50,5.06,299.7,7.3,0.0,0.00,0.0,0.0,6.36
1sri,6.74,6.65,7.07,6.50,496.3,1.8,124.9,3.44,263.0,0.0,6.08
1rbo,5.51,5.40,5.81,5.31,436.7,10.7,0.0,0.00,0.0,6.0,12.72
1gny,5.15,5.21,5.28,4.96,494.9,5.1,0.0,0.00,0.0,8.0,4.14
1fj4,5.93,5.69,5.88,6.20,410.6,1.8,64.1,1.53,298.3,1.0,4.59
1ux7,4.45,4.45,4.59,4.30,263.1,2.6,0.0,0.00,0.0,3.0,3
1p28,4.31,4.20,4.37,4.37,145.7,0.1,25.7,0.79,135.7,1.0,5.42
1q63,6.06,5.98,6.39,5.82,508.0,5.9,41.1,1.27,74.7,3.0,5.85
1a0q,6.23,6.28,6.45,5.96,529.8,3.6,119.5,3.29,263.6,9.0,7.57
1w1d,5.01,4.90,5.29,4.84,305.6,8.8,0.0,0.00,0.0,4.0,6.52
1sle,6.02,5.80,6.55,5.72,558.0,1.5,52.6,3.28,170.6,7.0,6.17
1gjb,6.34,6.11,6.50,6.41,547.6,3.2,40.8,1.35,187.5,1.0,6.35
1a7x,8.72,8.46,9.52,8.17,1021.5,4.6,150.2,6.37,352.2,11.0,9.7
1byk,6.52,6.33,6.90,6.32,619.7,13.2,0.0,0.00,0.0,5.0,5
1ga8,4.88,4.88,5.06,4.70,363.9,2.8,8.1,0.36,17.7,4.0,1.8
1f2o,5.18,4.95,5.41,5.16,264.5,6.2,34.1,1.18,149.2,3.0,1.91
1oko,4.83,4.74,5.06,4.69,273.9,4.9,0.0,0.00,0.0,1.0,4.54
5fiv,5.72,5.39,6.33,5.44,450.2,3.9,61.1,3.99,232.6,10.0,7.66
1jmi,5.40,5.30,5.63,5.26,429.8,5.0,6.4,0.34,29.8,3.0,6.06
2ivu,6.86,6.76,7.14,6.69,678.1,1.0,88.3,2.97,233.4,4.0,6.43
2fzz,8.43,8.55,8.82,7.92,944.6,1.5,152.5,3.94,222.5,2.0,10.52
1o9d,6.19,5.94,6.59,6.03,577.9,10.3,54.2,2.68,224.8,14.0,5.6
6fiv,5.86,5.47,6.63,5.48,461.6,3.8,65.5,4.66,233.4,10.0,8.08
1ulg,4.36,4.36,4.47,4.24,258.6,3.5,0.0,0.00,17.9,5.0,4.21
1cea,4.60,4.72,4.70,4.38,234.1,2.6,56.3,1.07,93.4,5.0,4.96
1caq,8.20,8.04,8.46,8.09,906.9,3.2,123.3,3.69,338.8,5.0,7.72
1mj7,6.81,7.08,6.99,6.35,708.2,1.8,166.8,4.32,306.0,13.0,8.35
1ce5,5.12,5.02,5.07,5.27,310.1,3.6,23.1,0.00,131.4,1.0,4.74
1o3k,5.89,5.70,6.06,5.92,469.4,3.8,26.1,0.84,130.7,1.0,6.77
1ofz,4.93,4.74,5.18,4.87,225.5,5.0,13.8,0.53,68.7,0.0,4.62
2fwp,5.29,5.18,5.48,5.20,369.5,8.2,7.5,0.00,38.1,4.0,2.92
1a1c,5.87,5.74,6.16,5.70,517.3,6.6,66.8,2.63,225.1,12.0,6.4
2a31,4.37,4.41,4.42,4.29,270.2,1.6,5.0,0.00,30.1,4.0,1.01
1tvo,6.61,6.53,6.81,6.47,552.4,2.2,84.6,2.08,193.3,0.0,6.85
1zky,6.85,6.88,7.14,6.55,535.8,2.2,144.4,3.61,273.6,2.0,6.25
1ykp,5.06,4.95,5.38,4.85,247.3,3.1,39.2,1.31,75.7,0.0,2.96
1oai,5.07,5.50,5.19,4.51,574.2,2.5,121.1,3.62,215.6,24.0,5
1fwu,4.53,4.49,4.86,4.24,319.5,4.8,0.0,0.79,0.0,8.0,3.7
1q95,5.92,5.71,6.23,5.80,450.3,12.4,4.9,0.00,32.6,4.0,7.57
1gz9,5.37,5.31,5.62,5.19,473.5,5.3,6.2,0.53,29.6,6.0,3.51
1aj6,5.98,5.74,6.65,5.55,531.7,2.0,54.8,3.71,144.4,7.0,5.92
1w8m,4.67,4.56,4.70,4.75,244.4,1.4,21.4,0.53,131.7,2.0,1.6
2hs2,7.58,7.36,8.10,7.27,847.4,3.1,108.1,4.64,307.5,10.0,8.31
1uxb,4.44,4.46,4.51,4.35,294.7,3.0,18.2,0.62,86.2,8.0,2.15
1h1h,4.03,4.05,4.17,3.88,173.2,3.0,0.0,0.00,0.0,4.0,5.22
2ada,5.89,5.82,6.09,5.74,563.1,4.6,0.0,0.00,0.0,2.0,13
1lrt,5.73,5.74,5.85,5.59,613.8,7.9,2.2,0.00,31.6,10.0,5.64
1g3c,5.55,5.35,5.67,5.61,391.6,6.2,21.5,0.53,133.4,3.0,5.8
1v2q,5.31,5.17,5.70,5.08,447.6,3.7,24.5,1.91,103.1,8.0,4.13
2f5t,6.80,6.61,7.18,6.62,684.1,12.5,0.0,0.00,0.0,4.0,5.17
1rek,8.90,8.84,9.12,8.73,1000.9,7.1,153.5,3.65,353.5,6.0,6.7
3tlh,5.31,4.93,5.95,5.06,396.7,2.0,45.3,4.03,224.1,10.0,8.82
1h1p,5.61,5.52,5.60,5.71,457.1,3.0,30.5,0.49,150.9,3.0,4.92
1rdt,8.51,8.65,8.86,8.01,744.3,1.8,243.6,5.75,416.3,1.0,6.7
1z4n,5.65,5.55,5.90,5.50,474.2,6.2,0.0,0.00,0.0,2.0,4.52
1o8b,5.30,5.16,5.60,5.14,349.6,8.2,0.0,0.00,0.0,2.0,2.68
1pu7,4.81,4.79,4.95,4.69,329.5,0.6,0.0,0.00,0.0,0.0,3.1
1c5z,5.08,4.99,5.04,5.21,296.5,2.9,23.2,0.00,121.0,0.0,4.01
1z9g,5.43,5.42,5.56,5.32,393.2,2.6,63.2,1.64,169.2,5.0,5.64
1owh,5.98,5.89,5.85,6.20,500.7,3.7,34.0,0.00,171.3,1.0,7.4
1gpn,6.47,6.47,6.38,6.56,537.4,1.0,91.5,1.46,253.2,0.0,6.48
1z95,7.40,7.46,7.74,6.99,762.7,1.6,125.3,3.48,211.8,4.0,4.3
2fvd,6.48,6.46,6.72,6.28,659.4,2.0,43.8,1.31,87.4,2.0,8.52
1k1i,6.52,6.09,7.31,6.17,574.2,5.0,42.6,3.69,157.1,5.0,6.58
1oyt,6.96,6.87,7.01,7.00,687.5,3.4,74.9,1.64,235.6,3.0,7.24
1y6r,6.42,6.44,6.57,6.24,649.2,6.0,29.2,0.25,38.3,3.0,10.11
1yc1,6.74,6.62,7.06,6.54,591.0,3.0,79.6,2.39,178.8,1.0,6.17
1w4o,5.32,5.20,5.61,5.15,396.4,7.1,4.3,0.34,19.7,4.0,5.22
1lpg,7.32,7.36,7.40,7.19,840.9,2.5,94.4,2.32,235.7,7.0,7.09
1bzc,6.73,6.82,7.19,6.20,599.5,6.9,108.0,2.87,128.4,6.0,4.92
1pxn,6.60,6.53,6.73,6.53,580.0,2.5,70.3,1.53,176.4,0.0,7.15
1z6e,7.41,7.41,7.46,7.34,888.4,1.4,51.4,1.01,134.7,2.0,9.72
1syi,6.27,6.21,6.45,6.14,516.4,8.4,47.9,0.65,99.9,3.0,5.44
2j7h,5.10,4.99,5.35,4.95,323.4,5.8,0.0,0.00,0.0,1.0,7.19
2br1,6.25,6.24,6.63,5.87,587.2,1.0,71.1,2.59,119.6,4.0,5.14
1p1n,5.69,5.60,5.82,5.63,425.7,6.5,39.2,0.74,122.7,4.0,6.8
1uto,4.69,4.66,4.60,4.83,263.1,1.7,21.4,0.00,126.7,2.0,2.27
1s38,5.93,5.79,6.20,5.79,387.0,4.6,61.8,1.60,144.3,0.0,5.15
1nc3,6.32,6.19,6.61,6.17,614.2,7.7,0.0,0.00,0.0,2.0,5
1qf1,6.56,6.48,6.72,6.47,614.5,6.0,96.8,2.72,286.5,10.0,7.32
1ps3,5.54,5.41,5.80,5.39,422.6,6.4,0.0,0.00,0.0,1.0,2.28
2cbv,5.69,5.53,5.89,5.65,376.8,8.1,16.4,0.00,55.3,0.0,5.48
5tmn,5.87,5.56,6.18,5.87,444.9,0.2,56.7,2.86,254.3,3.0,8.04
1r5y,5.73,5.60,6.11,5.48,367.5,5.6,42.5,1.31,67.9,0.0,6.46
2hb1,5.28,5.12,5.55,5.17,367.9,3.7,20.6,1.09,90.8,3.0,3.8
1h22,7.55,7.73,7.76,7.17,840.3,1.9,179.8,4.89,378.1,13.0,9.1
1ydr,6.18,6.12,6.55,5.86,493.8,1.5,76.4,2.47,133.8,1.0,5.52
1q8u,6.36,6.32,6.66,6.11,510.5,1.0,93.4,2.69,188.2,1.0,5.96
1xd0,7.89,7.83,8.27,7.59,1059.5,13.6,16.3,0.65,27.1,12.0,7.12
1b05,6.48,6.44,6.59,6.41,700.8,8.0,54.7,1.49,194.5,12.0,7.12
2iuz,5.73,5.77,5.83,5.59,617.0,0.9,0.0,0.00,0.0,3.0,5.55
1usn,5.32,5.32,5.45,5.18,443.1,2.8,15.0,0.30,34.8,3.0,7.74
1odj,5.73,5.67,5.93,5.58,532.1,4.2,0.0,0.00,0.0,2.0,4.1
1szd,6.34,6.35,6.53,6.13,754.9,8.1,0.0,0.00,0.0,9.0,4.54
1d4y,8.22,7.91,8.86,7.89,892.5,2.7,138.6,5.75,380.3,8.0,11.1
1wm1,6.03,5.61,6.41,6.08,440.1,2.9,34.6,2.30,218.4,1.0,6.3
2ans,6.28,6.05,6.84,5.96,424.6,0.0,107.7,4.30,255.2,1.0,5.92
1yda,4.99,4.87,5.15,4.95,298.6,2.8,15.5,0.52,77.2,1.0,6.55
1mfi,5.82,5.90,6.04,5.51,403.1,1.7,83.2,1.78,111.1,0.0,5.59
1nw5,6.23,6.22,6.39,6.06,699.4,7.0,3.8,0.00,13.9,7.0,5.21
1o7o,6.37,6.26,6.69,6.16,620.8,10.9,12.9,0.34,25.1,6.0,4.49
1fl3,7.22,7.48,7.29,6.90,638.9,0.4,189.4,3.90,336.4,4.0,6.8
1xk5,5.12,5.27,5.18,4.90,580.2,4.5,0.0,0.00,0.0,12.0,6
1ax0,5.01,4.90,5.19,4.96,321.4,4.2,7.4,0.27,54.5,2.0,3.13
1yei,6.13,6.32,6.26,5.82,619.6,3.2,79.2,1.71,125.0,8.0,7.46
1hmr,5.91,5.91,6.35,5.48,489.5,2.3,151.1,5.54,365.0,16.0,6.55
1uou,5.61,5.42,5.76,5.64,441.2,3.6,15.7,0.66,116.9,2.0,7.7
1bcd,4.52,4.45,4.72,4.39,208.6,3.2,0.0,0.00,0.0,0.0,8.7
1apv,7.28,6.80,7.81,7.24,721.1,7.3,83.9,4.35,371.0,11.0,9
