name,London_dG,hbond,hbondA,metal,metal_r,ionP,ionN,aroalk,repulse,flex,p,l,affinity
1f9g,-6.34512,0.375874,0,0,0,0,0,0.0328819,0,0.3614,-1.16732,-1.30953,1.28
1hp0,-18.9699,4.40849,1.79176,0.674255,0.557884,0,-0.449689,0.0520072,0.000550671,0.622,-2.87838,-4.23663,6.7
2gh7,-17.044,3.07599,1.09861,0,0,0,0,0.535983,0,0.850033,-3.35829,-4.01733,13
1x9d,-24.1552,6.33196,2.07944,0.590006,0.0302028,0,0,0.103328,8.94924e-006,0.807,-2.82596,-4.20322,3.96
1w6y,-10.0255,0.864553,0.693147,0,0,0,0,0.0159241,0.000257003,0,-2.13092,-2.98984,5.36
1rdn,-13.7815,3.47365,1.79176,1.01942,0.429491,0,0,0,0,0.622,-1.11783,-1.64249,1.84
8abp,-18.9663,5.09287,2.48491,0,0,0,0,0.140629,0,0.1614,-2.58048,-2.93357,8
1y2g,-7.4383,0,0,0,0,0,0,0.11594,0,1.33483,-1.81521,-2.6292,4.08
2f8i,-7.96933,0.0034556,0,0,0,0.238704,-3.08105,0.254323,0.360815,0.579266,-1.5051,-1.98568,7.26
1cin,-11.6252,0.406183,0,1.04743,0.107189,0.577385,-0.570136,0.109299,0,0.482466,-1.91818,-3.19882,8.73
220l,-6.50838,0,0,0,0,0,0,0.145465,0.0231829,-0.835177,-1.33084,-1.71878,3.4
2br6,-6.27042,0.0408646,0,0.121393,0.0927389,0,0,0.077438,0.0127289,0,-1.00158,-1.9835,2.96
1pu8,-9.46417,0.49195,0,0,0,0,-0.0984332,0.141185,0.00997453,0,-2.31088,-2.82896,3.1
1eix,-22.576,4.1605,1.38629,0,0,0.572017,-4.34473,0,0.00234637,0.35659,-3.85601,-5.14432,11.06
1ent,-16.1563,1.33237,0,0,0,0.10448,0,0.142609,0.0019067,5.18389,-5.53544,-5.75076,6.96
1m9n,-26.3969,4.63162,2.48491,0,0,2.91189,-7.49771,0.00629795,0.445693,0.35659,-4.48199,-6.25757,6.92
1pbk,-19.6142,3.43789,0,0,0,0,0,0.314735,0,1.007,-4.72068,-4.75581,9.05
1c4v,-18.462,1.02029,0,0,0,0,-3.62121,0.470165,0.233665,1.98673,-5.3856,-6.2485,10.8
5tln,-11.2675,0.849297,0,1.18288,0.840265,0,0,0.206641,0.00177223,2.92303,-2.62572,-4.17965,6.37
2bsu,-35.2071,5.93111,2.89037,0,0,1.06264,-3.17182,0.960193,0.230936,9.40917,-9.38822,-10.4697,5.66
1z3t,-13.5717,1.989,0,0,0,0,0,0.254114,0,0.6456,-3.01123,-3.30475,3.94
1o0o,-13.1,1.39427,0.693147,0,0,0,-6.5664,0.0120481,8.63277e-006,0.114379,-1.88144,-1.99899,5.1
9abp,-17.5724,4.2999,1.79176,0,0,0,0,0.134384,0.000178619,0.1614,-2.6601,-3.05236,8
1gah,-23.4233,3.73183,1.38629,0,0,1.14271,-3.88357,0.389543,0,1.7982,-5.49496,-5.35335,12
1o2x,-12.8632,0.637924,0,0,0,0,-2.42477,0.0916003,0.00455673,1.58427,-3.40004,-4.06259,5.85
2adm,-12.9202,0.734631,0,0,0,1.35473,-1.9648,0.227463,0.00553739,1.47203,-3.45181,-3.94587,5.7
1lf9,-21.45,3.10319,1.38629,0,0,1.16384,-3.8591,0.348208,0,1.7982,-4.91963,-5.26618,12
1rgk,-17.6078,3.23623,1.38629,0,0,0,-3.35725,0.0455835,0.000436777,0.37979,-2.95176,-3.38003,4.31
1b6m,-20.1048,1.29137,0.693147,0,0,0,-5.91089,0.121599,0,1.87026,-5.5111,-6.16912,8.4
1y3g,-13.4519,1.23763,0,0.1584,0.0985208,1.00876,-1.08002,0.119664,0,3.08037,-3.62462,-4.13204,7.4
1qy5,-8.99098,0.269288,0,0,0,0,0,0.203106,0,1.4282,-2.30957,-3.08151,6.7
1awi,-18.5701,0.699275,0,0,0,0,-4.28815,1.04575,0.0356457,4.37303,-5.76645,-6.01491,4.05
1heg,-13.0447,0.452116,0,0,0,0,0,0.121289,0.673752,5.0609,-5.25032,-5.35199,7.74
1rej,-20.8087,2.27131,0.693147,0,0,0.460387,-5.2636,0.38211,0,1.50047,-4.62073,-5.78847,8.3
1qsc,-17.759,2.21125,0.693147,0,0,1.74594,-1.58867,0.234651,0.0520908,7.2107,-5.16338,-5.55989,3.68
11gs,-20.8987,1.82544,0.693147,0,0,2.71125,-7.7414,0.0233217,0.00129582,5.3995,-5.82053,-5.51551,5.82
1w1g,-28.3335,5.71136,1.38629,0,0,0.023112,-16.7963,0,0,-0.172965,-2.58296,-2.73311,7.68
2bjm,-8.9094,1.83919e-010,0,0,0,0,0,0.0745683,0.171051,-0.232967,-2.6873,-3.10935,3.7
1y2f,-7.83054,0,0,0,0,0,-0.800156,0.0727639,0,2.06383,-1.9622,-2.67159,4.92
1fwv,-8.32667,0.545474,0,0,0,0,0,0.0443574,0.208959,1.18679,-2.32148,-2.16961,3.72
1o2g,-15.0573,1.05049,0,0,0,0.456421,-4.29,0.201988,0.326597,1.27283,-3.63778,-4.40712,6.12
1ws5,-11.0427,1.75018,0,0,0,0,0,0.145232,0,0.3228,-2.18233,-2.123,3.03
2hdr,-7.87491,0.388412,0,0,0,0.0372384,-3.23728,0,0,0.289633,-1.21325,-1.1674,1.72
1zsr,-21.8453,0.994975,0,0,0,2.99449,-5.29023,0.250777,0.00613566,5.48932,-7.10134,-7.86417,9.82
1d5r,-12.0964,0.876073,0.693147,0,0,2.1666,-4.31752,0.0325341,0.005251,0.655266,-2.60774,-2.52894,1.82
1me7,-16.7881,3.12392,1.09861,0,0,0.244738,-0.416457,0.134535,4.84375e-009,0.87919,-3.25272,-3.97053,7.19
1z1r,-16.6506,1.09751,0.693147,0,0,0,0,0.102216,0,1.70733,-5.35779,-6.19637,9.22
1umw,-19.5098,2.29245,0,0,0,1.12252,-6.0115,0.312538,0,6.74766,-4.95707,-4.91531,6.55
1tnj,-10.467,0.707501,0.693147,0,0,0,-2.96686,0.0468838,0.00037306,0.412233,-2.30201,-2.14718,1.96
1rle,-16.3702,0.975081,0,0,0,0,-8.16243,0.0673303,0.000110302,1.0543,-3.23409,-4.10032,5.8
5abp,-18.2896,4.77526,1.79176,0,0,0,0,0.130741,0,0.1614,-2.55456,-2.92784,6.64
1db1,-19.0099,3.20074,2.07944,0,0,0,0,0.159557,4.60304e-006,1.12603,-4.5112,-5.01563,9.26
1gi6,-12.668,0.697491,0,0,0,0,-4.28446,0.228818,0.282948,0.9832,-2.79584,-3.43679,6.22
1lox,-12.9558,6.80508e-005,0,0,0,1.69805,-1.79517,0.45534,0.00442751,2.14843,-3.96862,-4.93247,5.52
2c4v,-21.092,2.64046,0.693147,0,0,0,-14.0115,0.000754411,0.405297,1.26633,-3.14728,-3.17018,2.6
1rdj,-13.6265,3.48281,1.79176,1.04639,0.406532,0,0,0,0.00120725,0,-0.874571,-1.43445,1.66
4fiv,-19.9994,0.801782,0,0,0,0,0,0.235794,0.0417036,6.56887,-7.68161,-8.74811,6.52
2er6,-21.2361,0.931768,0,0,0,0.900638,-6.83277,0.190181,0.17796,8.0172,-6.77196,-7.70599,7.22
1gt1,-7.47069,0,0,0,0,0,0,0.121389,0.564791,0,-1.94683,-2.80726,6
1fdq,-9.47395,0.00673911,0,0,0,0,-2.32457,0,1.05717,6.49623,-3.51165,-4.05635,7.27
1dqx,-20.6005,3.67329,3.17805,0,0,0.55521,-1.96529,0,0.0249558,0.35659,-4.06726,-5.14435,11.05
1apb,-14.9295,3.22394,1.79176,0,0,0,0,0.120118,0.000317389,0,-2.44266,-2.75915,5.82
1b11,-9.01353,0.205098,0,0,0,0,0,0.00742444,2.30484e-005,3.6479,-2.98533,-3.22141,7.39
1mmp,-18.1126,0.396731,0,0.964321,0.115502,1.89662,-9.74375,0.171206,7.4471e-007,1.44647,-3.0917,-4.32346,6.07
1urg,-15.0367,2.58783,0,0,0,0,0,0.367713,0,0.6456,-3.16278,-3.307,5.82
1vwn,-12.7378,0.392236,0,0,0,0,0,0.260455,0.330033,2.59867,-4.62264,-4.78933,5.82
1f2p,-21.8972,0.665113,0.693147,0.659898,0.273424,15.0514,-25.2507,0.104332,0.756698,0.663066,-1.7589,-3.12243,1.9
3pcc,-17.0592,0.338588,0,0.448882,0.312963,2.27692,-18.3744,0.176392,0.237557,0.0566665,-1.4715,-2.60966,3.62
2cji,-12.5629,0.0133654,0,0,0,0,0,0.400275,0,1.60227,-4.65577,-4.65869,8.22
1vyq,-10.5491,0.287857,0,0,0,0,0,0.195469,0,2.01869,-3.26021,-3.78422,5.3
1bap,-15.202,3.63019,1.79176,0,0,0,0,0.0924466,0,0,-2.14423,-2.54494,6.85
7abp,-17.5352,4.56983,2.48491,0,0,0,0,0.13667,8.49369e-005,0,-2.41003,-2.68887,6.46
1jn2,-6.12581,0.105374,0,0,0,1.48576,-0.922211,0.0338382,9.32528e-005,1.76108,-1.233,-1.39932,4.09
1tnk,-10.1301,0.503384,0,0,0,0,-2.88187,0.0348637,0.00291515,0.550433,-2.37524,-2.23153,1.49
1o2k,-13.2182,0.881094,0.693147,0,0,0,-2.75201,0.0820827,0.298637,1.03423,-3.3697,-3.98543,6.92
1hn2,-7.64877,0,0,0,0,0,0,0.115271,0.407065,0,-2.00158,-2.77899,6
1rdl,-13.688,3.58579,1.79176,1.01324,0.422128,0,0,0,0,0.1614,-0.910635,-1.42429,2.24
1qi0,-16.4262,3.68743,2.48491,0,0,0,0,0.341196,0,0.6456,-2.83495,-2.85162,2.35
1sgx,-13.4486,1.4796,0,0,0,0,-3.39657,0.0364755,0,0.35659,-2.57903,-3.091,5.8
1abf,-16.4751,4.02598,1.79176,0,0,0,0,0.145987,0,0,-2.41291,-2.70426,5.42
1mhw,-14.1182,0.260695,0,0,0,0,-0.658426,0.246716,0.00536131,5.85477,-5.26181,-5.84158,7.35
1m6p,-19.7028,3.86585,2.48491,0.000612737,0,1.52418,-5.83518,0.00493989,0.0117371,-0.10401,-2.45378,-3.42299,5.1
1r0x,-23.2749,3.44201,2.07944,0.121587,1.09584,0.24875,-22.7183,0.0301127,7.11587e-005,0.685056,-1.95543,-3.56252,3.83
1ody,-18.5227,0.422684,0,0,0,0,0,0.244007,0.0344658,6.56887,-7.39281,-8.30302,8.1
1wvc,-37.9985,3.24722,0.693147,0.486286,0.00133521,4.1345,-36.9362,0,0.0186411,0.685056,-3.42703,-5.40128,4.46
2toh,-8.10429,0.146844,0,0,0,0,0,0,0.0559366,0.9212,-2.09801,-2.80318,4.15
2h6q,-17.6452,0.960478,0,0,0,0.13761,-5.6225,0.211608,0.000146066,7.63826,-5.68075,-5.47478,5.11
1gi8,-11.117,0.596732,0,0,0,0,-2.62961,0.199402,0.366029,0.9832,-2.61434,-3.20875,5.05
1lor,-24.7169,5.96014,2.77259,0,0,0.475124,-2.10752,0,1.81164e-005,0.35659,-3.76196,-4.89625,11.06
2fgi,-15.1407,0.654015,0,0,0,0.82543,-0.502424,0.424455,0.0101548,3.32206,-4.70907,-6.00001,7.34
1tnl,-10.2955,0.515674,0,0,0,0,-3.16048,0.0529964,6.1183e-005,0.227633,-2.10482,-2.4143,1.88
1w2g,-10.2992,0.273598,0,0,0,0,0,0.100309,0.000524129,0.622,-3.084,-3.53963,4.57
1bzh,-15.261,0.752126,0,0,0,0.0439013,-3.40689,0.14577,0.0569356,4.24403,-4.53945,-5.16175,6.77
1agm,-22.2399,3.03761,0.693147,0,0,1.1087,-4.02784,0.436513,0,1.7982,-5.51513,-5.41903,12
1f8a,-19.266,2.44971,0,0,0,0,-4.24012,0.591568,0.0206079,5.42245,-4.76633,-4.89494,5
1icj,-11.4858,0.740507,0,0,0,0,0,0.103293,7.4793e-005,3.455,-3.70447,-3.76713,2.22
1w7x,-19.0813,0.785396,0,0,0,0,-6.5556,0.418807,3.5889e-005,4.15933,-5.45014,-6.0827,8.4
1vwl,-10.2285,0.145093,0,0,0,0,0,0.070769,0,3.4328,-3.4267,-4.00619,5.63
1njj,-9.59551,0.0673164,0,0,0,7.28507,-4.73629,0,1.68928,1.007,-2.91298,-2.92181,2.1
1g3b,-32.6385,3.30034,1.38629,2.49219,0.323516,0.179948,-28.2932,0.0744358,0,1.67143,-0.902015,-3.00982,5.74
1vjc,-29.3166,4.25129,0,0.565875,0.00142606,3.60133,-20.3431,0.221863,3.27151e-005,0.685056,-2.08984,-3.90583,3.58
1w0y,-15.1809,0.497733,0,0,0,0,-3.72221,0.37239,0.00251724,3.2787,-4.49966,-4.98761,6.42
1vjj,-16.8233,1.02154,0,0,0,0,-9.36608,0.0729429,0.000122125,0.520823,-3.15349,-3.8209,5.77
1m13,-14.956,0.503653,0,0,0,0,0,0.267745,0.0270146,2.96897,-5.78086,-5.39444,7.57
1qpb,-5.63343,0.0256096,0,0,0,0,0,0.0383764,0.000207877,0.5226,-1.30011,-1.19436,1.36
1gj4,-15.4633,1.07153,0,0,0,0.508698,-4.87261,0.252155,0.974554,1.27283,-4.03683,-4.67841,4.07
1sqn,-10.1143,0.125557,0,0,0,0,0,0.000266686,0,0.787,-2.91347,-3.95575,9.4
830c,-23.0795,0.803936,0,1.29745,0.40863,2.80009,-18.4491,0.101878,0.0015261,2.05333,-2.81873,-4.7884,9.28
1sts,-11.0336,0.667063,0,0,0,0,0,0.168033,0,8.46743,-3.98118,-4.17938,5
1sc8,-17.1599,1.68987,0.693147,0,0,0,-3.731,0.107715,0,3.4773,-4.65275,-4.72896,7.44
1jwt,-14.5309,0.362116,0,0,0,0,-4.23792,0.130276,0.0019115,1.6971,-4.20884,-4.54909,7.85
1a42,-12.602,0.602028,0,0.960695,0.0909987,0.904906,0,0.104936,0,1.19667,-2.45175,-3.85082,9.89
1pr1,-12.335,1.40758,0,0,0,0,0,0.080029,0.00408741,0.622,-2.67555,-3.73978,5.3
1we2,-11.1143,0.529665,0,0,0,0.690507,-4.02226,0.00150213,0.100661,0.289633,-2.29451,-2.74973,4.36
1b74,-6.67878,0.0927416,0,0,0,0.234975,-0.689302,0,0.122375,1.03423,-1.48398,-1.84558,1.3
1tsl,-9.19562,0.242172,0,0,0,0,0,0.0621743,0.00868718,1.34103,-2.90512,-2.87603,6.15
1jd5,-17.3424,1.11553,0.693147,0,0,0,-4.97775,0.128317,0,8.24453,-5.51422,-5.56205,6.62
1af2,-15.2225,1.95953,0.693147,0.565416,0.011793,0,0,0.139493,0,0.622,-2.50256,-4.2605,3.1
2g00,-15.9657,0.297556,0,0,0,0,-0.616673,0.209384,0.000220045,2.47766,-5.71347,-6.50313,9.74
1ow4,-13.0598,0.715208,0,0,0,0,-3.28952,0.242703,0.0110249,0.965823,-2.7781,-4.01889,5.68
1vjd,-21.2874,2.33738,0,0,0,4.96656,-5.64956,0.243774,0.0162571,0.685056,-4.88727,-5.65785,3.54
1utc,-17.6598,1.52945,0.693147,0,0,0,-2.24748,0.246479,0,7.6791,-5.56544,-6.12781,4.55
1wei,-6.33045,0.0540601,0,0,0,0,0,0.171699,0,0,-1.10764,-1.78299,9
1o3h,-13.3936,0.885072,0.693147,0,0,0,-2.77605,0.308153,0,0.9832,-3.23513,-3.73992,7.3
1jqe,-14.5532,0.0282709,0,0,0,0,-2.13784,0.472597,0.00654193,1.65663,-5.30275,-4.84895,6.44
1wkm,-14.6721,0.103274,0,0.72111,0.811945,6.00451,-15.9821,0.12729,0.00762505,0.665433,-1.75254,-2.62193,0.82
1jt1,-10.2932,0.370524,0,0,0,1.37625,-6.42347,0.00387839,1.5288,0.849633,-2.17669,-2.70821,3.4
2i0g,-11.517,0.799193,0,0,0,0,0,0.141049,0.000585034,0.227633,-2.60747,-4.05882,9.72
7hvp,-19.1049,0.585708,0,0,0,0,-1.64228,0.0614356,0.00614895,7.7335,-7.4989,-8.03225,9.62
1uxa,-11.2838,1.43139,0,0,0,0.740078,-2.82524,0.091579,0,2.09743,-2.11793,-2.08206,2.3
1udt,-12.0592,0.513245,0,0,0,0,0,0.0812049,0,2.33407,-3.60534,-4.67936,9.3
1vot,-10.9072,0.538542,0,0,0,0,-0.57217,0.0707126,0,0,-3.15774,-3.15559,6.6
1h9z,-10.427,0.148705,0,0,0,0,-2.39374,0.12989,0,1.35663,-2.44125,-3.48827,5.42
1gz3,-16.2307,1.21215,0.693147,0,0,3.07004,-3.57003,0.375133,0,0.685056,-3.8438,-4.78717,3.7
6abp,-15.8493,3.92601,1.79176,0,0,0,0,0.17297,0,0,-2.11418,-2.55009,6.36
1sri,-12.6184,0.905273,0.693147,0,0,0.784723,0,0.101753,1.81397,1.10187,-4.48355,-5.10932,6.08
1rbo,-26.8637,4.48997,0,0,0,2.56727,-14.9633,0.0033161,0,0.783213,-3.70806,-3.69619,12.72
1gny,-14.4717,2.69266,1.38629,0,0,0,0,0.300148,0,1.2912,-2.89755,-3.00151,4.14
1fj4,-11.3896,1.04061,0,0,0,0,0,0.0198547,0,1.3096,-3.42842,-2.97686,4.59
1ux7,-12.1472,2.63192,0.693147,0.932595,0.373032,0,0,0.144448,0,0.4842,-0.883572,-1.77177,3
1p28,-5.65668,0.297072,0,0,0,0,0,0.0055889,0,0.4606,-1.01433,-0.979936,5.42
1q63,-18.4831,2.30552,0.693147,0,0,0,-7.01498,0.111326,0,0.919233,-3.28988,-3.99764,5.85
1a0q,-14.4504,0.800094,0,0,0,0.245899,-4.06571,0.25984,0,2.2573,-3.93735,-3.93714,7.57
1w1d,-29.8437,6.35712,1.38629,0,0,0.0760454,-16.6604,0,0,-1.20181,-2.57856,-2.80676,6.52
1sle,-9.45273,0.121246,0,0,0,0,0,0.201588,0.000181555,2.3962,-3.0984,-3.25675,6.17
1gjb,-12.3402,0.700582,0.693147,0,0,0,-1.68202,0.103137,0.0511983,0.750233,-3.11817,-3.9264,6.35
1a7x,-20.9873,2.43957,0,0,0,0,0,0.45802,0,2.99303,-6.90764,-6.21497,9.7
1byk,-27.4613,7.06194,2.77259,0,0,0.268088,-1.5534,0,0.0111736,0.38019,-4.27945,-5.21277,5
1ga8,-9.51113,0.914207,0.693147,0,0,0,0,0.0429022,0.00352299,0.6456,-2.1998,-2.41995,1.8
1f2o,-22.796,0.800472,0.693147,1.63333,0.651965,16.9408,-24.9514,0.015141,4.60397e-005,0.317466,-1.54591,-2.26402,1.91
1oko,-14.4016,3.88678,1.38629,0.505286,0.414705,0,0,0.00371053,0,0.1614,-1.44427,-2.24245,4.54
5fiv,-8.8541,0.181526,0,0,0,0,0,0.0159957,0,3.6479,-3.01418,-3.07168,7.66
1jmi,-18.0042,2.24092,1.79176,0,0,0.146943,-7.90352,0.00564075,0,0.35659,-2.94865,-3.53168,6.06
2ivu,-13.0819,0.0828688,0,0,0,1.66925,-0.0390552,0.485534,0,2.09463,-4.18,-5.51368,6.43
2fzz,-15.9057,0.141328,0,0,0,0,-0.392094,0.435395,0,2.18802,-5.57642,-6.71747,10.52
1o9d,-26.6517,4.25228,1.38629,0,0,1.66518,-13.1368,0.0245143,0.00123169,5.24069,-4.31052,-5.1923,5.6
6fiv,-9.40993,0.208083,0,0,0,0,0,0.0171893,6.85794e-005,3.6479,-3.20795,-3.3795,8.08
1ulg,-9.37785,1.18052,0.693147,0,0,0,0,0.312323,0,1.1062,-1.87118,-1.90705,4.21
1cea,-15.3388,1.23982,1.09861,0,0,0,-9.77367,0.345428,0.0294171,0.826833,-2.53136,-2.1397,4.96
1caq,-21.0236,0.345605,0,0.904554,0.0548673,0,-10.1434,0.111273,0,2.03237,-3.97925,-6.37029,7.72
1mj7,-15.4744,1.03489,0,0,0,0.436429,-1.80469,0.220998,0,3.68353,-4.66,-5.2396,8.35
1ce5,-11.194,0.898695,0.693147,0,0,0,-3.02453,0.0710988,0,0.227633,-2.3358,-2.36554,4.74
1o3k,-13.0497,0.841211,0.693147,0,0,0,-2.80205,0.0868368,0,0.4606,-3.16089,-3.65583,6.77
1ofz,-11.3373,2.31285,1.38629,0,0,0,0,0.145374,0,0,-1.65917,-1.74704,4.62
2fwp,-13.6681,1.36191,0,0,0,2.79682,-4.4696,0,0.000183198,1.26633,-2.7167,-3.1005,2.92
1a1c,-17.4713,2.42224,0,0,0,1.17235,-4.65016,0.126902,0,3.66669,-3.67242,-4.11717,6.4
2a31,-8.41042,0.215386,0,0,0,0,-1.54855,0,0,0.343033,-2.14961,-1.96825,1.01
1tvo,-11.6245,0.150565,0,0,0,0,0,0.312319,0.000119421,0.812233,-3.44132,-4.58143,6.85
1zky,-11.8738,1.45194,1.09861,0,0,0,0,0.0260079,0.00012103,0.426233,-2.5839,-3.29017,6.25
1ykp,-17.8433,0.34887,0,0.0077218,0.00758665,0,-19.9097,0.317333,0.920357,0.289633,-1.7566,-2.94561,2.96
1oai,-11.49,0.988335,0,0,0,1.09236,-0.74021,0.178129,4.64746e-005,10.1493,-3.4176,-4.53212,5
1fwu,-10.0324,1.20946,0,0,0,0,0,0.19966,0,1.18679,-2.29,-2.21456,3.7
1q95,-27.9108,4.48667,2.19722,0,0,0.471765,-17.3372,0,1.63188e-006,1.22706,-3.49857,-3.86958,7.57
1gz9,-15.5764,3.06503,0.693147,0,0,0,0,0.175928,0,0.9684,-2.98901,-3.32607,3.51
1aj6,-10.9949,0.586419,0,0,0,0,0,0.117479,0,2.82167,-3.28938,-3.8514,5.92
1w8m,-7.37951,0.151471,0,0,0,0,0,0.140977,0,0.796633,-1.9614,-1.98252,1.6
2hs2,-15.52,0.934266,0,0,0,0,0,0.135419,0.0136257,2.49033,-4.95526,-5.94067,8.31
1uxb,-11.5198,1.47468,0,0,0,0.718591,-3.04605,0.0893282,0,2.09743,-2.11777,-2.12353,2.15
1h1h,-12.6532,1.72219,0,0,0,0,-6.80154,0.000484114,0,0.114379,-1.27905,-1.39264,5.22
2ada,-15.0099,1.35797,0.693147,0.699793,0.0197301,0,0,0.090499,1.92482e-008,0.622,-2.84563,-4.6488,13
1lrt,-18.1683,2.90838,0.693147,0,0,1.37972,-0.677727,0.207467,0.00545318,2.37147,-4.30806,-4.84367,5.64
1g3c,-29.4372,0.871381,0,2.47285,0.406404,0.55714,-28.6211,0.234255,3.14667e-006,1.67143,-1.64767,-3.9354,5.8
1v2q,-12.695,1.20992,0,0,0,0,-2.89281,0.0489614,0,3.21507,-3.13315,-3.16603,4.13
2f5t,-21.4516,4.56483,2.07944,0,0,0,0,0.03778,0,0.6456,-4.39837,-4.86216,5.17
1rek,-23.7174,2.29557,1.38629,0,0,0.177195,-4.87954,0.321618,0,3.90763,-6.42221,-7.60832,6.7
