name,AutoDock4.1Score,estat,hb,vdw,dsolv,tors,affinity
3prs,-10.0410,-0.3585,-2.7232,-17.3784,4.7515,5.6677,7.82
5c2h,-9.922,-0.0129,-0.0223,-15.2393,2.9661,2.3864,11.09
3ivg,-10.6381,-0.6677,-2.1299,-13.7865,3.8579,2.0881,4.3
3dxg,-1.6561,-0.3095,-0.9981,-5.7670,3.0322,2.3864,2.4
2y5h,-8.2930,-0.2598,-0.4028,-12.9107,3.4905,1.7898,5.79
2xj7,-9.4155,-1.7584,-3.6063,-9.2968,4.0528,1.1932,6.66
4rfm,-9.4531,-0.0983,-1.1671,-12.6385,2.9592,1.4915,10.05
3fv2,-11.8529,-3.3725,-5.5634,-11.3791,6.3740,2.0881,8.11
3g0w,-9.6462,-0.2061,-0.7013,-11.7456,2.1119,0.8949,9.52
1yc1,-7.8370,-1.1438,-1.6841,-10.7913,4.2907,1.4915,6.17
3ozt,-11.2415,-0.4580,-3.9089,-15.6787,5.8210,2.9830,4.13
1w4o,-7.0674,-1.0857,-4.3925,-7.7242,4.0469,2.0881,5.22
2w4x,-4.0961,-0.9913,-1.4699,-7.9499,3.9287,2.3864,4.85
4u4s,-5.7030,-0.1023,-0.6058,-7.2170,1.9238,0.2983,2.92
4de3,-1.0818,0.3774,-1.2449,-4.0644,3.2535,0.5966,5.52
3uri,-9.0745,-3.3688,-3.1769,-17.7307,6.5512,8.6507,9
3fv1,-12.0080,-3.5263,-5.6018,-12.4447,6.8802,2.6847,9.3
2wca,-6.2710,-0.9088,-2.3919,-9.1246,3.1713,2.9830,5.6
1nvq,-12.8253,-2.0606,-2.5346,-13.8068,3.7869,1.7898,8.25
2w66,-8.3016,-1.8399,-3.8529,-9.0618,4.6632,1.7898,4.05
3ary,-3.8071,-0.0020,-0.0051,-6.4455,2.0490,0.5966,6
4msn,-3.2477,0.3066,-0.0206,-4.7861,0.9541,0.2983,4.03
4msc,-8.6087,-0.0256,-0.5285,-11.0891,2.1396,0.8949,5.96
2xnb,-8.3122,-0.1997,-1.2076,-11.3266,3.2284,1.1932,6.83
4mrw,0.1053,0.1520,-0.1828,-1.0788,0.9166,0.2983,3.3
3jya,-6.3281,-0.0501,-0.1315,-7.3006,1.1542,0.0000,6.89
3up2,-6.6016,-1.1041,-1.0041,-10.6173,4.0358,2.0881,7.4
2zda,-10.3959,-0.6034,-3.3413,-13.1047,3.9687,2.6847,8.4
3ueu,-2.7204,0.0870,-0.0000,-5.0258,-0.7646,2.9830,5.24
4mrz,-3.7062,0.2248,-1.1837,-5.1262,2.0806,0.2983,3.52
2fxs,-4.2079,-0.6612,-1.2099,-8.9271,3.3091,3.2813,6.06
1lpg,-10.2752,-0.3505,-1.6814,-16.6011,5.0766,3.2813,7.09
1q8t,-4.7424,-0.5372,-0.6840,-6.9012,2.1868,1.1932,4.76
3qqs,-7.8435,-1.4095,-1.7823,-8.5644,2.7195,1.1932,5.82
2weg,-4.4203,-0.1048,-0.9559,-5.4266,1.4703,0.5966,6.5
3jvs,-7.3583,0.4555,-0.8810,-10.5539,2.1296,1.4915,6.54
3f3e,-7.0051,-1.2102,-2.9107,-6.9630,2.8857,1.1932,7.7
2qbq,-10.2772,-3.0078,-2.6533,-10.7014,3.9972,2.0881,7.44
1bzc,-9.2060,-1.7501,-3.1879,-12.3630,5.1120,2.9830,4.92
1pxn,-5.2585,-0.0766,-1.2813,-8.2249,3.4294,0.8949,7.15
2j78,-8.2755,-1.4137,-5.0396,-8.0423,4.4303,1.7898,6.42
1z6e,-10.7719,-0.4884,-1.5263,-17.2683,6.1247,2.3864,9.72
3zdg,-5.7735,-0.7800,-0.5303,-7.6291,1.6744,1.4915,7.1
4gfm,-7.0830,-0.1649,-1.1951,-8.4694,2.1498,0.5966,7.22
4eo8,-8.0182,-1.1521,-1.0435,-8.2200,0.6075,1.7898,8.15
2wvt,-6.4588,-2.3990,-3.1376,-7.3965,4.3862,2.0881,6.12
3nx7,-5.6479,-0.2380,-1.9636,-8.7799,2.6490,2.6847,8.1
1syi,-12.7361,-3.1197,-5.1797,-10.4734,4.8435,1.1932,5.44
4ddk,-5.0360,-0.2249,-0.9265,-6.7299,2.5471,0.2983,2.29
2zcr,-5.5450,0.9920,-1.1995,-11.7979,2.5825,3.8779,6.87
2xbv,-10.9891,-0.1224,-0.5773,-17.4382,5.0606,2.0881,8.43
4de1,-8.3405,-0.2443,-3.0014,-9.9027,3.913,0.8949,5.96
4abg,-6.0996,-1.3604,-1.5006,-6.9624,2.8290,0.8949,3.57
3uuo,-6.2295,-0.7080,-0.6049,-7.3120,1.7988,0.5966,7.96
4eor,-8.3988,-0.0021,-2.0140,-12.0733,3.6025,2.0881,6.3
1sqa,-7.9270,-0.7300,-2.5859,-12.3633,5.3658,2.3864,9.21
3mss,-4.1251,-0.0918,-0.0001,-6.5796,0.4584,2.0881,4.66
2p15,-13.3751,-0.3427,-1.7074,-13.3881,0.5717,1.4915,10.3
3ejr,-10.2978,-2.6075,-2.8863,-11.1582,4.2661,2.0881,8.57
3ge7,-15.0149,-4.2300,-4.7770,-13.4318,5.3358,2.0881,8.7
3zsx,-7.7571,-0.7808,-2.4080,-10.7582,3.2068,2.9830,3.28
1u1b,-8.2095,-2.8768,-3.4618,-13.8201,7.4747,4.4745,7.8
4ty7,-10.3257,-1.4493,-2.4389,-13.9367,4.8145,2.6847,9.52
5dwr,-6.2291,-1.8574,-1.1100,-7.5933,2.8401,1.4915,11.22
2j7h,-6.4020,-0.7409,-3.4577,-6.4486,3.0519,1.1932,7.19
2br1,-4.8514,0.0200,-0.1095,-10.2686,3.1203,2.3864,5.14
3utu,-12.1128,-0.3837,-2.9303,-18.4898,5.5149,4.1762,10.92
3syr,-9.0006,-0.8560,-4.8837,-10.1693,5.1187,1.7898,5.1
3g31,-2.6929,-0.6256,-0.0241,-3.1339,0.4941,0.5966,2.89
4kzq,-9.0960,-0.1359,-0.7215,-10.9548,2.1196,0.5966,6.1
2xii,-11.3316,-2.4687,-3.8143,-12.2485,5.4101,1.7898,7.2
4m0y,-6.7150,-0.1383,-1.9948,-8.5124,3.0356,0.8949,6.46
1p1n,-8.9090,-2.5938,-3.8525,-8.3574,4.1049,1.7898,6.8
3coz,-6.9515,-0.7209,-4.6962,-11.4994,6.9821,2.9830,5.57
2wnc,-8.3497,-1.2108,-0.5858,-8.9774,1.5294,0.8949,6.32
1uto,-3.5870,-0.9656,-0.5543,-4.9807,2.0186,0.8949,2.27
3arq,-7.1700,-1.1712,-0.7238,-11.0809,3.4195,2.3864,6.4
1a30,-2.7282,1.3865,-2.8109,-9.7982,4.6165,3.8779,4.3
3kwa,-1.1021,-0.6296,-1.0488,-6.6050,3.3034,3.8779,4.08
3qgy,-2.9360,-0.0111,-0.5322,-6.3427,2.4585,1.4915,7.8
4djv,-10.7220,-2.3118,-1.8488,-10.9754,2.9225,1.4915,6.72
2xb8,-9.8256,-0.2553,-4.3015,-12.2966,4.9397,2.0881,7.59
4eky,-9.0164,-0.7523,-4.3833,-12.3628,5.4990,2.9830,3.52
3dd0,-4.8792,-0.0901,-1.0126,-6.8192,1.8496,1.1932,9
3fur,-7.0344,0.1411,-0.0061,-10.7236,2.0627,1.4915,8
2v7a,-7.0572,-0.8101,-1.2735,-10.1187,3.3552,1.7898,8.3
3e5a,-8.6798,0.1077,-1.4407,-13.1611,3.7263,2.0881,8.23
4qd6,-6.6996,0.1083,-0.5923,-10.8905,2.885,1.7898,8.64
3bgz,-8.5040,-0.6438,-1.0584,-8.9765,1.2798,0.8949,6.26
2zy1,-7.3656,-0.4504,-2.0839,-10.1249,2.3105,2.9830,7.4
4ivd,-7.9447,-0.2511,-1.0232,-11.1507,2.9887,1.4915,9.52
3r88,-4.4974,-0.7439,-1.1180,-6.4766,2.6479,1.1932,4.82
3pyy,-7.7259,-0.1116,-0.6073,-10.1687,2.2668,0.8949,6.86
3n7a,-6.1208,-0.4535,-3.9696,-7.1088,3.6213,1.7898,3.7
4f09,-5.8910,-0.2064,-0.6238,-8.0774,2.7183,0.2983,6.7
1s38,-9.5169,-2.2154,-3.0886,-7.8038,3.2926,0.2983,5.15
4x6p,-11.4310,-0.1799,-1.6232,-17.6351,5.3225,2.6847,8.3
2v00,-7.9105,-3.0788,-1.7554,-7.2401,2.9707,1.1932,3.66
5aba,-5.3636,-0.4793,-0.0038,-8.0076,1.6357,1.4915,2.98
2vw5,-9.2161,-0.5969,-1.8760,-11.4546,3.2200,1.4915,8.52
4agq,-7.1768,-0.4717,-0.2763,-11.5646,2.1529,2.9830,5.01
3lka,-5.5695,-0.0955,-1.1888,-6.6455,1.4654,0.8949,2.82
1ydt,-7.8089,-0.8150,-0.9292,-11.5070,3.0559,2.3864,7.32
4j3l,-10.0340,-0.2281,-1.3405,-12.4236,2.4667,1.4915,7.8
3u8n,-9.4260,-1.1490,-1.1552,-10.7487,2.7321,0.8949,10.17
3rsx,-7.1226,-0.3665,-1.7702,-7.1963,1.9121,0.2983,4.41
3rr4,-8.2755,-1.4797,-2.8863,-9.3635,4.5590,0.8949,4.55
3zso,-7.9602,-0.7522,-1.8956,-12.8733,3.6831,3.8779,5.12
1nc3,-8.6730,-0.8317,-3.6172,-12.0578,6.3421,1.4915,5
4agn,-6.0002,-0.4981,-0.4904,-9.7812,2.0848,2.6847,3.97
3pww,-10.8905,-2.3644,-2.8479,-17.0465,5.4024,5.9660,7.32
4ea2,-8.4540,-1.1171,-0.5651,-10.7032,1.2466,2.6847,6.44
3l7b,-5.8621,-0.3698,-2.8799,-9.5263,5.1241,1.7898,2.4
2yki,-14.3424,-0.2059,-1.8255,-16.7710,3.8634,0.5966,9.46
2zcq,-1.4941,4.4870,-1.7919,-10.1208,3.2470,2.6847,8.82
1qf1,-7.5588,0.7219,-2.8510,-11.8912,3.1802,3.2813,7.32
3ehy,-3.4845,1.4790,-0.5741,-8.3273,2.4464,1.4915,5.85
4ih5,-3.5567,0.0226,-0.6850,-6.5621,2.7729,0.8949,4.11
1ps3,-6.5323,-0.4747,-3.6910,-8.4559,4.5979,1.4915,2.28
2qbp,-10.7350,-2.9546,-2.5225,-12.7075,4.7649,2.6847,8.4
2cbv,-11.1385,-3.8451,-4.9739,-7.4469,3.9342,1.1932,5.48
3gc5,-13.4100,-4.3224,-4.8106,-11.1721,5.4036,1.4915,7.26
4dld,-9.3680,-2.7836,-3.8436,-10.2558,5.1287,2.3864,5.82
4ogj,-3.0092,-0.0846,-1.0348,-6.9056,1.7346,3.2813,6.79
4twp,-9.8942,-0.1810,-1.7120,-12.1343,2.6415,1.4915,10
3udh,-9.1778,-2.9479,-1.8031,-6.4060,1.9793,0.0000,2.85
3jvr,-7.1164,-0.0960,-0.6642,-9.3697,1.8203,1.1932,5.72
5tmn,-5.7733,0.3654,-2.8858,-11.9725,4.2452,4.4745,8.04
3g2n,-7.3598,-0.4719,-3.3291,-10.2019,4.5550,2.0881,4.09
3ui7,-6.1994,-0.4563,-0.5648,-7.9744,1.9012,0.8949,9
2p4y,-10.6318,-0.7234,-0.5006,-15.3123,3.2198,2.6847,9
4ivc,-8.3558,-0.1870,-1.0676,-11.4056,3.1112,1.1932,10
3uew,-3.2264,-0.0184,-0.2272,-6.1466,-1.0104,4.1762,6.31
2x00,-12.3593,-0.1316,-0.5830,-13.1046,0.8634,0.5966,11.33
4e6q,-7.2663,-0.0604,-0.6516,-11.0567,3.6075,0.8949,8.36
4ddh,-7.5223,-1.6749,-1.8081,-8.0668,3.1325,0.8949,3.3
4kz6,-5.0071,-1.1081,-1.7305,-5.4922,2.1305,1.1932,3.1
4agp,-6.9353,-0.4488,-0.0105,-11.3717,1.9127,2.9830,4.69
3cj4,-8.3190,-1.3523,-1.4769,-8.5840,1.6027,1.4915,6.51
3rlr,-8.4817,-0.2589,-1.2356,-10.1857,2.6018,0.5966,7.52
2qnq,-14.9032,-3.3532,-2.3445,-15.4776,3.2891,2.9830,6.11
3gbb,-10.8983,-3.0993,-4.2135,-10.0550,4.9780,1.4915,6.9
1gpk,-9.1648,-0.9899,-1.2083,-9.5743,2.3095,0.2983,5.37
4wiv,-6.4064,-0.0554,-0.5811,-7.3928,0.7280,0.8949,6.26
3oe5,-8.8918,-0.2148,-2.8606,-14.8151,5.7174,3.2813,6.88
1r5y,-9.7021,-2.5091,-3.6616,-7.6652,3.5372,0.5966,6.46
2c3i,-6.3122,0.0668,-0.0157,-9.4399,1.5851,1.4915,7.6
4f2w,-8.9126,-1.8595,-2.3250,-11.6298,5.1118,1.7898,11.3
1e66,-10.6159,-0.1042,-0.4680,-12.3978,1.7575,0.5966,9.89
4gkm,-8.4698,-3.2637,-0.8612,-8.6625,3.1244,1.1932,5.17
3u5j,-6.7172,0.0392,-0.0326,-7.9615,1.2377,0.0000,5.61
3nq9,-1.2943,-0.0465,-0.0000,-2.9788,-0.0587,1.7898,4.03
3e92,-8.4110,0.0792,-1.1516,-10.9586,2.4268,1.1932,8
3arv,-6.2996,0.0170,-0.0011,-8.2466,1.9310,0.0000,5.64
3b65,-11.5871,-0.1901,-1.0388,-14.0478,1.8999,1.7898,9.27
3d4z,-5.6939,-0.3905,-3.0825,-7.9607,4.2482,1.4915,4.89
2hb1,-6.7219,-1.6498,-2.0424,-7.7105,3.1893,1.4915,3.8
3uo4,-8.9013,-1.4539,-1.3776,-11.3601,3.5006,1.7898,6.52
4ciw,-7.8285,-0.6383,-4.6160,-9.1060,4.4437,2.0881,4.82
3gv9,-5.2348,-1.3224,-1.9883,-4.8351,2.3144,0.5966,2.12
4jsz,-2.7438,0.1252,-0.1101,-4.8466,1.4912,0.5966,2.3
1h22,-11.2102,-1.5615,-1.2618,-15.1661,2.9013,3.8779,9.1
1ydr,-6.1245,-0.5409,-0.1151,-7.9482,1.8831,0.5966,5.52
3f3d,-6.4642,-1.1740,-2.9028,-6.9776,3.0987,1.4915,7.16
2wtv,-5.4984,-0.1729,-0.5288,-9.5889,3.5990,1.1932,8.74
2xdl,-4.6966,-0.0821,-0.6990,-7.5458,2.1387,1.4915,3.1
4ivb,-7.5097,-0.1017,-1.0421,-10.1623,2.9015,0.8949,8.72
3kr8,-8.1848,0.0794,-1.1703,-11.2430,3.2543,0.8949,8.1
1p1q,-7.6413,-2.3220,-3.6116,-7.7171,4.5179,1.4915,4.89
3o9i,-11.0703,-0.3193,-1.9869,-17.3216,4.0828,4.4745,11.82
3bv9,-7.3543,-1.5990,-1.6930,-13.1457,4.9072,4.1762,5.36
4gr0,-14.0081,0.5438,-2.5847,-20.3651,4.5199,3.8779,9.55
3ag9,-2.3164,-2.2793,-3.2008,-15.4065,7.8313,10.7388,8.05
4k77,-6.2704,-0.1447,-1.1929,-8.0051,2.4757,0.5966,6.63
1o5b,-6.7881,-0.2382,-1.5885,-8.3439,2.7859,0.5966,5.77
3p5o,-6.5369,-0.0028,-0.0760,-9.6897,1.7401,1.4915,7.26
3tsk,-10.8871,-0.1755,-2.1023,-16.1716,3.0877,4.4745,7.17
4jfs,-5.9266,-1.6422,-1.5800,-6.9974,3.0998,1.1932,5.27
2yfe,-6.7416,-0.2518,-0.5976,-9.6603,1.3817,2.3864,6.63
2qe4,-9.1480,-0.3480,-1.4614,-9.9677,1.1376,1.4915,7.96
2wn9,-6.9718,-0.2963,-1.2742,-8.4589,1.8644,1.1932,8.52
1eby,-14.6448,-0.8050,-4.2474,-20.3531,5.6895,5.0711,9.7
4hge,-6.7821,-0.0013,-0.0422,-10.8814,3.2480,0.8949,7.92
1q8u,-6.5633,-0.6064,-0.1772,-8.2754,1.8992,0.5966,5.96
4w9h,-9.8989,-0.3448,-2.1495,-12.3928,2.6018,2.3864,6.73
3ao4,-5.9420,-0.0890,-0.4375,-8.8903,2.8782,0.5966,2.07
2vvn,-7.6901,-0.4719,-2.7375,-10.0134,4.0413,1.4915,7.3
3wz8,-8.8287,-0.3640,-1.6392,-12.6289,3.1186,2.6847,5.82
4j28,-7.6037,-1.9336,-2.7101,-7.3511,3.4962,0.8949,5.7
4dli,-8.1193,-0.1241,-0.5392,-10.8200,2.7674,0.5966,5.62
3ryj,-3.8618,0.0819,-0.5415,-6.5875,1.6939,1.4915,7.8
3gr2,-0.7693,0.5266,-0.7454,-3.1712,1.7258,0.8949,2.52
3acw,-9.0397,-0.7843,-0.5557,-9.8188,1.2242,0.8949,4.76
3zt2,-8.4969,-0.6469,-1.4917,-9.3955,2.4405,0.5966,2.84
4cig,-8.1717,-0.7848,-2.3217,-11.3927,3.3445,2.9830,3.67
3wtj,-7.7517,-0.0697,-0.6967,-10.0720,2.1919,0.8949,6.53
2qbr,-9.7795,-2.9791,-2.4468,-10.8976,4.1576,2.3864,6.33
1o3f,-5.3475,-0.3719,-0.0088,-10.4735,4.0153,1.4915,7.96
