name,AutoDock4.1Score,estat,hb,vdw,dsolv,tors,affinity
3rm4,-2.2557,-4.0617,-1.8130,-2.3955,4.5230,1.4915,5.77
1wm1,-10.1026,-2.9828,-3.1230,-8.1033,3.2116,0.8949,6.3
2y7x,-11.6360,-0.3958,-0.7076,-15.1770,3.4513,1.1932,8.89
2ans,-4.5426,-0.4339,-0.0180,-7.1605,1.8765,1.1932,5.92
1td7,-3.3228,0.4369,-0.1758,-7.0736,2.2966,1.1932,4.37
2wc4,-8.2050,-1.2621,-3.1046,-10.8902,3.7705,3.2813,5.29
2xde,-8.0527,-0.3866,-1.6366,-9.8850,1.7673,2.0881,5.47
4pzv,-6.9998,-0.6092,-5.1348,-14.5648,9.1328,4.1762,5.7
1d09,-12.5122,-5.3369,-6.5846,-9.3856,6.4086,2.3864,7.57
4j74,-5.7961,-0.0188,-0.1243,-6.7947,0.5451,0.5966,4.59
3q6z,-6.9781,-1.8049,-3.3925,-13.3973,7.4403,4.1762,3.72
3ozj,-6.2523,-0.0115,-0.0002,-7.1586,0.3213,0.5966,5.11
3ml5,-4.6073,-0.1119,-1.4796,-6.2678,2.3571,0.8949,8.52
3a2o,-10.4133,-0.3560,-1.3050,-16.8544,4.2242,3.8779,9.08
4a6l,-12.3579,-2.1395,-1.8205,-14.2995,3.8135,2.0881,8
3jyr,-12.9431,-3.6208,-7.1075,-17.6139,8.8365,6.5626,5.54
4u5o,-4.4881,-1.6893,-1.6173,-6.9298,2.7654,2.9830,2.42
2pqz,-14.2939,-3.0964,-2.0348,-14.8431,2.6973,2.9830,5.67
1yda,-3.7553,-0.1835,-1.0044,-5.9093,2.4470,0.8949,6.55
1mfi,-6.5748,-2.8075,0.8833,-7.7555,2.2100,0.8949,5.59
2qtt,-5.7887,-0.4576,-3.1585,-9.6152,5.9511,1.4915,4.32
2ha2,-4.2641,-1.6026,-0.1583,-8.1105,2.3260,3.2813,4.66
4b34,-4.1038,-0.0303,-0.6069,-4.9722,1.2074,0.2983,3.14
1nw5,-9.7451,-2.3262,-4.4048,-13.6150,7.3197,3.2813,5.21
2exm,-3.4613,0.1325,-0.6102,-6.7893,2.9109,0.8949,4.11
4k4j,-11.1400,-1.1060,-1.0448,-10.7770,0.5946,1.1932,6.12
3p58,-4.6117,-0.0020,-0.1078,-6.4761,1.0793,0.8949,7.6
1ec3,-12.3491,-0.4969,-5.2523,-19.5498,6.0890,6.8609,9.04
4ayu,-0.6811,2.4097,-0.9830,-3.9015,1.4954,0.2983,4.73
3r16,-4.9021,-0.1326,-0.8634,-6.9060,1.5084,1.4915,7.3
4k5p,-7.2744,-2.4305,-3.0597,-8.8610,4.9887,2.0881,3.46
3nb5,-5.3325,-0.1811,-1.4860,-7.5625,1.5106,2.3864,7.74
3cft,-2.3038,-0.7570,-0.2369,-3.0688,0.8640,0.8949,4.19
1o7o,-8.6008,-1.2238,-4.5206,-12.4640,6.3263,3.2813,4.49
1fl3,-7.9520,-0.1838,-0.0128,-11.5350,1.6916,2.0881,6.8
1xk5,-4.5504,-3.3833,-2.0214,-11.0189,6.5038,5.3694,6
3sym,-7.1485,-0.6399,-4.0386,-10.7053,5.8490,2.3864,4.57
5cp9,-5.1057,-1.7787,-1.2705,-4.2056,1.2542,0.8949,3.51
4x6m,-11.1335,-0.5492,-2.4737,-16.7399,5.6462,2.9830,8.24
3ta1,-8.7881,-2.9173,-4.5536,-12.6020,8.6001,2.6847,3.25
3ipu,-8.9110,-0.7340,-0.2624,-14.3889,3.4913,2.9830,7.32
5boj,-6.5621,-1.9011,-0.4877,-7.1441,1.1810,1.7898,7
4ye3,-7.1141,-0.4432,-0.7410,-14.9690,3.9680,5.0711,8.37
2qwb,-4.6239,-1.9637,-3.2411,-7.1219,4.7198,2.9830,2.74
4ge1,-5.8265,-1.3896,-1.1582,-5.8453,1.6716,0.8949,6.43
3lzs,-9.3828,-0.4097,-1.9145,-14.9510,3.7162,4.1762,10.96
3rdq,-6.5049,-0.7509,-2.9936,-7.5922,2.7436,2.0881,9.31
2pwr,-17.6247,-3.3708,-3.8167,-18.9995,4.9826,3.5796,6.59
4xe1,-6.0721,-0.1509,-1.4437,-6.7588,1.6846,0.5966,7.11
3bbf,-6.6383,-3.0430,-2.4828,-9.4933,5.6961,2.6847,5.28
1ax0,-4.8633,-0.6953,-2.5988,-6.2850,2.9259,1.7898,3.13
4z1k,-6.2105,-0.1528,-1.4846,-7.7952,1.7307,1.4915,8.33
1yei,-9.2928,-1.5709,-2.4924,-12.2334,4.0210,2.9830,7.46
1g7q,-11.0961,-3.2593,-6.1569,-17.5630,8.7240,7.1592,6.06
3upv,-7.0749,-4.6688,-4.6605,-11.3386,5.5389,8.0541,5.3
1hmr,-5.3809,-1.3667,-1.3125,-8.0105,0.5360,4.7728,6.55
4og4,-7.4732,-0.9183,-0.3818,-10.1742,1.3163,2.6847,6.02
4kwg,-6.2393,0.0618,-0.4125,-7.3504,1.4618,0.0000,6
4djw,-9.5166,-2.3573,-1.8996,-9.4159,2.9629,1.1932,6.28
4q08,-7.0404,-0.1235,-1.5780,-10.2865,2.5612,2.3864,6.3
1uou,-7.1439,-0.4880,-1.9534,-8.7520,3.4530,0.5966,7.7
4nbn,-8.8441,-0.1801,-1.2255,-14.3060,4.4812,2.3864,4.36
2p16,-11.6420,-0.1111,-1.5399,-15.4344,3.9519,1.4915,10.1
4l4v,-7.7861,-0.4936,-3.5605,-12.4567,5.7417,2.9830,5.78
1bcd,-2.5711,-0.1361,-0.8942,-3.8348,1.6975,0.5966,8.7
3iss,-7.2793,-2.1631,-3.7967,-14.5396,7.5526,5.6677,6.05
3ckb,-1.7806,-0.2260,-2.1842,-9.1069,4.3671,5.3694,2.98
1apv,-8.8550,-0.8877,-4.0247,-13.3439,4.6285,4.7728,9
1i9p,-5.5346,-0.1376,-1.3590,-6.9537,1.7224,1.1932,8.41
4qew,-6.5701,0.0119,-0.0513,-9.5867,1.5645,1.4915,7.07
2pyy,-7.1850,-3.0489,-3.9517,-6.1661,3.8936,2.0881,4.6
1fhd,-8.4977,-1.3149,-3.9427,-10.2749,4.9466,2.0881,6.82
1d3p,-9.0993,-0.2716,-0.5697,-14.7486,2.9111,3.5796,7.39
4en4,-3.3452,-0.3175,-1.4363,-5.0969,2.0140,1.4915,5.52
3rlq,-7.3418,-0.2418,-1.0273,-9.2749,2.6056,0.5966,7.4
1qk3,-8.6405,-1.4112,-4.8463,-10.2175,5.7464,2.0881,5.15
1sln,-10.1618,-1.2256,-2.9656,-13.7792,3.6324,4.1762,6.64
4ual,-8.3569,-1.4238,-0.6254,-10.9663,3.7638,0.8949,8.4
4q3t,-6.6567,-5.3309,-2.5194,-6.3525,5.4580,2.0881,6.48
3sio,-9.6294,-1.2700,-0.3869,-14.9687,2.8199,4.1762,8
4jv6,-6.5408,0.1402,-0.0091,-7.9348,0.6662,0.5966,6.66
4d3h,-3.8591,-0.1575,-3.8243,-9.5185,8.4481,1.1932,6.43
1y3n,-6.7565,-1.9475,-3.7499,-10.4076,6.6638,2.6847,5.55
4bc5,-4.2617,-0.5644,-3.1127,-5.1687,2.4961,2.0881,4.6
1oth,-12.3095,-3.8650,-6.9056,-10.3873,5.8653,2.9830,7
4zvi,-5.7798,-0.2262,-0.5793,-9.2536,2.7878,1.4915,6.33
1f4f,-4.0831,-0.1139,-0.4147,-9.2655,3.0263,2.6847,4.62
4xiq,-9.4285,-0.2160,-0.8837,-10.2630,1.6360,0.2983,7.07
2flr,-9.8502,-0.3572,-2.1294,-13.3341,4.4791,1.4915,6.1
3pce,-3.1469,-0.1082,-0.1072,-5.9032,2.0768,0.8949,2
1ta6,-10.7667,-0.3657,-2.0481,-14.7516,3.4157,2.9830,9.13
4ipj,-2.8582,-0.2986,-2.5734,-4.3548,3.1754,1.1932,4.87
1fch,-7.5175,-2.5855,-4.4884,-13.7659,5.8649,7.4575,7.15
1dl7,-4.5488,-0.7408,-0.6495,-8.5147,2.9698,2.3864,6.49
1zoe,-6.2508,0.2612,-0.0015,-8.1099,1.3011,0.2983,7.4
4mnp,-6.2795,-2.3365,-3.8408,-8.4726,5.3874,2.9830,7.34
1h4w,-5.5556,-0.2467,-1.9708,-6.4482,2.5135,0.5966,4.66
4ozj,-4.8700,-2.5626,-3.1133,-8.8657,7.2853,2.3864,5.4
4der,-2.6073,0.0025,-0.0205,-5.6469,1.8644,1.1932,6.31
2uy3,-3.8028,-0.0329,-1.1595,-5.2453,2.6348,0.0000,3.22
1a1e,-5.6947,-1.2082,-3.7603,-10.0969,4.0013,5.3694,6
1b5j,-14.1399,-5.5914,-6.3573,-15.3191,7.4602,5.6677,7.43
2c1p,-5.9699,0.0788,-0.5869,-9.7496,2.4980,1.7898,5.4
1jmg,-4.7216,-0.5636,-2.5782,-8.8638,5.1959,2.0881,6.07
4ww6,-5.0983,-0.1255,-1.5888,-7.0473,2.1718,1.4915,10.21
4tim,-4.1258,-1.5855,-2.6842,-5.9299,3.9857,2.0881,2.16
2nta,-9.3782,-0.1382,-2.5177,-10.1838,2.8649,0.5966,4.8
3t09,-5.5440,-0.6540,-2.8554,-7.3472,3.8211,1.4915,3.8
4cwn,-7.3564,-0.8914,-0.6440,-10.2884,3.2742,1.1932,5.59
4q4p,-8.1338,-0.6807,-2.5597,-10.0059,3.9193,1.1932,6.39
4kfq,-5.8576,-0.0654,-1.7120,-6.5018,2.4217,0.0000,8.23
3ozg,-10.4669,-1.9016,-5.8038,-11.5879,5.8433,2.9830,9.19
3d50,-7.3406,-2.7990,-3.5598,-8.8679,4.0082,3.8779,4.77
4a4v,-5.9752,-0.1429,-0.5939,-9.0144,1.0913,2.6847,6.54
2sim,-6.5792,-2.2628,-3.9311,-7.7419,4.6720,2.6847,3.42
1bn1,-5.3737,-0.1609,-0.9006,-7.4727,1.3707,1.7898,9.34
2ygf,-8.8146,-0.7916,-2.0744,-12.3100,3.9749,2.3864,5.09
3hit,-7.9628,-3.4702,-4.2921,-18.1716,9.9170,8.0541,8.19
2xyf,-11.5205,-0.5901,-3.4111,-17.4464,4.2594,5.6677,8.44
4ufk,-7.2983,-2.4033,-3.3663,-5.9461,3.2242,1.1932,3.89
1o3j,-7.2686,-0.3408,-2.7020,-9.3153,4.1946,0.8949,6.77
4lkk,-3.1967,-1.0384,-3.3288,-7.9540,4.3517,4.7728,5.92
2wos,-6.4024,-0.4456,-0.2209,-9.1331,2.2041,1.1932,3.9
4fnn,-2.2948,-1.5663,-0.2321,-6.0558,0.7865,4.7728,7.57
1tys,-10.4402,-1.6527,-6.3856,-10.1273,5.6372,2.0881,5.49
1d4i,-14.1989,-0.4725,-3.2279,-20.5687,5.2974,4.7728,8.85
1hpo,-11.0913,-0.5200,-2.4070,-12.8283,2.5759,2.0881,9.22
4xty,-14.1870,-0.4790,-5.5676,-20.5657,8.8458,3.5796,9.21
2aoe,-11.0306,-1.7255,-5.9704,-19.8308,7.5470,8.9490,7.62
1tok,-6.8979,-2.6385,-3.0331,-4.1862,2.3634,0.5966,2.47
4xmr,-8.5918,-3.0803,-3.3539,-5.7896,2.4388,1.1932,4.07
4knm,-6.1304,-0.1549,-1.2317,-8.2581,1.7245,1.7898,8
4gzt,-5.9046,-3.0768,-2.6426,-6.0905,3.8171,2.0881,7.77
4i8z,-8.7804,-0.3173,-1.4928,-15.0764,3.9299,4.1762,11.05
4pyy,-6.0659,-0.1352,-0.9473,-9.4904,2.1206,2.3864,7.23
2q1q,-5.4566,-0.1349,-1.1295,-6.7094,1.6222,0.8949,8.15
4np9,-2.7158,-2.7361,-2.2243,-5.6698,3.7382,4.1762,5.03
2pgz,-8.3837,-1.0993,-0.0184,-10.2884,1.5309,1.4915,5.74
3gjw,-6.2036,-0.6069,-0.4316,-8.5237,2.7620,0.5966,8.3
3le9,-8.5992,-0.0794,-2.5224,-10.4444,3.2538,1.1932,8.22
3g30,2.6870,-1.1292,5.7316,-6.1426,3.3322,0.8949,2.51
1q54,-5.1468,-1.1981,-3.0532,-8.4699,4.2931,3.2813,5.85
1qb1,-5.4703,-0.5778,-2.4975,-10.9511,5.2748,3.2813,6.77
3q71,-8.7572,-1.4421,-5.3861,-15.1147,9.0096,4.1762,5.22
1jmf,-3.7295,-0.6543,-2.6545,-7.7258,5.2170,2.0881,5.77
2afx,-3.9677,-0.1321,-0.6418,-5.6039,1.8135,0.5966,5.15
1ct8,-8.2787,-1.3828,-2.1997,-13.3035,4.4311,4.1762,6.52
3uug,-7.2719,-1.1050,-4.2434,-8.4949,5.0799,1.4915,4.51
3d0e,-12.2996,-2.7227,-3.1979,-13.8282,4.7645,2.6847,8.4
4bny,-8.2911,-0.0117,-0.0033,-10.8793,2.3050,0.2983,7.1
1zfq,-4.7227,-0.1152,-1.0660,-6.3308,1.8944,0.8949,7.52
1wcq,-9.7026,-4.5484,-5.0200,-8.7567,5.3412,3.2813,6.26
3v51,-11.4918,-0.0216,-0.6708,-15.2337,2.9428,1.4915,8.55
2hl4,-4.9094,-0.2654,-2.0438,-7.7052,2.4203,2.6847,7.64
2q2a,-13.1874,-4.9548,-6.4582,-9.4185,5.8543,1.7898,7.41
4km2,-6.6483,-1.3417,-1.9493,-8.5205,3.3734,1.7898,5.84
3m5e,-5.6485,-0.1603,-1.4811,-8.0823,1.9871,2.0881,7.37
2p3c,-13.9061,-1.2798,-4.8387,-21.8424,6.0007,8.0541,7.62
2r2m,-8.9673,-1.2991,-2.6374,-12.5252,4.5114,2.9830,7.33
4wkb,-9.6821,-1.8740,-2.4072,-12.3475,5.1567,1.7898,11.57
2gst,-14.6803,-4.0555,-5.4662,-13.9614,4.9249,3.8779,6.07
4q7p,-3.6774,0.0557,-0.3842,-4.6110,0.9639,0.2983,4.32
4afg,-9.1004,-1.5487,-0.6917,-8.7118,1.8519,0.0000,8.3
4e6d,-7.7203,-0.1529,-0.6286,-10.7220,3.1866,0.5966,8.92
2qhy,-9.7360,-0.2976,-2.1843,-14.9944,3.8623,3.8779,7.48
3ekp,-8.9376,-0.3754,-1.7365,-14.6410,3.6390,4.1762,8.89
2we3,-8.7056,-2.3618,-4.7092,-9.6788,5.0612,2.9830,4.43
2vwm,-11.5811,-0.1228,-1.0279,-17.3343,4.2192,2.6847,7.03
1oba,-1.7215,-0.4632,-0.0008,-3.0806,0.9282,0.8949,2.44
3d8z,-2.6227,0.3910,-0.9365,-5.9042,2.6338,1.1932,3.37
2bqv,-10.6391,-0.2655,-2.6021,-16.3938,4.1477,4.4745,8.05
2i3v,-7.7578,-3.0922,-4.0978,-6.8765,4.2205,2.0881,6.55
4de5,-5.5331,-0.4149,-1.6766,-5.5639,1.8240,0.2983,3.15
2vwn,-11.1502,-0.1255,-1.3408,-15.9968,4.2248,2.0881,8
4omj,-10.5641,-0.0131,-0.0000,-14.6550,-1.8620,5.9660,5.26
3su6,-13.0687,-0.2910,-2.5226,-16.7263,4.3832,2.0881,6.02
1hpv,-8.4409,-0.4079,-1.7532,-14.1104,3.6544,4.1762,9.22
4ndu,-3.8836,-0.2692,-2.0818,-6.0867,2.7644,1.7898,2.74
5a2i,-3.4600,-0.8681,-2.1173,-10.1032,4.2591,5.3694,5.06
3cj2,-6.3104,-0.2505,-0.4887,-7.2052,1.0374,0.5966,4.85
1d9i,-8.1410,-1.2809,-1.5730,-10.7026,3.0291,2.3864,9.11
2bes,-6.3366,-1.4827,-5.2872,-7.3265,4.7768,2.9830,4.24
4x5p,-7.5541,-1.4693,-3.9302,-9.4697,4.3321,2.9830,8.21
1phw,0.7883,-0.6052,-0.2821,-3.7904,3.3780,2.0881,3.3
4ibc,-6.8378,-1.4611,-0.8655,-8.6562,1.7586,2.3864,2.98
4djo,-9.4226,-0.4208,-1.8008,-16.2952,3.7248,5.3694,11.52
4kz7,-5.2418,-1.1330,-1.4181,-4.7759,1.7869,0.2983,2.49
4ibi,-5.4720,-1.9344,1.4322,-9.6755,2.3194,2.3864,4.14
3sw8,-3.1588,0.3098,-1.6058,-6.4237,2.7711,1.7898,4.5
2o8h,-7.0999,-0.1647,-0.6035,-9.0369,1.2138,1.4915,7.6
185l,-4.8442,-0.0070,-0.1237,-5.1010,0.3874,0.0000,3.54
4e4n,-7.2318,-0.0819,-1.0097,-10.5343,3.2010,1.1932,9.05
1sw1,-6.7061,-1.6551,-1.3772,-6.6879,2.7157,0.2983,7.3
4ksy,-9.3858,-2.2076,-1.3420,-19.4358,11.8098,1.7898,8.42
3b25,-5.8095,-0.8074,-0.6232,-7.3891,2.1154,0.8949,6.07
4jsa,-4.0307,-0.1202,-0.7863,-4.8724,1.1516,0.5966,4.96
1nt1,-13.1014,-0.2177,-1.9052,-14.5554,3.2786,0.2983,8.89
2clk,-4.9515,-0.7945,-3.5067,-6.6900,3.6532,2.3864,3.79
2oxx,-6.6840,-0.0011,-0.0131,-7.5022,0.8325,0.0000,6.7
1oyq,-7.1003,-0.3517,-2.2986,-12.6979,4.3700,3.8779,6.96
3bkk,-10.1942,-0.9778,-3.4919,-14.8013,4.9005,4.1762,6.08
4d4d,-8.8286,-3.7706,-3.8497,-9.1993,5.0080,2.9830,5.96
1c70,-14.0183,-1.1939,-2.2232,-19.0526,4.2752,4.1762,10.3
1b3h,-14.6367,-5.1331,-5.2081,-16.1738,6.5089,5.3694,6.21
3nik,-10.3090,-5.5566,-4.8045,-10.4811,6.0587,4.4745,3.45
1cnx,-3.3325,-0.2709,-1.0907,-7.7235,2.1731,3.5796,7.37
1hn4,-6.3886,1.1442,-1.0472,-16.2396,2.5948,7.1592,3.82
2dw7,-2.8802,0.1884,-3.1920,-5.9508,4.5827,1.4915,4.7
4oct,-4.0878,-1.0892,-2.1241,-4.3924,2.3248,1.1932,5.05
1z1h,-11.1401,-0.3606,-2.4401,-14.5365,3.2141,2.9830,8.4
1k1l,-9.8034,-0.4615,-3.6658,-12.3164,4.2539,2.3864,6.9
1nf8,-10.6006,-2.8588,-3.2043,-9.3197,3.2907,1.4915,7.82
2fdp,-15.7504,-3.5444,-3.5461,-17.8063,4.6720,4.4745,7.59
3o9a,-10.4579,-0.3328,-2.1124,-16.1860,3.6988,4.4745,10.7
1oif,-9.7147,-3.6408,-3.9248,-6.6224,3.2801,1.1932,7.72
2byr,-10.7900,-1.2479,-0.9893,-15.7135,2.9846,4.1762,8.55
3fql,-10.6380,-0.2314,-0.8811,-15.2547,3.3427,2.3864,7.15
3hzm,-4.9459,-2.3517,-3.2027,-5.3576,3.5797,2.3864,5.52
3cd7,-12.3528,-3.6460,-3.8211,-14.1096,5.0478,4.1762,7.84
4rj8,-7.3994,-0.2147,-0.9660,-10.5568,2.8466,1.4915,7.77
1km3,-6.2066,-1.2478,-4.1709,-8.0008,4.8265,2.3864,4.91
1lzq,-12.3009,-1.9747,-4.3311,-18.1763,5.9170,6.2643,8.39
2i19,-0.5946,1.2933,-1.4813,-5.9036,4.0055,1.4915,7.8
4trc,-2.5911,-0.1252,-1.5260,-4.1440,2.9059,0.2983,4.52
3isj,-6.7536,-0.0940,-1.4714,-8.9551,2.8720,0.8949,3.68
4cpz,-9.7164,-3.7287,-5.2327,-10.4199,6.9802,2.6847,7.68
4avs,-0.7338,2.3069,-0.9937,-3.7831,1.4377,0.2983,3.49
4h42,-3.8338,-0.7107,-0.3055,-7.5682,3.5574,1.1932,3.47
1gno,-6.2417,-0.0039,-3.5987,-13.1034,4.4983,5.9660,7.7
3pcj,-2.0708,-0.7687,1.5133,-6.0322,2.6201,0.5966,7.22
4ayq,-4.1006,-0.6803,-2.3419,-6.2955,3.7257,1.4915,7.33
4hzm,-6.8149,-2.4044,-3.6222,-5.9001,3.0238,2.0881,4.63
1f73,-6.3138,-2.6326,-4.8063,-8.3824,5.0330,4.4745,2.39
4fm8,-8.7873,-1.2896,-0.6125,-10.4327,2.0559,1.4915,5.97
4b7r,-8.9738,-4.0574,-3.1388,-8.0049,4.1393,2.0881,9.64
1c5x,-7.7496,-0.2676,-2.2855,-8.7021,2.9090,0.5966,6.68
2qnn,-16.7447,-3.4341,-3.7573,-19.2977,5.5682,4.1762,7.15
3v5t,-8.4550,-0.4433,-0.6743,-12.7618,3.3362,2.0881,8.22
1g9r,-12.3083,-1.9037,-6.1439,-19.4374,10.4038,4.7728,5.7
3m3e,-3.1381,-1.0083,-3.9131,-6.9184,3.9290,4.7728,4.43
3uil,-0.3692,-1.1156,-0.0315,-2.9470,0.7419,2.9830,6
1qka,-15.7959,-6.7501,-6.8239,-17.1010,8.9130,5.9660,5.92
4rpn,-6.3935,-0.0392,-0.5447,-7.3844,1.2766,0.2983,6.96
1l6m,-2.1472,-0.8693,-0.2065,-3.5304,1.5642,0.8949,8.1
3p8p,-10.4290,-5.5451,-4.3072,-9.0493,5.1913,3.2813,4.55
2cn0,-9.8848,-0.3894,-2.1505,-13.3083,4.1735,1.7898,7.66
4mr3,-4.8047,-0.0715,-0.6072,-6.4637,1.1445,1.1932,5.94
2vmf,-8.4651,-1.1573,-3.8476,-9.1805,4.2287,1.4915,5.85
1sgu,-10.6840,-1.3217,-1.2838,-16.8423,4.5876,4.1762,5.37
1uwt,-6.8215,-1.2688,-3.7598,-7.9706,4.3878,1.7898,5.97
4jwk,-3.8290,-0.2337,-1.8076,-6.5389,3.2597,1.4915,8.32
3gqz,-5.4410,-1.4960,-0.7694,-5.8657,1.7952,0.8949,2.17
4mss,-8.5954,-3.1513,-3.8354,-6.6906,3.8887,1.1932,6.4
1dqn,-8.9617,-1.1150,-5.3982,-10.2901,5.4552,2.3864,8
2bfq,-7.6846,-1.2227,-3.3203,-16.2866,8.6706,4.4745,6.89
4lw1,-4.9210,-1.3299,-0.8797,-4.7951,1.4870,0.5966,3.15
2rkd,-4.9771,-3.4755,-1.2520,-3.9873,2.8428,0.8949,2.72
1wuq,-20.3962,-9.0180,-8.4177,-15.5877,9.3458,3.2813,8.27
1izi,-12.0924,-0.4621,-4.8799,-18.6250,5.6103,6.2643,6.59
2baj,-12.0257,-0.2050,-1.6782,-13.7455,2.4098,1.1932,8.4
4bam,-11.3158,-0.5585,-3.5461,-14.6562,4.4620,2.9830,8.94
3mhc,-6.1130,-0.1110,-1.4064,-7.9575,2.1687,1.1932,7.96
2wl0,-13.1379,-0.5027,-2.7465,-20.0713,5.1115,5.0711,7.8
2psv,-8.1297,-0.3795,-1.9419,-13.4313,3.4468,4.1762,7.24
4i3z,-3.8817,-0.0394,-2.7979,-9.1902,5.7593,2.3864,4.29
2fqw,-8.8286,-1.4717,-3.8539,-10.0659,5.0714,1.4915,6.68
1bv7,-16.3811,-0.3703,-3.7381,-21.7398,5.2908,4.1762,10.3
3nw3,-5.6899,-0.1403,-1.7129,-14.8148,6.5036,4.4745,6.49
3p3r,-5.9131,-0.9852,-0.6890,-7.9615,2.2311,1.4915,7.25
3hzv,-4.7318,-3.3349,-4.0121,-7.2959,4.5417,5.3694,6.52
3ru1,-5.9862,-0.5409,-2.1339,-7.2290,2.1278,1.7898,4.85
1w4p,-5.6959,-0.8863,-3.3591,-7.2411,3.7025,2.0881,4.74
3sug,-10.8927,-0.1926,-2.0514,-15.8912,4.8561,2.3864,6.21
2jxr,-10.2556,-0.7503,-3.2020,-15.7073,4.3329,5.0711,7.05
4h3j,-11.6195,-2.2347,-1.6545,-12.3354,3.7102,0.8949,7.05
1li2,-4.0845,-0.0634,-0.5440,-4.1728,0.3974,0.2983,4.04
3u7s,-10.1229,-0.3801,-3.1010,-14.7143,3.8963,4.1762,8.43
4euo,-7.9311,-3.6069,-2.8825,-5.5602,2.9252,1.1932,5.05
4qhc,-1.7688,-0.7142,-0.4375,-5.0891,3.2787,1.1932,6.7
1n8v,-3.2711,-0.0769,-0.1571,-6.3302,-0.2865,3.5796,6.03
3vhk,-7.0520,-0.0852,-0.0470,-10.3169,1.9056,1.4915,4.6
4z83,-11.9849,-1.9777,-2.2503,-12.2605,3.6086,0.8949,7.4
4jpy,-7.5964,-1.7355,-2.0419,-7.1751,2.1629,1.1932,4.43
3rdo,-5.8313,-0.6179,-2.9559,-7.1271,3.0798,1.7898,9.85
1lkk,-7.9224,-3.0485,-4.0686,-12.6123,5.2444,6.5626,6.85
2xab,-7.6091,-0.3707,-1.0854,-9.7735,2.4273,1.1932,9.27
3fat,-8.7071,-2.4943,-3.5971,-8.4236,4.3164,1.4915,7.64
2r23,-4.3192,-3.0241,-4.2333,-8.3501,5.6206,5.6677,3.72
4c1t,-7.1396,-1.1022,-2.7336,-16.6123,8.2374,5.0711,7.15
4yrd,-3.5611,0.0734,-0.4865,-4.6659,0.9214,0.5966,4.57
4q0k,-8.2669,-0.1294,-1.4122,-9.0009,1.3807,0.8949,4.87
