name,vina_affinity,vina_gauss1,vina_gauss2,vina_repulsion,vina_hydrophobic,HB,rbond,affinity
3ebp,-8.98529,104.80706,1204.55776,1.79033,68.13837,0.00000,5,5.91
3u9q,-5.12466,53.75114,763.32151,2.32730,47.68242,3.32613,8,4.38
3e93,-13.33781,129.55084,2091.97983,3.72104,84.32647,3.41397,5,8.85
3k5v,-8.46409,77.33301,1437.99248,0.82419,55.88112,0.00000,6,6.3
2wbg,-6.65631,124.41827,1261.61233,7.34819,26.67913,7.58772,11,4.45
1z95,-10.40809,101.75512,1874.51599,3.47450,57.99980,3.34337,7,7.12
2fvd,-8.69650,101.44278,1596.64918,3.49453,30.12327,3.05264,6,8.52
3pxf,-6.04924,44.46991,765.20760,1.46634,51.18721,1.72567,3,4.43
3cyx,-11.31068,152.06566,2425.39857,4.24100,85.76320,4.89751,14,8
3gnw,-11.83250,128.17998,2005.51635,3.69303,43.83668,3.91522,6,9.1
3f3c,-7.47712,88.98139,1052.96071,5.10434,34.85989,5.93372,4,6.02
1oyt,-10.60034,103.09673,1621.48194,2.99010,40.85064,4.15197,5,7.24
3n86,-10.92615,129.89022,1682.94246,7.08789,47.23877,10.34059,8,5.64
3uex,-5.25263,55.27132,1017.88846,0.75309,102.23289,0.00000,16,6.92
2brb,-7.88224,75.47178,1278.59931,1.42538,45.03733,0.50209,5,4.86
3kgp,-4.27854,49.31085,691.02428,1.46526,3.73961,1.16535,3,2.57
3ivg,-8.45507,112.99831,1757.23415,4.70256,34.04269,2.71235,7,4.3
3dxg,-4.38774,38.45378,874.56216,1.51934,2.19718,2.12281,8,2.4
2y5h,-7.63991,109.60226,1467.38387,2.32701,17.11122,0.35674,6,5.79
3g0w,-10.93256,95.50477,1580.39285,2.57867,47.32699,2.54718,3,9.52
1yc1,-9.43900,94.08296,1549.16113,2.53569,35.70626,2.95997,6,6.17
3ozt,-9.81352,148.28096,1758.40880,6.46389,25.67871,7.81540,10,4.13
1w4o,-5.70759,62.04911,980.68926,4.99608,2.28599,7.20013,7,5.22
3uri,-7.14199,130.28238,2532.12744,3.94283,44.94253,5.25053,29,9
3fv1,-9.24567,126.49932,1410.27611,7.77616,12.19123,12.53381,9,9.3
2wca,-6.40234,85.42796,1202.33772,5.08712,45.16757,5.17783,10,5.6
1nvq,-12.55767,110.81684,1896.40100,4.07525,63.85176,4.41865,6,8.25
2w66,-6.45187,84.52884,1128.20265,7.08465,13.70667,7.85955,6,4.05
2xnb,-9.28615,86.04595,1571.63041,2.77486,34.05521,2.43608,4,6.83
3ueu,-4.68316,37.56477,765.88196,0.64169,76.18274,0.00000,10,5.24
1q8t,-6.45084,51.00472,1172.38781,2.44563,23.89433,1.93033,4,4.76
2weg,-6.08090,50.83064,676.11652,1.22257,18.76476,2.87574,2,6.5
3jvs,-7.52033,103.13016,1119.58389,3.46359,54.32662,2.17807,5,6.54
3f3e,-6.13653,65.79021,711.67702,3.81951,28.46582,6.11192,4,7.7
2j78,-5.01506,84.55325,904.03959,8.80990,0.00000,9.83626,6,6.42
2zcr,-8.50777,85.45241,1634.39689,2.53125,90.71150,2.90285,13,6.87
2xbv,-10.98662,174.85375,1800.53808,3.97707,66.48092,1.68498,7,8.43
4de1,-8.68585,92.11707,1194.46580,4.87892,19.01887,7.15500,3,5.96
1sqa,-7.62869,103.17696,1434.62069,3.81213,8.77225,4.39301,8,9.21
3mss,-5.95066,54.85279,859.00811,0.22127,57.50510,0.00000,7,4.66
3ejr,-8.08707,111.96301,1324.27216,8.31231,21.75255,10.37655,7,8.57
3ge7,-9.43837,148.22261,1508.93575,6.91672,37.18303,7.61008,7,8.7
3zsx,-7.39715,93.03588,1384.59893,3.59375,32.79011,5.33854,10,3.28
1u1b,-7.48037,106.45241,1921.26319,4.31425,4.34788,6.10467,15,7.8
3utu,-9.92201,166.87926,2047.88191,3.80479,48.66926,4.69079,14,10.92
1uto,-4.18219,41.04995,572.64999,0.76219,6.28351,1.36514,3,2.27
1a30,-5.46647,85.68172,1306.81599,4.71110,20.49321,4.97403,13,4.3
3kwa,-2.51123,52.43521,847.51272,4.36199,16.34963,1.91931,13,4.08
4djv,-9.36808,97.66442,1427.80539,4.18338,58.58323,4.16512,5,6.72
2xb8,-9.67414,112.34222,1556.15735,7.71044,45.22791,9.62033,7,7.59
3dd0,-6.10952,57.71089,856.90407,1.46614,13.32291,2.81201,4,9
2v7a,-9.51171,90.40886,1683.79716,2.79255,39.86424,3.22704,6,8.3
3n7a,-7.14122,67.82612,861.77083,5.50020,7.36023,9.69035,4,3.7
2v00,-6.73016,70.37849,903.83977,2.92393,40.36907,3.37573,4,3.66
2vw5,-9.79778,87.09705,1564.56156,3.44132,38.61875,4.18992,5,8.52
3lka,-5.22071,55.76814,796.89915,1.81481,14.62711,1.53095,3,2.82
3zso,-7.89934,119.16810,1666.64307,3.07933,33.10270,4.25032,13,5.12
3pww,-10.91173,132.35841,2282.56563,4.87645,87.99046,6.90500,14,7.32
3l7b,-8.06318,88.28844,1165.53462,2.96745,6.52596,5.22006,6,2.4
2yki,-14.42691,142.81022,2056.83515,4.35170,107.08720,2.00000,3,9.46
2zcq,-7.38779,88.89664,1395.07601,3.48309,59.11174,2.63811,9,8.82
3ehy,-5.26440,71.05723,1041.04422,3.00773,15.69127,1.50096,5,5.85
1ps3,-6.80313,88.43866,970.60868,6.65249,0.00000,9.25288,5,2.28
2qbp,-8.94990,116.08970,1788.10384,4.24309,37.88074,4.33922,9,8.4
3udh,-7.11374,57.70267,781.92950,2.83374,39.15369,3.47101,0,2.85
3g2n,-8.50233,81.62063,1257.97053,3.69635,17.49967,6.96335,7,4.09
2p4y,-10.83950,117.77888,2278.43515,2.92546,64.86993,1.33219,9,9
2x00,-13.47080,96.33493,1742.91184,2.02808,96.71668,0.94095,2,11.33
3gbb,-8.29078,99.98894,1164.35767,5.53491,18.08017,8.39572,5,6.9
1gpk,-10.13232,73.49399,1214.85972,1.38720,47.01276,1.82439,1,5.37
3oe5,-9.07375,148.88954,1776.91467,8.14994,25.86160,9.06656,11,6.88
1r5y,-6.89609,90.32457,801.77304,5.36385,22.84939,6.23335,2,6.46
1e66,-12.14654,126.46677,1345.51515,2.19678,89.23055,0.83603,2,9.89
3d4z,-5.87147,82.96166,902.82023,7.60141,0.00000,9.67448,5,4.89
2hb1,-5.56891,68.71392,850.36269,3.11533,7.88714,4.05175,4,3.8
3uo4,-8.96562,98.95352,1512.38675,4.70578,53.70683,4.87599,6,6.52
2wtv,-10.47210,95.96140,1763.27302,3.31421,58.31613,1.96765,4,8.74
2xdl,-6.27402,65.93210,1041.63604,1.14546,14.22580,1.14286,5,3.1
1p1q,-5.35002,85.43940,935.47203,7.84139,15.17291,7.88918,4,4.89
3ag9,-5.41589,122.17526,2130.30845,5.22487,19.45405,7.76154,36,8.05
1o5b,-5.69984,74.43504,794.64960,3.03799,7.33120,2.96824,2,5.77
2yfe,-7.48125,68.77932,1311.17241,1.17012,55.75412,1.00000,8,6.63
1q8u,-8.27594,68.11549,1330.71190,2.47424,44.06557,0.84328,2,5.96
3ao4,-6.25980,88.81695,1011.27044,3.99423,20.12528,1.83859,2,2.07
2vvn,-6.72672,92.97090,1165.58519,5.25506,12.65173,5.36149,6,7.3
3acw,-10.27768,67.37626,1373.39048,1.39569,82.17377,1.00000,3,4.76
2qbr,-7.46588,90.73359,1352.06118,3.85534,36.44567,4.62505,8,6.33
1o3f,-7.62967,100.45976,1201.67750,5.47930,11.59623,6.53926,5,7.96
1xd0,-8.89275,149.34894,2561.84529,10.80454,5.45128,16.41595,28,7.12
3cft,-3.39539,21.31495,435.17548,0.39552,19.56180,0.74134,3,4.19
1sln,-7.25817,124.96096,1683.37479,5.53667,56.78305,4.65480,14,6.64
3cj2,-6.80695,54.53642,817.79562,1.36423,41.92239,1.57471,2,4.85
3bkk,-9.18830,127.79559,2046.52414,6.57461,58.16857,7.75181,14,6.08
2r23,-4.51476,65.19126,1296.26624,6.93506,1.82263,8.90815,19,3.72
1f8d,-5.77346,76.12565,1062.47390,5.22742,8.78904,6.87034,9,3.4
4des,-4.06034,65.71607,1193.68435,7.18368,46.93242,0.72310,3,5.85
3su3,-11.73287,146.99145,1917.39969,3.87244,54.65465,4.68414,7,9.13
3imc,-5.76948,59.21755,783.51796,1.14606,15.26505,0.65982,1,2.96
3nox,-6.32704,84.36009,1252.15053,5.44160,28.98507,2.91116,4,8.66
1hfs,-11.70350,194.85905,2840.03093,4.89773,140.11787,2.80520,18,8.7
4gqq,-3.85536,50.57137,614.81616,2.76565,19.08201,3.22728,7,2.89
1zea,-4.77026,136.94551,1825.49923,6.03656,36.46567,4.49990,32,5.22
3vd4,-5.69505,56.56124,911.40382,3.11026,8.67587,5.02905,7,4.82
1igj,-8.35976,74.69282,1420.61005,1.47515,57.05000,0.10259,7,10
2ole,-5.05385,78.52595,1372.36341,6.94111,42.07997,2.00000,6,7.25
2jdu,-5.18842,46.51658,640.12752,4.64536,1.00000,8.27110,4,6.72
3gcs,-10.90333,117.69755,1850.80198,4.10831,62.13985,3.87843,6,7.25
3l4u,-4.83967,77.80112,1215.82543,5.63637,0.00000,6.95250,17,7.52
1f8b,-5.41034,72.51223,1066.72646,5.55263,9.18831,6.62008,9,5.4
2jdm,-4.82405,43.12043,574.81851,3.87036,0.94095,7.23562,4,5.4
1f8c,-5.56683,73.71212,1050.92079,6.39920,8.57475,8.31188,9,7.4
1loq,-6.87841,78.10675,1158.39880,6.29193,5.37540,9.59136,8,3.7
2zwz,-5.98053,75.92928,816.63093,6.65867,11.91984,9.00394,5,7.79
2obf,-9.69426,122.99567,1553.45498,5.31263,79.17482,2.63701,5,8.85
1lbk,-4.84955,90.67948,886.88493,5.57647,1.94105,7.66224,11,3.18
2zjw,-7.86869,67.62473,1277.46388,2.69888,33.45949,1.52609,4,7.7
2j62,-10.57959,118.72683,1745.90452,6.33726,64.68177,8.58050,9,11.34
2d1o,-6.22445,101.69294,1721.34575,5.12076,51.17411,5.04186,19,7.7
2pcp,-8.69759,93.65741,1208.40711,3.41935,75.21806,0.66900,2,8.7
3f17,-6.38340,94.69518,1255.28753,4.03032,36.46510,0.88674,5,8.63
4dew,-0.68532,54.58772,1148.13435,10.05232,27.69037,0.70291,5,7
3vh9,-5.31831,52.06478,688.24200,1.93547,19.52156,1.72054,1,6.24
3bpc,-4.45617,61.96529,1052.53897,5.54864,3.42019,8.30757,16,4.8
1u33,-6.39998,116.94316,1844.84373,10.10504,0.00000,10.36659,18,4.6
2zxd,-6.13693,63.53892,779.47317,4.89201,23.93496,6.86885,4,5.22
2x8z,-5.33402,63.22799,774.90533,3.69014,16.34679,4.34029,3,7.96
2vl4,-6.59399,80.24821,806.88878,5.97929,6.20100,9.41377,5,6.01
3nq3,-4.99139,46.24839,681.94814,0.80405,80.97224,0.00000,8,3.78
1w3k,-7.09785,91.90154,1139.95219,7.30681,0.00000,11.91011,10,4.3
3b3s,-3.40942,29.76483,566.68272,3.09619,26.19581,3.09160,4,2.55
3su2,-11.51979,153.02036,1932.83792,4.01664,56.19465,4.93654,8,7.35
1hnn,-7.32532,82.40855,940.23324,3.35038,44.11411,2.47089,2,6.24
1os0,-7.94444,97.04510,1643.55333,3.77412,62.99971,5.12758,14,6.03
4g8m,-7.03523,83.95667,804.66334,5.68951,22.40257,9.77550,6,7.89
1lol,-7.29745,70.24055,1139.78671,4.27046,0.00000,8.64020,8,6.39
3kv2,-5.44416,56.63050,852.23250,4.74519,0.35323,7.83224,6,7.32
2zx6,-8.22115,111.66258,1359.19326,7.19741,20.41327,8.87601,7,10.6
3mfv,-5.00831,68.62219,925.94965,5.35177,1.49328,6.79119,8,2.52
3s8o,-7.12626,95.22617,1325.47254,6.08588,35.30551,10.55015,14,6.85
2g70,-8.28068,87.04276,1023.62986,1.89980,42.38531,2.09234,3,7.77
3su5,-11.21026,137.67205,1896.08207,4.12409,50.27433,4.80341,7,5.58
3huc,-9.54082,120.37252,1353.28332,2.94309,84.26109,1.00000,5,5.99
3f80,-3.67645,62.76446,887.00920,3.95939,4.24426,2.43568,7,4.22
2cbj,-6.98394,87.57562,1258.54979,6.07983,17.70061,7.70729,8,8.27
1kel,-6.90702,108.50521,1221.22009,4.95822,56.24918,5.75272,12,7.28
2x0y,-6.58379,85.04721,1152.04403,3.78185,0.00000,3.96325,5,4.6
3l4w,-5.59087,75.03235,949.85848,4.72694,0.00000,6.44714,8,6
3l3n,-7.55659,114.25858,1990.45922,6.82796,51.88521,6.79592,16,8.18
1n1m,-5.00499,53.04049,745.65711,4.34023,25.28188,4.70602,3,5.7
2gss,-4.87505,46.95263,752.17395,0.58724,34.25614,0.55905,6,4.94
3pe2,-10.79425,106.35192,1369.27607,2.56172,66.55218,2.83464,3,9.76
1w3l,-7.74429,121.59796,1421.78334,8.45262,0.00000,14.29813,16,6.28
2xhm,-8.28285,109.02102,1881.40909,5.90106,48.85092,8.04960,16,6.8
3muz,-5.28004,48.82870,914.78172,3.73492,6.68659,5.57528,7,3.46
2x97,-7.51299,106.36465,1787.05054,5.98790,31.88933,7.40748,14,5.66
3fk1,-3.10559,69.71542,635.81186,10.46004,0.00000,11.97395,6,2.62
3ov1,-6.56533,93.03172,1253.42270,6.24972,25.22499,10.48211,14,5.2
3owj,-9.43637,62.19229,1115.89913,0.67278,55.42794,0.62679,1,6.07
2xy9,-10.26322,162.52700,2760.44429,7.79301,85.66836,8.83146,21,9.19
3i3b,-4.78903,77.26947,877.30423,7.25603,0.00000,7.58789,5,2.23
10gs,-6.98700,112.70037,1374.68470,5.19234,35.40607,7.70103,14,6.4
2vo5,-8.87256,94.03926,1288.30023,5.27938,31.17827,8.21267,7,4.89
1jyq,-7.02696,157.77322,1836.38303,14.47857,61.70382,18.05868,23,8.7
2qft,-4.55278,72.63142,626.14578,7.59654,0.00000,10.99298,6,5.26
2pq9,-9.95053,156.08279,1699.53076,13.37551,23.53205,21.17256,13,8.11
3bfu,-6.00676,83.37336,845.92956,6.04761,5.06865,8.18029,4,6.27
4djr,-7.00444,114.31868,2078.56538,7.84241,50.51880,5.06371,15,11.52
3b3w,-3.25818,44.71032,602.22709,3.03765,12.49608,2.29627,4,4.19
2vot,-7.91145,124.43767,1425.77897,9.28856,18.61416,10.31353,8,7.14
2d3u,-8.41725,82.32790,1231.72730,2.98475,70.55670,2.78739,5,6.92
