name,affinitydG,hb,ion,mlig,hh_hp_aa,affinity
1bcj,-4.6059,5.86319,0,0,-0.736195,3.7
2v83,-9.30961,1.82771,-0.56051,0,-7.54281,4.47
1byk,-7.61882,10.3653,-0.204402,0,-0.573329,5
2yiv,-2.18007,0,0,0,-2.18007,2.78
1oko,-5.21106,6.79106,0,0,-0.728959,4.54
2qoa,-4.02716,0.946398,-0.0659892,0.922675,-2.41387,7.28
1jmi,-4.67928,2.16029,-1.65089,0,-1.6026,6.06
1n7m,-6.3846,0.446926,-0.542151,0,-5.54748,5.71
4as6,-2.13669,0.40194,0,0,-1.87141,6.4
4f20,-9.10915,9.28877,0,0,-2.97856,3.29
3n0h,-3.42227,0.070618,-0.657022,0,-2.71864,6.21
1xr8,-11.3385,3.03949,-1.2794,0,-8.05306,6.7
3omc,-3.32461,0,-0.829422,0,-2.49519,5
1ofz,-3.33198,3.58079,0,0,-0.968656,4.62
4afh,-10.687,1.16176,0,0,-9.92025,9.54
4f9v,-5.6559,1.39132,0,0.660311,-4.07732,6.03
2xxw,-2.47695,1.98251,-0.434421,0,-0.734073,6.41
4ea1,-4.99917,0,-0.604199,0,-4.39497,6.44
4fbe,-5.71512,0.807928,0,0.910245,-4.27165,6.99
1q95,-6.96528,4.17464,-2.75996,0,-1.45007,7.57
2itk,-5.74625,0.270511,-1.02005,0,-4.54766,7.69
1gz9,-5.8276,6.0806,0,0,-1.81441,3.51
3dvp,-7.35449,4.24346,-0.871078,0,-3.68273,5
2er9,-10.3042,4.58161,-0.368097,0,-6.91223,7.4
2nnp,-10.0227,3.13687,-0.535994,0,-7.41635,8.37
2hs2,-8.49816,3.56779,-0.20748,0,-5.93594,8.31
3iqi,-3.62536,2.19097,0.0866846,0,-2.266,4.41
2o1c,-1.54003,2.0035,0.210058,0,-0.427776,4.72
1slg,-7.52287,4.37254,0,0,-4.637,3.9
1ebg,-5.24312,6.18639,-0.450378,0,-0.709722,10.82
1g3c,-7.63345,2.52115,-1.67098,2.50718,-1.79134,5.8
2f5t,-9.03396,11.1523,0,0,-1.67341,5.17
4aph,-8.34856,5.66425,-0.025302,0.636126,-3.94873,5.4
4aa1,-9.97558,6.24582,0,0.997129,-4.85621,4.12
1h1p,-3.01817,1.58358,0,0,-1.97301,4.92
3b1m,-9.01769,0,0,0,-9.01769,8.48
2pog,-9.5079,2.5834,0,0,-7.80285,9.54
3d6q,-2.90199,2.06004,0.00812539,0,-1.55049,3.76
3twp,-1.60917,0.495403,-0.028929,0,-1.25328,3.92
3ozs,-10.6152,5.43086,-0.592889,0,-6.43798,5.33
1c5z,-2.1146,0.441495,-0.640567,0,-1.18265,4.01
1z9g,-3.34836,0.21299,0.156542,0.855324,-2.50901,5.64
3oe4,-10.0582,6.06396,-0.602304,0,-5.45369,7.47
2vkm,-10.0204,2.76325,-0.65221,0,-7.54444,8.74
1owh,-3.68016,0.9486,-0.984224,0,-2.06986,7.4
1qkt,-8.65468,1.34355,0,0,-7.76793,9.04
1o0h,-4.45186,0.347917,-2.10031,0,-2.12193,5.92
3dx2,-8.46065,9.03264,-1.2804,0,-1.21871,6.82
3n76,-6.62604,5.25526,-0.0362044,0,-3.12136,6.85
2zb1,-7.00378,0.257232,0,0,-6.83401,6.32
3b27,-3.35216,0.00644961,0,0,-3.34791,5.16
4e5w,-6.27626,2.0999,-0.20563,0,-4.6847,7.66
3b5r,-10.8293,2.57935,0,0,-9.12694,8.77
1nc1,-6.26603,3.02501,0,0,-4.26952,6.12
2wer,-3.86423,0.783006,0.190862,0,-3.53831,7.05
1gpn,-6.14123,1.17856,-0.0654849,0,-5.2979,6.48
3dx1,-7.53861,8.99343,-0.791259,0,-0.81169,3.58
1k1i,-5.49487,2.30342,-0.708277,0,-3.26633,6.58
3uev,-7.21793,0,-0.209687,0,-7.00824,5.89
2r9w,-5.37243,2.98876,0.135858,0,-3.53571,5.1
1y6r,-7.35723,3.96092,-0.605467,0,-4.13755,10.11
3prs,-10.8105,3.08743,-0.653483,0,-8.11927,7.82
2xj7,-5.20798,3.53962,-0.534408,0,-2.33743,6.66
3fv2,-5.42999,5.68131,-0.265705,0,-1.41462,8.11
2w4x,-2.78988,2.91533,0,0,-0.865765,4.85
4de3,-3.4803,2.5757,-0.26317,0,-1.51717,5.52
3up2,-4.99726,0,-0.460698,0,-4.53657,7.4
2zda,-7.38794,1.54883,-0.659257,0,-5.70645,8.4
2fxs,-4.39728,2.33942,0.177239,0,-3.0305,6.06
1lpg,-6.31497,0,-0.665306,0,-5.64966,7.09
3qqs,-4.64265,1.53054,-0.364295,0,-3.26819,5.82
2qbq,-4.84957,0.339832,-0.283483,0,-4.3418,7.44
1bzc,-4.43807,0,-0.149461,0,-4.28861,4.92
1pxn,-5.30112,1.37355,-0.37607,0,-4.01851,7.15
1z6e,-7.27384,0.602093,-0.124801,0,-6.75166,9.72
4eo8,-6.33801,0,0,0,-6.33801,8.15
2wvt,-6.40287,6.98931,-0.794584,0,-0.995341,6.12
3nx7,-7.20305,3.23812,-0.497705,1.86489,-2.7033,8.1
1syi,-5.1704,2.49652,-0.48065,0,-3.04205,5.44
3uuo,-5.34388,0.57984,-0.0186494,0,-4.94254,7.96
2p15,-15.6697,2.30492,0,0,-14.1484,10.3
2j7h,-5.40428,5.32735,-1.03285,0,-0.855375,7.19
2br1,-4.25154,0.131753,0,0,-4.16458,5.14
3syr,-6.87912,7.1688,0,0,-2.14772,5.1
3g31,-2.26833,0,-0.326122,0,-1.94221,2.89
2xii,-7.56115,6.59682,-0.840303,0,-2.36694,7.2
1p1n,-4.02214,2.58992,-0.4126,0,-1.9002,6.8
3coz,-6.00702,3.74491,0.343684,0,-3.87906,5.57
2wnc,-5.91274,0,0,0,-5.91274,6.32
3qgy,-5.5228,0.554946,0.170261,0,-5.3268,7.8
4eky,-6.76233,7.42676,0,0,-1.86067,3.52
3fur,-9.51332,1.47726,-0.29269,0,-8.24564,8
3e5a,-6.1261,1.54929,0.205001,0,-5.30857,8.23
3bgz,-6.40803,0,0.224447,0,-6.63248,6.26
2zy1,-6.07561,0,0.642665,0,-6.71828,7.4
3r88,-1.91628,0.0286251,-0.198556,0,-1.69883,4.82
3pyy,-5.92665,0.00153389,0,0,-5.92564,6.86
4f09,-4.90017,1.6758,-0.138887,0,-3.65526,6.7
1s38,-3.03638,0,-1.13348,0,-1.9029,5.15
4agq,-5.44419,0,-0.0749275,0,-5.36927,5.01
1ydt,-5.48623,0,-0.398763,0,-5.08747,7.32
3rsx,-4.98922,0,-0.974456,0,-4.01476,4.41
3rr4,-1.89545,0.0968578,-0.0254172,0,-1.8061,4.55
1nc3,-6.15276,6.5119,0,0,-1.85491,5
4agn,-4.39686,0.954437,-0.0532071,0,-3.71372,3.97
4ea2,-7.03464,0.26563,-0.115739,0,-6.74359,6.44
1qf1,-6.81235,1.98409,0.394336,1.62778,-4.26941,7.32
2cbv,-8.05477,8.33689,-0.997033,0,-1.55539,5.48
3gc5,-3.75712,0,-1.81154,0,-1.94558,7.26
3jvr,-4.9196,1.27178,0,0,-4.08023,5.72
5tmn,-7.94812,2.19838,-0.197384,0.847981,-5.45182,8.04
3ui7,-5.23554,0.128347,0,0,-5.15084,9
3uew,-8.22106,0.913239,-0.0438195,0,-7.5745,6.31
4e6q,-4.9906,1.51136,-0.0256598,0,-3.96744,8.36
4agp,-5.61391,0.402309,-0.0675148,0,-5.28087,4.69
3cj4,-5.24193,0.224724,-0.40658,0,-4.68704,6.51
3rlr,-5.51135,0.763853,0,0,-5.00721,7.52
2qnq,-8.63293,0,-1.32467,0,-7.30827,6.11
3u5j,-5.64058,0,0,0,-5.64058,5.61
3nq9,-3.0956,0,-0.0997125,0,-2.99588,4.03
3e92,-7.31756,0,0,0,-7.31756,8
3b65,-8.30356,1.69582,0,0,-7.18431,9.27
3gv9,-2.75807,1.46041,-0.427251,0,-1.36695,2.12
1h22,-10.0949,2.40046,-0.100045,0,-8.41057,9.1
1ydr,-4.59569,0,-0.254544,0,-4.34114,5.52
3f3d,-3.1845,2.01635,0.123239,0,-1.97695,7.16
3kr8,-7.71112,1.73808,0,0,-6.56398,8.1
3p5o,-6.02046,0,0,0,-6.02046,7.3
2qe4,-9.00233,2.146,0,0,-7.58597,7.96
2wn9,-6.17031,2.20853,-0.0368947,0,-4.67578,8.52
1eby,-12.6889,7.54398,0,0,-7.70984,9.7
4hge,-4.27692,0,0,0,-4.27692,7.92
3ryj,-4.79677,1.78634,0.0553096,0.748161,-2.92493,7.8
3gr2,-0.792559,0,0.210382,0,-1.00294,2.52
3zt2,-5.79829,1.66153,0.151171,0,-4.85285,2.84
1xh5,-7.9339,0.586633,-0.357572,0,-7.18915,5.47
3s6t,-6.45889,5.61493,0,0,-2.75304,7.35
3b67,-12.5615,1.88903,-0.0326162,0,-11.2822,8.85
3fas,-3.26279,3.05137,-0.476348,0,-0.772532,6.77
3m3z,-2.96453,1.85728,0,0,-1.73873,5.73
2uyq,-3.41048,2.39211,0,0,-1.83168,5.68
3djo,-3.13992,1.2082,-0.952918,0,-1.38959,4.39
1b05,-5.46106,1.63363,-1.07273,0,-3.31013,7.12
3iph,-6.18605,0.429861,0,0,-5.90234,7.6
2iuz,-5.04525,0.524024,0,0,-4.69939,5.55
4g0q,-3.07414,0.54865,-2.06373,0,-0.648298,2.52
3p9m,-11.2353,5.75179,-0.311804,0,-7.12732,5
2wzs,-6.06541,5.54954,-0.545929,0,-1.85679,3.85
2zxg,-7.79975,3.81115,0.0830551,0.83256,-4.53489,8.82
1usn,-4.10387,0.296692,0,0.768136,-3.13992,7.74
2psu,-7.69985,2.22618,-0.222041,0,-6.00853,7.62
1odj,-4.61766,3.84887,0,0,-2.07741,4.1
3daz,-2.44634,0.740923,0.131714,0.874023,-1.21502,7.93
3rz1,-6.36976,1.37494,-0.0707734,0.751354,-4.64017,8.74
2qx0,-2.04369,1.76524,0,0,-0.878629,6.11
3fvn,-7.02605,7.84214,-0.20235,0,-1.64789,6.77
3f70,-2.43652,0,-0.873363,0,-1.56316,4.85
2gj5,-7.99364,0.81394,0,0,-7.45644,8.32
1szd,-6.08649,4.85729,0.0504337,0,-2.93112,4.54
1d4y,-9.31127,2.89291,0.0419495,0,-7.4439,11.1
3rm4,-6.23639,2.1642,-1.10692,0,-3.7011,5.77
1wm1,-5.24503,2.46583,-0.814836,0,-2.80275,6.3
2y7x,-6.22377,0.191438,0.134334,0,-6.23176,8.89
2ans,-5.0828,0,-0.106995,0,-4.9758,5.92
1td7,-4.07392,0,-0.140134,0,-3.93378,4.37
2wc4,-11.0056,8.08316,-1.1194,0,-4.55134,5.29
2xde,-4.37106,0,0,0,-4.37106,5.47
1d09,-6.10605,3.4822,-2.39101,0,-1.41679,7.57
3ozj,-4.89247,0,0,0,-4.89247,5.11
3a2o,-9.1338,3.54887,0,0,-6.79155,9.08
4a6l,-7.34336,0,-0.429396,0,-6.91396,8
3jyr,-10.9441,10.4683,-0.671066,0,-3.36395,5.54
2pqz,-8.68625,0,-1.29,0,-7.39625,5.67
1yda,-3.37544,2.74984,-0.224195,0.898415,-0.437935,6.55
1mfi,-5.19731,0.768863,-0.788163,0,-3.9017,5.59
2qtt,-5.3994,5.25613,0,0,-1.93036,4.32
2ha2,-6.5721,1.37689,-0.319549,0,-5.3438,4.66
1nw5,-6.0917,3.42281,-0.7037,0,-3.12894,5.21
2exm,-2.69204,2.06648,0,0,-1.32816,4.11
3p58,-3.67428,0.875336,-0.400563,0.822958,-1.87304,7.6
1ec3,-10.7109,4.7503,0,0,-7.57569,9.04
3r16,-4.48062,1.2372,-0.0780481,0.745633,-2.84039,7.3
3nb5,-4.79246,0.98831,-0.0826346,0.848347,-3.20919,7.74
1o7o,-8.38308,5.82775,-1.18311,1.90853,-1.44512,4.49
1fl3,-8.17406,0.788481,0.00635787,0,-7.66002,6.8
1xk5,-5.01567,2.4426,-1.06922,0,-2.33433,6
3sym,-6.77996,7.11907,0,0,-2.08138,4.57
3ta1,-5.32341,3.44876,-0.397834,0,-2.64939,3.25
3ipu,-11.08,0,-0.348124,0,-10.7319,7.32
2qwb,-4.00089,4.80068,0.169872,0,-1.00231,2.74
3lzs,-7.98072,2.37534,-0.206699,0,-6.20629,10.96
3rdq,-4.4693,3.26619,0,0,-2.31361,9.31
2pwr,-9.63902,0.681915,-1.41093,0,-7.77802,6.59
3bbf,-5.06234,3.97689,-0.671528,0,-1.76606,5.28
1ax0,-4.50606,5.16096,0,0,-1.09982,3.13
1yei,-6.73612,1.70309,-0.209227,0,-5.40285,7.46
1g7q,-8.42803,6.18923,-0.685497,0,-3.65764,6.06
3upv,-5.6742,3.23687,-1.15026,0,-2.38761,5.3
1hmr,-6.7732,0.714438,-0.390389,0,-5.91128,6.55
4djw,-6.94465,0,-1.06197,0,-5.88267,6.28
1uou,-3.33669,1.42806,0,0,-2.39417,7.7
2p16,-6.42902,0.625023,0,0,-6.0165,10.1
1bcd,-3.41898,1.22625,-0.238638,0.870268,-1.50074,8.7
3iss,-5.68716,4.49913,0.0198327,0,-2.73757,6.05
3ckb,-3.80237,3.42984,0,0,-1.53868,2.98
1apv,-7.24936,4.18062,0,0,-4.49015,9
1i9p,-6.48844,3.95898,0.556865,1.34909,-3.08329,8.41
2pyy,-3.91163,4.02868,-0.479829,0,-0.772868,4.6
1fhd,-7.38512,6.7642,-0.298332,0,-2.62241,6.82
1d3p,-7.50512,0.848793,-0.160401,0,-6.78451,7.39
4en4,-3.88097,3.00356,0,0,-1.89862,5.52
3rlq,-5.00117,0.643785,0,0,-4.57627,7.4
1qk3,-1.54746,1.94848,0.368946,0,-0.63041,5.15
3sio,-10.2868,1.28089,0,0,-9.44144,8
1y3n,-5.29288,6.51739,-0.0940754,0,-0.89732,5.55
1f4f,-4.24381,0,-0.569734,0,-3.67408,4.62
2flr,-6.11319,2.0481,-0.168686,0,-4.59276,6.1
3pce,-4.11487,1.62173,-0.236573,0.711255,-2.0967,2
1ta6,-6.81373,1.61177,0.0191382,0,-5.76911,9.13
1fch,-5.55455,1.45728,-0.751174,0,-3.84158,7.15
1dl7,-2.80395,0,-0.193247,0,-2.61071,6.49
1zoe,-4.71975,0,0,0,-4.71975,7.4
1h4w,-2.48165,0.857018,-0.644306,0,-1.27172,4.66
4der,-2.81209,0,-0.290099,0,-2.52199,6.31
2uy3,-3.46115,1.93272,0,0,-2.18555,3.22
1a1e,-4.1088,1.5771,-0.20923,0,-2.85868,6
1b5j,-5.69116,2.04476,-1.13711,0,-3.20451,7.43
2c1p,-7.21487,0.624364,0,0,-6.80279,5.4
1jmg,-4.63377,3.1901,-1.27206,0,-1.25625,6.07
4tim,-1.30672,1.88188,0.0501828,0,-0.114857,2.16
2nta,-4.49891,0,0.0738948,0,-4.5728,4.8
3t09,-6.29314,7.22579,0,0,-1.52412,3.8
3ozg,-3.39394,3.28808,0.282236,0,-1.50604,9.19
3d50,-7.44864,7.70226,-0.786482,0,-1.57867,4.77
2sim,-3.37123,3.4899,-0.172402,0,-0.895496,3.42
1bn1,-5.35421,2.9462,0.10553,0.694982,-2.82027,9.34
2ygf,-6.42781,3.24299,0,0,-4.28744,5.09
3hit,-4.25909,1.48796,-0.614655,0,-2.66238,8.19
2xyf,-8.4641,1.72424,0,0,-7.32611,8.44
1o3j,-3.47559,1.87525,-0.618587,0,-1.61934,6.77
2wos,-3.15376,0,0.00255044,0,-3.15631,3.9
1tys,-5.49228,2.47303,-1.69458,0,-2.1655,5.49
1d4i,-12.0962,5.9544,0,0,-8.1663,8.85
1hpo,-7.16198,1.57268,-0.0450474,0,-6.07896,9.22
2aoe,-9.12015,3.90483,-0.668428,0,-5.87453,7.62
1tok,-0.741707,0,-0.313721,0,-0.427986,2.47
2q1q,-4.52352,1.37458,-0.363823,0.719278,-2.5332,8.15
2pgz,-7.58539,1.21617,0,0,-6.78272,5.74
3gjw,-3.33689,0.662375,-0.160804,0,-2.73892,8.3
3le9,-5.98367,3.51222,0.254592,0.465882,-3.45431,8.22
3g30,-1.75076,1.82182,-0.342274,0,-0.206091,2.51
1q54,-3.36244,2.31919,-1.50047,0,-0.331304,5.85
1qb1,-4.01837,1.91434,-0.653725,0,-2.10118,6.77
1jmf,-4.65817,3.17658,-1.0615,0,-1.50013,5.77
2afx,-4.89761,0.74856,0,0.758603,-3.64496,5.15
1ct8,-7.39773,1.71239,0.0238132,0,-6.29137,6.52
3uug,-5.41504,7.78415,0.393885,0,-0.671385,4.51
3d0e,-7.51434,1.54217,-0.739976,0,-5.75653,8.4
1wcq,-4.72933,3.68293,-0.98417,0,-1.31443,6.26
3v51,-9.21332,0,0,0,-9.21332,8.55
2q2a,-3.59191,2.4803,-1.04961,0,-0.905305,7.41
2p3c,-12.4845,5.80176,0,0,-8.65536,7.62
2r2m,-7.0931,0.871712,0,0,-6.51777,7.33
2gst,-7.92181,1.01909,-0.934615,0,-6.3146,6.07
4afg,-6.19003,0,-0.0291619,0,-6.16086,8.3
4e6d,-6.11313,2.62854,0,0,-4.3783,8.92
2qhy,-9.55452,2.76888,-0.217536,0,-7.50953,7.48
3ekp,-8.7166,3.6154,-0.272258,0,-6.05818,8.89
2we3,-4.47684,2.50824,-0.366294,0,-2.4551,4.43
2vwm,-7.64243,0,0.0143347,0,-7.65676,7.03
1oba,-2.33353,0.18973,-0.105086,0,-2.10322,2.44
3d8z,-2.52977,1.15503,0.0338402,0,-1.80129,3.37
2bqv,-9.71622,3.28732,0,0,-7.54659,8.05
2vwn,-6.72667,0.324126,0,0,-6.51275,8
3su6,-5.7219,1.12275,-0.0695229,0,-4.91136,6.02
1hpv,-8.84109,3.38852,-0.229795,0,-6.37487,9.22
1d9i,-3.79598,0.647615,-0.403522,0,-2.96504,9.11
2bes,-5.12575,5.21401,-1.01492,0,-0.669586,4.24
4djo,-8.62496,2.2663,-0.237111,0,-6.89209,11.52
3sw8,-6.89249,3.67628,0.178737,1.85145,-2.79343,4.5
2o8h,-6.61585,0,0,0,-6.61585,7.6
4e4n,-5.60002,1.63407,0,0,-4.52154,9.05
1sw1,-3.03234,0.603095,0.269669,0,-2.90396,7.3
3b25,-4.5713,0,0.0237981,0,-4.5951,6.07
1nt1,-6.76753,1.42427,0,0,-5.82751,8.89
2clk,-1.60663,1.58118,-0.132265,0,-0.430782,3.79
2oxx,-3.96161,0,0,0,-3.96161,6.7
1oyq,-6.12241,1.28223,-0.659869,0,-4.61627,6.96
1c70,-13.1189,5.1527,-0.48925,0,-9.22885,10.3
1b3h,-6.63895,1.45217,-1.10783,0,-4.57269,6.21
3nik,-4.38266,0.0974497,-2.47913,0,-1.83921,3.45
1cnx,-3.96429,1.05184,0.0856135,0.926951,-2.42874,7.37
1hn4,-10.0001,1.33323,-0.168818,0,-8.95131,3.82
2dw7,-6.40434,9.93345,0.143209,0,0.00853208,4.7
1z1h,-8.8605,3.4173,-0.216602,0,-6.38848,8.4
1k1l,-5.77045,1.99334,-0.722372,0,-3.73247,6.9
1nf8,-3.99149,0,-0.648068,0,-3.34342,7.82
2fdp,-10.02,1.2886,-0.916758,0,-8.2528,7.59
1oif,-6.36503,5.63869,-1.02275,0,-1.62075,7.72
2byr,-10.3934,1.37523,0,0,-9.48572,8.55
3fql,-8.57064,0.976451,-0.0484273,0,-7.87776,7.15
3hzm,-4.53442,5.27032,-0.517009,0,-0.538998,5.52
3cd7,-9.37891,5.83729,-0.656204,0,-4.87009,7.84
1lzq,-8.19443,2.44775,-0.840971,0,-5.73794,8.39
2i19,-5.0035,2.27327,-1.90953,0,-1.59362,7.8
3isj,-2.49129,0.695505,0.337904,0,-2.37016,3.68
1gno,-5.49033,4.0375,0.0906109,0,-2.91619,7.7
3pcj,-4.10257,1.09435,-0.31625,1.24043,-1.82362,7.22
1f73,-5.66038,7.31629,-0.310655,0,-0.520974,2.39
4fm8,-7.01789,0,-0.631153,0,-6.38674,5.98
4b7r,-1.6869,0.0153142,-0.987233,0,-0.689557,9.64
1c5x,-2.96681,0.851263,-0.637268,0,-1.76771,6.68
2qnn,-10.6702,0.664263,-1.40072,0,-8.83107,7.15
3v5t,-6.0474,0,-0.197543,0,-5.84985,8.22
1g9r,-13.4276,11.6911,-0.370847,1.94376,-3.39687,5.7
3m3e,-5.05115,6.31177,0,0,-0.88538,4.43
1qka,-6.80983,2.48611,-1.61534,0,-3.55366,5.92
1l6m,-4.20924,0.430463,-1.63216,1.35171,-0.941269,8.1
3p8p,-2.49978,1.098,-0.299469,0,-1.47564,4.55
2cn0,-8.28128,0.413232,-0.629154,0,-7.3794,7.66
2vmf,-7.55216,6.63452,-0.578214,0,-2.59516,5.85
1sgu,-10.1362,4.76815,-0.538672,0,-6.45056,5.37
2fzk,-2.9738,2.5032,-1.71165,0,0.389958,3.6
1uwt,-5.81091,7.64223,-0.235529,0,-0.531505,5.97
3gqz,-1.7768,0,-0.0995556,0,-1.67725,2.17
1dqn,-3.12808,3.90404,0.792779,0,-1.34419,8
2bfq,-4.77635,2.28866,0,0,-3.26583,6.89
2rkd,-3.5178,0.795202,-1.78898,0.840613,-0.363371,2.72
1wuq,-9.35972,5.52855,-2.75671,0.79483,-2.15934,8.27
1izi,-9.11331,3.96207,0,0,-6.49834,6.59
2baj,-7.69131,0.966684,0,0,-7.0533,8.4
3mhc,-5.58995,3.91131,0.137884,0.800164,-2.3462,7.96
2wl0,-9.90588,2.94386,0,0,-7.96293,7.8
2psv,-7.60851,2.60865,-0.21994,0,-5.66686,7.24
4i3z,-7.17593,5.01038,-1.93378,0,-1.9353,4.29
2fqw,-5.56942,4.92939,0,0,-2.31602,6.68
1bv7,-13.3782,4.57616,0,0,-10.358,10.3
3nw3,-5.29585,4.47022,-0.105224,0,-2.24028,6.49
3p3r,-5.24661,0,-0.456148,0,-4.79047,7.25
3hzv,-5.77596,5.95459,-0.802787,0,-1.04315,6.52
3ru1,-4.69822,0,-0.992917,0,-3.7053,4.85
