Name,"gauss(o=0,_w=0.3,_c=8)","gauss(o=0.5,_w=0.3,_c=8)","gauss(o=1,_w=0.3,_c=8)","gauss(o=1.5,_w=0.3,_c=8)","gauss(o=2,_w=0.3,_c=8)","gauss(o=2.5,_w=0.3,_c=8)","gauss(o=0,_w=0.5,_c=8)","gauss(o=1,_w=0.5,_c=8)","gauss(o=2,_w=0.5,_c=8)","gauss(o=0,_w=0.7,_c=8)","gauss(o=1,_w=0.7,_c=8)","gauss(o=2,_w=0.7,_c=8)","gauss(o=0,_w=0.9,_c=8)","gauss(o=1,_w=0.9,_c=8)","gauss(o=2,_w=0.9,_c=8)","gauss(o=3,_w=0.9,_c=8)","gauss(o=0,_w=1.5,_c=8)","gauss(o=1,_w=1.5,_c=8)","gauss(o=2,_w=1.5,_c=8)","gauss(o=3,_w=1.5,_c=8)","gauss(o=4,_w=1.5,_c=8)","gauss(o=0,_w=2,_c=8)","gauss(o=1,_w=2,_c=8)","gauss(o=2,_w=2,_c=8)","gauss(o=3,_w=2,_c=8)","gauss(o=4,_w=2,_c=8)","gauss(o=0,_w=3,_c=8)","gauss(o=1,_w=3,_c=8)","gauss(o=2,_w=3,_c=8)","gauss(o=3,_w=3,_c=8)","gauss(o=4,_w=3,_c=8)","repulsion(o=0.4,_c=8)","repulsion(o=0.2,_c=8)","repulsion(o=0,_c=8)","repulsion(o=-0.2,_c=8)","repulsion(o=-0.4,_c=8)","repulsion(o=-0.6,_c=8)","repulsion(o=-0.8,_c=8)","repulsion(o=-1,_c=8)","hydrophobic(g=0.5,_b=1.5,_c=8)","hydrophobic(g=0.5,_b=1,_c=8)","hydrophobic(g=0.5,_b=2,_c=8)","hydrophobic(g=0.5,_b=3,_c=8)","non_hydrophobic(g=0.5,_b=1.5,_c=8)","vdw(i=4,_j=8,_s=0,_^=100,_c=8)","vdw(i=6,_j=12,_s=1,_^=100,_c=8)","non_dir_h_bond(g=-0.7,_b=0,_c=8)","non_dir_h_bond(g=-0.7,_b=0.2,_c=8)","non_dir_h_bond(g=-0.7,_b=0.5,_c=8)","non_dir_h_bond(g=-1,_b=0,_c=8)","non_dir_h_bond(g=-1,_b=0.2,_c=8)","non_dir_h_bond(g=-1,_b=0.5,_c=8)","non_dir_h_bond(g=-1.3,_b=0,_c=8)","non_dir_h_bond(g=-1.3,_b=0.2,_c=8)","non_dir_h_bond(g=-1.3,_b=0.5,_c=8)","non_dir_anti_h_bond_quadratic(o=0,_c=8)","non_dir_anti_h_bond_quadratic(o=0.5,_c=8)","non_dir_anti_h_bond_quadratic(o=1,_c=8)","donor_donor_quadratic(o=0,_c=8)","donor_donor_quadratic(o=0.5,_c=8)","donor_donor_quadratic(o=1,_c=8)","acceptor_acceptor_quadratic(o=0,_c=8)","acceptor_acceptor_quadratic(o=0.5,_c=8)","acceptor_acceptor_quadratic(o=1,_c=8)","non_dir_h_bond_lj(o=-0.7,_^=100,_c=8)","non_dir_h_bond_lj(o=-1,_^=100,_c=8)","non_dir_h_bond_lj(o=-1.3,_^=100,_c=8)","ad4_solvation(d-sigma=3.6,_s/q=0.01097,_c=8)","ad4_solvation(d-sigma=3.6,_s/q=0,_c=8)","electrostatic(i=1,_^=100,_c=8)","electrostatic(i=2,_^=100,_c=8)",num_tors_div,num_tors_div_simple,num_heavy_atoms_div,num_heavy_atoms,num_tors_add,num_tors_sqr,num_tors_sqrt,num_hydrophobic_atoms,ligand_length,num_ligands,affinity
1gzc,38.21991,51.01811,65.03721,103.62469,117.75790,129.98329,58.98933,115.20651,195.64827,79.11924,166.85317,272.18380,101.74208,218.06901,348.80136,473.83232,190.50133,372.14987,569.22546,686.63240,566.91490,285.50403,501.14084,708.61039,793.08404,666.26344,492.14255,705.26833,867.05081,909.24240,806.84879,12.74781,5.95598,2.46440,0.91239,0.23135,0.02251,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,63.55475,-293.82891,-345.59009,4.55845,5.31980,6.84396,3.21584,4.01062,5.49178,2.47372,3.20850,4.57649,0.00000,0.00000,0.00000,0.74121,3.04173,7.66456,1.07724,4.19512,11.16827,-34.62550,-17.15908,-6.11920,24.61082,-46.13417,0.82012,0.17119,0.00000,0.00000,0.00000,1.15000,4.00000,0.32000,0.08944,0.00000,4.00000,1.00000,3.49
1n1t,47.65519,63.63288,78.26688,112.70755,133.39990,171.31782,72.62293,137.11161,226.24226,99.11847,196.80270,324.30059,127.48771,257.00053,425.58135,646.31038,232.93969,451.72721,722.46090,925.67387,796.69351,350.93820,624.88268,914.26809,1063.72730,922.71811,623.16948,906.87201,1135.41981,1213.36180,1096.09603,19.50840,9.89159,4.69324,2.00713,0.61540,0.06804,0.00032,0.00000,6.79585,4.65552,9.40170,15.45210,117.41545,-365.55321,-426.44397,8.02108,9.23498,12.05023,5.73260,7.02444,9.71874,4.40969,5.61955,8.09895,0.00000,0.23260,1.52391,0.60603,2.28901,6.08118,0.46248,2.69285,9.77257,-59.75351,-31.31264,-11.62402,40.77340,-59.78863,2.17146,0.42795,0.00000,0.00000,0.00000,1.00000,5.00000,0.50000,0.10000,0.10000,6.00000,1.00000,3.85
2ff1,69.87757,88.38734,114.23568,144.35866,186.26136,200.08735,105.78690,190.59557,300.05302,141.46831,271.01056,413.87153,179.78989,351.84435,528.61023,695.67808,319.25274,589.78304,863.04542,1020.95608,840.90007,463.38290,783.77417,1076.82227,1186.05728,989.92978,772.34541,1088.46601,1320.10610,1370.40440,1207.52434,22.30634,10.19665,4.17819,1.48350,0.37328,0.05505,0.00000,0.00000,7.46416,5.55439,9.34318,13.79335,115.06083,-473.60057,-558.71309,6.64698,8.07604,9.88474,4.78456,6.16675,7.99557,3.68043,4.93340,6.66298,0.18992,0.89938,2.73921,0.65150,2.18539,5.21350,2.14531,9.02621,22.57084,-49.04926,-24.64077,-8.81608,42.74819,-61.52793,0.10281,0.10612,0.00000,0.00000,0.00000,0.95000,2.00000,0.08000,0.06325,0.05000,2.00000,1.00000,8.21
1qq9,34.68290,45.59870,58.55291,75.95367,90.13275,112.07367,53.11167,97.72712,153.97349,71.33014,139.57825,216.30909,91.05997,181.35983,278.45102,374.24887,163.52433,306.47439,455.62865,539.94897,437.25814,239.46863,409.28643,566.51579,623.79685,516.47180,402.55872,569.17274,691.37244,717.36969,630.57480,12.00276,5.93286,2.85687,1.23879,0.42934,0.07606,0.00039,0.00000,1.38693,0.41331,2.97234,6.48237,85.82474,-242.68035,-290.47709,4.70368,4.99175,5.26968,3.45552,3.87960,4.32437,2.65809,3.10368,3.60364,0.49734,3.28611,11.17976,0.00000,0.00096,0.31615,0.69548,4.17938,13.23401,-26.59848,-16.24000,-6.39717,23.13588,-37.16024,1.51862,0.41321,0.00000,0.00000,0.00000,0.45000,4.00000,0.32000,0.08944,0.05000,6.00000,1.00000,2.06
1obx,38.43388,61.04658,81.44134,117.62950,154.48982,169.37852,61.04475,141.38289,250.68754,85.64728,202.76677,345.90837,113.45747,264.84644,442.09857,611.47767,222.83463,456.75590,721.75793,889.29219,745.12372,342.79359,621.33197,900.08150,1024.58370,870.56268,608.59525,885.73070,1102.92125,1168.43923,1045.05783,12.19153,5.65779,2.43020,0.94919,0.29556,0.04912,0.00000,0.00000,33.10997,24.63824,44.69019,66.79774,57.28931,-364.10471,-422.37587,3.69721,4.00699,4.52140,2.69101,3.09104,3.68576,2.07001,2.47283,3.07146,0.00000,0.20665,1.00441,0.00000,0.00000,0.02127,0.00000,0.20665,0.98315,-22.91704,-13.40338,-5.22073,21.70803,-51.43563,0.74101,0.14037,0.00000,0.00000,0.00000,1.65000,13.00000,3.38000,0.16125,0.55000,10.00000,1.00000,5.72
1ta2,75.20920,123.18651,173.59761,218.39481,232.26103,282.81029,120.18982,287.13844,400.10699,170.13268,397.78508,567.73631,225.88415,504.47734,735.80923,968.84238,425.73843,821.86525,1203.80010,1397.62232,1115.10467,627.78006,1083.54731,1488.55366,1617.92972,1323.85615,1052.92050,1489.69074,1803.99838,1862.23712,1627.25846,18.92212,7.97037,2.94070,1.02983,0.34306,0.07709,0.00544,0.00000,70.16638,48.69001,94.25342,137.37323,76.60460,-649.26742,-767.91027,2.58593,2.90017,3.17513,1.98390,2.31991,2.65593,1.52608,1.85593,2.21328,0.40453,1.29055,3.04501,0.01089,0.36527,1.58808,0.40453,1.29055,2.82987,-13.95809,-9.84609,-4.06303,21.51241,-77.26374,0.12579,0.02091,0.00000,0.00000,0.00000,1.70000,7.00000,0.98000,0.11832,1.05000,6.00000,1.00000,8.52
1me8,56.12731,64.14668,86.86559,145.94742,180.18439,219.27760,83.10027,154.31651,303.23742,110.38488,228.66185,420.28447,141.52797,305.23201,535.04163,743.79138,269.93934,543.20836,870.18439,1086.44505,923.58933,414.44212,746.65089,1088.99000,1252.33562,1075.78818,738.43434,1074.77258,1342.49360,1429.15698,1285.57973,23.81320,12.22756,5.84716,2.63839,0.99619,0.23242,0.00898,0.00000,0.00000,0.00000,0.00000,0.00000,144.65128,-423.65380,-503.67234,8.98611,10.15826,12.16018,6.81590,8.05671,10.07856,5.24300,6.44537,8.39880,0.00000,0.00000,0.34352,0.00000,0.00037,0.27020,2.19839,6.84683,15.29508,-59.23833,-37.66545,-14.85736,55.85860,-70.35704,1.64802,0.36731,0.00000,0.00000,0.00000,1.05000,5.00000,0.50000,0.10000,0.00000,6.00000,1.00000,7.19
1xbb,40.70499,74.05674,121.24826,179.29493,197.52564,247.17738,68.42843,204.76349,341.36153,101.34520,288.60025,482.46052,140.54908,371.76473,622.70466,887.19599,296.62632,635.70706,1028.61535,1296.11108,1107.18828,467.66054,871.18208,1288.53409,1491.53258,1283.62550,852.49281,1257.59752,1584.12365,1694.35794,1527.17650,14.79374,7.11908,3.08048,1.11226,0.24851,0.01736,0.00000,0.00000,33.61010,23.80583,43.87529,66.65186,59.61729,-509.10509,-585.78908,1.07582,1.28119,1.60325,0.75307,0.96089,1.28260,0.57929,0.76871,1.06883,0.00000,0.08979,0.91781,0.00000,0.00000,0.04924,0.00000,0.08979,0.86857,-8.78704,-4.19117,-1.54256,22.12164,-66.70258,-0.30186,-0.05049,0.00000,0.00000,0.00000,1.85000,7.00000,0.98000,0.11832,0.75000,8.00000,1.00000,5.3
1qca,39.39760,72.52515,118.42678,165.99708,211.29000,285.89795,68.01295,197.57161,362.94992,101.83145,279.39742,515.65476,141.12811,364.74741,671.00910,1024.84131,299.40022,656.34219,1121.47193,1454.36023,1230.76434,483.55345,923.48998,1406.26474,1654.92723,1425.53404,910.07290,1358.08118,1728.15137,1861.78599,1684.42931,23.75304,13.20682,6.79787,3.09597,1.16760,0.30969,0.07928,0.00665,96.02449,70.44151,130.30768,220.73029,16.63258,-523.26683,-610.71781,1.86891,1.96126,2.22095,1.60823,1.72095,1.97676,1.29985,1.43113,1.69261,0.00000,0.00000,0.00000,1.53973,3.85691,7.72777,0.36995,1.35556,3.32070,8.06124,-7.98399,-4.79429,-10.09901,-79.61448,0.07832,0.03619,0.00000,0.00000,0.00000,1.85000,6.00000,0.72000,0.10954,1.30000,6.00000,1.00000,5.27
1rgl,45.61594,51.79470,73.91392,96.02426,127.69517,144.73917,68.62518,122.33390,208.45876,92.18320,174.34087,289.17632,117.61010,228.52820,371.75987,526.58467,211.96243,398.50772,615.90164,763.90197,645.79638,314.02730,543.58941,774.42065,881.39928,752.77625,541.72811,775.68261,957.31155,1010.54556,903.62807,22.61126,11.69878,5.47918,2.24188,0.73424,0.11238,0.00037,0.00000,0.00000,0.00000,0.00000,0.00000,124.75127,-316.72137,-379.37524,5.05775,6.13051,7.85049,3.68462,4.71805,6.37652,2.83432,3.77444,5.31377,0.73600,3.14660,8.62670,0.00000,0.12805,0.95078,1.40703,5.00619,12.43080,-39.53402,-22.20144,-8.44443,44.87791,-46.05336,1.25022,0.31084,0.00000,0.00000,0.00000,1.20000,4.00000,0.32000,0.08944,0.00000,4.00000,1.00000,4.43
2c3j,46.80702,69.27081,90.35490,119.29127,145.27867,173.82964,74.17585,152.13298,243.15512,102.07053,215.93994,342.27738,132.43267,279.79032,445.01680,665.21476,245.48883,479.97100,756.24285,968.98671,844.06259,369.33231,658.50998,959.99850,1117.44964,973.26818,654.29449,953.25926,1194.09464,1276.81055,1154.39023,14.95293,6.93477,2.83283,1.08073,0.38762,0.10742,0.00284,0.00000,24.00141,19.72979,28.13410,38.74117,77.38012,-394.78551,-454.01173,3.34557,4.27932,5.30776,2.60334,3.42736,4.42051,2.00257,2.74189,3.68376,0.21324,1.29490,4.71572,0.21777,1.85732,6.46332,0.25877,1.76979,5.66306,-24.58457,-15.41977,-6.14854,24.57952,-55.84943,0.25961,0.03906,0.00000,0.00000,0.00000,0.90000,0.00000,0.00000,0.00000,0.20000,0.00000,1.00000,6.18
1z3v,41.30835,79.57478,105.52518,152.64839,177.34021,211.29436,71.22526,183.15880,297.23191,102.89369,259.23490,420.70859,138.57071,334.14576,545.19634,763.73258,275.61824,568.83898,896.85788,1101.22892,917.68822,424.49178,771.93773,1117.06132,1268.19011,1074.63380,753.74932,1097.71145,1366.38487,1446.25663,1292.20701,12.10603,5.65431,2.47437,0.94673,0.28527,0.05395,0.00093,0.00000,0.00000,0.00000,0.00000,0.00000,125.73152,-443.17034,-517.62515,5.74551,7.56464,10.38248,4.15234,5.78222,8.39297,3.19410,4.62577,6.99414,0.00000,0.04321,0.95683,1.09147,4.74805,13.41270,0.52654,2.76744,8.84654,-52.04708,-25.10853,-8.97749,47.61020,-70.86904,1.45540,0.27797,0.00000,0.00000,0.00000,1.15000,4.00000,0.32000,0.08944,0.00000,4.00000,1.00000,4.11
1af6,47.69144,66.11418,77.55856,116.65184,137.35297,181.74025,75.62296,137.26947,240.11802,103.31213,198.81393,336.59865,132.35291,261.48281,432.25741,615.61245,240.10322,458.36740,717.59773,906.73113,788.68814,358.46586,628.56595,907.52440,1049.44059,913.01532,627.44383,906.70058,1129.60146,1203.99515,1087.23505,23.40914,12.36602,5.99214,2.62916,0.97557,0.23120,0.02347,0.00000,0.00000,0.00000,0.00000,0.00000,107.01323,-361.77125,-433.50347,9.99132,11.16686,13.17495,7.48017,8.78035,10.86412,5.75397,7.02428,9.05343,0.00000,0.23933,0.97855,2.26021,7.55564,18.12429,2.22558,7.44470,17.70491,-60.71842,-38.50093,-15.11978,39.23478,-58.06717,1.45223,0.31867,0.00000,0.00000,0.00000,1.15000,5.00000,0.50000,0.10000,0.00000,4.00000,1.00000,1.82
1vja,66.97769,127.20147,173.60166,207.29652,245.66385,276.07083,118.16449,283.17750,409.15723,172.22312,392.74409,569.89392,229.81163,499.80953,731.96519,951.99750,430.26505,817.79088,1192.39713,1385.60546,1113.86285,631.15306,1078.80181,1477.12857,1607.05603,1319.99442,1053.30299,1484.91624,1795.42654,1853.35805,1621.23180,29.33951,14.99366,6.91465,2.57946,0.66792,0.08525,0.00184,0.00000,9.54502,8.16543,13.70404,23.79831,147.27725,-637.24104,-767.49119,9.17436,10.19053,11.48880,6.56493,7.76197,9.28630,5.04995,6.20957,7.73858,0.06521,1.34979,5.45231,0.59338,3.12822,9.46933,0.77489,2.72475,6.30994,-58.46502,-31.56667,-11.83835,41.81496,-85.14651,1.16046,0.26440,0.00000,0.00000,0.00000,1.65000,12.00000,2.88000,0.15492,0.60000,12.00000,1.00000,7.7
