name,total,qq_pl,desolv_pl,vdw_pl,hbond_pl,qq_l,desolv_l,vdw_l,DrugScore,HMscore,PLP_tor,affinity
1slg,-24.646,-1.188,11.825,-14.155,-2.787,-2.393,6.099,-6.680,-25.986,4.639,36.200,3.9
1g3c,-8.523,-0.520,8.042,-8.088,-2.031,-0.139,0.801,-0.564,12.371,-0.000,1.000,5.8
2f5t,-15.146,-3.048,13.458,-13.025,-6.552,-1.416,1.626,-1.299,85.914,-0.000,27.000,5.17
4aph,-26.835,-2.756,16.708,-18.844,-4.012,-1.432,4.904,-2.822,-29.514,3.274,32.900,5.4
4aa1,-23.307,-2.498,12.058,-15.934,-3.776,-1.060,2.548,-3.140,-15.643,1.032,16.900,4.12
1h1p,-15.651,-0.759,7.733,-8.009,-1.684,-0.419,0.422,-0.344,-60.486,2.192,3.500,4.92
3b1m,-17.169,0.137,6.042,-13.590,-0.091,-0.081,0.993,-1.694,19.329,6.199,3.300,8.48
2pog,-12.959,-0.890,2.625,-9.126,-1.514,0.030,0.137,-0.459,32.243,5.172,3.800,9.54
3d6q,-7.181,-0.470,6.267,-5.820,-1.607,-0.039,0.848,-0.902,7.886,1.232,9.500,3.76
3twp,-5.146,-0.857,3.308,-4.523,-1.018,-0.416,0.233,0.274,6.200,-0.000,1.500,3.92
3ozs,-15.970,-1.015,11.233,-15.983,-3.376,-0.601,1.146,-1.164,51.486,0.338,9.900,5.33
1c5z,-7.895,-2.047,7.033,-6.116,-2.482,0.297,0.392,-0.067,9.314,-0.000,0.000,4.01
1z9g,-6.195,2.015,4.925,-7.420,-1.640,0.228,0.700,-1.081,11.214,1.011,8.300,5.64
3oe4,-18.192,-1.440,13.917,-16.471,-4.376,-0.836,1.405,-1.209,44.214,0.517,9.300,7.47
2vkm,-29.005,-2.558,13.667,-22.390,-2.825,-0.716,2.303,-3.831,2.071,2.509,15.000,8.74
1owh,-12.925,-2.751,9.717,-9.746,-2.787,0.007,0.948,-0.746,2.743,-0.000,3.400,7.4
1qkt,-13.248,-0.818,2.350,-8.484,-1.201,-0.028,0.162,-0.041,9.757,5.092,3.700,9.04
1o0h,-12.743,-4.620,12.217,-8.785,-3.702,0.217,2.225,-1.487,10.129,-0.000,16.800,5.92
3dx2,-12.612,-3.251,6.867,-7.595,-3.509,-0.756,0.516,-0.354,24.157,0.527,9.500,6.82
3n76,-25.712,-1.843,9.558,-13.426,-3.929,-0.284,0.589,-0.591,-112.486,0.338,8.800,6.85
2zb1,-15.361,-0.277,4.908,-12.076,-0.993,-0.179,0.325,-0.936,16.300,4.082,2.100,6.32
3b27,-8.742,-0.251,7.567,-6.867,-0.639,-0.354,0.816,-0.545,-2.286,2.102,0.200,5.16
4e5w,-19.647,-1.088,7.067,-12.833,-1.516,-0.539,0.174,-1.019,-23.086,2.833,3.800,7.66
3b5r,-17.106,-0.652,6.050,-13.662,-1.161,-0.130,0.751,-0.970,45.914,6.900,8.200,8.77
1nc1,-16.093,-1.506,12.017,-12.019,-3.179,-0.594,1.103,-0.976,3.386,1.351,9.500,6.12
2wer,-8.652,-0.446,5.967,-9.522,-0.894,-0.165,0.139,-0.025,45.671,2.217,1.300,7.05
1gpn,-12.402,-1.114,4.200,-9.897,-0.535,0.000,0.000,0.000,-6.029,1.371,0.000,6.48
3dx1,-10.887,-2.759,6.058,-6.069,-3.386,-0.776,0.304,-0.122,14.029,-0.000,5.700,3.58
1k1i,-19.893,-2.519,10.867,-11.141,-4.115,-0.704,2.110,-3.322,4.829,3.688,4.100,6.58
3uev,-12.632,-0.334,-0.242,-5.897,-0.036,0.000,0.008,-0.294,-13.271,6.787,22.200,5.89
2r9w,-14.301,-1.315,7.983,-9.067,-2.509,-0.514,1.424,-2.066,8.043,3.206,13.200,5.1
1y6r,-17.697,-2.988,13.608,-12.635,-3.731,0.089,1.355,-1.011,-4.171,1.267,11.400,10.11
3prs,-25.060,-1.301,9.658,-17.340,-2.721,-1.027,2.257,-4.351,14.100,4.819,24.800,7.82
2xj7,-16.944,-2.842,7.867,-9.292,-3.621,-0.711,0.621,-0.510,-27.429,-0.000,5.500,6.66
3fv2,-20.179,-5.287,10.158,-11.379,-5.762,-1.817,1.228,-1.064,36.386,-0.000,15.900,8.11
2w4x,-10.033,-1.884,7.192,-7.827,-1.428,-1.410,0.984,-0.421,26.543,0.656,10.500,4.85
4de3,-13.207,-1.926,6.942,-9.688,-2.635,-0.150,0.367,-0.432,-1.943,-0.000,0.000,5.52
3up2,-16.500,-2.296,9.942,-11.332,-1.581,-0.781,1.724,-1.516,15.200,4.159,3.700,7.4
2zda,-21.480,-2.638,9.917,-13.098,-3.391,-0.370,1.515,-2.099,-19.771,2.775,9.600,8.4
2fxs,-8.732,-1.013,6.958,-8.848,-1.209,-0.401,1.125,-0.939,37.514,1.255,8.700,6.06
1lpg,-18.674,-1.747,12.292,-16.600,-1.712,-0.161,1.316,-1.376,13.043,1.802,6.700,7.09
3qqs,-12.640,-5.159,6.308,-8.561,-1.782,1.379,0.921,-0.647,4.229,0.970,0.000,5.82
2qbq,-15.601,-3.978,7.683,-10.690,-2.653,0.584,0.696,-1.471,37.929,3.614,4.900,7.44
1bzc,-16.222,-1.568,9.708,-12.348,-4.151,-0.797,1.353,-1.185,36.886,2.572,15.700,4.92
1pxn,-12.159,-0.948,8.925,-10.505,-1.367,-0.440,1.101,-0.714,11.729,1.704,1.500,7.15
1z6e,-19.622,-0.824,12.308,-17.037,-1.419,-0.487,1.408,-1.998,11.729,2.621,5.700,9.72
4eo8,-16.123,-1.641,1.933,-8.218,-1.044,-0.064,0.319,-1.696,-5.257,5.298,0.900,8.15
2wvt,-8.663,-2.712,7.983,-7.331,-2.647,0.043,0.645,-0.370,31.257,-0.000,15.300,6.12
3nx7,-7.462,1.568,5.508,-8.686,-1.161,-0.151,0.871,-1.227,4.800,-0.000,8.300,8.1
1syi,-19.712,-4.356,7.408,-10.473,-5.334,-0.756,0.514,-0.664,-1.257,0.532,7.400,5.44
3uuo,-13.133,-1.034,4.242,-7.347,-1.126,-0.119,0.461,-0.744,-8.443,4.366,0.300,7.96
2p15,-20.896,-0.777,3.008,-13.378,-1.706,-0.029,0.265,-1.001,30.529,9.171,6.900,10.3
2j7h,-8.314,-1.544,5.842,-6.445,-3.506,-0.036,0.279,-0.147,24.943,-0.000,9.900,7.19
2br1,-10.886,-0.331,8.033,-10.288,-0.586,-0.382,1.333,-0.919,27.843,3.371,6.500,5.14
3syr,-20.556,-2.040,10.942,-10.164,-5.013,-0.461,0.981,-0.720,-76.100,-0.000,13.700,5.1
3g31,-5.764,-0.613,1.292,-3.127,-0.022,-0.287,0.356,-0.496,-2.714,1.998,1.500,2.89
2xii,-14.475,-2.229,9.975,-12.148,-3.131,-0.124,1.154,-0.986,21.614,0.527,9.700,7.2
1p1n,-15.553,-3.571,6.892,-8.357,-3.901,-1.581,0.647,-0.664,10.957,-0.000,9.600,6.8
3coz,-19.637,-2.255,14.642,-14.394,-5.098,-1.788,2.309,-2.000,22.971,0.655,19.100,5.57
2wnc,-16.974,-1.624,4.000,-8.977,-0.585,-0.013,0.292,-0.742,-47.229,3.592,3.100,6.32
3qgy,-14.606,-0.173,7.692,-10.395,-1.088,-0.551,1.447,-1.376,3.686,4.779,0.000,7.8
4eky,-21.701,-1.923,11.133,-12.354,-4.556,-0.419,0.992,-1.014,-67.443,-0.000,17.400,3.52
3fur,-19.996,-0.558,7.858,-14.532,-0.579,0.555,1.087,-1.549,11.871,8.540,0.700,8
3e5a,-19.332,-0.627,9.167,-12.454,-1.215,-0.954,2.006,-1.555,-29.614,4.667,0.500,8.23
3bgz,-16.241,-0.780,3.708,-8.976,-1.059,-0.355,0.403,-1.117,6.100,6.754,0.000,6.26
2zy1,-14.328,-1.300,5.258,-10.125,-2.091,-0.320,0.533,-0.877,23.857,3.785,15.200,7.4
3r88,-6.426,-0.952,4.967,-6.476,-1.127,0.376,0.442,0.455,5.171,0.301,1.900,4.82
3pyy,-14.525,-0.322,5.142,-10.104,-0.606,-0.036,0.779,-1.044,-2.057,4.974,0.300,6.86
4f09,-12.489,-0.782,4.817,-8.167,-1.188,0.010,0.232,-0.645,-7.086,3.014,1.500,6.7
1s38,-11.659,-1.298,6.508,-7.708,-2.568,-0.047,0.133,-0.034,-11.586,0.674,0.000,5.15
4agq,-13.710,-0.496,5.067,-11.502,-0.276,-0.142,0.610,-0.806,2.386,2.509,9.700,5.01
1ydt,-15.781,-1.692,8.958,-12.800,-1.554,-0.272,1.023,-0.843,11.814,2.487,5.500,7.32
3rsx,-8.260,-0.286,4.600,-7.146,-1.329,-0.211,0.176,-0.156,19.957,1.752,0.000,4.41
3rr4,-14.988,-2.249,8.575,-9.396,-3.091,0.483,0.233,-0.137,-5.600,2.854,0.000,4.55
1nc3,-15.988,-2.340,12.992,-12.041,-4.522,-0.456,1.122,-0.800,13.886,0.210,8.100,5
4agn,-9.622,-0.688,4.667,-9.724,-0.474,-0.191,0.581,-0.195,18.014,0.970,8.300,3.97
4ea2,-6.525,-1.516,3.142,-10.692,-0.567,0.585,0.255,10.671,-0.471,4.960,10.000,6.44
1qf1,-14.343,2.041,7.283,-11.813,-2.286,-0.056,1.281,-1.830,-7.543,3.375,18.300,7.32
2cbv,-11.881,-4.388,7.667,-7.439,-4.998,0.110,0.342,-0.101,36.771,-0.000,8.300,5.48
3gc5,-18.366,-3.869,11.275,-11.082,-4.248,0.810,0.725,-0.482,-14.729,2.308,5.400,7.26
3jvr,-11.935,0.062,4.658,-9.309,-0.282,-0.456,0.691,-0.722,0.486,3.137,5.400,5.72
3ui7,-12.330,-0.155,4.367,-8.512,-0.632,-0.016,0.489,-0.836,-2.700,4.144,4.500,9
3uew,-13.218,0.011,-0.325,-6.147,-0.227,0.000,-0.050,-0.396,-10.314,7.567,29.300,6.31
4e6q,-14.497,-0.561,6.442,-10.932,-1.159,-0.027,0.222,-0.641,-3.986,2.833,4.100,8.36
4agp,-12.943,-0.426,4.167,-11.354,-0.011,-0.139,0.463,-0.701,12.800,2.846,13.400,4.69
3cj4,-14.885,-1.878,3.892,-8.568,-1.029,-0.048,0.644,-1.445,-11.486,3.514,4.100,6.51
3rlr,-12.971,-0.689,7.108,-10.096,-1.192,-0.041,0.653,-1.049,8.600,3.062,1.500,7.52
2qnq,-23.670,-3.127,8.258,-15.478,-2.380,0.060,2.046,-5.119,23.643,4.968,3.500,6.11
3u5j,-12.798,-0.189,2.367,-7.870,-0.625,0.000,0.070,-0.269,3.757,5.777,0.000,5.61
3nq9,-5.645,0.073,0.533,-2.979,-0.000,0.000,0.084,-0.124,-2.329,3.372,7.800,4.03
3e92,-19.411,-0.843,4.933,-12.978,-2.231,-0.133,0.296,-1.062,16.214,5.945,1.400,8
3b65,-19.076,-0.544,5.408,-14.026,-0.987,-0.102,0.642,-0.890,10.243,5.979,9.200,9.27
3gv9,-8.604,-2.168,4.533,-4.835,-1.988,-0.240,0.314,-0.341,7.586,0.870,0.000,2.12
1h22,-23.605,-2.100,6.500,-15.166,-1.261,0.119,0.380,-1.386,-27.957,4.894,24.700,9.1
1ydr,-12.025,-1.171,6.750,-8.474,-0.702,-0.521,0.514,-0.661,2.314,2.647,0.000,5.52
3f3d,-16.376,-2.326,4.883,-6.978,-3.022,-0.876,0.226,-0.289,-46.914,0.971,9.900,7.16
3kr8,-14.912,-0.671,6.283,-11.813,-1.415,-0.081,0.211,-0.366,8.414,3.045,1.100,8.1
3bv9,-22.723,-2.008,10.842,-13.144,-1.787,-0.471,2.929,-4.641,-29.229,4.794,13.600,5.36
3p5o,-14.634,-0.206,3.250,-9.552,-0.719,-0.125,0.531,-0.726,1.400,5.740,4.800,7.3
2qe4,-13.768,-0.723,3.075,-9.962,-1.459,0.104,0.207,-0.800,29.900,5.134,4.500,7.96
2wn9,-17.671,-2.370,5.208,-8.376,-1.273,0.269,0.522,-0.737,-67.271,2.810,2.800,8.52
1eby,-26.891,-1.678,11.875,-20.353,-3.447,-0.861,2.947,-4.474,18.429,3.625,26.800,9.7
4hge,-14.028,-0.381,7.917,-10.913,-0.593,-0.296,1.202,-1.377,-1.286,3.327,0.000,7.92
3ryj,-9.014,0.174,5.333,-6.581,-0.539,-0.684,0.570,-0.511,3.414,2.802,3.200,7.8
3gr2,-7.247,-0.880,3.517,-4.391,-1.396,0.179,0.319,-0.351,0.457,1.799,1.800,2.52
3zt2,-10.698,-1.415,4.617,-9.391,-1.492,0.181,0.441,-0.830,32.486,1.966,0.000,2.84
1xh5,-25.533,-3.605,11.700,-17.389,-3.235,0.207,1.498,-2.360,0.943,4.260,1.700,5.47
3s6t,-16.606,-2.149,7.467,-10.027,-3.322,-0.672,1.120,-1.009,4.057,2.981,11.300,7.35
3b67,-17.162,-0.727,6.283,-13.904,-1.393,-0.439,1.013,-1.349,51.729,6.296,9.200,8.85
3fas,-14.208,-3.962,6.658,-6.956,-4.696,-1.141,0.437,-0.357,14.171,-0.000,17.000,6.77
3m3z,-10.913,-1.841,12.650,-10.546,0.345,-0.991,1.958,-1.767,10.200,-0.000,11.400,5.73
2uyq,-8.684,-1.027,7.217,-6.719,-2.226,-0.706,0.745,-0.544,12.871,0.132,7.000,5.68
3djo,-9.033,-1.224,6.975,-6.533,-2.313,-1.437,1.416,-1.224,19.629,-0.000,14.100,4.39
1b05,-25.760,-6.569,12.525,-13.874,-5.561,-0.587,1.640,-1.555,-17.771,1.432,41.400,7.12
3iph,-17.111,-0.704,6.267,-12.356,-1.711,-0.398,0.796,-1.025,0.029,3.589,4.200,7.6
2iuz,-19.116,-0.234,7.017,-12.371,-0.616,-0.016,0.552,-0.674,-18.800,6.944,3.400,5.55
4g0q,-16.178,-8.143,8.192,-6.417,-2.939,-0.777,1.328,-0.851,17.686,1.975,12.800,2.52
2wzs,-9.279,-3.461,6.117,-6.679,-3.269,0.083,0.467,-0.261,32.914,-0.000,11.300,3.85
2zxg,-12.568,2.668,9.850,-12.105,-2.407,-0.093,1.950,-2.630,-3.686,1.981,18.700,8.82
1usn,-13.348,0.824,5.075,-8.262,-2.134,-0.954,1.229,-1.507,-14.543,2.791,3.800,7.74
2psu,-20.467,-1.244,7.933,-14.479,-2.016,-0.582,1.549,-3.045,-2.414,2.993,20.300,7.62
1odj,-15.441,-1.044,11.617,-10.388,-2.231,-0.291,1.248,-0.956,-39.086,0.911,11.100,4.1
3daz,-5.795,0.485,5.175,-5.928,-0.732,-0.450,0.428,0.471,2.571,0.654,1.500,7.93
3rz1,-9.959,0.908,5.425,-7.350,-0.584,-0.354,0.729,-0.814,15.314,5.462,10.200,8.74
2qx0,-11.690,-0.731,7.550,-7.382,-2.279,-0.073,0.177,-0.114,-15.014,1.790,1.500,6.11
3fvn,-16.984,-3.778,10.442,-10.936,-5.249,-1.026,1.315,-1.001,28.700,-0.000,14.800,6.77
3f70,-9.181,-2.931,1.867,-3.725,-1.447,-0.845,0.252,-0.287,-5.629,0.357,14.400,4.85
2gj5,-15.799,-0.182,0.325,-6.619,-0.009,0.000,-0.406,-1.334,10.314,10.541,14.100,8.32
1szd,-16.159,-3.215,16.717,-14.756,-4.520,-1.010,2.688,-1.785,51.657,0.091,30.400,4.54
1d4y,-19.327,-0.198,8.533,-15.400,-2.200,-0.220,1.218,-2.684,27.971,4.688,14.400,11.1
3rm4,-17.923,-2.088,7.942,-10.838,-1.781,-0.586,0.520,-0.555,-5.486,4.290,9.700,5.77
1wm1,-12.179,-2.905,5.567,-7.991,-2.791,-0.294,0.291,-0.584,15.614,0.357,2.300,6.3
2y7x,-18.648,-0.862,7.592,-15.176,-0.709,-0.591,0.692,-1.381,-4.071,1.764,1.500,8.89
2ans,-9.823,-0.116,4.383,-7.152,-0.018,0.342,0.718,-1.107,11.571,5.016,4.200,5.92
1td7,-9.630,0.363,6.008,-7.037,-0.175,-0.054,0.762,-0.684,1.457,4.510,1.500,4.37
