name,TOTAL_SCORE,SCORE_RB_PEN,SCORE_NORM_HEVATOMS,SCORE_NORM_CRT_HEVATOMS,SCORE_NORM_WEIGHT,SCORE_NORM_CRT_WEIGHT,SCORE_RB_PEN_NORM_CRT_HEVATOMS,SCORE_NORM_CONTACT,PLPtotal,PLPparthbond,PLPpartsteric,PLPpartmetal,PLPpartrepulsive,PLPpartburpolar,LIG_NUM_CLASH,LIG_NUM_CONTACT,LIG_NUM_NO_CONTACT,CHEMPLP_CLASH2,TRIPOS_TORS,affinity
1n1t,-56.0323,-46.0323,-2.8016099999999997,-20.6425,-0.19305,-8.462819999999999,-16.9584,-2.8016099999999997,-38.5689,-19.6404,-20.7293,0.0,0.158181,-0.00430772,3,17,0,0.0,1.1304,3.85
2ff1,-89.6579,-85.6579,-4.71884,-33.5999,-0.336728,-13.9365,-32.1008,-4.71884,-72.044,-16.9173,-47.0476,-8.0,0.589747,0.0,3,16,0,0.0,0.518556,8.21
1qq9,-50.0463,-42.0463,-5.5607,-24.0598,-0.335413,-9.43572,-20.2138,-5.5607,-33.018,-8.0,-19.5426,-12.0,2.66665,0.0,2,7,0,0.0,2.18918,2.06
1obx,-58.2189,-32.2189,-1.7642099999999998,-18.1507,-0.12507200000000002,-7.51213,-10.0448,-2.07925,-46.4363,-8.36046,-35.427,0.0,0.159471,0.0,0,29,4,0.0,7.1186,5.72
1ta2,-109.054,-95.0544,-3.20748,-33.6628,-0.21923800000000002,-13.7637,-29.3413,-3.20748,-95.6751,-5.87314,-88.2574,0.0,1.51268,0.0,2,32,0,0.0,4.16637,8.52
1me8,-63.902,-53.902,-3.04295,-23.1619,-0.198344,-9.321439999999999,-19.5373,-3.04295,-47.8756,-20.1597,-26.4398,0.0,0.167325,0.0,1,20,0,0.0,1.32125,7.19
1xbb,-68.4004,-54.4004,-1.8486599999999997,-20.526999999999997,-0.13829,-8.64906,-16.3256,-1.9000099999999998,-53.5635,-2.48825,-52.2202,0.0,0.101641,0.0,4,32,1,0.0,3.9409300000000003,5.3
1qca,-64.2937,-52.2937,-1.73767,-19.2945,-0.124676,-8.01752,-15.6933,-1.73767,-55.0602,-2.78956,-51.5924,0.0,0.0,0.41245699999999996,7,30,0,3.3708199999999997,5.96868,5.27
1rgl,-31.0091,-23.0091,-1.29205,-10.7503,-0.0858466,-4.35412,-7.9768300000000005,-1.29205,-16.5388,-6.13679,-17.7321,0.0,5.270969999999999,-0.0325837,5,19,0,0.0,3.4642,4.43
2c3j,-65.3057,-65.3057,-3.6280900000000003,-24.9188,-0.264113,-10.4047,-24.9188,-3.6280900000000003,-46.7198,-7.6235100000000005,-37.736,0.0,0.413,-0.014762299999999999,2,16,0,0.0,0.0,6.18
1z3v,-66.6152,-58.6152,-2.8963200000000002,-23.4242,-0.194613,-9.52298,-20.6111,-2.8963200000000002,-52.1284,-16.2351,-30.8792,0.0,0.11274300000000001,0.0,0,23,0,0.0,4.69418,4.11
1af6,-64.8463,-54.8463,-2.81941,-22.8022,-0.189445,-9.27011,-19.2858,-2.9475599999999997,-49.0871,-23.2094,-25.4088,0.0,0.044144800000000005,-0.014396299999999999,2,20,1,0.0,2.08138,1.82
1vja,-81.0064,-57.0064,-2.45474,-25.255,-0.169277,-10.3565,-17.7727,-2.45474,-72.5317,-22.6456,-56.9619,0.0,0.344639,0.0,7,26,0,0.0,8.92563,7.7
2avv,-108.335,-84.3346,-2.4074400000000002,-30.4577,-0.176213,-12.7406,-23.7102,-2.4074400000000002,-98.3894,-7.498939999999999,-95.7513,0.0,0.122204,0.0,6,39,0,0.0,7.318739999999999,9.26
1meu,-112.132,-92.1321,-2.66981,-32.2587,-0.197878,-13.5504,-26.505,-2.66981,-99.8844,-18.0918,-81.5552,0.0,0.0434525,-0.0161748,2,40,0,0.0,5.5675099999999995,6.1
1cil,-55.1665,-49.1665,-2.9035,-20.674,-0.170042,-8.02853,-18.4255,-2.9035,-40.0096,-6.65848,-28.9299,-5.29922,0.295795,-0.0282408,2,17,0,0.0,3.38141,9.43
1xzx,-87.0423,-77.0423,-3.78445,-30.607,-0.133715,-10.0434,-27.0907,-3.78445,-73.0902,-5.12025,-67.2146,0.0,0.926642,-0.0323625,1,22,0,0.0,4.74076,10.22
6tim,-39.1935,-31.1935,-3.91935,-18.192,-0.23047399999999998,-7.0742899999999995,-14.4787,-3.91935,-24.7562,-14.5547,-20.3022,0.0,0.0555525,0.0,7,3,0,0.0,4.38811,3.21
2hh5,-80.5661,-56.5661,-2.0658,-23.7573,-0.140703,-9.702169999999999,-16.6802,-2.0658,-72.6284,-9.023539999999999,-81.7884,0.0,3.8013199999999996,0.0,9,30,0,0.0,9.84699,7.49
1rdi,-47.1213,-45.1213,-3.92677,-20.5821,-0.26445599999999997,-8.37392,-19.7085,-4.28375,-29.0133,-18.3966,-6.37544,-8.0,0.058108400000000004,0.0,3,8,1,0.0,0.39164499999999997,2.06
3pcb,-43.8537,-41.8537,-4.38537,-20.3551,-0.319843,-8.50451,-19.4268,-4.38537,-25.1673,-0.803032,-31.2089,0.0,0.0,-0.00443742,2,8,0,0.0,0.000947523,2.4
1w8l,-43.5247,-43.5247,-4.352469999999999,-20.2024,-0.308227,-8.35822,-20.2024,-4.352469999999999,-24.2588,-2.0,-25.5892,0.0,0.11090499999999999,0.0,1,9,0,0.0,0.0,0.49
1qiw,-67.0518,-29.0518,-1.76452,-19.9442,-0.129254,-8.34491,-8.6413,-1.76452,-70.7491,-1.85255,-70.2418,0.0,0.0,0.0,4,34,0,0.0,21.5286,7.74
1joc,-49.0549,-41.0549,-2.4527400000000004,-18.072,-0.14596199999999998,-7.055610000000001,-15.1247,-2.58184,-37.0829,-22.1041,-13.4504,0.0,0.101596,0.0,1,19,0,0.0,6.60618,4.62
1q66,-74.3764,-66.3764,-3.3807400000000003,-26.5436,-0.23732399999999998,-10.9497,-23.6886,-3.3807400000000003,-58.3595,-11.6994,-56.1647,0.0,0.58367,-0.0459039,6,16,0,0.0,1.7790599999999999,5.77
1owd,-72.5013,-64.5013,-2.58933,-23.8759,-0.19257,-10.0406,-21.2414,-2.58933,-58.6584,-14.7742,-40.4357,0.0,0.0573875,0.0,0,28,0,0.0,5.03942,8.2
2bmz,-46.6278,-38.6278,-2.11945,-16.6407,-0.1429,-6.7729,-13.7856,-2.11945,-30.948,-13.7845,-18.2892,0.0,0.11355799999999999,-0.021126,2,20,0,0.0,3.6739300000000004,3.7
1imx,-40.8151,3.18486,-0.6802520000000001,-10.4257,-0.0473466,-4.28855,0.813528,-1.3605,-37.3282,-2.0,-33.5233,0.0,0.00510161,0.0,0,30,30,4.57838,11.5475,3.52
1vkj,-81.6179,-69.6179,-3.0228900000000003,-27.206,-0.192869,-10.8712,-23.206,-3.0228900000000003,-68.0405,-22.3619,-46.5444,0.0,0.249266,0.0,3,24,0,0.0,2.59144,4.85
1hqg,-35.389,-27.389,-3.93212,-17.0133,-0.265735,-6.929930000000001,-13.1673,-3.93212,-17.124000000000002,-8.1448,-7.560389999999999,0.0,0.195456,-0.023499400000000004,0,9,0,0.0,1.34988,3
1rzx,-74.5738,-26.5738,-1.49148,-20.2424,-0.104323,-8.34034,-7.213239999999999,-1.91215,-69.789,-16.2348,-53.3978,0.0,0.204431,-0.0252166,4,35,11,0.0,12.9249,4.1
1f9g,-33.0151,-29.0151,-2.75125,-14.4207,-0.188533,-5.90115,-12.6735,-2.75125,-13.8973,-0.21341,-11.3371,0.0,0.0207916,-0.023228400000000003,0,12,0,0.0,1.54548,1.28
1hp0,-85.0368,-81.0368,-4.475619999999999,-31.8681,-0.318168,-13.2015,-30.369,-4.475619999999999,-70.2499,-16.3534,-51.0339,-8.0,0.182135,0.0,6,13,0,0.0,1.2376200000000002,6.7
2gh7,-88.4695,-78.4695,-5.52934,-35.1091,-0.36362300000000003,-14.1714,-31.1406,-5.52934,-71.9184,-14.0,-54.8247,0.0,0.160755,0.0,1,15,0,0.0,1.97996,13
1x9d,-79.5612,-69.5612,-3.31505,-27.5823,-0.213655,-11.0587,-24.1155,-3.31505,-63.0745,-22.0189,-36.5245,-8.0,0.061109800000000006,-0.0349398,4,20,0,0.0,1.1304,3.96
1w6y,-55.6236,-55.6236,-2.78118,-20.4919,-0.20885700000000001,-8.645489999999999,-20.4919,-2.78118,-37.5222,-2.94398,-38.944,0.0,0.0,0.156404,4,16,0,0.0,0.0,5.36
1rdn,-47.7603,-43.7603,-3.1840200000000003,-19.3659,-0.215905,-7.897060000000001,-17.7439,-3.6738699999999995,-30.3574,-17.3718,-7.734560000000001,-8.0,0.024481599999999996,0.0,2,13,0,0.0,0.672326,1.84
8abp,-65.2145,-63.2145,-5.43455,-28.4851,-0.361989,-11.5468,-27.6115,-5.43455,-46.9095,-21.0126,-23.3594,0.0,0.0495329,0.0,0,12,0,0.0,0.263378,8
1y2g,-57.8356,-51.8356,-2.22445,-19.5226,-0.168427,-8.25913,-17.4973,-2.22445,-46.1617,0.0,-44.1718,0.0,0.0,0.0,0,26,0,0.0,7.545719999999999,4.08
2f8i,-29.3629,-25.3629,-1.46815,-10.8174,-0.0956143,-4.352180000000001,-9.34379,-1.46815,-15.9964,-1.96068,-19.6933,0.0,0.0,0.0,4,16,0,0.0,6.13126,7.26
1cin,-50.7548,-46.7548,-2.8197099999999997,-19.3666,-0.16351300000000002,-7.4961,-17.8403,-2.8197099999999997,-34.6843,-5.75059,-26.8263,-6.4547099999999995,0.540786,-0.05,4,14,0,0.0,3.2444599999999997,8.73
220l,-50.5891,-50.5891,-8.431510000000001,-27.8402,-0.6476810000000001,-11.8347,-27.8402,-8.431510000000001,-31.1615,0.0,-31.0403,0.0,0.0,0.0,1,5,0,0.0,0.0,3.4
2br6,-24.8397,-24.8397,-3.5485300000000004,-12.9851,-0.24325500000000003,-5.31436,-12.9851,-3.5485300000000004,-5.27939,-2.90767,-8.56016,-8.0,2.33023,0.0,4,3,0,0.0,0.0,2.96
1pu8,-59.0089,-59.0089,-4.91741,-25.7745,-0.36384,-10.8205,-25.7745,-4.91741,-42.0768,-2.0,-36.8961,0.0,0.0613011,0.0,2,10,0,0.0,0.0,3.1
1eix,-78.6398,-70.6398,-3.5745400000000003,-28.0652,-0.233242,-11.2988,-25.2102,-3.5745400000000003,-62.8863,-29.915,-33.4504,0.0,0.24258000000000002,-0.000815272,2,20,0,0.0,1.28694,11.06
1ent,-82.9708,-44.9708,-1.80371,-23.1565,-0.12519,-9.51642,-12.550999999999998,-1.80371,-75.1553,-10.0451,-67.8494,0.0,6.6616800000000005,0.0,2,44,0,0.0,9.44079,6.96
1m9n,-76.6203,-68.6203,-3.19251,-26.5628,-0.212133,-10.7588,-23.7893,-3.19251,-62.7094,-25.684,-49.4105,0.0,0.48112,-0.0240598,10,14,0,0.0,2.89823,6.92
1pbk,-80.0863,-68.0863,-1.2321,-19.9184,-0.0876072,-8.25187,-16.9338,-1.4050200000000002,-73.7967,-14.0,-58.4219,0.0,0.785189,-0.05,3,54,8,0.0,10.344000000000001,9.05
1c4v,-80.4901,-64.4901,-2.06385,-23.7349,-0.15139,-9.93561,-19.0168,-2.06385,-84.2688,-10.0709,-85.3665,0.0,1.52183,-0.0309534,8,31,0,14.7479,6.30028,10.8
5tln,-41.7392,-25.7392,-1.81475,-14.6769,-0.12948800000000002,-6.08751,-9.05077,-1.81475,-43.8052,-7.14752,-36.6529,-8.0,4.84213,0.0,6,17,0,15.5215,4.556430000000001,6.37
2bsu,-98.7037,-40.7037,-1.43049,-24.0649,-0.100603,-9.93329,-9.92394,-1.45153,-110.571,-32.8064,-114.245,0.0,0.295691,-0.0403141,15,53,1,6.5012300000000005,17.5758,5.66
1z3t,-64.7233,-56.7233,-2.81406,-22.7589,-0.18908599999999998,-9.25252,-19.9458,-2.81406,-49.5636,-14.6498,-29.5309,0.0,0.09680470000000001,0.0,0,23,0,0.0,4.8409,3.94
1o0o,-37.1293,-25.1293,-1.37516,-12.3764,-0.0877393,-4.94549,-8.37645,-1.61432,-23.5273,-8.0,-15.0613,0.0,2.11921,-0.05,1,22,4,0.0,5.0898699999999995,5.1
9abp,-60.5565,-58.5565,-5.04638,-26.4505,-0.336134,-10.7221,-25.5769,-5.04638,-41.7001,-18.6246,-23.9934,0.0,0.055878199999999996,0.0,3,9,0,0.0,0.11290499999999999,8
1gah,-98.4503,-80.4503,-2.23751,-27.8868,-0.152256,-11.3851,-22.7882,-2.5243700000000002,-94.9821,-27.8008,-60.4883,0.0,0.0942111,0.0,1,38,5,1.29946,12.4008,12
1o2x,-66.718,-54.718,-2.38279,-21.9714,-0.149177,-8.72428,-18.0196,-2.56608,-54.7776,-15.4581,-42.6435,0.0,0.08321310000000001,-0.0199023,5,23,0,0.0,5.51726,5.85
2adm,-56.755,-42.755,-2.10204,-18.9183,-0.14208199999999999,-7.70635,-14.2517,-2.10204,-44.6285,-6.94441,-42.5291,0.0,0.7269869999999999,0.0,3,24,0,0.0,6.40221,5.7
1lf9,-91.5779,-73.5779,-2.0813200000000003,-25.9402,-0.141627,-10.5903,-20.8415,-2.69347,-86.21600000000001,-25.0378,-60.9563,0.0,0.020499400000000004,-0.00482492,4,30,10,0.5238,11.4812,12
1rgk,-42.6107,-34.6107,-1.85264,-14.9834,-0.123432,-6.07419,-12.1703,-1.85264,-30.9563,-15.7141,-21.1646,0.0,6.290369999999999,-0.038347000000000006,4,19,0,0.0,5.99672,4.31
1b6m,-106.387,-84.3868,-2.47411,-30.3667,-0.177975,-12.6293,-24.0871,-2.47411,-93.4187,-13.7461,-79.3067,0.0,0.22611199999999998,-0.05,3,40,0,0.0,4.23126,8.4
1y3g,-80.4148,-52.4148,-2.5129599999999996,-25.3291,-0.172329,-10.3676,-16.5096,-2.59402,-67.541,-16.4196,-49.908,-4.0,0.26088,-0.05,3,28,1,0.0,6.124230000000001,7.4
1qy5,-51.0433,-45.0433,-2.32015,-18.2165,-0.16555999999999998,-7.55575,-16.0752,-2.32015,-35.1534,-6.0,-26.2878,0.0,0.145126,-0.006499,1,21,0,0.0,3.4449699999999996,6.7
1awi,-115.885,-95.8847,-1.63218,-27.9859,-0.117153,-11.6306,-23.156,-1.75583,-108.208,-15.6791,-91.4405,0.0,0.056998400000000005,0.0,2,66,3,0.0,7.38022,4.05
1rej,-88.7776,-78.7776,-3.2880599999999998,-29.5925,-0.23903200000000002,-12.3506,-26.2592,-3.2880599999999998,-82.8503,-13.5654,-68.3313,0.0,0.166224,-0.039483199999999996,2,25,0,0.0,9.697510000000001,8.3
1qsc,-90.1499,-46.1499,-1.60982,-23.5633,-0.11413699999999999,-9.75258,-12.0626,-1.66944,-84.1492,-22.2426,-60.4604,0.0,0.309485,0.0,3,52,1,0.0,11.6002,3.68
11gs,-78.8322,-42.8322,-2.0213400000000004,-23.246,-0.129565,-9.3032,-12.6304,-2.0213400000000004,-75.6643,-16.945,-64.4806,0.0,0.9939870000000001,0.0,6,33,0,0.0,13.5928,5.82
1w1g,-29.5424,-5.54241,-0.895225,-9.21032,-0.0520948,-3.5691300000000004,-1.72793,-1.09416,-33.3193,-20.3577,-14.8634,0.0,0.05285319999999999,0.0,2,26,5,5.6380300000000005,16.9379,7.68
2bjm,-80.6632,-80.6632,-5.37755,-32.7073,-0.41531899999999994,-13.9287,-32.7073,-5.37755,-62.6807,0.0,-74.6783,0.0,0.0,0.0,1,14,0,0.0,0.0,3.7
1y2f,-61.4306,-49.4306,-2.0476900000000002,-19.7702,-0.144557,-8.1709,-15.9082,-2.0476900000000002,-43.5761,0.0,-42.0755,0.0,0.0,-0.04686269999999999,1,29,0,0.0,1.52381,4.92
1fwv,-25.8625,-7.8624600000000004,-0.6465609999999999,-7.5622300000000005,-0.0424991,-3.05192,-2.299,-1.17557,-16.4941,-10.1563,-18.9871,0.0,0.585271,0.0,4,18,18,0.0,9.438369999999999,3.72
1o2g,-79.0384,-73.0384,-3.16154,-27.0307,-0.23922,-11.4329,-24.9788,-3.16154,-63.4949,-8.290280000000001,-57.9586,0.0,0.11370599999999999,0.0,4,21,0,0.220032,1.91272,6.12
1ws5,-61.3913,-57.3913,-4.72241,-26.1091,-0.316153,-10.6016,-24.408,-4.72241,-43.0533,-14.0,-27.7937,0.0,0.00139281,-0.0164047,1,12,0,0.0,0.114121,3.03
2hdr,-33.8504,-31.8504,-3.0773099999999998,-15.2206,-0.22251300000000002,-6.3410400000000005,-14.3213,-3.0773099999999998,-14.6392,-1.58665,-13.978,0.0,1.49589,-0.0270863,2,9,0,0.0,3.1661999999999996e-05,1.72
1zsr,-97.7148,-55.7148,-1.91598,-26.3494,-0.13883399999999999,-10.9851,-15.0238,-1.91598,-93.3599,-23.2232,-86.7268,0.0,1.9003400000000001,0.0,9,42,0,0.0,11.3867,9.82
1d5r,-45.0829,-39.0829,-4.508290000000001,-20.9256,-0.30446599999999996,-8.5216,-18.1407,-4.508290000000001,-29.1516,-16.7172,-19.0992,0.0,0.143428,-0.035043300000000006,3,7,0,0.0,2.23822,1.82
1me7,-64.2263,-54.2263,-3.05839,-23.2795,-0.19935,-9.368730000000001,-19.6549,-3.05839,-48.0245,-19.0692,-28.076999999999998,0.0,0.182503,0.0,1,20,0,0.0,1.3249799999999998,7.19
1z1r,-96.4402,-76.4402,-2.3522,-27.9681,-0.16381600000000002,-11.5069,-22.168000000000003,-2.3522,-86.1741,-17.5391,-69.9894,0.0,0.342584,0.0,5,36,0,0.0,5.86206,9.22
1umw,-77.3882,-29.3882,-1.35769,-20.1087,-0.09105869999999999,-8.17003,-7.63628,-1.3819299999999999,-74.8369,-16.84,-55.8066,0.0,1.6315,-0.0182155,3,54,0,0.0,14.8876,6.55
1tnj,-48.0536,-44.0536,-5.3392800000000005,-23.1017,-0.393282,-9.68393,-21.1787,-5.3392800000000005,-30.2177,-4.0,-27.0855,0.0,0.109524,0.0,3,6,0,0.0,1.51603,1.96
1rle,-56.0929,-40.0929,-1.7529,-17.6682,-0.104804,-6.90873,-12.6285,-1.9342400000000002,-43.4943,-14.5353,-27.2952,0.0,0.37088899999999997,-0.00871503,2,27,3,0.0,6.53005,5.8
5abp,-63.6933,-61.6933,-5.30778,-27.8206,-0.353545,-11.2774,-26.947,-5.30778,-46.3731,-19.8739,-23.1754,0.0,0.0449551,0.0,0,12,0,0.0,0.31044099999999997,6.64
1db1,-103.99,-91.9897,-3.4663199999999996,-33.467,-0.249602,-13.9233,-29.605,-3.4663199999999996,-90.8692,-12.0,-75.884,0.0,0.0,-0.017409099999999997,0,30,0,0.0,5.34069,9.26
1gi6,-70.9651,-66.9651,-3.735,-26.5946,-0.279052,-11.200999999999999,-25.0956,-3.735,-52.6717,-11.3331,-39.407,0.0,0.107625,0.0,2,17,0,0.266619,0.50865,6.22
1lox,-79.7792,-61.7792,-4.19891,-29.8977,-0.307608,-12.51,-23.1521,-4.19891,-66.8668,0.0,-67.8221,0.0,2.0405900000000003,0.0,3,16,0,0.0,4.43052,5.52
2c4v,-43.5384,-33.5384,-3.34911,-18.5165,-0.23024,-7.58535,-14.2636,-3.34911,-29.162,-18.3289,-21.5044,0.0,2.42778,-0.016187,5,8,0,0.0,4.05729,2.6
1rdj,-46.1183,-46.1183,-4.19257,-20.7368,-0.280942,-8.42275,-20.7368,-5.12425,-27.6501,-17.9818,-5.02816,-8.0,0.0,0.0,3,7,1,0.0,0.0,1.66
4fiv,-118.882,-78.8822,-2.04969,-30.712,-0.149542,-12.8331,-20.3784,-2.04969,-116.815,-23.3544,-97.5979,0.0,0.660518,-0.0249146,7,51,0,0.0,12.6128,6.52
2er6,-86.3809,-26.3809,-1.32894,-21.4839,-0.09471239999999999,-8.90733,-6.56123,-1.32894,-92.191,-17.2574,-80.9555,0.0,0.36689499999999997,0.0,10,55,0,0.0,24.1622,7.22
1gt1,-71.4628,-71.4628,-4.76419,-28.9767,-0.369818,-12.3609,-28.9767,-4.76419,-51.6995,0.0,-49.7118,0.0,0.0,0.0,2,13,0,0.0,0.0,6
1fdq,-30.1477,-2.1476900000000003,-1.25615,-10.4516,-0.092063,-4.37386,-0.744562,-1.25615,-23.9782,-2.0469999999999997,-32.2414,0.0,0.0,-0.008726000000000001,9,15,0,0.0,12.5499,7.27
1dqx,-63.7849,-55.7849,-2.89931,-22.7637,-0.189183,-9.16443,-19.9087,-2.89931,-49.1099,-30.0219,-32.0135,0.0,1.48895,0.0,7,15,0,0.0,2.67631,11.05
1apb,-59.1393,-59.1393,-5.3763,-26.5916,-0.360263,-10.8008,-26.5916,-5.3763,-40.1233,-15.81,-23.1369,0.0,0.053514599999999996,-0.0129838,0,11,0,0.0,0.0,5.82
1b11,-59.5229,-35.5229,-1.80372,-18.5572,-0.130663,-7.73583,-11.0748,-1.80372,-46.6885,-8.499839999999999,-36.568000000000005,0.0,0.22205100000000003,-0.0213269,1,32,0,0.0,6.34131,7.39
1mmp,-73.3876,-61.3876,-2.29336,-23.1157,-0.166581,-9.644739999999999,-19.3359,-2.29336,-60.6656,-8.0,-49.1908,-8.0,3.26619,-0.012711799999999999,3,29,0,0.0,4.59094,6.07
1urg,-74.3654,-66.3654,-3.2332799999999997,-26.1494,-0.21725500000000003,-10.6309,-23.3363,-3.2332799999999997,-63.5086,-14.4594,-46.166000000000004,0.0,0.0120331,-0.05,1,22,0,0.0,7.02163,5.82
1vwn,-76.5546,-58.5546,-1.4722,-20.5102,-0.100882,-8.39304,-15.6877,-1.53109,-64.4068,-6.69217,-60.5674,0.0,1.48556,0.0,5,45,2,1.00864,4.22748,5.82
1f2p,-58.3545,-52.3545,-4.8628800000000005,-25.4887,-0.353261,-10.6353,-22.8679,-4.8628800000000005,-41.9175,-8.0,-27.6877,-12.0,1.8163799999999999,0.0,2,10,0,0.0,1.8018,1.9
3pcc,-51.5,-49.5,-5.15,-23.9042,-0.37561100000000003,-9.98736,-22.9759,-5.15,-33.4918,-4.06235,-29.7197,-4.0,0.0,0.0,3,7,0,0.0,0.0083848,3.62
2cji,-86.3397,-76.3397,-2.78515,-27.4846,-0.185301,-11.137,-24.3013,-2.78515,-72.5136,0.0,-79.7972,0.0,0.208067,0.0,4,27,0,0.0,4.62407,8.22
1vyq,-81.4722,-67.4722,-2.3277799999999997,-24.9069,-0.172428,-10.4602,-20.627,-2.3277799999999997,-69.5747,-5.97623,-60.7698,0.0,0.161381,0.0,1,34,0,0.0,5.57257,5.3
1bap,-55.9233,-55.9233,-5.5923300000000005,-25.9573,-0.3725,-10.5221,-25.9573,-5.5923300000000005,-38.4277,-19.4263,-18.2357,0.0,0.042562699999999995,-0.025528799999999997,0,10,0,0.0,0.0,6.85
7abp,-60.9732,-60.9732,-5.54301,-27.4162,-0.37143400000000004,-11.1358,-27.4162,-5.54301,-43.2036,-19.601,-22.3429,0.0,0.0298282,0.0,0,11,0,0.0,0.0,6.46
1jn2,-30.6873,-18.6873,-0.9299200000000001,-9.567269999999999,-0.0628136,-3.89635,-5.82608,-1.18028,-14.5003,-2.0,-13.4484,0.0,0.12198800000000001,0.0,1,26,6,0.969749,2.51585,4.09
1tnk,-46.8577,-40.8577,-4.68577,-21.7494,-0.344006,-9.10701,-18.9645,-4.68577,-29.165,-4.0,-27.9748,0.0,0.0897404,0.0,3,7,0,0.0,1.60445,1.49
1o2k,-64.5107,-54.5107,-2.68794,-22.3646,-0.197037,-9.35988,-18.8978,-2.68794,-48.42,-8.67548,-44.6241,0.0,0.12499,-0.020736900000000003,6,18,0,0.0,3.1867400000000004,6.92
1hn2,-72.6266,-72.6266,-4.8417699999999995,-29.4486,-0.37584,-12.5622,-29.4486,-4.8417699999999995,-52.8536,0.0,-50.7821,0.0,0.0,0.0,1,14,0,0.0,0.0,6
1rdl,-47.2225,-45.2225,-3.9352099999999997,-20.6263,-0.26211999999999996,-8.36115,-19.7527,-4.72225,-29.9315,-19.2887,-5.20136,-8.0,0.0,0.0,2,10,0,0.0,0.195604,2.24
1qi0,-54.3062,-46.3062,-2.3611400000000002,-19.0959,-0.158653,-7.7633399999999995,-16.2828,-2.58601,-41.7769,-22.1474,-22.2832,0.0,0.0,-0.0198328,1,22,0,0.0,3.91024,2.35
1sgx,-53.7933,-45.7933,-2.24139,-18.6491,-0.148923,-7.55335,-15.8757,-2.5615900000000003,-40.5721,-15.1698,-22.7926,0.0,0.33507,-0.00772281,1,21,2,0.0,4.58744,5.8
1abf,-60.5016,-60.5016,-5.50015,-27.2042,-0.368562,-11.0496,-27.2042,-5.50015,-41.9942,-18.7693,-23.3195,0.0,0.0274098,-0.0316664,1,10,0,0.0,0.0,5.42
1mhw,-84.7772,-44.7772,-1.5995700000000002,-22.5694,-0.11442000000000001,-9.36886,-11.9206,-1.73015,-78.9851,-11.3496,-70.3363,0.0,0.335572,0.0,4,45,4,0.0,11.3366,7.35
