name,TOTAL_SCORE,SCORE_RB_PEN,SCORE_NORM_HEVATOMS,SCORE_NORM_CRT_HEVATOMS,SCORE_NORM_WEIGHT,SCORE_NORM_CRT_WEIGHT,SCORE_RB_PEN_NORM_CRT_HEVATOMS,SCORE_NORM_CONTACT,PLPtotal,PLPparthbond,PLPpartsteric,PLPpartmetal,PLPpartrepulsive,PLPpartburpolar,LIG_NUM_CLASH,LIG_NUM_CONTACT,LIG_NUM_NO_CONTACT,CHEMPLP_CLASH2,TRIPOS_TORS,affinity
1tyr,-40.0482,-30.0482,-1.82037,-14.2925,-0.133755,-5.9863,-10.7237,-2.2249,-28.0554,0,-27.2181,0,0,0,1,17,4,0,7.04013,7
1re8,-103.45100000000001,-89.4512,-2.95575,-31.6261,-0.21756,-13.2541,-27.3462,-2.95575,-102.57600000000001,-15.9778,-82.0144,0.0,0.164947,0.0,2,33,0,0.0,14.9006,9.52
1l2s,-54.8408,-46.8408,-2.88636,-20.5519,-0.17313800000000001,-8.04513,-17.5539,-2.88636,-43.8276,-14.3612,-32.0778,0.0,1.07499,0.0,3,16,0,0.0,7.50483,4.59
2aou,-93.26700000000001,-81.267,-3.7306800000000004,-31.8969,-0.261352,-13.149000000000001,-27.7929,-3.7306800000000004,-83.1558,-1.198,-82.8167,0.0,1.00826,0.0,3,22,0,0.0,6.99645,7.73
1jqd,-66.748,-52.748000000000005,-2.56723,-22.531,-0.17363299999999998,-9.17987,-17.8053,-2.56723,-54.7291,-11.9659,-43.2068,0.0,0.230008,0.0,3,23,0,0.0,5.82725,5.16
1apw,-87.9612,-59.9612,-2.5131799999999997,-26.8907,-0.17362,-11.0338,-18.3308,-2.5131799999999997,-77.7557,-19.9901,-60.1754,0.0,0.194944,-0.0168587,3,32,0,0.0,5.96047,8
2b1v,-70.954,-66.954,-3.7344199999999996,-26.5905,-0.272565,-11.1124,-25.0914,-3.7344199999999996,-52.1839,-3.2378,-48.5412,0.0,0.0,0.0,1,18,0,0.0,0.5668920000000001,5.74
1bra,-52.0036,-50.0036,-5.77818,-25.0007,-0.422183,-10.4518,-24.0392,-5.77818,-36.9099,-8.862689999999999,-26.9387,0.0,0.13413699999999998,-0.05,2,7,0,3.7103699999999997,0.337496,1.82
2hdq,-50.2388,-48.2388,-6.27985,-25.1194,-0.39516399999999996,-9.99122,-24.1194,-6.27985,-32.5175,-6.379659999999999,-24.7855,0.0,0.05340790000000001,0.0,0,8,0,0.0,0.000286545,1.4
1gni,-71.9005,-41.9005,-3.5950300000000004,-26.4884,-0.25547,-10.9716,-15.4363,-3.5950300000000004,-71.1711,-1.11859,-67.7886,0.0,0.0114509,0.0,0,20,0,0.0,18.7136,8.07
2aov,-71.8898,-69.8898,-4.22881,-27.9588,-0.266123,-11.1209,-27.1809,-4.22881,-54.8569,-3.5684099999999996,-50.638000000000005,0.0,0.0807128,-0.0325968,1,16,0,0.0,2.28266,7.04
2flb,-73.3084,-67.3084,-3.05452,-25.4146,-0.228115,-10.7025,-23.3345,-3.05452,-55.8098,-7.01455,-48.1158,0.0,0.200175,0.0,1,23,0,0.683616,1.25416,5.74
2f01,-88.49799999999999,-78.498,-5.53113,-35.1205,-0.363741,-14.175999999999998,-31.151999999999997,-5.53113,-71.9545,-14.0,-54.8663,0.0,0.161351,0.0,1,15,0,0.0,1.99131,13
7cpa,-79.5037,-49.5037,-1.93911,-23.0565,-0.136945,-9.5303,-14.3563,-1.93911,-72.8235,-15.1743,-57.0806,-4.47331,1.9194799999999999,-0.0023983,6,35,0,0.0,11.6143,13.96
1xgj,-46.5817,-36.5817,-2.11735,-16.6242,-0.136481,-6.66552,-13.0554,-2.11735,-36.9208,-12.5857,-28.9121,0.0,0.858692,-0.016002000000000002,3,19,0,0.0,8.224210000000001,6
2er9,-92.2387,-42.2387,-1.41906,-22.9408,-0.101798,-9.53209,-10.5052,-1.46411,-94.8825,-18.2681,-82.8167,0.0,0.5006189999999999,-0.00574813,8,56,1,6.5964100000000006,12.9523,7.4
2fai,-60.4198,-56.4198,-3.0209900000000003,-22.2589,-0.220232,-9.29851,-20.7852,-3.0209900000000003,-50.667,-3.86155,-45.5646,0.0,0.00140398,0.0,1,19,0,8.35466,1.445,6.24
1slg,-83.5089,-37.5089,-1.4154,-21.451,-0.100628,-8.886439999999999,-9.634960000000001,-1.46507,-80.7556,-11.9419,-62.5016,0.0,0.172022,-0.05,0,57,2,0.0,14.4964,3.9
1is0,-70.11,-32.11,-1.4917,-19.4274,-0.10286700000000001,-7.96669,-8.89762,-1.6692799999999999,-64.4353,-17.2675,-46.5279,0.0,0.139489,0.0,3,39,5,0.0,12.4994,7
1utp,-37.5185,-29.5185,-3.41077,-16.87,-0.249727,-7.057519999999999,-13.2728,-3.41077,-23.7097,-3.8483400000000003,-21.8645,0.0,0.0644743,0.0,2,9,0,0.0,5.80582,1.44
1y1m,-55.2642,-53.2642,-6.14046,-26.5682,-0.42788000000000004,-10.9329,-25.6067,-6.14046,-38.4422,-13.8473,-22.5623,0.0,0.0940725,-0.0470273,0,9,0,0.0,1.53229,1.82
1e5a,-44.5266,-44.5266,-4.45266,-20.6674,-0.135021,-6.44486,-20.6674,-4.45266,-25.6369,-4.0,-21.0375,0.0,0.0,0.0,1,9,0,0.0,0.0,7.64
1h23,-116.145,-86.1454,-3.22626,-35.175,-0.233823,-14.6655,-26.0894,-3.22626,-108.46700000000001,-6.94503,-99.9395,0.0,0.142101,0.0,2,34,0,0.034843,9.63808,8.35
1bcu,-61.9324,-61.9324,-3.87077,-24.5779,-0.294557,-10.4152,-24.5779,-3.87077,-42.9294,-3.3738699999999997,-35.2831,0.0,0.11929200000000001,0.0,0,16,0,0.0,0.0,3.28
2cet,-82.1121,-74.1121,-3.7323699999999995,-29.3044,-0.268913,-12.1939,-26.4493,-3.7323699999999995,-72.0006,-25.0577,-50.1942,0.0,0.010032,0.0,4,18,0,4.02124,1.04959,8.02
4tmn,-99.4414,-71.4414,-2.76226,-30.1162,-0.197492,-12.4995,-21.6363,-2.76226,-90.684,-21.6153,-67.5251,-8.0,4.18985,0.0,3,33,0,0.0,8.00415,10.17
1mq6,-101.105,-85.1052,-2.80848,-30.6201,-0.177422,-12.1951,-25.7744,-2.80848,-102.819,-3.48717,-99.2755,0.0,1.17674,-0.0346179,2,34,0,0.0,17.3256,11.15
1o0h,-49.0535,-37.0535,-1.8168,-16.3512,-0.11564200000000001,-6.528569999999999,-12.3512,-1.9621400000000002,-35.1649,-13.5483,-27.6184,0.0,4.22848,-0.036636,4,23,0,0.0,3.6084699999999996,5.92
1nc1,-83.9975,-77.9975,-4.19987,-30.9449,-0.283442,-12.5989,-28.7345,-4.19987,-68.0699,-12.4083,-63.0226,0.0,0.22502399999999997,0.0,5,15,0,0.0,1.98318,6.12
2brb,-65.5679,-55.5679,-2.6227099999999997,-22.4239,-0.197871,-9.4752,-19.0039,-2.6227099999999997,-54.6441,-1.0097399999999999,-54.7171,0.0,0.134353,-0.014098699999999999,2,23,0,0.0,8.26628,4.86
1nvq,-101.24600000000001,-97.2457,-2.81238,-30.6626,-0.20938600000000002,-12.8993,-29.4512,-2.81238,-86.4301,-10.0,-76.9336,0.0,0.184556,-0.010690799999999999,2,34,0,0.0,3.22315,8.25
1q8t,-55.2834,-49.2834,-3.0713,-21.0946,-0.22260700000000003,-8.79514,-18.8051,-3.0713,-38.9697,-4.0,-37.8157,0.0,0.0801686,0.0,1,17,0,0.0,2.53024,4.76
2j78,-52.6927,-50.6927,-4.0532900000000005,-22.4097,-0.27419,-9.130980000000001,-21.5591,-4.0532900000000005,-36.1967,-24.3082,-26.6468,0.0,3.4301699999999995,0.0,6,7,0,0.0,0.031076999999999997,6.42
1sqa,-72.544,-60.544,-2.34013,-23.093000000000004,-0.175446,-9.73752,-19.273,-2.34013,-64.4658,-10.9546,-49.9349,0.0,0.23681999999999997,-0.0364069,2,29,0,0.0,10.2911,9.21
1u1b,-58.652,-30.651999999999997,-1.15004,-15.8159,-0.0728294,-6.30411,-8.26549,-1.24791,-58.409,-12.6665,-47.4936,0.0,1.37416,0.0,5,42,4,0.0,17.1065,7.8
1a30,-47.1745,-23.1745,-1.8144,-15.9239,-0.12635,-6.55134,-7.82263,-1.8144,-38.9807,-13.4152,-32.5014,0.0,3.16157,0.0,4,22,0,0.0,9.30299,4.3
1ydt,-71.7468,-55.7468,-2.65729,-23.9156,-0.160379,-9.381039999999999,-18.5823,-2.65729,-69.1948,-4.0,-66.1967,0.0,0.13509200000000002,0.0,3,24,0,6.25359,9.435080000000001,7.32
1gpk,-78.5902,-78.5902,-4.36612,-29.9878,-0.32298899999999997,-12.5885,-29.9878,-4.36612,-60.1125,-3.84715,-52.6552,0.0,0.0832876,0.0,0,18,0,0.0,0.0,5.37
1e66,-109.24700000000001,-107.24700000000001,-5.20224,-39.5977,-0.364388,-16.3228,-38.8728,-5.20224,-91.8603,-2.0,-86.6538,0.0,0.0468658,0.0,1,20,0,0.0,0.013999200000000002,9.89
1p1q,-52.2061,-46.2061,-4.01586,-22.2028,-0.281948,-9.15948,-19.651,-4.01586,-35.9103,-19.0658,-23.8631,0.0,0.230737,-0.05,4,9,0,0.0,2.05203,4.89
1o3f,-76.6875,-70.6875,-3.0675,-26.2267,-0.23353000000000002,-11.1155,-24.1748,-3.0675,-61.8593,-12.5523,-47.9546,0.0,0.193491,0.0,2,23,0,2.4974,1.42475,7.96
1d09,-77.0894,-65.0894,-4.81809,-30.5929,-0.304576,-12.1869,-25.8307,-4.81809,-65.5602,-40.3548,-21.2898,0.0,0.29231999999999997,-0.05,1,15,0,0.0,5.25476,7.57
2qwb,-53.3578,-43.3578,-2.54085,-19.3401,-0.173091,-7.89872,-15.7155,-2.54085,-36.9106,-20.1299,-19.0806,0.0,0.0847299,-0.0430131,2,19,0,0.0,2.02238,2.74
1g7q,-80.5447,-38.5447,-1.41306,-20.9288,-0.0989638,-8.6268,-10.0155,-1.41306,-79.9393,-26.64,-64.0244,0.0,0.438662,0.0,10,47,0,0.0,14.167,6.06
1f4f,-59.7518,-41.7518,-2.06041,-19.4485,-0.140465,-7.94493,-13.5897,-2.06041,-52.6662,-2.0,-48.924,0.0,0.10655899999999999,-0.010931399999999999,2,27,0,0.0,10.9851,4.62
3pce,-48.2861,-44.2861,-4.38964,-21.7116,-0.319488,-9.064960000000001,-19.913,-4.38964,-31.0989,-4.79282,-30.9936,-4.0,0.0,0.0,3,8,0,0.0,1.06794,2
1zoe,-63.8043,-61.8043,-3.98777,-25.3208,-0.133825,-8.16731,-24.5271,-3.98777,-44.8751,0.0,-45.3084,0.0,0.0,0.0,0,16,0,0.0,0.0956947,7.4
4tim,-27.7251,-19.7251,-2.52046,-12.4664,-0.149826,-4.86532,-8.86927,-2.52046,-26.4947,-14.7354,-16.9966,0.0,0.15707100000000002,0.0,5,6,0,12.0385,5.28291,2.16
1tok,-46.6879,-42.6879,-5.83599,-23.3439,-0.409342,-9.62716,-21.3439,-5.83599,-32.7746,-13.0322,-16.1545,0.0,0.0382413,0.0,2,6,0,0.0,5.448230000000001,2.47
2fdp,-113.896,-85.8964,-2.7779599999999998,-33.0305,-0.202769,-13.8041,-24.9104,-2.7779599999999998,-112.06299999999999,-21.3958,-96.9063,0.0,0.167121,-0.05,6,35,0,0.0,14.6087,7.59
3pcj,-52.2145,-50.2145,-4.74678,-23.478,-0.341062,-9.7605,-22.5787,-4.74678,-33.3317,-3.0853599999999997,-30.8044,-8.0,0.20788600000000002,-0.040700099999999996,5,6,0,0.0,0.000652647,7.22
1uwt,-50.3734,-48.3734,-3.87488,-21.4233,-0.262121,-8.72908,-20.5727,-3.87488,-33.8466,-17.5754,-27.3366,0.0,2.9826799999999998,0.0,4,9,0,0.0,0.699955,5.97
2baj,-101.131,-93.1312,-3.7456,-33.7104,-0.250759,-13.6881,-31.0437,-3.7456,-89.7857,-8.06974,-82.4525,0.0,1.14448,-0.0447233,3,24,0,0.0,7.114960000000001,8.4
1if7,-47.4237,-35.4237,-1.8239900000000002,-16.008,-0.12802,-6.60323,-11.9574,-1.8239900000000002,-38.9007,-4.0,-34.4911,-4.5365,1.7286299999999999,0.0,4,22,0,5.20119,6.4322099999999995,10.52
2d3z,-70.6067,-60.6067,-2.71564,-23.8335,-0.180851,-9.66059,-20.458,-2.71564,-69.6694,-8.0,-61.8057,0.0,0.0508976,0.0,2,24,0,0.0,17.5887,6.64
1nja,-53.2227,-45.2227,-2.66114,-19.6074,-0.174394,-7.905130000000001,-16.6602,-2.66114,-41.2628,-17.9065,-26.0533,0.0,0.11028900000000001,0.0,2,18,0,0.0,4.86074,6.31
2ayr,-109.954,-93.9538,-2.97172,-32.9971,-0.21201,-13.6854,-28.1955,-2.97172,-100.494,-7.56204,-101.723,0.0,0.175376,0.0,6,31,0,0.0,8.64907,9.29
2cer,-70.4825,-62.4825,-3.20375,-25.154,-0.230827,-10.4669,-22.2989,-3.20375,-62.838,-21.6935,-48.6418,0.0,0.00450154,0.0,6,16,0,7.234839999999999,1.2874700000000001,9.22
2qwd,-52.1848,-42.1848,-2.6092400000000002,-19.225,-0.179778,-7.881480000000001,-15.540999999999999,-2.6092400000000002,-35.2183,-20.8862,-20.1561,0.0,0.11418800000000001,0.0,3,17,0,0.0,0.86911,4.85
1fh8,-67.0651,-63.0651,-3.94501,-26.0824,-0.267971,-10.6421,-24.5267,-3.94501,-51.2277,-19.535,-33.601,0.0,0.513366,0.0,3,14,0,0.0,1.57951,6.89
1ftm,-65.9739,-59.9739,-5.07491,-28.058000000000003,-0.356304,-11.575,-25.5063,-5.07491,-50.2484,-19.7279,-29.7858,0.0,0.2168,-0.05,2,11,0,0.0,2.0769900000000003,7.61
2qwe,-61.3035,-49.3035,-2.6653700000000002,-21.5564,-0.184471,-8.85047,-17.3368,-2.6653700000000002,-45.6497,-26.739,-23.8606,0.0,0.195395,-0.0366671,3,20,0,0.0,2.32745,7.48
1toj,-65.1864,-59.1864,-5.92603,-29.3107,-0.437017,-12.2915,-26.6128,-5.92603,-48.4601,-10.0,-35.0623,0.0,0.0421889,0.0,1,10,0,0.0,2.0596799999999997,3.39
1pr5,-64.9333,-60.9333,-3.4175400000000002,-24.3341,-0.24386999999999998,-10.0932,-22.8351,-3.4175400000000002,-48.4207,-9.78155,-38.5382,0.0,0.14423,0.0,2,17,0,0.0,1.9011200000000001,3.92
1f4e,-56.9759,-50.9759,-3.16533,-21.7404,-0.21235700000000002,-8.83385,-19.4509,-3.16533,-41.5763,-4.6216099999999996,-34.8811,0.0,0.053827099999999996,0.0,0,18,0,0.0,3.97054,2.96
1y6q,-93.1316,-85.1316,-4.65658,-34.31,-0.316344,-13.9997,-31.3628,-4.65658,-76.3971,-10.0,-60.3668,0.0,0.273905,-0.0218848,0,20,0,0.0,1.25099,11.7
1hfs,-158.194,-122.194,-3.0422,-42.3828,-0.22444099999999997,-17.7757,-32.7378,-3.0422,-151.496,-6.23583,-144.403,-8.0,3.6169300000000004,0.0,6,46,0,0.0,10.0002,8.7
2d0k,-62.8608,-44.8608,-1.9644,-19.7999,-0.142734,-8.262210000000001,-14.1303,-1.9644,-54.2784,-8.62888,-43.2434,0.0,0.24638600000000002,-0.040914099999999995,2,30,0,0.0,10.3957,5.02
1ela,-68.2771,-48.2771,-2.13366,-21.5059,-0.149234,-8.8608,-15.2063,-2.13366,-58.4615,-8.76887,-65.3829,0.0,0.18564,0.0,7,25,0,0.0,8.63675,6.36
1rnt,-48.3848,-40.3848,-2.0160299999999998,-16.7741,-0.13395,-6.79391,-14.0006,-2.0160299999999998,-34.9792,-12.493,-28.249000000000002,0.0,5.8072099999999995,-0.00594282,3,21,0,0.0,5.02269,5.19
1ndy,-73.7362,-61.7362,-3.20592,-25.9282,-0.23834899999999998,-10.9025,-21.7085,-3.20592,-58.2546,-6.0909699999999996,-53.5521,0.0,1.15016,0.0,5,18,0,0.0,2.3528,6.17
1j17,-104.24,-96.2398,-3.06588,-32.1766,-0.20847,-13.1332,-29.7072,-3.06588,-91.9291,-0.42511400000000005,-90.2922,0.0,0.071805,0.0,2,32,0,0.0,4.0721099999999995,5.22
1ols,-95.7011,-79.7011,-3.6808099999999997,-32.3042,-0.226625,-12.755999999999998,-26.9034,-3.6808099999999997,-83.0955,-17.0285,-59.0382,-8.0,3.8521,0.0,6,20,0,0.0,2.80497,5.82
3std,-108.62100000000001,-94.6213,-3.8793300000000004,-35.7708,-0.29805,-15.2069,-31.1604,-4.02301,-95.1697,-1.87055,-90.5758,0.0,0.0362481,0.0,0,27,0,2.20853,2.5124299999999997,11.11
1avn,-23.053,-19.053,-2.88163,-11.5265,-0.205537,-4.78022,-9.5265,-2.88163,-6.2836300000000005,-3.14229,-3.4792400000000003,0.0,0.0897693,-0.0168738,1,7,0,0.0,2.85712,3.9
5er1,-58.1284,-24.1284,-1.57104,-17.4443,-0.111418,-7.22067,-7.24092,-1.57104,-66.8084,-13.4829,-54.3334,0.0,0.055078999999999996,0.0,2,35,0,0.291774,26.0197,6.02
2drc,-76.6731,-58.6731,-2.32343,-23.9041,-0.169466,-9.98748,-18.2923,-2.32343,-65.4576,-12.1556,-49.8549,0.0,1.9466400000000001,0.0,1,32,0,0.0,7.1153699999999995,9.89
1pb9,-50.4538,-50.4538,-7.2076899999999995,-26.3751,-0.489339,-10.7597,-26.3751,-7.2076899999999995,-33.5555,-16.0,-18.4734,0.0,1.39452,0.0,2,5,0,0.0,0.0,3.62
1d7j,-42.1299,-38.1299,-7.02164,-23.185,-0.47818299999999997,-9.468,-20.9837,-7.02164,-24.148000000000003,-2.0,-21.9425,0.0,0.00968023,0.0,1,5,0,0.0,1.34304,3.3
1pxo,-54.1707,-46.1707,-2.35525,-19.0483,-0.164976,-7.85205,-16.2352,-2.35525,-44.1412,-3.9382300000000003,-48.4082,0.0,4.724880000000001,0.0,5,18,0,0.257918,7.49325,8.7
2g8r,-42.7804,-34.7804,-1.71122,-14.6307,-0.12039000000000001,-6.03987,-11.8947,-1.71122,-29.0379,-5.315840000000001,-27.2565,0.0,0.579769,-0.0435853,3,22,0,0.0,5.3243,3.99
1ndw,-67.0266,-55.0266,-3.5277199999999995,-25.1186,-0.25848499999999996,-10.511,-20.6216,-3.5277199999999995,-51.7115,-7.848789999999999,-47.9546,0.0,1.5369899999999999,0.0,4,15,0,0.9713809999999999,1.5478100000000001,5.23
1fh7,-61.7599,-57.7599,-3.43111,-23.5658,-0.23194499999999998,-9.59988,-22.0395,-3.43111,-46.0654,-19.0485,-34.578,0.0,0.106983,-0.05,3,15,0,0.0,1.36929,5.24
1jys,-45.733999999999995,-45.733999999999995,-4.5734,-21.2279,-0.33842,-8.91206,-21.2279,-4.5734,-26.5523,-4.0,-21.5292,0.0,0.236175,0.0,1,9,0,0.0,0.0,3.52
1om1,-83.1416,-79.1416,-3.77916,-29.6718,-0.286428,-12.557,-28.2443,-3.77916,-66.2702,-3.3624300000000003,-70.7672,0.0,0.138599,0.0,2,20,0,0.0,1.0290700000000002,6.77
1nfy,-91.4601,-81.4601,-3.04867,-29.4346,-0.197125,-11.8141,-26.2163,-3.04867,-78.7027,-2.209,-76.958,0.0,0.119328,-0.00138922,4,26,0,0.0,4.17733,8.89
1fkb,-91.7948,-79.7948,-1.4122299999999999,-22.8304,-0.100415,-9.458269999999999,-19.8459,-1.669,-80.1621,-10.0884,-70.0393,0.0,0.17141099999999998,-0.011802600000000002,3,53,9,0.0,5.98583,9.7
1loq,-63.6982,-55.6982,-3.03325,-23.0881,-0.19648800000000002,-9.2725,-20.1884,-3.03325,-46.4357,-19.8255,-26.3355,0.0,0.11813,0.0,1,20,0,0.0,1.2978,3.7
4tln,-45.2493,-39.2493,-4.52493,-21.0029,-0.30952,-8.58955,-18.2179,-4.52493,-28.4102,-5.17033,-14.8961,-8,1.68292,0,1,9,0,0,2.26614,3.72
1trd,-40.6979,-34.6979,-4.06979,-18.8903,-0.237933,-7.33161,-16.1053,-4.06979,-22.7319,-14.6851,-12.8495,0.0,0.176766,0.0,4,6,0,0.0,1.67925,5.4
2d1o,-72.0272,-36.0272,-2.18264,-22.4556,-0.15535,-9.30611,-11.232000000000001,-2.25085,-70.5083,-10.4098,-59.978,-8.0,4.75789,-0.00887666,4,28,1,0.0,17.5442,7.7
1k9s,-80.4508,-76.4508,-4.02254,-29.6383,-0.282975,-12.235,-28.1647,-4.02254,-63.8484,-15.0552,-44.5842,0.0,0.27103299999999997,0.0,0,20,0,0.0,1.0526,6.52
1ndz,-89.1382,-69.1382,-2.4091400000000003,-26.7504,-0.178429,-11.2339,-20.7484,-2.4091400000000003,-78.1511,-6.9768,-74.7634,0.0,1.99108,0.0,6,31,0,0.027538299999999998,4.74118,8.11
2cgr,-93.8253,-79.8253,-3.23535,-30.5389,-0.244063,-12.9037,-25.9821,-3.3509,-80.6412,-7.95098,-70.9591,0.0,0.139129,-0.0450565,2,26,0,0.885855,4.4264,7.28
1toi,-64.8592,-58.8592,-5.8962900000000005,-29.1636,-0.434824,-12.2298,-26.4657,-5.8962900000000005,-48.4159,-10.0,-35.4966,0.0,0.0385116,0.0,0,11,0,0.0,2.11757,4.05
2brm,-62.247,-52.247,-2.48988,-21.2882,-0.188408,-9.00421,-17.8682,-2.48988,-49.2408,-2.86085,-48.0226,0.0,0.114284,-0.0166555,3,22,0,0.255394,5.639819999999999,5.89
2fzc,-21.0727,-7.07269,-1.1707,-8.04074,-0.0695184,-3.13699,-2.6987400000000004,-1.1707,-26.76,-18.8864,-14.0795,0.0,0.75562,0.0,3,15,0,13.7477,10.1921,2.7
6rnt,-39.1602,-31.1602,-1.70262,-13.7701,-0.11343699999999998,-5.582319999999999,-10.957,-1.70262,-27.0319,-11.5822,-20.1653,0.0,5.5932,0.0,3,20,0,0.0,6.18279,2.37
1fd0,-114.945,-108.945,-3.8315,-36.9927,-0.28702,-15.5942,-35.0617,-3.8315,-106.031,-3.47595,-100.98100000000001,0.0,0.0336153,-0.05,1,29,0,5.38326,4.18647,8.4
1dhi,-74.831,-56.831,-2.26761,-23.3298,-0.165394,-9.747530000000001,-17.718,-2.26761,-61.2275,-10.0,-46.1472,0.0,0.200907,0.0,0,33,0,0.0,5.18882,7.26
1hi4,-44.4861,-32.4861,-1.64763,-14.8287,-0.105124,-5.92539,-10.8287,-1.64763,-36.6113,-12.3535,-33.8899,0.0,4.04939,0.0,5,22,0,0.0,8.81105,4.49
1nje,-58.7295,-50.7295,-2.93648,-21.6361,-0.192439,-8.72305,-18.6889,-2.93648,-44.4382,-24.7578,-26.1133,0.0,0.219964,0.0,4,16,0,0.0,2.5815099999999997,3.8
1b8o,-69.0023,-65.0023,-3.6317,-25.8591,-0.259152,-10.7257,-24.36,-3.6317,-52.1678,-13.3294,-36.2637,0.0,0.224715,-0.019427200000000002,2,17,0,0.0,0.977217,10.64
1jaq,-42.6347,-26.6347,-2.03022,-15.4534,-0.141489,-6.35941,-9.654010000000001,-2.03022,-30.6411,-4.0,-26.6571,-8.0,2.29155,-0.0273709,6,15,0,0.0,6.72642,4.48
2h3e,-80.3259,-68.3259,-5.02037,-31.8774,-0.319878,-12.7321,-27.1152,-5.02037,-65.6557,-41.7398,-23.1698,0.0,2.99051,0.0,4,12,0,0.0,3.2519299999999998,5.7
1pz5,-88.2245,-30.2245,-1.3167799999999998,-21.7219,-0.0904761,-8.89687,-7.4416199999999995,-1.4953299999999998,-87.1088,-8.0,-80.3181,0.0,1.77995,-0.022787099999999998,4,57,6,0.0,15.2196,5.4
1ajq,-57.226000000000006,-53.226000000000006,-6.35845,-27.5114,-0.405398,-10.9906,-25.5884,-6.35845,-40.3377,-5.57196,-35.8488,0.0,0.0619035,0.0,2,7,0,0.0,1.48175,4.31
1fcx,-122.20299999999999,-116.20299999999999,-4.21389,-39.7755,-0.315382,-16.7623,-37.8226,-4.21389,-107.26700000000001,-3.12298,-102.458,0.0,0.0252625,-0.05,0,29,0,2.3597200000000003,1.43959,7.19
1u33,-64.075,-48.075,-1.7798599999999998,-19.4053,-0.12078599999999999,-7.91525,-14.5597,-1.8307099999999998,-60.8143,-22.3661,-50.0288,0.0,3.5591699999999995,0.0,7,28,1,0.0,12.6961,4.6
1tmn,-73.7363,-47.7363,-2.10675,-22.541999999999998,-0.154081,-9.42693,-14.5935,-2.10675,-62.2515,-15.8695,-46.2055,-8.0,5.5071900000000005,-0.0413351,3,32,0,0.0,6.25542,7.3
