name,Gold.Goldscore.Fitness,Gold.Goldscore.Internal.Vdw,Gold.Goldscore.Internal.Torsion,Gold.Goldscore.External.Vdw,Gold.Goldscore.Internal.HBond,Gold.Goldscore.External.HBond,affinity
2zda,79.806,-6.2769,-4.4993,51.7041,0,19.4892,8.4
1ydt,42.8102,-27.456,-8.789,52.1555,0,7.3414,7.32
2weg,28.736,0.3228,-2.9745,21.5492,0,1.7574,6.5
3uuo,41.7756,2.0612,-7.4964,30.898,0,4.726,7.96
4kz6,22.8224,-5.6746,-3.0742,21.4532,0,2.073,3.1
4bkt,38.0745,0.8098,-3.453,27.807,0,2.4831,3.62
1syi,73.6771,-0.5345,-1.9978,33.9523,0,29.525,5.44
3fv2,57.2934,-22.347,-3.1952,37.8961,0,30.7285,8.11
4msc,59.7478,0.7027,-2.2949,44.6109,0,0,5.96
2cet,70.5676,-4.0489,-2.9317,37.9444,0,25.3746,8.02
3f3e,46.169,-3.5259,-1.2682,27.0088,0,13.8259,7.7
3dd0,30.922,-3.9543,-3.8112,25.5436,0,3.5652,9
3pww,83.1317,-12.2193,-9.3922,64.312,0,16.3142,7.32
2iwx,50.4566,-1.499,-0.0166,33.4344,0,6,6.68
3p5o,55.097,-1.7256,-2.6901,42.4502,0,1.1438,7.26
3g2n,46.7624,-5.2211,-5.2486,35.0827,0,8.9935,4.09
2wer,55.0281,-0.6826,-0.0497,36.1894,0,6,7.05
1bzc,62.0769,-2.7578,-4.9971,42.6871,0,11.137,4.92
4m0z,56.9816,-2.6432,-5.3999,44.8554,0,3.3484,5.19
1sqa,14.8124,-40.0242,-10.296,40.2916,0,9.7315,9.21
3g2z,7.1288,-9.3289,-2.9694,14.029,0,0.1373,2.36
4gr0,94.8402,-4.4195,-10.8771,75.569,0,6.2295,9.55
3o9i,91.437,-1.3635,-11.0229,68.8096,0,9.2102,11.82
1q8u,47.8651,-1.2713,-4.2147,37.3462,0,2,5.96
4dli,51.5611,-15.6055,-1.3758,46.5787,0,4.4967,5.62
3myg,36.2221,-25.505,-6.6115,48.2934,0,1.9351,10.7
1eby,82.6386,-8.2061,-17.3699,71.0671,0,10.4973,9.7
1p1n,-1.7192,-56.2259,-5.3226,26.501,0,23.3904,6.8
4ea2,-150.2828,-197.9656,-10.0976,41.2118,0,1.1142,6.44
3nw9,52.5698,-45.1452,-7.7969,68.1239,0,11.8416,9
1oyt,57.2191,-17.3835,-1.6431,45.7011,0,13.4066,7.24
4pcs,40.3667,-10.4824,-1.1527,26.9415,0,14.9573,7.85
3d6q,7.6577,-7.4504,-3.591,12.5914,0,1.386,3.76
3ejr,57.9381,-17.0434,-5.4088,40.6545,0,24.4904,8.57
1uto,25.3301,-2.009,-0.3829,19.534,0,0.8627,2.27
5tmn,44.6031,-22.1843,-12.749,48.3213,0,13.0946,8.04
3gr2,5.1821,-17.4126,-0.9991,15.0675,0,2.876,2.52
3e92,79.6408,0.7803,-4.7895,57.5866,0,4.4684,8
3jvs,33.8023,-0.4869,-21.0144,39.1283,0,1.5021,6.54
1r5y,59.909,0,0,30.5548,0,17.8961,6.46
2vkm,98.8137,-11.5819,-18.7267,88.0122,0,8.1056,8.74
1z9g,53.853,-4.2238,-3.398,31.7954,0,17.7561,5.64
2j78,44.9642,-5.0595,-3.4413,26.7369,0,16.7018,6.42
3zsx,22.5647,-39.1787,-6.9835,41.3374,0,11.8879,3.28
3dx2,56.3045,-6.0048,-7.7665,29.4345,0,29.6033,6.82
2v7a,42.7349,-27.4846,-2.7987,47.9632,0,7.0688,8.3
3n76,57.6653,-17.4521,-10.1043,49.255,0,17.4961,6.85
3kr8,58.0492,-6.7895,-0.467,45.2508,0,3.0859,8.1
4ddh,44.3575,-3.0709,-0.761,29.5224,0,7.5961,3.3
4eo8,61.1457,5.2634,-3.2839,40.5395,0,3.4244,8.15
2zy1,56.2489,-2.7425,-5.7927,42.1273,0,6.859,7.4
4j21,61.8227,1.1641,-1.9461,43.3392,0,3.0133,7.41
3bgz,57.95,0.8056,-2.1847,38.4257,0,6.4937,6.26
3cyx,92.3883,-8.1133,-7.7182,73.6306,0,6.9776,8
1ydr,36.5064,-8.9514,-3.9438,34.5254,0,1.9291,5.52
4ih7,38.0594,-3.478,-1.9512,28.8325,0,3.8438,5.24
4mgd,51.8068,-6.3788,-1.5333,35.5745,0,10.8039,4.69
3aru,40.4826,0.214,-4.403,29.2771,0,4.4155,3.22
4kzu,56.511,-3.637,-0.165,42.4095,0,2,6.5
2pog,55.1481,-2.1461,-0.4149,36.666,0,7.2933,9.54
2ymd,55.0239,-2.9758,-0.6891,33.8919,0,12.0874,3.16
3e5a,64.1026,-15.0852,-4.2069,54.8601,0,7.9622,8.23
3fv1,17.7771,-64.5683,-6.3824,42.7648,0,29.9263,9.3
3zso,29.7975,-38.9535,-10.3949,50.6855,0,9.4532,5.12
3wtj,54.6183,0.8181,-1.5505,39.9563,0,0.4109,6.53
3cj4,44.2929,1.6064,-11.9824,37.8053,0,2.6867,6.51
3u8n,64.411,-10.2811,-1.1774,49.0531,0,8.4215,10.17
3ebp,-31.669,-82.1124,-2.9386,38.8232,0,0,5.91
4kzq,54.029,-4.0541,-0.035,40.8132,0,2,6.1
4ivb,58.2452,-3.1492,-2.4698,40.542,0,8.1189,8.72
1bcu,39.7882,0,0,26.4502,0,3.4191,3.28
3zdg,36.9181,-11.7457,-5.1293,37.7987,0,1.82,7.1
3rsx,43.755,-0.2216,-2.6381,29.4179,0,6.1651,4.41
4j3l,64.1329,-1.1655,-3.6406,47.9477,0,3.011,7.8
2qbq,51.2293,-6.365,-19.6484,44.452,0,16.1212,7.44
3qgy,32.4583,-25.4842,-3.4845,42.9468,0,2.3752,7.8
4lzs,33.6927,-1.5743,-5.2925,26.8836,0,3.5946,4.8
2cbv,44.0841,-4.9621,-4.1549,22.3621,0,22.4532,5.48
4rfm,53.7413,-6.7291,-2.9344,45.9703,0,0.1956,10.05
4ddk,34.5014,-0.0884,-0.0102,23.9143,0,1.7179,2.29
2p15,73.0339,-10.5285,-2.8387,58.8491,0,5.4836,10.3
3g0w,67.4606,-0.4734,-1.3304,49.1083,0,1.7404,9.52
3kwa,-122.2958,-128.1337,-10.4651,11.6274,0,0.3155,4.08
2hb1,38.6277,-4.5984,-13.282,29.5722,0,15.8463,3.8
3ivg,57.6606,-10.7456,-7.5613,49.6315,0,7.7243,4.3
5a7b,9.5908,-51.1472,-4.902,47.7382,0,0,3.57
2xys,53.9437,-5.3383,-1.1684,42.7982,0,1.6029,7.42
1z6e,65.21,-0.7179,-18.6929,59.7216,0,2.5036,9.72
4twp,36.1755,-17.5318,-7.5549,40.1908,0,6,10
4wiv,46.1281,1.9802,-6.4872,35.4896,0,1.8369,6.26
1k1i,26.7563,-25.384,-8.5314,37.3935,0,9.2557,6.58
2wtv,63.9377,1.9038,-6.8342,47.9958,0,2.8739,8.74
2zcq,71.9151,-1.2586,-4.056,41.14,0,20.6621,8.82
1w4o,22.5938,-4.0972,-5.6589,20.6007,0,4.0239,5.22
2w4x,28.1128,-12.049,-7.8028,25.4065,0,13.0307,4.85
1gpk,45.4356,-6.9934,-1.2876,37.3589,0,2.3481,5.37
4qac,64.7309,-1.0592,-3.2841,48.4031,0,2.52,9.4
3uev,13.107,-21.2205,-11.8382,33.5751,0,0,5.89
1s38,63.9766,0.2849,-0.3602,32.3254,0,19.6045,5.15
3pxf,-16.0255,-38.8425,-7.6272,22.1412,0,0,4.43
1p1q,60.3302,0.0051,-2.1969,24.8982,0,28.2869,4.89
3ryj,18.8013,-14.5204,-3.6188,23.2641,0,4.9524,7.8
4w9c,45.128,-2.05,-6.0983,36.8686,0,2.582,4.65
4agq,9.5565,-51.5588,-5.2015,48.2304,0,0,5.01
4ciw,48.6093,-8.8963,-8.2924,33.666,0,19.5072,4.82
4djv,75.2864,-3.2903,-2.3338,41.6522,0,23.6387,6.72
4jfs,36.5276,-5.0573,-2.1402,24.4549,0,10.0997,5.27
4msn,25.6283,0.5636,-3.9403,19.64,0,2,4.03
3gnw,54.1767,-9.6185,-9.1219,50.4184,0,3.5918,9.1
3nq9,3.6482,-10.6504,-7.7467,16.033,0,0,4.03
3ozt,73.3947,-28.9111,-4.8841,56.2374,0,29.8634,4.13
3lka,29.0501,-0.5667,-3.3217,21.3343,0,3.6038,2.82
3u5j,48.2457,-0.3175,-1.354,35.6179,0,0.9426,5.61
1nvq,55.379,-6.7403,-8.4899,47.9772,0,4.6405,8.25
3up2,61.5908,1.4621,-8.7271,45.7355,0,5.9695,7.4
4ty7,84.8603,-2.8212,-3.8482,57.605,0,12.3228,9.52
3d4z,45.7527,-7.2535,-5.9489,28.3093,0,20.0299,4.89
2wbg,64.0092,-6.8589,-2.8476,38.8106,0,20.3511,4.45
3syr,46.9928,-7.5264,-2.4889,32.6592,0,12.1017,5.1
1nc1,66.8912,-3.3918,-5.2859,45.8651,0,12.5043,6.12
3acw,39.0399,-19.28,-0.3856,40.1602,0,3.4852,4.76
3gy4,34.0207,-7.7171,-0.582,22.0359,0,12.0205,5.1
3ao4,49.8699,-0.0627,-1.4697,35.5069,0,2.5802,2.07
3ueu,15.7717,-12.2806,-10.8976,28.3272,0,0,5.24
2fvd,55.8843,-4.5504,-8.8434,47.488,0,3.9822,8.52
1pxn,54.3992,-5.1168,-2.7636,43.3689,0,2.6473,7.15
3l7b,40.0037,-4.8792,-3.819,33.0552,0,3.2509,2.4
5c1w,34.8025,1.1094,-0.7215,25.0288,0,0,5.06
2wca,42.5725,-13.0306,-8.3404,36.0927,0,14.316,5.6
3zt2,49.8713,0.9822,-7.0018,34.5865,0,8.3345,2.84
1h23,15.1801,-62.1948,-9.6381,61.8275,0,2,8.35
4k77,40.9144,-5.1958,-1.059,31.3957,0,4,6.63
4mme,61.5033,-1.3143,-0.6094,39.9247,0,8.5305,6.5
1nc3,27.7172,-47.3318,-6.1243,44.2172,0,20.3747,5
4cig,16.8082,-49.1203,-7.9794,45.5295,0,11.3049,3.67
3ag9,-13.6546,-76.9125,-30.7566,57.9696,0,14.3063,8.05
3coy,72.201,-15.4708,-6.2697,55.4588,0,17.6857,6.02
3rlr,58.7389,2.6389,-2.6477,37.4894,0,7.1997,7.52
1q8t,32.191,-7.3846,-3.9978,30.4164,0,1.7508,4.76
4de3,21.108,-23.1594,-2.3426,33.7068,0,0.2631,5.52
3b65,62.8469,-12.8826,-3.9981,56.5757,0,1.9361,9.27
4hge,45.2398,-10.2137,-4.6324,42.5063,0,1.6398,7.92
3uew,21.9775,-15.8586,-11.271,35.7143,0,0,6.31
4agp,11.5358,-50.7887,-2.9065,47.4407,0,0,4.69
1h22,45.6263,-23.8356,-12.3609,58.053,0,2,9.1
3n7a,40.8997,-6.2978,-5.5806,25.975,0,17.0625,3.7
2yge,4.1427,-33.2687,-20.8395,40.9721,0,1.9143,5.06
3bv9,-6.5683,-68.3364,-20.3794,51.4734,0,11.3716,5.36
4x6p,77.5931,-3.6238,-10.0703,63.8667,0,3.4705,8.3
4mrz,6.9721,-21.0059,-1.8399,18.7766,0,4,3.52
1z95,57.7701,-8.8266,-8.2285,52.914,0,2.0684,7.12
2wn9,47.3241,-4.0068,-7.3752,33.9681,0,12,8.52
3utu,73.5317,-27.2139,-10.6095,72.7487,0,11.3257,10.92
4de1,36.5129,-11.3285,-1.8983,33.9122,0,3.1104,5.96
3ehy,37.6045,1.3527,-8.4656,30.8393,0,2.3135,5.85
2xnb,52.6768,-15.9602,-2.6837,45.487,0,8.7761,6.83
4f2w,93.1847,-0.8078,-1.1029,53.1206,0,22.0545,11.3
3f3c,43.7651,-9.2677,-1.5755,28.6895,0,15.1601,6.02
2qnq,86.9136,12.7672,-12.2124,56.2655,0,8.9937,6.11
1qkt,59.0463,-4.0756,-0.3967,37.5452,0,11.894,9.04
1lpg,78.2801,-30.4966,-6.0268,69.2942,0,19.5239,7.09
3uo4,60.3377,1.8008,-7.9522,45.3714,0,4.1034,6.52
2zcr,73.3979,-10.7089,-5.637,49.1554,0,22.1551,6.87
1gpn,55.3126,-0.1273,-0.1068,40.3976,0,0,6.48
3uex,25.5424,-22.2774,-13.4119,40.1245,0,6.0605,6.92
4w9i,53.7007,-1.9298,-7.7119,44.2998,0,2.4301,5.96
3n86,43.473,-36.456,-8.0256,53.3828,0,14.5532,5.64
4eky,48.8813,-13.6465,-3.4809,40.236,0,10.6842,3.52
3udh,57.3859,0,0,26.143,0,21.4393,2.85
3tsk,55.9407,-14.2517,-17.263,60.6034,0,4.1258,7.17
4llx,28.0615,0.3738,-0.7123,17.725,0,4.0281,2.89
3dxg,8.2115,-1.929,-3.9221,9.8795,0,0.4784,2.4
2qbr,58.686,0.7643,-18.0908,42.9252,0,16.9902,6.33
1qf1,65.1623,-5.5174,-6.8964,48.4124,0,11.0091,7.32
4w9h,62.3868,-1.8414,-8.7586,50.972,0,2.9003,6.73
4w9l,35.8538,-26.8218,-12.4433,52.6427,0,2.7351,5.02
3b27,42.8389,1.7655,-2.5782,29.9834,0,2.4244,5.16
3coz,78.4997,-3.3184,-7.4754,50.7302,0,19.5394,5.57
3b1m,35.0884,-30.2844,-9.0508,54.1263,0,0,8.48
2wvt,34.8777,-17.6403,-6.9492,27.3534,0,21.8563,6.12
3wz8,57.7412,-1.2085,-11.8911,45.942,0,7.6706,5.82
4cr9,40.9321,-1.5122,-0.3598,28.8033,0,3.1996,4.1
5c28,26.2827,-5.1996,-0.7189,23.419,0,0,5.66
3ge7,100.9138,-5.2643,-2.7413,57.1102,0,30.3929,8.7
5c2h,59.2447,-16.2937,-9.843,61.7878,0,0.4231,11.09
4dld,55.0244,-7.811,-4.9606,27.2458,0,30.333,5.82
3u8k,47.9876,-12.0699,-3.9324,39.9199,0,9.0999,8.66
3b5r,63.1339,-6.4371,-4.4664,52.4998,0,1.8501,8.77
2p4y,80.1815,6.1715,-13.0591,60.9518,0,3.2604,9
1ps3,27.6388,-18.8886,-8.1281,28.5064,0,15.4591,2.28
4mrw,31.8147,0,0,22.9395,0,0.2728,3.3
2al5,65.2007,-2.3289,-2.3847,28.3015,0,30.9997,8.4
4gkm,-0.0092,-51.9521,-4.8429,37.0166,0,5.8879,5.17
2c3i,43.1097,-11.2431,-3.3065,41.4175,0,0.7102,7.6
1a30,39.9313,-6.7956,-9.863,34.7197,0,8.8503,4.3
2br1,27.3208,-17.4938,-10.5674,39.6414,0,0.875,5.14
3arq,-41.5903,-97.9635,-5.471,40.7653,0,5.7919,6.4
1e66,76.4971,-0.6332,-0.04,52.8694,0,4.475,9.89
2xj7,19.3812,-39.7478,-6.6805,35.3597,0,17.1899,6.66
3jvr,47.892,-1.5278,-1.1975,36.7281,0,0.1161,5.72
3ary,36.4673,-1.6193,-1.9257,29.0999,0,0,6
1vso,65.8709,1.8705,-3.07,23.9861,0,34.0895,4.72
3r88,-7.5079,-46.93,-1.0245,26.7644,0,3.6455,4.82
4m0y,47.2084,-2.1404,-2.7644,35.6661,0,3.0723,6.46
2qe4,55.2806,-4.8827,-4.6409,40.9419,0,8.5092,7.96
4f3c,103.3945,-3.2692,-2.3232,61.8608,0,23.9284,11.82
3oe4,84.9861,-21.7675,-4.2964,58.7865,0,30.2186,7.47
3arp,11.5917,-16.114,-51.2617,57.4308,0,0,7.15
3uri,29.2029,-39.5747,-21.9092,60.4553,0,7.5609,9
4de2,28.0582,-17.9104,-2.177,34.6317,0,0.5269,4.12
1o5b,47.6023,-5.6624,-0.0378,32.2855,0,8.9099,5.77
3gbb,59.2088,-7.2967,-2.8572,32.3677,0,24.8572,6.9
4eor,59.4212,-9.5647,-6.3019,48.6444,0,8.4018,6.3
2fxs,9.8407,-39.6088,-7.6968,33.411,0,11.2062,6.06
4qd6,-4.9623,-49.832,-8.2045,36.6668,0,2.6573,8.64
1y6r,83.9815,-4.1978,-1.9988,52.2976,0,18.2689,10.11
3twp,-18.3692,-48.8599,-0.0133,17.9211,0,5.8625,3.92
3f3a,50.1293,0.325,-1.4696,30.5706,0,9.2393,4.19
2zb1,58.2751,-7.2292,-4.6887,50.2985,0,1.0325,6.32
3g31,15.6022,0.9824,-2.7113,12.5764,0,0.0387,2.89
1mq6,71.3022,-10.6931,-10.3416,66.4988,0,0.901,11.15
4tmn,61.8828,-20.8105,-10.4538,57.7075,0,13.7993,10.17
2vvn,49.6126,-6.0888,-4.1106,39.1942,0,5.9199,7.3
3u9q,30.6227,-8.5456,-8.9575,32.2843,0,3.7349,4.38
1c5z,0.9922,-21.6485,-0.1538,9.3628,0,9.9205,4.01
3fur,82.8641,3.2424,-6.0926,62.0529,0,0.3915,8
2y5h,79.3593,-3.3428,-0.9559,51.634,0,12.6613,5.79
3ozs,75.1526,-21.762,-5.6741,54.3694,0,27.8308,5.33
4ih5,22.0395,1.1245,-6.3822,19.8142,0,0.0526,4.11
4gid,70.3052,-52.6425,-14.3112,91.7378,0,11.1195,10.77
4jia,1.6892,-52.5134,-2.6491,40.5551,0,1.0885,9.22
4ivc,61.3251,-6.4185,-2.1339,46.8082,0,5.5163,10
3qqs,-3.5426,-52.4246,-2.8849,35.0544,0,3.5671,5.82
3k5v,38.4218,-3.3945,-8.8435,36.8435,0,0,6.3
4f9w,63.7885,0.8538,-5.2711,46.6959,0,3.999,6.94
4e6q,65.0362,-1.7222,-1.7105,44.7324,0,6.9618,8.36
1u1b,46.2192,4.4473,-17.7431,39.8241,0,4.7569,7.8
5aba,-1.5334,-42.8028,-1.9462,31.4295,0,0,2.98
4ogj,33.3973,-10.0402,-7.8303,34.131,0,4.3376,6.79
2yfe,-0.3813,-58.6148,-3.2988,42.7123,0,2.8028,6.63
3oe5,80.6959,-25.7475,-4.8014,59.9352,0,28.8339,6.88
2w66,47.3278,-11.2552,-8.5221,33.0468,0,21.6658,4.05
4jxs,44.7652,-1.3136,-7.911,31.7385,0,10.3494,4.74
2xb8,62.0897,-10.7873,-3.7187,41.7822,0,19.1451,7.59
3arv,30.12,-15.5669,-1.2761,34.1548,0,0,5.64
1yc1,43.238,-12.4099,-4.515,39.5196,0,5.8234,6.17
1o0h,72.6092,1.1366,-4.0586,34.3845,0,28.2525,5.92
4agn,-4.3142,-58.0261,-4.1691,40.89,0,1.6573,3.97
4crc,59.514,-10.8298,-12.1809,59.5991,0,0.576,8.72
2brb,37.4901,-5.939,-8.7898,37.5836,0,0.5415,4.86
4cra,55.7904,-18.1754,-2.6726,50.5199,0,7.1736,7.22
3b68,58.3706,-22.2892,-6.4187,62.3835,0,1.3012,8.4
2vw5,48.6839,-10.3055,-4.5565,42.7781,0,4.726,8.52
4e5w,77.3784,-4.2308,-2.0797,53.8629,0,9.6274,7.66
2r9w,14.5188,-24.2932,-7.7002,28.7749,0,6.9468,5.1
5dwr,71.5374,-9.0458,-3.0817,48.0118,0,17.6486,11.22
4f09,48.2923,-5.0851,-1.5637,35.2591,0,6.4598,6.7
4jsz,14.7453,0.9391,-3.2883,12.4146,0,0.0244,2.3
2v00,44.1149,-1.4638,-1.1861,26.4974,0,10.3309,3.66
