name,Gold.Goldscore.Fitness,Gold.Goldscore.Internal.Vdw,Gold.Goldscore.Internal.Torsion,Gold.Goldscore.External.Vdw,Gold.Goldscore.Internal.HBond,Gold.Goldscore.External.HBond,affinity
2baj,74.7191,-0.9835,-7.2017,58.132,0,2.9729,8.4
2pcp,52.5652,-5.3588,-0.6978,42.4629,0,0.2354,8.7
1iy7,73.7369,2.3485,-1.8475,27.8527,0,34.9383,6.19
1l83,25.5425,0,0,18.5763,0,0,3.4
4jyc,88.8028,0.6735,-3.3195,42.1995,0,33.4244,6.7
4na9,68.0542,-10.2882,-7.0649,50.7623,0,15.6091,7.39
4zj6,75.079,-3.7307,-4.8761,56.7478,0,5.6576,8.52
3h8b,4.1763,-81.6943,-20.1976,75.257,0,2.5897,6.29
3mxd,83.5471,-0.1054,-15.0964,63.5684,0,11.3425,8.83
2sim,44.5112,-28.8342,-4.5589,24.4952,0,44.2234,3.42
2qft,58.7834,-2.5738,-4.3337,20.6568,0,37.2879,5.26
4nze,-16.3976,-40.5654,-60.1034,52.4764,0,12.1162,6.8
4z84,64.8473,-7.897,-0.8281,49.8955,0,4.966,5.82
4non,70.449,-4.7909,-4.6903,37.562,0,28.2825,5.24
1n51,64.7873,-13.8017,-7.8108,53.8019,0,12.4221,4.85
3gx0,67.8877,-21.9498,-12.0587,49.0941,0,34.3918,3.48
2j95,69.8002,0.6741,-5.8897,54.4966,0,0.0831,8.4
3ujd,38.8224,-7.926,-2.3422,27.0971,0,11.832,4.69
2am4,82.6887,-3.7959,-11.432,49.3989,0,29.9932,3.72
2xpc,42.9982,-14.6949,-9.5815,43.6448,0,7.263,3.9
2pou,47.4434,-0.9921,-6.3091,32.0959,0,10.6128,7.42
1pfu,49.1644,-0.1975,-1.6555,26.6422,0,14.3845,2.72
1ecv,25.5792,-41.0908,-3.1521,34.5353,0,22.3361,4.85
2y80,73.5139,-3.9066,-7.8629,60.135,0,2.5979,8.05
3pck,44.5821,0.2685,-0.0034,20.8089,0,15.7048,6.7
4qdk,82.5265,-13.9774,-4.6873,54.3494,0,26.4607,5.85
3p9l,95.5175,-17.3997,-19.1448,83.2608,0,17.5783,5.3
4x6n,85.2669,1.9739,-8.1898,64.0995,0,3.346,8.82
1eoc,36.327,-3.1724,-0.9488,17.3969,0,16.5274,6.05
1wn6,77.2785,-9.1993,-10.9097,53.1119,0,24.3585,4.68
4ks1,76.3298,-2.9062,-5.8092,35.5047,0,36.2263,8.82
4qb3,48.8093,-1.7557,-2.9573,34.4371,0,6.1713,5.47
1pz5,30.5435,-43.5635,-15.5202,61.253,0,5.4042,5.4
4b7r,64.3155,-4.3891,-7.0009,29.0998,0,35.6932,9.64
1lzq,71.3023,-12.8369,-14.5328,63.3394,0,11.5804,8.39
2d1o,37.3038,-25.6754,-17.5479,50.8373,0,10.6258,7.7
4i8z,70.1863,-3.3335,-11.3358,55.131,0,9.0504,11.05
3h89,-1.1081,-74.5164,-20.0209,66.1681,0,2.448,7.64
2bet,42.0831,-1.2721,-4.5229,20.7691,0,19.3206,2.77
3qwc,66.1851,-3.8053,-5.3982,49.1643,0,7.7876,4.26
3su6,102.4769,-0.159,-5.685,71.4194,0,10.1192,6.02
1t4v,57.21,-7.8831,-9.6492,43.4491,0,14.9998,7.68
3m8u,72.763,-40.4491,-13.7679,75.3103,0,23.4284,4.89
4m8e,56.4423,-11.873,-7.2704,47.7238,0,9.9655,7.89
4ase,83.8102,0.6592,-5.1881,60.9838,0,4.4865,11
2buv,33.2987,0.2298,-8.505,21.4284,0,12.1098,4
3rt4,-46.9154,-84.2425,-51.2907,62.3809,0,2.8441,8.8
4h81,43.3051,-0.6748,-1.612,31.1158,0,2.8076,5.12
2o4k,91.7608,-9.5933,-12.7997,77.2013,0,8.002,10.46
1fiv,103.2104,-14.9779,-18.1778,85.7683,0,18.4346,6.59
4ibd,46.6283,3.0443,-6.681,35.7498,0,1.1091,3.67
4djp,82.4045,-3.6732,-10.1371,64.5869,0,7.4078,10.55
4fp1,13.7468,-4.75,-3.3724,12.696,0,4.4122,4.57
2r75,102.4709,1.0182,-12.6596,55.7971,0,37.3914,6.15
3cow,90.1756,-3.2625,-6.1804,58.4883,0,19.1971,6.9
3q6z,31.6006,-48.189,-7.3577,51.8104,0,15.908,3.72
4jc1,32.3317,-10.4323,-4.8054,20.8742,0,18.8673,4.3
3ozr,45.5054,-24.3125,-3.4258,32.9127,0,27.9888,5.15
4wko,106.9122,-6.927,-1.6981,65.5949,0,25.3443,9.47
3i4y,13.7979,-0.2766,-4.5168,4.6019,0,12.2637,7.05
2hzl,33.3837,0.1693,-0.9257,12.7069,0,16.6681,6.57
3lpi,76.9255,0.8933,-15.8815,60.8642,0,8.2254,8.52
3sur,58.6189,-4.403,-6.6724,38.4698,0,16.7983,4.15
4ejl,28.2584,-0.4911,-1.7412,22.0867,0,0.1215,5.14
2w26,73.8037,0.7239,-7.3065,57.249,0,1.6689,9.4
3nim,47.5403,-14.4894,-12.1328,42.8222,0,15.2819,4.75
1m0b,82.6364,-11.3491,-13.7985,69.7673,0,11.8541,8.82
3v5p,70.4075,-5.2498,-3.1895,49.1426,0,11.2758,8.96
3u7s,69.0102,-2.1551,-12.2205,55.0118,0,7.7446,8.43
3lbj,39.6062,-16.6936,-7.807,44.8194,0,2.4801,4.96
2pvj,65.625,-0.6789,-2.7149,49.3448,0,1.1698,8.1
3wjw,74.6266,-7.6093,-5.8489,44.1576,0,27.3681,3.87
3mho,38.039,-2.309,-7.7457,34.244,0,1.0083,6.49
3u15,45.2569,-6.4536,-1.5104,35.3776,0,4.5767,7.11
1yet,33.2741,-17.1629,-14.2193,45.6006,0,1.9555,5.92
4x6o,88.9886,0.3932,-9.2054,70.0235,0,1.5185,8.72
2q1q,29.3291,-1.834,-9.4637,26.6021,0,4.0489,8.15
2ez7,-0.6224,-3.226,-1.4962,2.928,0,0.0738,4.36
2gyi,31.6827,-12.3128,-5.81,20.4719,0,21.6567,7
1tuf,19.9318,-5.9493,-9.9256,21.9804,0,5.5837,4.05
3vjc,73.6404,-44.9468,-14.1362,76.7691,0,27.1659,7.72
4xxh,56.1688,-12.9654,-10.9198,39.6536,0,25.5302,5
3guz,28.6302,-2.8592,-2.7114,18.076,0,9.3463,4.38
3vje,37.1079,-60.5418,-29.7744,74.9544,0,24.3618,8.01
3aas,7.3317,-38.8848,-7.27,26.3658,0,17.2335,4.51
3a6t,51.6202,0.2013,-6.6517,36.0449,0,8.5089,7.28
3pb9,41.2593,-0.2749,-1.6816,24.0617,0,10.131,6.58
3k5x,89.17,1.485,-7.1982,29.5937,0,54.1919,6.41
1y1z,56.8505,-0.6864,-1.6146,21.3462,0,29.8005,3.08
4q19,61.5562,-3.6709,-6.3607,46.3336,0,7.8791,8.05
4iid,51.716,-7.8214,-6.0183,25.9878,0,29.8226,5.62
5d1r,32.4305,-8.2188,-13.3407,39.2655,0,0,4.84
2jh5,65.271,1.728,-6.5555,50.4507,0,0.7289,6.44
5aoi,41.3546,-3.5704,-1.3696,33.6688,0,0,3.03
4ca8,83.029,-3.4849,-21.0795,69.7213,0,11.7265,6.68
1u71,2.573,-54.3725,-2.7759,39.1138,0,5.9401,7.48
4nxu,70.3808,-0.8607,-2.9586,33.6041,0,27.9943,5.54
2gvj,56.9932,-14.0053,-9.2544,58.3209,0,0.0618,9.52
4ysl,47.9546,-6.1343,-5.9062,28.2943,0,21.0903,5.8
4ghi,36.1076,-13.0526,-4.3535,38.9191,0,0,7.09
1j01,46.4833,-9.0707,-1.9304,34.2164,0,10.4368,6.47
4llk,32.5783,-0.3979,-0.3603,23.0891,0,1.5891,3
3b7i,35.5764,-9.9842,-0.6386,22.0324,0,15.9046,5.82
4av4,49.019,-12.1533,-7.8081,32.1136,0,24.8242,7.03
1qb6,34.039,-31.5459,-3.782,40.6099,0,13.5282,6.06
1hk4,57.0693,0.9091,-4.3094,43.2452,0,1.0075,5.31
5d21,28.9399,-13.4787,-5.0528,20.4779,0,19.3143,8.38
2qzr,55.1816,-3.6097,-1.1432,32.1684,0,15.703,7.26
1dud,49.7238,1.876,-7.5178,33.1651,0,9.7637,4.82
1ws1,53.2626,-6.4325,-6.612,44.4687,0,5.1626,9.55
3g30,-12.6308,-35.605,-4.3233,18.4295,0,1.9569,2.51
1yc4,61.1555,-0.421,-2.8455,37.8183,0,12.4219,6.55
4qfn,0.6417,-49.3626,-8.052,22.0922,0,27.6796,4.12
2qwd,42.0536,-16.0323,-5.5113,19.9346,0,36.1872,4.85
2xei,32.7259,-64.3112,-27.4267,62.8,0,38.1137,10.62
4att,50.3252,-10.5224,-6.4882,31.5739,0,23.9216,6.98
1i1e,-90.8227,-106.331,-8.3608,14.7826,0,3.5431,5.03
3lzs,69.2341,-5.7843,-10.5036,56.0887,0,8.4001,10.96
4agl,1.2695,-39.77,-0.9922,30.5685,0,0,3.65
3jy0,43.8776,-10.3054,-1.8637,35.8176,0,6.7974,8.3
4wr7,36.2963,-0.7531,-4.3467,28.9685,0,1.5643,11.7
4eu0,72.2391,-4.0803,-3.9521,35.5114,0,31.4433,6.4
3r4n,45.0158,2.4329,-2.6222,31.648,0,1.6891,6.89
3i60,77.3757,-3.4277,-6.8468,58.2229,0,7.5937,8.7
3djx,-14.9427,-43.3263,-3.9097,21.3429,0,2.9469,2.81
3n3g,35.7898,-8.0296,-4.0655,34.8254,0,0,7.24
3djo,-6.7286,-35.492,-5.3216,16.3357,0,11.6234,4.39
1sb1,53.9883,-13.1359,-6.0099,49.9292,0,4.4815,6.89
1ydb,34.4004,-1.6996,-3.7418,26.774,0,3.0274,8.24
3hkw,40.3901,-13.4777,-9.8461,45.4849,0,1.1721,8.64
4q99,24.4491,-2.5979,-1.3717,20.6681,0,0,6.28
5aol,26.9955,-6.2828,-0.8453,23.0084,0,2.4871,2.32
2uy5,46.9761,-0.0668,-1.4411,35.1415,0,0.1644,5.49
1bai,36.6128,-35.9014,-25.293,63.4755,0,10.5283,7.7
4k5p,26.0926,-25.9172,-4.8956,33.4337,0,10.9341,3.46
2drc,61.3239,-10.7228,-8.3749,43.4019,0,20.744,9.89
2boj,31.2912,-8.0936,-5.755,9.6482,0,31.8734,5.77
4fnn,-115.5561,-126.011,-21.9549,23.5707,0,0,7.57
1b46,76.354,-18.2641,-6.3897,58.4531,0,20.6348,5.28
4jh0,58.0977,-4.3106,-5.423,37.4933,0,16.2781,9.03
4pft,20.882,-37.7878,-12.5607,41.3663,0,14.3518,8.64
1mtr,63.4428,-31.0358,-6.352,64.0067,0,12.8213,8.4
4ovg,35.2454,0.2994,-3.491,25.7623,0,3.0138,3.69
2qi3,60.0324,-9.6863,-9.4559,53.0424,0,6.2413,10.2
4rd0,110.966,-0.1399,-3.1282,51.3015,0,43.6946,6.62
4ql1,41.5728,-12.7426,-9.0756,45.993,0,0.1506,7.03
4ew2,25.6423,-43.3954,-11.0497,46.1943,0,16.5703,6.68
4qf8,-1.666,-30.4049,-10.1313,24.5185,0,5.1573,7.51
2olb,84.2355,-22.9725,-9.8787,66.4956,0,25.6553,5.54
3buh,26.8719,-8.0579,-0.8386,21.7272,0,5.8935,3.66
3zc5,73.668,-1.1586,-2.0289,54.6866,0,1.6614,7.13
1p57,27.3026,-15.0429,-0.9683,29.2642,0,3.0755,4.4
4l51,-23.83,-65.7227,-8.1774,28.772,0,10.5086,3
4u6w,4.8173,-50.29,-11.7526,34.3253,0,19.6627,4.21
1z6s,38.0575,-8.607,-5.3129,28.4392,0,12.8735,4.34
3dln,-7.4982,-56.0368,-5.5105,18.3959,0,28.7547,6.6
4bup,76.3447,-11.6891,-9.1035,53.8726,0,23.0626,4.95
1bxq,78.0355,-10.1074,-12.0901,64.8668,0,11.0412,7.38
2i4d,58.6175,-23.136,-17.5296,64.6007,0,10.4571,11.68
4tte,25.5669,0.0898,-7.9914,22.7808,0,2.1449,3.69
4hla,62.8327,-10.2195,-13.4224,55.9934,0,9.4837,10.8
3upk,76.2854,-2.4396,-12.1917,51.6973,0,19.833,4.3
2bza,32.2802,-5.7011,-0.367,21.4916,0,8.7974,2.8
2ydw,38.5052,-1.4068,-9.4497,35.1961,0,0.9671,7.34
4r75,47.086,-9.8544,-18.0025,33.0492,0,29.5003,7.24
4lch,24.6889,-32.2898,-2.9515,39.4744,0,5.653,10.62
4qgd,17.6962,-17.667,-4.5626,27.9991,0,1.427,7.43
186l,30.3722,-4.8783,-1.286,26.572,0,0,4.85
4del,51.6043,-0.6012,-2.5292,29.2258,0,14.5493,7.68
4cg8,45.2503,-32.4876,-19.565,70.7657,0,0,6.96
2ypp,41.956,-5.6499,-1.4527,21.9942,0,18.8166,4.41
1uz1,41.5872,-4.5581,-1.9767,23.5277,0,15.7715,6.89
3p17,65.843,-0.5652,-3.8443,44.7017,0,8.7877,4.48
4p58,45.4654,1.8147,-2.1924,31.8449,0,2.0563,4.6
4mhy,52.4411,-5.1168,-7.0895,39.3079,0,10.599,6.47
2jiw,55.7644,-6.0055,-4.4204,32.6773,0,21.2591,4.59
2yxj,50.1278,-34.805,-12.6722,70.0173,0,1.3311,9.3
2yz3,49.6235,-4.9444,-7.0124,33.0083,0,16.1939,6.66
3d1y,93.0051,-7.7882,-9.776,72.7586,0,10.5263,8.22
4u8w,73.2742,-0.5463,-10.4599,55.4412,0,8.0487,11.24
2xej,13.7284,-49.3081,-33.5753,45.4709,0,34.0893,8.87
2ya7,60.098,-25.3171,-4.2982,36.1701,0,39.9793,3.14
3b7u,74.7928,-1.1668,-5.4071,35.9104,0,31.9899,7.74
1fzo,101.3839,-10.0754,-14.8305,78.396,0,18.4953,7.89
3su3,99.0366,-1.3684,-5.7339,69.8253,0,10.1292,9.13
3gvb,28.7298,-5.3723,-7.1141,26.9613,0,4.1444,2.59
3zt3,48.6681,-2.9091,-7.0848,35.6547,0,9.6368,2.86
2yel,55.3927,0.682,-2.8936,41.0011,0,1.2277,7.28
2jxr,13.6591,-45.2535,-13.8784,49.96,0,4.096,7.05
1uwu,38.9269,-7.6429,-2.3739,23.9244,0,16.0477,5.98
4pyy,40.2536,-8.3778,-8.9778,36.3784,0,7.5889,7.23
2cf8,60.2558,-20.2832,-1.7723,49.5099,0,14.2351,8.1
3c84,62.1502,1.2597,-1.5993,45.4277,0,0.0267,7.85
3ebi,55.5832,-21.5163,-12.7435,54.4517,0,14.9719,7.1
3gi4,73.5795,-0.2257,-9.7239,55.2952,0,7.4981,10.8
3n9r,27.7939,-4.1682,-10.8314,20.1778,0,15.0489,7.15
4kp8,28.6766,-2.4971,-10.697,28.5917,0,2.5572,5.48
1hvj,89.7087,-14.8216,-9.301,77.7979,0,6.8593,11.4
3cke,15.8222,-20.3485,-10.0586,33.4588,0,0.2234,6.1
1uml,63.0428,-14.5263,-5.1011,55.3915,0,6.5068,7.52
3wtl,55.2619,0.6333,-1.5562,40.758,0,0.1424,7.04
3b3w,39.1209,-12.0747,-4.2349,20.8584,0,26.7501,4.19
1msm,100.3454,-0.152,-14.695,77.323,0,8.8732,10.48
4q6d,46.0674,0.1714,-4.0192,28.1111,0,11.2624,7.36
1elc,-2.6738,-66.2104,-12.8881,55.5816,0,0,6.66
2ihj,84.0261,-14.4526,-11.5805,53.3641,0,36.6835,4.59
4x24,63.3828,-29.9082,-2.2869,51.5212,0,24.7363,9.78
1l6m,11.552,0.1672,-3.5521,10.8633,0,0,8.1
1d4h,68.8445,-28.5852,-15.2336,75.0308,0,9.496,10
2nmx,32.1006,1.3153,-5.1567,25.727,0,0.5673,5.57
2qpu,-88.484,-86.3605,-18.7507,11.4074,0,0.942,3.6
1alw,22.9823,0.468,-1.572,17.284,0,0.3208,6.52
3rm9,49.0029,-2.8293,-2.0604,25.2421,0,19.1849,4.77
1met,77.075,-12.8958,-4.6211,59.5071,0,12.7696,9.4
1m4h,25.8953,-59.7875,-26.0986,74.9044,0,8.7878,9.52
2hhn,-30.3233,-92.3248,-10.4823,51.133,0,2.176,7.49
3elc,27.1897,-7.8023,-2.0191,21.0909,0,8.0111,2.69
1b8n,62.7397,-12.6303,-3.8427,39.6184,0,24.7375,10.52
3dnd,39.4267,1.0134,-0.4891,27.5061,0,1.0815,4.8
2o4p,83.8846,-6.5601,-6.0251,66.3771,0,5.2012,10.72
1xh4,85.5721,-18.8695,-11.1045,73.4081,0,14.61,7.47
4xu0,126.5275,-12.872,-7.2984,89.9333,0,23.0396,9.11
1amk,32.1774,-1.2494,-1.7816,17.4747,0,11.1808,4.3
3vhc,60.1873,-0.2373,-0.6991,43.2188,0,1.6978,8.89
3lea,54.2947,-4.0533,-1.1699,40.6952,0,3.5619,9.1
2i4z,36.5093,-21.8645,-11.1423,50.5571,0,0,5.7
3vx3,89.3208,-1.6126,-6.7136,52.2161,0,25.8498,7.82
2pwc,96.5017,9.5967,-12.2356,61.5924,0,14.451,6.57
2w47,32.9213,-5.2884,-8.25,17.102,0,22.9443,4.98
2jh0,65.7816,-1.0807,-7.3129,53.5054,0,0.6053,8.7
3ljz,46.4903,-27.1208,-5.7185,54.0401,0,5.0246,8.14
4tkb,38.2404,-6.4708,-2.1795,27.6251,0,8.9062,5.59
4gr8,71.326,-2.5157,-11.0972,56.9518,0,6.6302,7.83
2r5a,19.0205,-8.3687,-4.2596,22.7021,0,0.4335,2.6
3cct,54.3329,-27.4579,-16.9274,55.7267,0,22.094,7.56
3lcv,86.9195,-8.6359,-7.7844,53.8346,0,29.3171,4.74
3u81,91.9063,-4.4886,-3.4163,51.1471,0,29.484,4.44
1pot,49.6824,-18.0242,-2.5515,41.146,0,13.6824,5.49
3vbd,0.9898,-37.8105,-3.3476,27.7643,0,3.972,8.07
3wz6,61.5915,2.4565,-9.5881,44.3448,0,7.7489,5.96
187l,30.1866,-0.6174,-0.7095,22.9188,0,0,3.37
4h75,69.5994,-37.4825,-21.9146,65.3053,0,39.2016,6.6
2i3h,75.2466,-0.5078,-4.8811,49.6001,0,12.4355,7.4
2g70,49.4055,-5.521,-0.5587,35.0266,0,7.3237,7.77
4ibf,43.6219,3.3911,-6.1322,32.264,0,2,4.43
1ypg,53.0606,-30.4136,-2.8842,50.6113,0,16.7679,8
1i9n,39.9371,-1.8252,-3.9011,27.0439,0,8.4781,8.66
4yml,90.0871,-1.5353,-2.4304,51.4897,0,23.2545,8.35
4x3k,93.5739,-35.8054,-14.4329,82.596,0,30.2428,4.56
1hp5,60.2232,-5.5164,-7.1454,39.2994,0,18.8482,6.55
3d50,3.897,-42.7003,-18.2738,32.2288,0,20.5564,4.77
2vb8,45.2971,-3.085,-2.7586,35.4153,0,2.4446,4.6
1kmy,43.7811,1.3615,-6.6992,26.0202,0,13.3411,5.1
3su0,95.9703,2.6503,-4.9378,64.0592,0,10.1765,6.79
4qf7,-24.3695,-42.5413,-5.2722,16.3702,0,0.935,8.6
3tcg,28.8565,-45.2434,-12.0922,43.9714,0,25.7314,5.87
4x5r,49.3993,-21.9602,-7.7174,40.577,0,23.2835,7.85
4ahr,25.4192,-7.9485,-3.8412,27.061,0,0,2.19
3qnd,22.4551,-12.024,-3.5989,20.6934,0,9.6246,4.85
3vf5,92.4758,0.569,-7.7595,66.8414,0,7.7594,9.34
3u5l,49.6088,0.4838,-3.0729,37.3461,0,0.847,6.19
5ceq,57.217,-1.5915,-1.7748,42.8229,0,1.7019,7.38
4fk6,72.7514,-4.3632,-3.1768,48.3924,0,13.7519,9.7
2pqc,93.0239,-3.3223,-13.3343,41.3561,0,52.8157,5.74
4cl6,58.1212,-0.4966,-2.2818,41.8033,0,3.4201,5.39
3b50,67.0676,-5.3347,-6.8484,32.1225,0,35.0823,7.55
4jn2,79.0454,-7.8578,-17.7082,59.8334,0,22.3404,11.68
3zxz,69.8339,1.5803,-2.7943,49.7185,0,2.685,8.4
4rfc,6.96,-9.6342,-24.3065,28.8971,0,1.1672,8.24
3r17,40.2768,-2.1577,-4.428,30.8553,0,4.4365,6.41
3sio,-1.5961,-59.8585,-16.285,54.2003,0,0.022,8
1usn,45.3619,0.1818,-2.4431,30.8206,0,5.2448,7.74
4oct,45.062,0.5608,-2.8372,15.4178,0,26.1389,5.05
2xj1,61.6524,-5.7954,-4.7189,46.543,0,8.1701,7.55
4ozj,76.6939,0.5857,-2.0705,48.5105,0,11.4768,5.4
3m40,27.906,-5.9918,-7.8876,29.0775,0,1.8038,6.77
1xws,32.9715,-27.5864,-5.2893,46.8176,0,1.473,8
3u7m,8.7154,-48.7406,-12.2805,46.4124,0,5.9195,7.45
3bpc,33.8838,-18.8847,-11.124,23.1663,0,32.039,4.8
1r4w,48.6353,-3.2283,-5.0654,32.7595,0,11.8847,4.05
3ejp,58.6163,-11.8029,-5.5377,36.8935,0,25.2282,8.55
4rlw,1.304,-45.7644,-2.1736,35.724,0,0.1215,4.87
4ej8,25.4455,-0.0166,-0.0115,16.753,0,2.4382,5.39
3p3t,42.3544,-2.1469,-5.7052,34.8817,0,2.2442,7.24
3adv,28.1827,-3.5689,-1.8701,22.6612,0,2.4624,3.03
4gqq,21.5888,-13.6176,-0.9548,22.1484,0,5.7071,2.89
2h6b,24.4706,0.0289,-1.4493,16.297,0,3.4826,5.39
1n3i,68.5319,-2.9315,-1.8437,41.1404,0,16.7392,8.89
2q8z,43.4972,-25.0896,-3.0775,16.9595,0,48.345,5.68
1o5a,7.7141,-37.7084,-2.2471,34.3636,0,0.4197,6.42
2wvz,40.758,-11.3712,-4.7139,27.3735,0,19.2045,4.02
1bn3,44.0501,-1.8576,-8.6058,32.2123,0,10.2215,9.89
4dju,60.8742,1.8614,-1.3376,26.2993,0,24.1889,5.44
3umq,1.8201,-2.3339,-3.8932,5.8525,0,0,4.62
4oeu,28.013,-4.9968,-1.6622,9.5905,0,21.4851,7.66
4tqn,33.7943,-8.6784,-6.4625,34.3553,0,1.6966,6.11
4ge1,47.0856,-1.1679,-1.0391,26.5646,0,12.7662,6.43
2iw4,116.8822,1.1936,-1.1986,22.4336,0,86.041,9.3
3nht,58.9894,-6.5531,-4.1586,50.6917,0,0,7.01
2v2q,-10.1135,-59.6339,-7.736,37.857,0,5.2031,4.15
4cpz,74.6291,-15.0643,-5.5661,38.2364,0,42.6844,7.68
3hig,65.4784,-7.4822,-3.2712,52.6046,0,3.9005,7.89
4omj,-26.2276,-92.3567,-36.4514,74.6041,0,0,5.26
1b4z,77.2017,-17.1882,-8.1847,58.6521,0,21.9281,5.23
2oxd,43.8754,0,0,31.9094,0,0,6.82
3spf,10.0123,-13.3719,-12.5924,26.1648,0,0,3.86
1rp7,85.5345,-17.0336,-3.6517,59.7495,0,24.0644,8.52
1q91,70.359,-1.3033,-2.8312,46.5839,0,10.4406,4.15
4e9u,-11.4461,-28.5303,-6.2589,16.9768,0,0,5.82
2c3l,28.3474,-21.9369,-0.0026,31.8806,0,6.4511,5.07
3i3b,39.4035,-5.6977,-3.106,24.7915,0,14.1187,2.23
3ozj,-19.7895,-33.4989,-11.8718,18.6045,0,0,5.11
2uy0,78.7609,-9.8659,-29.0368,78.4291,0,9.8236,6.92
4x8o,188.6344,-6.4868,-15.5284,114.6693,0,52.9793,6.6
3fql,82.9246,0.6813,-14.5139,69.0892,0,1.7596,7.15
1f5k,17.7616,-15.53,-0.0001,18.7786,0,7.4711,3.74
3ikg,53.0297,-2.5921,-8.2907,39.1682,0,10.0562,7.24
2d3u,44.0967,-3.5432,-12.5527,41.2442,0,3.4819,6.92
4bxk,62.513,-5.4503,-8.9281,46.9251,0,12.3694,7.95
2qwb,32.1038,-22.0131,-6.4943,19.6716,0,33.5627,2.74
3std,65.7069,-9.7142,-2.5124,55.2244,0,2,11.11
4elh,51.3388,-38.0436,-12.5258,59.102,0,20.6429,8.09
1li6,21.6633,0.4194,-0.3623,15.6265,0,0.1197,3.8
1mjj,48.9708,-21.0683,-9.1939,54.9325,0,3.7008,8.74
1usi,72.6064,-2.4564,-1.6097,37.8946,0,24.5676,6.74
3jyr,74.7397,-40.4333,-26.3131,64.3087,0,53.0616,5.54
2cn0,59.4013,-18.2738,-1.5097,47.6967,0,13.6018,7.66
2clk,23.3168,-3.2921,-6.2583,20.971,0,4.0321,3.79
1w4q,33.1522,-1.4859,-5.4899,24.9409,0,5.8342,5.26
1a99,53.2889,-4.3951,-1.008,27.9622,0,20.2439,5.7
5cap,56.3011,-7.4321,-7.9764,44.4422,0,10.6016,7.28
1nny,83.6162,-1.4204,-32.0888,61.1571,0,33.0343,7.66
