name,covalent-B0,covalent-B1,covalent-B2,covalent-B3,covalent-B4,covalent-B5,vdw_clash-B0,vdw_clash-B1,vdw_clash-B2,vdw_clash-B3,vdw_clash-B4,vdw_clash-B5,vdw-B0,vdw-B1,vdw-B2,vdw-B3,vdw-B4,vdw-B5,proximal-B0,proximal-B1,proximal-B2,proximal-B3,proximal-B4,proximal-B5,hbond-B0,hbond-B1,hbond-B2,hbond-B3,hbond-B4,hbond-B5,weak_hbond-B0,weak_hbond-B1,weak_hbond-B2,weak_hbond-B3,weak_hbond-B4,weak_hbond-B5,xbond-B0,xbond-B1,xbond-B2,xbond-B3,xbond-B4,xbond-B5,ionic-B0,ionic-B1,ionic-B2,ionic-B3,ionic-B4,ionic-B5,metal_complex-B0,metal_complex-B1,metal_complex-B2,metal_complex-B3,metal_complex-B4,metal_complex-B5,aromatic-B0,aromatic-B1,aromatic-B2,aromatic-B3,aromatic-B4,aromatic-B5,hydrophobic-B0,hydrophobic-B1,hydrophobic-B2,hydrophobic-B3,hydrophobic-B4,hydrophobic-B5,carbonyl-B0,carbonyl-B1,carbonyl-B2,carbonyl-B3,carbonyl-B4,carbonyl-B5,affinity
1gzc,0,0,0,0,0,0,6,0,0,3,3,0,28,0,0,0,28,0,139,0,0,0,23,116,5,0,0,2,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49
1n1t,0,0,0,0,0,0,10,0,0,9,1,0,32,0,0,0,32,0,181,0,0,0,28,153,6,0,0,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,15,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,4,0,0,0,0,0,0,3.85
2ff1,1,0,0,1,0,0,14,0,0,8,6,0,47,0,0,0,46,1,232,0,0,0,34,198,7,0,0,5,2,0,5,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,8.21
1qq9,0,0,0,0,0,0,13,0,1,9,3,0,26,0,0,0,25,1,113,0,0,0,23,90,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,10,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,5,1,0,0,0,1,0,2.06
1obx,0,0,0,0,0,0,5,0,0,3,2,0,30,0,0,0,30,0,153,0,0,0,16,137,2,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,7,0,0,2,5,0,0,0,0,0,0,0,3,0,0,0,3,0,23,0,0,0,10,13,1,0,0,0,1,0,5.72
1ta2,0,0,0,0,0,0,5,0,0,3,2,0,50,0,0,0,49,1,314,0,0,0,34,280,3,0,0,2,1,0,8,0,0,0,8,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,3,0,46,0,0,0,18,28,1,0,0,0,1,0,8.52
1me8,0,0,0,0,0,0,11,0,0,8,3,0,39,0,0,0,39,0,183,0,0,0,33,150,7,0,0,5,2,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.19
1xbb,0,0,0,0,0,0,8,0,0,0,8,0,25,0,0,0,25,0,200,0,0,0,18,182,2,0,0,0,2,0,9,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,7,18,0,0,0,0,0,0,5.3
1qca,0,0,0,0,0,0,14,0,0,2,12,0,28,0,0,0,28,0,187,0,0,0,15,172,1,0,0,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,33,35,0,0,0,0,0,0,5.27
1rgl,0,0,0,0,0,0,10,0,0,8,2,0,35,0,0,0,35,0,155,0,0,0,23,132,1,0,0,1,0,0,3,0,0,1,2,0,0,0,0,0,0,0,12,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43
2c3j,0,0,0,0,0,0,4,0,0,3,1,0,35,0,0,0,35,0,179,0,0,0,22,157,5,0,0,2,3,0,5,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,8,11,1,0,0,0,1,0,6.18
1z3v,0,0,0,0,0,0,4,0,0,3,1,0,25,0,0,0,25,0,224,0,0,0,30,194,6,0,0,2,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11
1af6,0,0,0,0,0,0,11,0,0,8,3,0,35,0,0,0,35,0,168,0,0,0,25,143,11,0,0,5,6,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82
1vja,0,0,0,0,0,0,16,0,0,8,8,0,40,0,0,0,40,0,330,0,0,0,44,286,6,0,0,4,2,0,8,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,4,0,0,0,0,0,0,7.7
2avv,0,0,0,0,0,0,13,0,0,5,8,0,70,0,0,0,70,0,374,0,0,0,33,341,5,0,0,4,1,0,11,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,26,33,0,0,0,0,0,0,9.26
1meu,0,0,0,0,0,0,8,0,0,1,7,0,54,0,0,0,54,0,316,0,0,0,35,281,9,0,0,1,8,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,18,33,0,0,0,0,0,0,6.1
1cil,0,0,0,0,0,0,6,0,1,3,2,0,24,0,0,0,22,2,160,0,0,0,19,141,2,0,0,1,1,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,15,0,0,0,0,0,0,9.43
1xzx,0,0,0,0,0,0,6,0,0,3,3,0,43,0,0,0,35,8,233,0,0,0,19,214,3,0,0,2,1,0,5,0,0,0,5,0,0,0,0,0,0,0,11,0,0,1,10,0,0,0,0,0,0,0,2,0,0,0,2,0,55,0,0,0,18,37,0,0,0,0,0,0,10.22
6tim,0,0,0,0,0,0,16,0,0,7,9,0,29,0,0,0,29,0,136,0,0,0,21,115,4,0,0,3,1,0,8,0,0,0,8,0,0,0,0,0,0,0,5,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21
2hh5,0,0,0,0,0,0,16,0,0,7,9,0,65,0,0,0,64,1,338,0,0,0,43,295,6,0,0,4,2,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,36,0,0,0,17,19,0,0,0,0,0,0,7.49
1rdi,0,0,0,0,0,0,14,0,0,7,7,0,12,0,0,0,12,0,69,0,0,0,8,61,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06
3pcb,0,0,0,0,0,0,10,0,0,4,6,0,25,0,0,0,25,0,131,0,0,0,12,119,2,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,21,0,0,0,9,12,0,0,0,0,0,0,2.4
1w8l,0,0,0,0,0,0,3,0,0,1,2,0,15,0,0,0,15,0,91,0,0,0,9,82,1,0,0,1,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,8,12,1,0,0,0,1,0,0.49
1qiw,0,0,0,0,0,0,9,0,0,1,8,0,28,0,0,0,28,0,210,0,0,0,13,197,1,0,0,0,1,0,7,0,0,1,6,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,10,0,72,0,0,0,24,48,0,0,0,0,0,0,7.74
1joc,0,0,0,0,0,0,11,0,0,7,4,0,23,0,0,0,23,0,138,0,0,0,23,115,3,0,0,1,2,0,4,0,0,0,4,0,0,0,0,0,0,0,13,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62
1q66,0,0,0,0,0,0,15,0,0,6,9,0,49,0,0,0,49,0,235,0,0,0,35,200,4,0,0,3,1,0,4,0,0,2,2,0,0,0,0,0,0,0,19,0,0,3,16,0,0,0,0,0,0,0,12,0,0,0,12,0,39,0,0,0,17,22,1,0,0,0,1,0,5.77
1owd,0,0,0,0,0,0,8,0,0,5,3,0,21,0,0,0,21,0,220,0,0,0,31,189,7,0,0,5,2,0,2,0,0,0,2,0,0,0,0,0,0,0,12,0,0,3,9,0,0,0,0,0,0,0,6,0,0,0,6,0,8,0,0,0,4,4,1,0,0,0,1,0,8.2
2bmz,0,0,0,0,0,0,5,0,0,4,1,0,27,0,0,0,27,0,128,0,0,0,17,111,7,0,0,3,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7
1imx,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,108,0,0,0,10,98,1,0,0,0,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,10,15,0,0,0,0,0,0,3.52
1vkj,0,0,0,0,0,0,14,0,0,7,7,0,56,0,0,0,56,0,273,0,0,0,37,236,6,0,0,3,3,0,5,0,0,0,5,0,0,0,0,0,0,0,9,0,0,3,6,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85
1hqg,0,0,0,0,0,0,3,0,0,3,0,0,11,0,0,0,11,0,72,0,0,0,15,57,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3
1rzx,0,0,0,0,0,0,12,0,0,6,6,0,46,0,0,0,46,0,239,0,0,0,24,215,7,0,0,5,2,0,8,0,0,0,8,0,0,0,0,0,0,0,11,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,13,21,2,0,0,0,2,0,4.1
1f9g,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,84,0,0,0,10,74,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28
1hp0,0,0,0,0,0,0,12,0,0,7,5,0,53,0,0,0,51,2,241,0,0,0,24,217,5,0,0,2,3,0,5,0,0,1,4,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,23,0,0,0,23,0,5,0,0,0,1,4,0,0,0,0,0,0,6.7
2gh7,0,0,0,0,0,0,9,0,0,7,2,0,35,0,0,0,35,0,213,0,0,0,34,179,5,0,0,4,1,0,4,0,0,0,4,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,16,25,0,0,0,0,0,0,13
1x9d,0,0,0,0,0,0,19,0,0,12,7,0,39,0,0,0,38,1,200,0,0,0,26,174,6,0,0,5,1,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,0,0,0,0,0,3.96
1w6y,0,0,0,0,0,0,5,0,0,2,3,0,20,0,0,0,20,0,118,0,0,0,8,110,2,0,0,1,1,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,29,0,0,0,7,22,0,0,0,0,0,0,5.36
1rdn,0,0,0,0,0,0,11,0,0,7,4,0,16,0,0,0,16,0,73,0,0,0,10,63,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84
8abp,0,0,0,0,0,0,8,0,0,7,1,0,29,0,0,0,29,0,163,0,0,0,25,138,8,0,0,4,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1y2g,0,0,0,0,0,0,1,0,0,0,1,0,18,0,0,0,18,0,134,0,0,0,9,125,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,34,0,0,0,14,20,0,0,0,0,0,0,4.08
2f8i,0,0,0,0,0,0,5,0,0,2,3,0,21,0,0,0,21,0,70,0,0,0,5,65,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,11,9,0,0,0,0,0,0,7.26
1cin,1,0,1,0,0,0,7,0,0,3,4,0,30,0,0,0,28,2,147,0,0,0,12,135,2,0,0,1,1,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,11,0,0,0,0,0,0,8.73
220l,0,0,0,0,0,0,2,0,0,0,2,0,17,0,0,0,17,0,67,0,0,0,4,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,49,0,0,0,23,26,0,0,0,0,0,0,3.4
2br6,0,0,0,0,0,0,14,0,0,6,8,0,16,0,0,0,13,3,78,0,0,0,13,65,2,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.96
1pu8,0,0,0,0,0,0,7,0,0,1,6,0,46,0,0,0,46,0,148,0,0,0,14,134,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1
1eix,0,0,0,0,0,0,16,0,0,14,2,0,52,0,0,0,52,0,217,0,0,0,42,175,9,0,0,6,3,0,6,0,0,0,6,0,0,0,0,0,0,0,10,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,0,0,0,0,0,11.06
1ent,0,0,0,0,0,0,7,0,0,5,2,0,52,0,0,0,52,0,327,0,0,0,41,286,5,0,0,1,4,0,6,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,13,22,1,0,0,0,1,0,6.96
1m9n,0,0,0,0,0,0,25,0,0,14,11,0,76,0,0,0,76,0,362,0,0,0,58,304,14,0,0,8,6,0,12,0,0,0,12,0,0,0,0,0,0,0,9,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6.92
1pbk,0,0,0,0,0,0,10,0,0,7,3,0,46,0,0,0,46,0,250,0,0,0,29,221,6,0,0,6,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,16,19,1,0,0,0,1,0,9.05
1c4v,0,0,0,0,0,0,21,0,0,9,12,0,58,0,0,0,58,0,361,0,0,0,41,320,5,0,0,3,2,0,8,0,0,1,7,0,0,0,0,0,0,0,10,0,0,3,7,0,0,0,0,0,0,0,5,0,0,0,5,0,60,0,0,2,34,24,2,0,0,0,2,0,10.8
5tln,0,0,0,0,0,0,14,0,0,7,7,0,39,0,0,0,39,0,197,0,0,0,17,180,4,0,0,1,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,21,0,0,0,14,7,1,0,0,0,1,0,6.37
2bsu,0,0,0,0,0,0,54,0,0,23,31,0,129,0,0,0,129,0,559,0,0,0,65,494,14,0,0,12,2,0,20,0,0,5,15,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,4,0,75,0,0,0,43,32,2,0,0,0,2,0,5.66
1z3t,0,0,0,0,0,0,6,0,0,6,0,0,28,0,0,0,28,0,224,0,0,0,25,199,9,0,0,6,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94
1o0o,0,0,0,0,0,0,6,0,0,5,1,0,26,0,0,0,26,0,107,0,0,0,25,82,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,0,0,24,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
9abp,0,0,0,0,0,0,10,0,0,6,4,0,21,0,0,0,21,0,169,0,0,0,23,146,7,0,0,3,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1gah,0,0,0,0,0,0,13,0,0,12,1,0,53,0,0,0,53,0,352,0,0,0,42,310,11,0,0,10,1,0,7,0,0,0,7,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,4,0,0,0,0,0,0,12
1o2x,0,0,0,0,0,0,10,0,0,5,5,0,44,0,0,0,44,0,229,0,0,0,34,195,7,0,0,3,4,0,1,0,0,0,1,0,0,0,0,0,0,0,16,0,0,1,15,0,0,0,0,0,0,0,1,0,0,0,1,0,10,0,0,0,7,3,0,0,0,0,0,0,5.85
2adm,0,0,0,0,0,0,6,0,0,4,2,0,35,0,0,0,35,0,209,0,0,0,25,184,4,0,0,1,3,0,7,0,0,2,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,3,4,0,0,0,0,0,0,5.7
1lf9,0,0,0,0,0,0,15,0,0,11,4,0,54,0,0,0,54,0,333,0,0,0,39,294,11,0,0,9,2,0,9,0,0,0,9,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,5,0,0,0,0,0,0,12
1rgk,0,0,0,0,0,0,10,0,0,8,2,0,42,0,0,0,42,0,170,0,0,0,34,136,5,0,0,3,2,0,2,0,0,0,2,0,0,0,0,0,0,0,10,0,0,3,7,0,0,0,0,0,0,0,17,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31
1b6m,0,0,0,0,0,0,10,0,0,4,6,0,41,0,0,0,41,0,339,0,0,0,33,306,7,0,0,3,4,0,6,0,0,0,6,0,0,0,0,0,0,0,7,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,13,36,0,0,0,0,0,0,8.4
1y3g,0,0,0,0,0,0,14,0,1,6,7,0,40,0,0,0,39,1,243,0,0,0,31,212,6,0,0,5,1,0,6,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,3,0,35,0,0,0,11,24,0,0,0,0,0,0,7.4
1qy5,0,0,0,0,0,0,5,0,0,2,3,0,17,0,0,0,17,0,152,0,0,0,14,138,2,0,0,1,1,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,2,0,0,0,0,0,0,6.7
1awi,0,0,0,0,0,0,14,0,0,5,9,0,68,0,0,0,68,0,331,0,0,0,28,303,7,0,0,3,4,0,7,0,0,0,7,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,21,20,0,0,0,0,0,0,4.05
1heg,0,0,0,0,0,0,13,0,0,6,7,0,39,0,0,0,39,0,279,0,0,0,21,258,6,0,0,3,3,0,12,0,0,2,10,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,15,27,3,0,0,0,3,0,7.74
1rej,0,0,0,0,0,0,9,0,0,5,4,0,69,0,0,0,69,0,291,0,0,0,32,259,7,0,0,5,2,0,9,0,0,0,9,0,0,0,0,0,0,0,6,0,0,2,4,0,0,0,0,0,0,0,2,0,0,0,2,0,32,0,0,0,10,22,2,0,0,0,2,0,8.3
1qsc,0,0,0,0,0,0,12,0,0,10,2,0,52,0,0,0,52,0,331,0,0,0,36,295,8,0,0,6,2,0,9,0,0,1,8,0,0,0,0,0,0,0,7,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,10,23,0,0,0,0,0,0,3.68
11gs,0,0,0,0,0,0,14,0,0,8,6,0,53,0,0,0,53,0,304,0,0,0,53,251,8,0,0,5,3,0,6,0,0,0,6,0,0,0,0,0,0,0,11,0,0,2,9,0,0,0,0,0,0,0,7,0,0,0,7,0,33,0,0,0,18,15,5,0,0,0,5,0,5.82
1w1g,0,0,0,0,0,0,9,0,0,9,0,0,30,0,0,0,30,0,126,0,0,0,22,104,5,0,0,4,1,0,3,0,0,0,3,0,0,0,0,0,0,0,15,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68
2bjm,0,0,0,0,0,0,7,0,0,4,3,0,43,0,0,0,43,0,199,0,0,0,20,179,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,52,0,97,0,0,0,43,54,0,0,0,0,0,0,3.7
1y2f,0,0,0,0,0,0,3,0,0,0,3,0,20,0,0,0,20,0,123,0,0,0,10,113,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,0,41,0,0,0,17,24,0,0,0,0,0,0,4.92
1fwv,0,0,0,0,0,0,10,0,0,3,7,0,18,0,0,0,18,0,143,0,0,0,14,129,4,0,0,0,4,0,4,0,0,2,2,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,2,1,0,0,0,1,0,3.72
1o2g,0,0,0,0,0,0,8,0,0,5,3,0,38,0,0,0,38,0,264,0,0,0,35,229,6,0,0,3,3,0,2,0,0,0,2,0,0,0,0,0,0,0,14,0,0,1,13,0,0,0,0,0,0,0,10,0,0,0,10,0,23,0,0,0,9,14,0,0,0,0,0,0,6.12
1ws5,0,0,0,0,0,0,8,0,0,6,2,0,21,0,0,0,21,0,147,0,0,0,24,123,7,0,0,6,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03
