name,covalent-B0,covalent-B1,covalent-B2,covalent-B3,covalent-B4,covalent-B5,vdw_clash-B0,vdw_clash-B1,vdw_clash-B2,vdw_clash-B3,vdw_clash-B4,vdw_clash-B5,vdw-B0,vdw-B1,vdw-B2,vdw-B3,vdw-B4,vdw-B5,proximal-B0,proximal-B1,proximal-B2,proximal-B3,proximal-B4,proximal-B5,hbond-B0,hbond-B1,hbond-B2,hbond-B3,hbond-B4,hbond-B5,weak_hbond-B0,weak_hbond-B1,weak_hbond-B2,weak_hbond-B3,weak_hbond-B4,weak_hbond-B5,xbond-B0,xbond-B1,xbond-B2,xbond-B3,xbond-B4,xbond-B5,ionic-B0,ionic-B1,ionic-B2,ionic-B3,ionic-B4,ionic-B5,metal_complex-B0,metal_complex-B1,metal_complex-B2,metal_complex-B3,metal_complex-B4,metal_complex-B5,aromatic-B0,aromatic-B1,aromatic-B2,aromatic-B3,aromatic-B4,aromatic-B5,hydrophobic-B0,hydrophobic-B1,hydrophobic-B2,hydrophobic-B3,hydrophobic-B4,hydrophobic-B5,carbonyl-B0,carbonyl-B1,carbonyl-B2,carbonyl-B3,carbonyl-B4,carbonyl-B5,affinity
1bra,0,0,0,0,0,0,5,0,0,1,4,0,19,0,0,0,19,0,158,0,0,0,13,145,4,0,0,1,3,0,2,0,0,0,2,0,0,0,0,0,0,0,8,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,3,0,0,0,0,0,0,1.82
2hdq,0,0,0,0,0,0,3,0,0,2,1,0,28,0,0,0,28,0,78,0,0,0,9,69,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,8,0,0,0,0,0,0,0,13,0,0,0,13,0,29,0,0,0,16,13,0,0,0,0,0,0,1.4
1gni,0,0,0,0,0,0,3,0,0,0,3,0,23,0,0,0,23,0,201,0,0,0,12,189,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,25,47,0,0,0,0,0,0,8.07
2aov,0,0,0,0,0,0,4,0,0,2,2,0,18,0,0,0,18,0,176,0,0,0,9,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,42,0,0,0,13,29,0,0,0,0,0,0,7.04
2flb,0,0,0,0,0,0,7,0,0,6,1,0,35,0,0,0,35,0,265,0,0,0,34,231,5,0,0,2,3,0,6,0,0,1,5,0,0,0,0,0,0,0,17,0,0,2,15,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,2,2,0,0,0,0,0,0,5.74
2f01,0,0,0,0,0,0,9,0,0,7,2,0,33,0,0,0,33,0,215,0,0,0,36,179,5,0,0,4,1,0,4,0,0,0,4,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,16,25,0,0,0,0,0,0,13
7cpa,0,0,0,0,0,0,12,0,0,7,5,0,53,0,0,0,52,1,291,0,0,0,42,249,5,0,0,2,3,0,6,0,0,0,6,0,0,0,0,0,0,0,16,0,0,1,15,0,0,0,0,0,0,0,3,0,0,0,3,0,34,0,0,0,12,22,0,0,0,0,0,0,13.96
1xgj,0,0,0,0,0,0,10,0,0,9,1,0,40,0,0,0,40,0,173,0,0,0,21,152,7,0,0,6,1,0,2,0,0,0,2,0,0,0,0,0,0,0,6,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,1,0,13,0,0,0,4,9,0,0,0,0,0,0,6
2er9,0,0,0,0,0,0,16,0,0,8,8,0,66,0,0,0,66,0,446,0,0,0,51,395,8,0,0,4,4,0,20,0,0,1,19,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,15,27,4,0,0,0,4,0,7.4
2fai,0,0,0,0,0,0,4,0,0,2,2,0,17,0,0,0,17,0,163,0,0,0,15,148,1,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,32,0,0,0,11,21,0,0,0,0,0,0,6.24
1slg,0,0,0,0,0,0,6,0,0,5,1,0,40,0,0,0,40,0,301,0,0,0,24,277,5,0,0,4,1,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,27,0,0,0,12,15,0,0,0,0,0,0,3.9
1is0,0,0,0,0,0,0,12,0,0,7,5,0,49,0,0,0,49,0,228,0,0,0,22,206,9,0,0,4,5,0,3,0,0,0,3,0,0,0,0,0,0,0,7,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,9,14,1,0,0,0,1,0,7
1utp,0,0,0,0,0,0,4,0,0,2,2,0,14,0,0,0,14,0,111,0,0,0,9,102,2,0,0,1,1,0,3,0,0,1,2,0,0,0,0,0,0,0,5,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,1,4,0,0,0,0,0,0,1.44
1y1m,0,0,0,0,0,0,7,0,0,7,0,0,37,0,0,0,37,0,98,0,0,0,14,84,5,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0,14,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,12,4,0,0,0,0,0,0,1.82
1e5a,0,0,0,0,0,0,3,0,0,0,3,0,14,0,0,0,13,1,55,0,0,0,4,51,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,10,11,0,0,0,0,0,0,7.64
1h23,0,0,0,0,0,0,5,0,0,2,3,0,53,0,0,0,53,0,341,0,0,0,34,307,3,0,0,2,1,0,5,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,25,48,1,0,0,0,1,0,8.35
1bcu,0,0,0,0,0,0,1,0,0,1,0,0,16,0,0,0,16,0,175,0,0,0,25,150,1,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,5,0,0,0,0,0,0,3.28
2cet,0,0,0,0,0,0,17,0,0,11,6,0,48,0,0,0,48,0,214,0,0,0,45,169,7,0,0,7,0,0,4,0,0,0,4,0,0,0,0,0,0,0,5,0,0,2,3,0,0,0,0,0,0,0,2,0,0,0,2,0,16,0,0,0,7,9,0,0,0,0,0,0,8.02
4tmn,0,0,0,0,0,0,18,0,0,11,7,0,53,0,0,0,50,3,324,0,0,0,40,284,8,0,0,5,3,0,7,0,0,0,7,0,0,0,0,0,0,0,10,0,0,2,8,0,0,0,0,0,0,0,9,0,0,0,9,0,38,0,0,0,15,23,1,0,0,0,1,0,10.17
1mq6,0,0,0,0,0,0,6,0,0,3,3,0,81,0,0,0,81,0,368,0,0,0,31,337,2,0,0,1,1,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,38,0,0,0,16,22,2,0,0,1,1,0,11.15
1o0h,0,0,0,0,0,0,10,0,0,5,5,0,42,0,0,0,42,0,193,0,0,0,30,163,8,0,0,3,5,0,3,0,0,0,3,0,0,0,0,0,0,0,10,0,0,2,8,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92
1nc1,0,0,0,0,0,0,10,0,0,7,3,0,53,0,0,0,53,0,279,0,0,0,38,241,6,0,0,4,2,0,9,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,19,0,0,0,9,10,0,0,0,0,0,0,6.12
2brb,0,0,0,0,0,0,2,0,0,1,1,0,30,0,0,0,30,0,201,0,0,0,22,179,1,0,0,0,1,0,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,28,0,0,0,10,18,0,0,0,0,0,0,4.86
1nvq,0,0,0,0,0,0,8,0,0,4,4,0,43,0,0,0,43,0,290,0,0,0,34,256,4,0,0,3,1,0,9,0,0,0,9,0,0,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,42,0,0,0,16,26,2,0,0,0,2,0,8.25
1q8t,0,0,0,0,0,0,5,0,0,4,1,0,15,0,0,0,15,0,160,0,0,0,20,140,2,0,0,2,0,0,6,0,0,2,4,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,6,0,14,0,0,0,6,8,0,0,0,0,0,0,4.76
2j78,0,0,0,0,0,0,19,0,0,13,6,0,41,0,0,0,41,0,164,0,0,0,28,136,6,0,0,5,1,0,6,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42
1sqa,0,0,0,0,0,0,7,0,0,3,4,0,39,0,0,0,39,0,275,0,0,0,35,240,3,0,0,0,3,0,5,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,9,0,5,0,0,0,2,3,0,0,0,0,0,0,9.21
1u1b,0,0,0,0,0,0,9,0,0,3,6,0,47,0,0,0,47,0,290,0,0,0,39,251,5,0,0,2,3,0,6,0,0,0,6,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,11,0,2,0,0,0,1,1,1,0,0,0,1,0,7.8
1a30,0,0,0,0,0,0,11,0,0,6,5,0,37,0,0,0,37,0,217,0,0,0,31,186,6,0,0,3,3,0,3,0,0,0,3,0,0,0,0,0,0,0,10,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,10,3,0,0,0,3,0,4.3
1ydt,0,0,0,0,0,0,7,0,0,2,5,0,51,0,0,0,51,0,250,0,0,0,28,222,3,0,0,2,1,0,5,0,0,0,5,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,4,0,0,0,4,0,40,0,0,0,21,19,0,0,0,0,0,0,7.32
1gpk,0,0,0,0,0,0,1,0,0,1,0,0,31,0,0,0,31,0,209,0,0,0,18,191,3,0,0,1,2,0,6,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,6,22,0,0,0,0,0,0,5.37
1e66,0,0,0,0,0,0,5,0,0,1,4,0,59,0,0,0,59,0,254,0,0,0,27,227,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,41,0,0,0,41,0,79,0,0,0,36,43,0,0,0,0,0,0,9.89
1p1q,0,0,0,0,0,0,16,0,0,10,6,0,41,0,0,0,41,0,188,0,0,0,31,157,7,0,0,6,1,0,7,0,0,2,5,0,0,0,0,0,0,0,16,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,5,7,1,0,0,0,1,0,4.89
1o3f,0,0,0,0,0,0,10,0,0,5,5,0,36,0,0,0,36,0,240,0,0,0,36,204,3,0,0,2,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,7,0,0,0,5,2,0,0,0,0,0,0,7.96
1d09,0,0,0,0,0,0,16,0,0,12,4,0,44,0,0,0,44,0,211,0,0,0,42,169,14,0,0,6,8,0,2,0,0,0,2,0,0,0,0,0,0,0,38,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,7.57
2qwb,0,0,0,0,0,0,10,0,0,8,2,0,34,0,0,0,34,0,141,0,0,0,19,122,8,0,0,5,3,0,5,0,0,0,5,0,0,0,0,0,0,0,11,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,0,0,0,0,0,2.74
1g7q,0,0,0,0,0,0,20,0,0,12,8,0,85,0,0,0,85,0,368,0,0,0,51,317,14,0,0,10,4,0,10,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,11,8,2,0,0,0,2,0,6.06
1f4f,0,0,0,0,0,0,2,0,0,1,1,0,34,0,0,0,34,0,209,0,0,0,18,191,2,0,0,1,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,38,0,0,0,17,21,0,0,0,0,0,0,4.62
3pce,1,0,1,0,0,0,11,0,0,4,7,0,25,0,0,0,25,0,141,0,0,0,19,122,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,16,0,0,0,10,6,0,0,0,0,0,0,2
1zoe,0,0,0,0,0,0,3,0,0,0,3,0,24,0,0,0,24,0,121,0,0,0,11,110,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,19,25,0,0,0,0,0,0,7.4
4tim,0,0,0,0,0,0,13,0,0,6,7,0,26,0,0,0,26,0,146,0,0,0,24,122,5,0,0,3,2,0,6,0,0,1,5,0,0,0,0,0,0,0,13,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16
1tok,0,0,0,0,0,0,6,0,0,5,1,0,23,0,0,0,23,0,98,0,0,0,12,86,4,0,0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,19,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,2.47
2fdp,0,0,0,0,0,0,16,0,0,10,6,0,66,0,0,0,66,0,390,0,0,0,35,355,14,0,0,10,4,0,16,0,0,0,16,0,0,0,0,0,0,0,8,0,0,4,4,0,0,0,0,0,0,0,8,0,0,0,8,0,51,0,0,0,20,31,1,0,0,0,1,0,7.59
3pcj,1,0,1,0,0,0,8,0,0,5,3,0,22,0,0,0,22,0,148,0,0,0,16,132,3,0,0,2,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,14,0,0,0,4,10,0,0,0,0,0,0,7.22
1uwt,0,0,0,0,0,0,13,0,0,10,3,0,49,0,0,0,49,0,164,0,0,0,31,133,6,0,0,3,3,0,6,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97
2baj,0,0,0,0,0,0,6,0,0,3,3,0,45,0,0,0,45,0,291,0,0,0,26,265,1,0,0,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,58,0,0,0,19,39,2,0,0,1,1,0,8.4
1if7,1,0,1,0,0,0,8,0,0,4,4,0,25,0,0,0,24,1,156,0,0,0,11,145,1,0,0,1,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,5,16,0,0,0,0,0,0,10.52
2d3z,0,0,0,0,0,0,7,0,0,3,4,0,34,0,0,0,34,0,198,0,0,0,18,180,3,0,0,2,1,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,2,3,0,0,0,0,0,0,0,6,0,0,0,6,0,59,0,0,0,27,32,1,0,0,0,1,0,6.64
1nja,0,0,0,0,0,0,10,0,0,5,5,0,32,0,0,0,32,0,182,0,0,0,23,159,6,0,0,2,4,0,3,0,0,0,3,0,0,0,0,0,0,0,9,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,1,0,6.31
2ayr,0,0,0,0,0,0,11,0,0,4,7,0,43,0,0,0,43,0,338,0,0,0,29,309,3,0,0,3,0,0,10,0,0,1,9,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,5,0,77,0,0,0,30,47,0,0,0,0,0,0,9.29
2cer,0,0,0,0,0,0,20,0,0,9,11,0,41,0,0,0,41,0,220,0,0,0,42,178,8,0,0,6,2,0,5,0,0,1,4,0,0,0,0,0,0,0,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,6,0,0,0,0,0,0,9.22
2qwd,0,0,0,0,0,0,12,0,0,12,0,0,37,0,0,0,37,0,147,0,0,0,15,132,7,0,0,6,1,0,3,0,0,0,3,0,0,0,0,0,0,0,16,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,0,0,4.85
1fh8,0,0,0,0,0,0,9,0,0,6,3,0,35,0,0,0,35,0,191,0,0,0,30,161,9,0,0,4,5,0,5,0,0,0,5,0,0,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,1,0,0,0,0,0,0,6.89
1ftm,0,0,0,0,0,0,11,0,0,7,4,0,42,0,0,0,42,0,185,0,0,0,28,157,8,0,0,5,3,0,4,0,0,0,4,0,0,0,0,0,0,0,16,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,5,9,0,0,0,0,0,0,7.61
2qwe,0,0,0,0,0,0,14,0,0,13,1,0,44,0,0,0,44,0,197,0,0,0,25,172,9,0,0,7,2,0,2,0,0,0,2,0,0,0,0,0,0,0,25,0,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,2,0,0,0,0,0,0,7.48
1toj,0,0,0,0,0,0,6,0,0,4,2,0,24,0,0,0,24,0,114,0,0,0,12,102,2,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,11,0,0,3,8,0,0,0,0,0,0,0,7,0,0,0,7,0,21,0,0,0,12,9,0,0,0,0,0,0,3.39
1pr5,0,0,0,0,0,0,8,0,0,5,3,0,42,0,0,0,42,0,210,0,0,0,23,187,4,0,0,3,1,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,3.92
1f4e,0,0,0,0,0,0,1,0,0,1,0,0,23,0,0,0,23,0,110,0,0,0,7,103,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,4,0,32,0,0,0,14,18,0,0,0,0,0,0,2.96
1y6q,0,0,0,0,0,0,5,0,0,4,1,0,45,0,0,0,45,0,265,0,0,0,29,236,4,0,0,2,2,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,21,0,0,0,3,18,0,0,0,0,0,0,11.7
1hfs,1,0,1,0,0,0,10,0,0,7,3,0,91,0,0,0,90,1,514,0,0,0,51,463,4,0,0,3,1,0,13,0,0,0,13,0,0,0,0,0,0,0,12,0,0,1,11,0,0,0,0,0,0,0,25,0,0,0,25,0,92,0,0,0,40,52,1,0,0,0,1,0,8.7
2d0k,0,0,0,0,0,0,6,0,0,4,2,0,36,0,0,0,36,0,224,0,0,0,33,191,3,0,0,2,1,0,5,0,0,0,5,0,0,0,0,0,0,0,23,0,0,4,19,0,0,0,0,0,0,0,6,0,0,0,6,0,15,0,0,0,8,7,0,0,0,0,0,0,5.02
1ela,0,0,0,0,0,0,9,0,0,6,3,0,38,0,0,0,38,0,272,0,0,0,28,244,6,0,0,3,3,0,9,0,0,1,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,29,0,0,0,9,20,1,0,0,0,1,0,6.36
1rnt,0,0,0,0,0,0,13,0,0,10,3,0,35,0,0,0,35,0,219,0,0,0,37,182,6,0,0,4,2,0,2,0,0,0,2,0,0,0,0,0,0,0,14,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5.19
1ndy,0,0,0,0,0,0,9,0,0,4,5,0,48,0,0,0,48,0,191,0,0,0,23,168,1,0,0,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,6,0,0,1,5,0,0,0,0,0,0,0,10,0,0,0,10,0,37,0,0,0,19,18,0,0,0,0,0,0,6.17
1j17,0,0,0,0,0,0,4,0,0,2,2,0,64,0,0,0,64,0,330,0,0,0,36,294,0,0,0,0,0,0,7,0,0,2,5,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,18,0,0,0,18,0,37,0,0,0,18,19,1,0,0,0,1,0,5.22
