name,AutoDock4.1Score,estat,hb,vdw,dsolv,tors,affinity
1u33,-7.3191,-1.5491,-4.3503,-13.7871,6.9980,5.3694,4.6
2zxd,-8.4626,-2.5353,-3.1810,-6.9770,3.0373,1.1932,5.22
2x8z,-6.3813,-0.8099,-1.9080,-6.5727,2.0144,0.8949,7.96
2vl4,-10.1460,-3.9533,-4.1418,-7.6488,4.1064,1.4915,6.01
3nq3,-3.0423,0.2217,-0.0000,-4.9504,-0.7000,2.3864,3.78
1w3k,-7.8476,-1.2998,-4.9996,-9.0927,4.5616,2.9830,4.3
3b3s,-4.9358,-1.8352,-1.8575,-4.3551,1.9188,1.1932,2.55
3su2,-12.5567,-0.3551,-2.4719,-16.2668,4.1506,2.3864,7.35
1hnn,-8.1773,-2.0616,-0.9165,-8.2010,2.4052,0.5966,6.24
1os0,-5.9611,0.7923,-2.2004,-12.9201,4.1909,4.1762,6.03
4g8m,-8.1511,-2.2549,-3.8771,-7.9158,4.1069,1.7898,7.89
1lol,-7.1068,-1.3869,-4.7208,-8.1370,4.7514,2.3864,6.39
3kv2,-6.6585,-4.7537,-2.6432,-6.3692,5.3178,1.7898,7.32
2zx6,-11.6964,-3.3960,-3.8958,-11.7625,5.2698,2.0881,10.6
3mfv,-8.2212,-6.1194,-3.0683,-6.8269,5.4070,2.3864,2.52
3s8o,-8.6343,-1.4493,-4.7608,-11.0600,4.4597,4.1762,6.85
2g70,-8.4023,-2.6794,-1.1130,-8.5617,3.0569,0.8949,7.77
3su5,-12.2571,-0.2624,-2.4109,-15.5379,3.8660,2.0881,5.58
3huc,-5.9745,0.3099,-0.0156,-9.9720,2.8083,0.8949,5.99
3f80,-0.5647,1.6843,-1.3092,-6.6188,3.5910,2.0881,4.22
2cbj,-8.0107,-1.2768,-3.4738,-9.9460,4.2995,2.3864,8.27
1kel,-7.5909,-1.7278,-2.2842,-10.4461,3.2875,3.5796,7.28
2x0y,-5.7811,-0.3997,-1.7060,-8.9990,3.8321,1.4915,4.6
3l4w,-8.2301,-3.7525,-3.3317,-7.8977,4.3654,2.3864,6
3l3n,-8.6168,-2.0553,-3.2242,-14.1073,5.9972,4.7728,8.18
1n1m,-9.2631,-4.5205,-2.5787,-6.2011,2.5458,1.4915,5.7
2gss,-3.6357,-0.4904,-0.3128,-5.7587,1.1365,1.7898,4.94
3pe2,-7.2623,-0.8175,-1.1116,-9.2995,3.0714,0.8949,9.76
1w3l,-8.7320,-1.5601,-5.7776,-11.8238,5.6567,4.7728,6.28
2xhm,-6.3438,0.6586,-3.3546,-13.2853,4.8648,4.7728,6.8
3muz,-4.5260,-0.3566,-2.3794,-6.8933,3.0153,2.0881,3.46
2x97,-5.4373,1.5439,-3.5367,-13.2552,5.6344,4.1762,5.66
3fk1,-4.6931,-2.4820,-3.1476,-5.7562,4.9029,1.7898,2.62
3ov1,-7.9636,-1.4544,-4.8221,-10.5176,4.6542,4.1762,5.2
3owj,-6.0802,-0.0277,-0.3534,-7.9152,1.6195,0.5966,6.07
2xy9,-10.2487,-0.1031,-3.2904,-19.4693,6.6482,5.9660,9.19
3i3b,-6.0179,-0.7794,-3.2201,-7.2993,3.7894,1.4915,2.23
10gs,-10.9787,-2.9414,-4.5377,-11.9205,4.2448,4.1762,6.4
2vo5,-10.7199,-3.0771,-3.3890,-10.5966,4.2548,2.0881,4.89
1jyq,-13.9308,-4.3613,-8.0458,-16.0543,7.3715,7.1592,8.7
2qft,-6.6041,-2.1326,-4.9561,-6.1839,4.8787,1.7898,5.26
2pq9,-19.3470,-7.9918,-10.7668,-13.8497,9.3834,3.8779,8.11
3bfu,-8.2962,-2.5544,-3.8802,-8.1744,4.8213,1.4915,6.27
4djr,-8.4883,-0.2686,-1.2490,-15.0634,3.6182,4.4745,11.52
3b3w,-2.4246,0.2341,-1.0101,-5.1368,2.2950,1.1932,4.19
2vot,-8.9978,-1.3787,-3.7716,-11.6145,5.3805,2.3864,7.14
2d3u,-9.0061,-1.1552,-1.0089,-9.6186,1.2852,1.4915,6.92
