name,AutoDock4.1Score,estat,hb,vdw,dsolv,tors,affinity
1z1r,-12.4025,-0.5244,-3.3961,-16.0131,4.2497,3.2813,9.22
1db1,-11.1152,-0.2314,-2.4769,-11.7299,0.6383,2.6847,9.26
2wcg,-6.8324,-1.8469,-3.7775,-7.5193,4.8199,1.4915,6.38
1c2t,-9.4660,-0.9477,-2.9209,-14.2485,5.3698,3.2813,6.59
2y7k,-4.7542,-0.5917,-0.6662,-5.9703,1.8774,0.5966,4.93
3kyg,0.3468,-0.3861,-1.1988,-4.6762,4.5199,2.0881,7.46
2er6,-12.2889,-5.0791,-4.2044,-20.3045,8.3501,8.9490,7.22
3d1e,-5.9603,-0.4789,-2.3620,-12.9330,3.5493,6.2643,5.77
1dqx,-9.3474,-2.0290,-4.9055,-11.0948,6.5938,2.0881,11.05
4b9w,-8.1670,-1.3539,-3.0488,-13.5785,4.1465,5.6677,4.17
1urg,-4.8698,-0.7086,-2.6235,-9.4977,4.3804,3.5796,5.82
2ieo,-8.3935,-0.4293,-1.0721,-14.7028,3.6345,4.1762,8.49
3tg5,-11.3137,-4.5648,-7.2107,-21.5589,10.0886,11.9320,4.7
3ebb,-0.5420,-0.2302,-0.4972,-6.4652,2.1761,4.4745,5.3
4av0,-5.7081,-1.6148,-2.4614,-8.5131,3.8981,2.9830,6.98
2e7l,-22.5012,-3.4211,-6.9335,-32.8149,11.1227,9.5456,7.54
2rk7,-3.3596,-1.6025,-1.1983,-2.5547,1.6977,0.2983,4.05
3lil,-11.1454,0.2399,-2.9399,-16.5062,3.5863,4.4745,8.08
2jdn,-3.2095,0.2675,-3.2687,-5.3864,3.3884,1.7898,5.56
3lik,-11.5622,0.0026,-3.0294,-16.5695,3.2613,4.7728,8.72
1apw,-8.4631,-0.7102,-3.5790,-12.9362,4.2878,4.4745,8
1ze8,-5.9265,-0.1003,-1.0686,-7.6217,1.3727,1.4915,7.68
3uvx,-1.7147,-0.1052,-2.0021,-11.0885,3.4269,8.0541,4.34
2h6q,-5.3063,-3.0762,-4.0199,-13.8594,6.7001,8.9490,5.11
2qt5,-2.4423,-2.4364,-4.5678,-3.4914,3.8771,4.1762,5.03
3eys,-0.9080,-1.8341,-3.5707,-8.4514,7.2804,5.6677,5.52
3lk1,-0.6186,0.7421,-0.0009,-2.2207,0.2642,0.5966,4.26
1icj,0.5181,-0.3524,-0.8966,-10.0641,3.7771,8.0541,2.22
3ds9,-9.6865,-4.3122,-4.8894,-18.9545,7.7309,10.7388,7.39
1i8i,-9.1164,-3.8045,-5.7803,-17.1914,6.9210,10.7388,7.66
1g3b,-6.2314,-2.6725,-1.9178,-7.9056,4.1764,2.0881,5.74
2nn8,-1.5910,-0.7803,-3.0142,-4.7244,3.3482,3.5796,3.59
2qo8,-4.2420,-0.0983,-0.9990,-6.9710,1.4398,2.3864,8.47
223l,-3.8412,0.0000,0.0000,-3.8957,0.0545,0.0000,3.4
3d3x,-5.0221,-1.3822,-1.2684,-9.1619,3.5091,3.2813,4.16
2cia,-6.2092,-1.7294,-5.1038,-15.9780,7.0565,9.5456,6.43
1sts,-1.5719,-0.1646,-2.2917,-11.8910,5.0196,7.7558,5
3ifo,-10.0785,-2.3401,-6.3869,-17.1597,7.7541,8.0541,7.26
3oys,-5.5344,-0.0879,-1.2707,-7.1485,1.4813,1.4915,8.05
2j9n,-5.7622,-0.2597,-2.0666,-6.6493,2.6168,0.5966,4.7
3d20,-10.9988,-0.4265,-2.9580,-16.1467,4.3562,4.1762,8.3
3o6m,-7.0813,-2.7881,-4.0933,-16.1695,5.8275,10.1422,7.48
1utc,-8.0133,-1.9337,-3.6760,-15.1251,5.2640,7.4575,4.55
1wei,-2.0070,-0.1262,-0.8947,-3.8875,2.6031,0.2983,9
2z8e,-1.9165,-0.5760,-0.8824,-5.0877,2.8398,1.7898,8
3pb3,-3.0394,-1.7883,-4.4323,-6.8073,7.0055,2.9830,6.22
1udt,-9.2185,-0.2477,-0.9942,-12.1429,2.3764,1.7898,9.3
1gz3,-5.4064,-0.3012,-2.8749,-12.6186,7.4053,2.9830,3.7
3dcw,-4.7447,-0.0647,-0.8323,-7.0118,1.9708,1.1932,9
3iqh,-3.2935,-1.1036,-1.6640,-7.5092,3.1054,3.8779,4.59
1bcj,-1.2765,0.4112,-1.0574,-5.0194,2.5994,1.7898,3.7
2v83,-11.7673,-4.5317,-6.8093,-21.4611,8.2080,12.8269,4.47
2yiv,-2.2363,-0.0048,-0.0006,-3.1576,0.0318,0.8949,2.78
1oko,-2.6015,0.1197,-2.0109,-5.2049,2.7048,1.7898,4.54
2qoa,-5.1506,-0.1010,-1.0089,-5.9849,1.3476,0.5966,7.28
1jmi,-7.6988,-2.9377,-3.1061,-8.3160,5.1695,1.4915,6.06
1n7m,-7.8107,-0.6135,-0.8243,-13.6509,3.6984,3.5796,5.71
4as6,-3.7094,-0.5385,-0.6091,-6.7026,2.9475,1.1932,6.4
4f20,-12.1870,-0.9641,-9.0314,-23.6282,11.2945,10.1422,3.29
3n0h,-6.7619,-1.4337,-1.5759,-9.1873,3.6451,1.7898,6.21
1xr8,-15.1398,-4.8228,-7.8667,-24.2788,10.1949,11.6337,6.7
3omc,-2.3958,-2.2405,-1.0053,-11.7295,4.8237,7.7558,5
1ofz,-4.8516,-0.8661,-2.7987,-4.3571,1.9772,1.1932,4.62
4afh,-13.6156,-1.4488,-1.1739,-14.5866,1.5056,2.0881,9.54
4f9v,-4.3546,-0.0945,-0.7898,-8.8022,2.6473,2.6847,6.03
2xxw,-6.4925,-2.4819,-3.5684,-6.4581,3.9278,2.0881,6.41
4ea1,-8.1580,-2.9179,-0.6281,-8.5638,1.2671,2.6847,6.44
4fbe,-4.8402,-0.0979,-0.7632,-9.0070,2.6416,2.3864,6.99
1q95,-15.5525,-7.6742,-6.7983,-9.4062,6.5364,1.7898,7.57
2itk,-2.6555,-1.4090,-2.0841,-10.5118,3.8919,7.4575,7.69
1gz9,-4.1586,-0.8438,-3.4395,-8.9175,4.2694,4.7728,3.51
3dvp,-9.0910,-2.6582,-5.4385,-16.7045,6.7612,8.9490,5
2er9,-10.0935,-0.6550,-3.8189,-19.8030,6.4276,7.7558,7.4
2nnp,-12.4511,-0.9201,-2.3348,-17.7224,4.3499,4.1762,8.37
2hs2,-9.0138,-0.5095,-1.7790,-14.9377,4.0361,4.1762,8.31
3iqi,-4.4291,-1.3725,-3.3273,-8.9033,4.1029,5.0711,4.41
2o1c,-2.1161,-1.2136,-1.7280,-3.6388,2.9729,1.4915,4.72
1slg,-3.9496,-0.1564,-2.7830,-14.1863,5.4202,7.7558,3.9
1ebg,-4.6990,-0.8334,-3.5804,-6.0982,4.6196,1.1932,10.82
1g3c,-5.7399,-2.4241,-1.4220,-8.1945,4.2125,2.0881,5.8
2f5t,-9.6641,-1.0236,-6.3013,-12.6749,6.7560,3.5796,5.17
4aph,-10.4350,-1.7675,-4.9540,-19.1862,8.3135,7.1592,5.4
4aa1,-11.5219,-1.7417,-4.4988,-16.2508,6.7931,4.1762,4.12
1h1p,-4.1670,0.2144,-1.1026,-7.6722,3.2003,1.1932,4.92
3b1m,-9.5493,-0.0922,-0.1282,-13.6795,1.9643,2.3864,8.48
2pog,-9.3289,-0.4040,-1.5182,-9.1328,0.8313,0.8949,9.54
3d6q,-2.8584,0.0635,-1.6051,-5.8265,3.0181,1.4915,3.76
3twp,-3.8170,-0.5297,-1.0131,-4.5227,1.6520,0.5966,3.92
3ozs,-9.2070,-0.3719,-2.7958,-16.0006,6.6799,3.2813,5.33
1c5z,-5.5841,-0.2774,-2.2341,-6.1173,2.4482,0.5966,4.01
1z9g,-4.7089,0.6008,-1.7496,-7.4712,2.1213,1.7898,5.64
3oe4,-5.4699,-0.2904,-3.4315,-12.0988,7.3679,2.9830,7.47
2vkm,-16.4948,-1.9631,-2.8228,-22.3827,5.9010,4.7728,8.74
1owh,-8.0623,-1.0737,-2.7610,-9.7646,3.7472,1.7898,7.4
1qkt,-9.0946,-0.4122,-1.2040,-8.4865,0.4114,0.5966,9.04
1o0h,-8.2972,-3.7745,-3.9054,-8.6727,5.6690,2.3864,5.92
3dx2,-8.8794,-3.2606,-3.3112,-7.6018,3.8027,1.4915,6.82
3n76,-10.9076,-0.4199,-4.4596,-13.4823,4.7695,2.6847,6.85
2zb1,-8.6777,0.0892,-0.3712,-12.2215,2.3343,1.4915,6.32
3b27,-5.3524,-0.8462,-0.6749,-6.9975,2.5696,0.5966,5.16
4e5w,-8.8644,-0.1519,-0.9415,-12.7053,4.0395,0.8949,7.66
3b5r,-10.3220,-0.2268,-1.1701,-13.6631,2.6498,2.0881,8.77
1nc1,-8.4109,-0.6134,-2.6881,-12.0200,5.1209,1.7898,6.12
2wer,-7.6652,-0.5532,-0.8944,-9.5865,2.7723,0.5966,7.05
1gpn,-9.2754,-0.9059,-0.5296,-9.8984,2.0585,0.0000,6.48
3dx1,-7.4029,-2.8365,-3.2031,-6.0752,3.5188,1.1932,3.58
1k1i,-8.7952,-0.6215,-3.9095,-11.1550,4.2061,2.6847,6.58
3uev,-3.7692,-0.4979,-0.0359,-5.8969,-0.9180,3.5796,5.89
2r9w,-6.2503,-0.5146,-2.1818,-9.0672,3.4252,2.0881,5.1
1y6r,-10.5965,-2.0326,-3.4451,-12.7754,5.8668,1.7898,10.11
3prs,-10.0410,-0.3585,-2.7232,-17.3784,4.7515,5.6677,7.82
2xj7,-9.4155,-1.7584,-3.6063,-9.2968,4.0528,1.1932,6.66
3fv2,-11.8529,-3.3725,-5.5634,-11.3791,6.3740,2.0881,8.11
2w4x,-4.0961,-0.9913,-1.4699,-7.9499,3.9287,2.3864,4.85
4de3,-1.0818,0.3774,-1.2449,-4.0644,3.2535,0.5966,5.52
3up2,-6.6016,-1.1041,-1.0041,-10.6173,4.0358,2.0881,7.4
2zda,-10.3959,-0.6034,-3.3413,-13.1047,3.9687,2.6847,8.4
2fxs,-4.2079,-0.6612,-1.2099,-8.9271,3.3091,3.2813,6.06
1lpg,-10.2752,-0.3505,-1.6814,-16.6011,5.0766,3.2813,7.09
3qqs,-7.8435,-1.4095,-1.7823,-8.5644,2.7195,1.1932,5.82
2qbq,-10.2772,-3.0078,-2.6533,-10.7014,3.9972,2.0881,7.44
1bzc,-9.2060,-1.7501,-3.1879,-12.3630,5.1120,2.9830,4.92
1pxn,-5.2585,-0.0766,-1.2813,-8.2249,3.4294,0.8949,7.15
1z6e,-10.7719,-0.4884,-1.5263,-17.2683,6.1247,2.3864,9.72
4eo8,-8.0182,-1.1521,-1.0435,-8.2200,0.6075,1.7898,8.15
2wvt,-6.4588,-2.3990,-3.1376,-7.3965,4.3862,2.0881,6.12
3nx7,-5.6479,-0.2380,-1.9636,-8.7799,2.6490,2.6847,8.1
1syi,-12.7361,-3.1197,-5.1797,-10.4734,4.8435,1.1932,5.44
3uuo,-6.2295,-0.7080,-0.6049,-7.3120,1.7988,0.5966,7.96
2p15,-13.3751,-0.3427,-1.7074,-13.3881,0.5717,1.4915,10.3
2j7h,-6.4020,-0.7409,-3.4577,-6.4486,3.0519,1.1932,7.19
2br1,-4.8514,0.0200,-0.1095,-10.2686,3.1203,2.3864,5.14
3syr,-9.0006,-0.8560,-4.8837,-10.1693,5.1187,1.7898,5.1
3g31,-2.6929,-0.6256,-0.0241,-3.1339,0.4941,0.5966,2.89
2xii,-11.3316,-2.4687,-3.8143,-12.2485,5.4101,1.7898,7.2
1p1n,-8.9090,-2.5938,-3.8525,-8.3574,4.1049,1.7898,6.8
3coz,-6.9515,-0.7209,-4.6962,-11.4994,6.9821,2.9830,5.57
2wnc,-8.3497,-1.2108,-0.5858,-8.9774,1.5294,0.8949,6.32
3qgy,-2.9360,-0.0111,-0.5322,-6.3427,2.4585,1.4915,7.8
4eky,-9.0164,-0.7523,-4.3833,-12.3628,5.4990,2.9830,3.52
3fur,-7.0344,0.1411,-0.0061,-10.7236,2.0627,1.4915,8
3bgz,-8.5040,-0.6438,-1.0584,-8.9765,1.2798,0.8949,6.26
2zy1,-7.3656,-0.4504,-2.0839,-10.1249,2.3105,2.9830,7.4
3r88,-4.4974,-0.7439,-1.1180,-6.4766,2.6479,1.1932,4.82
3pyy,-7.7259,-0.1116,-0.6073,-10.1687,2.2668,0.8949,6.86
4f09,-5.8910,-0.2064,-0.6238,-8.0774,2.7183,0.2983,6.7
1s38,-9.5169,-2.2154,-3.0886,-7.8038,3.2926,0.2983,5.15
4agq,-7.1768,-0.4717,-0.2763,-11.5646,2.1529,2.9830,5.01
1ydt,-7.8089,-0.8150,-0.9292,-11.5070,3.0559,2.3864,7.32
3rsx,-7.1226,-0.3665,-1.7702,-7.1963,1.9121,0.2983,4.41
3rr4,-8.2755,-1.4797,-2.8863,-9.3635,4.5590,0.8949,4.55
1nc3,-8.6730,-0.8317,-3.6172,-12.0578,6.3421,1.4915,5
4agn,-6.0002,-0.4981,-0.4904,-9.7812,2.0848,2.6847,3.97
4ea2,-8.4540,-1.1171,-0.5651,-10.7032,1.2466,2.6847,6.44
1qf1,-7.5588,0.7219,-2.8510,-11.8912,3.1802,3.2813,7.32
2cbv,-11.1385,-3.8451,-4.9739,-7.4469,3.9342,1.1932,5.48
3gc5,-13.4100,-4.3224,-4.8106,-11.1721,5.4036,1.4915,7.26
3jvr,-7.1164,-0.0960,-0.6642,-9.3697,1.8203,1.1932,5.72
5tmn,-5.7733,0.3654,-2.8858,-11.9725,4.2452,4.4745,8.04
3ui7,-6.1994,-0.4563,-0.5648,-7.9744,1.9012,0.8949,9
3uew,-3.2264,-0.0184,-0.2272,-6.1466,-1.0104,4.1762,6.31
4e6q,-7.2663,-0.0604,-0.6516,-11.0567,3.6075,0.8949,8.36
4agp,-6.9353,-0.4488,-0.0105,-11.3717,1.9127,2.9830,4.69
3cj4,-8.3190,-1.3523,-1.4769,-8.5840,1.6027,1.4915,6.51
3rlr,-8.4817,-0.2589,-1.2356,-10.1857,2.6018,0.5966,7.52
2qnq,-14.9032,-3.3532,-2.3445,-15.4776,3.2891,2.9830,6.11
3u5j,-6.7172,0.0392,-0.0326,-7.9615,1.2377,0.0000,5.61
3nq9,-1.2943,-0.0465,-0.0000,-2.9788,-0.0587,1.7898,4.03
3e92,-8.4110,0.0792,-1.1516,-10.9586,2.4268,1.1932,8
3b65,-11.5871,-0.1901,-1.0388,-14.0478,1.8999,1.7898,9.27
3gv9,-5.2348,-1.3224,-1.9883,-4.8351,2.3144,0.5966,2.12
1h22,-11.2102,-1.5615,-1.2618,-15.1661,2.9013,3.8779,9.1
1ydr,-6.1245,-0.5409,-0.1151,-7.9482,1.8831,0.5966,5.52
3f3d,-6.4642,-1.1740,-2.9028,-6.9776,3.0987,1.4915,7.16
3kr8,-8.1848,0.0794,-1.1703,-11.2430,3.2543,0.8949,8.1
3bv9,-7.3543,-1.5990,-1.6930,-13.1457,4.9072,4.1762,5.36
3p5o,-6.5369,-0.0028,-0.0760,-9.6897,1.7401,1.4915,7.3
2qe4,-9.1480,-0.3480,-1.4614,-9.9677,1.1376,1.4915,7.96
2wn9,-6.9718,-0.2963,-1.2742,-8.4589,1.8644,1.1932,8.52
1eby,-14.6448,-0.8050,-4.2474,-20.3531,5.6895,5.0711,9.7
4hge,-6.7821,-0.0013,-0.0422,-10.8814,3.2480,0.8949,7.92
3ryj,-3.8618,0.0819,-0.5415,-6.5875,1.6939,1.4915,7.8
3gr2,-0.7693,0.5266,-0.7454,-3.1712,1.7258,0.8949,2.52
3zt2,-8.4969,-0.6469,-1.4917,-9.3955,2.4405,0.5966,2.84
1xh5,-14.5161,-2.3244,-2.6450,-17.0529,5.1198,2.3864,5.47
3s6t,-7.9348,-0.8978,-3.3254,-10.0663,3.9684,2.3864,7.35
3b67,-9.5679,-0.8329,-1.3943,-13.9172,4.1901,2.3864,8.85
3fas,-8.1505,-2.9562,-4.5024,-6.9560,4.1760,2.0881,6.77
2uyq,1.4562,-0.3812,-1.7462,-1.2494,3.9381,0.8949,5.68
3djo,-4.3549,-1.2784,-2.3086,-6.5380,3.3837,2.3864,4.39
1b05,-12.0887,-5.0343,-5.2360,-13.9085,6.7207,5.3694,7.12
3iph,-10.1296,-0.2163,-1.7019,-12.3820,2.3807,1.7898,7.6
2iuz,-8.2169,-0.0862,-0.6333,-12.4743,4.0820,0.8949,5.55
4g0q,-9.0931,-5.0271,-2.9362,-6.4721,3.2541,2.0881,2.52
3p9m,-14.0501,-3.7631,-7.1935,-21.3207,8.0849,10.1422,5
2wzs,-5.2198,-0.4490,-3.2865,-6.7170,3.7412,1.4915,3.85
2zxg,-7.3457,-0.3422,-2.8794,-12.2089,4.8035,3.2813,8.82
1usn,-5.5444,-0.2101,-2.3062,-8.2629,3.1466,2.0881,7.74
2psu,-8.9798,-0.4741,-2.0142,-14.4762,3.5102,4.4745,7.62
1odj,-6.8727,-1.4102,-2.7675,-10.5533,6.0686,1.7898,4.1
3daz,-3.6268,-0.1038,-0.9514,-6.1438,2.0807,1.4915,7.93
3rz1,-3.9272,-0.1238,-1.0116,-7.4579,2.2797,2.3864,8.74
2qx0,-4.8662,-0.4947,-2.0248,-7.5192,4.2776,0.8949,6.11
3fvn,-9.5291,-2.1493,-4.5209,-10.9364,5.6911,2.3864,6.77
3f70,-4.0417,-2.5994,-1.4372,-3.7266,1.6334,2.0881,4.85
2gj5,-5.0399,-0.1319,-0.0089,-6.6188,-0.6666,2.3864,8.32
1szd,-4.8089,-1.0082,-4.1886,-12.4234,8.3368,4.4745,4.54
1d4y,-11.0218,-0.2584,-2.4575,-14.9245,2.7408,3.8779,11.1
3rm4,-2.2557,-4.0617,-1.8130,-2.3955,4.5230,1.4915,5.77
1wm1,-10.1026,-2.9828,-3.1230,-8.1033,3.2116,0.8949,6.3
2y7x,-11.6360,-0.3958,-0.7076,-15.1770,3.4513,1.1932,8.89
2ans,-4.5426,-0.4339,-0.0180,-7.1605,1.8765,1.1932,5.92
1td7,-3.3228,0.4369,-0.1758,-7.0736,2.2966,1.1932,4.37
2wc4,-8.2050,-1.2621,-3.1046,-10.8902,3.7705,3.2813,5.29
2xde,-8.0527,-0.3866,-1.6366,-9.8850,1.7673,2.0881,5.47
1d09,-12.5122,-5.3369,-6.5846,-9.3856,6.4086,2.3864,7.57
3ozj,-6.2523,-0.0115,-0.0002,-7.1586,0.3213,0.5966,5.11
3a2o,-10.4133,-0.3560,-1.3050,-16.8544,4.2242,3.8779,9.08
4a6l,-12.3579,-2.1395,-1.8205,-14.2995,3.8135,2.0881,8
3jyr,-12.9431,-3.6208,-7.1075,-17.6139,8.8365,6.5626,5.54
2pqz,-14.2939,-3.0964,-2.0348,-14.8431,2.6973,2.9830,5.67
1yda,-3.7553,-0.1835,-1.0044,-5.9093,2.4470,0.8949,6.55
1mfi,-6.5748,-2.8075,0.8833,-7.7555,2.2100,0.8949,5.59
2qtt,-5.7887,-0.4576,-3.1585,-9.6152,5.9511,1.4915,4.32
2ha2,-4.2641,-1.6026,-0.1583,-8.1105,2.3260,3.2813,4.66
1nw5,-9.7451,-2.3262,-4.4048,-13.6150,7.3197,3.2813,5.21
2exm,-3.4613,0.1325,-0.6102,-6.7893,2.9109,0.8949,4.11
3p58,-4.6117,-0.0020,-0.1078,-6.4761,1.0793,0.8949,7.6
1ec3,-12.3491,-0.4969,-5.2523,-19.5498,6.0890,6.8609,9.04
3r16,-4.9021,-0.1326,-0.8634,-6.9060,1.5084,1.4915,7.3
3nb5,-5.3325,-0.1811,-1.4860,-7.5625,1.5106,2.3864,7.74
1o7o,-8.6008,-1.2238,-4.5206,-12.4640,6.3263,3.2813,4.49
1fl3,-7.9520,-0.1838,-0.0128,-11.5350,1.6916,2.0881,6.8
1xk5,-4.5504,-3.3833,-2.0214,-11.0189,6.5038,5.3694,6
3sym,-7.1485,-0.6399,-4.0386,-10.7053,5.8490,2.3864,4.57
3ta1,-8.7881,-2.9173,-4.5536,-12.6020,8.6001,2.6847,3.25
3ipu,-8.9110,-0.7340,-0.2624,-14.3889,3.4913,2.9830,7.32
2qwb,-4.6239,-1.9637,-3.2411,-7.1219,4.7198,2.9830,2.74
3lzs,-9.3828,-0.4097,-1.9145,-14.9510,3.7162,4.1762,10.96
3rdq,-6.5049,-0.7509,-2.9936,-7.5922,2.7436,2.0881,9.31
2pwr,-17.6247,-3.3708,-3.8167,-18.9995,4.9826,3.5796,6.59
3bbf,-6.6383,-3.0430,-2.4828,-9.4933,5.6961,2.6847,5.28
1ax0,-4.8633,-0.6953,-2.5988,-6.2850,2.9259,1.7898,3.13
1yei,-9.2928,-1.5709,-2.4924,-12.2334,4.0210,2.9830,7.46
1g7q,-11.0961,-3.2593,-6.1569,-17.5630,8.7240,7.1592,6.06
3upv,-7.0749,-4.6688,-4.6605,-11.3386,5.5389,8.0541,5.3
1hmr,-5.3809,-1.3667,-1.3125,-8.0105,0.5360,4.7728,6.55
4djw,-9.5166,-2.3573,-1.8996,-9.4159,2.9629,1.1932,6.28
1uou,-7.1439,-0.4880,-1.9534,-8.7520,3.4530,0.5966,7.7
2p16,-11.6420,-0.1111,-1.5399,-15.4344,3.9519,1.4915,10.1
1bcd,-2.5711,-0.1361,-0.8942,-3.8348,1.6975,0.5966,8.7
3iss,-7.2793,-2.1631,-3.7967,-14.5396,7.5526,5.6677,6.05
3ckb,-1.7806,-0.2260,-2.1842,-9.1069,4.3671,5.3694,2.98
1apv,-8.8550,-0.8877,-4.0247,-13.3439,4.6285,4.7728,9
1i9p,-5.5346,-0.1376,-1.3590,-6.9537,1.7224,1.1932,8.41
2pyy,-7.1850,-3.0489,-3.9517,-6.1661,3.8936,2.0881,4.6
1fhd,-8.4977,-1.3149,-3.9427,-10.2749,4.9466,2.0881,6.82
1d3p,-9.0993,-0.2716,-0.5697,-14.7486,2.9111,3.5796,7.39
4en4,-3.3452,-0.3175,-1.4363,-5.0969,2.0140,1.4915,5.52
3rlq,-7.3418,-0.2418,-1.0273,-9.2749,2.6056,0.5966,7.4
1qk3,-8.6405,-1.4112,-4.8463,-10.2175,5.7464,2.0881,5.15
3sio,-9.6294,-1.2700,-0.3869,-14.9687,2.8199,4.1762,8
1y3n,-6.7565,-1.9475,-3.7499,-10.4076,6.6638,2.6847,5.55
1f4f,-4.0831,-0.1139,-0.4147,-9.2655,3.0263,2.6847,4.62
2flr,-9.8502,-0.3572,-2.1294,-13.3341,4.4791,1.4915,6.1
3pce,-3.1469,-0.1082,-0.1072,-5.9032,2.0768,0.8949,2
1ta6,-10.7667,-0.3657,-2.0481,-14.7516,3.4157,2.9830,9.13
1fch,-7.5175,-2.5855,-4.4884,-13.7659,5.8649,7.4575,7.15
1dl7,-4.5488,-0.7408,-0.6495,-8.5147,2.9698,2.3864,6.49
1zoe,-6.2508,0.2612,-0.0015,-8.1099,1.3011,0.2983,7.4
1h4w,-5.5556,-0.2467,-1.9708,-6.4482,2.5135,0.5966,4.66
4der,-2.6073,0.0025,-0.0205,-5.6469,1.8644,1.1932,6.31
2uy3,-3.8028,-0.0329,-1.1595,-5.2453,2.6348,0.0000,3.22
1a1e,-5.6947,-1.2082,-3.7603,-10.0969,4.0013,5.3694,6
1b5j,-14.1399,-5.5914,-6.3573,-15.3191,7.4602,5.6677,7.43
2c1p,-5.9699,0.0788,-0.5869,-9.7496,2.4980,1.7898,5.4
1jmg,-4.7216,-0.5636,-2.5782,-8.8638,5.1959,2.0881,6.07
4tim,-4.1258,-1.5855,-2.6842,-5.9299,3.9857,2.0881,2.16
2nta,-9.3782,-0.1382,-2.5177,-10.1838,2.8649,0.5966,4.8
3t09,-5.5440,-0.6540,-2.8554,-7.3472,3.8211,1.4915,3.8
3ozg,-10.4669,-1.9016,-5.8038,-11.5879,5.8433,2.9830,9.19
3d50,-7.3406,-2.7990,-3.5598,-8.8679,4.0082,3.8779,4.77
2sim,-6.5792,-2.2628,-3.9311,-7.7419,4.6720,2.6847,3.42
1bn1,-5.3737,-0.1609,-0.9006,-7.4727,1.3707,1.7898,9.34
2ygf,-8.8146,-0.7916,-2.0744,-12.3100,3.9749,2.3864,5.09
3hit,-7.9628,-3.4702,-4.2921,-18.1716,9.9170,8.0541,8.19
2xyf,-11.5205,-0.5901,-3.4111,-17.4464,4.2594,5.6677,8.44
1o3j,-7.2686,-0.3408,-2.7020,-9.3153,4.1946,0.8949,6.77
2wos,-6.4024,-0.4456,-0.2209,-9.1331,2.2041,1.1932,3.9
1tys,-10.4402,-1.6527,-6.3856,-10.1273,5.6372,2.0881,5.49
