name,cyscore,cyscore_hydrophobic,cyscore_Vdw,cyscore_HBond,cyscore_Ent,affinity
1heg,-3.9660,207.366,37.017,1.929,6,7.74
1rej,-4.4613,205.707,44.226,6.000,6,8.3
1qsc,-4.0461,161.171,43.629,2.893,6,3.68
11gs,-3.7635,164.012,39.016,7.321,6,5.82
1w1g,-1.4806,62.537,17.359,22.857,6,7.68
2bjm,-2.6988,117.378,25.165,-0.000,0,3.7
1y2f,-1.8209,132.256,14.316,0.214,6,4.92
1fwv,-1.2596,59.268,15.472,-0.000,6,3.72
1o2g,-3.9220,211.220,33.432,3.286,3,6.12
1ws5,-1.9338,97.134,18.307,-0.000,3,3.03
2hdr,-0.8818,37.037,8.367,0.286,0,1.72
1zsr,-6.8586,374.037,58.868,8.429,6,9.82
1d5r,-1.5641,98.061,12.704,3.393,3,1.82
1me7,-2.8945,128.122,30.984,-0.000,6,7.19
1z1r,-6.4145,356.695,54.835,-0.000,6,9.22
1umw,-3.8634,130.280,44.552,5.357,6,6.55
1tnj,-1.9805,90.793,18.942,4.679,2,1.96
1rle,-2.6500,122.378,27.674,11.071,6,5.8
5abp,-2.8248,163.939,22.065,-0.000,1,6.64
1db1,-6.8801,509.976,42.149,-0.000,4,9.26
1gi6,-2.5642,114.585,24.572,4.679,2,6.22
1lox,-4.7815,339.341,33.232,-0.000,6,5.52
2c4v,-1.5250,126.890,9.774,7.179,4,2.6
1rdj,-0.3154,-5.049,5.172,-0.000,0,1.66
4fiv,-7.3488,369.390,66.865,-0.000,6,6.52
2er6,-6.2014,263.085,62.600,6.679,6,7.22
1gt1,-3.8449,283.256,22.061,-0.000,0,6
1fdq,-1.9229,158.500,13.275,0.429,6,7.27
1dqx,-2.4426,96.073,27.423,5.214,6,11.05
1apb,-2.5619,164.280,17.606,-0.000,0,5.82
1b11,-3.0438,167.293,28.493,-0.000,6,7.39
1mmp,-3.7919,204.939,34.251,-0.000,6,6.07
1urg,-3.1714,163.561,30.177,-0.000,6,5.82
1vwn,-4.2121,210.720,40.264,-0.000,6,5.82
1f2p,-2.0121,112.305,17.261,9.393,3,1.9
3pcc,-2.0981,148.402,12.771,-0.000,0,3.62
2cji,-5.0982,231.744,49.390,-0.000,4,8.22
1vyq,-3.3086,166.890,32.377,-0.000,6,5.3
1bap,-2.2273,118.122,18.242,-0.000,0,6.85
7abp,-2.6191,160.439,18.890,-0.000,0,6.46
1jn2,-0.4816,-19.000,12.888,0.000,6,4.09
1tnk,-2.0200,92.220,19.988,3.786,3,1.49
1o2k,-3.0736,164.671,29.028,5.143,6,6.92
1hn2,-3.5326,243.122,22.304,-0.000,0,6
1rdl,-0.5197,7.244,7.280,-0.000,1,2.24
1qi0,-1.7896,99.061,17.816,-0.000,6,2.35
1sgx,-1.7754,66.841,21.164,6.786,6,5.8
1abf,-2.4451,140.561,18.732,-0.000,0,5.42
1mhw,-5.5367,259.817,53.612,0.357,6,7.35
1m6p,-1.5357,82.085,15.545,-0.000,4,5.1
1r0x,-2.6953,124.085,28.433,3.536,6,3.83
1ody,-6.7947,374.268,58.258,-0.000,6,8.1
1wvc,-2.7445,92.549,32.609,10.571,6,4.46
2toh,-1.1477,34.537,13.719,0.679,2,4.15
2h6q,-4.4878,204.439,44.761,6.036,6,5.11
1gi8,-2.3987,102.220,23.820,0.321,2,5.05
1lor,-2.3172,81.098,27.322,6.786,6,11.06
2fgi,-4.2387,270.085,33.593,-0.000,6,7.34
1tnl,-2.4821,125.634,21.455,4.821,1,1.88
1w2g,-2.7884,110.793,28.322,3.500,2,4.57
1bzh,-3.2980,190.902,29.238,3.286,6,6.77
1agm,-5.1531,262.524,47.586,3.929,6,12
1f8a,-3.6873,138.793,40.864,8.429,6,5
1icj,-3.6307,193.195,33.920,-0.000,6,2.22
1w7x,-5.9615,307.427,54.051,1.821,6,8.4
1vwl,-2.7529,74.244,35.335,-0.000,6,5.63
1njj,-0.5693,-19.402,14.748,1.714,6,2.1
1g3b,-2.3533,74.207,27.722,-0.000,4,5.74
1vjc,-2.7876,131.146,29.001,1.821,6,3.58
1w0y,-4.5306,219.220,43.591,6.857,6,6.42
1vjj,-2.0939,89.183,23.620,9.536,6,5.77
1m13,-5.1590,360.817,36.148,-0.000,6,7.57
1qpb,-0.1199,-49.671,7.641,-0.000,0,1.36
1gj4,-3.2861,194.220,26.155,5.286,3,4.07
1sqn,-4.2381,211.659,36.806,1.750,1,9.4
830c,-4.2397,189.500,43.184,-0.000,6,9.28
1sts,-2.9028,53.951,39.919,-0.000,6,5
1sc8,-5.0164,267.329,44.926,6.571,6,7.44
1jwt,-4.3300,204.780,42.470,5.179,6,7.85
1a42,-3.8833,223.866,33.933,0.071,6,9.89
1pr1,-2.8410,139.793,25.746,0.821,2,5.3
1we2,-0.9718,47.829,8.194,5.071,0,4.36
1b74,0.7921,-67.354,-1.043,0.107,4,1.3
1tsl,-1.3520,-14.122,22.490,-0.000,2,6.15
1jd5,-5.3104,254.537,50.681,7.214,6,6.62
1af2,-3.7749,187.976,33.343,6.000,2,3.1
2g00,-6.1557,258.463,62.757,0.036,6,9.74
1ow4,-3.8600,249.488,27.422,2.179,2,5.68
1vjd,-3.5392,131.244,39.829,3.179,6,3.54
1utc,-4.9393,253.341,45.275,11.393,6,4.55
1wei,-0.8914,21.646,10.293,1.321,0,9
1o3h,-2.9806,116.939,30.310,5.107,2,7.3
1jqe,-4.3007,221.598,40.246,0.214,6,6.44
1wkm,-1.9637,114.598,17.884,-0.000,4,0.82
1jt1,-0.8496,98.805,2.235,4.000,3,3.4
2i0g,-4.3380,270.317,31.354,-0.000,1,9.72
7hvp,-7.8010,434.232,65.700,0.357,6,9.62
1uxa,-1.1812,50.951,15.220,2.571,6,2.3
1udt,-4.4422,232.549,41.004,-0.000,6,9.3
1vot,-3.5716,187.951,29.403,0.536,0,6.6
1h9z,-3.6869,225.256,28.977,3.000,4,5.42
1gz3,-3.5774,144.415,38.733,5.214,6,3.7
6abp,-2.2268,121.573,17.825,-0.000,0,6.36
1sri,-3.5501,291.780,17.994,-0.000,2,6.08
1rbo,-1.8978,50.268,25.351,10.821,6,12.72
1gny,-2.5623,98.268,29.717,-0.000,6,4.14
1fj4,-3.0988,151.939,27.462,-0.000,1,4.59
1ux7,-1.2058,48.293,15.388,-0.000,6,3
1p28,-0.9226,53.037,7.677,-0.000,1,5.42
1q63,-3.2091,134.171,32.858,18.464,4,5.85
1a0q,-3.9245,232.171,33.301,6.036,6,7.57
1w1d,-1.1610,21.939,17.570,22.393,6,6.52
1sle,-2.7260,92.854,32.733,-0.000,6,6.17
1gjb,-2.7812,104.073,29.732,0.857,3,6.35
1a7x,-6.5481,337.329,59.072,-0.000,6,9.7
1byk,-2.6064,118.841,27.786,3.107,6,5
1ga8,-1.6215,65.683,19.346,-0.000,6,1.8
1f2o,-1.5049,100.561,11.301,9.464,3,1.91
1oko,-1.6867,77.683,15.822,-0.000,1,4.54
5fiv,-3.1001,176.720,28.188,-0.000,6,7.66
1jmi,-2.2961,75.073,27.390,15.214,6,6.06
2ivu,-4.3480,249.902,37.574,0.071,6,6.43
2fzz,-6.4966,270.110,65.446,6.393,6,10.52
1o9d,-4.2952,259.085,35.054,16.429,6,5.6
6fiv,-3.2930,191.220,29.259,-0.000,6,8.08
1ulg,-0.7935,5.524,15.104,-0.000,6,4.21
1cea,-1.4396,108.988,10.510,10.964,4,4.96
1caq,-6.3818,350.537,55.038,1.321,6,7.72
1mj7,-5.1828,285.500,45.383,1.536,6,8.35
1ce5,-2.4512,124.549,21.062,6.607,1,4.74
1o3k,-3.1104,113.610,32.586,5.143,2,6.77
1ofz,-1.5196,74.610,13.155,-0.000,0,4.62
2fwp,-1.7178,105.878,15.190,4.107,4,2.92
1a1c,-3.6320,206.110,31.970,10.714,6,6.4
2a31,-1.7636,82.963,18.135,0.036,4,1.01
1tvo,-3.3558,143.854,32.699,1.429,2,6.85
1zky,-4.5431,324.939,28.443,-0.000,2,6.25
1ykp,-1.4171,130.610,4.977,0.964,0,2.96
1oai,-3.6902,203.341,33.501,1.857,6,5
1fwu,-1.5043,52.537,19.819,-0.000,6,3.7
1q95,-2.6265,124.220,25.794,28.607,6,7.57
1gz9,-2.7790,152.890,26.367,-0.000,6,3.51
1aj6,-3.2475,157.683,32.587,-0.000,6,5.92
1w8m,-1.7007,84.963,16.972,0.321,4,1.6
2hs2,-5.7437,344.305,46.483,2.536,6,8.31
1uxb,-1.2392,54.378,15.664,2.286,6,2.15
1h1h,-0.5102,7.183,10.628,4.321,6,5.22
2ada,-4.0559,213.500,34.377,6.179,2,13
1lrt,-2.5178,86.854,30.429,0.000,6,5.64
1g3c,-2.8111,132.378,27.445,-0.000,4,5.8
1v2q,-2.3248,65.976,29.912,4.964,6,4.13
2f5t,-4.4671,242.829,39.533,-0.000,6,5.17
1rek,-7.2802,411.756,60.583,6.286,6,6.7
3tlh,-2.2608,110.000,23.954,-0.000,6,8.82
1h1p,-2.4680,149.756,20.997,0.429,4,4.92
1rdt,-4.8474,270.805,38.523,3.821,1,6.7
1z4n,-1.8851,31.890,26.362,5.214,4,4.52
1o8b,-1.8420,71.305,21.167,2.429,4,2.68
1pu7,-2.1860,107.402,18.891,0.643,0,3.1
1c5z,-1.8873,88.439,16.413,10.571,0,4.01
1z9g,-3.2214,197.720,26.697,3.571,6,5.64
1owh,-2.7615,86.524,31.077,12.036,3,7.4
1gpn,-3.6605,185.183,31.035,0.250,0,6.48
1z95,-5.8590,307.817,52.594,-0.000,6,4.3
2fvd,-3.9988,223.415,35.594,1.714,6,8.52
1k1i,-3.6376,173.683,35.999,8.393,6,6.58
1oyt,-3.9000,136.963,41.590,11.893,3,7.24
1y6r,-4.8744,288.341,38.307,12.429,4,10.11
1yc1,-3.3851,136.146,34.588,2.893,3,6.17
1w4o,-1.5377,32.305,22.052,1.179,6,5.22
1lpg,-5.7693,284.061,53.712,9.964,6,7.09
1bzc,-3.9628,166.146,41.845,2.571,6,4.92
1pxn,-3.8133,233.829,29.291,0.286,3,7.15
1z6e,-6.2872,275.195,62.451,5.536,6,9.72
1syi,-2.9513,163.939,24.593,12.893,3,5.44
2j7h,-2.3253,139.171,17.770,-0.000,1,7.19
2br1,-3.3482,172.756,32.252,0.071,6,5.14
1p1n,-2.3799,120.610,22.107,12.000,4,6.8
1uto,-1.3804,42.598,16.071,2.214,2,2.27
1s38,-3.0878,155.622,25.559,17.179,0,5.15
1nc3,-4.1004,212.585,34.949,10.571,2,5
1qf1,-5.3470,340.988,41.086,3.536,6,7.32
1ps3,-2.8854,152.793,24.268,-0.000,1,2.28
2cbv,-2.5815,142.000,20.213,8.036,0,5.48
5tmn,-4.3831,218.439,41.555,6.643,6,8.04
1r5y,-2.5846,117.646,22.822,16.143,0,6.46
2hb1,-2.3795,142.110,20.420,5.464,4,3.8
1h22,-4.8356,228.378,47.188,0.321,6,9.1
1ydr,-2.8618,129.756,27.216,1.393,2,5.52
1q8u,-2.8428,123.963,27.599,2.143,2,5.96
1xd0,-5.8902,289.963,54.830,8.286,6,7.12
1b05,-4.6091,240.293,41.926,14.214,6,7.12
2iuz,-3.4457,126.207,36.765,-0.000,3,5.55
1usn,-3.5821,176.256,33.401,-0.000,4,7.74
1odj,-3.3905,141.793,33.286,5.357,2,4.1
1szd,-4.6220,213.524,45.694,4.357,6,4.54
1d4y,-6.1987,360.329,51.238,0.929,6,11.1
1wm1,-2.1648,88.610,21.729,8.143,2,6.3
2ans,-2.5741,121.024,25.309,1.214,4,5.92
1yda,-2.1569,67.695,23.823,-0.000,1,6.55
1mfi,-3.1351,197.793,22.468,1.750,1,5.59
1nw5,-4.3198,229.951,39.191,8.607,6,5.21
1o7o,-3.8291,179.720,38.287,2.714,6,4.49
1fl3,-4.4915,269.451,37.333,-0.000,6,6.8
1xk5,-2.0728,31.451,30.381,4.500,6,6
1ax0,-2.2310,119.854,19.309,-0.000,2,3.13
1yei,-4.1968,231.098,37.620,-0.000,6,7.46
1hmr,-3.8571,292.500,25.257,3.536,6,6.55
1uou,-3.0125,177.463,23.535,6.214,2,7.7
1bcd,-2.1059,112.720,17.733,-0.000,1,8.7
1apv,-4.3125,184.110,44.880,-0.000,6,9
1i9p,-2.4485,120.268,23.629,-0.000,4,8.41
1fhd,-3.4195,180.256,30.370,4.964,4,6.82
1d3p,-5.3618,255.293,51.629,-0.000,6,7.39
1sln,-4.2008,178.756,43.691,5.107,6,6.64
1y3n,-2.3092,69.707,28.158,1.679,4,5.55
1ta6,-5.6994,302.061,50.962,0.036,6,9.13
1fch,-4.1588,176.573,43.407,3.536,6,7.15
1dl7,-2.9026,163.805,26.862,-0.000,6,6.49
1h4w,-2.4320,122.159,20.314,10.214,0,4.66
1a1e,-3.9454,217.561,35.336,6.143,6,6
1b5j,-4.7001,231.049,44.286,15.607,6,7.43
2c1p,-3.5264,149.012,37.051,-0.000,6,5.4
1jmg,-2.7554,173.024,22.867,3.857,6,6.07
2sim,-2.2094,85.439,23.859,10.929,4,3.42
1bn1,-3.4015,210.402,27.335,-0.000,4,9.34
1o3j,-2.6767,130.415,23.561,8.393,1,6.77
1tys,-3.3424,159.622,32.890,5.750,6,5.49
1hpo,-4.7235,258.390,42.010,-0.000,6,9.22
2aoe,-6.2708,295.951,59.633,8.321,6,7.62
1q54,-2.3471,113.451,24.565,5.679,6,5.85
1qb1,-3.5639,213.024,30.159,10.714,6,6.77
1jmf,-3.0315,189.659,24.903,3.571,6,5.77
2afx,-2.1161,107.280,19.075,1.500,2,5.15
1ct8,-3.8381,184.988,37.762,3.429,6,6.52
1wcq,-3.1451,196.854,24.522,17.464,4,6.26
2gst,-4.5341,238.878,41.207,9.286,6,6.07
1oba,-1.1416,68.024,9.678,-0.000,2,2.44
2bqv,-6.9605,414.024,55.935,-0.000,6,8.05
1hpv,-5.8051,351.598,46.529,1.964,6,9.22
1d9i,-4.0701,252.780,33.126,2.000,6,9.11
1sw1,-2.4275,152.488,17.451,5.321,1,7.3
1nt1,-5.3521,235.720,50.162,-0.000,1,8.89
1oyq,-4.1143,196.610,40.096,10.500,6,6.96
1c70,-7.7224,434.220,64.565,0.250,6,10.3
1b3h,-5.4208,321.500,44.043,14.107,6,6.21
1cnx,-3.3517,195.780,29.567,0.071,6,7.37
2dw7,-1.3616,89.537,10.686,5.714,3,4.7
1z1h,-5.8867,337.366,49.483,-0.000,6,8.4
1k1l,-3.8053,184.110,36.572,8.571,6,6.9
1nf8,-2.9340,160.220,25.609,7.571,4,7.82
1oif,-2.5695,155.354,18.962,10.393,1,7.72
2byr,-5.1233,222.634,52.051,0.036,6,8.55
1lzq,-6.1012,334.000,52.722,6.643,6,8.39
1gno,-3.1184,197.634,25.945,0.571,6,7.7
1c5x,-3.0957,132.085,28.800,9.071,0,6.68
1g9r,-6.3652,279.280,62.999,7.964,6,5.7
1qka,-5.2166,264.793,47.404,24.429,6,5.92
1l6m,-0.4368,-13.012,7.875,-0.000,0,8.1
1sgu,-6.9641,406.927,56.830,-0.000,6,5.37
2fzk,-1.3659,89.439,12.461,8.821,6,3.6
1dqn,-2.7901,116.524,29.988,6.250,6,8
2bfq,-5.4508,256.720,52.539,5.179,6,6.89
1izi,-7.5398,424.415,63.096,-0.000,6,6.59
2fqw,-3.3884,153.610,31.864,5.071,2,6.68
1bv7,-9.2430,500.122,78.783,-0.000,6,9.3
1w4p,-1.5312,43.829,20.620,0.393,6,4.74
2jxr,-5.6422,288.768,51.714,-0.000,6,7.05
1li2,-1.9597,123.561,13.716,-0.000,0,4.04
1n8v,-2.8396,214.341,19.942,-0.000,6,6.03
1lkk,-4.4779,207.537,44.062,10.643,6,6.85
1tuf,-1.7059,106.756,15.983,7.750,6,4.05
1o2z,-3.0604,146.049,30.914,8.464,6,6.11
1t31,-5.5783,270.122,52.870,3.321,6,8.64
1b46,-4.7575,263.195,41.378,13.607,6,5.28
1k1j,-4.4172,228.098,40.799,9.179,6,7.55
1c87,-3.1089,164.354,25.178,8.536,0,4.2
2gvj,-5.0084,272.037,44.471,1.143,6,9.52
1afk,-2.2896,104.073,24.835,5.964,6,6.62
1kpm,-4.1421,269.305,32.287,-0.000,6,5.8
1jcx,-2.3517,50.915,31.875,10.321,6,5.15
4std,-4.0356,237.220,32.122,-0.000,3,10.33
1jao,-3.6820,158.183,38.825,-0.000,6,5.92
1h0a,-1.0711,-27.890,22.910,4.643,6,5.44
1yfz,-1.6217,88.305,16.429,5.679,6,4.35
1qy1,-2.5617,215.049,14.006,-0.000,4,6.52
1fq5,-6.4939,275.049,65.688,-0.000,6,8.4
1mrw,-6.8503,398.476,56.186,-0.000,6,9.7
1ksn,-5.6801,282.512,52.655,8.679,6,9.4
1fjs,-3.8705,143.451,42.891,10.250,6,9.96
1ur9,-5.4613,292.866,48.606,-0.000,6,5.77
2fqo,-2.7070,132.610,27.468,6.536,6,6.43
1e1x,-1.9385,126.476,16.023,2.107,4,5.89
1jlr,-2.5413,114.146,27.032,12.179,6,3.33
1ew8,-0.4913,68.098,0.052,4.750,2,2.26
1bxq,-5.2080,218.098,53.820,-0.000,6,7.38
1pb8,-1.5682,109.085,10.606,9.250,2,5.15
1x8r,-4.3259,245.134,37.043,19.214,6,6.12
1p19,-1.2933,47.293,16.716,1.464,6,4.11
1jqy,-3.2339,162.549,31.812,-0.000,6,4.92
1fpc,-4.1901,219.744,38.713,3.929,6,7
2b4l,-2.0238,142.061,13.665,-0.000,2,4.77
1i9m,-1.8189,107.244,16.051,-0.000,4,8.48
1l83,-1.9483,132.232,12.522,-0.000,0,3.4
1nz7,-4.6796,239.500,43.139,11.821,6,7.12
1lbf,-2.9438,130.293,31.368,1.786,6,7.85
1a4r,-3.5552,168.646,35.203,13.286,6,6.66
1ec9,-2.0946,153.366,14.329,5.821,4,3.1
1r6n,-3.6771,213.256,30.991,-0.000,4,7.4
1tng,-1.7899,87.671,15.957,4.286,1,2.93
1cgl,-4.9932,267.378,44.646,5.000,6,6.87
1g2k,-7.2390,410.720,60.364,-0.000,6,7.96
1mue,-4.0013,176.793,41.241,0.036,6,8.64
2ez7,-0.1541,-8.000,5.010,-0.000,3,4.36
1mu8,-5.0549,273.537,45.013,0.000,6,9
1kdk,-4.3144,238.012,34.242,-0.000,0,9.05
1g30,-5.1507,284.256,44.649,11.786,6,6.85
1mrn,-4.9909,149.207,58.406,11.250,6,4.52
1uj5,-2.5513,131.732,25.504,1.893,6,3.05
1b6h,-4.5140,232.793,41.514,12.357,6,7.82
1gnn,-4.1720,271.207,32.487,0.179,6,5.68
2gzl,-4.9358,163.841,56.319,0.071,6,4.82
1pot,-2.7253,190.793,20.461,15.357,6,5.49
1i9l,-2.5534,135.829,23.300,-0.000,4,8.48
1k1n,-3.8476,185.939,37.520,10.000,6,6.82
5er2,-6.8234,350.232,61.507,0.500,6,6.57
1q84,-7.1715,338.463,67.949,0.571,6,11.05
1lgt,-3.5417,212.927,26.635,-0.000,1,6.1
1v2r,-2.5253,83.890,30.491,9.821,6,3.55
1b51,-4.2919,218.805,39.939,12.821,6,7.37
1cps,-3.0508,199.744,23.946,4.500,6,6.66
1uz8,-3.9600,215.707,36.019,-0.000,6,4.96
1uvt,-4.6498,235.695,43.384,6.321,6,7.64
1fcy,-6.5899,422.793,46.443,0.893,2,8.52
1elc,-5.1020,291.500,43.487,1.821,6,6.66
1bzy,-3.4997,143.915,36.983,7.071,6,8.34
1ugx,-2.1454,95.280,24.030,-0.000,6,5.91
1fm9,-7.2492,433.622,57.788,-0.000,6,9
2j34,-5.1800,235.671,50.109,-0.000,4,7.82
1d6v,-3.9575,200.988,37.729,-0.000,6,6.17
1nw7,-2.8523,129.512,29.825,9.429,6,5.09
1b6j,-7.3765,424.939,60.642,0.643,6,7.92
1xjd,-4.8402,257.768,41.332,0.214,3,9.48
2aod,-7.8208,428.317,66.583,3.000,6,5.66
1bnt,-3.1154,127.463,32.438,-0.000,4,9.8
1hvl,-8.0001,466.280,64.732,1.464,6,9.95
2f81,-5.5576,296.122,49.471,3.536,6,10.52
1bv9,-8.7530,452.854,77.297,-0.000,6,8.96
2eum,-4.1852,232.780,37.154,2.393,6,6.7
1rpj,-2.4265,133.622,19.896,-0.000,1,6.48
1g32,-4.9049,263.280,42.345,12.179,4,6.11
1g3d,-2.0642,70.537,22.991,9.107,3,5.55
1iih,-1.8394,90.037,19.538,1.786,6,2.89
1i00,-2.0483,85.012,23.730,2.786,6,6.34
1xff,-2.2067,153.012,15.783,11.071,4,4.82
1o38,-3.1816,118.683,34.068,9.179,4,6.82
1pgp,-1.4312,36.171,20.559,3.536,6,5.7
2a8g,-2.0925,173.268,10.933,0.429,2,3.69
6cpa,-4.1496,219.098,37.938,10.500,6,11.52
1lpz,-5.3558,251.073,50.449,9.286,4,7.6
4tmk,-7.0011,332.927,65.301,21.214,6,7.7
1m0o,-3.7817,194.671,35.723,5.179,6,2.31
1b5h,-4.2341,219.707,38.958,13.714,6,6.01
1jeu,-4.5363,231.829,41.872,14.357,6,6.82
2aac,-2.4815,130.000,20.514,-0.000,0,2.22
1moq,-1.2207,-20.634,23.178,0.214,4,3.46
1xt8,-2.1409,156.390,13.035,15.393,2,6.85
2avq,-7.5300,420.220,63.297,3.786,6,4.39
1gjc,-2.7216,99.207,28.781,2.179,2,6.35
3aid,-4.7663,270.695,41.168,-0.000,6,6.86
1v2u,-2.3548,122.671,19.151,9.821,0,3.37
1f0s,-4.2335,180.183,42.932,1.321,4,7.74
1igj,-3.7772,201.073,33.890,-0.000,4,10
2tmn,-2.2880,147.329,18.491,5.000,4,5.89
1ado,-1.9417,108.366,18.854,1.500,6,6
1ciz,-5.9071,301.634,54.025,-0.000,6,7.44
1o2n,-3.7906,177.463,34.710,8.714,2,6.09
2hf8,-5.1456,214.829,52.523,19.214,6,5.47
1ork,-4.0820,176.268,40.646,0.000,4,8.81
1qin,-4.4439,253.171,38.239,8.393,6,8
1ecv,-3.1047,173.659,24.629,8.357,1,4.85
1pxp,-4.2522,270.317,31.938,-0.000,4,6.66
1mrs,-3.7830,199.793,35.132,5.214,6,3.96
1dif,-9.1321,557.122,70.400,-0.000,6,10.66
1aj7,-3.4694,212.963,29.091,3.500,6,3.87
1yvm,-1.6459,21.024,21.964,-0.000,1,6.4
2amt,-3.9007,147.207,43.274,0.607,6,4.44
1lkl,-3.8341,163.098,39.939,12.464,6,5.81
1qf2,-3.6753,180.598,35.925,3.429,6,5.92
1y20,-1.7645,123.341,11.096,10.571,1,5.32
1w5w,-8.8646,498.683,73.470,-0.000,6,8.8
1a94,-6.9302,366.366,60.817,8.429,6,7.85
1b4z,-4.3482,236.049,38.668,13.750,6,5.23
1os5,-2.9583,101.756,35.042,-0.000,6,6.85
1fkg,-3.7742,215.573,33.341,-0.000,6,8
1s63,-1.9853,69.354,24.181,-0.000,6,9.05
1r1j,-3.3775,227.805,25.993,3.571,6,8.64
1m48,-3.7643,218.098,32.428,11.571,6,5.09
1f0t,-3.7991,165.171,38.132,8.464,4,6
1li3,-2.0668,134.476,13.971,-0.000,0,4.25
2j7b,-2.5711,137.768,21.433,1.607,1,6.62
3pck,-2.2142,157.780,13.268,1.750,0,6.7
1bwb,-8.9096,465.963,77.751,6.393,6,8.42
2il2,-7.2022,400.780,60.409,14.821,6,7.1
1qbt,-8.9854,447.610,81.058,5.750,6,10.62
2fxv,-2.7355,153.817,24.945,1.786,6,5.35
2izl,-3.8509,263.646,27.284,5.857,4,6
