name,AlphaHB,repulsion_term,attraction_term,HB_term,affinity
1af2,-140.959,0.00324534,-9.69913,-11,3.1
2g00,-151.54,0.0399572,-15.194,-0,9.74
1ow4,-112.765,0.0283871,-11.3049,-0,5.68
1vjd,-198.975,0.0844138,-15.5819,-11,3.54
1utc,-275.783,0.0185177,-22.3968,-13,4.55
1wei,-59.3259,0.000828502,-5.13341,-2,9
1o3h,-107.41,0.0112284,-7.95222,-7,7.3
1jqe,-132.89,0.0560462,-13.7451,1,6.44
1wkm,-71.1096,0.0457562,-4.75672,-6,0.82
1jt1,-18.7803,0.603226,-4.08126,4,3.4
2i0g,-116.273,0.0394279,-10.8667,-2,9.72
7hvp,-282.497,0.0657252,-23.5154,-12,9.62
1uxa,-70.9218,0.00880442,-6.30098,-2,2.3
1udt,-159.461,0.00864558,-15.1547,-2,9.3
1vot,-99.1561,0.010141,-9.52575,-1,6.6
1h9z,-119.957,0.00435205,-10.8001,-3,5.42
1gz3,-183.333,0.00561347,-14.3389,-10,3.7
6abp,-106.175,0.00316608,-5.02066,-14,6.36
1sri,-99.5971,0.744534,-9.90425,-2,6.08
1rbo,-189.85,0.000927378,-10.1859,-22,12.72
1gny,-123.548,0.00459345,-8.35943,-10,4.14
1fj4,-93.3425,0.00992951,-7.74418,-4,4.59
1ux7,-58.2627,0.00104808,-4.22732,-4,3
1p28,-43.4543,2.87398e-005,-3.54546,-2,5.42
1q63,-159.187,0.00999294,-10.3287,-14,5.85
1a0q,-129.923,0.00924959,-11.0015,-5,7.57
1w1d,-112.596,0.00440269,-4.46396,-17,6.52
1sle,-146.225,0.0122958,-13.4348,-3,6.17
1gjb,-106.814,0.0676067,-9.54896,-3,6.35
1a7x,-186.508,0.0268613,-18.2777,-1,9.7
1byk,-203.529,0.0585061,-12.8114,-19,5
1ga8,-73.1237,0.019831,-6.1322,-3,1.8
1f2o,-92.1504,0.0106063,-4.82565,-11,1.91
1oko,-71.6615,0.00950779,-3.97565,-8,4.54
5fiv,-94.5691,0.0109567,-8.66787,-2,7.66
1jmi,-158.723,0.00049983,-9.87276,-15,6.06
2ivu,-146.653,0.0195882,-14.2849,-1,6.43
2fzz,-166.769,0.02196,-17.4988,2,10.52
1o9d,-223.234,0.0333956,-12.7568,-24,5.6
6fiv,-112.268,0.0199635,-10.8468,-1,8.08
1ulg,-42.9916,0.00577448,-2.70494,-4,4.21
1cea,-77.4423,0.0555536,-3.79979,-10,4.96
1caq,-219.294,0.0112468,-17.1407,-12,7.72
1mj7,-132.066,0.0259294,-12.0325,-3,8.35
1ce5,-63.7072,0.00239069,-5.57311,-2,4.74
1o3k,-99.2188,0.00450579,-7.92639,-5,6.77
1ofz,-89.0577,0.00790418,-4.91367,-10,4.62
2fwp,-140.59,0.018653,-6.4777,-19,2.92
1a1c,-89.3591,0.018473,-4.95438,-10,6.4
2a31,-48.3539,0.00543244,-4.04082,-2,1.01
1tvo,-144.804,0.0163983,-12.4968,-5,6.85
1zky,-137.418,0.011718,-11.3536,-6,6.25
1ykp,-67.9404,0.420168,-5.61421,-4,2.96
1oai,-74.6574,0.0297836,-7.09552,-1,5
1fwu,-90.8457,0.00647627,-3.49105,-14,3.7
1q95,-181.622,0.0140382,-8.57628,-24,7.57
1gz9,-130.788,0.0124125,-7.49118,-14,3.51
1aj6,-95.5549,0.00454625,-9.96003,1,5.92
1w8m,-50.67,0.00603482,-4.27303,-2,1.6
2hs2,-201.455,0.0840034,-18.2295,-5,8.31
1uxb,-69.1553,0.0140738,-6.1296,-2,2.15
1h1h,-50.2549,0.00153951,-1.82703,-8,5.22
2ada,-116.776,0.0162663,-9.69391,-5,13
1lrt,-190.068,0.0676872,-14.6745,-11,5.64
1g3c,-100.379,0.0387635,-7.67667,-6,5.8
1v2q,-85.7609,0.0148293,-6.99092,-4,4.13
2f5t,-202.711,0.00887469,-12.28,-20,5.17
1rek,-231.953,0.0236452,-21.2189,-5,6.7
3tlh,-52.7928,0.0257449,-4.90502,-1,8.82
1h1p,-107.836,0.00362165,-9.18721,-4,4.92
1rdt,-145.416,0.0199656,-13.7615,-2,6.7
1z4n,-134.256,0.0368703,-8.66247,-12,4.52
1o8b,-124.642,0.0132017,-7.27736,-13,2.68
1pu7,-69.1483,0.143027,-6.65786,-1,3.1
1c5z,-67.764,0.0132302,-5.58963,-3,4.01
1z9g,-143.456,0.0450208,-8.39064,-15,5.64
1owh,-93.5941,0.0261235,-9.38553,-0,7.4
1gpn,-98.4772,0.0333991,-10.2811,1,6.48
1z95,-150.4,0.0361178,-15.0762,-0,4.3
2fvd,-144.246,0.0330224,-13.2576,-3,8.52
1k1i,-113.9,0.0036216,-8.99363,-6,6.58
1oyt,-133.345,0.0280285,-12.9625,-1,7.24
1y6r,-167.706,0.0192652,-10.7898,-15,10.11
1yc1,-151.38,0.011913,-13.1499,-5,6.17
1w4o,-125.885,0.0106165,-8.19911,-11,5.22
1lpg,-147.201,0.144773,-16.0648,3,7.09
1bzc,-135.899,0.0369866,-8.82685,-12,4.92
1pxn,-109.878,0.0320271,-10.6198,-1,7.15
1z6e,-150.632,0.0126515,-16.2758,3,9.72
1syi,-152.501,0.0178111,-10.0679,-13,5.44
2j7h,-105.351,0.0159406,-5.35108,-13,7.19
2br1,-122.401,0.0140557,-11.8542,-1,5.14
1p1n,-119.588,0.0364551,-7.59528,-11,6.8
1uto,-41.3244,0.00209711,-4.13454,-0,2.27
1s38,-117.365,0.00106596,-7.73753,-10,5.15
1nc3,-156.477,0.0241602,-10.0719,-14,5
1qf1,-199.82,0.0156676,-13.1976,-17,7.32
1ps3,-134.513,0.0462992,-6.69756,-17,2.28
2cbv,-120.697,0.063386,-6.13312,-15,5.48
5tmn,-234.706,0.0111822,-14.6818,-22,8.04
1r5y,-119.653,0.0282593,-7.5936,-11,6.46
2hb1,-102.76,0.00320272,-6.67919,-9,3.8
1h22,-176.134,0.0129413,-16.8264,-2,9.1
1ydr,-101.051,0.0659019,-9.77101,-1,5.52
1q8u,-101.907,0.0680951,-10.2588,-0,5.96
1xd0,-301.537,0.0527628,-23.8065,-16,7.12
1b05,-150.747,0.0147726,-13.8895,-3,7.12
2iuz,-128.429,0.0951062,-11.738,-3,5.55
1usn,-122.512,0.00444222,-9.85561,-6,7.74
1odj,-146.784,0.0205882,-10.299,-11,4.1
1szd,-222.903,0.00526558,-16.6956,-14,4.54
1d4y,-224.16,0.0267122,-18.8427,-9,11.1
1wm1,-76.7939,0.111554,-8.19094,1,6.3
2ans,-93.29,0.00908757,-9.73808,1,5.92
1yda,-120.251,0.0233782,-6.04844,-15,6.55
1mfi,-78.4261,0.0481319,-7.49074,-1,5.59
1nw5,-187.496,0.0112651,-12.7609,-15,5.21
1o7o,-178.574,0.0398243,-12.2972,-14,4.49
1fl3,-119.332,0.101556,-12.0348,-0,6.8
1xk5,-113.591,0.0796822,-10.2388,-3,6
1ax0,-95.6891,0.00410581,-5.57302,-10,3.13
1yei,-161.139,0.0085655,-12.9225,-8,7.46
1hmr,-129.085,0.0038483,-11.3123,-4,6.55
1uou,-112.283,0.0163469,-8.84469,-6,7.7
1bcd,-80.6792,0.00085886,-4.06878,-10,8.7
1apv,-196.369,0.00941894,-17.2463,-6,9
1i9p,-88.4394,0.0517645,-5.6957,-8,8.41
1fhd,-148.699,0.0260483,-10.096,-12,6.82
1d3p,-162.366,0.0253635,-16.6619,1,7.39
1sln,-191.186,0.0610598,-13.5797,-14,6.64
1y3n,-171.486,0.0435825,-12.7922,-11,5.55
1ta6,-167.754,0.0203264,-15.5957,-3,9.13
1fch,-197.106,0.00938262,-13.72,-15,7.15
1dl7,-90.0407,0.183724,-8.3878,-2,6.49
1h4w,-67.6254,0.00116791,-5.56371,-3,4.66
1a1e,-111.608,0.0154662,-4.77627,-16,6
1b5j,-180.489,0.0104715,-15.6594,-6,7.43
2c1p,-142.128,0.0013587,-13.4142,-2,5.4
1jmg,-155.846,0.084087,-10.0687,-14,6.07
2sim,-153.852,0.00440756,-9.78958,-14,3.42
1bn1,-102.392,0.0244716,-6.26366,-10,9.34
1o3j,-86.9419,0.0863587,-7.58055,-3,6.77
1tys,-202.74,0.00100016,-11.075,-23,5.49
1hpo,-191.001,0.0611908,-15.5613,-9,9.22
2aoe,-252.58,0.0267717,-20.4848,-12,7.62
1q54,-92.6322,0.312359,-7.97558,-4,5.85
1qb1,-108.162,0.445614,-9.66186,-4,6.77
1jmf,-155.74,0.0344487,-10.0085,-14,5.77
2afx,-53.3446,0.00848784,-4.94295,-1,5.15
1ct8,-176.976,0.0527884,-14.9504,-7,6.52
1wcq,-184.685,0.024986,-10.8935,-19,6.26
2gst,-169.916,0.0868836,-13.0785,-10,6.07
1oba,-29.0651,0.00402362,-3.31053,1,2.44
2bqv,-235.809,0.0205773,-21.2015,-6,8.05
1hpv,-207.623,0.0104676,-18.3727,-6,9.22
1d9i,-111.387,0.409456,-11.5482,-0,9.11
1sw1,-64.6077,0.0648352,-5.72561,-2,7.3
1nt1,-149.698,0.0104785,-14.5803,-1,8.89
1oyq,-98.9994,0.0395582,-9.9395,-0,6.96
1c70,-264.54,0.016478,-24.8705,-4,10.3
1b3h,-195.303,0.0216606,-16.3519,-8,6.21
1cnx,-127.927,0.00103652,-8.39378,-11,7.37
2dw7,-100.217,0.054875,-5.67657,-11,4.7
1z1h,-209.363,0.0244017,-18.1607,-7,8.4
1k1l,-97.1276,0.0555442,-8.5683,-3,6.9
1nf8,-132.266,0.00619488,-8.83282,-11,7.82
1oif,-90.7906,0.00818096,-5.48724,-9,7.72
2byr,-211.084,0.0641438,-21.1725,-0,8.55
1lzq,-224.952,0.237045,-19.5322,-8,8.39
1gno,-174.794,0.417559,-14.697,-8,7.7
1c5x,-71.3576,0.0108032,-7.14657,-0,6.68
1g9r,-250.201,0.0434813,-18.2636,-17,5.7
1qka,-210.332,0.00795222,-17.0411,-10,5.92
1l6m,-62.9681,0.0409196,-4.33773,-5,8.1
1sgu,-231.342,0.0589424,-19.5931,-9,5.37
2fzk,-124.434,0.3374,-9.5808,-8,3.6
1dqn,-161.777,0.00936788,-9.78709,-16,8
2bfq,-197.893,0.00563722,-16.1949,-9,6.89
1izi,-243.044,0.0275391,-19.9319,-11,6.59
2fqw,-139.098,0.0156582,-10.3255,-9,6.68
1bv7,-271.537,0.0303996,-26.7841,-1,9.3
1w4p,-119.844,0.00897055,-7.99339,-10,4.74
2jxr,-224.057,0.0380652,-19.6437,-7,7.05
1li2,-41.6257,0.00379619,-4.16637,-0,4.04
1n8v,-79.6973,0.00318008,-7.97291,-0,6.03
1lkk,-137.557,0.00388583,-8.15958,-14,6.85
1tuf,-61.3662,0.00762086,-7.34424,3,4.05
1o2z,-104.712,0.041792,-9.71298,-2,6.11
1t31,-126.029,0.0416678,-10.6445,-5,8.64
1b46,-168.631,0.0164348,-14.0795,-7,5.28
1k1j,-106.88,0.0110887,-10.2991,-1,7.55
1c87,-128.971,0.04143,-8.13852,-12,4.2
2gvj,-147.423,0.0685285,-14.8108,-0,9.52
1afk,-135.344,0.0200101,-7.55444,-15,6.62
1kpm,-101.493,0.241628,-9.99093,-1,5.8
1jcx,-267.768,0.0128207,-12.3896,-36,5.15
4std,-102.509,0.00505358,-10.6559,1,10.33
1jao,-158.845,0.0152076,-10.6997,-13,5.92
1h0a,-144.54,0.000401583,-5.65437,-22,5.44
1yfz,-129.56,0.00609833,-8.96212,-10,4.35
1qy1,-62.296,0.0100828,-6.63968,1,6.52
1fq5,-275.779,0.0875961,-22.8655,-12,8.4
1mrw,-179.706,0.0391166,-18.8097,2,9.7
1ksn,-168.002,0.0271906,-16.0274,-2,9.4
1fjs,-147.122,0.155644,-15.2678,1,9.96
1ur9,-213.971,0.0800804,-16.6771,-12,5.77
2fqo,-175.047,0.0247405,-9.12944,-21,6.43
1e1x,-108.203,0.0190235,-9.23929,-4,5.89
1jlr,-144.875,0.043492,-9.33103,-13,3.33
1ew8,-110.367,0.31334,-2.95001,-21,2.26
1bxq,-252.901,0.0373031,-21.3274,-10,7.38
1pb8,-102.059,0.0168787,-4.22276,-15,5.15
1x8r,-213.774,0.0512151,-13.8286,-19,6.12
1p19,-132.661,0.118326,-7.78438,-14,4.11
1jqy,-148.353,0.0535733,-10.8888,-10,4.92
1fpc,-127.95,0.0639359,-12.8589,-0,7
2b4l,-67.4162,0.00771291,-5.14933,-4,4.77
1i9m,-106.947,0.156398,-7.25112,-9,8.48
1l83,-35.841,0.00765506,-3.59176,-0,3.4
1nz7,-226.016,0.041992,-14.6436,-20,7.12
1lbf,-179.879,0.0521983,-11.6401,-16,7.85
1a4r,-170.135,0.00933019,-11.8228,-13,6.66
1ec9,-126.926,0.127488,-6.82006,-15,3.1
1r6n,-69.0475,0.0191143,-6.52387,-1,7.4
1tng,-54.7657,0.00199723,-4.67857,-2,2.93
1cgl,-174.891,0.00316153,-11.8923,-14,6.87
1g2k,-246.46,0.0281059,-21.8741,-7,7.96
1mue,-121.185,0.0166648,-11.7351,-1,8.64
2ez7,-40.8273,0.0165313,-3.29926,-2,4.36
1mu8,-139.169,0.00285381,-13.5197,-1,9
1kdk,-127.904,0.0112611,-11.6017,-3,9.05
1g30,-133.798,0.160069,-13.9399,1,6.85
1mrn,-248.417,0.0189297,-20.8606,-10,4.52
1uj5,-114.278,0.0379327,-6.66569,-12,3.05
1b6h,-177.396,0.0107952,-14.5504,-8,7.82
1gnn,-182.241,0.259304,-14.8834,-9,5.68
2gzl,-236.299,0.0381632,-19.2681,-11,4.82
1pot,-72.5236,0.0232395,-5.67559,-4,5.49
1i9l,-99.477,0.0476819,-5.99538,-10,8.48
1k1n,-78.4394,0.0245764,-7.86852,-0,6.82
5er2,-252.538,0.127012,-23.3809,-5,6.57
1q84,-257.158,0.0567326,-22.5725,-8,11.05
1lgt,-116.297,0.0271277,-8.4568,-8,6.1
1v2r,-97.0231,0.0132322,-7.71554,-5,3.55
1b51,-165.579,0.00518837,-14.1631,-6,7.37
1cps,-146.678,0.0498131,-7.91758,-17,6.66
1uz8,-133.058,0.0124977,-8.91826,-11,4.96
1uvt,-119.619,0.0164687,-13.5783,4,7.64
1fcy,-171.602,0.0386841,-16.3989,-2,8.52
1elc,-87.183,0.320039,-13.0383,10,6.66
1bzy,-194.937,0.0390048,-12.7327,-17,8.34
1ugx,-96.8648,0.00312027,-6.4896,-8,5.91
1fm9,-224.704,0.0966923,-21.3671,-3,9
2j34,-138.442,0.0279586,-13.4722,-1,7.82
1d6v,-130.51,0.084405,-11.5354,-4,6.17
1nw7,-148.407,0.0106938,-11.6514,-8,5.09
1b6j,-241.132,0.022116,-20.5353,-9,7.92
1xjd,-167.27,0.0464494,-16.3735,-1,9.48
2aod,-256.074,0.0453751,-22.4528,-8,5.66
1bnt,-122.857,0.00615363,-7.89183,-11,9.8
1hvl,-257.589,0.0218571,-24.5808,-3,9.95
2f81,-207.476,0.1151,-18.0627,-7,10.52
1bv9,-295.384,0.0361133,-25.9745,-9,8.96
2eum,-166.776,0.057067,-12.7347,-10,6.7
1rpj,-130.102,0.056661,-6.26688,-17,6.48
1g32,-125.787,0.218811,-13.5975,2,6.11
1g3d,-92.2065,0.00276943,-6.42342,-7,5.55
1iih,-101.398,0.00143727,-5.7412,-11,2.89
1i00,-85.1821,0.0335247,-7.75174,-2,6.34
1xff,-130.729,0.00740237,-5.08028,-20,4.82
1o38,-118.78,0.0545,-9.93247,-5,6.82
1pgp,-130.336,0.0223486,-8.65593,-11,5.7
2a8g,-101.047,0.318351,-9.22304,-3,3.69
6cpa,-232.045,0.114401,-13.3189,-25,11.52
1lpz,-139.39,0.0391239,-13.5782,-1,7.6
4tmk,-289.953,0.0909526,-21.8863,-18,7.7
1m0o,-184.488,0.0542792,-11.303,-18,2.31
1b5h,-158.807,0.0101565,-13.4909,-6,6.01
1jeu,-198.132,0.0018007,-15.415,-11,6.82
2aac,-103.387,0.0101474,-5.94889,-11,2.22
1moq,-128.816,0.00542477,-7.68707,-13,3.46
1xt8,-80.2569,0.00739639,-4.03309,-10,6.85
2avq,-266.095,0.011661,-22.6212,-10,4.39
1gjc,-119.481,0.0551612,-10.4033,-4,6.35
3aid,-178.471,0.0313159,-16.6784,-3,6.86
1v2u,-55.3163,0.00129544,-5.53292,-0,3.37
1f0s,-105.265,0.0224168,-9.74896,-2,7.74
1igj,-102.424,0.0152101,-11.4576,3,10
2tmn,-135.764,0.0245538,-6.40092,-18,5.89
1ado,-66.7351,0.00623797,-4.27975,-6,6
1ciz,-216.354,0.0610773,-16.8965,-12,7.44
1o2n,-98.8005,0.0570036,-9.93706,-0,6.09
2hf8,-226.159,0.00961635,-15.8255,-17,5.47
1ork,-193.437,0.0249209,-17.7686,-4,8.81
1qin,-220.726,0.038885,-14.9115,-18,8
1ecv,-135.592,0.0387354,-8.79793,-12,4.85
1pxp,-125.015,0.0202846,-12.5217,-0,6.66
1mrs,-142.347,0.0121718,-11.0469,-8,3.96
1dif,-265.763,0.00797078,-25.3842,-3,10.66
1aj7,-126.759,0.0243132,-8.70021,-10,3.87
1yvm,-77.62,0.0190857,-7.78108,-0,6.4
2amt,-215.255,0.0126474,-17.1382,-11,4.44
1lkl,-136.499,0.00550099,-6.85543,-17,5.81
1qf2,-151.23,0.0213123,-10.7443,-11,5.92
1y20,-86.8126,0.0330155,-4.31428,-11,5.32
1w5w,-290.443,0.0454412,-24.6897,-11,8.8
1a94,-233.198,0.0509581,-21.3708,-5,7.85
1b4z,-212.432,0.0107722,-14.854,-16,5.23
1os5,-97.1276,0.0392415,-9.352,-1,6.85
1fkg,-133.302,0.0181635,-12.1483,-3,8
1s63,-85.3491,0.00397739,-9.33889,2,9.05
1r1j,-158.306,0.465835,-11.0964,-13,8.64
1m48,-122.301,0.0358387,-9.86595,-6,5.09
1f0t,-91.079,0.0267708,-7.93467,-3,6
1li3,-55.5682,0.0058088,-4.76263,-2,4.25
2j7b,-104.17,0.0299284,-6.84694,-9,6.62
3pck,-89.906,0.0497939,-5.84039,-8,6.7
1bwb,-299.344,0.028711,-26.3631,-9,8.42
2il2,-243.176,0.0633339,-20.7809,-9,7.1
1qbt,-282.875,0.0436017,-25.1311,-8,10.62
2fxv,-174.989,0.0125938,-12.3115,-13,5.35
2izl,-109.626,0.00365255,-8.56623,-6,6
1ucn,-150.966,0.0257679,-12.3224,-7,5.22
1upf,-50.2185,0.000216073,-5.02207,-0,4.6
2fqy,-118.223,0.0339987,-10.2563,-4,6.57
1bgq,-112.255,0.0479166,-9.27342,-5,8.57
1nl9,-167.607,0.00878427,-11.1695,-14,5.96
1o2j,-93.6124,0.115335,-9.07658,-1,6.92
1v2j,-54.9167,0.00098997,-5.49266,-0,3.25
2j7g,-132.23,0.0849205,-8.5079,-12,7
