name,AlphaHB,repulsion_term,attraction_term,HB_term,affinity
3g0w,-117.694,0.0158072,-12.5852,2,9.52
1yc1,-151.38,0.011913,-13.1499,-5,6.17
3ozt,-162.999,0.0321399,-14.7321,-4,4.13
1w4o,-125.885,0.0106165,-8.19911,-11,5.22
2w4x,-116.49,0.0384081,-8.48742,-8,4.85
4u4s,-64.3934,0.0140283,-7.25337,2,2.92
4de3,-125.299,0.00277589,-10.9327,-4,5.52
3uri,-212.508,0.0213271,-19.6722,-4,9
3fv1,-163.829,0.0232623,-10.8062,-14,9.3
2wca,-108.345,0.0722543,-7.70673,-8,5.6
1nvq,-160.697,0.0188763,-16.0886,-0,8.25
2w66,-115.99,0.0945051,-7.2935,-11,4.05
3ary,-82.9311,0.0132528,-8.30636,-0,6
4msn,-71.351,0.00233485,-6.73744,-1,4.03
4msc,-106.742,0.0473694,-9.92157,-2,5.96
2xnb,-115.432,0.0451522,-11.5884,-0,6.83
4mrw,-59.394,0.0445996,-5.984,-0,3.3
3jya,-85.7203,0.00947296,-8.98151,1,6.89
3up2,-155.404,0.00437786,-13.1447,-6,7.4
2zda,-138.83,0.0049529,-13.088,-2,8.4
3ueu,-76.8656,0.0089842,-7.69554,-0,5.24
4mrz,-78.5427,0.00227619,-6.25655,-4,3.52
2fxs,-105.293,0.0330912,-8.96238,-4,6.06
1lpg,-147.201,0.144773,-16.0648,3,7.09
1q8t,-96.0462,0.0256245,-9.23025,-1,4.76
3qqs,-112.66,0.0189223,-8.88494,-6,5.82
2weg,-96.614,0.00828659,-6.06968,-9,6.5
3jvs,-95.1557,0.032083,-9.54765,-0,6.54
3f3e,-62.1863,0.00865217,-4.62728,-4,7.7
2qbq,-156.079,0.0421815,-12.0501,-9,7.44
1bzc,-135.899,0.0369866,-8.82685,-12,4.92
1pxn,-109.878,0.0320271,-10.6198,-1,7.15
2j78,-117.251,0.0318663,-6.95693,-12,6.42
1z6e,-150.632,0.0126515,-16.2758,3,9.72
3zdg,-62.4795,0.044979,-7.49293,3,7.1
4gfm,-109.162,0.00104356,-9.71729,-3,7.22
4eo8,-105.103,0.0115899,-9.3219,-3,8.15
2wvt,-114.238,0.0394867,-5.86332,-14,6.12
3nx7,-134.142,0.0108491,-9.02507,-11,8.1
1syi,-152.501,0.0178111,-10.0679,-13,5.44
4ddk,-77.8924,0.025505,-6.21475,-4,2.29
2zcr,-155.849,0.0230765,-13.608,-5,6.87
2xbv,-158.947,0.0403499,-16.7351,2,8.43
4de1,-136.67,0.00171146,-11.2688,-6,5.96
4abg,-69.0382,0.000488795,-6.90431,-0,3.57
3uuo,-127.506,0.00476192,-11.1554,-4,7.96
4eor,-163.914,0.0307234,-14.8221,-4,6.3
1sqa,-100.313,0.0274402,-10.8587,2,9.21
3mss,-64.8313,0.00332145,-6.48645,-0,4.66
2p15,-185.747,0.0171594,-16.5919,-5,10.3
3ejr,-149.614,0.0726872,-9.43405,-14,8.57
3ge7,-201.975,0.0337079,-13.8312,-16,8.7
3zsx,-110.873,0.0189638,-8.70624,-6,3.28
1u1b,-191.307,0.00486693,-14.3356,-12,7.8
4ty7,-161.179,0.00898967,-14.5269,-4,9.52
5dwr,-160.048,0.0597255,-15.6646,-1,11.22
2j7h,-105.351,0.0159406,-5.35108,-13,7.19
2br1,-122.401,0.0140557,-11.8542,-1,5.14
3utu,-159.627,0.0177635,-15.1805,-2,10.92
3syr,-166.534,0.00621275,-11.0596,-14,5.1
3g31,-18.8925,0.00562922,-1.89488,-0,2.89
4kzq,-110.568,0.021182,-10.278,-2,6.1
2xii,-153.176,0.0486731,-10.1663,-13,7.2
4m0y,-106.856,0.0140797,-10.2997,-1,6.46
1p1n,-119.588,0.0364551,-7.59528,-11,6.8
3coz,-228.184,0.0297711,-15.2481,-19,5.57
2wnc,-104.683,0.0403455,-10.1087,-1,6.32
1uto,-41.3244,0.00209711,-4.13454,-0,2.27
3arq,-114.066,0.0891712,-11.8957,1,6.4
1a30,-128.042,0.034024,-10.4382,-6,4.3
3kwa,-76.1992,0.0945992,-5.71452,-5,4.08
3qgy,-111.996,0.0217456,-10.4214,-2,7.8
4djv,-132.013,0.0198484,-12.0211,-3,6.72
2xb8,-177.785,0.0902098,-11.8687,-15,7.59
4eky,-185.701,0.200816,-12.7709,-15,3.52
3dd0,-108.422,0.00758012,-6.84974,-10,9
3fur,-177.603,0.00748702,-16.5678,-3,8
2v7a,-149.423,0.00742449,-12.9497,-5,8.3
3e5a,-165.833,0.0226053,-15.0059,-4,8.23
4qd6,-73.0986,0.0625758,-5.37243,-5,8.64
3bgz,-118.74,0.015179,-10.6892,-3,6.26
2zy1,-146.609,0.00379466,-11.8647,-7,7.4
4ivd,-143.284,0.0208217,-12.7492,-4,9.52
3r88,-74.7656,0.0121469,-5.88871,-4,4.82
3pyy,-90.2336,0.0328388,-9.0562,-0,6.86
3n7a,-115.592,0.0147259,-6.37393,-13,3.7
4f09,-117.355,0.00406855,-10.1395,-4,6.7
1s38,-117.365,0.00106596,-7.73753,-10,5.15
4x6p,-180.035,0.0349427,-16.4384,-4,8.3
2v00,-106.97,0.00379601,-7.90082,-7,3.66
5aba,-43.6045,0.0199426,-5.18039,2,2.98
2vw5,-157.716,0.0175027,-14.9891,-2,8.52
4agq,-74.4004,0.0122933,-8.25234,2,5.01
3lka,-76.1757,0.0255861,-6.04315,-4,2.82
1ydt,-142.499,0.0257745,-13.4757,-2,7.32
4j3l,-126.457,0.0184939,-11.0642,-4,7.8
3u8n,-90.9088,0.0299378,-9.12082,-0,10.17
3rsx,-100.045,0.00164585,-7.60611,-6,4.41
3rr4,-126.934,0.0364027,-9.92976,-7,4.55
3zso,-125.123,0.00298905,-11.3153,-3,5.12
1nc3,-156.477,0.0241602,-10.0719,-14,5
4agn,-78.3498,0.0135261,-8.2485,1,3.97
3pww,-191.434,0.0297707,-19.1732,-0,7.32
4ea2,-112.569,0.051037,-11.308,-0,6.44
3l7b,-126.125,0.00560453,-10.2181,-6,2.4
2yki,-192.035,0.0185467,-18.0221,-3,9.46
2zcq,-140.393,0.0332035,-11.6725,-6,8.82
1qf1,-199.82,0.0156676,-13.1976,-17,7.32
3ehy,-136.108,0.0227583,-8.83357,-12,5.85
4ih5,-73.5436,0.000847236,-7.3552,-0,4.11
1ps3,-134.513,0.0462992,-6.69756,-17,2.28
2qbp,-190.264,0.0737666,-15.9002,-8,8.4
2cbv,-120.697,0.063386,-6.13312,-15,5.48
3gc5,-160.889,0.0154464,-10.9043,-13,7.26
4dld,-138.359,0.0598301,-11.0957,-7,5.82
4ogj,-111.525,0.00497495,-8.75745,-6,6.79
4twp,-152.659,0.0945621,-13.7605,-4,10
3udh,-82.3699,0.0143607,-6.65135,-4,2.85
3jvr,-79.8095,0.00556781,-7.98652,-0,5.72
5tmn,-234.706,0.0111822,-14.6818,-22,8.04
3g2n,-149.476,0.00964915,-10.5572,-11,4.09
3ui7,-133.915,0.0271505,-11.8186,-4,9
2p4y,-196.822,0.0194008,-19.3016,-1,9
4ivc,-145.06,0.00849732,-12.5145,-5,10
3uew,-76.2712,0.00670988,-7.23383,-1,6.31
2x00,-166.717,0.00876553,-17.0805,1,11.33
4e6q,-135.699,0.00531894,-12.3753,-3,8.36
4ddh,-106.291,0.00793856,-7.437,-8,3.3
4kz6,-82.1951,0.0049488,-6.22446,-5,3.1
4agp,-68.5023,0.0142375,-7.66447,2,4.69
3cj4,-105.636,0.0396371,-9.00321,-4,6.51
3rlr,-129.641,0.0151852,-11.3793,-4,7.52
2qnq,-217.387,0.0888183,-18.6275,-8,6.11
3gbb,-124.675,0.00893569,-9.67648,-7,6.9
1gpk,-103.44,0.00766707,-9.55167,-2,5.37
4wiv,-79.1683,0.00238802,-8.71922,2,6.26
3oe5,-172.898,0.0410422,-14.9308,-6,6.88
1r5y,-119.653,0.0282593,-7.5936,-11,6.46
2c3i,-121.153,0.0270418,-11.7424,-1,7.6
4f2w,-152.017,0.0149094,-11.6166,-9,11.3
1e66,-103.965,0.0223099,-10.8188,1,9.89
4gkm,-127.603,0.045413,-9.60575,-8,5.17
3u5j,-88.5499,0.00105275,-8.45604,-1,5.61
3nq9,-53.3224,0,-5.33224,-0,4.03
3e92,-150.803,0.0209619,-14.7013,-1,8
3arv,-98.3458,0.0332397,-9.86782,-0,5.64
3b65,-141.245,0.0346251,-13.7591,-1,9.27
3d4z,-132.462,0.0874327,-6.5336,-17,4.89
2hb1,-102.76,0.00320272,-6.67919,-9,3.8
3uo4,-159.94,0.0388638,-14.0329,-5,6.52
4ciw,-133.756,0.0202455,-8.19584,-13,4.82
3gv9,-70.5792,0.00742464,-5.46535,-4,2.12
4jsz,-35.4947,1.2807e-006,-4.34947,2,2.3
1h22,-176.134,0.0129413,-16.8264,-2,9.1
1ydr,-101.051,0.0659019,-9.77101,-1,5.52
3f3d,-75.9107,0.0101,-5.20117,-6,7.16
2wtv,-147.295,0.0338528,-14.3634,-1,8.74
2xdl,-87.3629,0.0147643,-7.95105,-2,3.1
4ivb,-134.787,0.00266196,-11.4813,-5,8.72
3kr8,-125.375,0.0287078,-11.7662,-2,8.1
1p1q,-107.315,0.0634933,-7.19495,-9,4.89
3o9i,-240.698,0.0172668,-20.4871,-9,11.82
3bv9,-134.108,0.00400057,-13.0148,-1,5.36
4gr0,-227.038,0.0606895,-19.5645,-8,9.55
3ag9,-202.235,0.0211209,-16.6446,-9,8.05
4k77,-91.3641,0.00669867,-8.7431,-1,6.63
1o5b,-75.373,0.0175239,-7.15483,-1,5.77
3p5o,-112.95,0.0245362,-11.3196,-0,7.26
3tsk,-175.006,0.0590618,-16.3596,-3,7.17
4jfs,-89.7813,0.0230653,-6.6012,-6,5.27
2yfe,-133.549,0.00529309,-12.1602,-3,6.63
2qe4,-149.357,0.0137969,-12.5495,-6,7.96
2wn9,-137.196,0.00938215,-10.529,-8,8.52
1eby,-275.138,0.0282221,-23.142,-11,9.7
4hge,-119.739,0.0224413,-11.9963,-0,7.92
1q8u,-101.907,0.0680951,-10.2588,-0,5.96
4w9h,-102.538,0.0603922,-8.71415,-4,6.73
3ao4,-78.7514,0.0593156,-7.93445,-0,2.07
2vvn,-107.16,0.0367601,-8.35278,-6,7.3
3wz8,-149.364,0.026737,-15.3632,1,5.82
4j28,-116.877,0.0452335,-7.73296,-10,5.7
4dli,-104.507,0.053222,-10.5039,-0,5.62
3ryj,-108.374,0.00418794,-7.24158,-9,7.8
3gr2,-71.4165,0,-5.54165,-4,2.52
3acw,-113.994,0.0187359,-11.0181,-1,4.76
3zt2,-104.867,0.00864218,-9.69534,-2,2.84
4cig,-116.315,0.0070142,-9.23851,-6,3.67
3wtj,-94.0647,0.0110931,-9.41756,-0,6.53
2qbr,-151.82,0.0298125,-12.0118,-8,6.33
1o3f,-96.1415,0.0722111,-8.48636,-3,7.96
