name,AlphaHB,repulsion_term,attraction_term,HB_term,affinity
4xmr,-75.9527,0.00270253,-4.79798,-7,4.07
4knm,-120.499,0.0476004,-7.69752,-11,8
4gzt,-122.835,0.205291,-8.88879,-9,7.77
4i8z,-208.389,0.0770362,-17.716,-8,11.05
4pyy,-153.505,0.015932,-11.7664,-9,7.23
2q1q,-105.344,0.00732837,-6.9417,-9,8.15
4np9,-70.4629,0.0559707,-3.10226,-10,5.03
2pgz,-112.845,0.0362489,-11.7207,1,5.74
3gjw,-94.4638,0.113978,-8.76036,-2,8.3
3le9,-153.95,0.0111509,-11.8062,-9,8.22
3g30,-84.2242,0.1273,-6.94972,-4,2.51
1q54,-92.6322,0.312359,-7.97558,-4,5.85
1qb1,-108.162,0.445614,-9.66186,-4,6.77
3q71,-222.654,0.0345137,-16.6999,-14,5.22
1jmf,-155.74,0.0344487,-10.0085,-14,5.77
2afx,-53.3446,0.00848784,-4.94295,-1,5.15
1ct8,-176.976,0.0527884,-14.9504,-7,6.52
3uug,-116.898,0.0231956,-6.913,-12,4.51
3d0e,-202.792,0.0187064,-17.4979,-7,8.4
4bny,-96.3066,0.0760644,-10.9067,3,7.1
1zfq,-105.107,0.00838815,-6.51904,-10,7.52
1wcq,-184.685,0.024986,-10.8935,-19,6.26
3v51,-174.93,0.0163934,-17.5093,-0,8.55
2hl4,-120.98,0.00803295,-7.70606,-11,7.64
2q2a,-135.227,0.0187293,-7.14145,-16,7.41
4km2,-116.578,0.0253957,-10.0831,-4,5.84
3m5e,-116.421,0.0707965,-7.31292,-11,7.37
2p3c,-260.6,0.201677,-24.2617,-5,7.62
2r2m,-129.289,0.000699262,-12.9296,-0,7.33
4wkb,-146.251,0.0227407,-11.4479,-8,11.57
2gst,-169.916,0.0868836,-13.0785,-10,6.07
4q7p,-77.3826,0.00480914,-4.94307,-7,4.32
4afg,-106.773,0.00674936,-9.08404,-4,8.3
4e6d,-134.468,0.0554596,-11.9022,-4,8.92
2qhy,-191.431,0.0226439,-17.9657,-3,7.48
3ekp,-193.467,0.0769262,-17.0236,-6,8.89
2we3,-162.949,0.0247769,-11.1197,-13,4.43
2vwm,-166.121,0.0240079,-16.6361,-0,7.03
1oba,-29.0651,0.00402362,-3.31053,1,2.44
3d8z,-76.5082,0.00159382,-7.25241,-1,3.37
2bqv,-235.809,0.0205773,-21.2015,-6,8.05
2i3v,-103.787,0.00837659,-5.98712,-11,6.55
4de5,-84.9486,0.0196165,-6.11448,-6,3.15
2vwn,-132.303,0.00648641,-13.2368,-0,8
4omj,-158.926,0.0547658,-16.7473,2,5.26
3su6,-177.028,0.033784,-15.7366,-5,6.02
1hpv,-207.623,0.0104676,-18.3727,-6,9.22
4ndu,-60.8881,0.0227614,-4.51157,-4,2.74
5a2i,-103.105,0.0676283,-7.97809,-6,5.06
3cj2,-79.4811,0.00349737,-7.95161,-0,4.85
1d9i,-111.387,0.409456,-11.5482,-0,9.11
2bes,-181.048,0.00493581,-7.70978,-26,4.24
4x5p,-98.7411,0.0629168,-3.93703,-15,8.21
1phw,-54.651,0.327349,-5.39245,-1,3.3
4ibc,-91.3541,0.00227089,-7.93768,-3,2.98
4djo,-213.164,0.0208924,-19.7373,-4,11.52
4kz7,-64.3664,0.00334863,-5.63999,-2,2.49
4ibi,-130.511,0.0351435,-11.8862,-3,4.14
3sw8,-114.029,0.0304213,-8.63334,-7,4.5
2o8h,-121.753,0.0493386,-11.8247,-1,7.6
185l,-51.8297,0.0218975,-5.20487,-0,3.54
4e4n,-139.693,0.013558,-12.3829,-4,9.05
1sw1,-64.6077,0.0648352,-5.72561,-2,7.3
4ksy,-239.341,0.110304,-22.4444,-4,8.42
3b25,-90.6586,0.0126808,-9.07854,-0,6.07
4jsa,-92.9251,0.00297132,-5.29548,-10,4.96
1nt1,-149.698,0.0104785,-14.5803,-1,8.89
2clk,-93.9609,0.00598247,-5.80207,-9,3.79
2oxx,-66.3226,0.0154993,-7.04776,1,6.7
1oyq,-98.9994,0.0395582,-9.9395,-0,6.96
3bkk,-245.183,0.0558889,-17.7742,-17,6.08
4d4d,-144.104,0.0162321,-10.4267,-10,5.96
1c70,-264.54,0.016478,-24.8705,-4,10.3
1b3h,-195.303,0.0216606,-16.3519,-8,6.21
3nik,-125.344,0.0157891,-10.9502,-4,3.45
1cnx,-127.927,0.00103652,-8.39378,-11,7.37
1hn4,-168.655,0.0142959,-17.2797,1,3.82
2dw7,-100.217,0.054875,-5.67657,-11,4.7
4oct,-86.8141,0.0770322,-4.35844,-11,5.05
1z1h,-209.363,0.0244017,-18.1607,-7,8.4
1k1l,-97.1276,0.0555442,-8.5683,-3,6.9
1nf8,-132.266,0.00619488,-8.83282,-11,7.82
2fdp,-229.185,0.0132962,-20.1318,-7,7.59
3o9a,-224.87,0.0149945,-19.702,-7,10.7
1oif,-90.7906,0.00818096,-5.48724,-9,7.72
2byr,-211.084,0.0641438,-21.1725,-0,8.55
3fql,-178.988,0.0205261,-17.9193,-0,7.15
3hzm,-100.258,0.0127741,-6.03855,-10,5.52
3cd7,-194.652,0.04388,-17.1091,-6,7.84
4rj8,-157.376,0.0248974,-14.5625,-3,7.77
1km3,-149.676,0.0282087,-8.19577,-17,4.91
1lzq,-224.952,0.237045,-19.5322,-8,8.39
2i19,-87.1872,0.0564134,-7.57513,-3,7.8
4trc,-57.0686,0.0476204,-4.95448,-2,4.52
3isj,-113.664,0.0172001,-9.3836,-5,3.68
4cpz,-170.122,0.0145536,-11.8267,-13,7.68
4avs,-38.6348,0.0361188,-3.0996,-2,3.49
4h42,-85.8885,0.0369208,-7.82577,-2,3.47
1gno,-174.794,0.417559,-14.697,-8,7.7
3pcj,-86.3103,0.0650749,-5.8961,-7,7.22
4ayq,-98.5524,0.0317148,-6.28696,-9,7.33
4hzm,-106.629,0.0144361,-6.67737,-10,4.63
1f73,-181.504,0.0220557,-9.77249,-21,2.39
4fm8,-143.233,0.000741618,-13.524,-2,5.97
4b7r,-153.854,0.0510978,-10.6365,-12,9.64
1c5x,-71.3576,0.0108032,-7.14657,-0,6.68
2qnn,-269.737,0.0438075,-23.8175,-8,7.15
3v5t,-153.948,0.0685093,-15.4633,-0,8.22
1g9r,-250.201,0.0434813,-18.2636,-17,5.7
3m3e,-86.054,0.0164537,-3.82185,-12,4.43
3uil,-27.7647,0.0124737,-3.18894,1,6
1qka,-210.332,0.00795222,-17.0411,-10,5.92
4rpn,-66.6684,0.0140886,-6.28093,-1,6.96
1l6m,-62.9681,0.0409196,-4.33773,-5,8.1
3p8p,-95.5894,0.062497,-8.42144,-3,4.55
2cn0,-153.609,0.0198101,-14.9807,-1,7.66
4mr3,-73.0145,0.123055,-7.02451,-1,5.94
2vmf,-117.214,0.0564291,-7.37782,-11,5.85
1sgu,-231.342,0.0589424,-19.5931,-9,5.37
2fzk,-124.434,0.3374,-9.5808,-8,3.6
1uwt,-89.103,0.0281566,-7.33845,-4,5.97
4jwk,-87.3556,0.119554,-7.65511,-3,8.32
3gqz,-84.5584,0.169387,-6.62523,-5,2.17
4mss,-129.125,0.0383747,-7.35085,-14,6.4
1dqn,-161.777,0.00936788,-9.78709,-16,8
2bfq,-197.893,0.00563722,-16.1949,-9,6.89
4lw1,-75.5461,0.00426535,-5.95888,-4,3.15
2rkd,-83.1359,0.0265885,-4.74018,-9,2.72
1wuq,-277.031,0.0473702,-16.1505,-29,8.27
1izi,-243.044,0.0275391,-19.9319,-11,6.59
2baj,-157.212,0.0212327,-14.5425,-3,8.4
4bam,-175.184,0.0102895,-15.1287,-6,8.94
3mhc,-121.309,0.00768177,-7.33856,-12,7.96
2wl0,-252.3,0.0284563,-22.8585,-6,7.8
2psv,-189.599,0.0224243,-16.1824,-7,7.24
4i3z,-124.94,0.0101112,-11.7042,-2,4.29
2fqw,-139.098,0.0156582,-10.3255,-9,6.68
1yq7,-92.4316,0.135301,-7.37846,-5,7.09
1bv7,-271.537,0.0303996,-26.7841,-1,10.3
3nw3,-187.147,0.0733962,-16.7881,-5,6.49
3p3r,-90.0326,0.0152868,-9.41855,1,7.25
3hzv,-135.289,0.0076562,-7.53654,-15,6.52
3ru1,-90.2217,0.00754754,-8.62971,-1,4.85
1w4p,-119.844,0.00897055,-7.99339,-10,4.74
3sug,-130.637,0.132879,-10.7966,-6,6.21
2jxr,-224.057,0.0380652,-19.6437,-7,7.05
4h3j,-166.517,0.0441141,-14.6958,-5,7.05
1li2,-41.6257,0.00379619,-4.16637,-0,4.04
3u7s,-220.782,0.0194131,-18.4977,-9,8.43
4euo,-72.005,0.0261145,-4.42661,-7,5.05
4qhc,-69.623,0.274005,-6.0363,-3,6.7
1n8v,-79.6973,0.00318008,-7.97291,-0,6.03
3vhk,-133.478,0.0103557,-12.5582,-2,4.6
4z83,-131.625,0.0200657,-11.9826,-3,7.4
4jpy,-71.736,0.0156473,-6.78924,-1,4.43
3rdo,-115.753,0.00939867,-7.58474,-10,9.85
1lkk,-137.557,0.00388583,-8.15958,-14,6.85
2xab,-114.097,0.0319288,-9.8416,-4,9.27
3fat,-120.032,0.0061903,-8.00936,-10,7.64
2r23,-138.725,0.0579716,-7.93046,-15,3.72
4c1t,-243.302,0.0712818,-18.0014,-16,7.15
4yrd,-89.4183,0.0434304,-5.78526,-8,4.57
4q0k,-152.75,0.000853024,-13.2758,-5,4.87
4m0e,-104.558,0.0291169,-10.0849,-1,6.22
3h8b,-142.138,0.123116,-15.1369,2,6.29
4mmm,-53.9585,0.0384042,-4.23425,-3,3.82
4aia,-82.5592,0.0154384,-5.87136,-6,3.66
3nyd,-58.1992,0.0369734,-6.25689,1,3.48
3aaq,-208.442,0.120952,-15.7652,-13,3.3
3lbj,-106.086,0.00876154,-10.2174,-1,4.96
3ewc,-150.704,0.0589693,-11.5294,-9,7.7
1f8d,-147.718,0.0391466,-9.61097,-13,3.4
4i7p,-42.5425,0.0132036,-3.46746,-2,3.5
3nu3,-207.862,0.0193784,-18.4056,-6,9.82
3g32,-77.1714,0.0154335,-5.73257,-5,3.71
1tuf,-61.3662,0.00762086,-7.34424,3,4.05
3b7i,-74.557,0.0491831,-5.10488,-6,5.82
1o2z,-104.712,0.041792,-9.71298,-2,6.11
1rpf,-136.16,0.0309958,-10.047,-9,3.99
1if7,-111.871,0.0139574,-6.80104,-11,10.52
4jne,-225.579,0.0147399,-15.7727,-17,5.86
1t31,-126.029,0.0416678,-10.6445,-5,8.64
4few,-105.725,0.0155802,-9.7881,-2,5.21
2rcn,-173.697,0.010474,-9.7802,-19,6
4xar,-130.608,0.0161653,-7.47695,-14,6.97
1b46,-168.631,0.0164348,-14.0795,-7,5.28
4ncn,-263.691,0.0269133,-16.396,-25,5.67
1k1j,-106.88,0.0110887,-10.2991,-1,7.55
1hp5,-112.846,0.0321936,-7.71675,-9,6.55
3c52,-129.134,0.0544336,-5.36784,-19,7.3
2jg0,-223.651,0.0289485,-13.994,-21,7.82
1c87,-128.971,0.04143,-8.13852,-12,4.2
4ymb,-143.679,0.0175475,-9.98547,-11,6.21
3pn1,-117.002,0.0114297,-11.7116,-0,6.96
3t08,-107.028,0.0258006,-7.12855,-9,3.04
2gvj,-147.423,0.0685285,-14.8108,-0,9.52
4eo6,-101.474,0.00469931,-8.95213,-3,8.7
1afk,-135.344,0.0200101,-7.55444,-15,6.62
1kpm,-101.493,0.241628,-9.99093,-1,5.8
3bft,-109.213,0.0144266,-6.93568,-10,6.49
2pfy,-110.607,0.0543164,-5.51499,-14,6.52
2p3i,-63.9107,0.00039932,-4.39147,-5,3.48
4q1x,-221.792,0.0256938,-19.4049,-7,11.15
1jcx,-267.768,0.0128207,-12.3896,-36,5.15
2zdk,-117.955,0.00732498,-10.2028,-4,6.37
4std,-102.509,0.00505358,-10.6559,1,10.33
4yes,-125.956,0.011865,-12.2074,-1,8.02
2pow,-150.387,0.00781654,-8.64649,-16,7.2
2hoc,-130.362,0.0160672,-7.45227,-14,9.52
4iie,-108.836,0.337174,-6.02079,-13,2.34
1jao,-158.845,0.0152076,-10.6997,-13,5.92
4gj3,-127.2,0.0112462,-13.1313,1,8.85
4yth,-145.022,0.00673402,-13.709,-2,8.7
4mc6,-184.943,0.0220554,-18.1164,-1,9.59
5aml,-134.833,0.012567,-7.89591,-14,9.15
3rbu,-147.993,0.119993,-7.31926,-19,9.43
4yzu,-109.444,0.0302149,-10.5746,-1,5.05
4des,-55.3153,0.464577,-7.59611,4,5.85
4deu,-89.9994,0.124285,-9.12422,-0,5.64
3lea,-139.341,0.039402,-9.57345,-11,9.1
3b4f,-144.678,0.0434239,-9.71125,-12,8.14
4lhv,-206.683,0.00274128,-11.871,-22,10
2h6t,-201.38,0.104857,-18.6429,-4,7.22
3nkk,-69.7984,0.00577046,-6.18561,-2,4.7
1h0a,-144.54,0.000401583,-5.65437,-22,5.44
1yfz,-129.56,0.00609833,-8.96212,-10,4.35
4zj4,-173.164,0.0311974,-16.1476,-3,8.1
3vf5,-219.433,0.0380723,-20.3813,-4,9.34
3n2p,-121.269,0.00393244,-7.73082,-11,7.82
3oy8,-100.549,0.00892767,-5.26384,-12,3.66
4dst,-33.4473,0.0496445,-4.19437,2,2.96
4g0y,-101.813,0.0287898,-6.61006,-9,2.3
4io6,-92.5796,0.000147307,-5.25811,-10,4.82
4mjo,-153.384,0.022741,-14.1611,-3,6.22
3l7a,-153.022,0.0454274,-14.1476,-3,4.33
3uxk,-60.538,0.00123344,-6.05503,-0,4.93
2jds,-177.916,0.0377399,-14.6294,-8,8.2
1qy1,-62.296,0.0100828,-6.63968,1,6.52
1sbr,-98.1058,0.0305127,-8.24109,-4,5
2b1g,-158.167,0.0300542,-11.8468,-10,6.64
3c4h,-82.3247,0.0118043,-7.04427,-3,5.7
4wup,-113.325,0.0562227,-6.98868,-11,9.82
5efa,-134.374,0.0686157,-9.90602,-9,4.83
1fq5,-275.779,0.0875961,-22.8655,-12,8.4
4a4q,-226.571,0.108781,-22.3659,-1,9.4
4cd1,-96.7502,0.00483848,-7.27986,-6,4.89
4cwf,-92.2797,0.00251575,-9.23049,-0,4.49
3dx4,-118.559,0.0568467,-5.91274,-15,7.12
3lcv,-192.782,0.0246527,-14.5029,-12,4.74
2f9k,-192.655,0.0130371,-7.67855,-29,7.07
2pvm,-112.057,0.00886326,-12.0146,2,6.44
4pg9,-290.276,0.0452877,-24.2729,-12,7.8
1mrw,-179.706,0.0391166,-18.8097,2,9.7
3fjz,-112.762,0.0304132,-5.3066,-15,4.05
1ksn,-168.002,0.0271906,-16.0274,-2,9.4
2xj1,-135.455,0.0677004,-12.8132,-2,7.55
4q87,-87.098,0.00865324,-5.91845,-7,4.85
4itp,-100.193,0.0050051,-6.02435,-10,7.27
4lm3,-74.5258,0.00379399,-6.65638,-2,2.92
1fjs,-147.122,0.155644,-15.2678,1,9.96
4n9a,-50.229,0.00053678,-5.02344,-0,4.19
1j36,-185.791,0.0257052,-13.0048,-14,7.74
2vpe,-117.531,0.01908,-10.9722,-2,4.94
3k02,-301.547,0.0791622,-22.2339,-20,5
3i5z,-173.771,0.0135908,-15.3907,-5,8.7
4ouj,-85.5084,0.0112014,-3.76204,-12,2.86
1ur9,-213.971,0.0800804,-16.6771,-12,5.77
2ri9,-69.0953,0.0161722,-4.1257,-7,3.22
4cmo,-141.234,0.00806019,-13.7315,-1,9.07
4f6w,-238.799,0.0101147,-22.29,-4,7.52
3dp9,-163.851,0.0376045,-12.8227,-9,9.68
4b6o,-164.579,0.0191212,-10.477,-15,7
2fqo,-175.047,0.0247405,-9.12944,-21,6.43
1e1x,-108.203,0.0190235,-9.23929,-4,5.89
1jlr,-144.875,0.043492,-9.33103,-13,3.33
2d3z,-108.992,0.0175298,-9.71673,-3,6.64
4lch,-189.6,0.0535413,-16.6136,-6,10.62
1ew8,-110.367,0.31334,-2.95001,-21,2.26
1bxq,-252.901,0.0373031,-21.3274,-10,7.38
4azi,-138.574,0.0425502,-11.9,-5,7.45
1pb8,-102.059,0.0168787,-4.22276,-15,5.15
4q3u,-85.4829,0.0139992,-6.16229,-6,6.44
3tvc,-175.517,0.0163511,-13.9681,-9,7.74
4kax,-239.277,0.0162026,-14.3439,-24,4.77
3a1d,-177.237,0.00820723,-13.3319,-11,4.12
3u8l,-98.9353,0.0181353,-9.91167,-0,8.05
3ppm,-133.73,0.0772886,-12.2503,-3,9.54
4p3h,-77.0485,0.00340164,-7.70825,-0,6
1x8r,-213.774,0.0512151,-13.8286,-19,6.12
1p19,-132.661,0.118326,-7.78438,-14,4.11
4msa,-63.2817,0.0249217,-6.35309,-0,3.3
4ej8,-24.3751,0.0168679,-2.45437,-0,5.39
2rcb,-96.0253,0.0408202,-4.04335,-14,6.79
4azc,-96.7823,0.0163311,-7.29456,-6,5.86
2i4v,-227.906,0.0589484,-19.2495,-9,11.2
4m0r,-159.394,0.0337159,-12.7731,-8,5.21
4zb8,-231.589,0.0310725,-16.3899,-17,6.03
2vvu,-130.277,0.00732774,-13.0351,-0,8.1
4det,-62.9756,0.155034,-6.45259,-0,5.68
2yln,-60.2953,0.0286916,-3.65823,-6,7.68
3sk2,-109.03,0.0407937,-10.9438,-0,3.61
1nja,-129.921,0.0019456,-9.39401,-9,6.31
1jqy,-148.353,0.0535733,-10.8888,-10,4.92
2uwd,-123.383,0.0131794,-13.1515,2,8.35
1bjv,-88.1742,0.00241508,-8.01983,-2,5.54
1fpc,-127.95,0.0639359,-12.8589,-0,7
2b4l,-67.4162,0.00771291,-5.14933,-4,4.77
3dgo,-99.0144,0.0564154,-7.55786,-6,6.74
4cu8,-123.932,0.0381805,-6.03143,-16,4.47
4re4,-87.667,0.0295023,-5.1962,-9,6.87
3ug2,-111.683,0.0105524,-10.7788,-1,8.25
4r4t,-112.532,0.00362595,-8.85685,-6,6.26
4luz,-119.627,0.0296915,-9.99237,-5,4.7
3c39,-116.694,0.0184851,-4.48792,-18,3.96
3ikg,-106.329,0.0273061,-8.2602,-6,7.24
4q4q,-106.978,0.00850273,-9.50627,-3,5.79
1i9m,-106.947,0.156398,-7.25112,-9,8.48
4x24,-139.154,0.0246583,-11.5401,-6,9.78
3lbz,-55.1476,0.0662127,-5.98097,1,3.86
3qtv,-127.318,0.0121226,-11.9439,-2,4.65
3uod,-140.057,0.00677272,-12.4125,-4,7.31
