name,affinitydG,hb,ion,mlig,hh_hp_aa,affinity
2v00,-4.45326,0.147316,-1.23851,0,-3.11752,3.66
5aba,-3.26188,0,-0.0633901,0,-3.19849,2.98
2vw5,-6.1196,2.13167,0,0,-4.7127,8.52
4agq,-5.44419,0,-0.0749275,0,-5.36927,5.01
3lka,-2.12714,0.336527,-0.0688297,0,-1.8362,2.82
1ydt,-5.48623,0,-0.398763,0,-5.08747,7.32
4j3l,-7.15508,0.702671,0,0,-6.69132,7.8
3u8n,-6.454,0.827376,0.00921075,0,-5.91714,10.17
3rsx,-4.98922,0,-0.974456,0,-4.01476,4.41
3rr4,-1.89545,0.0968578,-0.0254172,0,-1.8061,4.55
3zso,-6.43853,1.88633,0.0566436,0,-5.2502,5.12
1nc3,-6.15276,6.5119,0,0,-1.85491,5
4agn,-4.39686,0.954437,-0.0532071,0,-3.71372,3.97
3pww,-9.28163,2.20973,-0.634675,0,-7.18854,7.32
4ea2,-7.03464,0.26563,-0.115739,0,-6.74359,6.44
3l7b,-5.07975,4.40815,0,0,-2.17037,2.4
2yki,-11.3071,2.21817,0,0,-9.84309,9.46
2zcq,-8.27087,4.35431,0.519147,0,-5.91617,8.82
1qf1,-6.81235,1.98409,0.394336,1.62778,-4.26941,7.32
3ehy,-4.97215,2.8502,0.235427,0.95907,-2.36738,5.85
4ih5,-3.95759,1.84191,0,0,-2.74193,4.11
1ps3,-7.72168,9.0346,0,0,-1.75885,2.28
2qbp,-5.75018,0.486197,-0.357747,0,-5.07155,8.4
2cbv,-8.05477,8.33689,-0.997033,0,-1.55539,5.48
3gc5,-3.75712,0,-1.81154,0,-1.94558,7.26
4dld,-5.20058,1.81187,-0.344998,0,-3.65975,5.82
4ogj,-5.22047,0,0,0,-5.22047,6.79
4twp,-7.96543,2.27676,0,0,-6.46277,10
3udh,-4.16235,0,-0.903794,0,-3.25856,2.85
3jvr,-4.9196,1.27178,0,0,-4.08023,5.72
5tmn,-7.94812,2.19838,-0.197384,0.847981,-5.45182,8.04
3g2n,-6.17274,6.51184,0,0,-1.87493,4.09
3ui7,-5.23554,0.128347,0,0,-5.15084,9
2p4y,-11.0299,0.261511,-0.123882,0,-10.7334,9
4ivc,-6.2604,2.79797,0,0,-4.41374,10
3uew,-8.22106,0.913239,-0.0438195,0,-7.5745,6.31
2x00,-10.2203,0,-0.00972108,0,-10.2106,11.33
4e6q,-4.9906,1.51136,-0.0256598,0,-3.96744,8.36
4ddh,-3.41969,0.946168,-0.144611,0,-2.65061,3.3
4kz6,-3.52121,1.32218,-0.374469,0,-2.2741,3.1
4agp,-5.61391,0.402309,-0.0675148,0,-5.28087,4.69
3cj4,-5.24193,0.224724,-0.40658,0,-4.68704,6.51
3rlr,-5.51135,0.763853,0,0,-5.00721,7.52
2qnq,-8.63293,0,-1.32467,0,-7.30827,6.11
3gbb,-4.15121,2.69891,-0.301305,0,-2.06863,6.9
1gpk,-5.7762,1.53657,-0.0453461,0,-4.71672,5.37
4wiv,-6.17456,0,0,0,-6.17456,6.26
3oe5,-10.4189,7.19926,0.00276203,0,-5.6701,6.88
1r5y,-2.97668,0.562713,-1.42114,0,-1.18415,6.46
2c3i,-6.01201,0,0,0,-6.01201,7.6
4f2w,-6.31111,1.24384,-0.62464,0,-4.86553,11.3
1e66,-8.37919,0,-0.254257,0,-8.12493,9.89
4gkm,-4.18685,0,-1.01408,0,-3.17277,5.17
3u5j,-5.64058,0,0,0,-5.64058,5.61
3nq9,-3.0956,0,-0.0997125,0,-2.99588,4.03
3e92,-7.31756,0,0,0,-7.31756,8
3arv,-4.3729,0,0,0,-4.3729,5.64
3b65,-8.30356,1.69582,0,0,-7.18431,9.27
3d4z,-7.23357,7.96755,-0.468006,0,-1.50698,4.89
2hb1,-4.28523,2.85475,-0.0507374,0,-2.35036,3.8
3uo4,-4.97231,0,-0.473686,0,-4.49863,6.52
4ciw,-5.00959,5.33332,-0.259958,0,-1.22964,4.82
3gv9,-2.75807,1.46041,-0.427251,0,-1.36695,2.12
4jsz,-1.43549,1.69303,0.210754,0,-0.528845,2.3
1h22,-10.0949,2.40046,-0.100045,0,-8.41057,9.1
1ydr,-4.59569,0,-0.254544,0,-4.34114,5.52
3f3d,-3.1845,2.01635,0.123239,0,-1.97695,7.16
2wtv,-6.53657,0,-0.0855331,0,-6.45103,8.74
2xdl,-3.43481,1.0379,0,0,-2.74979,3.1
4ivb,-5.94023,2.49796,0,0,-4.29158,8.72
3kr8,-7.71112,1.73808,0,0,-6.56398,8.1
1p1q,-3.60094,2.10638,-0.449353,0,-1.76137,4.89
3o9i,-9.33503,2.77929,-0.199424,0,-7.30127,11.82
3bv9,-7.73167,0.3953,-0.639823,0,-6.83094,5.36
4gr0,-10.1311,2.49835,0.351747,0.651399,-8.18254,9.55
3ag9,-5.51084,0.845908,-1.5683,0,-3.38424,8.05
4k77,-2.30883,0,0,0,-2.30883,6.63
1o5b,-2.3626,0,-0.630962,0,-1.73164,5.77
3p5o,-6.02046,0,0,0,-6.02046,7.26
3tsk,-7.08053,0,-0.10177,0,-6.97876,7.17
4jfs,-5.38437,2.89471,-0.703458,0,-2.7704,5.27
2yfe,-6.3694,0,0.0402142,0,-6.40961,6.63
2qe4,-9.00233,2.146,0,0,-7.58597,7.96
2wn9,-6.17031,2.20853,-0.0368947,0,-4.67578,8.52
1eby,-12.6889,7.54398,0,0,-7.70984,9.7
4hge,-4.27692,0,0,0,-4.27692,7.92
1q8u,-4.98139,0,-0.268446,0,-4.71294,5.96
4w9h,-8.1186,1.85314,0.100694,0,-6.99622,6.73
3ao4,-3.62494,0.889379,0,0,-3.03795,2.07
2vvn,-5.47128,3.63497,-0.617025,0,-2.45517,7.3
3wz8,-5.97992,0.433412,0,0,-5.69387,5.82
4j28,-5.07491,3.3257,-0.77996,0,-2.09999,5.7
4dli,-4.95837,0,-0.00201314,0,-4.95635,5.62
3ryj,-4.79677,1.78634,0.0553096,0.748161,-2.92493,7.8
3gr2,-0.792559,0,0.210382,0,-1.00294,2.52
3acw,-7.66261,0,-0.0781665,0,-7.58444,4.76
3zt2,-5.79829,1.66153,0.151171,0,-4.85285,2.84
4cig,-5.38889,2.16263,0.0725328,0,-4.03408,3.67
3wtj,-5.39397,0,0,0,-5.39397,6.53
2qbr,-5.25664,0.455058,-0.312877,0,-4.64342,6.33
1o3f,-4.05634,1.40702,-0.787884,0,-2.33982,7.96
