name,affinitydG,hb,ion,mlig,hh_hp_aa,affinity
3ml5,-4.01698,4.10705,-0.273573,0.704994,-0.327757,8.52
3a2o,-9.1338,3.54887,0,0,-6.79155,9.08
4a6l,-7.34336,0,-0.429396,0,-6.91396,8
3jyr,-10.9441,10.4683,-0.671066,0,-3.36395,5.54
4u5o,-2.74431,0,-0.81375,0,-1.93056,2.42
2pqz,-8.68625,0,-1.29,0,-7.39625,5.67
1yda,-3.37544,2.74984,-0.224195,0.898415,-0.437935,6.55
1mfi,-5.19731,0.768863,-0.788163,0,-3.9017,5.59
2qtt,-5.3994,5.25613,0,0,-1.93036,4.32
2ha2,-6.5721,1.37689,-0.319549,0,-5.3438,4.66
4b34,-2.37574,0.645988,0,0,-1.94939,3.14
1nw5,-6.0917,3.42281,-0.7037,0,-3.12894,5.21
2exm,-2.69204,2.06648,0,0,-1.32816,4.11
4k4j,-9.36701,0,-0.090807,0,-9.27621,6.12
3p58,-3.67428,0.875336,-0.400563,0.822958,-1.87304,7.6
1ec3,-10.7109,4.7503,0,0,-7.57569,9.04
4ayu,-3.07658,2.68544,0.331816,0,-1.63601,4.73
3r16,-4.48062,1.2372,-0.0780481,0.745633,-2.84039,7.3
4k5p,-7.07278,7.08788,0.567761,1.44828,-1.51426,3.46
3nb5,-4.79246,0.98831,-0.0826346,0.848347,-3.20919,7.74
3cft,-1.52858,0,-0.163187,0,-1.36539,4.19
1o7o,-8.38308,5.82775,-1.18311,1.90853,-1.44512,4.49
1fl3,-8.17406,0.788481,0.00635787,0,-7.66002,6.8
1xk5,-5.01567,2.4426,-1.06922,0,-2.33433,6
3sym,-6.77996,7.11907,0,0,-2.08138,4.57
5cp9,-2.28302,0,-0.207367,0,-2.07566,3.51
4x6m,-6.13201,2.06374,-0.100639,0,-4.6693,8.24
3ta1,-5.32341,3.44876,-0.397834,0,-2.64939,3.25
3ipu,-11.08,0,-0.348124,0,-10.7319,7.32
5boj,-3.8908,0,-0.336635,0,-3.55417,7
4ye3,-7.47438,2.8964,-0.249664,0,-5.31309,8.37
2qwb,-4.00089,4.80068,0.169872,0,-1.00231,2.74
4ge1,-4.48019,0,-0.313543,0,-4.16665,6.43
3lzs,-7.98072,2.37534,-0.206699,0,-6.20629,10.96
3rdq,-4.4693,3.26619,0,0,-2.31361,9.31
2pwr,-9.63902,0.681915,-1.41093,0,-7.77802,6.59
4xe1,-3.19185,1.96987,-0.272328,0.685949,-0.933454,7.11
3bbf,-5.06234,3.97689,-0.671528,0,-1.76606,5.28
1ax0,-4.50606,5.16096,0,0,-1.09982,3.13
4z1k,-5.99725,1.64735,-0.267628,0.720177,-3.92219,8.33
1yei,-6.73612,1.70309,-0.209227,0,-5.40285,7.46
1g7q,-8.42803,6.18923,-0.685497,0,-3.65764,6.06
3upv,-5.6742,3.23687,-1.15026,0,-2.38761,5.3
1hmr,-6.7732,0.714438,-0.390389,0,-5.91128,6.55
4og4,-5.81961,0,-0.137151,0,-5.68246,6.02
4kwg,-5.83129,1.8785,0,0,-4.59147,6
4djw,-6.94465,0,-1.06197,0,-5.88267,6.28
4q08,-6.3234,3.14923,0.15719,0.704183,-3.69792,6.3
1uou,-3.33669,1.42806,0,0,-2.39417,7.7
4nbn,-5.73156,2.58067,0,0,-4.02832,4.36
2p16,-6.42902,0.625023,0,0,-6.0165,10.1
4l4v,-6.3168,6.39823,0,0,-2.09397,5.78
1bcd,-3.41898,1.22625,-0.238638,0.870268,-1.50074,8.7
3iss,-5.68716,4.49913,0.0198327,0,-2.73757,6.05
3ckb,-3.80237,3.42984,0,0,-1.53868,2.98
1apv,-7.24936,4.18062,0,0,-4.49015,9
1i9p,-6.48844,3.95898,0.556865,1.34909,-3.08329,8.41
4qew,-6.48699,0,0,0,-6.48699,7.07
2pyy,-3.91163,4.02868,-0.479829,0,-0.772868,4.6
1fhd,-7.38512,6.7642,-0.298332,0,-2.62241,6.82
1d3p,-7.50512,0.848793,-0.160401,0,-6.78451,7.39
4en4,-3.88097,3.00356,0,0,-1.89862,5.52
3rlq,-5.00117,0.643785,0,0,-4.57627,7.4
1qk3,-1.54746,1.94848,0.368946,0,-0.63041,5.15
1sln,-7.50607,2.72852,0.00593297,0.432817,-5.27836,6.64
4ual,-5.22841,1.39029,-0.380598,0,-3.93023,8.4
4q3t,-7.86009,8.59798,-0.490467,2.1941,0.499139,6.48
3sio,-10.2868,1.28089,0,0,-9.44144,8
4jv6,-8.65415,0,0,0,-8.65415,6.66
4d3h,-4.94193,3.66021,0.225069,0,-2.75126,6.43
1y3n,-5.29288,6.51739,-0.0940754,0,-0.89732,5.55
4bc5,-3.93069,4.66284,0,0,-0.853216,4.6
1oth,-6.27892,5.32447,-1.11754,0,-1.64723,7
4zvi,-3.07671,0,-0.0173466,0,-3.05937,6.33
1f4f,-4.24381,0,-0.569734,0,-3.67408,4.62
4xiq,-7.91142,1.00278,0,0,-7.24959,7.07
2flr,-6.11319,2.0481,-0.168686,0,-4.59276,6.1
3pce,-4.11487,1.62173,-0.236573,0.711255,-2.0967,2
1ta6,-6.81373,1.61177,0.0191382,0,-5.76911,9.13
4ipj,-5.46994,5.77599,-0.210676,0.955254,-0.491854,4.87
1fch,-5.55455,1.45728,-0.751174,0,-3.84158,7.15
1dl7,-2.80395,0,-0.193247,0,-2.61071,6.49
1zoe,-4.71975,0,0,0,-4.71975,7.4
4mnp,-4.64231,4.83308,-0.401129,0,-1.05135,7.34
1h4w,-2.48165,0.857018,-0.644306,0,-1.27172,4.66
4ozj,-5.34533,2.71905,-1.17154,0,-2.37922,5.4
4der,-2.81209,0,-0.290099,0,-2.52199,6.31
2uy3,-3.46115,1.93272,0,0,-2.18555,3.22
1a1e,-4.1088,1.5771,-0.20923,0,-2.85868,6
1b5j,-5.69116,2.04476,-1.13711,0,-3.20451,7.43
2c1p,-7.21487,0.624364,0,0,-6.80279,5.4
1jmg,-4.63377,3.1901,-1.27206,0,-1.25625,6.07
4ww6,-5.93214,2.16113,0.153711,0.645466,-4.01404,10.21
4tim,-1.30672,1.88188,0.0501828,0,-0.114857,2.16
2nta,-4.49891,0,0.0738948,0,-4.5728,4.8
3t09,-6.29314,7.22579,0,0,-1.52412,3.8
4cwn,-5.4088,0,0,0,-5.4088,5.59
4q4p,-2.74852,0.0623008,0.0219536,0,-2.72935,6.39
4kfq,-3.42239,1.13222,0,0,-2.67512,8.23
3ozg,-3.39394,3.28808,0.282236,0,-1.50604,9.19
3d50,-7.44864,7.70226,-0.786482,0,-1.57867,4.77
4a4v,-5.76632,0,0.0783716,0,-5.8447,6.54
2sim,-3.37123,3.4899,-0.172402,0,-0.895496,3.42
1bn1,-5.35421,2.9462,0.10553,0.694982,-2.82027,9.34
2ygf,-6.42781,3.24299,0,0,-4.28744,5.09
3hit,-4.25909,1.48796,-0.614655,0,-2.66238,8.19
2xyf,-8.4641,1.72424,0,0,-7.32611,8.44
4ufk,-4.35483,4.36888,-0.597027,0,-0.874343,3.89
1o3j,-3.47559,1.87525,-0.618587,0,-1.61934,6.77
4lkk,-5.60181,6.88065,0.00854935,0,-1.06912,5.92
2wos,-3.15376,0,0.00255044,0,-3.15631,3.9
4fnn,-2.64951,0,-0.461306,0,-2.18821,7.57
1tys,-5.49228,2.47303,-1.69458,0,-2.1655,5.49
1d4i,-12.0962,5.9544,0,0,-8.1663,8.85
1hpo,-7.16198,1.57268,-0.0450474,0,-6.07896,9.22
4xty,-7.14261,2.73556,0.128463,0,-5.4656,9.21
2aoe,-9.12015,3.90483,-0.668428,0,-5.87453,7.62
1tok,-0.741707,0,-0.313721,0,-0.427986,2.47
4xmr,-4.32062,1.97456,-0.690599,0,-2.32681,4.07
4knm,-5.13115,1.80766,0.153323,0.658294,-3.43313,8
4gzt,-1.15245,0.772907,-0.805849,0,0.163521,7.77
4i8z,-8.52392,3.16187,-0.237579,0,-6.19951,11.05
4pyy,-7.5362,2.23339,-0.255894,0.625559,-5.18071,7.23
2q1q,-4.52352,1.37458,-0.363823,0.719278,-2.5332,8.15
4np9,-3.96968,3.98322,-1.27631,0,-0.0644416,5.03
2pgz,-7.58539,1.21617,0,0,-6.78272,5.74
3gjw,-3.33689,0.662375,-0.160804,0,-2.73892,8.3
3le9,-5.98367,3.51222,0.254592,0.465882,-3.45431,8.22
3g30,-1.75076,1.82182,-0.342274,0,-0.206091,2.51
1q54,-3.36244,2.31919,-1.50047,0,-0.331304,5.85
1qb1,-4.01837,1.91434,-0.653725,0,-2.10118,6.77
3q71,-5.59586,3.68678,0,0,-3.16258,5.22
1jmf,-4.65817,3.17658,-1.0615,0,-1.50013,5.77
2afx,-4.89761,0.74856,0,0.758603,-3.64496,5.15
1ct8,-7.39773,1.71239,0.0238132,0,-6.29137,6.52
3uug,-5.41504,7.78415,0.393885,0,-0.671385,4.51
3d0e,-7.51434,1.54217,-0.739976,0,-5.75653,8.4
4bny,-6.0467,0.0723489,0,0,-5.99895,7.1
1zfq,-3.64477,1.9576,0.16089,0.727127,-1.78651,7.52
1wcq,-4.72933,3.68293,-0.98417,0,-1.31443,6.26
3v51,-9.21332,0,0,0,-9.21332,8.55
2hl4,-4.50807,2.59212,-0.0658107,0.660634,-2.07082,7.64
2q2a,-3.59191,2.4803,-1.04961,0,-0.905305,7.41
4km2,-3.66349,0.305545,-0.629682,0,-2.83215,5.84
3m5e,-4.53713,1.80942,0.0691885,0.788337,-2.62377,7.37
2p3c,-12.4845,5.80176,0,0,-8.65536,7.62
2r2m,-7.0931,0.871712,0,0,-6.51777,7.33
4wkb,-6.1877,1.06416,-0.609181,0,-4.87618,11.57
2gst,-7.92181,1.01909,-0.934615,0,-6.3146,6.07
4q7p,-5.10695,1.986,-0.368474,1.32055,-2.10716,4.32
4afg,-6.19003,0,-0.0291619,0,-6.16086,8.3
4e6d,-6.11313,2.62854,0,0,-4.3783,8.92
2qhy,-9.55452,2.76888,-0.217536,0,-7.50953,7.48
3ekp,-8.7166,3.6154,-0.272258,0,-6.05818,8.89
2we3,-4.47684,2.50824,-0.366294,0,-2.4551,4.43
2vwm,-7.64243,0,0.0143347,0,-7.65676,7.03
1oba,-2.33353,0.18973,-0.105086,0,-2.10322,2.44
3d8z,-2.52977,1.15503,0.0338402,0,-1.80129,3.37
2bqv,-9.71622,3.28732,0,0,-7.54659,8.05
2i3v,-3.26816,3.09203,-0.477575,0,-0.749845,6.55
4de5,-3.02565,1.25173,0.110561,0,-2.31007,3.15
2vwn,-6.72667,0.324126,0,0,-6.51275,8
4omj,-15.3678,0,0,0,-15.3678,5.26
3su6,-5.7219,1.12275,-0.0695229,0,-4.91136,6.02
1hpv,-8.84109,3.38852,-0.229795,0,-6.37487,9.22
4ndu,-4.29064,5.27955,0,0,-0.806138,2.74
5a2i,-3.9692,2.09526,0,0,-2.58632,5.06
3cj2,-4.51318,0,0,0,-4.51318,4.85
1d9i,-3.79598,0.647615,-0.403522,0,-2.96504,9.11
2bes,-5.12575,5.21401,-1.01492,0,-0.669586,4.24
4x5p,-7.01778,6.92853,0.00802614,0,-2.45298,8.21
1phw,0.134383,1.46119,-0.573652,0,1.67242,3.3
4ibc,-5.35994,0,-0.350865,0,-5.00908,2.98
4djo,-8.62496,2.2663,-0.237111,0,-6.89209,11.52
4kz7,-3.21175,0.962516,-0.358548,0,-2.21795,2.49
4ibi,-6.12887,0,-0.394613,0,-5.73426,4.14
3sw8,-6.89249,3.67628,0.178737,1.85145,-2.79343,4.5
2o8h,-6.61585,0,0,0,-6.61585,7.6
185l,-4.13,0,0,0,-4.13,3.54
4e4n,-5.60002,1.63407,0,0,-4.52154,9.05
1sw1,-3.03234,0.603095,0.269669,0,-2.90396,7.3
4ksy,-4.16606,0.771327,-0.981064,0,-2.67592,8.42
3b25,-4.5713,0,0.0237981,0,-4.5951,6.07
4jsa,-3.48157,1.78236,-0.00357673,0.705154,-1.59648,4.96
1nt1,-6.76753,1.42427,0,0,-5.82751,8.89
2clk,-1.60663,1.58118,-0.132265,0,-0.430782,3.79
2oxx,-3.96161,0,0,0,-3.96161,6.7
1oyq,-6.12241,1.28223,-0.659869,0,-4.61627,6.96
3bkk,-9.51742,4.80104,-0.503426,0,-5.8453,6.08
4d4d,-6.7954,5.78784,-0.977484,0,-1.99794,5.96
1c70,-13.1189,5.1527,-0.48925,0,-9.22885,10.3
1b3h,-6.63895,1.45217,-1.10783,0,-4.57269,6.21
3nik,-4.38266,0.0974497,-2.47913,0,-1.83921,3.45
1cnx,-3.96429,1.05184,0.0856135,0.926951,-2.42874,7.37
1hn4,-10.0001,1.33323,-0.168818,0,-8.95131,3.82
2dw7,-6.40434,9.93345,0.143209,0,0.00853208,4.7
4oct,-4.46543,3.68674,-0.500941,1.29309,-0.238151,5.05
1z1h,-8.8605,3.4173,-0.216602,0,-6.38848,8.4
1k1l,-5.77045,1.99334,-0.722372,0,-3.73247,6.9
1nf8,-3.99149,0,-0.648068,0,-3.34342,7.82
2fdp,-10.02,1.2886,-0.916758,0,-8.2528,7.59
3o9a,-8.8195,2.71495,-0.213864,0,-6.81377,10.7
1oif,-6.36503,5.63869,-1.02275,0,-1.62075,7.72
2byr,-10.3934,1.37523,0,0,-9.48572,8.55
3fql,-8.57064,0.976451,-0.0484273,0,-7.87776,7.15
3hzm,-4.53442,5.27032,-0.517009,0,-0.538998,5.52
3cd7,-9.37891,5.83729,-0.656204,0,-4.87009,7.84
4rj8,-6.35439,0.934078,0,0,-5.7379,7.77
1km3,-1.88078,1.26581,-0.205365,0,-0.839984,4.91
1lzq,-8.19443,2.44775,-0.840971,0,-5.73794,8.39
2i19,-5.0035,2.27327,-1.90953,0,-1.59362,7.8
4trc,-0.757571,0.9004,0,0,-0.163307,4.52
3isj,-2.49129,0.695505,0.337904,0,-2.37016,3.68
4cpz,-4.53638,4.2486,-0.966424,0,-0.765884,7.68
4avs,-2.19069,1.51271,0.360176,0,-1.55248,3.49
4h42,-2.49202,1.03624,-0.511638,0,-1.29647,3.47
1gno,-5.49033,4.0375,0.0906109,0,-2.91619,7.7
3pcj,-4.10257,1.09435,-0.31625,1.24043,-1.82362,7.22
4ayq,-4.96304,4.93666,-0.455537,0,-1.24931,7.33
4hzm,-4.7428,4.62903,-0.523041,0,-1.1646,4.63
1f73,-5.66038,7.31629,-0.310655,0,-0.520974,2.39
4fm8,-7.01789,0,-0.631153,0,-6.38674,5.97
4b7r,-1.6869,0.0153142,-0.987233,0,-0.689557,9.64
1c5x,-2.96681,0.851263,-0.637268,0,-1.76771,6.68
2qnn,-10.6702,0.664263,-1.40072,0,-8.83107,7.15
3v5t,-6.0474,0,-0.197543,0,-5.84985,8.22
1g9r,-13.4276,11.6911,-0.370847,1.94376,-3.39687,5.7
3m3e,-5.05115,6.31177,0,0,-0.88538,4.43
3uil,-1.13932,0,-0.130514,0,-1.0088,6
1qka,-6.80983,2.48611,-1.61534,0,-3.55366,5.92
4rpn,-6.27783,0.60552,0,0,-5.87819,6.96
1l6m,-4.20924,0.430463,-1.63216,1.35171,-0.941269,8.1
3p8p,-2.49978,1.098,-0.299469,0,-1.47564,4.55
2cn0,-8.28128,0.413232,-0.629154,0,-7.3794,7.66
4mr3,-3.57105,0,0,0,-3.57105,5.94
2vmf,-7.55216,6.63452,-0.578214,0,-2.59516,5.85
1sgu,-10.1362,4.76815,-0.538672,0,-6.45056,5.37
2fzk,-2.9738,2.5032,-1.71165,0,0.389958,3.6
1uwt,-5.81091,7.64223,-0.235529,0,-0.531505,5.97
4jwk,-2.97032,3.22452,0,0,-0.842139,8.32
3gqz,-1.7768,0,-0.0995556,0,-1.67725,2.17
4mss,-4.72167,4.26278,-0.636755,0,-1.27148,6.4
1dqn,-3.12808,3.90404,0.792779,0,-1.34419,8
2bfq,-4.77635,2.28866,0,0,-3.26583,6.89
4lw1,-2.84138,0,-0.233266,0,-2.60812,3.15
2rkd,-3.5178,0.795202,-1.78898,0.840613,-0.363371,2.72
1wuq,-9.35972,5.52855,-2.75671,0.79483,-2.15934,8.27
1izi,-9.11331,3.96207,0,0,-6.49834,6.59
2baj,-7.69131,0.966684,0,0,-7.0533,8.4
4bam,-7.42552,1.40287,-0.633504,0,-5.86612,8.94
3mhc,-5.58995,3.91131,0.137884,0.800164,-2.3462,7.96
2wl0,-9.90588,2.94386,0,0,-7.96293,7.8
2psv,-7.60851,2.60865,-0.21994,0,-5.66686,7.24
4i3z,-7.17593,5.01038,-1.93378,0,-1.9353,4.29
2fqw,-5.56942,4.92939,0,0,-2.31602,6.68
1yq7,-5.86285,5.83234,-0.903351,0,-1.11015,7.09
1bv7,-13.3782,4.57616,0,0,-10.358,10.3
3nw3,-5.29585,4.47022,-0.105224,0,-2.24028,6.49
3p3r,-5.24661,0,-0.456148,0,-4.79047,7.25
3hzv,-5.77596,5.95459,-0.802787,0,-1.04315,6.52
3ru1,-4.69822,0,-0.992917,0,-3.7053,4.85
1w4p,-3.62128,1.14375,-1.41107,0,-1.45533,4.74
3sug,-4.84368,0.917119,-0.0855365,0,-4.15284,6.21
2jxr,-9.91396,4.02934,0,0,-7.25459,7.05
4h3j,-7.63972,0.204656,-1.04666,0,-6.45799,7.05
1li2,-3.48661,0.845884,0,0,-2.92833,4.04
3u7s,-9.19244,3.95746,-0.226094,0,-6.35442,8.43
4euo,-3.16202,1.29081,-1.05691,0,-1.25318,5.05
4qhc,-1.20031,2.03716,0.116229,0,0.0279867,6.7
1n8v,-5.83245,0.117177,0,0,-5.75512,6.03
3vhk,-6.82267,0.383215,0,0,-6.56975,4.6
4z83,-5.5442,0.902068,-0.680327,0,-4.2685,7.4
4jpy,-3.24097,0.162369,-0.0884548,0,-3.04535,4.43
3rdo,-4.67075,3.07782,0,0,-2.63939,9.85
1lkk,-5.68424,2.27668,-1.34592,0,-2.83571,6.85
2xab,-5.19673,1.60924,0,0,-4.13463,9.27
3fat,-3.89242,1.92453,-0.442206,0,-2.18002,7.64
2r23,-5.19395,6.26932,-0.631411,0,-0.42479,3.72
4c1t,-6.44154,5.90561,0,0,-2.54384,7.15
4yrd,-5.60707,2.03496,0,1.55768,-2.70632,4.57
4q0k,-7.57528,1.26995,0.0266364,0,-6.76375,4.87
4m0e,-7.15995,1.25266,0,0,-6.3332,6.22
3h8b,-6.57689,0.174607,-0.0981946,0,-6.36346,6.29
4mmm,-4.8126,3.3035,0,0,-2.63229,3.82
4aia,-2.87093,1.81928,-0.381928,0,-1.28828,3.66
3nyd,-4.12953,1.06958,-0.0746607,0,-3.34895,3.48
3aaq,-3.4336,2.00965,1.06296,0,-3.17019,3.3
3lbj,-8.07483,0.324015,0,0,-7.86098,4.96
3ewc,-7.06837,4.03936,-0.738128,0,-3.66426,7.7
1f8d,-2.45058,2.35581,-0.21099,0,-0.684747,3.4
4i7p,-1.79375,0.877667,0,0,-1.21449,3.5
3nu3,-8.75588,3.40022,-0.181906,0,-6.32983,9.82
3g32,-3.53628,2.80342,-0.43258,0,-1.25344,3.71
1tuf,-1.97233,0,-0.417429,0,-1.5549,4.05
3b7i,-7.56169,5.54367,1.16808,2.8163,-2.25464,5.82
1o2z,-5.4394,2.93394,-0.628668,0,-2.87433,6.11
1rpf,-4.13641,3.66125,-0.557876,0,-1.16211,3.99
1if7,-6.59582,3.54529,0.19533,0.665822,-3.78544,10.52
4jne,-5.68477,3.35851,0.106534,0,-3.57469,5.86
1t31,-8.27438,0.743416,-1.57098,0,-6.21274,8.64
4few,-3.6139,0,0,0,-3.6139,5.21
2rcn,-3.47776,1.06287,-0.747926,0,-2.02835,6
4xar,-2.90965,1.55628,-0.277147,0,-1.60536,6.97
1b46,-6.58548,2.04561,-1.10662,0,-4.12876,5.28
4ncn,-8.76983,3.9885,-2.76093,0,-3.37649,5.67
1k1j,-6.40277,2.06477,-0.634172,0,-4.40585,7.55
1hp5,-6.71674,4.65138,-0.997496,0,-2.64934,6.55
3c52,-4.47595,4.84169,0.329281,1.34769,-0.262019,7.3
2jg0,-10.032,10.2678,0,0,-3.25524,7.82
1c87,-3.77655,2.67919,0.446553,0,-2.45484,4.2
4ymb,-4.22177,2.03613,-0.250591,0,-2.62733,6.21
3pn1,-4.1877,0.836371,0,0,-3.63569,6.96
3t08,-5.08967,4.29042,0,0,-2.25799,3.04
2gvj,-7.28891,1.05512,0,0,-6.59253,9.52
4eo6,-6.41903,0,0,0,-6.41903,8.7
1afk,-4.7511,0.452969,-2.4197,0,-2.03244,6.62
1kpm,-7.19459,1.31134,0,0,-6.32911,5.8
3bft,-2.72303,2.40089,-0.433699,0,-0.704745,6.49
2pfy,-4.47551,4.59402,-0.425258,0,-1.01821,6.52
2p3i,-3.26585,2.68271,-0.248893,0,-1.24637,3.48
4q1x,-8.61709,2.93335,-0.209871,0,-6.47121,11.15
1jcx,-4.50913,3.66097,-1.2453,0,-0.847586,5.15
2zdk,-5.10543,0.652344,-0.642569,0,-4.03231,6.37
4std,-8.53042,0.644343,0,0,-8.10515,10.33
4yes,-6.87004,2.7731,0,0,-5.0398,8.02
2pow,-5.1906,2.60464,-0.241211,0.852441,-2.37788,7.2
2hoc,-4.91941,2.65115,-0.247489,0.758673,-2.16349,9.52
4iie,-4.60339,7.20873,-0.681293,0,0.835662,2.34
1jao,-5.48592,1.46134,-0.198836,0.94875,-3.37385,5.92
4gj3,-4.22234,0.329119,0,0,-4.00512,8.85
4yth,-5.58272,1.87612,0,0,-4.34448,8.7
4mc6,-8.46397,2.77718,-0.249457,0,-6.38157,9.59
5aml,-4.17051,1.78295,-0.197821,0.658669,-2.13727,9.15
3rbu,-6.32296,6.63704,1.16912,2.50992,-0.601712,9.43
4yzu,-5.4413,1.54076,0,0,-4.42439,5.05
4des,-2.47128,0,-0.423074,0,-2.04821,5.85
4deu,-4.42632,1.3874,-0.522802,0,-2.98783,5.64
3lea,-5.34227,2.27962,0.237964,0.125786,-3.9499,9.1
3b4f,-6.29502,4.36843,0.000532954,0.719449,-2.69294,8.14
4lhv,-5.12426,2.32035,-1.54392,0,-2.04891,10
2h6t,-6.55464,3.29156,0.2092,0,-4.59141,7.22
3nkk,-2.76261,0.832824,-0.64451,0,-1.56843,4.7
1h0a,-4.87607,1.38073,-3.15366,0,-0.811135,5.44
1yfz,-2.04302,0.869589,-0.364833,0,-1.10426,4.35
4zj4,-6.54535,2.16419,-0.443899,0,-4.67308,8.1
3vf5,-8.02522,2.22609,-0.206929,0,-6.34907,9.34
3n2p,-4.9453,1.56083,0.108285,0.770175,-3.25326,7.82
3oy8,-5.59954,8.0237,0.464704,0,-0.768595,3.66
4dst,-1.75907,0,-0.0488211,0,-1.71025,2.96
4g0y,-3.15737,0.399786,-2.12049,0,-0.773022,2.3
4io6,-2.15455,0.972917,-0.462061,0,-1.05036,4.82
4mjo,-4.68331,1.11338,-0.187356,0,-3.76113,6.22
3l7a,-6.57971,4.91478,0,0,-3.33595,4.33
3uxk,-4.99838,4.41523,0.524256,0,-2.60859,4.93
2jds,-5.921,1.30831,-0.320265,0,-4.73725,8.2
1qy1,-4.92427,0.530413,0,0,-4.5742,6.52
1sbr,-3.79112,0.895657,-0.110173,0,-3.08981,5
2b1g,-5.81979,6.44618,0.0460489,0,-1.61136,6.64
3c4h,-2.78559,0.478964,-0.0303777,0,-2.43909,5.7
4wup,-3.8122,2.15398,0.0148916,0.42562,-1.97985,9.82
5efa,-3.33284,1.33941,-0.877548,0,-1.57128,4.83
1fq5,-10.7421,3.88022,0,0,-8.18119,8.4
4a4q,-10.0397,2.81156,0,0,-8.18407,9.4
4cd1,-2.922,0.727336,-0.153317,0,-2.28864,4.89
4cwf,-4.47723,0,0,0,-4.47723,4.49
3dx4,-7.71644,9.01434,-0.863602,0,-0.903367,7.12
3lcv,-5.66101,1.55722,-0.602134,0,-4.03111,4.74
2f9k,-10.1983,6.04126,-0.376743,4.07304,-1.76129,7.07
2pvm,-3.87869,0,-0.127558,0,-3.75113,6.44
4pg9,-12.5789,4.55157,-0.321389,0,-9.25346,7.8
1mrw,-10.1139,5.69802,0,0,-6.35324,9.7
3fjz,-1.94018,1.94438,-0.404876,0,-0.252016,4.05
1ksn,-7.25158,0.217486,-0.602562,0,-6.50548,9.4
2xj1,-5.37933,0,-0.216651,0,-5.16268,7.55
4q87,-6.05212,1.74031,-0.371051,1.66415,-2.86832,4.85
4itp,-5.10123,1.4065,-0.0729677,0.763957,-3.33601,7.27
4lm3,-4.02136,0.602006,0,0,-3.62404,2.92
1fjs,-7.2366,0.776893,-0.860657,0,-5.8632,9.96
4n9a,-2.95839,0,-0.0817194,0,-2.87667,4.19
1j36,-8.03443,4.90552,-0.243409,1.15055,-3.40282,7.74
