Name,"gauss(o=0,_w=0.3,_c=8)","gauss(o=0.5,_w=0.3,_c=8)","gauss(o=1,_w=0.3,_c=8)","gauss(o=1.5,_w=0.3,_c=8)","gauss(o=2,_w=0.3,_c=8)","gauss(o=2.5,_w=0.3,_c=8)","gauss(o=0,_w=0.5,_c=8)","gauss(o=1,_w=0.5,_c=8)","gauss(o=2,_w=0.5,_c=8)","gauss(o=0,_w=0.7,_c=8)","gauss(o=1,_w=0.7,_c=8)","gauss(o=2,_w=0.7,_c=8)","gauss(o=0,_w=0.9,_c=8)","gauss(o=1,_w=0.9,_c=8)","gauss(o=2,_w=0.9,_c=8)","gauss(o=3,_w=0.9,_c=8)","gauss(o=0,_w=1.5,_c=8)","gauss(o=1,_w=1.5,_c=8)","gauss(o=2,_w=1.5,_c=8)","gauss(o=3,_w=1.5,_c=8)","gauss(o=4,_w=1.5,_c=8)","gauss(o=0,_w=2,_c=8)","gauss(o=1,_w=2,_c=8)","gauss(o=2,_w=2,_c=8)","gauss(o=3,_w=2,_c=8)","gauss(o=4,_w=2,_c=8)","gauss(o=0,_w=3,_c=8)","gauss(o=1,_w=3,_c=8)","gauss(o=2,_w=3,_c=8)","gauss(o=3,_w=3,_c=8)","gauss(o=4,_w=3,_c=8)","repulsion(o=0.4,_c=8)","repulsion(o=0.2,_c=8)","repulsion(o=0,_c=8)","repulsion(o=-0.2,_c=8)","repulsion(o=-0.4,_c=8)","repulsion(o=-0.6,_c=8)","repulsion(o=-0.8,_c=8)","repulsion(o=-1,_c=8)","hydrophobic(g=0.5,_b=1.5,_c=8)","hydrophobic(g=0.5,_b=1,_c=8)","hydrophobic(g=0.5,_b=2,_c=8)","hydrophobic(g=0.5,_b=3,_c=8)","non_hydrophobic(g=0.5,_b=1.5,_c=8)","vdw(i=4,_j=8,_s=0,_^=100,_c=8)","vdw(i=6,_j=12,_s=1,_^=100,_c=8)","non_dir_h_bond(g=-0.7,_b=0,_c=8)","non_dir_h_bond(g=-0.7,_b=0.2,_c=8)","non_dir_h_bond(g=-0.7,_b=0.5,_c=8)","non_dir_h_bond(g=-1,_b=0,_c=8)","non_dir_h_bond(g=-1,_b=0.2,_c=8)","non_dir_h_bond(g=-1,_b=0.5,_c=8)","non_dir_h_bond(g=-1.3,_b=0,_c=8)","non_dir_h_bond(g=-1.3,_b=0.2,_c=8)","non_dir_h_bond(g=-1.3,_b=0.5,_c=8)","non_dir_anti_h_bond_quadratic(o=0,_c=8)","non_dir_anti_h_bond_quadratic(o=0.5,_c=8)","non_dir_anti_h_bond_quadratic(o=1,_c=8)","donor_donor_quadratic(o=0,_c=8)","donor_donor_quadratic(o=0.5,_c=8)","donor_donor_quadratic(o=1,_c=8)","acceptor_acceptor_quadratic(o=0,_c=8)","acceptor_acceptor_quadratic(o=0.5,_c=8)","acceptor_acceptor_quadratic(o=1,_c=8)","non_dir_h_bond_lj(o=-0.7,_^=100,_c=8)","non_dir_h_bond_lj(o=-1,_^=100,_c=8)","non_dir_h_bond_lj(o=-1.3,_^=100,_c=8)","ad4_solvation(d-sigma=3.6,_s/q=0.01097,_c=8)","ad4_solvation(d-sigma=3.6,_s/q=0,_c=8)","electrostatic(i=1,_^=100,_c=8)","electrostatic(i=2,_^=100,_c=8)",num_tors_div,num_tors_div_simple,num_heavy_atoms_div,num_heavy_atoms,num_tors_add,num_tors_sqr,num_tors_sqrt,num_hydrophobic_atoms,ligand_length,num_ligands,affinity
2yge,49.91427,86.50186,131.19286,170.89630,201.91174,282.20023,82.31460,217.64316,350.65231,118.27624,303.23357,505.30129,159.85423,390.06412,664.21364,1033.05559,321.99445,681.03957,1131.47931,1469.97451,1256.94446,506.56039,949.28900,1427.79788,1677.92132,1451.80170,936.13543,1389.57552,1761.98443,1895.48737,1715.45584,14.49958,6.34899,2.36882,0.72749,0.16933,0.02951,0.00000,0.00000,23.41901,15.02179,33.10551,55.63732,104.74605,-556.02136,-630.29536,2.52878,3.11916,4.16175,1.84192,2.39918,3.37725,1.41686,1.91934,2.81437,0.16850,1.87844,8.36544,0.00000,0.15489,1.69395,0.16850,1.83719,7.37222,-21.67313,-10.76783,-3.93151,29.56287,-89.17742,0.56850,0.12882,0.00000,0.00000,0.00000,2.00000,5.00000,0.50000,0.10000,0.80000,4.00000,1.00000,5.06
2cet,74.42363,89.38120,94.96856,176.30050,197.90234,242.22185,113.14827,182.39781,340.01611,148.96600,272.96166,472.28739,187.16317,363.71595,601.42727,824.13091,336.59495,637.63315,981.80834,1204.09415,1009.00165,499.79317,866.48253,1229.56303,1389.93301,1178.67401,860.20812,1230.08300,1514.27928,1593.19606,1419.30925,32.57626,16.76049,7.98262,3.40900,1.12079,0.22167,0.02540,0.00000,21.89482,16.21551,32.62174,59.52175,119.21487,-509.79648,-607.67130,10.95506,11.46508,13.40249,8.11820,8.97353,11.02176,6.24477,7.17882,9.18480,0.00000,0.00000,0.00000,1.70480,6.50029,15.42318,2.42147,7.39499,17.16082,-60.94113,-39.68584,-15.70483,33.82416,-65.99789,1.26968,0.33648,0.00000,0.00000,0.00000,1.10000,4.00000,0.32000,0.08944,0.40000,6.00000,1.00000,8.02
2ymd,48.05818,74.07566,100.11046,130.01399,149.82339,157.17590,78.05838,168.23104,245.32740,108.53903,235.63475,341.26049,141.96780,301.24290,436.29071,534.13039,262.04634,490.50624,696.98764,779.55287,607.88018,380.58986,639.48258,855.72677,907.59666,729.39723,621.74040,865.50392,1032.65800,1052.07692,909.20078,18.26555,8.95759,3.83889,1.52088,0.49831,0.07883,0.00000,0.00000,28.28525,19.84159,39.38134,64.30968,62.85588,-381.53666,-462.80538,4.82670,4.86521,5.15603,3.52546,3.77122,4.22267,2.71189,3.01698,3.51889,0.00000,0.03072,0.45600,1.33788,4.11353,8.96374,0.55756,1.57079,3.44608,-27.15098,-17.49178,-6.96378,9.90873,-42.65193,0.19081,0.04747,0.00000,0.00000,0.00000,0.65000,2.00000,0.08000,0.06325,0.30000,2.00000,1.00000,3.16
3f3a,53.55488,79.16832,86.46227,129.34415,148.37614,179.90880,88.48775,154.67559,251.72883,121.12880,224.07275,354.06597,154.20854,292.84872,457.43955,640.52187,272.84348,502.92818,758.77221,923.36555,764.22622,398.65732,679.36500,951.00842,1064.96281,895.43961,674.98887,957.27604,1169.78061,1222.89760,1083.34762,26.41574,13.48719,5.98619,2.19653,0.62276,0.12941,0.00444,0.00000,43.76067,34.45820,55.34940,78.13313,86.63618,-407.47895,-482.46455,5.14631,5.62944,6.53236,3.89665,4.46727,5.42204,2.99742,3.57382,4.51837,0.01224,0.78814,4.15379,0.45867,1.53541,3.96612,0.01224,0.77331,4.04554,-31.64023,-20.18505,-8.08922,26.27076,-51.32066,0.95006,0.19587,0.00000,0.00000,0.00000,0.75000,3.00000,0.18000,0.07746,0.35000,3.00000,1.00000,4.19
2xys,51.68019,81.07617,113.83275,136.05981,179.12128,232.30292,83.37546,186.92865,300.90398,116.97720,259.91627,426.56590,153.77272,335.42273,557.15527,846.14648,291.05214,584.63271,943.82360,1206.66615,1021.60400,445.04411,808.03451,1189.77644,1379.97238,1183.92507,799.19241,1169.83775,1467.15013,1565.11557,1407.40747,16.13475,7.03492,2.46478,0.62821,0.09624,0.00861,0.00000,0.00000,55.43646,36.31747,73.36604,111.35981,42.58681,-489.29418,-552.67796,0.98971,0.99200,1.07512,0.69280,0.74400,0.86009,0.53292,0.59520,0.71674,0.00000,0.00000,0.00000,0.00000,0.00000,0.13358,0.00000,0.00948,0.72374,-7.00605,-3.88862,-1.48201,7.31250,-65.36563,-0.23651,-0.03448,0.00000,0.00000,0.00000,1.25000,0.00000,0.00000,0.00000,0.65000,0.00000,1.00000,7.42
3nw9,105.04462,150.61892,211.84185,287.30877,341.57789,405.72157,170.11780,357.01579,573.77459,236.21184,504.12976,799.70809,308.21565,652.25612,1021.01998,1297.49162,573.95890,1099.34170,1628.90242,1868.52373,1461.67150,848.90085,1457.60276,1999.94221,2158.96376,1748.51078,1421.38960,2001.67909,2414.64014,2482.82323,2160.53867,45.46731,22.71976,10.02095,3.77876,1.26361,0.41537,0.08056,0.00167,41.88225,32.13166,54.09405,86.12797,215.31854,-845.91786,-1027.39550,9.47957,10.87631,12.65418,7.43049,8.81956,10.65321,5.74718,7.08288,8.90037,0.16763,0.90272,3.39461,1.07788,3.78010,9.00905,3.61993,11.21859,25.93470,-44.27487,-39.29866,-16.60815,55.93236,-110.23222,1.14191,0.30602,0.00000,0.00000,0.00000,1.90000,6.00000,0.72000,0.10954,0.65000,6.00000,1.00000,9
2iwx,35.03417,73.57027,93.32293,130.53553,168.97843,185.07317,62.17940,160.17949,275.22284,90.88308,228.44778,383.46050,122.54565,296.52858,497.93959,762.34878,245.00506,514.59371,845.46691,1098.78534,953.11631,383.21057,714.12414,1069.94876,1259.69417,1097.96691,704.75230,1045.06771,1325.33144,1427.86351,1295.79520,10.34061,4.63080,1.72747,0.56941,0.19754,0.05455,0.00113,0.00000,28.33670,20.29817,37.72208,59.54343,52.69460,-419.43878,-475.87108,1.54919,2.06459,2.67827,1.21799,1.65974,2.23165,0.93692,1.32779,1.85971,0.00000,0.10095,0.70658,0.00000,0.02348,0.42672,0.70622,2.49539,6.69062,-12.32476,-7.45734,-2.82973,13.67403,-64.46618,0.17818,0.05914,0.00000,0.00000,0.00000,1.20000,0.00000,0.00000,0.00000,0.65000,0.00000,1.00000,6.68
1vso,50.86794,66.08556,76.01872,108.95113,129.06012,147.62416,78.37985,135.51684,212.48470,105.54233,194.64654,298.89801,133.96150,253.28068,387.18203,543.19921,235.70649,431.34676,645.73728,788.90012,663.54984,342.72390,581.47480,812.41560,913.33046,775.33438,578.73468,820.60672,1003.89758,1052.26238,936.02273,22.39935,11.51446,5.49685,2.34502,0.80318,0.14505,0.00139,0.00000,20.93400,14.48007,29.66317,48.10104,80.31214,-344.93641,-413.84402,7.81321,8.58257,9.58375,5.79227,6.70611,7.88235,4.45559,5.36489,6.56862,0.00034,0.45722,3.00281,1.13500,3.27275,7.31912,0.45541,2.38857,7.54314,-47.14905,-29.79852,-11.84734,25.02742,-51.08449,0.83163,0.16180,0.00000,0.00000,0.00000,1.05000,7.00000,0.98000,0.11832,0.30000,6.00000,1.00000,4.72
4de2,56.67067,74.79891,117.58508,150.98005,178.42874,201.91234,86.86783,193.42730,299.20107,119.20191,269.46875,418.23323,156.47447,346.10402,539.13519,727.87320,297.08418,581.32931,880.37334,1046.53413,847.04051,444.45960,778.08843,1091.18724,1207.23550,1000.66113,760.69919,1085.79534,1327.69890,1383.47435,1219.15245,19.31780,9.05469,3.73271,1.46518,0.53844,0.13082,0.00240,0.00000,20.55391,16.02436,24.91886,36.05781,90.25016,-456.99816,-543.23288,5.83347,7.17276,9.20605,4.39922,5.64273,7.57537,3.38402,4.51418,6.31280,0.00101,0.31730,2.32896,0.00000,0.00000,0.16289,1.95161,6.09511,15.57065,-43.80746,-25.54838,-9.99499,22.44447,-58.99518,-0.30519,-0.03277,0.00000,0.00000,0.00000,1.20000,5.00000,0.50000,0.10000,0.55000,6.00000,1.00000,4.12
4tmn,79.77961,127.44375,171.59976,221.32399,266.07555,318.94413,130.07631,286.31147,446.82834,182.46729,402.72463,627.37443,239.65989,518.75707,809.27307,1112.96025,449.64655,875.01007,1332.17393,1610.19165,1326.73892,671.39196,1176.50554,1660.91728,1857.67345,1557.37024,1154.81295,1653.89264,2031.54487,2128.03969,1885.53325,29.54547,14.62285,6.70631,2.78593,0.98048,0.30717,0.09362,0.01123,54.34773,39.58153,72.16980,111.38997,161.37749,-686.15745,-821.02626,8.42498,9.62761,11.39909,5.99959,7.30580,9.18734,4.61507,5.84464,7.65612,1.54217,5.23493,14.41528,0.14452,1.17448,3.49687,2.50925,8.89829,23.70645,-57.19661,-29.83040,-11.08852,44.82532,-93.72676,1.59535,0.36411,0.00000,0.00000,0.00000,1.80000,14.00000,3.92000,0.16733,0.90000,10.00000,1.00000,10.17
1mq6,102.57015,147.41445,201.47283,255.34637,281.45863,275.95336,157.44423,337.85885,460.60668,216.21876,469.82263,637.07782,281.57522,595.94523,813.87392,985.27918,513.25125,947.55092,1310.95828,1459.02161,1157.09157,736.17955,1223.31089,1617.26048,1709.90641,1383.30055,1187.99928,1647.37586,1959.57527,1994.08560,1725.03287,24.80563,9.75182,2.94862,0.73676,0.15617,0.02293,0.00000,0.00000,24.76376,17.20753,33.76241,46.93835,154.00346,-747.50950,-890.56126,1.43169,2.47785,3.73333,1.00219,1.85839,2.98666,0.77091,1.48671,2.48888,0.22432,1.43396,5.13984,0.00000,0.08640,0.69882,0.22432,1.34757,4.44102,-18.05900,-7.64099,-2.58955,44.39507,-86.81482,0.35590,0.05770,0.00000,0.00000,0.00000,1.80000,7.00000,0.98000,0.11832,0.45000,10.00000,1.00000,11.15
3gy4,35.17716,62.58639,74.64986,103.68237,113.50364,117.91624,59.47761,129.30872,185.54925,83.84642,183.38067,258.38645,109.84659,234.37627,330.55679,402.19940,201.94627,377.25212,529.31531,586.93592,454.68064,291.92569,488.92387,649.50741,684.11943,546.63765,473.79502,657.93007,782.37411,794.19351,683.88884,11.01802,5.15609,2.20603,0.77298,0.18984,0.01028,0.00000,0.00000,2.63494,2.00000,5.15855,11.78399,69.86927,-293.24960,-353.05161,4.40471,5.20366,6.29448,3.08411,3.90343,5.03613,2.37239,3.12274,4.19678,0.00000,0.00128,0.67854,0.38279,1.72462,4.79508,0.00000,0.00000,0.00000,-31.26574,-15.70168,-5.76535,20.07100,-34.40694,0.88124,0.20651,0.00000,0.00000,0.00000,0.50000,1.00000,0.02000,0.04472,0.25000,1.00000,1.00000,5.1
3b68,78.10462,141.84013,196.83344,229.11771,307.02237,365.04315,131.75802,321.40524,503.29017,190.59162,445.61446,701.85916,254.56341,571.55320,902.81335,1238.10274,486.74050,964.77324,1482.77486,1806.62522,1516.05888,733.22418,1300.27464,1851.95392,2090.42794,1774.96520,1275.12129,1838.82796,2273.62561,2397.66748,2139.84819,27.12832,12.69442,5.11030,1.77813,0.54467,0.14432,0.01536,0.00000,66.52405,50.82844,83.62492,124.01355,112.51590,-765.18064,-895.55064,3.82351,4.36345,5.11725,2.96992,3.51714,4.28945,2.28456,2.81371,3.57454,0.24860,1.56949,4.70653,0.04913,0.52080,1.49881,0.95632,3.88664,9.62675,-22.60875,-15.45542,-6.23653,35.61669,-102.04710,0.56407,0.12887,0.00000,0.00000,0.00000,1.55000,8.00000,1.28000,0.12649,0.65000,8.00000,1.00000,8.4
3fcq,39.37994,52.27031,73.37666,96.20711,122.21015,126.14260,62.20676,121.11413,195.92762,84.96411,173.01663,271.93316,109.62640,225.03146,350.62292,488.20700,200.81642,382.28773,580.36796,706.70346,589.22576,297.32776,515.37653,726.59255,816.52181,689.83336,509.08856,727.19216,893.17431,937.34338,833.17755,15.95547,8.00250,3.67083,1.44327,0.44908,0.10874,0.01086,0.00000,16.44804,13.00787,21.00713,34.46933,67.44173,-303.66252,-361.30734,1.81923,2.08162,2.43655,1.47767,1.73139,2.08538,1.13667,1.38512,1.73782,1.33588,5.77871,15.87200,0.00000,0.00000,0.00000,1.34124,6.10730,17.02382,-9.93564,-8.14823,-3.48540,25.30347,-42.23626,1.25630,0.32779,0.00000,0.00000,0.00000,0.70000,3.00000,0.18000,0.07746,0.35000,4.00000,1.00000,2.77
