Name,"gauss(o=0,_w=0.3,_c=8)","gauss(o=0.5,_w=0.3,_c=8)","gauss(o=1,_w=0.3,_c=8)","gauss(o=1.5,_w=0.3,_c=8)","gauss(o=2,_w=0.3,_c=8)","gauss(o=2.5,_w=0.3,_c=8)","gauss(o=0,_w=0.5,_c=8)","gauss(o=1,_w=0.5,_c=8)","gauss(o=2,_w=0.5,_c=8)","gauss(o=0,_w=0.7,_c=8)","gauss(o=1,_w=0.7,_c=8)","gauss(o=2,_w=0.7,_c=8)","gauss(o=0,_w=0.9,_c=8)","gauss(o=1,_w=0.9,_c=8)","gauss(o=2,_w=0.9,_c=8)","gauss(o=3,_w=0.9,_c=8)","gauss(o=0,_w=1.5,_c=8)","gauss(o=1,_w=1.5,_c=8)","gauss(o=2,_w=1.5,_c=8)","gauss(o=3,_w=1.5,_c=8)","gauss(o=4,_w=1.5,_c=8)","gauss(o=0,_w=2,_c=8)","gauss(o=1,_w=2,_c=8)","gauss(o=2,_w=2,_c=8)","gauss(o=3,_w=2,_c=8)","gauss(o=4,_w=2,_c=8)","gauss(o=0,_w=3,_c=8)","gauss(o=1,_w=3,_c=8)","gauss(o=2,_w=3,_c=8)","gauss(o=3,_w=3,_c=8)","gauss(o=4,_w=3,_c=8)","repulsion(o=0.4,_c=8)","repulsion(o=0.2,_c=8)","repulsion(o=0,_c=8)","repulsion(o=-0.2,_c=8)","repulsion(o=-0.4,_c=8)","repulsion(o=-0.6,_c=8)","repulsion(o=-0.8,_c=8)","repulsion(o=-1,_c=8)","hydrophobic(g=0.5,_b=1.5,_c=8)","hydrophobic(g=0.5,_b=1,_c=8)","hydrophobic(g=0.5,_b=2,_c=8)","hydrophobic(g=0.5,_b=3,_c=8)","non_hydrophobic(g=0.5,_b=1.5,_c=8)","vdw(i=4,_j=8,_s=0,_^=100,_c=8)","vdw(i=6,_j=12,_s=1,_^=100,_c=8)","non_dir_h_bond(g=-0.7,_b=0,_c=8)","non_dir_h_bond(g=-0.7,_b=0.2,_c=8)","non_dir_h_bond(g=-0.7,_b=0.5,_c=8)","non_dir_h_bond(g=-1,_b=0,_c=8)","non_dir_h_bond(g=-1,_b=0.2,_c=8)","non_dir_h_bond(g=-1,_b=0.5,_c=8)","non_dir_h_bond(g=-1.3,_b=0,_c=8)","non_dir_h_bond(g=-1.3,_b=0.2,_c=8)","non_dir_h_bond(g=-1.3,_b=0.5,_c=8)","non_dir_anti_h_bond_quadratic(o=0,_c=8)","non_dir_anti_h_bond_quadratic(o=0.5,_c=8)","non_dir_anti_h_bond_quadratic(o=1,_c=8)","donor_donor_quadratic(o=0,_c=8)","donor_donor_quadratic(o=0.5,_c=8)","donor_donor_quadratic(o=1,_c=8)","acceptor_acceptor_quadratic(o=0,_c=8)","acceptor_acceptor_quadratic(o=0.5,_c=8)","acceptor_acceptor_quadratic(o=1,_c=8)","non_dir_h_bond_lj(o=-0.7,_^=100,_c=8)","non_dir_h_bond_lj(o=-1,_^=100,_c=8)","non_dir_h_bond_lj(o=-1.3,_^=100,_c=8)","ad4_solvation(d-sigma=3.6,_s/q=0.01097,_c=8)","ad4_solvation(d-sigma=3.6,_s/q=0,_c=8)","electrostatic(i=1,_^=100,_c=8)","electrostatic(i=2,_^=100,_c=8)",num_tors_div,num_tors_div_simple,num_heavy_atoms_div,num_heavy_atoms,num_tors_add,num_tors_sqr,num_tors_sqrt,num_hydrophobic_atoms,ligand_length,num_ligands,affinity
3lqj,64.43185,122.61780,183.10548,227.14344,289.13811,349.23835,110.60699,299.32814,482.18984,162.32076,416.21039,675.19773,220.75369,534.37972,871.48105,1223.00780,441.48489,909.11823,1432.79805,1752.77778,1440.43804,679.75636,1233.48242,1781.10411,2012.34882,1689.85831,1203.92613,1749.16088,2171.12157,2289.77166,2036.62729,23.59190,11.40085,4.82716,1.79921,0.53449,0.10245,0.01233,0.00000,24.94820,16.72237,34.70136,51.92869,130.31779,-715.45949,-838.04604,5.08670,5.89841,6.71057,3.77175,4.59969,5.50916,2.90134,3.67975,4.59096,0.16723,1.24799,3.93000,0.47708,2.26457,5.96319,0.55204,2.50508,6.77790,-32.10534,-19.50974,-7.65571,43.88864,-107.82371,-0.26138,-0.03046,0.00000,0.00000,0.00000,2.60000,25.00000,12.50000,0.22361,0.50000,14.00000,1.00000,5.37
2rfy,33.54371,92.97749,132.61797,149.27065,171.88467,222.66467,64.80368,215.79234,294.23464,102.22228,292.04870,421.62922,143.99340,365.69464,552.83104,793.15699,291.74798,599.58769,929.03361,1146.56759,967.48656,445.83555,807.77647,1163.70006,1323.67039,1128.29274,787.62907,1147.01029,1428.04034,1512.98217,1354.18112,9.51442,4.52863,2.03692,0.87632,0.33911,0.10537,0.01499,0.00000,0.00000,0.00000,0.00000,0.00000,132.09718,-463.92243,-547.69525,1.73669,2.90993,5.11109,1.43814,2.36783,4.23717,1.10626,1.89426,3.53098,0.00000,0.00000,0.44156,0.07171,1.40933,7.24177,0.00138,0.57698,4.05054,-26.95937,-14.49745,-5.45215,47.93506,-74.16154,1.34216,0.26303,0.00000,0.00000,0.00000,1.15000,4.00000,0.32000,0.08944,0.00000,4.00000,1.00000,5.22
2wk2,77.06198,128.37225,181.12696,239.74697,271.78476,315.33567,124.97507,306.82412,455.61603,178.46878,427.83890,643.73416,238.48582,546.01781,834.82563,1169.16348,459.39548,908.59862,1390.13387,1708.31681,1445.16116,690.69173,1223.30159,1743.81764,1976.28047,1683.69905,1201.20205,1733.38604,2145.50028,2265.22617,2023.45991,25.35573,11.74751,4.79271,1.72481,0.48200,0.07264,0.00137,0.00000,22.40011,19.05382,26.58047,36.05828,136.94064,-729.91542,-851.28536,4.27177,5.46324,6.91206,2.99024,4.09743,5.52965,2.30018,3.27794,4.60804,0.00000,0.24122,1.15427,0.53632,3.07328,8.57160,0.87794,4.13000,11.41461,-35.84462,-16.28427,-5.63330,42.95195,-107.34533,1.04919,0.23550,0.00000,0.00000,0.00000,2.10000,11.00000,2.42000,0.14832,0.15000,8.00000,1.00000,6.82
2v86,79.83786,134.35788,206.46775,261.04890,316.53553,347.09033,130.10085,338.43018,517.93533,185.95396,469.76993,726.25844,250.58913,600.17366,938.27356,1271.54768,494.79877,1001.18471,1533.22246,1832.28916,1491.60859,751.37937,1340.97556,1899.49058,2113.17818,1758.81142,1304.20644,1877.16336,2309.21915,2416.63833,2136.40332,23.11069,10.39276,4.23749,1.57164,0.50777,0.09420,0.00000,0.00000,41.39135,30.79474,52.32942,74.54906,132.53619,-783.54369,-923.41273,5.82567,6.11337,6.82806,4.27912,4.75266,5.59655,3.29163,3.80213,4.66379,0.00000,0.36592,2.55202,0.22580,0.95098,2.89446,0.62599,2.03310,5.42746,-36.50274,-21.75703,-8.44836,40.35132,-116.12146,-0.15215,-0.01546,0.00000,0.00000,0.00000,3.50000,33.00000,21.78000,0.25690,0.65000,22.00000,1.00000,4.46
3eks,52.85655,97.63830,142.13236,186.90068,240.45170,312.69214,89.44568,238.56974,405.69353,130.15334,333.56760,571.30523,176.42860,431.22673,736.00599,1029.87377,356.21207,747.71703,1200.25942,1472.41199,1202.85625,555.32538,1020.92972,1487.85620,1685.65400,1412.56844,995.15480,1452.87786,1809.37579,1911.54092,1700.70312,17.62158,8.02825,3.04903,0.95174,0.22475,0.01224,0.00000,0.00000,70.12724,52.60200,96.90429,163.22511,53.51837,-598.08640,-689.44431,3.55784,3.87832,4.15874,2.49049,2.90874,3.32699,1.91576,2.32699,2.77249,0.20005,0.94748,2.86093,0.51799,1.99908,4.71793,0.29969,1.61279,4.52614,-22.38346,-11.29421,-4.13997,4.08673,-82.42803,0.38444,0.07225,0.00000,0.00000,0.00000,1.85000,4.00000,0.32000,0.08944,1.15000,4.00000,1.00000,5.7
3nkx,81.26435,116.57235,143.30399,192.67468,259.70150,320.91296,128.17722,247.07131,431.15543,176.67959,353.06865,601.70619,228.15191,462.83212,776.12223,1160.98732,419.98655,816.60341,1310.27158,1699.70330,1495.53864,634.54943,1132.41563,1666.88139,1959.20536,1720.47000,1133.51483,1655.23912,2082.01681,2236.96430,2032.26598,40.13900,21.29652,10.48004,4.75873,1.83992,0.59810,0.17134,0.03584,11.03713,7.91562,14.76379,24.88743,169.94496,-654.28767,-776.93759,10.97042,12.35206,14.23617,7.93780,9.47946,11.56127,6.10600,7.58357,9.63439,0.47049,2.65865,9.71121,0.70929,3.63380,11.36313,1.11919,4.46566,11.40159,-73.18701,-40.25514,-15.22546,58.75925,-107.55793,1.24373,0.27665,0.00000,0.00000,0.00000,3.65000,31.00000,19.22000,0.24900,0.55000,22.00000,1.00000,5.12
4fbx,32.21703,57.25374,80.20662,100.18710,130.25051,156.01967,54.84621,132.57649,215.40892,79.69029,186.05256,301.85970,106.61283,240.14237,393.37444,615.29664,205.79891,415.76682,676.64267,886.09906,770.22457,316.18561,577.75686,860.73250,1014.53415,884.50877,574.44058,846.33712,1069.53513,1150.18480,1042.49046,13.84544,6.97103,3.12706,1.17538,0.31343,0.02656,0.00000,0.00000,32.40980,24.87279,38.79732,51.77168,50.58816,-347.92669,-396.07010,0.58367,0.67618,1.12131,0.40857,0.50714,0.89705,0.31428,0.40571,0.74754,0.76219,2.49653,5.62238,0.36398,1.21729,2.57576,0.39821,1.27924,3.04662,-6.22974,-2.63959,-0.89379,14.29039,-48.17866,0.33904,0.06510,0.00000,0.00000,0.00000,0.85000,2.00000,0.08000,0.06325,0.20000,2.00000,1.00000,7.66
220l,22.08776,30.76288,39.89362,45.99802,73.07753,80.97779,33.99104,65.75034,116.02302,46.21087,93.20212,158.07500,59.35845,122.15816,200.43770,260.58653,108.67266,210.94641,319.47742,370.54140,286.29126,161.94242,282.06309,391.78650,425.09829,342.55615,274.54112,389.12523,471.43949,485.64319,422.26424,6.11799,2.67300,1.05460,0.35034,0.09068,0.01008,0.00000,0.00000,63.02976,48.62746,78.01394,112.43763,0.00000,-170.93303,-197.89784,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-4.37740,-16.11038,0.00000,0.00000,0.00000,0.00000,0.00000,0.30000,0.00000,0.00000,0.00000,0.30000,0.00000,1.00000,3.4
3lqi,66.28845,124.38829,180.66490,236.48768,293.82253,318.41932,114.42518,299.91150,480.44843,167.63141,419.38696,668.39341,226.91980,538.65178,861.73723,1197.54420,448.44502,910.10719,1415.72431,1718.15203,1407.98073,684.49024,1228.95744,1759.08587,1975.97684,1654.43541,1199.85211,1734.41950,2143.77909,2253.57175,1999.72348,25.63546,12.39563,5.19339,1.79271,0.52779,0.10426,0.00128,0.00000,37.24019,26.93973,48.39901,70.54768,117.86225,-717.45374,-841.93624,6.03712,6.69554,7.72604,4.35700,5.13083,6.26817,3.35154,4.10466,5.22348,0.02015,0.49821,2.07396,0.48455,2.33698,6.17600,0.34864,1.71484,5.09219,-40.01205,-21.45717,-8.05582,37.08761,-105.05891,-0.10690,-0.00313,0.00000,0.00000,0.00000,3.80000,39.00000,30.42000,0.27928,0.80000,24.00000,1.00000,5.16
3dnj,52.79951,90.31383,126.49903,176.31684,190.17643,218.77708,87.66676,217.33780,321.94262,125.99343,303.66593,451.18989,168.90574,387.15430,575.85938,686.43770,325.87612,630.68578,905.33710,993.10656,749.27373,481.01670,820.53843,1099.91056,1152.81276,908.80426,790.85650,1103.11022,1313.85021,1331.78353,1142.31487,22.34098,11.13950,4.87569,1.86101,0.50643,0.06224,0.00000,0.00000,23.83051,13.99467,33.65434,54.57420,77.99598,-478.56470,-584.12664,4.27375,4.64420,5.07266,3.02054,3.50724,4.07740,2.32349,2.80579,3.39783,0.50048,1.50789,3.64493,0.50048,1.51943,4.12162,0.37916,1.24493,2.62349,-26.90912,-14.47281,-5.42488,23.98353,-62.17206,0.27234,0.04538,0.00000,0.00000,0.00000,1.30000,9.00000,1.62000,0.13416,0.55000,8.00000,1.00000,6.82
1eix,66.77960,76.12189,109.43228,160.43071,214.40543,258.61453,101.93665,186.13879,355.15213,136.46833,270.06327,494.05914,174.84584,358.93932,634.48714,918.00501,326.97859,646.37208,1046.46060,1325.90553,1130.39564,499.69326,896.29121,1314.93068,1523.44445,1313.75877,892.59701,1299.43741,1626.20824,1735.43252,1564.52728,35.92080,19.47986,9.76643,4.52983,1.85922,0.54349,0.08906,0.00375,4.77034,4.00000,6.97111,10.91235,138.35721,-500.18250,-607.07879,13.78461,14.92853,17.08469,10.44840,11.86237,14.20053,8.08435,9.53073,11.86780,0.00244,0.32425,2.07362,1.72127,4.75396,10.13710,1.19506,4.55278,12.53316,-68.23508,-53.35244,-22.45982,58.32269,-84.07167,1.59351,0.34769,0.00000,0.00000,0.00000,1.10000,4.00000,0.32000,0.08944,0.05000,6.00000,1.00000,11.06
3f9y,110.45129,168.97186,257.36560,323.87590,375.86320,466.16030,174.03771,422.22062,637.72443,244.76826,586.21959,906.00191,325.91882,749.69727,1178.28031,1644.59664,630.15802,1261.00324,1944.31017,2346.68636,1907.34360,953.53001,1698.19042,2414.52700,2697.40167,2246.15052,1657.61136,2386.53475,2938.65976,3078.34917,2722.66848,31.88748,14.37464,5.83244,2.27697,0.75337,0.14472,0.02489,0.00000,51.10099,36.21849,64.82794,96.10957,199.33662,-997.86157,-1170.99030,8.91774,9.31696,10.09372,6.50019,7.20253,8.24682,5.00014,5.76202,6.87235,0.00000,0.55332,3.70064,0.31884,1.25838,3.90154,0.00000,0.44463,2.79485,-51.22680,-32.57108,-13.04057,57.31864,-142.43311,-0.03181,0.01667,0.00000,0.00000,0.00000,3.30000,35.00000,24.50000,0.26458,0.90000,18.00000,1.00000,4.49
1ugw,39.31521,50.57654,67.71790,73.96804,95.89518,106.61175,61.67729,110.54684,157.89032,83.68985,152.87369,217.44223,106.46597,195.86026,276.02606,325.50239,183.37478,320.51447,438.85659,483.48433,381.21058,257.91447,415.47109,541.22284,567.88491,458.20292,408.44080,558.59037,658.24526,665.97843,574.44763,16.32012,7.88998,3.30254,1.05560,0.18886,0.00257,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,70.24070,-252.10928,-305.77003,6.37863,7.04962,8.12760,4.46504,5.28721,6.50208,3.43465,4.22977,5.41840,0.00000,0.00000,0.00000,1.22244,4.66000,11.41899,0.88783,3.67950,8.61590,-41.42066,-20.26639,-7.25336,19.90799,-35.56828,0.55235,0.13159,0.00000,0.00000,0.00000,0.60000,1.00000,0.02000,0.04472,0.00000,1.00000,1.00000,3.09
3m6p,53.30472,101.43326,154.15968,192.42601,220.26280,234.03301,93.75940,251.59464,365.69269,138.20486,347.66817,508.36766,188.08402,441.09994,650.65384,820.72153,367.63259,716.74757,1047.74999,1208.77136,979.31037,545.92793,942.66045,1293.98638,1407.87051,1161.49346,916.85318,1296.94399,1572.13130,1626.62581,1426.88677,27.36997,14.94204,7.63740,3.42140,1.22610,0.34133,0.05825,0.00093,39.89169,30.32170,52.26368,80.99953,102.34998,-536.45483,-668.53198,7.42881,8.88908,10.16681,5.60812,7.00676,8.40541,4.33745,5.62579,7.02149,1.55162,4.66686,11.09783,0.00000,0.11666,1.39023,2.20439,6.26093,12.97627,-36.00244,-27.30046,-11.39712,11.01722,-82.73856,0.35786,0.10150,0.00000,0.00000,0.00000,1.35000,11.00000,2.42000,0.14832,0.60000,10.00000,1.00000,8.35
