name,affinitydG,hb,ion,mlig,hh_hp_aa,affinity
2qwe,-3.95906,3.4526,-0.962086,0,-0.718256,7.48
1toj,-3.53442,0,-0.314718,0,-3.2197,3.39
1pr5,-4.65206,3.7617,0,0,-2.16934,3.92
1f4e,-4.28439,0.98901,-0.0466961,0,-3.58495,2.96
1y6q,-6.3374,1.05378,-0.624762,0,-5.01714,11.7
1hfs,-15.9101,3.76862,0.341159,1.03228,-12.7317,8.7
2d0k,-4.02487,0.350812,-0.849549,0,-2.94378,5.02
1ela,-5.71514,0.775722,-0.122017,0,-5.08114,6.36
1rnt,-3.1547,2.30605,-0.800566,0,-0.832136,5.19
1ndy,-8.10046,2.85409,0,0,-6.21676,6.17
1j17,-6.82809,0.368864,0,0,-6.58464,5.22
1ols,-11.6283,3.01794,-3.09883,1.9794,-4.5582,5.82
3std,-12.6246,1.84239,0,0,-11.4087,11.11
1avn,-0.925462,1.11296,0.0608313,0,-0.251741,3.9
5er1,-7.74322,2.8487,-1.45883,0,-4.40425,6.02
2drc,-5.30338,0.198943,-1.64476,0,-3.52732,9.89
1pb9,-2.44046,1.73242,-0.350362,0,-0.946703,3.62
1d7j,-1.4699,0,0,0,-1.4699,3.3
1pxo,-5.13861,0.160326,-0.4819,0,-4.55089,8.7
2g8r,-2.73805,1.62112,-0.116964,0,-1.55115,3.99
1ndw,-7.01499,2.04484,-0.70624,0,-4.95915,5.23
1fh7,-6.31699,6.52846,-0.443275,0,-1.56493,5.24
1jys,-0.798329,0,0,0,-0.798329,3.52
1om1,-5.56773,0.672099,0.34992,0,-5.47407,6.77
1nfy,-5.85366,0.458513,-0.198974,0,-5.35207,8.89
1fkb,-9.75598,3.86803,0,0,-7.20308,9.7
1loq,-3.5342,2.6956,-0.180016,0,-1.57509,3.7
4tln,-3.53599,3.20632,0,0.74798,-0.671841,3.72
1trd,-1.9349,2.37747,-0.282519,0,-0.0832484,5.4
2d1o,-9.83852,2.95357,-0.78294,1.77787,-5.32835,7.7
1k9s,-6.58345,6.18347,0,0,-2.50236,6.52
1ndz,-9.8175,1.95912,-0.868312,0,-7.65616,8.11
2cgr,-5.33965,0.165986,-0.461674,0,-4.76842,7.28
1toi,-3.60666,0,-0.313184,0,-3.29348,4.05
2brm,-4.20642,1.11216,0,0,-3.4724,5.89
2fzc,-4.96272,2.41621,-2.22345,0,-1.14457,2.7
6rnt,-4.64325,3.70316,-0.957032,0,-1.24214,2.37
1fd0,-12.5327,0.321113,-0.15633,0,-12.1645,8.4
1dhi,-4.29929,0.121947,-0.937314,0,-3.28149,7.26
1hi4,-3.26593,0.441123,-1.94611,0,-1.02868,4.49
1nje,-3.98318,1.45143,-1.59969,0,-1.42554,3.8
1b8o,-4.05041,3.01205,0,0,-2.06246,10.64
1jaq,-4.14965,2.68303,0.479064,1.56431,-1.29361,4.48
2h3e,-7.39948,6.03125,-1.78026,0,-1.63859,5.7
1pz5,-6.54748,2.5657,0.162629,0,-5.01675,5.4
1ajq,-3.61938,0.516606,-0.402841,0,-2.87558,4.31
1fcx,-13.0667,0.412994,-0.133696,0,-12.6604,7.19
1u33,-8.13224,8.97477,-0.177211,0,-2.03168,4.6
1tmn,-8.98094,4.6677,0.388188,1.49508,-4.79336,7.3
1pbq,-4.22389,0.134266,-0.308229,0,-3.82705,6.27
1nhu,-6.22737,0,-0.152902,0,-6.07447,5.66
1df8,-5.64538,2.03677,0,0,-4.30111,9.7
1syh,-5.71732,3.36051,-0.46898,0,-3.03041,6.31
1bxo,-9.24483,4.27367,-0.0553384,0,-6.36887,10
2f80,-8.90766,3.99018,-0.248717,0,-6.02543,8.18
2bak,-8.74737,1.11785,-0.0190525,0,-7.99054,7.43
1olu,-8.545,1.87667,-3.01501,0,-4.29138,4.41
1fzj,-10.8547,4.11705,-0.338497,0,-7.79898,8.1
1x1z,-5.04594,4.93193,-0.188186,0,-1.60268,11.06
1flr,-8.62473,2.38878,-0.145369,0,-6.90276,10
2g94,-8.54321,2.96968,0.0374416,0,-6.62066,9.52
1bma,-6.20614,0.810346,0,0,-5.67131,4.59
1lol,-3.4419,3.29253,-0.0679261,0,-1.2009,6.39
1g7f,-3.17829,0,-0.179342,0,-2.99895,5.47
1ajp,-3.63114,1.48805,-0.406957,0,-2.24208,2.23
1q7a,-5.20522,0,0.127187,0,-5.3324,7.19
1m0n,-4.02398,2.46294,-0.792547,0,-1.60589,2.22
2ctc,-2.99392,0.966494,-0.220838,0,-2.13519,3.89
1v16,-11.5564,3.16038,-3.16444,1.84698,-4.45917,3.87
2j77,-7.29486,7.92537,-0.956044,0,-1.10807,4.89
1ttm,-4.49101,1.10535,0.0565685,0.927269,-2.89078,7.35
1zc9,-1.57521,0.447281,-0.790932,0,-0.489068,3.22
1fzk,-11.5974,3.92547,-0.294549,0,-8.71208,8.4
2bz6,-5.05263,1.4158,-0.799493,0,-3.31871,7.09
2std,-10.0857,0.974599,0,0,-9.44242,9.85
1zs0,-7.18217,2.77315,-0.139954,0.649129,-4.56281,6.15
1vfn,-1.69325,1.27104,0,0,-0.854356,5.6
1sv3,-1.69793,0,0.0279841,0,-1.72592,4.74
1fkn,-7.75102,4.21199,-0.177004,0,-4.79411,8.8
1fh9,-7.19424,8.98107,-0.250325,0,-1.01641,6.43
2b7d,-5.92048,1.842,-1.22655,0,-3.47821,8.7
1nny,-5.91913,0.149079,-0.548771,0,-5.27197,7.66
2gss,-3.83499,0,-0.183974,0,-3.65102,4.94
1m2q,-6.51954,1.48891,0.249149,0,-5.78601,6.1
1f4g,-6.58982,2.29949,-0.650648,0,-4.42151,6.48
1vzq,-6.36517,1.30179,-0.6303,0,-4.87569,7.44
1a69,-4.28931,4.55281,0,0,-1.28445,5.3
8cpa,-7.69943,5.48676,-0.00116226,0.599557,-3.47745,9.15
1elb,-4.69925,2.26227,0,0,-3.20615,7.15
1v48,-4.23221,1.20572,-0.277999,0,-3.15843,7.8
10gs,-6.72006,0.708262,-0.605929,0,-5.64668,6.4
1sl3,-7.44796,1.53433,-0.0748366,0,-6.36046,11.85
1o3p,-3.67469,1.53431,-0.52193,0,-2.14012,6.66
3gss,-6.46292,1.97882,-0.531918,0,-4.62498,5.82
1v2o,-3.29899,0.916907,-0.654655,0,-2.03918,4.73
1s39,-2.79254,0.128342,-1.13111,0,-1.57672,7.7
2ceq,-7.42383,7.21849,-0.661159,0,-1.99847,7.28
1det,-1.52466,1.19306,0,0,-0.737242,4.3
1k4g,-2.66593,0,-0.356389,0,-2.30955,5.85
1f5k,-2.60132,0.970055,-0.631253,0,-1.32983,3.74
1tsy,-4.3602,2.60778,-1.23342,0,-1.40565,4.96
2bok,-6.06062,0.730273,-0.62973,0,-4.94891,6.55
1kv5,-1.51965,2.26202,0.346306,0,-0.373026,4.22
1ai5,-5.07017,0.809015,-0.416532,0,-4.11968,3.72
2rkm,-4.31625,1.64157,-1.15868,0,-2.07413,3.9
1e1v,-2.56853,1.16693,0,0,-1.79835,4.92
2g5u,-5.4612,0,-0.226081,0,-5.23512,8.49
2usn,-6.30985,1.17192,0,0.905576,-4.63081,6.51
4er2,-8.61099,4.39691,0,0,-5.70902,9.3
6std,-9.12769,0.974993,-0.00566499,0,-8.47853,8.64
2azr,-4.71888,2.66199,-0.0654677,0,-2.89649,3.64
1ppm,-9.27829,4.08746,0.525186,0,-7.10575,5.8
1fki,-7.05068,0.831914,0,0,-6.50161,7
1j16,-2.09243,0,-0.643001,0,-1.44943,3.84
1kv1,-6.14569,0.0708128,0,0,-6.09895,5.94
1fcz,-12.3395,0.613973,-0.15145,0,-11.7828,9.22
1m0q,-3.28382,2.12849,-0.691391,0,-1.18762,3.89
1b9j,-6.37256,2.101,-1.11889,0,-3.86702,5.96
1b7h,-6.1882,2.08938,-1.07601,0,-3.7332,8.02
1hk4,-3.9902,0,-0.452876,0,-3.53733,5.31
2d3u,-6.33842,0,-0.163919,0,-6.1745,6.92
1zvx,-6.26369,2.60789,0.671085,0.728312,-4.48525,9.22
