name,affinitydG,hb,ion,mlig,hh_hp_aa,affinity
1imx,-5.09773,0.66984,0,0,-4.65564,3.52
1vkj,-4.77049,1.70645,-2.28376,0,-1.36047,4.85
1hqg,-2.34328,1.02042,-1.17396,0,-0.495841,3
1rzx,-5.38649,2.17203,-0.447269,0,-3.50568,4.1
1f9g,-0.821377,0.50288,0,0,-0.489476,1.28
1hp0,-7.04093,5.7045,-0.144942,0,-3.13101,6.7
2gh7,-6.45827,3.32874,0,0,-4.2613,13
1x9d,-7.66066,8.87869,0,0,-1.80073,3.96
1w6y,-7.36994,0.987071,0,0,-6.71847,5.36
1rdn,-4.71287,6.40121,0,0,-0.488068,1.84
8abp,-5.69816,7.24507,0,0,-0.916412,8
1y2g,-3.94957,0,0,0,-3.94957,4.08
2f8i,-1.67494,0,-0.226822,0,-1.44812,7.26
1cin,-4.61206,3.68371,0.417963,0.792085,-1.80669,8.73
220l,-3.8693,0,0,0,-3.8693,3.4
2br6,-3.07425,2.14401,0,0.579617,-1.07959,2.96
1pu8,-1.92374,0.743873,-0.0837009,0,-1.34909,3.1
1eix,-4.98675,4.31048,-0.513568,0,-1.62827,11.06
1ent,-8.15566,3.81541,0.0523002,0,-5.68978,6.96
1m9n,-6.4114,6.74896,-0.815749,0,-1.14134,6.92
1pbk,-9.70337,4.33524,0,0,-6.8421,9.05
1c4v,-7.49558,1.39802,-0.490314,0,-6.08257,10.8
5tln,-6.56975,3.7625,0,0.877631,-3.20887,6.37
2bsu,-10.0366,7.45734,-0.20045,0,-4.91433,5.66
1z3t,-4.12105,4.77676,0,0,-0.968388,3.94
1o0o,-2.87936,0.858047,-1.84241,0,-0.470644,5.1
9abp,-5.0767,6.60111,0,0,-0.719972,8
1gah,-11.6886,10.7924,-0.472697,0,-4.09296,12
1o2x,-4.86312,3.74719,-0.379083,0,-2.01089,5.85
2adm,-4.98492,3.34892,-0.0510901,0,-2.72354,5.7
1lf9,-10.2922,9.51751,-0.362185,0,-3.64847,12
1rgk,-5.48016,5.37972,-0.907808,0,-1.02174,4.31
1b6m,-8.67914,0.592509,-0.878497,0,-7.40959,8.4
1y3g,-6.29925,3.17739,0.328553,0,-4.53073,7.4
1qy5,-2.61449,0.837759,0,0,-2.06157,6.7
1awi,-12.5041,4.18453,-0.31129,0,-9.43102,4.05
1heg,-5.58071,3.19045,0,0,-3.47501,7.74
1rej,-8.44528,4.26472,-0.646696,0,-4.98387,8.3
1qsc,-5.8354,3.85868,0.220415,0,-3.50908,3.68
11gs,-6.879,1.75104,-0.576888,0,-5.14643,5.82
1w1g,-4.14127,0.632056,-4.23509,0,0.510979,7.68
2bjm,-5.25762,0,0,0,-5.25762,3.7
1y2f,-4.21078,0,-0.243655,0,-3.96713,4.92
1fwv,-0.363837,0.895819,0.0312602,0,0.196144,3.72
1o2g,-4.67621,0.785266,-0.601154,0,-3.55678,6.12
1ws5,-4.50142,5.37601,0,0,-0.953259,3.03
2hdr,-1.3724,0,-0.165412,0,-1.20698,1.72
1zsr,-10.1606,5.10963,-0.25743,0,-6.53085,9.82
1d5r,-2.7464,3.33925,-0.166468,0,-0.376026,1.82
1me7,-3.7094,3.36838,-0.0539741,0,-1.4323,7.19
1z1r,-8.45725,3.04259,-0.251466,0,-6.19768,9.22
1umw,-4.58793,1.33066,-1.0933,0,-2.61639,6.55
1tnj,-1.47183,0,-0.431517,0,-1.04032,1.96
1rle,-3.84087,1.46974,-1.32198,0,-1.54886,5.8
5abp,-5.47005,6.95938,0,0,-0.876859,6.64
1db1,-15.3237,5.63441,0,0,-11.605,9.26
1gi6,-3.65605,2.90181,-0.550762,0,-1.1901,6.22
1lox,-6.82299,0.823747,0.355755,0,-6.63508,5.52
2c4v,-3.12197,2.61771,-1.30733,0,-0.0869543,2.6
1rdj,-4.58832,6.70138,0,0,-0.165408,1.66
4fiv,-9.78488,2.40445,0,0,-8.19794,6.52
2er6,-9.56484,2.37881,-1.18296,0,-6.81186,7.22
1gt1,-6.77803,0,0,0,-6.77803,6
1fdq,-3.55728,0.850738,-0.343138,0,-2.65265,7.27
1dqx,-5.66649,7.03541,0.209987,0,-1.23311,11.05
1apb,-4.5471,5.30396,0,0,-1.04648,5.82
1b11,-3.27682,0.256387,0,0,-3.1076,7.39
1mmp,-6.14028,2.3521,-0.209397,1.10038,-3.27811,6.07
1urg,-5.36961,5.45293,0,0,-1.77068,5.82
1vwn,-6.58149,3.37357,-0.011649,0,-4.34329,5.82
1f2p,-3.39827,2.94227,0.324546,2.10618,0.325262,1.9
3pcc,-3.99147,1.18991,-0.490754,0.922559,-1.79282,3.62
2cji,-5.37788,0.472728,0.0766159,0,-5.1425,8.22
1vyq,-5.31671,0.376586,0,0,-5.06816,5.3
1bap,-5.42391,6.95056,0,0,-0.836542,6.85
7abp,-5.37896,6.61818,0,0,-1.01096,6.46
1jn2,-0.49631,0,0.233149,0,-0.729459,4.09
1tnk,-1.67206,0,-0.430172,0,-1.24189,1.49
1o2k,-4.09755,2.74657,-0.413079,0,-1.87173,6.92
1hn2,-6.99585,0,0,0,-6.99585,6
1rdl,-4.82739,6.93916,0,0,-0.247542,2.24
1qi0,-5.96423,8.03574,0,0,-0.660644,2.35
1sgx,-2.23461,0.176146,-1.04581,0,-1.07254,5.8
1abf,-5.16727,6.22067,0,0,-1.06163,5.42
1mhw,-5.13505,0.591129,-0.0251358,0,-4.71977,7.35
1m6p,-7.16701,8.33937,-0.668799,0.683595,-0.31063,5.1
1r0x,-5.35405,2.09851,-2.17831,0,-1.79072,3.83
1ody,-10.3366,4.60732,0,0,-7.29575,8.1
1wvc,-8.77618,5.32983,-3.15701,0,-2.10147,4.46
2toh,-1.43106,1.08328,0,0,-0.71609,4.15
2h6q,-6.07263,3.70601,-0.815802,0,-2.81086,5.11
1gi8,-2.40044,1.4236,-0.429194,0,-1.03167,5.05
1lor,-4.99559,4.89263,-0.178062,0,-1.58839,11.06
2fgi,-5.26518,0.545878,-0.0482454,0,-4.85666,7.34
1tnl,-1.64885,0,-0.43636,0,-1.21249,1.88
1w2g,-3.19173,0.695253,0,0,-2.73286,4.57
1bzh,-3.36781,1.00344,-0.179659,0,-2.52588,6.77
1agm,-10.2423,8.68807,-0.466534,0,-4.04159,12
1f8a,-5.98822,2.39891,-0.836198,0,-3.56874,5
1icj,-2.45031,1.13142,0,0,-1.70358,2.22
1w7x,-7.89561,3.49081,-1.05586,0,-4.53581,8.4
1vwl,-5.34866,2.18093,0,0,-3.90924,5.63
1njj,-0.640176,4.97408,-0.328454,0,2.97117,2.1
1g3b,-6.07492,3.89889,-1.72175,0,-1.7799,5.74
1vjc,-4.12602,1.68624,-0.704385,0,-2.30872,3.58
1w0y,-5.82779,2.02013,-0.622176,0,-3.87233,6.42
1vjj,-3.51811,0.157624,-2.13803,0,-1.27605,5.77
1m13,-10.8055,0.482223,0,0,-10.4872,7.57
1qpb,-0.658249,0.487355,0,0,-0.336595,1.36
1gj4,-4.35912,2.24927,-0.614787,0,-2.25982,4.07
1sqn,-9.41924,0.252828,0,0,-9.25237,9.4
830c,-10.6027,4.93542,-0.245102,1.36326,-5.73697,9.28
1sts,-5.52034,3.30316,0,0,-3.34025,5
1sc8,-6.8732,5.29322,-0.563047,0,-2.81663,7.44
1jwt,-7.49123,3.00287,-0.483104,0,-5.02623,7.85
1a42,-5.43865,2.45157,-0.184692,0.818117,-2.81781,9.89
1pr1,-4.31175,4.61321,0,0,-1.26703,5.3
1we2,-3.38633,3.84688,-0.4207,0,-0.426693,4.36
1b74,-0.574322,0.624022,-0.209599,0,0.047131,1.3
1tsl,-5.21092,1.7678,0,0,-4.04418,6.15
1jd5,-4.94161,0.999052,-0.750615,0,-3.53162,6.62
1af2,-6.06957,3.56857,0,0.827897,-2.88642,3.1
2g00,-8.19322,0.622214,-0.12626,0,-7.6563,9.74
1ow4,-7.64936,0.346475,-0.50495,0,-6.91574,5.68
1vjd,-4.38236,4.2581,0.83562,0,-2.40763,3.54
1utc,-7.13312,0.881316,-0.244084,0,-6.30737,4.55
1wei,-1.3338,0.986093,0,0,-0.682975,9
1o3h,-5.35613,4.43599,-0.414235,0,-2.01414,7.3
1jqe,-8.01738,0,-0.427665,0,-7.58971,6.44
1wkm,-6.10554,4.4822,0.534114,1.86636,-1.81504,0.82
1jt1,0.884285,0.62263,0.0458771,0,1.24934,3.4
2i0g,-9.56514,2.55014,0,0,-7.88205,9.72
7hvp,-9.61965,3.29286,-0.423156,0,-7.02321,9.62
1uxa,-2.4184,1.20709,-0.283114,0,-1.33861,2.3
1udt,-6.70126,0.740457,0,0,-6.21255,9.3
1vot,-5.82472,0.948023,-0.0761378,0,-5.12288,6.6
1h9z,-6.86685,0.696329,-0.402884,0,-6.00439,5.42
1gz3,-3.67885,2.38326,0.593573,0,-2.69947,3.7
6abp,-5.13071,6.60804,0,0,-0.769406,6.36
1sri,-2.10325,1.84993,0.286026,0,-1.16833,6.08
1rbo,-5.39059,4.72069,-1.86224,0,-0.412697,12.72
1gny,-3.32664,2.83584,0,0,-1.45499,4.14
1fj4,-4.82749,1.63392,0,0,-3.7491,4.59
1ux7,-2.90393,2.80036,0,0,-1.05569,3
1p28,-1.43784,0.220353,0,0,-1.29241,5.42
1q63,-3.80429,0,-1.44656,0,-2.35773,5.85
1a0q,-5.85181,0.727985,-0.338949,0,-5.03239,7.57
1w1d,-4.36415,0.591725,-4.43146,0,0.457846,6.52
1sle,-4.71499,1.5543,0,0,-3.68916,6.17
1gjb,-3.69979,1.7033,-0.334493,0,-2.24112,6.35
1a7x,-12.0688,4.55858,0,0,-9.06015,9.7
1byk,-7.61882,10.3653,-0.204402,0,-0.573329,5
1ga8,-2.81768,1.84916,0,0,-1.59723,1.8
1f2o,-5.35144,3.77376,0.834584,2.24325,-1.45209,1.91
1oko,-5.21106,6.79106,0,0,-0.728959,4.54
5fiv,-3.1624,0,0,0,-3.1624,7.66
1jmi,-4.67928,2.16029,-1.65089,0,-1.6026,6.06
2ivu,-5.47482,0,0.153781,0,-5.6286,6.43
2fzz,-8.70508,0.278645,-0.0802551,0,-8.44092,10.52
1o9d,-5.51606,2.33005,-1.77962,0,-2.19861,5.6
6fiv,-3.20766,0.218595,0,0,-3.06339,8.08
1ulg,-2.98533,3.34337,0,0,-0.778711,4.21
1cea,-3.37002,0.619588,-1.22852,0,-1.73257,4.96
1caq,-10.6976,1.67506,-0.501738,0.94965,-8.14065,7.72
1mj7,-8.38068,1.54812,-0.363523,0,-6.9954,8.35
1ce5,-3.43547,2.60038,-0.418673,0,-1.30055,4.74
1o3k,-4.67891,3.38471,-0.412537,0,-2.03246,6.77
1ofz,-3.33198,3.58079,0,0,-0.968656,4.62
2fwp,-4.06849,4.47254,0.0310931,0,-1.14771,2.92
1a1c,-5.14114,2.13499,-0.65458,0,-3.07747,6.4
2a31,-4.37876,5.05321,-0.321629,0,-0.722009,1.01
1tvo,-4.6388,1.92549,0,0,-3.36798,6.85
1zky,-8.95411,1.88032,0,0,-7.7131,6.25
1ykp,-2.09171,1.19607,-0.923866,0.689962,0.311523,2.96
1oai,-5.50473,0,0.0803755,0,-5.58511,5
1fwu,-1.15062,0.988085,0.0277765,0,-0.526259,3.7
1q95,-6.96528,4.17464,-2.75996,0,-1.45007,7.57
1gz9,-5.8276,6.0806,0,0,-1.81441,3.51
1aj6,-5.02231,0.842096,0,0,-4.46653,5.92
1w8m,-1.78966,0.170957,0,0,-1.67683,1.6
2hs2,-8.49816,3.56779,-0.20748,0,-5.93594,8.31
1uxb,-2.26048,1.03112,-0.293552,0,-1.28639,2.15
1h1h,-3.1337,0.849981,-2.31077,0,-0.261936,5.22
2ada,-7.68478,6.46399,0,0.883008,-2.53554,13
1lrt,-4.31168,4.66195,0.000714408,0,-1.2355,5.64
1g3c,-7.63345,2.52115,-1.67098,2.50718,-1.79134,5.8
1v2q,-3.5368,1.74611,-0.42345,0,-1.96092,4.13
2f5t,-9.03396,11.1523,0,0,-1.67341,5.17
1rek,-11.0997,4.01966,-0.672545,0,-7.77421,6.7
3tlh,-3.56447,1.36016,0,0,-2.66676,8.82
1h1p,-3.01817,1.58358,0,0,-1.97301,4.92
1rdt,-11.6098,0,-0.314452,0,-11.2953,6.7
1z4n,-3.37647,3.41776,-0.765723,0,-0.355027,4.52
1o8b,-7.68442,9.95323,-0.565148,0,-0.550142,2.68
1pu7,-1.86218,0,-0.0375441,0,-1.82463,3.1
1c5z,-2.1146,0.441495,-0.640567,0,-1.18265,4.01
1z9g,-3.34836,0.21299,0.156542,0.855324,-2.50901,5.64
1owh,-3.68016,0.9486,-0.984224,0,-2.06986,7.4
1gpn,-6.14123,1.17856,-0.0654849,0,-5.2979,6.48
1z95,-9.27701,1.59386,0.150471,0,-8.37553,4.3
2fvd,-4.6496,0,-0.0863288,0,-4.56327,8.52
1k1i,-5.49487,2.30342,-0.708277,0,-3.26633,6.58
1oyt,-6.77732,0.527859,-0.707801,0,-5.72113,7.24
1y6r,-7.35723,3.96092,-0.605467,0,-4.13755,10.11
1yc1,-4.97967,2.16714,-0.357122,0,-3.19224,6.17
1w4o,-4.14402,1.91291,-1.40821,0,-1.47328,5.22
1lpg,-6.31497,0,-0.665306,0,-5.64966,7.09
1bzc,-4.43807,0,-0.149461,0,-4.28861,4.92
1pxn,-5.30112,1.37355,-0.37607,0,-4.01851,7.15
1z6e,-7.27384,0.602093,-0.124801,0,-6.75166,9.72
1syi,-5.1704,2.49652,-0.48065,0,-3.04205,5.44
2j7h,-5.40428,5.32735,-1.03285,0,-0.855375,7.19
2br1,-4.25154,0.131753,0,0,-4.16458,5.14
1p1n,-4.02214,2.58992,-0.4126,0,-1.9002,6.8
1uto,-1.90153,0.480517,-0.444735,0,-1.13965,2.27
1s38,-3.03638,0,-1.13348,0,-1.9029,5.15
1nc3,-6.15276,6.5119,0,0,-1.85491,5
1qf1,-6.81235,1.98409,0.394336,1.62778,-4.26941,7.32
1ps3,-7.72168,9.0346,0,0,-1.75885,2.28
2cbv,-8.05477,8.33689,-0.997033,0,-1.55539,5.48
5tmn,-7.94812,2.19838,-0.197384,0.847981,-5.45182,8.04
1r5y,-2.97668,0.562713,-1.42114,0,-1.18415,6.46
2hb1,-4.28523,2.85475,-0.0507374,0,-2.35036,3.8
1h22,-10.0949,2.40046,-0.100045,0,-8.41057,9.1
1ydr,-4.59569,0,-0.254544,0,-4.34114,5.52
1q8u,-4.98139,0,-0.268446,0,-4.71294,5.96
1xd0,-13.0716,13.4369,-0.927085,0,-3.27617,7.12
1b05,-5.46106,1.63363,-1.07273,0,-3.31013,7.12
2iuz,-5.04525,0.524024,0,0,-4.69939,5.55
1usn,-4.10387,0.296692,0,0.768136,-3.13992,7.74
1odj,-4.61766,3.84887,0,0,-2.07741,4.1
1szd,-6.08649,4.85729,0.0504337,0,-2.93112,4.54
1d4y,-9.31127,2.89291,0.0419495,0,-7.4439,11.1
1wm1,-5.24503,2.46583,-0.814836,0,-2.80275,6.3
2ans,-5.0828,0,-0.106995,0,-4.9758,5.92
1yda,-3.37544,2.74984,-0.224195,0.898415,-0.437935,6.55
1mfi,-5.19731,0.768863,-0.788163,0,-3.9017,5.59
1nw5,-6.0917,3.42281,-0.7037,0,-3.12894,5.21
1o7o,-8.38308,5.82775,-1.18311,1.90853,-1.44512,4.49
1fl3,-8.17406,0.788481,0.00635787,0,-7.66002,6.8
1xk5,-5.01567,2.4426,-1.06922,0,-2.33433,6
1ax0,-4.50606,5.16096,0,0,-1.09982,3.13
1yei,-6.73612,1.70309,-0.209227,0,-5.40285,7.46
1hmr,-6.7732,0.714438,-0.390389,0,-5.91128,6.55
1uou,-3.33669,1.42806,0,0,-2.39417,7.7
1bcd,-3.41898,1.22625,-0.238638,0.870268,-1.50074,8.7
1apv,-7.24936,4.18062,0,0,-4.49015,9
1i9p,-6.48844,3.95898,0.556865,1.34909,-3.08329,8.41
1fhd,-7.38512,6.7642,-0.298332,0,-2.62241,6.82
1d3p,-7.50512,0.848793,-0.160401,0,-6.78451,7.39
1sln,-7.50607,2.72852,0.00593297,0.432817,-5.27836,6.64
1y3n,-5.29288,6.51739,-0.0940754,0,-0.89732,5.55
1ta6,-6.81373,1.61177,0.0191382,0,-5.76911,9.13
1fch,-5.55455,1.45728,-0.751174,0,-3.84158,7.15
1dl7,-2.80395,0,-0.193247,0,-2.61071,6.49
1h4w,-2.48165,0.857018,-0.644306,0,-1.27172,4.66
1a1e,-4.1088,1.5771,-0.20923,0,-2.85868,6
1b5j,-5.69116,2.04476,-1.13711,0,-3.20451,7.43
2c1p,-7.21487,0.624364,0,0,-6.80279,5.4
1jmg,-4.63377,3.1901,-1.27206,0,-1.25625,6.07
2sim,-3.37123,3.4899,-0.172402,0,-0.895496,3.42
1bn1,-5.35421,2.9462,0.10553,0.694982,-2.82027,9.34
1o3j,-3.47559,1.87525,-0.618587,0,-1.61934,6.77
1tys,-5.49228,2.47303,-1.69458,0,-2.1655,5.49
1hpo,-7.16198,1.57268,-0.0450474,0,-6.07896,9.22
2aoe,-9.12015,3.90483,-0.668428,0,-5.87453,7.62
1q54,-3.36244,2.31919,-1.50047,0,-0.331304,5.85
1qb1,-4.01837,1.91434,-0.653725,0,-2.10118,6.77
1jmf,-4.65817,3.17658,-1.0615,0,-1.50013,5.77
2afx,-4.89761,0.74856,0,0.758603,-3.64496,5.15
1ct8,-7.39773,1.71239,0.0238132,0,-6.29137,6.52
1wcq,-4.72933,3.68293,-0.98417,0,-1.31443,6.26
2gst,-7.92181,1.01909,-0.934615,0,-6.3146,6.07
1oba,-2.33353,0.18973,-0.105086,0,-2.10322,2.44
2bqv,-9.71622,3.28732,0,0,-7.54659,8.05
1hpv,-8.84109,3.38852,-0.229795,0,-6.37487,9.22
1d9i,-3.79598,0.647615,-0.403522,0,-2.96504,9.11
1sw1,-3.03234,0.603095,0.269669,0,-2.90396,7.3
1nt1,-6.76753,1.42427,0,0,-5.82751,8.89
1oyq,-6.12241,1.28223,-0.659869,0,-4.61627,6.96
1c70,-13.1189,5.1527,-0.48925,0,-9.22885,10.3
1b3h,-6.63895,1.45217,-1.10783,0,-4.57269,6.21
1cnx,-3.96429,1.05184,0.0856135,0.926951,-2.42874,7.37
2dw7,-6.40434,9.93345,0.143209,0,0.00853208,4.7
1z1h,-8.8605,3.4173,-0.216602,0,-6.38848,8.4
1k1l,-5.77045,1.99334,-0.722372,0,-3.73247,6.9
1nf8,-3.99149,0,-0.648068,0,-3.34342,7.82
1oif,-6.36503,5.63869,-1.02275,0,-1.62075,7.72
2byr,-10.3934,1.37523,0,0,-9.48572,8.55
1lzq,-8.19443,2.44775,-0.840971,0,-5.73794,8.39
1gno,-5.49033,4.0375,0.0906109,0,-2.91619,7.7
1c5x,-2.96681,0.851263,-0.637268,0,-1.76771,6.68
1g9r,-13.4276,11.6911,-0.370847,1.94376,-3.39687,5.7
1qka,-6.80983,2.48611,-1.61534,0,-3.55366,5.92
1l6m,-4.20924,0.430463,-1.63216,1.35171,-0.941269,8.1
1sgu,-10.1362,4.76815,-0.538672,0,-6.45056,5.37
2fzk,-2.9738,2.5032,-1.71165,0,0.389958,3.6
1dqn,-3.12808,3.90404,0.792779,0,-1.34419,8
2bfq,-4.77635,2.28866,0,0,-3.26583,6.89
1izi,-9.11331,3.96207,0,0,-6.49834,6.59
2fqw,-5.56942,4.92939,0,0,-2.31602,6.68
1bv7,-13.3782,4.57616,0,0,-10.358,9.3
1w4p,-3.62128,1.14375,-1.41107,0,-1.45533,4.74
2jxr,-9.91396,4.02934,0,0,-7.25459,7.05
1li2,-3.48661,0.845884,0,0,-2.92833,4.04
1n8v,-5.83245,0.117177,0,0,-5.75512,6.03
1lkk,-5.68424,2.27668,-1.34592,0,-2.83571,6.85
1tuf,-1.97233,0,-0.417429,0,-1.5549,4.05
1o2z,-5.4394,2.93394,-0.628668,0,-2.87433,6.11
1t31,-8.27438,0.743416,-1.57098,0,-6.21274,8.64
1b46,-6.58548,2.04561,-1.10662,0,-4.12876,5.28
1k1j,-6.40277,2.06477,-0.634172,0,-4.40585,7.55
1c87,-3.77655,2.67919,0.446553,0,-2.45484,4.2
2gvj,-7.28891,1.05512,0,0,-6.59253,9.52
1afk,-4.7511,0.452969,-2.4197,0,-2.03244,6.62
1kpm,-7.19459,1.31134,0,0,-6.32911,5.8
1jcx,-4.50913,3.66097,-1.2453,0,-0.847586,5.15
4std,-8.53042,0.644343,0,0,-8.10515,10.33
1jao,-5.48592,1.46134,-0.198836,0.94875,-3.37385,5.92
1h0a,-4.87607,1.38073,-3.15366,0,-0.811135,5.44
1yfz,-2.04302,0.869589,-0.364833,0,-1.10426,4.35
1qy1,-4.92427,0.530413,0,0,-4.5742,6.52
1fq5,-10.7421,3.88022,0,0,-8.18119,8.4
1mrw,-10.1139,5.69802,0,0,-6.35324,9.7
1ksn,-7.25158,0.217486,-0.602562,0,-6.50548,9.4
1fjs,-7.2366,0.776893,-0.860657,0,-5.8632,9.96
1ur9,-8.7184,6.12319,0,0,-4.67709,5.77
2fqo,-6.76735,5.81185,-0.478501,0.883509,-1.56951,6.43
1e1x,-1.6009,0.129699,0,0,-1.5153,5.89
1jlr,-4.28483,1.83387,-1.76594,0,-1.30853,3.33
1ew8,-3.70147,4.85418,-0.739146,0.720487,0.961922,2.26
1bxq,-9.22029,4.51272,-0.0660011,0,-6.1759,7.38
1pb8,-2.70692,3.10336,-0.448663,0,-0.21004,5.15
1x8r,-8.11398,8.88314,-1.36944,0,-0.881664,6.12
1p19,-2.64136,4.2866,0.654712,0,-0.46691,4.11
1jqy,-5.97312,5.29362,0.0745863,0,-2.55392,4.92
1fpc,-7.2232,0.61168,-0.596565,0,-6.22293,7
2b4l,-2.57643,0,0.0449577,0,-2.62139,4.77
1i9m,-5.53769,4.32447,-0.111082,0.359043,-2.21341,8.48
1l83,-3.72528,0,0,0,-3.72528,3.4
1nz7,-5.06322,0,-0.43503,0,-4.62819,7.12
1lbf,-7.09493,5.20197,-0.803159,0,-2.85848,7.85
1a4r,-2.93094,1.8643,0.136291,0,-1.83679,6.66
1ec9,-6.14969,8.56747,-0.652535,0,0.157377,3.1
1r6n,-4.60683,0.648239,0.212655,0,-4.39165,7.4
1tng,-1.64222,0,-0.483716,0,-1.1585,2.93
1cgl,-7.0586,3.36336,0.0723028,1.24598,-3.6651,6.87
1g2k,-11.0676,4.46673,-0.447183,0,-7.67237,7.96
1mue,-6.47879,1.28086,-0.0699768,0,-5.56344,8.64
2ez7,-1.4672,1.33432,-0.149186,0,-0.437369,4.36
1mu8,-6.28587,1.23747,0,0,-5.46914,9
1kdk,-9.03263,2.07682,0,0,-7.66193,9.05
1g30,-6.68304,0,-0.630328,0,-6.05271,6.85
1mrn,-7.65021,3.45354,-0.117899,0,-5.25297,4.52
1uj5,-5.72235,7.33439,-0.435221,0,-0.446437,3.05
1b6h,-5.98088,1.95602,-1.06911,0,-3.6208,7.82
1gnn,-6.86838,5.25732,0.135476,0,-3.53402,5.68
2gzl,-8.98755,3.26081,0.814068,0.96371,-6.68577,4.82
1pot,-5.34706,1.11183,-2.0474,0,-2.56586,5.49
1i9l,-4.94019,3.43576,0.160448,0.472883,-2.36016,8.48
1k1n,-5.09029,1.26411,-0.651822,0,-3.60416,6.82
5er2,-11.1487,4.46076,-0.0983803,0,-8.10625,6.57
1q84,-16.7017,3.20372,-0.30152,0,-14.2857,11.05
1lgt,-8.02628,3.14066,0.241193,1.76129,-4.43335,6.1
1v2r,-3.3248,0.954719,-0.637902,0,-2.05678,3.55
1b51,-4.85922,1.71967,-1.04651,0,-2.67773,7.37
1cps,-6.18266,3.69659,-0.185791,0.94935,-2.60777,6.66
1uz8,-4.78915,4.19044,0,0,-2.02346,4.96
1uvt,-5.84023,0,-0.535675,0,-5.30455,7.64
1fcy,-13.0385,0.405098,-0.147946,0,-12.6232,8.52
1elc,-4.8339,3.29921,-0.279637,0,-2.37679,6.66
1bzy,-4.04963,4.39416,0.253442,0,-1.40292,8.34
1ugx,-5.13042,5.72747,0,0,-1.35029,5.91
1fm9,-13.6655,2.31682,-0.197227,0,-11.9391,9
2j34,-5.10747,0.404615,0.0319869,0,-4.87242,7.82
1d6v,-8.05276,1.00016,0,0,-7.39265,6.17
1nw7,-4.57318,2.48378,-0.291056,0,-2.64283,5.09
1b6j,-7.99992,2.40843,0,0,-6.41035,7.92
1xjd,-7.70518,0.520201,-0.434129,0,-6.92771,9.48
2aod,-8.35242,1.80783,-0.684044,0,-6.47521,5.66
1bnt,-6.23854,3.40756,-0.281742,0.70645,-3.00136,9.8
1hvl,-11.854,4.23818,-0.208092,0,-8.84874,9.95
2f81,-8.44075,3.57647,-0.215999,0,-5.86429,10.52
1bv9,-12.3897,5.1432,0,0,-8.99521,8.96
2eum,-8.77724,3.9792,-0.373436,0,-5.77753,6.7
1rpj,-7.22525,10.0174,0,0,-0.613736,6.48
1g32,-6.53001,0,-0.705177,0,-5.82484,6.11
1g3d,-6.14549,1.62935,-0.567984,2.46932,-2.03281,5.55
1iih,-1.7078,1.90063,-0.0571573,0,-0.396232,2.89
1i00,-4.12183,0.211491,-0.211163,0,-3.77109,6.34
1xff,-4.83096,4.96514,-0.298893,0,-1.25508,4.82
