name,dockingscore,XP_GScore,evdw,ecoul,XP_LipophilicEvdW,XP_PhobEn,XP_PhobEnHB,XP_PhobEnPairHB,XP_HBond,XP_Electro,XP_Sitemap,XP_PiCat,XP_PiStack,XP_ClBr,XP_LowMW,XP_Zpotr,XP_Penalties,XP_HBPenal,XP_ExposPenal,XP_RotPenal,emodel,energy,eff_state_penalty,einternal,ligand_efficiency,ligand_efficiency_ln,ligand_efficiency_sa,affinity
3f3a,-5.10864344550724,-5.10864344550724,-21.3999309539795,-13.0658588409424,-2.90318605578672,-0.578216644507962,0,0,-0.316300619038195,-0.979939413070679,0,0,0,0,-0.5,0,0,0,0,0.16899928689632,0,-34.4657897949219,0,0,-0.340576229700483,-1.37771690469258,-0.839933209159084,4.19
4lzs,-7.91424628628613,-7.91424628628613,-23.9313678741455,-6.55030488967896,-3.18349861818754,-0.599091703290214,-1.5,0,-1.33,-0.491272866725922,-0.473943048615685,0,0,0,-0.5,0,0,0,0,0.163559950533231,0,-30.4816727638245,0,0,-0.527616419085742,-2.13434173138585,-1.30121398218968,4.8
3ozs,-3.49491295270583,-3.49491295270583,-31.9042434692383,11.8144941329956,-4.104958214465,0,0,0,-1.77604179821549,-1.61391294002533,0,0,0,0,0,0,4,0,0,0,0,-20.0897493362427,0,0,-0.105906453112298,-0.777250544990967,-0.339698583729869,5.33
2xys,-13.9931282211509,-13.9931282211509,-38.2008857727051,-8.70762538909912,-5.82564540337218,-2.7,0,0,0,-0.653071904182434,-0.242892098811765,-1.49794637858399,0,0,-0.375215333333333,-2.69835710286719,0,0,0,0,0,-46.9085111618042,0,0,-0.559725128846036,-3.31679072862687,-1.63664620351324,7.42
1c5z,-7.34542555128487,-7.34542555128487,-15.6374311447144,-13.626971244812,-2.61508666268923,0,0,0,-1.8,-2.3220228433609,-0.108316045234732,0,0,0,-0.5,0,0,0,0,0,0,-29.2644023895264,0,0,-0.816158394587207,-2.29743809782819,-1.69767787238547,4.01
3nw9,-5.61497269234544,-5.61497269234544,-20.5130443572998,-15.17369556427,-3.50143216891542,-0.4,-0.225,0.65,-3.42979339174812,-1.78802716732025,-1.07946291511939,0,0,0,0,0,4,0,0,0.15874295075773,0,-35.6867399215698,0,0,-0.147762439272249,-1.21075328823146,-0.496773686279573,9
1z9g,-7.30815977095336,-7.30815977095336,-19.2107410430908,-15.6134786605835,-1.99756624333423,-0.25,0,0,-1.6129625525972,-2.94763097502193,0,0,0,0,-0.5,0,0,0,0,0,0,-34.8242197036743,0,0,-0.42989175123255,-1.90653613952518,-1.10537274487617,5.64
5c1w,-6.20882689313787,-6.20882689313787,-22.288236618042,-0.486679553985596,-3.19567811605026,-2.2,0,0,0,-0.0365009665489197,-0.276647810538693,0,0,0,-0.5,0,0,0,0,0,0,-22.7749161720276,0,0,-0.517402241094823,-1.78163363242903,-1.18455542803934,5.06
2iwx,-5.05781831776542,-5.05781831776542,-35.7321624755859,-5.35988426208496,-3.84327343963232,0,0,0,-0.48,-0.401991319656372,-0.461282224291875,0,0,0,-0.327329666666666,0,0,0,0.456058332481809,0,0,-41.0920467376709,0,0,-0.210742429906893,-1.2105680116008,-0.607886357313545,6.68
1vso,-11.4981243817835,-11.4981243817835,-16.5124111175537,-21.6362686157227,-1.29601585380449,0,0,-1.3,-4.21288260654096,-1.6227201461792,0,0,0,0,-0.425828266666666,-3,0,0,0.0892432752154888,0.270079216192361,0,-38.1486797332764,0,0,-0.547529732465879,-2.84288801924796,-1.51059301465459,4.72
4de2,-3.18482508902874,-3.18482508902874,-23.0569076538086,-9.70687961578369,-2.55078972554627,0,0,0,-0.984022521475998,-0.728015971183777,0,0,0,0,-0.425451933333333,0,0,0,1.11786583450827,0.385589228002368,0,-32.7637872695923,0,0,-0.132701045376198,-0.762274785905167,-0.382776050940836,4.12
3oe4,-6.29403333731258,-6.29403333731258,-30.2500019073486,1.33971202373505,-2.87548294234111,0,-1.68667438986911,0,-3.33235440688248,-2.39952159821987,0,0,0,0,0,0,4,0,0,0,0,-28.9102898836136,0,0,-0.190728282948866,-1.39976042545781,-0.611767514546629,7.47
4llx,-5.53570396548684,-5.53570396548684,-16.3481636047363,-3.67330193519592,-1.83852179317345,-1.25,0,0,-1.33,-0.275497645139694,-0.341684527173688,0,0,0,-0.5,0,0,0,0,0,0,-20.0214655399323,0,0,-0.615078218387426,-1.73140917429671,-1.27941425104222,2.89
4pcs,-7.99341381975298,-7.99341381975298,-14.0446147918701,-20.8741188049316,-1.42229694793527,-0.7,0,0,-4.22264882650332,-1.56555891036987,0,0,0,0,-0.5,0,0,0,0.114800671658831,0.302290193396641,0,-34.9187335968018,0,0,-0.499588363734561,-2.11881400499106,-1.25888379033996,7.85
4tmn,-9.84839118599137,-9.84839118599137,-25.5867671966553,-18.4521255493164,-4.10347021487142,0,0,0,-2.86101155492122,-1.38390941619873,0,0,0,0,0,-1.5,0,0,0,0,0,-44.0388927459717,0,0,-0.273566421833094,-2.14865288400197,-0.903296421554301,10.17
5a7b,-5.07857376108582,-5.07857376108582,-38.1777954101562,-7.12120962142944,-6.45077540986759,0,0,0,0,-0.534090721607208,0,0,0,0,-0.108122933333333,0,0,0,1.67431900919436,0.340096294527952,0,-45.2990050315857,0,0,-0.163824960035026,-1.14537402271902,-0.51463655924374,3.57
2vkm,-8.82365848974937,-8.82365848974937,-55.5970458984375,-25.6708202362061,-7.57283545772822,-0.789049855088604,0,0,-2.30022206758955,-1.92531151771545,-0.20353726629663,0,0,0,0,-1.5,5.08902724680546,0,0.172942725652652,0.205327702210981,0,-81.2678661346436,0,0,-0.187737414675518,-1.81925566278402,-0.677511677429317,8.74
4kzu,-10.9425818108325,-10.9425818108325,-38.7905960083008,-9.34435844421387,-6.403510214594,-2.09895093144423,-1,0,-1.33,-0.70082688331604,0,0,0,0,-0.496217466666666,0,1,0,0,0.0869236851884671,0,-48.1349544525146,0,0,-0.607921211712915,-2.81273422999297,-1.59320428241868,6.5
4f3c,-14.6201409017119,-14.6201409017119,-36.7477722167969,-22.544584274292,-5.22288526201844,-1.9069682613018,-1.5,0,-2.45,-1.6908438205719,-0.4,0,0,0,-0.378411533333333,-1.5,0,0,0,0.428967975513533,0,-59.2923564910889,0,0,-0.635658300074432,-3.53528263814223,-1.80772764816088,11.82
1owh,-7.57918384778363,-7.57918384778363,-30.7482967376709,-20.704704284668,-3.59908788526807,0,0,0,-1.98768173707964,-1.5528528213501,-0.252837094025922,0,0,0,-0.432038999999999,0,0,0,0.0114399581275726,0.233874731812532,0,-51.4530010223389,0,0,-0.315799326990985,-1.81404648085935,-0.910922886347245,7.4
4f9w,-8.40056534989074,-8.40056534989074,-40.9289207458496,-3.85561227798462,-5.84931040784436,-0.919052369472582,-1.5,0,-0.7,-0.289170920848846,0,0,0,0,-0.4120186,0,1,0,0.118095344746291,0.150891603528759,0,-44.7845330238342,0,0,-0.336022613995629,-1.9911857325531,-0.982536082709655,6.94
1qkt,-9.43681537142339,-9.43681537142339,-34.3633842468262,-9.46729373931885,-5.23244613779861,-2.45343789269591,0,0,-0.54088431047995,-0.710047030448914,0,0,0,0,-0.5,0,0,0,0,0,0,-43.830677986145,0,0,-0.47184076857117,-2.36172364046549,-1.28077289315831,9.04
1mq6,-6.4757312004309,-6.4757312004309,-58.3092727661133,-9.02941131591797,-7.18045777744439,-0.217068466146057,0,0,-0.615116086673174,-0.677205848693848,-0.343603285343027,-0.9375,0,0,0,-0.75,4,0,0.0361028794970746,0.209117384372524,0,-67.3386840820312,0,0,-0.179881422234192,-1.41282959389542,-0.593955368935514,11.15
4owm,-2.93427941301022,-2.93427941301022,-15.5254392623901,-0.0283690392971039,-1.98005346125038,0,0,0,-0.137517109216758,-0.00212767794728279,-0.3145811645958,0,0,0,-0.5,0,0,0,0,0,0,-15.5538083016872,0,0,-0.26675267391002,-0.863557931434909,-0.593252635407827,2.96
1o0h,-9.73050144490041,-9.73050144490041,-26.3633785247803,-40.1930923461914,-1.64674815873167,0,0,-0.306679112919127,-4.41398635132217,-2,0,0,0,0,-0.0860756666666663,-1.5,0,0,0.0577034971710846,0.165284347568141,0,-66.5564708709717,0,0,-0.360388942403719,-2.265100316519,-1.08116682602337,5.92
3dx2,-10.5007673872856,-10.5007673872856,12.0013513565063,-28.0505352020264,-0.266280373807412,0,0,0,-3.73448701347823,-4.5,0,0,0,0,-0.5,-1.5,0,0,0,0,0,-16.04918384552,0,0,-0.87506394894047,-3.01321339207879,-2.00339632933482,6.82
4m0z,-13.7279513756464,-13.7279513756464,-40.8355941772461,-18.3068218231201,-5.68167271598316,-1.875,0,0,-3.81672398575682,-1.37301163673401,-0.717720436626742,0,0,0,-0.415593333333333,0,0,0,0,0.151770732787693,0,-59.1424160003662,0,0,-0.571997973985265,-3.28572869883371,-1.64992766264606,5.19
3gy4,-8.0510699055327,-8.0510699055327,-20.8393096923828,-12.0949220657349,-2.64596351071084,0,0,0,-2.29798723989175,-2.20711915493011,-0.4,0,0,0,-0.5,0,0,0,0,0,0,-32.9342317581177,0,0,-0.80510699055327,-2.43780846786109,-1.73455042830382,5.1
4cra,-8.34598205371741,-8.34598205371741,-47.5767288208008,-20.7145004272461,-5.44301744036144,0,0,0,-1.91515132078251,-1.55358753204346,-0.0854813772269166,0,0,0,0,0,0,0,0.412019461838951,0.239236154857956,0,-68.2912292480469,0,0,-0.219631106676774,-1.79963924469919,-0.738394378320029,7.22
3n76,-11.6410088614301,-11.6410088614301,-19.1165370941162,-27.3909473419189,-4.99431703030539,0,0,0,-5.23379366626667,-2,-0.185139624857595,0,0,0,-0.482324733333333,0,1,0,0,0.254566193332882,0,-46.5074844360352,0,0,-0.529136766428641,-2.84548718184874,-1.48266202930121,6.85
4j21,-12.0896701601672,-12.0896701601672,-39.2633514404297,-13.077974319458,-5.99903626369301,-0.836877978391214,0,-1.95,-1.89,-0.980848073959351,0,0,0,0,-0.5,0,0,0,0,0.0670921558763707,0,-52.3413257598877,0,0,-0.60448350800836,-3.02564569708122,-1.64082068144049,7.41
2zb1,-9.17647695189991,-9.17647695189991,-42.7272644042969,-6.02600193023682,-6.58740013758772,-1.6909896980245,0,0,-0.14482064865374,-0.451950144767761,-0.297112615392217,0,0,0,-0.341965533333333,0,0,0,0,0.337761825859362,0,-48.7532663345337,0,0,-0.35294142122692,-2.15506550167689,-1.04558757162732,6.32
3b68,-11.3444356738218,-11.3444356738218,-47.3321380615234,-11.335298538208,-7.13789064895822,-1.675,0,0,-1.36020885650063,-0.850147390365601,-1.6,0,0,0,-0.0288069033333331,0,1,0,0,0.307618125335945,0,-58.6674365997314,0,0,-0.36594953786522,-2.55851790964721,-1.14958679668549,8.4
4bkt,-7.15981855454632,-7.15981855454632,-14.6283740997314,-18.3318634033203,-2.13858500103449,-0.768175531695712,0,0,-2.8,-1.37488975524902,-0.135461939022637,0,0,0,-0.5,0,0,0,0.129452541736543,0.427841130718997,0,-32.9602375030518,0,0,-0.376832555502438,-1.81516778237988,-1.00554061140789,3.62
3b27,-5.08971414551419,-5.08971414551419,-31.7466087341309,-3.3513548374176,-3.14942133122634,0,0,0,-0.35,-0.25135161280632,-0.956731069908346,0,0,0,-0.5,0,0,0,0,0.117789868426816,0,-35.0979635715485,0,0,-0.318107134094637,-1.34913040361644,-0.801579747994311,5.16
4mme,-7.46663404825997,-7.46663404825997,-31.6898326873779,-6.99877738952637,-4.62421592609921,-1.25359170300974,0,0,-0.35,-0.524908304214478,-0.213918114936543,0,0,0,-0.5,0,0,0,0,0,0,-38.6886100769043,0,0,-0.373331702412998,-1.86865223620671,-1.01337814885127,6.5
3arp,-5.16994772981066,-5.16994772981066,-43.0380821228027,-0.19843202829361,-5.74926430783411,-0.6,0,0,0,-0.0148824021220207,-0.218845649880543,0,0,0,0,0,1,0,0,0.413044630026018,0,-43.2365141510963,0,0,-0.152057286170902,-1.14218646563711,-0.492606578170445,7.15
4e5w,-8.96935755427622,-8.96935755427622,-47.5479469299316,-14.6302194595337,-5.13823705396,0,0,-1.95,-1.33,-1.09726645946503,-0.520611836397274,0,0,0,-0.228351466666666,0,1,0,0.17506846337352,0.120040798839227,0,-62.1781663894653,0,0,-0.320334198367008,-2.0703910753081,-0.97272329299545,7.66
3fcq,-4.80452820487828,-4.80452820487828,-20.2424068450928,-8.28562927246094,-1.49849131078008,0,0,0,-0.684614698663637,-3.12142219543457,0,0,0,0,-0.5,0,1,0,0,0,0,-28.5280361175537,0,0,-0.343180586062735,-1.32026724772326,-0.827114033986621,2.77
3b5r,-12.9598647624856,-12.9598647624856,-42.0356330871582,-9.87773609161377,-6.79125601453925,-2.7,0,0,-1.26073659726553,-0.740830206871033,-1.6,0,0,0,-0.110820893333333,0,0,0,0,0.243778949523534,0,-51.913369178772,0,0,-0.462852312945915,-2.99151730534565,-1.40549222753758,8.77
4gid,-9.02241563493575,-9.02241563493575,-70.23681640625,-28.5669593811035,-8.24244357344827,-0.590424376033924,0,0,-4.23483903700107,-2,0,0,0,0,0,0,5.62259682797967,0,0.183220709181988,0.239473814385859,0,-98.8037757873535,0,0,-0.191966290105016,-1.8602352703152,-0.69277295334936,10.77
3ebp,-5.19670445757134,-5.19670445757134,-35.5349197387695,-3.8751757144928,-5.3174237405275,-0.359781168379313,0,0,-0.48,-0.29063817858696,0,0,0,0,-0.157173866666666,0,1,0,0.304645221383243,0.10366727520585,0,-39.4100954532623,0,0,-0.185596587770405,-1.19955197068044,-0.563580551015377,5.91
3u9q,-7.54416900296664,-7.54416900296664,-20.8783531188965,-12.5485124588013,-3.51830098024458,-1.3297915998184,0,-1.3,-1.76923082773102,-0.941138434410095,-0.0843388388261525,0,0,0,-0.5,0,0,0,0,1.8986316780636,0,-33.4268655776978,0,0,-0.62868075024722,-2.16481236403437,-1.43931961646202,4.38
3e93,-11.3132830462143,-11.3132830462143,-50.2216339111328,-12.6936531066895,-8.46225118326649,-2.18035741273646,0,0,-0.9975,-0.952023983001709,-0.169464186965011,0,0,0,0,0,1,0,0.23645966611837,0.211854053636979,0,-62.9152870178223,0,0,-0.305764406654441,-2.45358587173947,-1.01887483608313,8.85
4w9c,-8.3549814447898,-8.3549814447898,-15.6901969909668,-21.6285820007324,-3.42939750906697,-2.09373516811564,0,0,-2.8,-1.62214365005493,-0.108195548997147,0,0,0,-0.215144066666666,0,1,0,0.52084388878006,0.392790609331495,0,-37.3187789916992,0,0,-0.298392194456779,-1.92857503037222,-0.906094445974801,4.65
4jia,-3.20346712358403,-3.20346712358403,-37.1106605529785,-1.98715353012085,-5.66051449875314,-0.45,0,0,0,-0.149036514759064,-0.4,0,0,0,-0.104884666666666,0,3,0,0.367442164417666,0.193526392177178,0,-39.0978140830994,0,0,-0.103337649147872,-0.722480010845227,-0.324622891325151,9.22
1nc1,-9.94761600034836,-9.94761600034836,11.9594774246216,-19.2455997467041,-1.84795048764674,-0.608268152288258,-1.5,0,-3.18060224849166,-1.44341998100281,-1.0461657119943,0,0,0,-0.5,0,0,0,0,0.178790581075407,0,-7.28612232208252,0,0,-0.497380800017418,-2.48956019055313,-1.35009920437517,6.12
3k5v,-5.28902437800856,-5.28902437800856,-42.0680313110352,-1.49426174163818,-4.85265549202502,0,0,0,0,-0.112069630622864,-1.40061219433957,0,0,0,-0.252277903333333,0,0,0,1.09203055673007,0.236560285582157,0,-43.5622930526733,0,0,-0.195889791778095,-1.23119767881875,-0.587669374688664,6.3
2wer,-5.37779753447391,-5.37779753447391,-33.3101387023926,-7.77467584609985,-3.37620201469745,0,0,0,-0.664956639101746,-0.583100688457489,-0.466100658883891,0,0,0,-0.287437533333333,0,0,0,0,0,0,-41.0848145484924,0,0,-0.215111901378957,-1.27469917525765,-0.628991014657884,7.05
2wbg,-7.18665162545984,-7.18665162545984,0.141602873802185,-37.7995338439941,-1.51168427778831,0,0,0,-4.76087612559372,-2,-0.163109242212942,0,0,0,-0.441996133333333,0,1,0,0.358142781955503,0.332871371512968,0,-37.657930970192,0,0,-0.326665982975447,-1.75667979674969,-0.915330931341297,4.45
4w9i,-9.69721238033365,-9.69721238033365,-31.0114860534668,-23.1323184967041,-3.90730647048134,-1.63485773816846,0,0,-2.77642675739821,-1.73492388725281,-0.219560119473048,0,0,0,0,0,0,0,0.304210921769505,0.271651670670704,0,-54.1438045501709,0,0,-0.293854920616171,-2.15660982390765,-0.942549744816024,5.96
1gpn,-11.4521047778879,-11.4521047778879,-33.186897277832,-13.7797403335571,-4.69732018996839,-0.900219066197031,0,0,-0.7,-1.03348052501678,0,-1.1783805537254,0,0,-0.5,-2.44270444298032,0,0,0,0,0,-46.9666376113892,0,0,-0.602742356730943,-2.90335452985206,-1.60835869687683,6.48
3aru,0.593472277686286,0.593472277686286,-26.9326038360596,-2.73506736755371,-2.11947777053321,-0.2,0,0,-0.137501990703979,-0.205130052566528,-0.643333256926887,0,0,0,-0.5,0,4,0,0,0.398915348416893,0,-29.6676712036133,0,0,0.0296736138843143,0.148526537079128,0.080546580195186,3.22
3dx1,-9.92024110660428,-9.92024110660428,9.20271110534668,-26.7630443572998,-0.092159916830266,0,0,0,-3.32808118977402,-4.5,0,0,0,0,-0.5,-1.5,0,0,0,0,0,-17.5603332519531,0,0,-1.10224901184492,-3.10276643590341,-2.29277033683432,3.58
1z95,-13.0266454339222,-13.0266454339222,-47.2491798400879,-10.796103477478,-6.68982274357505,-2.7,0,0,-1.39169752112517,-0.809707760810852,-1.6,0,0,0,-0.0654187599999998,0,0,0,0,0.230001351588878,0,-58.0452833175659,0,0,-0.449194670135248,-2.98277147714139,-1.38006834151589,7.12
4mgd,-10.5744964952966,-10.5744964952966,-29.3995208740234,-13.5936441421509,-5.34363631749429,-2.7,0,0,-1.1808221867276,-1.01952331066132,0,0,0,0,-0.441353199999999,0,0,0,0,0.110838519586605,0,-42.9931650161743,0,0,-0.556552447120874,-2.68086198091757,-1.48510546603997,4.69
2fvd,-8.98012177835092,-8.98012177835092,-40.6484107971191,-14.1351842880249,-4.27645805273968,-0.225,-1.5,0,-1.17312658392132,-1.06013882160187,-1.14037781126024,0,0,0,-0.0284891799999997,0,0,0,0.247755777242814,0.175712893929365,0,-54.783595085144,0,0,-0.299337392611697,-2.04038151430498,-0.930110875516042,8.52
3pxf,-7.03176238983618,-7.03176238983618,-22.4766082763672,-9.02183818817139,-3.2568343023977,-1.875,0,0,-0.9,-0.676637864112854,0,0,0,0,-0.5,0,0,0,0,0.176709776674376,0,-31.4984464645386,0,0,-0.334845828087437,-1.73858904187319,-0.923814249533262,4.43
4cr9,-4.33894375883334,-4.33894375883334,-24.4149074554443,-4.68212556838989,-3.20980117042535,0,0,0,-0.351366258714757,-0.351159417629242,0,0,0,0,-0.5,0,0,0,0.0733830879360162,0,0,-29.0970330238342,0,0,-0.333764904525641,-1.21711231318106,-0.784792996883962,4.1
5c28,-5.33909303910141,-5.33909303910141,-22.1573066711426,-0.475407242774963,-2.78859251452391,-1.725,0,0,0,-0.0356555432081223,-0.289844981369385,0,0,0,-0.5,0,0,0,0,0,0,-22.6327139139175,0,0,-0.444924419925118,-1.5320619963884,-1.0186226398524,5.66
3cyx,-2.47967671058954,-2.47967671058954,-64.7738494873047,-13.2687854766846,-7.02194976926092,0,0,0,-1.68338333584714,-0.995158910751343,-0.525238624284436,0,0,0,0,0,7,0,0.572668406919558,0.173385522634741,0,-78.0426349639893,0,0,-0.0506056471548886,-0.506902657799443,-0.18518153335306,8
3gnw,-9.6307497548656,-9.6307497548656,-53.6092834472656,-19.7448635101318,-6.68140384898287,-0.534385396220551,0,0,-1.31342739303166,-1.48086476325989,-0.227805345251206,0,0,0,0,0,0,0,0.517814136592186,0.0893228552883834,0,-73.3541469573975,0,0,-0.218880676246945,-2.01303679239361,-0.772725030048734,9.1
3f3c,-5.79666604095448,-5.79666604095448,-16.9546794891357,-17.9318351745605,-2.52763185035908,-0.797928524807946,0,0,-0.7,-1.34488763809204,-0.128636542641966,0,0,0,-0.5,0,0,0,0,0.202418514946548,0,-34.8865146636963,0,0,-0.445897387765729,-1.62601637771429,-1.04845399412122,6.02
1k1i,-9.07393675675641,-9.07393675675641,-34.7820205688477,-20.5337467193604,-4.05320476754929,0,0,0,-2.820527448333,-2.84003100395203,-0.209998839124804,0,0,0,0,0,0,0,0.707348067851731,0.142477234350981,0,-55.315767288208,0,0,-0.252053798798789,-1.97968785088359,-0.832263305446982,6.58
1oyt,-9.56921835715231,-9.56921835715231,-39.1512908935547,-16.0234661102295,-5.17776499285049,-0.180392219222148,-1,0,-2.46661210077764,-1.20175995826721,-0.555916927309838,0,0,0,-0.138437989999999,0,1,0,0,0.15166583127503,0,-55.1747570037842,0,0,-0.31897394523841,-2.17423067572997,-0.991126210073462,7.24
2al5,-10.6849723472091,-10.6849723472091,-20.0217876434326,-22.1974849700928,-1.32944310361961,0,0,-1.3,-4.34627100900771,-2.96481137275696,-0.351167292089314,0,0,0,-0.5,0,0,0,0,0.106720430264468,0,-42.2192726135254,0,0,-0.712331489813941,-2.88156086560884,-1.75676051951916,8.4
3n86,-7.72341343899191,-7.72341343899191,-23.7881126403809,-21.4653949737549,-4.69488533584035,0,0,0,-4.80471599004817,-1.60990462303162,-0.4,0,0,0,-0.432275933333333,0,4,0,0,0.218368443261556,0,-45.2535076141357,0,0,-0.335800584303996,-1.86759140158938,-0.954972192518893,5.64
3uev,-4.48689280822371,-4.48689280822371,-21.8253517150879,-0.686674773693085,-4.05682683788527,-2.7,0,0,0,-0.0515006080269814,0,0,0,0,-0.5,0,0,0,0,2.82143463768855,0,-22.512026488781,0,0,-0.280430800513982,-1.18934056653805,-0.706641336559796,5.89
