name,AlphaHB,repulsion_term,attraction_term,HB_term,affinity
3n86,-185.928,0.0235027,-12.6163,-15,5.64
3uex,-94.0005,0.00794566,-9.408,-0,6.92
2brb,-109.645,0.0126966,-10.5772,-1,4.86
3kgp,-45.844,0.0202855,-5.00468,1,2.57
3ivg,-160.679,0.107643,-14.9755,-3,4.3
3dxg,-65.3571,0.00050887,-6.13622,-1,2.4
2y5h,-128.583,0.0256084,-12.8839,-0,5.79
3g0w,-117.694,0.0158072,-12.5852,2,9.52
1yc1,-151.38,0.011913,-13.1499,-5,6.17
3ozt,-162.999,0.0321399,-14.7321,-4,4.13
1w4o,-125.885,0.0106165,-8.19911,-11,5.22
3uri,-212.508,0.0213271,-19.6722,-4,9
3fv1,-163.829,0.0232623,-10.8062,-14,9.3
2wca,-108.345,0.0722543,-7.70673,-8,5.6
1nvq,-160.697,0.0188763,-16.0886,-0,8.25
2w66,-115.99,0.0945051,-7.2935,-11,4.05
2xnb,-115.432,0.0451522,-11.5884,-0,6.83
3ueu,-76.8656,0.0089842,-7.69554,-0,5.24
1q8t,-96.0462,0.0256245,-9.23025,-1,4.76
2weg,-96.614,0.00828659,-6.06968,-9,6.5
3jvs,-95.1557,0.032083,-9.54765,-0,6.54
3f3e,-62.1863,0.00865217,-4.62728,-4,7.7
2j78,-117.251,0.0318663,-6.95693,-12,6.42
2zcr,-155.849,0.0230765,-13.608,-5,6.87
2xbv,-158.947,0.0403499,-16.7351,2,8.43
4de1,-136.67,0.00171146,-11.2688,-6,5.96
1sqa,-100.313,0.0274402,-10.8587,2,9.21
3mss,-64.8313,0.00332145,-6.48645,-0,4.66
3ejr,-149.614,0.0726872,-9.43405,-14,8.57
3ge7,-201.975,0.0337079,-13.8312,-16,8.7
3zsx,-110.873,0.0189638,-8.70624,-6,3.28
1u1b,-191.307,0.00486693,-14.3356,-12,7.8
3utu,-159.627,0.0177635,-15.1805,-2,10.92
1uto,-41.3244,0.00209711,-4.13454,-0,2.27
1a30,-128.042,0.034024,-10.4382,-6,4.3
3kwa,-76.1992,0.0945992,-5.71452,-5,4.08
4djv,-132.013,0.0198484,-12.0211,-3,6.72
2xb8,-177.785,0.0902098,-11.8687,-15,7.59
3dd0,-108.422,0.00758012,-6.84974,-10,9
2v7a,-149.423,0.00742449,-12.9497,-5,8.3
3n7a,-115.592,0.0147259,-6.37393,-13,3.7
2v00,-106.97,0.00379601,-7.90082,-7,3.66
2vw5,-157.716,0.0175027,-14.9891,-2,8.52
3lka,-76.1757,0.0255861,-6.04315,-4,2.82
3zso,-125.123,0.00298905,-11.3153,-3,5.12
3pww,-191.434,0.0297707,-19.1732,-0,7.32
3l7b,-126.125,0.00560453,-10.2181,-6,2.4
2yki,-192.035,0.0185467,-18.0221,-3,9.46
2zcq,-140.393,0.0332035,-11.6725,-6,8.82
3ehy,-136.108,0.0227583,-8.83357,-12,5.85
1ps3,-134.513,0.0462992,-6.69756,-17,2.28
2qbp,-190.264,0.0737666,-15.9002,-8,8.4
3udh,-82.3699,0.0143607,-6.65135,-4,2.85
3g2n,-149.476,0.00964915,-10.5572,-11,4.09
2p4y,-196.822,0.0194008,-19.3016,-1,9
2x00,-166.717,0.00876553,-17.0805,1,11.33
3gbb,-124.675,0.00893569,-9.67648,-7,6.9
1gpk,-103.44,0.00766707,-9.55167,-2,5.37
3oe5,-172.898,0.0410422,-14.9308,-6,6.88
1r5y,-119.653,0.0282593,-7.5936,-11,6.46
1e66,-103.965,0.0223099,-10.8188,1,9.89
3d4z,-132.462,0.0874327,-6.5336,-17,4.89
2hb1,-102.76,0.00320272,-6.67919,-9,3.8
3uo4,-159.94,0.0388638,-14.0329,-5,6.52
2wtv,-147.295,0.0338528,-14.3634,-1,8.74
2xdl,-87.3629,0.0147643,-7.95105,-2,3.1
1p1q,-107.315,0.0634933,-7.19495,-9,4.89
3ag9,-202.235,0.0211209,-16.6446,-9,8.05
1o5b,-75.373,0.0175239,-7.15483,-1,5.77
2yfe,-133.549,0.00529309,-12.1602,-3,6.63
1q8u,-101.907,0.0680951,-10.2588,-0,5.96
3ao4,-78.7514,0.0593156,-7.93445,-0,2.07
2vvn,-107.16,0.0367601,-8.35278,-6,7.3
3acw,-113.994,0.0187359,-11.0181,-1,4.76
2qbr,-151.82,0.0298125,-12.0118,-8,6.33
1o3f,-96.1415,0.0722111,-8.48636,-3,7.96
1xd0,-301.537,0.0527628,-23.8065,-16,7.12
3cft,-12.7277,0.00129626,-0.874069,-1,4.19
1sln,-191.186,0.0610598,-13.5797,-14,6.64
3cj2,-79.4811,0.00349737,-7.95161,-0,4.85
3bkk,-245.183,0.0558889,-17.7742,-17,6.08
2r23,-138.725,0.0579716,-7.93046,-15,3.72
1f8d,-147.718,0.0391466,-9.61097,-13,3.4
4des,-55.3153,0.464577,-7.59611,4,5.85
3su3,-139.267,0.0308199,-11.1575,-7,9.13
3imc,-65.5813,0.00838208,-6.16651,-1,2.96
3nox,-82.5739,0.04677,-8.30416,-0,8.66
1hfs,-297.286,0.0353674,-25.764,-10,8.7
4gqq,-57.8955,0.0257757,-4.21532,-4,2.89
1zea,-32.5779,0.000729729,-3.25852,-0,5.22
3vd4,-109.857,0.0109439,-7.39668,-9,4.82
1igj,-102.424,0.0152101,-11.4576,3,10
2ole,-120.29,0.174787,-12.2038,-0,7.25
2jdu,-59.6322,0.0285296,-3.19175,-7,6.72
3gcs,-187.184,0.0314792,-16.3499,-6,7.25
3l4u,-119.814,0.0557769,-8.43716,-9,7.52
1f8b,-151.619,0.047307,-9.60922,-14,5.4
2jdm,-60.4319,0.0154232,-3.65861,-6,5.4
1f8c,-152.554,0.0514559,-9.70685,-14,7.4
1loq,-156.856,0.0299403,-9.31554,-16,3.7
2zwz,-111.016,0.0345618,-6.33612,-12,7.79
2obf,-130.625,0.105471,-11.9679,-3,8.85
1lbk,-150.779,0.015427,-9.89338,-13,3.18
2zjw,-104.874,0.0176881,-10.105,-1,7.7
2j62,-191.08,0.052948,-14.761,-11,11.34
2d1o,-191.2,0.00711635,-14.7271,-11,7.7
2pcp,-90.9683,0.104682,-8.80151,-1,8.7
3f17,-162.686,0.0111971,-9.87975,-16,8.63
4dew,-97.7183,0.746881,-8.91872,-4,7
3vh9,-64.6902,0.0181736,-5.6872,-2,6.24
3bpc,-109.362,0.01236,-6.14859,-12,4.8
1u33,-191.021,0.0790842,-13.9812,-13,4.6
2zxd,-110.043,0.0130361,-6.21738,-12,5.22
2x8z,-108.964,0.00784629,-7.30425,-9,7.96
2vl4,-101.158,0.0391069,-6.15487,-10,6.01
3nq3,-64.121,0.0114909,-6.42359,-0,3.78
1w3k,-124.36,0.0201162,-7.6561,-12,4.3
3b3s,-71.0174,0.0302355,-3.53197,-9,2.55
3su2,-159.328,0.0320704,-13.5648,-6,7.35
1hnn,-81.416,0.0180861,-7.75969,-1,6.24
1os0,-222.83,0.0137712,-15.4967,-17,6.03
4g8m,-128.881,0.0178308,-6.90595,-15,7.89
1lol,-167.21,0.00120018,-10.3222,-16,6.39
3kv2,-81.6711,0.0185506,-6.18566,-5,7.32
2zx6,-155.833,0.0534075,-10.4367,-13,10.6
3mfv,-52.2432,0.0235616,-6.44788,3,2.52
3s8o,-108.908,2.29015,-9.18092,-10,6.85
2g70,-87.1954,0.0164892,-8.33603,-1,7.77
3su5,-136.733,0.0332868,-10.9066,-7,5.58
3huc,-112.646,0.0570593,-11.7216,1,5.99
3f80,-111.932,0.0182616,-6.41146,-12,4.22
2cbj,-115.109,0.0435436,-8.75448,-7,8.27
1kel,-126.24,0.00842433,-10.2324,-6,7.28
2x0y,-114.913,0.0326776,-8.72397,-7,4.6
3l4w,-115.59,0.0107516,-7.56976,-10,6
3l3n,-234.156,0.0425348,-16.6582,-17,8.18
1n1m,-91.0808,0.0423836,-5.95046,-8,5.7
2gss,-84.0868,0.00144731,-7.61013,-2,4.94
3pe2,-142.646,0.0171271,-13.4817,-2,9.76
1w3l,-121.453,0.0267346,-8.57205,-9,6.28
2xhm,-223.862,0.0351755,-14.4214,-20,6.8
3muz,-106.382,0.0126018,-7.05078,-9,3.46
2x97,-198.659,0.031579,-15.4975,-11,5.66
3fk1,-120.98,0.0671837,-5.3652,-17,2.62
3ov1,-162.328,0.0195174,-8.25232,-20,5.2
3owj,-111.977,0.00158892,-9.59933,-4,6.07
2xy9,-280.084,0.0471958,-22.4556,-14,9.19
3i3b,-85.3834,0.0632141,-5.80155,-7,2.23
10gs,-184.644,0.0105717,-13.6749,-12,6.4
2vo5,-123.339,0.0383317,-9.57228,-7,4.89
1jyq,-219.61,0.115938,-11.6769,-26,8.7
2qft,-121.725,0.0215813,-5.39405,-17,5.26
2pq9,-257.044,0.0380464,-14.9424,-27,8.11
3bfu,-111.47,0.0290505,-6.77605,-11,6.27
4djr,-214.518,0.133666,-18.7855,-7,11.52
3b3w,-66.4996,0.011503,-5.06147,-4,4.19
2vot,-144.215,0.116549,-10.938,-9,7.14
2d3u,-105.532,0.0181187,-9.77127,-2,6.92
