name,AlphaHB,repulsion_term,attraction_term,HB_term,affinity
2er9,-252.271,0.0968041,-23.7239,-4,7.4
2nnp,-249.081,0.0127858,-22.5209,-6,8.37
2hs2,-201.455,0.0840034,-18.2295,-5,8.31
3iqi,-153.801,0.00259095,-11.7827,-9,4.41
2o1c,-63.8405,0.0267009,-4.01075,-6,4.72
1slg,-187.066,0.0149146,-16.3215,-6,3.9
1ebg,-114.428,0.0414079,-5.48423,-15,10.82
1g3c,-100.379,0.0387635,-7.67667,-6,5.8
2f5t,-202.711,0.00887469,-12.28,-20,5.17
4aph,-243.481,0.213307,-21.7614,-7,5.4
4aa1,-241.23,0.0241191,-17.7471,-16,4.12
1h1p,-107.836,0.00362165,-9.18721,-4,4.92
3b1m,-163.478,0.0071013,-18.3549,5,8.48
2pog,-122.962,0.0128634,-10.7091,-4,9.54
3d6q,-63.345,0.00120868,-5.5357,-2,3.76
3twp,-65.0667,0.0276809,-4.93435,-4,3.92
3ozs,-170.772,0.0461747,-15.9234,-3,5.33
1c5z,-67.764,0.0132302,-5.58963,-3,4.01
1z9g,-143.456,0.0450208,-8.39064,-15,5.64
3oe4,-179.023,0.0716211,-14.7739,-8,7.47
2vkm,-258.992,0.16648,-25.2657,-2,8.74
1owh,-93.5941,0.0261235,-9.38553,-0,7.4
1qkt,-121.562,0.0168351,-10.573,-4,9.04
1o0h,-127.255,0.0105157,-6.73603,-15,5.92
3dx2,-124.199,0.0747592,-6.49464,-15,6.82
3n76,-162.51,0.080874,-11.5319,-12,6.85
2zb1,-144.347,0.0314286,-14.0662,-1,6.32
3b27,-86.4375,0.00558566,-8.24934,-1,5.16
4e5w,-148.852,0.00487777,-14.8901,-0,7.66
3b5r,-145.019,0.0751304,-14.977,1,8.77
1nc1,-148.051,0.154847,-10.56,-11,6.12
2wer,-107.471,0.0345186,-9.98158,-2,7.05
1gpn,-98.4772,0.0333991,-10.2811,1,6.48
3dx1,-121.362,0.0381822,-4.97442,-18,3.58
1k1i,-113.9,0.0036216,-8.99363,-6,6.58
3uev,-78.0996,0.00222327,-7.41218,-1,5.89
2r9w,-117,0.0485993,-8.94859,-7,5.1
1y6r,-167.706,0.0192652,-10.7898,-15,10.11
3prs,-218.048,0.0312764,-20.6361,-3,7.82
2xj7,-109.409,0.0382618,-7.7792,-8,6.66
3fv2,-163.874,0.0090214,-9.99643,-16,8.11
2w4x,-116.49,0.0384081,-8.48742,-8,4.85
4de3,-125.299,0.00277589,-10.9327,-4,5.52
3up2,-155.404,0.00437786,-13.1447,-6,7.4
2zda,-138.83,0.0049529,-13.088,-2,8.4
2fxs,-105.293,0.0330912,-8.96238,-4,6.06
1lpg,-147.201,0.144773,-16.0648,3,7.09
3qqs,-112.66,0.0189223,-8.88494,-6,5.82
2qbq,-156.079,0.0421815,-12.0501,-9,7.44
1bzc,-135.899,0.0369866,-8.82685,-12,4.92
1pxn,-109.878,0.0320271,-10.6198,-1,7.15
1z6e,-150.632,0.0126515,-16.2758,3,9.72
4eo8,-105.103,0.0115899,-9.3219,-3,8.15
2wvt,-114.238,0.0394867,-5.86332,-14,6.12
3nx7,-134.142,0.0108491,-9.02507,-11,8.1
1syi,-152.501,0.0178111,-10.0679,-13,5.44
3uuo,-127.506,0.00476192,-11.1554,-4,7.96
2p15,-185.747,0.0171594,-16.5919,-5,10.3
2j7h,-105.351,0.0159406,-5.35108,-13,7.19
2br1,-122.401,0.0140557,-11.8542,-1,5.14
3syr,-166.534,0.00621275,-11.0596,-14,5.1
3g31,-18.8925,0.00562922,-1.89488,-0,2.89
2xii,-153.176,0.0486731,-10.1663,-13,7.2
1p1n,-119.588,0.0364551,-7.59528,-11,6.8
3coz,-228.184,0.0297711,-15.2481,-19,5.57
2wnc,-104.683,0.0403455,-10.1087,-1,6.32
3qgy,-111.996,0.0217456,-10.4214,-2,7.8
4eky,-185.701,0.200816,-12.7709,-15,3.52
3fur,-177.603,0.00748702,-16.5678,-3,8
3e5a,-165.833,0.0226053,-15.0059,-4,8.23
3bgz,-118.74,0.015179,-10.6892,-3,6.26
2zy1,-146.609,0.00379466,-11.8647,-7,7.4
3r88,-74.7656,0.0121469,-5.88871,-4,4.82
3pyy,-90.2336,0.0328388,-9.0562,-0,6.86
4f09,-117.355,0.00406855,-10.1395,-4,6.7
1s38,-117.365,0.00106596,-7.73753,-10,5.15
4agq,-74.4004,0.0122933,-8.25234,2,5.01
1ydt,-142.499,0.0257745,-13.4757,-2,7.32
3rsx,-100.045,0.00164585,-7.60611,-6,4.41
3rr4,-126.934,0.0364027,-9.92976,-7,4.55
1nc3,-156.477,0.0241602,-10.0719,-14,5
4agn,-78.3498,0.0135261,-8.2485,1,3.97
4ea2,-112.569,0.051037,-11.308,-0,6.44
1qf1,-199.82,0.0156676,-13.1976,-17,7.32
2cbv,-120.697,0.063386,-6.13312,-15,5.48
3gc5,-160.889,0.0154464,-10.9043,-13,7.26
3jvr,-79.8095,0.00556781,-7.98652,-0,5.72
5tmn,-234.706,0.0111822,-14.6818,-22,8.04
3ui7,-133.915,0.0271505,-11.8186,-4,9
3uew,-76.2712,0.00670988,-7.23383,-1,6.31
4e6q,-135.699,0.00531894,-12.3753,-3,8.36
4agp,-68.5023,0.0142375,-7.66447,2,4.69
3cj4,-105.636,0.0396371,-9.00321,-4,6.51
3rlr,-129.641,0.0151852,-11.3793,-4,7.52
2qnq,-217.387,0.0888183,-18.6275,-8,6.11
3u5j,-88.5499,0.00105275,-8.45604,-1,5.61
3nq9,-53.3224,0,-5.33224,-0,4.03
3e92,-150.803,0.0209619,-14.7013,-1,8
3b65,-141.245,0.0346251,-13.7591,-1,9.27
3gv9,-70.5792,0.00742464,-5.46535,-4,2.12
1h22,-176.134,0.0129413,-16.8264,-2,9.1
1ydr,-101.051,0.0659019,-9.77101,-1,5.52
3f3d,-75.9107,0.0101,-5.20117,-6,7.16
3kr8,-125.375,0.0287078,-11.7662,-2,8.1
3bv9,-5.59739,5.08375,-6.04349,1,5.36
3p5o,-112.95,0.0245362,-11.3196,-0,7.3
2qe4,-149.357,0.0137969,-12.5495,-6,7.96
2wn9,-137.196,0.00938215,-10.529,-8,8.52
1eby,-275.138,0.0282221,-23.142,-11,9.7
4hge,-119.739,0.0224413,-11.9963,-0,7.92
3ryj,-108.374,0.00418794,-7.24158,-9,7.8
3gr2,-71.4165,0,-5.54165,-4,2.52
3zt2,-104.867,0.00864218,-9.69534,-2,2.84
1xh5,-202.119,0.0434054,-18.6553,-4,5.47
3s6t,-147.797,0.00295635,-10.7826,-10,7.35
3b67,-167.311,0.0372832,-17.5683,2,8.85
3fas,-106.33,0.00445814,-5.83742,-12,6.77
3m3z,-123.958,0.0750615,-11.6708,-2,5.73
2uyq,-94.2359,0.00872252,-7.03231,-6,5.68
3djo,-77.3636,0.0116079,-4.54796,-8,4.39
1b05,-150.747,0.0147726,-13.8895,-3,7.12
3iph,-138.661,0.0255499,-13.4916,-1,7.6
2iuz,-128.429,0.0951062,-11.738,-3,5.55
4g0q,-96.8884,0.0371779,-6.12602,-9,2.52
3p9m,-257.204,0.0428897,-20.9633,-12,5
2wzs,-101.737,0.0418801,-6.21558,-10,3.85
2zxg,-198.427,0.0117017,-13.0544,-17,8.82
1usn,-122.512,0.00444222,-9.85561,-6,7.74
2psu,-188.298,0.0170106,-16.8468,-5,7.62
1odj,-146.784,0.0205882,-10.299,-11,4.1
3daz,-107.969,0.00202059,-6.39892,-11,7.93
3rz1,-107.697,0.00656851,-7.17628,-9,8.74
2qx0,-106.499,0.00877815,-7.85868,-7,6.11
3fvn,-165.299,0.0200168,-9.74996,-17,6.77
3f70,-43.3167,0.0197832,-2.75145,-4,4.85
2gj5,-54.2735,0.0313596,-6.25871,2,8.32
1szd,-222.903,0.00526558,-16.6956,-14,4.54
1d4y,-224.16,0.0267122,-18.8427,-9,11.1
3rm4,-132.434,0.011009,-11.6544,-4,5.77
1wm1,-76.7939,0.111554,-8.19094,1,6.3
2y7x,-125.003,0.0397174,-12.54,-0,8.89
2ans,-93.29,0.00908757,-9.73808,1,5.92
1td7,-59.2644,0.00931516,-6.73576,2,4.37
2wc4,-161.242,0.0580907,-10.1823,-15,5.29
2xde,-112.965,0.0268583,-9.32336,-5,5.47
1d09,-193.145,0.032826,-8.54735,-27,7.57
3ozj,-95.2631,0.278963,-10.2053,1,5.11
3a2o,-192.329,0.0354186,-20.0683,2,9.08
4a6l,-105.622,0.0218205,-11.384,2,8
3jyr,-261.848,0.0256602,-18.6105,-19,5.54
2pqz,-226.535,0.0543897,-19.1079,-9,5.67
1yda,-120.251,0.0233782,-6.04844,-15,6.55
1mfi,-78.4261,0.0481319,-7.49074,-1,5.59
2qtt,-137.661,0.00471762,-10.1708,-9,4.32
2ha2,-105.931,0.178159,-9.97129,-2,4.66
1nw5,-187.496,0.0112651,-12.7609,-15,5.21
2exm,-99.1437,0.0217056,-7.93608,-5,4.11
3p58,-67.1427,0.0045231,-6.31879,-1,7.6
1ec3,-233.805,0.0665961,-21.8471,-4,9.04
3r16,-102.717,0.00167374,-6.67342,-9,7.3
3nb5,-94.632,0.00193768,-5.86514,-9,7.74
1o7o,-178.574,0.0398243,-12.2972,-14,4.49
1fl3,-119.332,0.101556,-12.0348,-0,6.8
1xk5,-113.591,0.0796822,-10.2388,-3,6
3sym,-180.579,0.00586519,-11.6637,-16,4.57
3ta1,-219.961,0.00230827,-14.7984,-18,3.25
3ipu,-176.44,0.00811927,-18.4521,2,7.32
2qwb,-129.938,0.021547,-9.01537,-10,2.74
3lzs,-201.734,0.0499923,-17.8234,-6,10.96
3rdq,-117.728,0.00233432,-7.3751,-11,9.31
2pwr,-275.303,0.0589931,-21.9893,-14,6.59
3bbf,-136.1,0.00120425,-11.2112,-6,5.28
1ax0,-95.6891,0.00410581,-5.57302,-10,3.13
1yei,-161.139,0.0085655,-12.9225,-8,7.46
1g7q,-208.259,0.0610304,-17.287,-9,6.06
3upv,-180.422,0.00966272,-12.0519,-15,5.3
1hmr,-129.085,0.0038483,-11.3123,-4,6.55
4djw,-127.176,0.00962087,-11.1272,-4,6.28
1uou,-112.283,0.0163469,-8.84469,-6,7.7
2p16,-152.452,0.0331177,-14.0783,-3,10.1
1bcd,-80.6792,0.00085886,-4.06878,-10,8.7
3iss,-222.054,0.0459203,-19.4513,-7,6.05
3ckb,-126.856,0.0126996,-8.69832,-10,2.98
1apv,-196.369,0.00941894,-17.2463,-6,9
1i9p,-88.4394,0.0517645,-5.6957,-8,8.41
2pyy,-93.8809,0.0273361,-5.41542,-10,4.6
1fhd,-148.699,0.0260483,-10.096,-12,6.82
1d3p,-162.366,0.0253635,-16.6619,1,7.39
4en4,-74.7916,0.0270622,-6.70623,-2,5.52
3rlq,-121.588,0.0123187,-10.9711,-3,7.4
1qk3,-169.064,0.0293991,-10.9358,-15,5.15
3sio,-174.933,0.0656495,-19.1589,4,8
1y3n,-171.486,0.0435825,-12.7922,-11,5.55
1f4f,-132.267,0.0428631,-11.6696,-4,4.62
2flr,-116.445,0.0384001,-11.2829,-1,6.1
3pce,-46.4888,0.165043,-5.21392,1,2
1ta6,-167.754,0.0203264,-15.5957,-3,9.13
1fch,-197.106,0.00938262,-13.72,-15,7.15
1dl7,-90.0407,0.183724,-8.3878,-2,6.49
1zoe,-70.0478,0.0131509,-7.41793,1,7.4
1h4w,-67.6254,0.00116791,-5.56371,-3,4.66
4der,-78.6319,0.32862,-8.19181,-0,6.31
2uy3,-83.0473,0.0140654,-5.91879,-6,3.22
1a1e,-111.608,0.0154662,-4.77627,-16,6
1b5j,-180.489,0.0104715,-15.6594,-6,7.43
2c1p,-142.128,0.0013587,-13.4142,-2,5.4
1jmg,-155.846,0.084087,-10.0687,-14,6.07
4tim,-97.7517,0.0648621,-5.84003,-10,2.16
2nta,-150.477,0.00870158,-9.45636,-14,4.8
3t09,-96.0287,0.0658137,-6.06868,-9,3.8
3ozg,-175.702,0.085533,-11.2557,-16,9.19
3d50,-143.785,0.0609409,-7.63943,-17,4.77
2sim,-153.852,0.00440756,-9.78958,-14,3.42
1bn1,-102.392,0.0244716,-6.26366,-10,9.34
2ygf,-177.842,0.0273498,-16.2116,-4,5.09
3hit,-246.244,0.0757178,-16.7001,-20,8.19
2xyf,-214.866,0.0816607,-20.7683,-2,8.44
1o3j,-86.9419,0.0863587,-7.58055,-3,6.77
2wos,-68.3046,0.00775007,-8.03821,3,3.9
1tys,-202.74,0.00100016,-11.075,-23,5.49
1d4i,-289.315,0.0119224,-23.7435,-13,8.85
1hpo,-191.001,0.0611908,-15.5613,-9,9.22
2aoe,-252.58,0.0267717,-20.4848,-12,7.62
1tok,-83.3342,0.038214,-4.37163,-10,2.47
2q1q,-105.344,0.00732837,-6.9417,-9,8.15
2pgz,-112.845,0.0362489,-11.7207,1,5.74
3gjw,-94.4638,0.113978,-8.76036,-2,8.3
3le9,-153.95,0.0111509,-11.8062,-9,8.22
3g30,-84.2242,0.1273,-6.94972,-4,2.51
1q54,-92.6322,0.312359,-7.97558,-4,5.85
1qb1,-108.162,0.445614,-9.66186,-4,6.77
1jmf,-155.74,0.0344487,-10.0085,-14,5.77
2afx,-53.3446,0.00848784,-4.94295,-1,5.15
1ct8,-176.976,0.0527884,-14.9504,-7,6.52
3uug,-116.898,0.0231956,-6.913,-12,4.51
3d0e,-202.792,0.0187064,-17.4979,-7,8.4
1wcq,-184.685,0.024986,-10.8935,-19,6.26
3v51,-174.93,0.0163934,-17.5093,-0,8.55
2q2a,-135.227,0.0187293,-7.14145,-16,7.41
2p3c,-260.6,0.201677,-24.2617,-5,7.62
2r2m,-129.289,0.000699262,-12.9296,-0,7.33
2gst,-169.916,0.0868836,-13.0785,-10,6.07
4afg,-106.773,0.00674936,-9.08404,-4,8.3
4e6d,-134.468,0.0554596,-11.9022,-4,8.92
2qhy,-191.431,0.0226439,-17.9657,-3,7.48
3ekp,-193.467,0.0769262,-17.0236,-6,8.89
2we3,-162.949,0.0247769,-11.1197,-13,4.43
2vwm,-166.121,0.0240079,-16.6361,-0,7.03
1oba,-29.0651,0.00402362,-3.31053,1,2.44
3d8z,-76.5082,0.00159382,-7.25241,-1,3.37
2bqv,-235.809,0.0205773,-21.2015,-6,8.05
2vwn,-132.303,0.00648641,-13.2368,-0,8
3su6,-177.028,0.033784,-15.7366,-5,6.02
1hpv,-207.623,0.0104676,-18.3727,-6,9.22
1d9i,-111.387,0.409456,-11.5482,-0,9.11
2bes,-181.048,0.00493581,-7.70978,-26,4.24
1phw,-54.651,0.327349,-5.39245,-1,3.3
4djo,-213.164,0.0208924,-19.7373,-4,11.52
3sw8,-114.029,0.0304213,-8.63334,-7,4.5
2o8h,-121.753,0.0493386,-11.8247,-1,7.6
4e4n,-139.693,0.013558,-12.3829,-4,9.05
1sw1,-64.6077,0.0648352,-5.72561,-2,7.3
3b25,-90.6586,0.0126808,-9.07854,-0,6.07
1nt1,-149.698,0.0104785,-14.5803,-1,8.89
2clk,-93.9609,0.00598247,-5.80207,-9,3.79
2oxx,-66.3226,0.0154993,-7.04776,1,6.7
1oyq,-98.9994,0.0395582,-9.9395,-0,6.96
1c70,-264.54,0.016478,-24.8705,-4,10.3
1b3h,-195.303,0.0216606,-16.3519,-8,6.21
3nik,-125.344,0.0157891,-10.9502,-4,3.45
1cnx,-127.927,0.00103652,-8.39378,-11,7.37
1hn4,-168.655,0.0142959,-17.2797,1,3.82
2dw7,-100.217,0.054875,-5.67657,-11,4.7
1z1h,-209.363,0.0244017,-18.1607,-7,8.4
1k1l,-97.1276,0.0555442,-8.5683,-3,6.9
1nf8,-132.266,0.00619488,-8.83282,-11,7.82
2fdp,-229.185,0.0132962,-20.1318,-7,7.59
1oif,-90.7906,0.00818096,-5.48724,-9,7.72
2byr,-211.084,0.0641438,-21.1725,-0,8.55
3fql,-178.988,0.0205261,-17.9193,-0,7.15
3hzm,-100.258,0.0127741,-6.03855,-10,5.52
3cd7,-194.652,0.04388,-17.1091,-6,7.84
1lzq,-224.952,0.237045,-19.5322,-8,8.39
2i19,-87.1872,0.0564134,-7.57513,-3,7.8
3isj,-113.664,0.0172001,-9.3836,-5,3.68
1gno,-174.794,0.417559,-14.697,-8,7.7
3pcj,-86.3103,0.0650749,-5.8961,-7,7.22
1f73,-181.504,0.0220557,-9.77249,-21,2.39
4fm8,-143.233,0.000741618,-13.524,-2,5.98
4b7r,-153.854,0.0510978,-10.6365,-12,9.64
1c5x,-71.3576,0.0108032,-7.14657,-0,6.68
2qnn,-269.737,0.0438075,-23.8175,-8,7.15
3v5t,-153.948,0.0685093,-15.4633,-0,8.22
1g9r,-250.201,0.0434813,-18.2636,-17,5.7
3m3e,-86.054,0.0164537,-3.82185,-12,4.43
1qka,-210.332,0.00795222,-17.0411,-10,5.92
1l6m,-62.9681,0.0409196,-4.33773,-5,8.1
3p8p,-95.5894,0.062497,-8.42144,-3,4.55
2cn0,-153.609,0.0198101,-14.9807,-1,7.66
2vmf,-117.214,0.0564291,-7.37782,-11,5.85
1sgu,-231.342,0.0589424,-19.5931,-9,5.37
2fzk,-124.434,0.3374,-9.5808,-8,3.6
1uwt,-89.103,0.0281566,-7.33845,-4,5.97
3gqz,-84.5584,0.169387,-6.62523,-5,2.17
1dqn,-161.777,0.00936788,-9.78709,-16,8
2bfq,-197.893,0.00563722,-16.1949,-9,6.89
2rkd,-83.1359,0.0265885,-4.74018,-9,2.72
1wuq,-277.031,0.0473702,-16.1505,-29,8.27
1izi,-243.044,0.0275391,-19.9319,-11,6.59
2baj,-157.212,0.0212327,-14.5425,-3,8.4
3mhc,-121.309,0.00768177,-7.33856,-12,7.96
2wl0,-252.3,0.0284563,-22.8585,-6,7.8
2psv,-189.599,0.0224243,-16.1824,-7,7.24
4i3z,-124.94,0.0101112,-11.7042,-2,4.29
2fqw,-139.098,0.0156582,-10.3255,-9,6.68
1bv7,-271.537,0.0303996,-26.7841,-1,10.3
3nw3,-187.147,0.0733962,-16.7881,-5,6.49
3p3r,-90.0326,0.0152868,-9.41855,1,7.25
3hzv,-135.289,0.0076562,-7.53654,-15,6.52
3ru1,-90.2217,0.00754754,-8.62971,-1,4.85
1w4p,-119.844,0.00897055,-7.99339,-10,4.74
3sug,-130.637,0.132879,-10.7966,-6,6.21
2jxr,-224.057,0.0380652,-19.6437,-7,7.05
4h3j,-166.517,0.0441141,-14.6958,-5,7.05
1li2,-41.6257,0.00379619,-4.16637,-0,4.04
3u7s,-220.782,0.0194131,-18.4977,-9,8.43
4euo,-72.005,0.0261145,-4.42661,-7,5.05
1n8v,-79.6973,0.00318008,-7.97291,-0,6.03
3vhk,-133.478,0.0103557,-12.5582,-2,4.6
3rdo,-115.753,0.00939867,-7.58474,-10,9.85
1lkk,-137.557,0.00388583,-8.15958,-14,6.85
2xab,-114.097,0.0319288,-9.8416,-4,9.27
3fat,-120.032,0.0061903,-8.00936,-10,7.64
3h8b,-142.138,0.123116,-15.1369,2,6.29
4aia,-82.5592,0.0154384,-5.87136,-6,3.66
3nyd,-58.1992,0.0369734,-6.25689,1,3.48
3aaq,-208.442,0.120952,-15.7652,-13,3.3
3lbj,-106.086,0.00876154,-10.2174,-1,4.96
3ewc,-150.704,0.0589693,-11.5294,-9,7.7
3nu3,-207.862,0.0193784,-18.4056,-6,9.82
3g32,-77.1714,0.0154335,-5.73257,-5,3.71
1tuf,-61.3662,0.00762086,-7.34424,3,4.05
3b7i,-74.557,0.0491831,-5.10488,-6,5.82
1o2z,-104.712,0.041792,-9.71298,-2,6.11
1if7,-111.871,0.0139574,-6.80104,-11,10.52
1t31,-126.029,0.0416678,-10.6445,-5,8.64
2rcn,-173.697,0.010474,-9.7802,-19,6
1b46,-168.631,0.0164348,-14.0795,-7,5.28
1k1j,-106.88,0.0110887,-10.2991,-1,7.55
1hp5,-112.846,0.0321936,-7.71675,-9,6.55
3c52,-129.134,0.0544336,-5.36784,-19,7.3
2jg0,-223.651,0.0289485,-13.994,-21,7.82
1c87,-128.971,0.04143,-8.13852,-12,4.2
3pn1,-117.002,0.0114297,-11.7116,-0,6.96
3t08,-107.028,0.0258006,-7.12855,-9,3.04
2gvj,-147.423,0.0685285,-14.8108,-0,9.52
4eo6,-101.474,0.00469931,-8.95213,-3,8.7
1afk,-135.344,0.0200101,-7.55444,-15,6.62
1kpm,-101.493,0.241628,-9.99093,-1,5.8
3bft,-109.213,0.0144266,-6.93568,-10,6.49
2pfy,-110.607,0.0543164,-5.51499,-14,6.52
2p3i,-63.9107,0.00039932,-4.39147,-5,3.48
1jcx,-267.768,0.0128207,-12.3896,-36,5.15
2zdk,-117.955,0.00732498,-10.2028,-4,6.37
4std,-102.509,0.00505358,-10.6559,1,10.33
2pow,-150.387,0.00781654,-8.64649,-16,7.2
1jao,-158.845,0.0152076,-10.6997,-13,5.92
3rbu,-147.993,0.119993,-7.31926,-19,9.43
4deu,-89.9994,0.124285,-9.12422,-0,5.64
3lea,-139.341,0.039402,-9.57345,-11,9.1
3b4f,-144.678,0.0434239,-9.71125,-12,8.14
2h6t,-201.38,0.104857,-18.6429,-4,7.22
3nkk,-69.7984,0.00577046,-6.18561,-2,4.7
1h0a,-144.54,0.000401583,-5.65437,-22,5.44
1yfz,-129.56,0.00609833,-8.96212,-10,4.35
3vf5,-219.433,0.0380723,-20.3813,-4,9.34
