name,AutoDock4.1Score,estat,hb,vdw,dsolv,tors,affinity
1qiw,-8.8345,-3.5767,-0.6800,-10.9231,0.6775,5.6677,7.74
1joc,-8.0984,-4.1548,-4.3979,-5.8043,3.8723,2.3864,4.62
1q66,-10.9931,-2.8838,-3.5533,-10.7423,4.3965,1.7898,5.77
1owd,-10.2876,-3.9222,-2.8276,-9.9196,4.5921,1.7898,8.2
2bmz,-2.2714,-0.5950,-2.1150,-5.6681,3.1237,2.9830,3.7
1vkj,-13.5790,-7.0848,-3.7026,-12.8941,7.7161,2.3864,4.85
1hqg,-3.4679,-3.9178,-1.2040,-3.5419,3.4060,1.7898,3
1rzx,-6.4506,-2.1054,-4.2256,-11.2264,3.3510,7.7558,4.1
1f9g,-0.1324,-0.0053,-0.2757,-3.5457,2.2028,1.4915,1.28
1hp0,-6.3989,0.0082,-2.6960,-10.9540,5.4532,1.7898,6.7
2gh7,-10.1058,-0.9841,-3.6033,-9.9854,2.9754,1.4915,13
1x9d,-6.5037,-1.4070,-4.2054,-9.7402,5.2693,3.5796,3.96
1w6y,-7.3868,-0.4076,-1.1160,-6.6441,0.4826,0.2983,5.36
1rdn,-0.9454,0.3246,-1.5220,-3.4908,1.9530,1.7898,1.84
8abp,-7.1976,-1.4591,-4.4998,-7.1809,4.1524,1.7898,8
1y2g,-4.2554,-0.0073,-0.0003,-6.0724,0.9297,0.8949,4.08
2f8i,-2.9344,-0.6293,-0.1453,-3.6981,0.9416,0.5966,7.26
1cin,-5.7403,-0.2919,-1.0842,-7.4452,2.1861,0.8949,8.73
220l,-3.7267,0.0000,0.0000,-3.5002,-0.2265,0.0000,3.4
2br6,-3.0668,-1.1936,-0.5118,-3.4814,1.8218,0.2983,2.96
1pu8,-2.3670,0.2334,-0.0054,-5.5600,2.9651,0.0000,3.1
1eix,-10.2225,-3.0626,-6.2984,-9.9902,6.7423,2.3864,11.06
1ent,-4.4046,2.8124,-2.6183,-15.3288,5.0624,5.6677,6.96
1pbk,-12.2036,-0.8179,-3.4793,-12.4913,1.9003,2.6847,9.05
1c4v,-13.8495,-3.6892,-2.4518,-15.1666,4.4752,2.9830,10.8
5tln,-4.6327,-0.4826,-1.4852,-8.9070,3.2591,2.9830,6.37
2bsu,-15.5861,-4.1502,-6.4267,-24.6576,9.5062,10.1422,5.66
1z3t,-3.4552,-0.8263,-2.8122,-9.2014,5.8051,3.5796,3.94
1o0o,-4.2532,-2.7557,-2.1656,-4.9754,3.5553,2.0881,5.1
9abp,-6.8207,-1.6994,-3.9655,-7.1320,4.1864,1.7898,8
1gah,-11.4878,-3.4889,-6.5086,-15.5422,7.4893,6.5626,12
1o2x,-7.4378,-2.4015,-2.5377,-9.9638,5.0788,2.3864,5.85
2adm,-4.8593,-1.1963,-2.0208,-10.6392,5.7156,3.2813,5.7
1lf9,-10.1065,-3.4609,-5.9189,-14.7949,7.5056,6.5626,12
1rgk,-2.4750,0.5618,-2.8889,-7.2012,4.9653,2.0881,4.31
1b6m,-14.5646,-2.8222,-3.7494,-15.9272,4.3546,3.5796,8.4
1qy5,-2.4705,-0.5431,-1.2349,-7.5571,4.4781,2.3864,6.7
1awi,-12.1221,-1.2848,-1.5465,-16.3737,4.0999,2.9830,4.05
1rej,-12.4264,-2.1997,-2.7828,-13.5980,4.0660,2.0881,8.3
1qsc,-8.5256,-2.3194,-4.4021,-13.9802,5.0169,7.1592,3.68
11gs,-10.6331,-2.8642,-4.5345,-14.0056,5.1036,5.6677,5.82
1w1g,-12.9586,-11.2222,-5.1233,-5.9649,4.5790,4.7728,7.68
2bjm,-6.6928,-0.0286,-0.0018,-8.0132,1.0525,0.2983,3.7
1y2f,-3.4101,-0.9146,-0.0465,-5.8429,1.3058,2.0881,4.92
1fwv,-0.6733,-0.9167,-2.4290,-5.5643,3.1655,5.0711,3.72
1ws5,-4.7064,-0.7047,-2.4814,-5.9064,2.5963,1.7898,3.03
2hdr,-1.8460,-0.1370,-0.8576,-3.3915,1.6452,0.8949,1.72
1zsr,-12.0994,-1.7379,-4.0360,-18.9766,6.0885,6.5626,9.82
1d5r,-6.9768,-3.3938,-2.8366,-6.3935,4.1556,1.4915,1.82
1me7,-6.8669,-1.9371,-4.5082,-8.6087,6.0989,2.0881,7.19
1z1r,-12.4025,-0.5244,-3.3961,-16.0131,4.2497,3.2813,9.22
1umw,-7.4298,-2.1310,-5.0388,-13.1035,5.0877,7.7558,6.55
1tnj,-5.6503,-1.5614,-1.1390,-6.0808,2.2360,0.8949,1.96
1rle,-8.3538,-4.4355,-3.5881,-9.2753,5.6638,3.2813,5.8
1db1,-11.1152,-0.2314,-2.4769,-11.7299,0.6383,2.6847,9.26
1lox,-5.9655,1.0496,-0.0088,-10.6106,0.9196,2.6847,5.52
1rdj,-0.3083,0.6541,-1.2248,-2.6347,1.7041,1.1932,1.66
4fiv,-16.6683,-0.8779,-6.1765,-21.2282,5.3500,6.2643,6.52
2er6,-12.2889,-5.0791,-4.2044,-20.3045,8.3501,8.9490,7.22
1gt1,-5.9949,0.0036,-0.0015,-7.2048,0.9094,0.2983,6
1fdq,-1.4653,-0.9785,-0.0291,-5.9814,1.3475,4.1762,7.27
1dqx,-9.3474,-2.0290,-4.9055,-11.0948,6.5938,2.0881,11.05
1apb,-6.5453,-1.2543,-3.5071,-6.3775,3.4004,1.1932,5.82
1b11,-5.3622,-0.4174,-2.6474,-8.3645,2.1892,3.8779,7.39
1mmp,-7.5537,0.9400,-2.5590,-10.5954,2.8709,1.7898,6.07
1urg,-4.8698,-0.7086,-2.6235,-9.4977,4.3804,3.5796,5.82
1vwn,-6.3133,-0.1527,-1.0478,-12.7807,4.6849,2.9830,5.82
1f2p,-4.3520,0.1262,-2.2337,-6.3263,2.8885,1.1932,1.9
3pcc,-4.1559,-0.7561,-1.1120,-5.0856,2.2012,0.5966,3.62
2cji,-9.8841,-0.1018,-0.3151,-13.9490,2.9903,1.4915,8.22
1vyq,-7.4191,-0.1304,-1.6409,-10.1460,2.4100,2.0881,5.3
1bap,-6.2667,-1.1306,-3.8752,-5.8656,3.4114,1.1932,6.85
7abp,-6.8221,-1.2166,-3.8861,-6.3215,3.4088,1.1932,6.46
1jn2,0.9563,0.3571,-0.6137,-3.9835,2.2134,2.9830,4.09
1tnk,-5.4055,-1.3320,-1.1088,-6.3761,2.2182,1.1932,1.49
1hn2,-6.3153,0.0029,-0.0021,-7.5645,0.9501,0.2983,6
1rdl,-1.1960,0.2116,-2.1314,-2.8447,1.7787,1.7898,2.24
1qi0,-4.3854,-1.2526,-3.7400,-6.4972,3.5248,3.5796,2.35
1sgx,-6.7963,-2.3641,-3.1135,-7.4940,4.3855,1.7898,5.8
1abf,-6.8093,-1.2480,-3.8090,-6.4631,3.5176,1.1932,5.42
1mhw,-7.7816,-1.8489,-2.2563,-14.9405,4.9998,6.2643,7.35
1m6p,-7.9501,-1.8234,-5.7415,-7.0072,4.5338,2.0881,5.1
1r0x,-7.8116,-2.7561,-4.1723,-9.1489,5.2827,2.9830,3.83
1ody,-13.0726,-0.6067,-4.4330,-19.6870,5.3897,6.2643,8.1
1wvc,-6.4195,-3.4555,-2.3627,-11.0375,7.4532,2.9830,4.46
2toh,-2.8182,-1.0516,-0.8042,-5.8466,3.3928,1.4915,4.15
2h6q,-5.3063,-3.0762,-4.0199,-13.8594,6.7001,8.9490,5.11
1lor,-11.9074,-2.6128,-6.6885,-10.4946,6.0987,1.7898,11.06
2fgi,-4.8651,0.6645,-1.1213,-11.8648,3.8769,3.5796,7.34
1tnl,-6.1139,-1.4231,-1.0910,-6.6854,2.4890,0.5966,1.88
1w2g,-4.6733,0.0424,-1.0088,-8.9877,3.7892,1.4915,4.57
1bzh,-7.2658,-3.9751,-2.0012,-12.2826,6.2203,4.7728,6.77
1agm,-10.8478,-3.5104,-5.6744,-15.7974,7.5717,6.5626,12
1f8a,-6.8319,-4.1876,-3.4131,-12.0255,5.3368,7.4575,5
1icj,0.5181,-0.3524,-0.8966,-10.0641,3.7771,8.0541,2.22
1w7x,-11.3348,-3.7462,-1.9802,-15.7392,5.9546,4.1762,8.4
1vwl,-4.7688,-0.2913,-1.4973,-10.3295,3.4714,3.8779,5.63
1njj,-1.4803,-1.5878,-2.1187,-6.0322,3.7838,4.4745,2.1
1g3b,-6.2314,-2.6725,-1.9178,-7.9056,4.1764,2.0881,5.74
1vjc,-4.1572,-0.8317,-2.5459,-9.8442,5.7833,3.2813,3.58
1w0y,-10.0478,-2.9853,-2.4145,-13.5473,5.3197,3.5796,6.42
1vjj,-8.2129,-3.7252,-3.6201,-8.8730,5.3207,2.6847,5.77
1m13,-10.3572,-0.1524,-1.3249,-12.6648,0.2053,3.5796,7.57
1qpb,-1.3769,-0.0394,-0.3989,-2.4800,1.2430,0.2983,1.36
1sqn,-10.7764,-0.1835,-0.4351,-10.1703,-0.2858,0.2983,9.4
830c,-11.2883,-0.4242,-2.5994,-13.2517,2.8988,2.0881,9.28
1sts,-1.5719,-0.1646,-2.2917,-11.8910,5.0196,7.7558,5
1sc8,-11.0342,-3.0391,-4.4862,-13.2003,5.8135,3.8779,7.44
1jwt,-10.7044,-3.0745,-1.7688,-12.5405,4.5913,2.0881,7.85
1a42,-5.9762,-0.4037,-1.4286,-8.8245,2.2943,2.3864,9.89
1we2,-4.8881,-2.5286,-2.0641,-4.5457,3.0571,1.1932,4.36
1tsl,-4.9822,-0.0563,-0.6069,-7.5912,2.0791,1.1932,6.15
1jd5,-8.6169,-2.8520,-3.5161,-14.8841,4.8795,7.7558,6.62
1af2,-9.2224,-0.6776,-3.6547,-10.5913,4.2096,1.4915,3.1
2g00,-12.7430,-0.5339,-1.9802,-17.6038,4.9885,2.3864,9.74
1ow4,-8.3259,-1.8875,0.5616,-9.3290,1.4341,0.8949,5.68
1vjd,-6.7587,-2.1287,-2.4579,-13.5634,8.1100,3.2813,3.54
1utc,-8.0133,-1.9337,-3.6760,-15.1251,5.2640,7.4575,4.55
1wei,-2.0070,-0.1262,-0.8947,-3.8875,2.6031,0.2983,9
1o3h,-7.6548,-2.5480,-2.2113,-8.9887,4.6018,1.4915,7.3
1jqe,-8.8927,-0.9167,-0.0137,-12.7878,2.1408,2.6847,6.44
1wkm,-3.0551,-0.4636,-1.2009,-5.3539,2.4719,1.4915,0.82
2i0g,-8.5517,-0.3041,-0.8937,-9.2092,0.9605,0.8949,9.72
7hvp,-10.9121,-0.9756,-5.0705,-20.6153,7.0986,8.6507,9.62
1uxa,-1.2634,-1.6604,-1.6073,-5.2371,2.4686,4.7728,2.3
1udt,-9.2185,-0.2477,-0.9942,-12.1429,2.3764,1.7898,9.3
1vot,-8.5618,-1.0031,-0.6266,-9.5007,2.2703,0.2983,6.6
1h9z,-5.6103,-0.0666,-0.2747,-8.7388,1.6800,1.7898,5.42
1gz3,-5.4064,-0.3012,-2.8749,-12.6186,7.4053,2.9830,3.7
6abp,-6.3618,-1.2821,-3.8584,-5.7952,3.3806,1.1932,6.36
1rbo,-9.8806,-5.1085,-6.2548,-8.7687,6.6718,3.5796,12.72
1gny,-2.2834,-0.3821,-3.0904,-9.1451,4.3682,5.9660,4.14
1fj4,-6.9993,-0.1080,-0.9574,-8.0285,1.1997,0.8949,4.59
1ux7,-0.0026,0.4286,-0.1602,-4.7761,2.1188,2.3864,3
1p28,-1.8699,-0.0798,-0.3781,-2.3623,0.3537,0.5966,5.42
1q63,-9.4211,-2.2731,-3.7147,-9.8267,4.9019,1.4915,5.85
1a0q,-8.6163,-2.3585,-1.9008,-10.0380,2.6981,2.9830,7.57
1w1d,-15.2560,-11.4500,-5.2897,-6.0080,4.5087,2.9830,6.52
1sle,-5.3156,-0.1298,-1.0686,-9.5719,3.3666,2.0881,6.17
1gjb,-7.2212,-1.4468,-1.4453,-10.8094,5.2871,1.1932,6.35
1a7x,-13.2632,-0.3725,-2.6925,-17.8887,3.5142,4.1762,9.7
1ga8,-1.8696,-0.4261,-1.2942,-6.5409,3.1103,3.2813,1.8
1f2o,-3.3322,0.1951,-2.2436,-5.0781,2.6011,1.1932,1.91
1oko,-2.6015,0.1197,-2.0109,-5.2049,2.7048,1.7898,4.54
5fiv,-5.1970,-0.3640,-2.5404,-8.2882,2.1176,3.8779,7.66
1jmi,-7.6988,-2.9377,-3.1061,-8.3160,5.1695,1.4915,6.06
2ivu,-6.6019,0.8355,-0.0213,-12.4448,3.2389,1.7898,6.43
2fzz,-13.1065,-0.4566,-1.7736,-18.3341,5.3698,2.0881,10.52
1o9d,-10.1163,-5.7508,-5.4412,-10.8530,5.3661,6.5626,5.6
6fiv,-5.7616,-0.4006,-2.7591,-8.6367,2.1568,3.8779,8.08
1cea,-6.5777,-3.3003,-2.1472,-4.7874,1.8673,1.7898,4.96
1caq,-10.9631,1.1363,-1.4287,-16.5043,3.4474,2.3864,7.72
1mj7,-9.0053,-1.3752,-1.5601,-13.3756,3.1294,4.1762,8.35
1ce5,-7.2755,-2.7554,-2.1022,-6.5020,3.1892,0.8949,4.74
1o3k,-8.5202,-2.5745,-2.3337,-9.7074,4.9021,1.1932,6.77
1ofz,-4.8516,-0.8661,-2.7987,-4.3571,1.9772,1.1932,4.62
2fwp,-6.9655,-2.1771,-3.9517,-7.5720,4.9455,1.7898,2.92
1a1c,-8.9705,-3.7777,-3.8373,-9.9767,4.1467,4.4745,6.4
2a31,-4.0474,-2.0240,-1.6850,-5.4477,3.9160,1.1932,1.01
1tvo,-7.3453,-0.0038,-1.4830,-10.1598,3.4065,0.8949,6.85
1zky,-7.9245,-0.1336,-1.2890,-8.4171,0.7220,1.1932,6.25
1oai,1.0812,-0.7862,-1.3608,-10.6558,3.4434,10.4405,5
1fwu,-1.9566,-0.9969,-2.8578,-6.2817,3.1086,5.0711,3.7
1q95,-15.5525,-7.6742,-6.7983,-9.4062,6.5364,1.7898,7.57
1gz9,-4.1586,-0.8438,-3.4395,-8.9175,4.2694,4.7728,3.51
1aj6,-3.6885,-0.1468,-0.9474,-9.5875,3.4136,3.5796,5.92
1w8m,-3.6458,-0.1010,-1.0039,-4.7604,1.3246,0.8949,1.6
2hs2,-9.0138,-0.5095,-1.7790,-14.9377,4.0361,4.1762,8.31
1uxb,-1.2827,-1.6543,-1.6509,-5.2643,2.5140,4.7728,2.15
1h1h,-5.5814,-5.1779,-2.2436,-3.2376,2.9894,2.0881,5.22
2ada,-4.0529,-0.8057,-3.3881,-7.6112,5.9623,1.7898,13
1lrt,-4.6965,-1.8133,-3.8639,-11.2265,7.7328,4.4745,5.64
1g3c,-5.7399,-2.4241,-1.4220,-8.1945,4.2125,2.0881,5.8
1v2q,-6.7631,-2.8367,-2.4909,-8.9118,4.1950,3.2813,4.13
2f5t,-9.6641,-1.0236,-6.3013,-12.6749,6.7560,3.5796,5.17
1rek,-16.2976,-2.2616,-3.7446,-18.6050,4.7341,3.5796,6.7
3tlh,-3.4388,-0.0737,-2.1164,-7.2371,2.1105,3.8779,8.82
1h1p,-4.1670,0.2144,-1.1026,-7.6722,3.2003,1.1932,4.92
1rdt,-12.8399,-1.2675,-0.5676,-12.7112,0.8115,0.8949,6.7
1z4n,-7.1630,-2.3446,-3.2542,-9.4544,5.8020,2.0881,4.52
1o8b,-8.9034,-3.5954,-4.6269,-7.0705,4.5996,1.7898,2.68
1pu7,-3.8133,0.0974,-0.0558,-6.6358,2.7808,0.0000,3.1
1c5z,-5.5841,-0.2774,-2.2341,-6.1173,2.4482,0.5966,4.01
1z9g,-4.7089,0.6008,-1.7496,-7.4712,2.1213,1.7898,5.64
1owh,-8.0623,-1.0737,-2.7610,-9.7646,3.7472,1.7898,7.4
1gpn,-9.2754,-0.9059,-0.5296,-9.8984,2.0585,0.0000,6.48
1z95,-10.0407,-0.2329,-1.0289,-13.2445,2.3776,2.0881,4.3
2fvd,-8.4543,-0.2811,-1.7302,-12.0061,3.7733,1.7898,8.52
1k1i,-8.7952,-0.6215,-3.9095,-11.1550,4.2061,2.6847,6.58
1oyt,-9.9630,-0.4775,-2.1382,-12.6471,3.8083,1.4915,7.24
1y6r,-10.5965,-2.0326,-3.4451,-12.7754,5.8668,1.7898,10.11
1yc1,-7.8370,-1.1438,-1.6841,-10.7913,4.2907,1.4915,6.17
1w4o,-7.0674,-1.0857,-4.3925,-7.7242,4.0469,2.0881,5.22
1lpg,-10.2752,-0.3505,-1.6814,-16.6011,5.0766,3.2813,7.09
1bzc,-9.2060,-1.7501,-3.1879,-12.3630,5.1120,2.9830,4.92
1pxn,-5.2585,-0.0766,-1.2813,-8.2249,3.4294,0.8949,7.15
1z6e,-10.7719,-0.4884,-1.5263,-17.2683,6.1247,2.3864,9.72
1syi,-12.7361,-3.1197,-5.1797,-10.4734,4.8435,1.1932,5.44
2j7h,-6.4020,-0.7409,-3.4577,-6.4486,3.0519,1.1932,7.19
2br1,-4.8514,0.0200,-0.1095,-10.2686,3.1203,2.3864,5.14
1p1n,-8.9090,-2.5938,-3.8525,-8.3574,4.1049,1.7898,6.8
1uto,-3.5870,-0.9656,-0.5543,-4.9807,2.0186,0.8949,2.27
1s38,-9.5169,-2.2154,-3.0886,-7.8038,3.2926,0.2983,5.15
1nc3,-8.6730,-0.8317,-3.6172,-12.0578,6.3421,1.4915,5
1qf1,-7.5588,0.7219,-2.8510,-11.8912,3.1802,3.2813,7.32
1ps3,-6.5323,-0.4747,-3.6910,-8.4559,4.5979,1.4915,2.28
2cbv,-11.1385,-3.8451,-4.9739,-7.4469,3.9342,1.1932,5.48
5tmn,-5.7733,0.3654,-2.8858,-11.9725,4.2452,4.4745,8.04
1r5y,-9.7021,-2.5091,-3.6616,-7.6652,3.5372,0.5966,6.46
2hb1,-6.7219,-1.6498,-2.0424,-7.7105,3.1893,1.4915,3.8
1h22,-11.2102,-1.5615,-1.2618,-15.1661,2.9013,3.8779,9.1
1ydr,-6.1245,-0.5409,-0.1151,-7.9482,1.8831,0.5966,5.52
1q8u,-6.5633,-0.6064,-0.1772,-8.2754,1.8992,0.5966,5.96
1xd0,-13.0506,-4.3230,-7.3029,-19.2529,9.4758,8.3524,7.12
1b05,-12.0887,-5.0343,-5.2360,-13.9085,6.7207,5.3694,7.12
2iuz,-8.2169,-0.0862,-0.6333,-12.4743,4.0820,0.8949,5.55
1usn,-5.5444,-0.2101,-2.3062,-8.2629,3.1466,2.0881,7.74
1odj,-6.8727,-1.4102,-2.7675,-10.5533,6.0686,1.7898,4.1
1szd,-4.8089,-1.0082,-4.1886,-12.4234,8.3368,4.4745,4.54
1d4y,-11.0218,-0.2584,-2.4575,-14.9245,2.7408,3.8779,11.1
1wm1,-10.1026,-2.9828,-3.1230,-8.1033,3.2116,0.8949,6.3
2ans,-4.5426,-0.4339,-0.0180,-7.1605,1.8765,1.1932,5.92
1yda,-3.7553,-0.1835,-1.0044,-5.9093,2.4470,0.8949,6.55
1mfi,-6.5748,-2.8075,0.8833,-7.7555,2.2100,0.8949,5.59
1nw5,-9.7451,-2.3262,-4.4048,-13.6150,7.3197,3.2813,5.21
1o7o,-8.6008,-1.2238,-4.5206,-12.4640,6.3263,3.2813,4.49
1fl3,-7.9520,-0.1838,-0.0128,-11.5350,1.6916,2.0881,6.8
1xk5,-4.5504,-3.3833,-2.0214,-11.0189,6.5038,5.3694,6
1ax0,-4.8633,-0.6953,-2.5988,-6.2850,2.9259,1.7898,3.13
1yei,-9.2928,-1.5709,-2.4924,-12.2334,4.0210,2.9830,7.46
1hmr,-5.3809,-1.3667,-1.3125,-8.0105,0.5360,4.7728,6.55
1uou,-7.1439,-0.4880,-1.9534,-8.7520,3.4530,0.5966,7.7
1bcd,-2.5711,-0.1361,-0.8942,-3.8348,1.6975,0.5966,8.7
1apv,-8.8550,-0.8877,-4.0247,-13.3439,4.6285,4.7728,9
1i9p,-5.5346,-0.1376,-1.3590,-6.9537,1.7224,1.1932,8.41
1fhd,-8.4977,-1.3149,-3.9427,-10.2749,4.9466,2.0881,6.82
1d3p,-9.0993,-0.2716,-0.5697,-14.7486,2.9111,3.5796,7.39
1sln,-10.1618,-1.2256,-2.9656,-13.7792,3.6324,4.1762,6.64
1y3n,-6.7565,-1.9475,-3.7499,-10.4076,6.6638,2.6847,5.55
1ta6,-10.7667,-0.3657,-2.0481,-14.7516,3.4157,2.9830,9.13
1fch,-7.5175,-2.5855,-4.4884,-13.7659,5.8649,7.4575,7.15
1dl7,-4.5488,-0.7408,-0.6495,-8.5147,2.9698,2.3864,6.49
1h4w,-5.5556,-0.2467,-1.9708,-6.4482,2.5135,0.5966,4.66
1a1e,-5.6947,-1.2082,-3.7603,-10.0969,4.0013,5.3694,6
1b5j,-14.1399,-5.5914,-6.3573,-15.3191,7.4602,5.6677,7.43
2c1p,-5.9699,0.0788,-0.5869,-9.7496,2.4980,1.7898,5.4
1jmg,-4.7216,-0.5636,-2.5782,-8.8638,5.1959,2.0881,6.07
2sim,-6.5792,-2.2628,-3.9311,-7.7419,4.6720,2.6847,3.42
1bn1,-5.3737,-0.1609,-0.9006,-7.4727,1.3707,1.7898,9.34
1o3j,-7.2686,-0.3408,-2.7020,-9.3153,4.1946,0.8949,6.77
1tys,-10.4402,-1.6527,-6.3856,-10.1273,5.6372,2.0881,5.49
1hpo,-11.0913,-0.5200,-2.4070,-12.8283,2.5759,2.0881,9.22
2aoe,-11.0306,-1.7255,-5.9704,-19.8308,7.5470,8.9490,7.62
1q54,-5.1468,-1.1981,-3.0532,-8.4699,4.2931,3.2813,5.85
1qb1,-5.4703,-0.5778,-2.4975,-10.9511,5.2748,3.2813,6.77
1jmf,-3.7295,-0.6543,-2.6545,-7.7258,5.2170,2.0881,5.77
2afx,-3.9677,-0.1321,-0.6418,-5.6039,1.8135,0.5966,5.15
1ct8,-8.2787,-1.3828,-2.1997,-13.3035,4.4311,4.1762,6.52
1wcq,-9.7026,-4.5484,-5.0200,-8.7567,5.3412,3.2813,6.26
2gst,-14.6803,-4.0555,-5.4662,-13.9614,4.9249,3.8779,6.07
1oba,-1.7215,-0.4632,-0.0008,-3.0806,0.9282,0.8949,2.44
2bqv,-10.6391,-0.2655,-2.6021,-16.3938,4.1477,4.4745,8.05
1hpv,-8.4409,-0.4079,-1.7532,-14.1104,3.6544,4.1762,9.22
1d9i,-8.1410,-1.2809,-1.5730,-10.7026,3.0291,2.3864,9.11
1sw1,-6.7061,-1.6551,-1.3772,-6.6879,2.7157,0.2983,7.3
1nt1,-13.1014,-0.2177,-1.9052,-14.5554,3.2786,0.2983,8.89
1oyq,-7.1003,-0.3517,-2.2986,-12.6979,4.3700,3.8779,6.96
1c70,-14.0183,-1.1939,-2.2232,-19.0526,4.2752,4.1762,10.3
1b3h,-14.6367,-5.1331,-5.2081,-16.1738,6.5089,5.3694,6.21
1cnx,-3.3325,-0.2709,-1.0907,-7.7235,2.1731,3.5796,7.37
2dw7,-2.8802,0.1884,-3.1920,-5.9508,4.5827,1.4915,4.7
1z1h,-11.1401,-0.3606,-2.4401,-14.5365,3.2141,2.9830,8.4
1k1l,-9.8034,-0.4615,-3.6658,-12.3164,4.2539,2.3864,6.9
1nf8,-10.6006,-2.8588,-3.2043,-9.3197,3.2907,1.4915,7.82
1oif,-9.7147,-3.6408,-3.9248,-6.6224,3.2801,1.1932,7.72
2byr,-10.7900,-1.2479,-0.9893,-15.7135,2.9846,4.1762,8.55
1lzq,-12.3009,-1.9747,-4.3311,-18.1763,5.9170,6.2643,8.39
1gno,-6.2417,-0.0039,-3.5987,-13.1034,4.4983,5.9660,7.7
1c5x,-7.7496,-0.2676,-2.2855,-8.7021,2.9090,0.5966,6.68
1g9r,-12.3083,-1.9037,-6.1439,-19.4374,10.4038,4.7728,5.7
1qka,-15.7959,-6.7501,-6.8239,-17.1010,8.9130,5.9660,5.92
1l6m,-2.1472,-0.8693,-0.2065,-3.5304,1.5642,0.8949,8.1
1sgu,-10.6840,-1.3217,-1.2838,-16.8423,4.5876,4.1762,5.37
1dqn,-8.9617,-1.1150,-5.3982,-10.2901,5.4552,2.3864,8
2bfq,-7.6846,-1.2227,-3.3203,-16.2866,8.6706,4.4745,6.89
1izi,-12.0924,-0.4621,-4.8799,-18.6250,5.6103,6.2643,6.59
2fqw,-8.8286,-1.4717,-3.8539,-10.0659,5.0714,1.4915,6.68
1bv7,-16.3811,-0.3703,-3.7381,-21.7398,5.2908,4.1762,9.3
1w4p,-5.6959,-0.8863,-3.3591,-7.2411,3.7025,2.0881,4.74
2jxr,-10.2556,-0.7503,-3.2020,-15.7073,4.3329,5.0711,7.05
1li2,-4.0845,-0.0634,-0.5440,-4.1728,0.3974,0.2983,4.04
1n8v,-3.2711,-0.0769,-0.1571,-6.3302,-0.2865,3.5796,6.03
1lkk,-7.9224,-3.0485,-4.0686,-12.6123,5.2444,6.5626,6.85
1tuf,-3.2975,-1.3579,-0.8670,-5.8736,2.4145,2.3864,4.05
1o2z,-8.6387,-0.6921,-3.4568,-11.7324,4.8561,2.3864,6.11
1t31,-13.0644,-2.0644,-2.6229,-15.2192,4.1574,2.6847,8.64
1b46,-13.8022,-5.2324,-5.1744,-14.2724,6.4024,4.4745,5.28
