Name,"gauss(o=0,_w=0.3,_c=8)","gauss(o=0.5,_w=0.3,_c=8)","gauss(o=1,_w=0.3,_c=8)","gauss(o=1.5,_w=0.3,_c=8)","gauss(o=2,_w=0.3,_c=8)","gauss(o=2.5,_w=0.3,_c=8)","gauss(o=0,_w=0.5,_c=8)","gauss(o=1,_w=0.5,_c=8)","gauss(o=2,_w=0.5,_c=8)","gauss(o=0,_w=0.7,_c=8)","gauss(o=1,_w=0.7,_c=8)","gauss(o=2,_w=0.7,_c=8)","gauss(o=0,_w=0.9,_c=8)","gauss(o=1,_w=0.9,_c=8)","gauss(o=2,_w=0.9,_c=8)","gauss(o=3,_w=0.9,_c=8)","gauss(o=0,_w=1.5,_c=8)","gauss(o=1,_w=1.5,_c=8)","gauss(o=2,_w=1.5,_c=8)","gauss(o=3,_w=1.5,_c=8)","gauss(o=4,_w=1.5,_c=8)","gauss(o=0,_w=2,_c=8)","gauss(o=1,_w=2,_c=8)","gauss(o=2,_w=2,_c=8)","gauss(o=3,_w=2,_c=8)","gauss(o=4,_w=2,_c=8)","gauss(o=0,_w=3,_c=8)","gauss(o=1,_w=3,_c=8)","gauss(o=2,_w=3,_c=8)","gauss(o=3,_w=3,_c=8)","gauss(o=4,_w=3,_c=8)","repulsion(o=0.4,_c=8)","repulsion(o=0.2,_c=8)","repulsion(o=0,_c=8)","repulsion(o=-0.2,_c=8)","repulsion(o=-0.4,_c=8)","repulsion(o=-0.6,_c=8)","repulsion(o=-0.8,_c=8)","repulsion(o=-1,_c=8)","hydrophobic(g=0.5,_b=1.5,_c=8)","hydrophobic(g=0.5,_b=1,_c=8)","hydrophobic(g=0.5,_b=2,_c=8)","hydrophobic(g=0.5,_b=3,_c=8)","non_hydrophobic(g=0.5,_b=1.5,_c=8)","vdw(i=4,_j=8,_s=0,_^=100,_c=8)","vdw(i=6,_j=12,_s=1,_^=100,_c=8)","non_dir_h_bond(g=-0.7,_b=0,_c=8)","non_dir_h_bond(g=-0.7,_b=0.2,_c=8)","non_dir_h_bond(g=-0.7,_b=0.5,_c=8)","non_dir_h_bond(g=-1,_b=0,_c=8)","non_dir_h_bond(g=-1,_b=0.2,_c=8)","non_dir_h_bond(g=-1,_b=0.5,_c=8)","non_dir_h_bond(g=-1.3,_b=0,_c=8)","non_dir_h_bond(g=-1.3,_b=0.2,_c=8)","non_dir_h_bond(g=-1.3,_b=0.5,_c=8)","non_dir_anti_h_bond_quadratic(o=0,_c=8)","non_dir_anti_h_bond_quadratic(o=0.5,_c=8)","non_dir_anti_h_bond_quadratic(o=1,_c=8)","donor_donor_quadratic(o=0,_c=8)","donor_donor_quadratic(o=0.5,_c=8)","donor_donor_quadratic(o=1,_c=8)","acceptor_acceptor_quadratic(o=0,_c=8)","acceptor_acceptor_quadratic(o=0.5,_c=8)","acceptor_acceptor_quadratic(o=1,_c=8)","non_dir_h_bond_lj(o=-0.7,_^=100,_c=8)","non_dir_h_bond_lj(o=-1,_^=100,_c=8)","non_dir_h_bond_lj(o=-1.3,_^=100,_c=8)","ad4_solvation(d-sigma=3.6,_s/q=0.01097,_c=8)","ad4_solvation(d-sigma=3.6,_s/q=0,_c=8)","electrostatic(i=1,_^=100,_c=8)","electrostatic(i=2,_^=100,_c=8)",num_tors_div,num_tors_div_simple,num_heavy_atoms_div,num_heavy_atoms,num_tors_add,num_tors_sqr,num_tors_sqrt,num_hydrophobic_atoms,ligand_length,num_ligands,affinity
4crc,97.14614,143.00421,193.13370,240.83290,302.50557,343.51061,150.24705,322.37895,497.67934,207.44469,451.44197,692.18087,270.64106,580.60105,886.62054,1151.60293,502.73300,967.80568,1432.67959,1666.69989,1329.58656,742.94090,1282.86093,1769.26793,1927.87240,1579.38969,1250.05787,1769.41495,2145.09326,2217.12587,1939.68494,27.10618,11.68729,4.37844,1.47501,0.38342,0.05273,0.00000,0.00000,26.76300,19.65748,37.52197,66.01233,133.85140,-769.20819,-904.51500,3.81985,4.57859,5.52782,2.79199,3.53235,4.50098,2.14768,2.82588,3.75082,0.02734,0.76005,3.26627,0.02734,0.62846,2.24217,0.70463,2.76873,7.58192,-29.01227,-15.74050,-5.97106,26.43131,-94.08534,0.07349,0.01818,0.00000,0.00000,0.00000,1.95000,9.00000,1.62000,0.13416,0.95000,8.00000,1.00000,8.72
3u8k,50.83811,65.93814,99.60006,139.68125,148.83201,194.37245,78.59855,171.18356,255.20576,106.80370,238.86999,366.59605,139.39095,306.03046,475.54834,627.85113,263.40620,513.05494,770.32758,898.96662,712.07707,392.73254,683.45967,949.27989,1036.59622,847.15140,666.06190,945.46871,1148.69155,1188.57051,1039.82620,16.33930,7.13060,2.43824,0.63361,0.15840,0.01147,0.00000,0.00000,12.98879,10.10267,15.66178,23.36348,77.94200,-410.21686,-481.38755,1.92905,1.94482,2.14677,1.35034,1.45861,1.71742,1.03872,1.16689,1.43118,0.00000,0.00426,0.44280,0.46841,1.40282,2.83723,0.00000,0.00426,0.44280,-12.31931,-7.02405,-2.71495,17.84718,-50.69940,-0.20568,-0.04020,0.00000,0.00000,0.00000,0.80000,3.00000,0.18000,0.07746,0.15000,3.00000,1.00000,8.66
4k18,57.10981,100.62464,139.91601,171.19330,205.37884,272.89594,93.30541,229.43887,353.51617,133.22401,318.97424,505.21434,177.85404,408.81978,659.24009,953.66660,344.21306,696.98706,1100.65357,1371.71284,1154.73212,525.57692,950.16297,1379.09721,1577.80592,1346.15671,932.81816,1358.84333,1694.58344,1798.61414,1611.79893,16.07757,7.15935,2.83705,1.10664,0.40542,0.08512,0.00061,0.00000,54.44134,39.07832,73.52468,116.23405,52.05996,-562.35193,-649.00932,1.19881,1.57996,2.03541,0.91940,1.25183,1.68182,0.70723,1.00147,1.40152,0.00000,0.03534,1.06700,0.00000,0.00000,0.00000,0.00000,0.03534,1.06700,-10.22712,-6.07118,-2.46171,19.83101,-71.10814,0.11989,0.02274,0.00000,0.00000,0.00000,1.45000,4.00000,0.32000,0.08944,0.70000,4.00000,1.00000,8.96
3g2z,23.57614,33.79438,44.24394,71.42239,78.32115,82.81401,38.30907,78.41226,129.72502,52.74264,113.91882,181.89863,68.70707,148.47955,235.96822,346.60998,129.87758,253.95629,398.09187,504.68098,435.85712,195.79993,347.35144,503.56594,582.16735,503.74923,345.10848,500.62931,624.64104,665.39779,599.42769,11.41053,5.98220,2.84756,1.22334,0.51371,0.13936,0.00396,0.00000,12.34573,9.85921,15.13722,19.43819,63.39251,-200.41943,-239.61879,3.86562,5.04178,6.44271,3.04181,4.06124,5.37809,2.33985,3.24899,4.48174,0.00107,0.30891,1.66736,0.00000,0.00002,0.52476,1.98387,6.13616,15.01100,-31.73868,-19.88737,-7.97265,7.66268,-30.00751,-0.62500,-0.11505,0.00000,0.00000,0.00000,0.65000,2.00000,0.08000,0.06325,0.20000,2.00000,1.00000,2.36
2yge,49.91427,86.50186,131.19286,170.89630,201.91174,282.20023,82.31460,217.64316,350.65231,118.27624,303.23357,505.30129,159.85423,390.06412,664.21364,1033.05559,321.99445,681.03957,1131.47931,1469.97451,1256.94446,506.56039,949.28900,1427.79788,1677.92132,1451.80170,936.13543,1389.57552,1761.98443,1895.48737,1715.45584,14.49958,6.34899,2.36882,0.72749,0.16933,0.02951,0.00000,0.00000,23.41901,15.02179,33.10551,55.63732,104.74605,-556.02136,-630.29536,2.52878,3.11916,4.16175,1.84192,2.39918,3.37725,1.41686,1.91934,2.81437,0.16850,1.87844,8.36544,0.00000,0.15489,1.69395,0.16850,1.83719,7.37222,-21.67313,-10.76783,-3.93151,29.56287,-89.17742,0.56850,0.12882,0.00000,0.00000,0.00000,2.00000,5.00000,0.50000,0.10000,0.80000,4.00000,1.00000,5.06
4w9l,71.16044,121.33565,164.76029,209.81509,246.08860,306.16166,118.53903,275.09110,418.33161,167.30713,384.22639,591.72601,221.35034,492.46189,764.03991,1001.09388,420.35109,823.37632,1232.14272,1420.41200,1099.71886,627.27434,1093.09837,1511.20376,1633.83954,1316.71815,1060.46070,1502.10978,1817.81556,1870.74786,1625.98791,24.78432,12.23017,5.59419,2.40714,0.93710,0.26152,0.03497,0.00000,56.54184,44.12919,72.47243,108.29402,96.00719,-637.04378,-767.14600,5.07208,5.27828,5.70942,4.08619,4.40516,4.92469,3.14322,3.52412,4.10391,0.02930,0.51532,2.10811,0.52289,1.51811,3.86935,2.16174,5.90549,12.16053,-21.79365,-21.51656,-9.43032,19.77684,-80.46232,0.42383,0.09081,0.00000,0.00000,0.00000,2.05000,10.00000,2.00000,0.14142,0.85000,8.00000,1.00000,5.02
2cet,74.42363,89.38120,94.96856,176.30050,197.90234,242.22185,113.14827,182.39781,340.01611,148.96600,272.96166,472.28739,187.16317,363.71595,601.42727,824.13091,336.59495,637.63315,981.80834,1204.09415,1009.00165,499.79317,866.48253,1229.56303,1389.93301,1178.67401,860.20812,1230.08300,1514.27928,1593.19606,1419.30925,32.57626,16.76049,7.98262,3.40900,1.12079,0.22167,0.02540,0.00000,21.89482,16.21551,32.62174,59.52175,119.21487,-509.79648,-607.67130,10.95506,11.46508,13.40249,8.11820,8.97353,11.02176,6.24477,7.17882,9.18480,0.00000,0.00000,0.00000,1.70480,6.50029,15.42318,2.42147,7.39499,17.16082,-60.94113,-39.68584,-15.70483,33.82416,-65.99789,1.26968,0.33648,0.00000,0.00000,0.00000,1.10000,4.00000,0.32000,0.08944,0.40000,6.00000,1.00000,8.02
2ymd,48.05818,74.07566,100.11046,130.01399,149.82339,157.17590,78.05838,168.23104,245.32740,108.53903,235.63475,341.26049,141.96780,301.24290,436.29071,534.13039,262.04634,490.50624,696.98764,779.55287,607.88018,380.58986,639.48258,855.72677,907.59666,729.39723,621.74040,865.50392,1032.65800,1052.07692,909.20078,18.26555,8.95759,3.83889,1.52088,0.49831,0.07883,0.00000,0.00000,28.28525,19.84159,39.38134,64.30968,62.85588,-381.53666,-462.80538,4.82670,4.86521,5.15603,3.52546,3.77122,4.22267,2.71189,3.01698,3.51889,0.00000,0.03072,0.45600,1.33788,4.11353,8.96374,0.55756,1.57079,3.44608,-27.15098,-17.49178,-6.96378,9.90873,-42.65193,0.19081,0.04747,0.00000,0.00000,0.00000,0.65000,2.00000,0.08000,0.06325,0.30000,2.00000,1.00000,3.16
3f3a,53.55488,79.16832,86.46227,129.34415,148.37614,179.90880,88.48775,154.67559,251.72883,121.12880,224.07275,354.06597,154.20854,292.84872,457.43955,640.52187,272.84348,502.92818,758.77221,923.36555,764.22622,398.65732,679.36500,951.00842,1064.96281,895.43961,674.98887,957.27604,1169.78061,1222.89760,1083.34762,26.41574,13.48719,5.98619,2.19653,0.62276,0.12941,0.00444,0.00000,43.76067,34.45820,55.34940,78.13313,86.63618,-407.47895,-482.46455,5.14631,5.62944,6.53236,3.89665,4.46727,5.42204,2.99742,3.57382,4.51837,0.01224,0.78814,4.15379,0.45867,1.53541,3.96612,0.01224,0.77331,4.04554,-31.64023,-20.18505,-8.08922,26.27076,-51.32066,0.95006,0.19587,0.00000,0.00000,0.00000,0.75000,3.00000,0.18000,0.07746,0.35000,3.00000,1.00000,4.19
4lzs,35.11292,46.78324,66.93935,85.60516,110.93257,120.64157,52.53503,111.98210,178.17926,70.65079,157.90556,250.25788,91.75355,204.09617,325.53465,476.44612,173.99050,347.96479,546.81734,684.14198,575.58970,263.95852,474.23823,686.82729,785.91872,669.60718,466.46071,678.11792,844.46291,895.24946,801.17235,7.37551,2.85809,0.96688,0.35839,0.10037,0.00236,0.00000,0.00000,31.78302,23.30037,42.97820,65.58434,30.36473,-285.83511,-326.71811,2.01384,2.23298,2.42474,1.40968,1.67474,1.93979,1.08437,1.33979,1.61649,0.00000,0.00000,0.29663,0.00000,0.00000,0.13798,0.00000,0.00000,0.15866,-12.11448,-6.47412,-2.43844,6.01972,-38.62178,0.16555,0.03276,0.00000,0.00000,0.00000,0.75000,3.00000,0.18000,0.07746,0.30000,2.00000,1.00000,4.8
3ozs,89.00491,137.52700,206.45447,261.70091,309.68420,365.05427,142.04451,344.95029,516.35524,201.99699,477.12275,723.19708,269.47700,608.68372,925.56590,1143.06463,516.16578,1003.95470,1468.87737,1657.21303,1295.47545,765.59256,1318.92003,1797.20281,1924.78056,1556.57189,1277.46926,1798.34717,2165.52273,2222.59680,1932.60626,33.07543,15.73799,6.61505,2.39233,0.74386,0.21811,0.03323,0.00000,19.36653,14.08247,27.53716,46.36584,177.39523,-758.21006,-922.20227,7.00034,7.82603,9.15674,5.34194,6.23761,7.61986,4.10918,4.99009,6.34988,0.07812,0.60833,1.91483,0.91568,3.30523,8.15161,2.71182,8.96722,20.68315,-39.98251,-27.85531,-11.05105,59.25195,-101.08605,1.34178,0.30861,0.00000,0.00000,0.00000,1.65000,7.00000,0.98000,0.11832,0.40000,8.00000,1.00000,5.33
2xys,51.68019,81.07617,113.83275,136.05981,179.12128,232.30292,83.37546,186.92865,300.90398,116.97720,259.91627,426.56590,153.77272,335.42273,557.15527,846.14648,291.05214,584.63271,943.82360,1206.66615,1021.60400,445.04411,808.03451,1189.77644,1379.97238,1183.92507,799.19241,1169.83775,1467.15013,1565.11557,1407.40747,16.13475,7.03492,2.46478,0.62821,0.09624,0.00861,0.00000,0.00000,55.43646,36.31747,73.36604,111.35981,42.58681,-489.29418,-552.67796,0.98971,0.99200,1.07512,0.69280,0.74400,0.86009,0.53292,0.59520,0.71674,0.00000,0.00000,0.00000,0.00000,0.00000,0.13358,0.00000,0.00948,0.72374,-7.00605,-3.88862,-1.48201,7.31250,-65.36563,-0.23651,-0.03448,0.00000,0.00000,0.00000,1.25000,0.00000,0.00000,0.00000,0.65000,0.00000,1.00000,7.42
1c5z,36.61924,64.37943,71.69153,85.22864,99.71483,102.47107,60.22505,120.02818,162.80647,83.95740,169.30082,226.00587,108.54228,215.76255,290.29585,364.11439,191.56430,344.49986,474.25834,531.43605,417.59728,271.59955,445.85492,587.05560,620.10041,499.05472,435.14597,600.53520,711.82488,722.14867,622.60411,11.53981,5.77333,2.93350,1.42304,0.57335,0.18177,0.04538,0.00017,5.28937,3.50107,8.23621,15.85808,52.16852,-265.07936,-327.62467,4.58183,5.11631,5.78919,3.51213,4.09128,4.83459,2.71166,3.28171,4.03607,0.00000,0.15687,0.98600,1.02623,2.44613,5.03828,0.00000,0.00000,0.00000,-18.80268,-17.68887,-7.79987,15.29971,-31.47058,0.70261,0.17594,0.00000,0.00000,0.00000,0.45000,1.00000,0.02000,0.04472,0.30000,1.00000,1.00000,4.01
3nw9,105.04462,150.61892,211.84185,287.30877,341.57789,405.72157,170.11780,357.01579,573.77459,236.21184,504.12976,799.70809,308.21565,652.25612,1021.01998,1297.49162,573.95890,1099.34170,1628.90242,1868.52373,1461.67150,848.90085,1457.60276,1999.94221,2158.96376,1748.51078,1421.38960,2001.67909,2414.64014,2482.82323,2160.53867,45.46731,22.71976,10.02095,3.77876,1.26361,0.41537,0.08056,0.00167,41.88225,32.13166,54.09405,86.12797,215.31854,-845.91786,-1027.39550,9.47957,10.87631,12.65418,7.43049,8.81956,10.65321,5.74718,7.08288,8.90037,0.16763,0.90272,3.39461,1.07788,3.78010,9.00905,3.61993,11.21859,25.93470,-44.27487,-39.29866,-16.60815,55.93236,-110.23222,1.14191,0.30602,0.00000,0.00000,0.00000,1.90000,6.00000,0.72000,0.10954,0.65000,6.00000,1.00000,9
