Name,"gauss(o=0,_w=0.3,_c=8)","gauss(o=0.5,_w=0.3,_c=8)","gauss(o=1,_w=0.3,_c=8)","gauss(o=1.5,_w=0.3,_c=8)","gauss(o=2,_w=0.3,_c=8)","gauss(o=2.5,_w=0.3,_c=8)","gauss(o=0,_w=0.5,_c=8)","gauss(o=1,_w=0.5,_c=8)","gauss(o=2,_w=0.5,_c=8)","gauss(o=0,_w=0.7,_c=8)","gauss(o=1,_w=0.7,_c=8)","gauss(o=2,_w=0.7,_c=8)","gauss(o=0,_w=0.9,_c=8)","gauss(o=1,_w=0.9,_c=8)","gauss(o=2,_w=0.9,_c=8)","gauss(o=3,_w=0.9,_c=8)","gauss(o=0,_w=1.5,_c=8)","gauss(o=1,_w=1.5,_c=8)","gauss(o=2,_w=1.5,_c=8)","gauss(o=3,_w=1.5,_c=8)","gauss(o=4,_w=1.5,_c=8)","gauss(o=0,_w=2,_c=8)","gauss(o=1,_w=2,_c=8)","gauss(o=2,_w=2,_c=8)","gauss(o=3,_w=2,_c=8)","gauss(o=4,_w=2,_c=8)","gauss(o=0,_w=3,_c=8)","gauss(o=1,_w=3,_c=8)","gauss(o=2,_w=3,_c=8)","gauss(o=3,_w=3,_c=8)","gauss(o=4,_w=3,_c=8)","repulsion(o=0.4,_c=8)","repulsion(o=0.2,_c=8)","repulsion(o=0,_c=8)","repulsion(o=-0.2,_c=8)","repulsion(o=-0.4,_c=8)","repulsion(o=-0.6,_c=8)","repulsion(o=-0.8,_c=8)","repulsion(o=-1,_c=8)","hydrophobic(g=0.5,_b=1.5,_c=8)","hydrophobic(g=0.5,_b=1,_c=8)","hydrophobic(g=0.5,_b=2,_c=8)","hydrophobic(g=0.5,_b=3,_c=8)","non_hydrophobic(g=0.5,_b=1.5,_c=8)","vdw(i=4,_j=8,_s=0,_^=100,_c=8)","vdw(i=6,_j=12,_s=1,_^=100,_c=8)","non_dir_h_bond(g=-0.7,_b=0,_c=8)","non_dir_h_bond(g=-0.7,_b=0.2,_c=8)","non_dir_h_bond(g=-0.7,_b=0.5,_c=8)","non_dir_h_bond(g=-1,_b=0,_c=8)","non_dir_h_bond(g=-1,_b=0.2,_c=8)","non_dir_h_bond(g=-1,_b=0.5,_c=8)","non_dir_h_bond(g=-1.3,_b=0,_c=8)","non_dir_h_bond(g=-1.3,_b=0.2,_c=8)","non_dir_h_bond(g=-1.3,_b=0.5,_c=8)","non_dir_anti_h_bond_quadratic(o=0,_c=8)","non_dir_anti_h_bond_quadratic(o=0.5,_c=8)","non_dir_anti_h_bond_quadratic(o=1,_c=8)","donor_donor_quadratic(o=0,_c=8)","donor_donor_quadratic(o=0.5,_c=8)","donor_donor_quadratic(o=1,_c=8)","acceptor_acceptor_quadratic(o=0,_c=8)","acceptor_acceptor_quadratic(o=0.5,_c=8)","acceptor_acceptor_quadratic(o=1,_c=8)","non_dir_h_bond_lj(o=-0.7,_^=100,_c=8)","non_dir_h_bond_lj(o=-1,_^=100,_c=8)","non_dir_h_bond_lj(o=-1.3,_^=100,_c=8)","ad4_solvation(d-sigma=3.6,_s/q=0.01097,_c=8)","ad4_solvation(d-sigma=3.6,_s/q=0,_c=8)","electrostatic(i=1,_^=100,_c=8)","electrostatic(i=2,_^=100,_c=8)",num_tors_div,num_tors_div_simple,num_heavy_atoms_div,num_heavy_atoms,num_tors_add,num_tors_sqr,num_tors_sqrt,num_hydrophobic_atoms,ligand_length,num_ligands,affinity
4lps,78.36423,85.73224,113.41664,145.84573,177.83512,187.47094,116.51710,189.69784,288.74082,153.78974,270.15392,399.75091,193.15488,350.94115,511.24311,651.57404,332.20964,585.75606,829.22719,951.24191,763.03668,471.78654,771.27019,1030.06510,1107.93943,907.50901,762.99216,1055.25108,1258.82617,1288.39749,1121.90772,32.62531,16.22042,7.31528,2.88091,0.91439,0.16640,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,199.09836,-459.84454,-560.91835,12.47566,14.78063,17.92108,9.14044,11.42504,14.60852,7.03111,9.14003,12.17376,0.00000,0.36540,2.48500,0.00000,0.14282,1.16692,0.78343,3.31367,10.05114,-89.01407,-48.76552,-18.43662,62.92429,-66.37140,2.28335,0.46437,0.00000,0.00000,0.00000,1.40000,6.00000,0.72000,0.10954,0.00000,10.00000,1.00000,5.74
3iph,64.21599,108.73249,142.80836,193.17428,214.07732,261.47013,104.10889,242.47826,367.05820,147.01158,341.54248,519.67302,194.54052,437.96699,673.68040,930.67051,370.18519,731.22093,1111.85745,1335.50464,1086.31696,555.11132,979.81620,1382.23906,1537.84974,1278.72509,956.20615,1371.37348,1683.05036,1758.55148,1552.47028,16.49334,7.08687,2.77564,0.97398,0.28737,0.02015,0.00000,0.00000,71.27276,53.07412,93.81631,140.31827,49.15725,-586.13227,-682.18725,2.81021,2.85239,3.05848,1.96715,2.13929,2.44678,1.51319,1.71143,2.03898,0.03219,0.53573,2.19337,0.00000,0.00000,0.14618,0.03219,0.53573,2.04719,-16.62546,-9.48781,-3.66364,17.11363,-72.84870,0.18597,0.04518,0.00000,0.00000,0.00000,1.30000,6.00000,0.72000,0.10954,0.75000,8.00000,1.00000,7.6
4mjp,32.76225,55.04200,88.48812,114.31719,136.40431,166.05260,54.21536,144.95549,229.42639,78.34976,201.39120,321.02319,106.29878,258.05241,411.87608,548.51114,212.49132,433.25711,665.72126,787.60842,628.52053,324.32590,580.12337,820.42795,905.77992,744.48641,562.80040,808.65667,991.76849,1033.28288,908.21520,11.63640,5.63880,2.52758,0.96425,0.28808,0.05243,0.00000,0.00000,40.14376,26.68921,54.16120,83.36199,19.41759,-338.43985,-400.80138,3.43673,3.56190,3.76493,2.51872,2.76560,3.08728,1.93748,2.21248,2.57274,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-18.93938,-11.83217,-4.71143,6.68985,-45.58752,0.21434,0.04389,0.00000,0.00000,0.00000,1.05000,3.00000,0.18000,0.07746,0.90000,4.00000,1.00000,3.88
4jfk,83.11131,127.72107,168.16341,214.76594,256.88959,309.83721,135.38153,284.89820,428.08340,188.65387,397.59106,599.92905,245.89227,509.96501,767.83302,955.25611,450.62415,846.28995,1224.07234,1378.55559,1064.82020,657.63760,1111.83714,1500.29117,1597.13212,1280.03190,1082.43383,1511.15325,1807.42662,1844.00864,1593.74095,33.00860,15.85030,6.46019,2.21054,0.65155,0.13227,0.01118,0.00000,56.68877,46.21333,70.36141,104.50932,117.62012,-665.19445,-796.88289,1.34349,2.03190,2.77393,0.94044,1.52393,2.21914,0.72342,1.21914,1.84928,0.10327,0.98335,3.98741,0.00000,0.00000,0.00332,0.13715,1.89510,7.39094,-13.48930,-6.19973,-2.16600,16.76863,-83.27397,0.02879,0.00397,0.00000,0.00000,0.00000,1.85000,8.00000,1.28000,0.12649,0.50000,10.00000,1.00000,6.44
3wz7,62.98299,109.53796,148.25548,198.88199,241.43391,284.40664,105.55551,251.61471,401.78570,149.99606,354.11575,564.50592,199.40974,456.18326,729.75372,1026.31360,385.77671,774.31600,1206.65041,1483.92799,1238.65239,586.05944,1049.25556,1507.66058,1709.16509,1447.32228,1029.09935,1490.08973,1847.83130,1951.16087,1740.28665,21.82859,10.38556,4.38371,1.61506,0.51186,0.14789,0.02327,0.00000,70.04274,50.22632,92.88934,143.77467,86.58967,-620.38443,-724.19145,4.85951,5.72741,6.73365,3.70783,4.55070,5.59103,2.85218,3.64056,4.65920,0.00000,0.05722,0.82113,0.70117,2.80318,6.67917,0.00000,0.05722,0.82113,-28.56413,-19.56745,-8.01058,25.88576,-80.97292,-0.13107,-0.01905,0.00000,0.00000,0.00000,1.75000,8.00000,1.28000,0.12649,0.95000,10.00000,1.00000,5.74
2iuz,110.17000,122.29172,142.24492,139.78831,167.33908,186.81946,165.53590,230.83679,273.66117,215.03402,318.85727,388.07265,263.35607,406.21501,511.85959,744.18337,413.96618,661.92136,898.69680,1091.40872,937.59195,560.67051,874.19358,1154.32194,1276.30874,1088.15314,885.10816,1213.42101,1448.45350,1495.76180,1321.01919,36.47554,16.04593,5.60776,1.34797,0.15002,0.00608,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,118.47690,-578.35022,-668.23690,1.08194,1.28596,1.83308,0.75736,0.96447,1.46647,0.58258,0.77157,1.22206,0.00000,0.10154,0.67019,0.00000,0.00000,0.00000,0.05790,0.65005,2.20931,-10.80760,-4.63994,-1.57154,42.64247,-61.97796,0.09302,0.01278,0.00000,0.00000,0.00000,1.40000,3.00000,0.18000,0.07746,0.00000,4.00000,1.00000,5.55
4g0q,49.48306,58.07456,68.22561,85.09199,100.81982,109.52359,74.78639,115.61931,166.84860,99.37025,164.28424,233.02979,124.20493,212.69561,301.92937,421.00439,207.80543,356.20707,510.13384,620.54957,531.71197,292.36195,475.71551,647.66298,723.91194,619.02476,478.26441,667.24452,807.64268,842.20625,748.65910,23.02538,11.78640,5.46167,2.28400,0.86020,0.25657,0.02955,0.00000,5.70749,5.41497,5.80499,5.88299,83.70464,-285.03186,-349.44917,6.79536,7.06306,8.12473,5.31813,5.76511,6.87403,4.09087,4.61209,5.72836,0.00000,0.47688,2.53713,0.00000,0.00000,0.00000,0.90461,2.58260,6.41495,-34.54160,-27.54416,-11.56998,27.33517,-43.94611,0.69992,0.16092,0.00000,0.00000,0.00000,1.05000,4.00000,0.32000,0.08944,0.05000,6.00000,1.00000,2.52
3p9m,120.77423,163.90392,234.91720,308.89209,373.51409,440.36979,185.76399,392.70262,620.33823,254.55477,551.90768,876.11157,331.77105,712.66691,1139.43230,1669.90092,622.39440,1221.23703,1917.19471,2415.52920,2057.73672,938.25292,1669.41560,2417.05824,2779.81962,2386.42470,1652.71923,2397.20771,2986.11634,3172.18081,2847.66564,43.17659,20.60333,8.74080,3.52792,1.26433,0.29263,0.01440,0.00000,94.46181,70.82216,120.11532,179.98453,153.33728,-988.14651,-1154.22782,13.27385,14.61719,16.34433,9.91782,11.48466,13.49288,7.62909,9.18773,11.24406,0.00385,0.43308,2.04634,1.22632,5.09877,13.61322,2.74268,7.83370,16.27108,-78.07388,-49.90494,-19.63084,46.54419,-143.45655,1.22350,0.28173,0.00000,0.00000,0.00000,3.20000,31.00000,19.22000,0.24900,1.20000,18.00000,1.00000,5
2wzs,39.31813,49.81168,68.03034,102.76464,123.81586,159.81412,62.34647,118.68985,209.16998,84.03141,170.34713,294.92965,107.93726,223.72156,378.84202,519.68596,201.08092,393.05601,615.47495,750.91642,621.71509,303.45670,535.58272,766.16198,864.95200,730.07003,528.77296,760.47768,939.07451,988.98840,880.81343,18.15640,9.17393,3.93805,1.51664,0.48236,0.08927,0.00457,0.00000,0.00000,0.00000,0.00000,0.00000,100.03030,-310.80180,-368.41590,6.17005,7.34323,9.06198,4.48666,5.64711,7.36133,3.45127,4.51769,6.13444,0.00000,0.00000,0.00964,0.57365,2.13475,4.83296,2.08950,7.73046,19.22019,-42.26749,-23.19991,-8.54131,32.13542,-46.41248,1.66860,0.38555,0.00000,0.00000,0.00000,0.70000,1.00000,0.02000,0.04472,0.00000,1.00000,1.00000,3.85
4jyb,82.95709,108.52676,142.40333,177.17010,204.96392,230.61613,129.63256,236.79686,340.04511,175.06588,332.66081,476.08571,223.19699,427.27245,611.22439,763.64431,391.47624,702.00237,987.21213,1116.50152,888.11103,558.13077,918.10934,1221.21700,1303.16800,1060.87171,901.80138,1248.00025,1486.48720,1517.37217,1317.52975,31.69024,15.27100,6.49595,2.33450,0.68890,0.12101,0.00028,0.00000,0.00000,0.00000,0.00000,0.00000,212.40596,-550.24683,-666.09830,13.15324,15.45138,18.78286,9.46025,11.79935,15.19494,7.27711,9.43948,12.66245,0.00000,0.32922,2.61711,0.14887,0.78470,2.31124,0.89521,3.62931,10.60234,-94.44474,-49.04033,-18.19990,70.65246,-77.73723,1.49692,0.31624,0.00000,0.00000,0.00000,1.60000,8.00000,1.28000,0.12649,0.00000,14.00000,1.00000,6.96
2zxg,57.52804,90.65154,146.19414,189.28408,235.78740,253.17866,93.50577,239.92897,380.03670,133.92243,334.15640,530.23300,180.51136,428.80185,683.48163,942.83805,357.39604,723.02934,1121.88968,1364.61934,1129.23149,544.93369,975.92334,1396.49494,1572.71021,1323.48401,954.49162,1379.40471,1706.09134,1796.03647,1596.94604,22.62894,10.95052,4.58502,1.69343,0.55546,0.10766,0.00021,0.00000,41.49132,29.03161,57.31799,93.16092,89.95641,-571.46952,-673.61327,5.58751,5.90140,6.36003,4.14288,4.61907,5.24244,3.18683,3.69526,4.36870,0.33189,3.62561,11.84045,0.01524,0.38868,1.33915,1.43992,6.35694,16.73090,-32.58287,-20.58800,-8.09294,40.97049,-76.43278,1.30509,0.33465,0.00000,0.00000,0.00000,1.45000,10.00000,2.00000,0.14142,0.80000,8.00000,1.00000,8.82
4owv,22.48021,42.41970,64.19446,69.19805,80.39880,98.83933,38.90450,101.96641,135.67892,56.55024,138.13579,192.12579,76.18370,173.48404,247.94306,310.41612,144.92294,278.74351,399.95583,451.96965,355.86805,212.62541,363.63609,491.75135,525.82310,425.72223,351.75293,494.05434,593.61884,608.24366,528.21622,6.47363,2.85933,1.08390,0.29414,0.02719,0.00000,0.00000,0.00000,29.42243,23.58789,34.34526,42.92389,16.88721,-217.20179,-259.03942,0.54705,0.64771,0.89141,0.38293,0.48578,0.71313,0.29457,0.38862,0.59427,0.20016,1.03372,2.85011,0.20016,1.03372,2.85011,0.00000,0.00000,0.00000,-4.82743,-2.06254,-0.69994,15.40561,-25.19523,0.25080,0.04382,0.00000,0.00000,0.00000,0.50000,1.00000,0.02000,0.04472,0.25000,1.00000,1.00000,4.35
4m13,87.68326,130.56390,197.18347,211.77265,268.74610,297.81981,138.68351,313.55893,438.16257,194.45765,428.36179,608.91761,255.89558,543.06136,780.29834,978.94119,470.88196,882.01074,1259.79802,1432.83965,1138.14514,683.72044,1153.66945,1555.08219,1667.81902,1356.58050,1123.65039,1571.57225,1885.07902,1931.71024,1679.38834,28.03650,12.57902,4.83556,1.51959,0.39476,0.03749,0.00000,0.00000,61.24158,48.08028,76.24635,109.79290,98.58592,-696.73204,-830.93565,5.73461,6.04973,6.94230,4.09421,4.60394,5.60716,3.14939,3.68316,4.67263,0.00000,0.81279,4.87001,0.60837,1.97244,5.57738,0.00000,0.51938,2.95332,-36.08157,-20.16313,-7.72445,25.99364,-83.01190,0.46225,0.10957,0.00000,0.00000,0.00000,1.30000,6.00000,0.72000,0.10954,0.50000,8.00000,1.00000,6.7
1usn,52.56128,83.57125,104.85238,121.49325,133.93247,167.08183,84.76996,172.91606,230.11741,117.69538,239.00930,327.28660,152.34255,303.10768,427.47535,607.55405,270.46026,496.20678,726.99838,892.49397,766.07889,390.49906,662.33505,920.86567,1038.33117,890.15112,656.55521,932.72178,1142.81112,1200.66509,1071.72705,15.89610,7.01375,2.56870,0.81722,0.26067,0.08394,0.00805,0.00000,22.10524,15.65109,27.83103,39.40214,90.76632,-404.77547,-473.85220,2.64781,2.94829,3.21122,2.04319,2.36932,2.69546,1.57168,1.89546,2.24622,0.37806,2.45765,8.44238,0.00000,0.02883,0.44863,0.37806,2.42882,7.99375,-14.28224,-9.95857,-4.12483,22.62960,-48.02086,0.29783,0.06176,0.00000,0.00000,0.00000,1.35000,5.00000,0.50000,0.10000,0.35000,4.00000,1.00000,7.74
