name,cyscore,cyscore_hydrophobic,cyscore_Vdw,cyscore_HBond,cyscore_Ent,affinity
1d09,-2.5100,125.512,24.280,20.536,6,7.57
4j74,-3.1443,213.000,21.474,-0.000,2,4.59
3q6z,-3.8839,150.000,42.722,0.000,6,3.72
3ozj,-1.7888,53.841,21.961,-0.000,4,5.11
3ml5,-2.5958,92.220,27.268,-0.000,1,8.52
3a2o,-7.1045,408.000,58.517,5.429,6,9.08
4a6l,-5.6540,300.293,48.488,4.964,4,8
3jyr,-5.1697,212.732,53.880,0.571,6,5.54
4u5o,-2.1064,113.744,21.090,4.464,6,2.42
2pqz,-5.8198,318.098,50.348,11.250,6,5.67
1yda,-2.1569,67.695,23.823,-0.000,1,6.55
1mfi,-3.1351,197.793,22.468,1.750,1,5.59
2qtt,-3.3642,154.610,31.162,10.786,2,4.32
2ha2,-2.4023,140.110,22.426,-0.000,6,4.66
4b34,-2.0985,120.488,16.086,0.179,0,3.14
1nw5,-4.3198,229.951,39.191,8.607,6,5.21
2exm,-2.0596,120.244,17.359,0.679,3,4.11
4k4j,-5.5512,385.500,34.468,4.214,0,6.12
3p58,-3.2503,187.207,26.075,-0.000,2,7.6
1ec3,-7.5064,409.561,64.378,-0.000,6,9.04
4ayu,-1.3680,72.756,11.788,-0.000,1,4.73
3r16,-2.8793,146.939,26.651,1.250,4,7.3
4k5p,-2.6948,121.988,25.370,10.000,2,3.46
3nb5,-3.0515,179.878,26.490,0.214,6,7.74
3cft,-0.9587,39.049,10.400,1.786,2,4.19
1o7o,-3.8291,179.720,38.287,2.714,6,4.49
1fl3,-4.4915,269.451,37.333,-0.000,6,6.8
1xk5,-2.0728,31.451,30.381,4.500,6,6
3sym,-3.0570,124.854,31.223,1.714,3,4.57
5cp9,-1.4280,88.244,11.806,5.643,3,3.51
4x6m,-5.7104,265.293,55.490,0.071,6,8.24
3ta1,-5.3459,297.207,46.088,8.107,6,3.25
3ipu,-5.8796,325.098,50.814,0.536,6,7.32
5boj,-3.2207,229.280,23.559,3.214,6,7
4ye3,-4.5861,198.366,47.152,-0.000,6,8.37
2qwb,-1.8163,82.293,19.183,9.964,4,2.74
4ge1,-2.5177,178.171,16.301,5.714,2,6.43
3lzs,-5.8362,345.866,47.665,1.893,6,10.96
3rdq,-3.0192,199.110,23.746,-0.000,6,9.31
2pwr,-6.9212,329.841,64.906,11.393,6,6.59
4xe1,-3.0759,151.866,27.138,-0.000,1,7.11
3bbf,-2.1711,50.256,29.358,9.714,6,5.28
1ax0,-2.2310,119.854,19.309,-0.000,2,3.13
4z1k,-3.3670,168.744,29.961,-0.000,2,8.33
1yei,-4.1968,231.098,37.620,-0.000,6,7.46
1g7q,-4.9185,208.854,50.404,7.857,6,6.06
3upv,-3.4375,159.061,34.700,11.750,6,5.3
1hmr,-3.8571,292.500,25.257,3.536,6,6.55
4og4,-3.7668,185.805,36.771,0.000,6,6.02
4kwg,-2.0070,137.646,12.729,-0.000,0,6
4djw,-3.2696,160.695,29.457,16.214,3,6.28
4q08,-4.1017,221.244,37.393,0.536,6,6.3
1uou,-3.0125,177.463,23.535,6.214,2,7.7
4nbn,-4.8420,258.439,43.113,-0.000,6,4.36
2p16,-5.9012,286.451,55.129,0.143,6,10.1
4l4v,-3.7610,181.085,35.899,3.250,4,5.78
1bcd,-2.1059,112.720,17.733,-0.000,1,8.7
3iss,-4.5653,204.183,45.706,11.143,6,6.05
3ckb,-2.4064,81.024,29.507,-0.000,6,2.98
1apv,-4.3125,184.110,44.880,-0.000,6,9
1i9p,-2.4485,120.268,23.629,-0.000,4,8.41
4qew,-3.3884,172.098,32.914,-0.000,6,7.07
2pyy,-1.7804,130.293,12.320,10.679,4,4.6
1fhd,-3.4195,180.256,30.370,4.964,4,6.82
1d3p,-5.3618,255.293,51.629,-0.000,6,7.39
4en4,-1.5320,94.963,13.352,-0.000,4,5.52
3rlq,-3.0658,142.976,29.696,4.429,4,7.4
1qk3,-1.8935,22.756,28.320,1.750,6,5.15
1sln,-4.2008,178.756,43.691,5.107,6,6.64
4ual,-3.6832,181.354,34.258,0.107,4,8.4
4q3t,-0.9683,61.488,10.413,14.143,6,6.48
3sio,-5.0510,234.061,49.645,0.071,6,8
4jv6,-4.0625,268.415,28.804,-0.000,3,6.66
4d3h,-3.8858,104.549,45.110,-0.000,2,6.43
1y3n,-2.3092,69.707,28.158,1.679,4,5.55
4bc5,-1.5337,68.695,16.426,1.786,4,4.6
1oth,-3.5945,197.659,32.446,10.357,6,7
4zvi,-2.8705,139.780,27.716,7.821,4,6.33
1f4f,-1.9993,33.061,29.306,-0.000,6,4.62
4xiq,-3.5866,142.902,35.606,-0.000,1,7.07
2flr,-4.2322,164.061,44.149,3.071,4,6.1
3pce,-1.6940,104.890,13.301,-0.000,2,2
1ta6,-5.6994,302.061,50.962,0.036,6,9.13
4ipj,-0.5485,-0.915,9.697,4.607,3,4.87
1fch,-4.1588,176.573,43.407,3.536,6,7.15
1dl7,-2.9026,163.805,26.862,-0.000,6,6.49
1zoe,-2.8115,162.634,22.028,-0.000,1,7.4
4mnp,-2.2218,80.500,25.416,6.393,4,7.34
1h4w,-2.4320,122.159,20.314,10.214,0,4.66
4ozj,-4.1104,230.622,36.352,1.786,6,5.4
4der,-2.1414,159.049,12.742,-0.000,1,6.31
2uy3,-2.6121,170.793,17.409,3.714,0,3.22
1a1e,-3.9454,217.561,35.336,6.143,6,6
1b5j,-4.7001,231.049,44.286,15.607,6,7.43
2c1p,-3.5264,149.012,37.051,-0.000,6,5.4
1jmg,-2.7554,173.024,22.867,3.857,6,6.07
4ww6,-3.2187,167.768,30.362,-0.000,6,10.21
4tim,-1.5946,95.939,15.283,1.964,6,2.16
2nta,-3.8933,186.622,34.730,3.036,1,4.8
3t09,-1.8988,73.561,19.386,-0.000,1,3.8
4cwn,-3.5880,171.293,35.096,4.929,6,5.59
4q4p,-3.3794,152.988,32.965,6.500,4,6.39
4kfq,-2.4063,115.232,21.086,2.321,0,8.23
3ozg,-2.8705,114.695,31.928,7.464,6,9.19
3d50,-2.6566,143.512,25.488,5.393,6,4.77
4a4v,-4.0543,273.134,30.559,-0.000,6,6.54
2sim,-2.2094,85.439,23.859,10.929,4,3.42
1bn1,-3.4015,210.402,27.335,-0.000,4,9.34
2ygf,-4.3024,208.951,41.784,-0.000,6,5.09
3hit,-5.5156,275.061,51.159,8.607,6,8.19
2xyf,-7.2643,430.134,58.423,-0.000,6,8.44
4ufk,-2.2141,130.146,17.090,3.500,1,3.89
1o3j,-2.6767,130.415,23.561,8.393,1,6.77
4lkk,-2.1247,99.061,23.283,-0.000,6,5.92
2wos,-3.4006,163.817,32.238,0.286,4,3.9
4fnn,-1.8602,91.976,20.123,4.107,6,7.57
1tys,-3.3424,159.622,32.890,5.750,6,5.49
1d4i,-8.5859,498.439,69.459,-0.000,6,8.85
1hpo,-4.7235,258.390,42.010,-0.000,6,9.22
4xty,-8.6219,428.000,77.941,10.179,6,9.21
2aoe,-6.2708,295.951,59.633,8.321,6,7.62
1tok,-1.1018,58.232,8.612,10.750,0,2.47
4xmr,-2.0997,142.098,14.893,11.750,3,4.07
4knm,-3.1779,190.732,27.651,-0.000,6,8
4gzt,-1.6401,78.183,18.014,17.857,6,7.77
4i8z,-5.5274,293.049,49.542,-0.000,6,11.05
4pyy,-3.5161,158.012,35.832,-0.000,6,7.23
2q1q,-2.2400,81.780,23.962,-0.000,2,8.15
4np9,-0.8019,-13.110,17.391,1.214,6,5.03
2pgz,-3.6204,178.585,35.506,0.000,6,5.74
3gjw,-2.1702,95.537,21.314,0.000,2,8.3
3le9,-3.6836,181.476,34.862,-0.000,4,8.22
3g30,-1.5695,69.524,16.310,-0.000,3,2.51
1q54,-2.3471,113.451,24.565,5.679,6,5.85
1qb1,-3.5639,213.024,30.159,10.714,6,6.77
3q71,-4.6986,208.232,47.607,0.036,6,5.22
1jmf,-3.0315,189.659,24.903,3.571,6,5.77
2afx,-2.1161,107.280,19.075,1.500,2,5.15
1ct8,-3.8381,184.988,37.762,3.429,6,6.52
3uug,-2.8269,161.122,22.358,1.750,1,4.51
3d0e,-5.4777,301.476,47.404,10.214,6,8.4
4bny,-3.9543,191.768,35.736,-0.000,2,7.1
1zfq,-2.9203,134.793,26.913,-0.000,1,7.52
1wcq,-3.1451,196.854,24.522,17.464,4,6.26
3v51,-6.2030,399.549,46.674,0.071,6,8.55
2hl4,-3.0871,173.732,26.501,0.679,4,7.64
2q2a,-2.3660,157.659,18.338,21.357,6,7.41
4km2,-2.8506,185.671,23.051,11.286,6,5.84
3m5e,-3.1383,194.293,26.596,1.429,6,7.37
2p3c,-7.4332,403.049,64.088,-0.000,6,7.62
2r2m,-4.3136,225.268,39.561,10.964,6,7.33
4wkb,-4.8054,276.366,39.362,11.857,4,11.57
2gst,-4.5341,238.878,41.207,9.286,6,6.07
4q7p,-2.0170,102.756,17.020,-0.000,0,4.32
4afg,-3.3937,187.756,26.867,0.071,0,8.3
4e6d,-4.2013,235.207,34.754,0.179,3,8.92
2qhy,-5.8939,300.683,53.946,-0.000,6,7.48
3ekp,-5.7257,338.378,46.955,1.857,6,8.89
2we3,-2.2575,66.488,28.832,6.036,6,4.43
2vwm,-5.8787,231.195,61.984,-0.000,6,7.03
1oba,-1.1416,68.024,9.678,-0.000,2,2.44
3d8z,-1.1307,10.720,16.914,0.643,3,3.37
2bqv,-6.9605,414.024,55.935,-0.000,6,8.05
2i3v,-2.0628,128.085,16.632,11.750,4,6.55
4de5,-1.1983,7.378,17.099,-0.000,1,3.15
2vwn,-5.4937,220.732,56.430,-0.000,4,8
4omj,-6.9258,471.305,48.625,-0.000,6,5.26
3su6,-6.6773,326.561,62.225,-0.000,6,6.02
1hpv,-5.8051,351.598,46.529,1.964,6,9.22
4ndu,-2.0589,104.476,19.251,-0.000,3,2.74
5a2i,-1.8825,67.098,23.570,-0.000,6,5.06
3cj2,-2.9271,157.537,24.172,3.357,1,4.85
1d9i,-4.0701,252.780,33.126,2.000,6,9.11
2bes,-1.9241,68.500,23.881,3.071,6,4.24
4x5p,-2.6234,128.134,27.054,-0.000,6,8.21
1phw,-0.3846,77.159,-0.552,-0.000,4,3.3
4ibc,-3.1293,187.780,26.009,1.750,4,2.98
4djo,-6.9627,432.720,53.745,-0.000,6,11.52
4kz7,-1.3206,46.695,14.200,-0.000,1,2.49
4ibi,-4.0778,228.988,34.270,1.214,4,4.14
3sw8,-3.7283,221.512,30.142,-0.000,4,4.5
2o8h,-2.5554,91.927,30.367,0.071,6,7.6
185l,-2.4180,158.012,16.265,-0.000,0,3.54
4e4n,-3.7516,201.573,34.059,0.214,6,9.05
1sw1,-2.4275,152.488,17.451,5.321,1,7.3
4ksy,-5.0343,136.073,57.670,8.321,2,8.42
3b25,-2.6124,123.049,24.261,4.821,2,6.07
4jsa,-2.1161,112.183,17.842,2.536,1,4.96
1nt1,-5.3521,235.720,50.162,-0.000,1,8.89
2clk,-2.2900,118.756,22.728,-0.000,6,3.79
2oxx,-2.4960,131.207,20.581,-0.000,0,6.7
1oyq,-4.1143,196.610,40.096,10.500,6,6.96
3bkk,-4.7286,230.415,45.338,1.750,6,6.08
4d4d,-3.0582,166.732,27.777,9.429,6,5.96
1c70,-7.7224,434.220,64.565,0.250,6,10.3
1b3h,-5.4208,321.500,44.043,14.107,6,6.21
3nik,-2.8137,121.280,29.664,23.714,6,3.45
1cnx,-3.3517,195.780,29.567,0.071,6,7.37
1hn4,-7.2426,441.866,56.714,-0.000,6,3.82
2dw7,-1.3616,89.537,10.686,5.714,3,4.7
4oct,-1.1246,93.963,6.757,4.964,3,5.05
1z1h,-5.8867,337.366,49.483,-0.000,6,8.4
1k1l,-3.8053,184.110,36.572,8.571,6,6.9
1nf8,-2.9340,160.220,25.609,7.571,4,7.82
2fdp,-6.3096,310.610,58.358,10.714,6,7.59
3o9a,-6.8158,402.732,55.180,-0.000,6,10.7
1oif,-2.5695,155.354,18.962,10.393,1,7.72
2byr,-5.1233,222.634,52.051,0.036,6,8.55
3fql,-6.6018,353.049,57.262,2.714,6,7.15
3hzm,-0.7432,-14.378,14.081,5.536,3,5.52
3cd7,-5.4594,327.915,44.170,6.000,6,7.84
4rj8,-3.6895,201.622,33.162,-0.000,6,7.77
1km3,-1.5176,18.207,23.393,2.214,6,4.91
1lzq,-6.1012,334.000,52.722,6.643,6,8.39
2i19,-1.4440,65.220,15.877,8.429,4,7.8
4trc,-1.4826,88.085,10.616,9.929,0,4.52
3isj,-3.1541,129.488,32.758,0.000,4,3.68
4cpz,-3.2823,187.939,28.616,21.714,6,7.68
4avs,-1.1741,58.878,10.629,-0.000,1,3.49
4h42,-2.1953,69.207,25.348,1.714,3,3.47
1gno,-3.1184,197.634,25.945,0.571,6,7.7
3pcj,-1.9900,134.146,12.828,1.750,0,7.22
4ayq,-1.4901,40.293,17.246,4.214,1,7.33
4hzm,-1.8619,91.317,18.162,9.964,4,4.63
1f73,-2.1918,128.171,20.723,1.786,6,2.39
4fm8,-3.4282,144.720,36.691,1.321,6,5.97
4b7r,-2.6077,138.915,24.619,22.821,6,9.64
1c5x,-3.0957,132.085,28.800,9.071,0,6.68
2qnn,-7.6089,393.634,67.284,11.643,6,7.15
3v5t,-4.5662,283.439,36.710,1.107,6,8.22
1g9r,-6.3652,279.280,62.999,7.964,6,5.7
3m3e,-2.2911,142.561,20.525,-0.000,6,4.43
3uil,-0.3418,-5.561,9.736,3.464,6,6
1qka,-5.2166,264.793,47.404,24.429,6,5.92
4rpn,-3.1597,227.951,18.703,-0.000,0,6.96
1l6m,-0.4368,-13.012,7.875,-0.000,0,8.1
3p8p,-2.8062,221.744,18.123,11.214,6,4.55
2cn0,-4.3134,156.659,45.875,11.214,4,7.66
4mr3,-1.9447,103.329,18.942,0.143,4,5.94
2vmf,-2.7389,118.829,25.864,7.786,1,5.85
1sgu,-6.9641,406.927,56.830,-0.000,6,5.37
2fzk,-1.3659,89.439,12.461,8.821,6,3.6
1uwt,-2.7294,168.244,20.104,1.643,1,5.97
4jwk,-2.1296,135.963,15.923,-0.000,2,8.32
3gqz,-1.5499,59.195,17.112,3.500,3,2.17
4mss,-2.5995,148.073,20.349,8.286,1,6.4
1dqn,-2.7901,116.524,29.988,6.250,6,8
2bfq,-5.4508,256.720,52.539,5.179,6,6.89
4lw1,-1.8919,106.024,15.287,3.464,1,3.15
2rkd,-0.8132,19.793,10.928,8.179,3,2.72
1wuq,-4.6604,206.402,46.207,26.286,6,8.27
1izi,-7.5398,424.415,63.096,-0.000,6,6.59
2baj,-6.2034,397.110,45.146,-0.000,4,8.4
4bam,-5.6466,309.695,48.842,11.107,6,8.94
3mhc,-3.2424,132.293,32.486,-0.000,2,7.96
2wl0,-8.3533,485.463,67.630,-0.000,6,7.8
2psv,-5.3531,298.780,46.333,-0.000,6,7.24
4i3z,-1.8943,54.037,25.154,3.393,6,4.29
2fqw,-3.3884,153.610,31.864,5.071,2,6.68
1yq7,-2.0096,95.793,19.943,5.679,4,7.09
1bv7,-9.2430,500.122,78.783,-0.000,6,10.3
3nw3,-4.3070,178.573,45.429,0.750,6,6.49
3p3r,-2.6181,132.500,23.958,1.643,3,7.25
3hzv,-1.4956,51.415,19.572,6.286,6,6.52
3ru1,-2.0627,83.805,22.383,14.679,4,4.85
1w4p,-1.5312,43.829,20.620,0.393,6,4.74
3sug,-6.1802,330.098,54.575,0.607,6,6.21
2jxr,-5.6422,288.768,51.714,-0.000,6,7.05
4h3j,-4.0208,164.659,40.459,16.714,4,7.05
1li2,-1.9597,123.561,13.716,-0.000,0,4.04
3u7s,-6.2192,380.695,49.007,3.607,6,8.43
4euo,-1.9908,155.317,11.735,11.964,3,5.05
4qhc,-1.1015,41.012,12.790,3.107,3,6.7
1n8v,-2.8396,214.341,19.942,-0.000,6,6.03
3vhk,-4.3310,260.049,36.125,-0.000,6,4.6
4z83,-4.6179,225.439,41.149,5.000,2,7.4
4jpy,-2.1742,113.256,19.746,3.214,3,4.43
3rdo,-3.3827,214.317,26.599,-0.000,4,9.85
1lkk,-4.4779,207.537,44.062,10.643,6,6.85
2xab,-3.3438,153.488,31.438,-0.000,2,9.27
3fat,-2.7234,154.951,22.458,10.464,3,7.64
2r23,-1.5865,30.183,23.399,6.571,6,3.72
4c1t,-5.1374,222.561,52.268,-0.000,6,7.15
4yrd,-2.1563,129.171,15.900,-0.000,0,4.57
4q0k,-3.1569,156.317,27.784,-0.000,1,4.87
4m0e,-2.7288,69.890,31.243,-0.000,0,6.22
3h8b,-7.5052,394.951,66.080,0.393,6,6.29
4mmm,-1.5840,84.232,13.554,-0.000,1,3.82
4aia,-1.9340,77.232,18.622,5.679,0,3.66
3nyd,-2.6463,150.439,20.986,2.393,1,3.48
3aaq,-4.0212,201.427,38.406,4.821,6,3.3
3lbj,-4.6096,318.634,33.200,-0.000,6,4.96
3ewc,-4.6235,278.976,36.068,5.429,4,7.7
1f8d,-2.3161,103.195,23.038,17.250,4,3.4
4i7p,-2.1104,162.354,11.291,-0.000,0,3.5
3nu3,-6.3895,386.768,50.894,0.071,6,9.82
3g32,-1.0106,11.768,15.074,-0.000,3,3.71
1tuf,-1.7059,106.756,15.983,7.750,6,4.05
3b7i,-1.9503,112.012,16.528,6.214,3,5.82
1o2z,-3.0604,146.049,30.914,8.464,6,6.11
1rpf,-1.7331,57.841,21.891,0.107,6,3.99
1if7,-3.4232,209.049,28.420,-0.000,6,10.52
4jne,-3.9899,148.963,44.300,2.000,6,5.86
1t31,-5.5783,270.122,52.870,3.321,6,8.64
4few,-2.5651,151.037,20.443,0.000,2,5.21
2rcn,-3.8006,179.268,37.535,12.429,6,6
4xar,-2.6649,157.756,20.425,16.393,2,6.97
1b46,-4.7575,263.195,41.378,13.607,6,5.28
4ncn,-5.2527,210.207,54.843,13.893,6,5.67
1k1j,-4.4172,228.098,40.799,9.179,6,7.55
1hp5,-3.1949,179.744,25.551,-0.000,1,6.55
3c52,-1.9491,114.488,17.686,-0.000,4,7.3
2jg0,-5.1004,233.463,47.797,5.000,3,7.82
1c87,-3.1089,164.354,25.178,8.536,0,4.2
4ymb,-2.2403,90.963,23.728,9.000,4,6.21
3pn1,-3.3350,171.866,31.951,5.393,6,6.96
3t08,-2.1925,92.927,23.775,-0.000,4,3.04
2gvj,-5.0084,272.037,44.471,1.143,6,9.52
4eo6,-3.3588,197.183,27.680,-0.000,4,8.7
1afk,-2.2896,104.073,24.835,5.964,6,6.62
1kpm,-4.1421,269.305,32.287,-0.000,6,5.8
3bft,-2.6608,137.024,23.649,11.214,3,6.49
2pfy,-2.8193,185.000,19.120,8.893,1,6.52
2p3i,-1.7612,102.122,17.649,-0.000,6,3.48
4q1x,-6.3128,377.427,50.894,0.071,6,11.15
1jcx,-2.3517,50.915,31.875,10.321,6,5.15
2zdk,-4.1947,196.780,40.629,10.607,6,6.37
4std,-4.0356,237.220,32.122,-0.000,3,10.33
4yes,-4.9091,258.329,43.487,0.071,4,8.02
2pow,-2.7315,98.902,29.659,0.036,3,7.2
2hoc,-3.1539,138.549,31.070,-0.000,3,9.52
4iie,-1.2465,108.195,5.181,0.643,0,2.34
1jao,-3.6820,158.183,38.825,-0.000,6,5.92
4gj3,-3.8645,189.317,36.552,-0.000,4,8.85
4yth,-3.5418,189.927,32.396,0.393,6,8.7
4mc6,-6.2341,358.744,51.977,-0.000,6,9.59
5aml,-2.7650,103.537,30.813,-0.000,4,9.15
3rbu,-2.1949,133.598,19.383,5.000,6,9.43
4yzu,-4.4090,184.427,45.019,0.143,4,5.05
4des,-2.4027,169.159,15.328,-0.000,1,5.85
4deu,-2.6269,140.829,21.943,-0.000,1,5.64
3lea,-3.8506,184.951,37.478,-0.000,6,9.1
3b4f,-3.4311,188.878,29.088,0.429,3,8.14
4lhv,-4.2106,212.634,39.438,14.179,6,10
2h6t,-4.8822,246.049,45.777,-0.000,6,7.22
3nkk,-2.6888,124.207,23.813,9.679,0,4.7
1h0a,-1.0711,-27.890,22.910,4.643,6,5.44
1yfz,-1.6217,88.305,16.429,5.679,6,4.35
4zj4,-4.5937,172.366,50.154,4.893,6,8.1
3vf5,-6.7075,383.000,55.955,-0.000,6,9.34
3n2p,-3.1647,173.524,27.616,1.571,4,7.82
3oy8,-1.7392,86.463,19.071,2.964,6,3.66
4dst,-1.5937,98.890,12.561,0.036,2,2.96
4g0y,-1.9572,109.524,18.697,7.500,6,2.3
4io6,-2.2523,138.439,18.768,11.464,4,4.82
4mjo,-5.4308,276.220,50.142,-0.000,6,6.22
3l7a,-4.2298,156.634,45.123,-0.000,4,4.33
3uxk,-2.3295,154.159,15.867,4.464,1,4.93
2jds,-3.8450,195.988,36.509,4.571,6,8.2
1qy1,-2.5617,215.049,14.006,-0.000,4,6.52
1sbr,-2.7068,146.378,24.268,0.000,4,5
2b1g,-4.3437,181.354,42.617,-0.000,2,6.64
3c4h,-3.1291,158.561,26.504,-0.000,0,5.7
4wup,-2.3029,122.427,22.425,1.321,6,9.82
5efa,-2.8589,150.744,27.123,16.179,6,4.83
1fq5,-6.4939,275.049,65.688,-0.000,6,8.4
4a4q,-6.8598,345.622,62.606,-0.000,6,9.4
4cd1,-2.7898,121.927,28.312,1.607,4,4.89
4cwf,-2.3308,90.695,24.220,-0.000,2,4.49
3dx4,-2.3504,132.634,19.061,11.321,2,7.12
3lcv,-4.4157,226.622,40.868,11.250,6,4.74
2f9k,-2.0206,98.927,19.575,9.536,4,7.07
2pvm,-3.7924,198.512,35.630,0.036,6,6.44
4pg9,-5.9219,218.732,63.932,3.929,6,7.8
1mrw,-6.8503,398.476,56.186,-0.000,6,9.7
3fjz,-1.9652,99.878,18.345,17.286,4,4.05
1ksn,-5.6801,282.512,52.655,8.679,6,9.4
2xj1,-4.0900,274.256,28.912,5.036,4,7.55
4q87,-2.0501,95.500,18.971,-0.000,1,4.85
4itp,-3.1566,189.280,26.268,0.679,4,7.27
4lm3,-1.9391,89.695,18.054,-0.000,1,2.92
1fjs,-3.8705,143.451,42.891,10.250,6,9.96
4n9a,-2.1639,128.488,16.700,-0.000,1,4.19
1j36,-2.3089,90.866,26.680,6.036,6,7.74
2vpe,-5.0222,280.707,43.461,5.536,6,4.94
3k02,-4.4938,125.585,54.461,0.036,6,5
3i5z,-4.7402,242.183,44.100,1.929,6,8.7
4ouj,-1.6060,82.098,17.172,-0.000,6,2.86
1ur9,-5.4613,292.866,48.606,-0.000,6,5.77
2ri9,-0.6696,-12.744,11.219,-0.000,0,3.22
4cmo,-3.6326,232.963,29.214,0.179,6,9.07
4f6w,-7.5967,390.646,67.933,-0.000,6,7.52
3dp9,-5.0780,285.939,43.383,12.107,6,9.68
4b6o,-3.5203,213.646,28.671,-0.000,4,7
2fqo,-2.7070,132.610,27.468,6.536,6,6.43
1e1x,-1.9385,126.476,16.023,2.107,4,5.89
1jlr,-2.5413,114.146,27.032,12.179,6,3.33
2d3z,-4.2310,271.220,30.842,1.750,3,6.64
4lch,-4.0517,204.500,38.678,-0.000,6,10.62
1ew8,-0.4913,68.098,0.052,4.750,2,2.26
1bxq,-5.2080,218.098,53.820,-0.000,6,7.38
4azi,-3.9139,209.622,36.072,-0.000,6,7.45
1pb8,-1.5682,109.085,10.606,9.250,2,5.15
4q3u,-1.1730,45.207,14.772,12.500,6,6.44
3tvc,-5.3319,265.268,50.010,-0.000,6,7.74
4kax,-4.1178,128.951,48.048,13.964,6,4.77
3a1d,-2.3871,42.744,33.355,10.393,6,4.12
3u8l,-2.5963,108.573,25.930,0.286,2,8.05
3ppm,-5.2068,305.159,43.458,-0.000,6,9.54
4p3h,-2.4196,169.780,19.149,-0.000,6,6
1x8r,-4.3259,245.134,37.043,19.214,6,6.12
1p19,-1.2933,47.293,16.716,1.464,6,4.11
4msa,-1.3937,74.805,11.917,-0.000,1,3.3
4ej8,-1.3287,70.427,10.887,-0.000,0,5.39
2rcb,-1.7115,131.378,10.030,9.321,2,6.79
4azc,-2.8226,129.573,26.116,-0.000,1,5.86
2i4v,-5.9518,316.378,52.920,-0.000,6,11.2
4m0r,-3.3150,148.110,32.535,8.429,4,5.21
4zb8,-4.3454,162.841,47.100,19.321,6,6.03
2vvu,-5.5318,237.841,54.949,-0.000,4,8.1
4det,-1.7860,58.646,19.523,-0.000,1,5.68
2yln,-1.3048,57.500,13.065,5.643,2,7.68
3sk2,-3.3051,183.122,27.893,1.714,3,3.61
1nja,-2.8539,142.963,27.581,10.893,6,6.31
1jqy,-3.2339,162.549,31.812,-0.000,6,4.92
2uwd,-3.8465,162.439,39.486,-0.000,4,8.35
1bjv,-3.0788,133.598,31.957,10.821,6,5.54
1fpc,-4.1901,219.744,38.713,3.929,6,7
2b4l,-2.0238,142.061,13.665,-0.000,2,4.77
3dgo,-2.1879,75.720,26.713,6.357,6,6.74
4cu8,-2.0281,112.061,16.646,0.964,1,4.47
4re4,-2.3862,163.720,15.258,11.750,1,6.87
3ug2,-2.7172,126.988,28.549,0.000,6,8.25
4r4t,-4.2334,233.061,37.186,3.036,6,6.26
4luz,-4.4361,276.622,35.494,4.536,6,4.7
