name,TOTAL_SCORE,SCORE_RB_PEN,SCORE_NORM_HEVATOMS,SCORE_NORM_CRT_HEVATOMS,SCORE_NORM_WEIGHT,SCORE_NORM_CRT_WEIGHT,SCORE_RB_PEN_NORM_CRT_HEVATOMS,SCORE_NORM_CONTACT,PLPtotal,PLPparthbond,PLPpartsteric,PLPpartmetal,PLPpartrepulsive,PLPpartburpolar,LIG_NUM_CLASH,LIG_NUM_CONTACT,LIG_NUM_NO_CONTACT,CHEMPLP_CLASH2,TRIPOS_TORS,affinity
4e0w,-63.9368,-55.9368,-4.26245,-25.9251,-0.29704,-10.6686,-22.6812,-4.26245,-50.6193,-20.3432,-30.5319,0.0,0.0798977,0.0,2,13,0,0.0,3.2824199999999997,7.48
1b6m,-106.387,-84.3868,-2.47411,-30.3667,-0.177975,-12.6293,-24.0871,-2.47411,-93.4187,-13.7461,-79.3067,0.0,0.22611199999999998,-0.05,3,40,0,0.0,4.23126,8.4
3bzi,-83.9274,-37.9274,-1.52595,-22.069000000000003,-0.101501,-8.94183,-9.97315,-1.58354,-85.303,-18.2097,-62.8246,0.0,0.357297,-0.05,1,53,1,0.935729,16.3303,5.74
3dcs,-45.6054,-41.6054,-3.25753,-18.9223,-0.193019,-7.37697,-17.2626,-3.25753,-29.4518,-4.0,-23.4293,-4.0,0.296205,0.0,3,11,0,0.0,3.25752,7.94
2v7d,-33.8236,14.1764,-0.638181,-9.00453,-0.0430436,-3.66535,3.77405,-0.735295,-36.2449,-16.2718,-27.4766,0.0,0.259768,0.0,5,41,7,10.8475,10.4689,6.59
2yim,-110.48700000000001,-68.4875,-2.00886,-29.0531,-0.128385,-11.6157,-18.009,-2.00886,-111.693,-24.0748,-84.6484,0.0,1.0699299999999998,-0.000580144,3,52,0,2.90414,14.1958,3.92
2wp1,-44.2831,7.71687,-0.763502,-11.4401,-0.0536099,-4.71962,1.99357,-0.9840700000000001,-45.2814,-4.0,-37.4385,0.0,0.06530549999999999,0.0,1,45,12,4.85755,15.1169,3.6
1ws5,-61.3913,-57.3913,-4.72241,-26.1091,-0.316153,-10.6016,-24.408,-4.72241,-43.0533,-14.0,-27.7937,0.0,0.00139281,-0.0164047,1,12,0,0.0,0.114121,3.03
4auy,-67.8672,-57.8672,-3.08487,-24.2207,-0.218719,-10.0246,-20.6518,-3.08487,-49.6465,-18.2538,-29.5453,0.0,0.033387400000000005,-0.05,1,21,0,0.0,0.43523,7.74
3iqj,-74.2158,-24.2158,-1.25789,-19.0639,-0.08512660000000001,-7.76877,-6.22034,-1.27958,-69.6186,-28.0289,-39.1712,0.0,0.206434,0.0,1,57,1,0.0,12.3205,4.93
4e3h,-46.4307,-46.4307,-5.80384,-23.2153,-0.421683,-9.68721,-23.2153,-5.80384,-27.5194,-1.84715,-24.8031,0.0,0.0,-0.0434176,1,7,0,0.0,0.0,7.05
3lzv,-95.08,-71.08,-2.50211,-28.281,-0.17361300000000002,-11.6213,-21.1423,-2.50211,-85.7806,-13.3105,-73.8843,0.0,0.297962,0.0,4,34,0,0.0,8.32789,10.59
4e49,-49.7449,-49.7449,-6.21812,-24.8725,-0.451783,-10.3787,-24.8725,-6.21812,-30.528000000000002,-2.0,-26.7384,0.0,0.0,-0.05,0,8,0,0.0,0.0,5.11
1z1r,-96.4402,-76.4402,-2.3522,-27.9681,-0.16381600000000002,-11.5069,-22.168000000000003,-2.3522,-86.1741,-17.5391,-69.9894,0.0,0.342584,0.0,5,36,0,0.0,5.86206,9.22
1db1,-103.99,-91.9897,-3.4663199999999996,-33.467,-0.249602,-13.9233,-29.605,-3.4663199999999996,-90.8692,-12.0,-75.884,0.0,0.0,-0.017409099999999997,0,30,0,0.0,5.34069,9.26
2wcg,-60.9709,-60.9709,-4.35506,-25.2976,-0.298567,-10.3537,-25.2976,-4.35506,-43.1759,-18.4389,-27.2837,0.0,0.0288651,-0.000984073,2,12,0,0.0,0.0,6.38
1c2t,-72.9421,-52.9421,-2.08406,-22.2992,-0.152146,-9.31978,-16.185,-2.08406,-65.827,-14.6951,-61.5593,0.0,3.71286,0.0,7,28,0,0.0,9.387410000000001,6.59
2y7k,-58.8576,-56.8576,-5.885759999999999,-27.3193,-0.42927299999999996,-11.4142,-26.3909,-5.885759999999999,-43.8556,-6.0,-37.0662,0.0,0.018122299999999997,-0.00378933,1,9,0,3.1713299999999998,0.0330161,4.93
3kyg,-34.3594,-26.3594,-1.49389,-12.0819,-0.0992404,-4.8932,-9.26885,-1.56179,-16.7066,-7.93285,-12.0559,0.0,0.210325,-0.0289614,3,19,1,0.0,1.43109,7.46
2er6,-86.3809,-26.3809,-1.32894,-21.4839,-0.09471239999999999,-8.90733,-6.56123,-1.32894,-92.191,-17.2574,-80.9555,0.0,0.36689499999999997,0.0,10,55,0,0.0,24.1622,7.22
3d1e,-78.1331,-38.1331,-1.7362900000000001,-21.9667,-0.12328800000000001,-9.096260000000001,-10.7209,-1.77575,-71.8447,-8.522110000000001,-64.8624,0.0,0.240274,0.0,4,41,0,0.0,9.99311,5.77
1dqx,-63.7849,-55.7849,-2.89931,-22.7637,-0.189183,-9.16443,-19.9087,-2.89931,-49.1099,-30.0219,-32.0135,0.0,1.48895,0.0,7,15,0,0.0,2.67631,11.05
4b9w,-83.3475,-47.3475,-1.9844700000000002,-23.9778,-0.141334,-9.93903,-13.6212,-1.9844700000000002,-79.6281,-12.0369,-67.0508,0.0,0.266484,-0.0261257,4,38,0,0.0,13.5762,4.17
1urg,-74.3654,-66.3654,-3.2332799999999997,-26.1494,-0.21725500000000003,-10.6309,-23.3363,-3.2332799999999997,-63.5086,-14.4594,-46.166000000000004,0.0,0.0120331,-0.05,1,22,0,0.0,7.02163,5.82
2ieo,-78.9218,-54.9218,-2.07689,-23.4748,-0.14410799999999999,-9.64631,-16.3362,-2.07689,-71.1186,-14.543,-69.9639,0.0,0.497331,-0.00988698,6,32,0,0.0,7.63307,8.49
3tg5,-106.383,-36.3835,-1.63667,-26.4588,-0.11462,-10.9061,-9.04898,-1.7730599999999999,-110.49600000000001,-31.7421,-80.5467,0.0,0.5817220000000001,-0.012304,5,57,3,0.0,20.0457,4.7
3ebb,-41.3902,-15.3902,-1.25425,-12.9041,-0.08891900000000001,-5.34068,-4.79814,-1.72459,-34.1298,-1.4700799999999998,-33.981,0.0,0.0477841,0.0,2,25,6,0.0,12.1326,5.3
4av0,-65.4135,-53.4135,-2.84407,-23.0016,-0.201694,-9.52086,-18.782,-2.84407,-53.5978,-17.8145,-37.8622,0.0,0.0292461,-0.0300957,3,20,0,0.0,4.53351,6.98
3iqg,-58.3259,-28.3259,-1.4955399999999999,-17.1991,-0.106902,-7.13789,-8.352739999999999,-1.5348899999999999,-50.3296,-12.7367,-37.7388,0.0,0.246288,0.0,3,36,0,0.0,10.2803,4.6
2e7l,-160.032,-102.03200000000001,-2.10569,-37.7807,-0.150518,-15.6796,-24.088,-2.10569,-184.49099999999999,-30.0733,-163.468,0.0,1.0341799999999999,-0.0456916,10,66,0,14.3477,22.7816,7.54
2rk7,-34.6974,-32.6974,-5.7829,-19.0947,-0.389736,-7.7706,-17.9941,-5.7829,-16.1137,-7.20822,-4.26692,-8.0,0.182877,0.0,2,4,0,0.0,0.520289,4.05
3lil,-89.9449,-59.9449,-2.19378,-26.0845,-0.154283,-10.7669,-17.3843,-2.2486200000000003,-86.4653,-10.0,-75.5571,0.0,0.23500300000000002,-0.00976856,6,35,0,0.0,13.4388,8.08
2jdn,-66.345,-62.345,-5.10346,-28.2159,-0.34166399999999997,-11.457,-26.5147,-5.10346,-49.3526,-26.0621,-13.2397,-16.0,0.00200045,0.0,4,9,0,0.0,0.288031,5.56
3lik,-92.7022,-62.7022,-2.31756,-27.1063,-0.164185,-11.216,-18.3342,-2.37698,-94.1525,-10.0,-92.714,0.0,0.187435,-0.00207322,5,34,1,0.0,18.3739,8.72
1apw,-87.9612,-59.9612,-2.5131799999999997,-26.8907,-0.17362,-11.0338,-18.3308,-2.5131799999999997,-77.7557,-19.9901,-60.1754,0.0,0.194944,-0.0168587,3,32,0,0.0,5.96047,8
1ze8,-62.8562,-54.8562,-2.99315,-22.7829,-0.205134,-9.32347,-19.8832,-2.99315,-48.3781,-5.6955,-45.902,-1.75394,3.87681,0.0,3,18,0,0.0,5.02027,7.68
3uvx,-70.4921,-20.4921,-1.46859,-19.3966,-0.10248900000000001,-7.985810000000001,-5.63861,-1.56649,-67.9668,-7.19712,-58.0933,0.0,0.152555,-0.017976,2,44,2,4.25442,12.769,4.34
2h6q,-84.8778,-28.8778,-1.48908,-22.0548,-0.10338299999999999,-9.06454,-7.503639999999999,-1.6014700000000002,-82.3377,-15.6695,-60.3603,0.0,0.0064824,-0.00903535,1,52,4,0.0,14.307,5.11
2qt5,-70.2395,-46.2395,-2.50855,-23.131,-0.174112,-9.505980000000001,-15.2274,-2.50855,-60.5995,-19.1797,-38.6538,0.0,0.203181,0.0,1,27,0,0.0,7.3718699999999995,5.03
3eys,-87.6489,-49.6489,-1.78875,-23.9523,-0.12800699999999998,-9.94433,-13.5678,-1.82602,-81.2299,-16.9222,-65.2193,0.0,1.0337,0.0,4,44,1,0.0,11.7433,5.52
3lk1,-28.3864,-26.3864,-2.8386400000000003,-13.1758,-0.185326,-5.30541,-12.2475,-2.8386400000000003,-13.8872,0.0,-13.3545,0.0,0.016788900000000002,0.0,0,10,0,0.0,5.54347,4.26
1icj,-22.5868,27.4132,-0.806671,-7.438210000000001,-0.0544938,-3.02937,9.02764,-0.806671,-48.1611,-4.0,-45.7078,0.0,0.246348,-0.0429306,3,25,0,0.0,43.595,2.22
3ds9,-103.057,-37.0575,-1.3741,-24.4376,-0.0960229,-10.0657,-8.787289999999999,-1.53817,-108.086,-17.4905,-88.3165,-8.0,1.56005,-0.024029599999999998,7,61,7,1.49306,17.727,7.39
1i8i,-71.9962,-7.996230000000001,-0.98625,-17.2267,-0.06968680000000001,-7.1218,-1.9132799999999999,-1.28565,-87.588,-29.726,-68.7801,0.0,0.13898,0.0,9,49,15,8.28277,24.0951,7.66
1g3b,-66.9525,-58.9525,-3.9383800000000004,-26.0386,-0.283394,-10.8303,-22.9273,-4.1845300000000005,-50.346000000000004,-13.7912,-28.7602,-12.0,0.0686755,0.0,5,12,0,0.0,2.44198,5.74
2nn8,-53.7828,-45.7828,-2.33838,-18.9119,-0.157124,-7.68853,-16.0988,-2.68914,-39.3066,-17.6693,-19.9957,0.0,0.06561560000000001,0.0,1,21,1,0.0,3.3544699999999996,3.59
2qo8,-48.5389,-34.5389,-2.11038,-17.0679,-0.14341199999999998,-6.965,-12.145,-2.42694,-36.4871,-4.0,-32.8427,-3.4938300000000004,3.6146,0.0,2,18,3,0.0,7.0694300000000005,8.47
223l,-53.35,-53.35,-8.89166,-29.3596,-0.683028,-12.4806,-29.3596,-8.89166,-33.929,0.0,-33.0868,0.0,0.0,0.0,0,6,0,0.0,0.0,3.4
3d3x,-57.7584,-37.7584,-2.62538,-20.613000000000003,-0.173217,-8.32927,-13.4753,-2.62538,-45.141999999999996,-7.968389999999999,-37.0393,-4.0,0.9959479999999999,0.0,3,19,0,0.0,6.59806,4.16
2cia,-84.4693,-24.4693,-1.17318,-20.3043,-0.0813752,-8.34251,-5.8818,-1.3847399999999999,-85.3486,-24.0682,-59.299,0.0,1.8230400000000002,0.0,3,59,10,0.0,18.307000000000002,6.43
1sts,-62.4028,-16.4028,-1.05767,-16.0295,-0.0737653,-6.59812,-4.21341,-1.32772,-63.1616,-9.842789999999999,-47.9292,0.0,0.10222300000000001,-0.0411805,0,50,9,3.01543,16.567,5
3ifo,-93.0862,-45.0862,-1.69248,-24.4774,-0.119827,-10.1261,-11.8556,-1.7238200000000001,-94.2419,-27.3587,-69.5258,0.0,0.37889,0.0,7,48,0,0.0,17.0995,7.26
3oys,-49.5623,-41.5623,-2.47812,-18.2589,-0.170709,-7.48491,-15.3117,-2.47812,-33.4342,-4.85346,-34.3653,0.0,4.040080000000001,-0.0124121,2,18,0,0.0,4.06502,8.05
2j9n,-57.4684,-55.4684,-6.3853800000000005,-27.6279,-0.474311,-11.6138,-26.6664,-6.3853800000000005,-38.8977,-9.47552,-28.0313,0.0,0.137124,0.0,2,7,0,0.0,0.742306,4.7
3d20,-92.5979,-68.5979,-2.4367900000000002,-27.5427,-0.16908,-11.3179,-20.404,-2.4367900000000002,-84.8203,-16.98,-77.0209,0.0,0.519809,-0.0165064,5,33,0,0.0,8.01164,8.3
3o6m,-99.7501,-35.7501,-1.23148,-23.0543,-0.0880905,-9.57015,-8.26258,-1.53462,-100.765,-13.0824,-84.1343,0.0,0.0940073,-0.019881799999999998,3,64,14,0.0,19.3814,7.48
1utc,-89.4936,-43.4936,-1.35596,-22.1451,-0.09790739999999999,-9.22146,-10.7624,-1.3768200000000002,-86.1178,-14.9104,-68.8242,0.0,0.155853,0.0,1,65,0,0.0,13.4993,4.55
1wei,-32.9024,-32.9024,-3.2902400000000003,-15.2719,-0.24346900000000002,-6.4116,-15.2719,-3.2902400000000003,-13.0766,-2.22281,-12.4389,0.0,0.928642,0.0,2,8,0,0.0,0.0,9
3tei,-43.7893,-27.7893,-1.41256,-13.9395,-0.0871995,-5.50914,-8.846219999999999,-1.41256,-35.9986,-13.1019,-35.5381,0.0,4.22693,0.0,6,25,0,3.6600900000000003,6.18538,6.3
2z8e,-45.2081,-41.2081,-3.0138700000000003,-18.331,-0.20436700000000002,-7.475060000000001,-16.7091,-3.0138700000000003,-27.2945,-6.36986,-19.2934,0.0,0.0806747,-0.013197899999999999,0,15,0,0.0,0.7124060000000001,8
3pb3,-85.185,-71.185,-3.27635,-28.7545,-0.221594,-11.7155,-24.0287,-3.27635,-71.1024,-20.7206,-47.5145,0.0,0.338543,0.0,2,24,0,0.0,3.3989,6.22
1udt,-90.3679,-76.3679,-2.73842,-28.1736,-0.190417,-11.5854,-23.8089,-2.73842,-77.04899999999999,-3.2341,-73.3243,0.0,0.404359,0.0,2,31,0,0.0,4.82342,9.3
1gz3,-83.5109,-67.5109,-2.6939,-26.5842,-0.165974,-10.4997,-21.4909,-2.6939,-70.7975,-19.0944,-48.8901,0.0,0.363994,0.0,3,28,0,0.0,3.5178199999999995,3.7
3dcw,-51.3496,-45.3496,-3.20935,-20.3781,-0.199569,-8.07339,-17.997,-3.20935,-35.3176,-5.0353900000000005,-28.5047,-4.0,0.30244,0.0,2,14,0,0.0,3.3883400000000004,9
3iqh,-59.1187,-37.1187,-2.03857,-19.2424,-0.14474700000000001,-7.96806,-12.0817,-2.03857,-45.8825,-8.27013,-35.5728,0.0,0.0807985,0.0,1,28,0,0.0,5.48373,4.59
1bcj,-56.7777,-52.7777,-3.7851800000000004,-23.0222,-0.256669,-9.388060000000001,-21.4003,-4.05555,-40.1456,-15.5788,-19.2105,-8.0,0.370421,0.0,2,13,0,0.0,1.5596,3.7
2v83,-92.6485,-14.6485,-1.20323,-21.7775,-0.0838159,-8.96054,-3.4432,-1.38281,-117.13600000000001,-26.4933,-91.3155,0.0,0.579374,-0.0419903,5,63,9,11.6948,29.6761,4.47
1byk,-65.7862,-53.7862,-2.43653,-21.9287,-0.156538,-8.78273,-17.9287,-2.43653,-57.5076,-32.323,-27.7608,0.0,0.0821857,0.0,4,23,0,0.0,7.82335,5
2yiv,-45.1818,-39.1818,-7.5303,-24.8645,-0.524418,-10.2298,-21.5626,-7.5303,-27.8799,0.0,-27.3882,0.0,0.0,0.0,1,5,0,0.0,2.25203,2.78
1oko,-57.8804,-55.8804,-4.82337,-25.2816,-0.321279,-10.2482,-24.408,-4.82337,-40.3714,-16.5851,-14.4826,-8.0,0.045023900000000006,-0.021353900000000002,1,11,0,0.0,0.245806,4.54
2qoa,-45.3825,-43.3825,-3.49097,-19.3008,-0.230079,-7.79623,-18.4502,-3.49097,-27.4814,-4.0,-27.3238,-1.01506,3.67751,-0.033848500000000004,3,10,0,0.0,2.95443,7.28
1jmi,-57.1377,-49.1377,-2.85688,-21.0497,-0.186622,-8.47753,-18.1025,-2.85688,-42.1973,-17.1625,-24.4664,0.0,0.14624700000000002,0.0,1,19,0,0.0,3.54952,6.06
1n7m,-88.8896,-72.8896,-2.0672,-25.3724,-0.150203,-10.5875,-20.8054,-2.11642,-92.3374,-3.0856,-85.6228,0.0,0.583234,0.0,1,42,0,0.0,20.5519,5.71
4as6,-56.6785,-52.6785,-3.3340300000000003,-22.0429,-0.24301799999999998,-9.20784,-20.4872,-3.3340300000000003,-39.0791,-2.74064,-34.0204,0.0,0.210783,0.0,1,16,0,0.0,1.46002,6.4
4f20,-98.5555,-44.5555,-1.7290400000000001,-25.6088,-0.11935,-10.505,-11.5774,-1.7599200000000002,-102.615,-42.3522,-71.694,0.0,4.61011,0.0,13,43,1,0.9470729999999999,16.8165,3.29
3n0h,-64.3192,-54.3192,-3.06282,-23.3131,-0.22077600000000003,-9.70237,-19.6885,-3.06282,-50.1028,-6.22748,-41.4077,0.0,0.196723,0.0,3,18,0,0.48555699999999996,3.08871,6.21
1xr8,-113.84299999999999,-45.8427,-1.58115,-27.3649,-0.11104800000000001,-11.2904,-11.0194,-1.77879,-141.882,-27.4682,-120.83,0.0,1.8392,0.0,4,61,7,16.7721,24.8786,6.7
3omc,-62.7136,-12.7136,-1.14025,-16.4908,-0.07958839999999999,-6.789810000000001,-3.3430800000000005,-1.56784,-60.5812,-5.79758,-57.3662,0.0,0.0794255,-0.05,3,39,13,0.0,14.7774,5
1ofz,-50.9281,-50.9281,-4.62982,-22.8995,-0.310242,-9.30119,-22.8995,-4.62982,-31.5803,-10.7618,-19.2967,0.0,0.0,-0.0164593,0,11,0,0.0,0.0,4.62
4afh,-121.079,-109.079,-4.84315,-41.4083,-0.357741,-17.3741,-37.3044,-4.84315,-105.795,-5.70097,-99.2727,0.0,0.06764730000000001,0.0,2,23,0,0.0,2.3607299999999998,9.54
4f9v,-59.6306,-41.6306,-2.71048,-21.2812,-0.186107,-8.71433,-14.8573,-2.71048,-49.5095,0.0,-52.0025,-4.0,0.399094,-0.05,2,20,0,0.0,7.85457,6.03
2xxw,-57.6771,-49.6771,-5.7677,-26.7713,-0.38671,-10.8759,-23.058000000000003,-5.7677,-43.8398,-17.4206,-22.7156,0.0,0.0874809,0.0,0,10,0,0.117959,3.19215,6.41
4ea1,-57.8777,-39.8777,-2.41157,-20.0651,-0.174566,-8.36234,-13.8248,-2.41157,-47.5632,-5.06776,-48.4925,0.0,0.00216608,-0.05,2,22,0,3.5809300000000004,5.69381,6.44
4fbe,-57.0448,-39.0448,-2.59295,-20.3583,-0.178037,-8.33644,-13.9344,-2.59295,-50.4494,0.0,-53.8878,-4.0,0.300262,-0.05,5,17,0,1.81683,10.1843,6.99
1q95,-76.0361,-64.0361,-4.75225,-30.1749,-0.30282600000000004,-12.0525,-25.4127,-4.75225,-62.8875,-39.5091,-23.0154,0.0,1.70605,0.0,3,13,0,0.0,4.56351,7.57
2itk,-68.5885,-36.5885,-1.3997700000000002,-18.7436,-0.09705319999999999,-7.700239999999999,-9.99875,-1.63306,-62.8463,-8.88557,-53.0235,0.0,0.187161,0.0,1,42,6,0.0,11.9098,7.69
1gz9,-65.5253,-53.5253,-1.9856200000000002,-20.4286,-0.134153,-8.320319999999999,-16.6874,-2.25949,-52.8505,-16.0,-33.6279,0.0,0.00258966,0.0,1,28,4,0.0,4.9373,3.51
3dvp,-77.7941,-25.7941,-1.21553,-19.4485,-0.0848353,-8.00737,-6.44853,-1.21553,-89.462,-23.9093,-64.7845,0.0,0.735312,0.0,6,58,0,11.0956,16.7147,5
2er9,-92.2387,-42.2387,-1.41906,-22.9408,-0.101798,-9.53209,-10.5052,-1.46411,-94.8825,-18.2681,-82.8167,0.0,0.5006189999999999,-0.00574813,8,56,1,6.5964100000000006,12.9523,7.4
2nnp,-108.35799999999999,-82.3579,-2.21139,-29.6116,-0.16128299999999998,-12.3719,-22.5064,-2.21139,-99.506,-12.4457,-84.3019,0.0,0.438874,-0.0006466509999999999,2,47,0,0.0,7.531789999999999,8.37
2hs2,-82.8602,-58.8602,-2.18053,-24.6463,-0.1513,-10.1277,-17.5076,-2.18053,-73.6054,-15.2488,-71.4598,0.0,0.340408,0.0,8,30,0,0.0,8.48363,8.31
3iqi,-58.5065,-26.5065,-1.72078,-18.0597,-0.12001400000000001,-7.433839999999999,-8.182,-1.77292,-51.082,-13.4915,-33.426,0.0,0.24857100000000001,0.0,0,33,1,0.0,11.4557,4.41
2o1c,-34.2757,-30.2757,-3.80841,-16.477999999999998,-0.193687,-6.1050699999999996,-14.555,-3.80841,-18.1875,-12.3168,-8.37266,0.0,0.09734169999999999,0.0,2,7,0,0.0,1.91598,4.72
1slg,-83.5089,-37.5089,-1.4154,-21.451,-0.100628,-8.886439999999999,-9.634960000000001,-1.46507,-80.7556,-11.9419,-62.5016,0.0,0.172022,-0.05,0,57,2,0.0,14.4964,3.9
1ebg,-62.9727,-56.9727,-6.9969600000000005,-30.2741,-0.4115,-11.7731,-27.3896,-6.9969600000000005,-48.7752,-29.4942,-9.69321,-18.2449,0.7789119999999999,-0.05,4,5,0,0.0,1.56841,10.82
1g3c,-59.6731,-51.6731,-3.51018,-23.2075,-0.25258200000000003,-9.6528,-20.0962,-3.51018,-43.8978,-12.6597,-28.7222,-12.0,0.0588585,0.0,6,11,0,0.0,2.31453,5.8
2f5t,-88.5425,-80.5425,-3.84968,-31.1346,-0.258673,-12.6576,-28.3215,-3.84968,-75.5268,-29.8975,-40.0946,0.0,0.186918,0.0,1,22,0,0.0,3.58009,5.17
