name,Orientation_Score,Affinity_Score(Heavy_Ligand_Atoms),Affinity_Score,Buried_Protein_Hydrophobic_Term,Hydrophobic_Complementarity_Term,Polar_Component_Term,Number_of_Protein-Ligand_Hydrophobic_Contacts,Number_of_Protein-Ligand_H-bonds,Number_of_Protein-Ligand_Salt-bridges,Number_of_Metal-Ligand_Bonds,Number_of_Interfacial_Unsatisfied_Polar_Atoms,Number_of_Interfacial_Unsatisfied_Charged_Atoms,Buried_Carbons,affinity
3dcw,-7.129,-0.161,-7.798,-2.535,-0.581,0.536,33,3,4,0,4,0,1.000,9
2qt5,-8.828,-0.113,-8.379,-3.186,-0.913,0.938,51,7,4,0,5,2,1.000,5.03
2dua,-5.954,-0.117,-5.920,-0.472,-0.498,0.268,10,6,0,0,1,1,1.000,4.77
2j9n,-7.037,-0.152,-6.590,-1.595,-0.581,0.804,37,3,4,0,6,0,1.000,4.7
1urg,-8.109,-0.104,-7.605,-2.795,-0.664,1.072,58,4,4,0,8,0,1.000,5.82
3d20,-9.441,-0.110,-9.409,-5.971,-0.498,2.278,84,6,0,0,14,3,1.000,8.3
3lqj,-9.325,-0.039,-7.235,-4.601,-0.498,3.082,87,6,0,0,19,4,0.742,5.37
1utc,-10.313,-0.092,-11.319,-6.847,-0.996,1.742,91,9,3,0,12,1,0.872,4.55
220l,-5.925,-0.231,-6.602,-1.384,-0.000,0.000,50,0,0,0,0,0,1.000,3.4
3lzv,-9.225,-0.116,-9.622,-5.916,-0.498,2.010,83,6,0,0,13,2,1.000,10.59
3pb3,-9.118,-0.120,-8.338,-3.413,-0.913,1.206,54,9,2,0,9,0,1.000,6.22
1sts,-8.027,-0.039,-7.517,-3.811,-0.498,2.010,53,6,0,0,15,0,0.528,5
2qo8,-6.318,-0.089,-7.267,-2.553,-0.166,0.670,38,2,0,0,4,1,0.588,8.47
1bcj,-6.598,-0.074,-6.335,-1.608,-0.581,1.072,29,7,0,0,7,1,0.875,3.7
1ze8,-7.151,-0.159,-8.566,-3.718,-0.166,0.536,66,2,0,0,3,1,0.938,7.68
3uvx,-8.055,-0.065,-8.330,-5.109,-0.415,2.412,74,5,0,0,14,4,0.862,4.34
1c2t,-10.172,-0.133,-9.869,-5.046,-1.079,1.474,84,7,6,0,10,1,1.000,6.59
2rfy,-7.342,-0.054,-6.462,-2.724,-0.664,2.144,34,4,4,0,10,6,1.000,5.22
4fbe,-7.371,-0.111,-7.653,-3.475,-0.166,1.206,68,2,0,0,7,2,1.000,6.99
4afh,-9.655,-0.198,-10.157,-5.092,-0.249,0.402,125,3,0,0,3,0,1.000,9.54
4fbx,-5.784,-0.028,-5.688,-2.078,-0.000,1.608,25,0,0,0,11,1,1.000,7.66
1ws5,-7.187,-0.137,-7.004,-1.607,-0.581,0.402,38,7,0,0,2,1,1.000,3.03
3lik,-10.019,-0.109,-9.573,-5.950,-0.415,2.010,125,5,0,0,13,2,0.966,8.72
1xr8,-14.205,-0.098,-12.287,-7.534,-1.411,1.876,149,16,1,0,9,5,0.864,6.7
1b6m,-9.605,-0.142,-11.337,-7.248,-0.747,1.876,87,5,4,0,11,3,1.000,8.4
1gz9,-7.440,-0.046,-6.734,-2.409,-0.581,1.474,39,7,0,0,9,2,0.778,3.51
3lil,-9.142,-0.089,-8.877,-5.388,-0.415,2.144,89,5,0,0,15,1,0.964,8.08
2rk7,-7.490,-0.275,-6.869,-0.457,-1.328,0.134,6,2,14,0,1,0,1.000,4.05
3lqi,-9.628,-0.052,-9.204,-5.549,-0.581,2.144,98,7,0,0,14,2,0.600,5.16
3iqj,-9.222,-0.083,-10.139,-5.233,-1.162,1.474,45,14,0,0,9,2,0.806,4.93
2nnp,-10.209,-0.121,-11.140,-7.970,-0.498,2.546,112,5,1,0,16,3,1.000,8.37
1gzc,-6.986,-0.053,-6.441,-1.714,-0.581,1.072,34,5,2,0,6,2,0.750,3.49
3omc,-9.336,-0.044,-7.628,-3.922,-0.498,2.010,97,2,4,0,12,3,0.645,5
1i8i,-10.986,-0.076,-10.744,-6.074,-1.328,1.876,84,12,4,0,13,1,0.756,7.66
1gz3,-9.031,-0.033,-6.256,-2.052,-0.996,2.010,41,6,6,0,10,5,1.000,3.7
3eks,-8.487,-0.152,-10.847,-6.101,-0.332,0.804,88,4,0,0,6,0,0.933,5.7
3ebb,-6.029,-0.073,-7.624,-2.993,-0.083,0.670,40,1,0,0,2,3,0.619,5.3
1z3v,-6.852,-0.090,-7.288,-2.727,-0.415,1.072,40,5,0,0,4,4,1.000,4.11
2z8e,-5.811,-0.084,-6.477,-1.814,-0.249,0.804,30,3,0,0,6,0,1.000,8
3q5u,-9.776,-0.070,-10.031,-6.114,-1.245,2.546,63,9,6,0,16,3,0.750,4.31
1db1,-9.202,-0.196,-11.108,-5.526,-0.498,0.134,97,6,0,0,0,1,0.926,9.26
2nn8,-7.456,-0.076,-6.963,-1.368,-0.913,0.536,29,8,3,0,3,1,0.750,3.59
3d1e,-8.867,-0.087,-9.118,-5.227,-0.415,1.742,91,5,0,0,8,5,0.833,5.77
2y7k,-6.807,-0.136,-6.582,-1.651,-0.249,0.536,50,1,2,0,2,2,1.000,4.93
2jdn,-8.568,-0.211,-7.957,-1.564,-1.577,0.402,15,10,9,0,3,0,1.000,5.56
1jmi,-9.683,-0.157,-8.359,-1.800,-1.743,0.402,20,5,16,0,1,2,1.000,6.06
4f20,-13.539,-0.082,-9.892,-5.311,-1.909,2.546,82,23,0,0,17,2,0.857,3.29
4aa1,-9.610,-0.137,-10.440,-5.464,-0.830,1.072,83,10,0,0,6,2,1.000,4.12
3iqg,-8.105,-0.076,-8.197,-3.923,-0.664,1.608,46,8,0,0,12,0,0.840,4.6
1ebg,-8.418,-0.179,-6.825,-0.464,-1.411,0.268,5,7,10,0,2,0,1.000,10.82
3dvp,-10.721,-0.088,-10.863,-6.895,-1.162,2.412,82,10,4,0,14,4,1.000,5
1z1r,-9.456,-0.116,-9.957,-6.085,-0.664,2.010,77,8,0,0,12,3,1.000,9.22
3o6m,-11.306,-0.076,-11.403,-6.663,-0.996,1.474,119,5,7,0,11,0,0.673,7.48
3iqh,-7.018,-0.079,-7.512,-3.436,-0.332,1.474,45,4,0,0,10,1,0.789,4.59
3nkx,-11.271,-0.077,-10.806,-6.391,-1.743,2.546,61,11,10,0,11,8,0.850,5.12
4e49,-5.619,-0.136,-6.306,-1.407,-0.083,0.402,36,1,0,0,3,0,1.000,5.11
3n0h,-8.482,-0.134,-8.025,-3.247,-0.498,0.938,88,4,2,0,6,1,1.000,6.21
1udt,-7.764,-0.109,-8.801,-4.623,-0.166,1.206,84,2,0,0,9,0,0.909,9.3
4aph,-11.585,-0.114,-11.390,-6.886,-1.162,1.876,109,14,0,0,12,2,0.971,5.4
4e3h,-5.741,-0.102,-6.030,-1.399,-0.083,0.670,36,1,0,0,4,1,1.000,7.05
3oys,-6.487,-0.133,-7.869,-3.423,-0.166,0.938,43,2,0,0,6,1,1.000,8.05
1h1p,-6.909,-0.100,-7.023,-2.762,-0.249,1.206,43,3,0,0,8,1,1.000,4.92
3d3x,-8.212,-0.135,-8.187,-3.211,-0.830,1.072,47,6,4,0,6,2,1.000,4.16
2xxw,-7.870,-0.181,-7.025,-1.162,-0.913,0.268,31,5,6,0,2,0,1.000,6.41
1apw,-8.794,-0.129,-9.742,-4.581,-0.747,0.804,64,9,0,0,5,1,1.000,8
2h6q,-9.711,-0.072,-9.310,-5.757,-0.747,2.412,85,6,3,0,16,2,0.765,5.11
3eys,-10.374,-0.094,-9.805,-5.301,-1.162,1.876,87,7,7,0,8,6,0.933,5.52
1wei,-4.963,-0.016,-5.378,-1.149,-0.083,1.072,18,1,0,0,6,2,1.000,9
4e81,-7.915,-0.052,-8.921,-5.349,-0.498,2.144,58,4,2,0,13,3,0.702,5.24
2v86,-9.931,-0.070,-10.096,-7.564,-0.664,3.350,98,7,1,0,22,3,0.881,4.46
2wp1,-6.913,-0.049,-8.088,-4.095,-0.249,1.474,48,2,1,0,8,3,0.528,3.6
1eix,-10.269,-0.139,-8.282,-1.991,-1.743,0.670,37,10,11,0,4,1,1.000,11.06
1ugw,-7.118,-0.119,-6.647,-1.384,-0.581,0.536,35,7,0,0,3,1,1.000,3.09
3omg,-6.616,-0.011,-5.756,-2.548,-0.000,2.010,59,0,0,0,11,4,0.500,4.72
2v7d,-8.852,-0.043,-7.513,-2.709,-1.328,1.742,29,6,10,0,10,3,0.690,6.59
2yiv,-5.749,-0.174,-6.261,-1.177,-0.000,0.134,46,0,0,0,0,1,1.000,2.78
1o2s,-7.824,-0.126,-7.611,-2.718,-0.747,1.072,48,5,4,0,8,0,1.000,5.47
4av0,-7.860,-0.142,-8.495,-3.417,-0.664,0.804,46,7,1,0,4,2,1.000,6.98
2avv,-10.462,-0.141,-11.556,-8.201,-0.415,2.278,132,4,1,0,14,3,1.000,9.26
2cia,-10.364,-0.052,-8.948,-5.516,-1.162,2.948,71,14,0,0,16,6,0.698,6.43
1owh,-8.040,-0.145,-8.699,-4.074,-0.747,1.340,54,4,5,0,8,2,1.000,7.4
3rr4,-7.904,-0.104,-7.086,-2.576,-0.498,1.206,71,6,0,0,8,1,1.000,4.55
3gv9,-6.434,-0.104,-6.466,-1.152,-0.498,0.402,22,6,0,0,2,1,1.000,2.12
2wnc,-7.683,-0.155,-8.477,-3.980,-0.083,0.804,92,1,0,0,6,0,1.000,6.32
2xii,-9.220,-0.169,-9.950,-4.757,-0.913,0.938,73,5,6,0,5,2,1.000,7.2
3gc5,-8.813,-0.121,-7.633,-2.791,-0.830,1.206,78,7,3,0,8,1,1.000,7.26
3pyy,-7.041,-0.110,-7.966,-3.737,-0.083,1.072,70,1,0,0,8,0,0.944,6.86
3prs,-10.080,-0.143,-12.361,-7.819,-0.664,1.340,103,8,0,0,6,4,1.000,7.82
3nx7,-7.277,-0.079,-6.796,-2.503,-0.415,1.340,42,5,0,0,6,4,1.000,8.1
3dx1,-9.038,-0.297,-7.890,-1.178,-1.494,0.000,34,4,14,0,0,0,1.000,3.58
3f3d,-7.461,-0.212,-7.122,-1.406,-0.498,0.000,40,6,0,0,0,0,1.000,7.16
2j7h,-7.342,-0.131,-6.529,-1.183,-0.664,0.536,33,8,0,0,3,1,1.000,7.19
3ui7,-7.435,-0.146,-8.729,-4.149,-0.166,0.804,91,2,0,0,6,0,1.000,9
2zda,-9.408,-0.157,-9.766,-4.605,-0.747,0.804,87,5,4,0,6,0,1.000,8.4
1ydt,-8.279,-0.097,-7.838,-4.113,-0.249,1.742,85,1,2,0,13,0,1.000,7.32
3uuo,-6.427,-0.145,-8.550,-3.702,-0.166,0.536,61,2,0,0,4,0,0.941,7.96
1syi,-9.319,-0.184,-8.346,-2.317,-1.079,0.268,53,7,6,0,2,0,1.000,5.44
3fv2,-9.879,-0.179,-8.798,-2.520,-1.328,0.268,55,10,6,0,2,0,1.000,8.11
3p5o,-7.247,-0.128,-9.057,-5.096,-0.083,1.340,88,1,0,0,9,1,1.000,7.3
2wer,-7.157,-0.113,-8.047,-4.054,-0.249,1.474,57,3,0,0,9,2,1.000,7.05
1bzc,-9.603,-0.108,-8.345,-3.905,-0.830,1.608,75,9,1,0,9,3,1.000,4.92
1eby,-10.599,-0.144,-12.151,-8.413,-0.664,2.144,115,8,0,0,13,3,1.000,9.7
1p1n,-7.993,-0.183,-7.966,-2.320,-0.830,0.402,43,4,6,0,3,0,1.000,6.8
4ea2,-7.441,-0.146,-8.722,-4.576,-0.000,1.072,81,0,0,0,4,4,0.955,6.44
3d6q,-6.257,-0.053,-6.391,-1.345,-0.498,0.670,17,4,2,0,5,0,0.571,3.76
5tmn,-9.250,-0.141,-9.731,-4.072,-1.245,0.804,50,8,7,0,6,0,1.000,8.04
3gr2,-5.508,-0.006,-5.303,-1.125,-0.166,1.206,16,2,0,0,8,1,0.857,2.52
3e92,-9.146,-0.163,-9.451,-4.705,-0.332,0.804,97,4,0,0,5,1,1.000,8
2vkm,-11.785,-0.139,-11.733,-8.314,-0.747,2.546,154,7,2,0,17,2,1.000,8.74
1z9g,-7.515,-0.184,-8.342,-2.996,-0.664,0.536,49,4,4,0,3,1,1.000,5.64
3dx2,-9.655,-0.227,-7.946,-1.636,-1.494,0.402,50,4,14,0,3,0,1.000,6.82
3n76,-10.097,-0.157,-8.668,-3.692,-0.830,1.072,89,8,2,0,6,2,1.000,6.85
3kr8,-8.908,-0.113,-7.601,-3.474,-0.249,1.340,105,3,0,0,8,2,1.000,8.1
4eo8,-7.448,-0.139,-8.958,-4.110,-0.166,0.536,69,2,0,0,3,1,0.810,8.15
2zy1,-7.525,-0.143,-8.645,-3.631,-0.332,0.536,67,4,0,0,3,1,1.000,7.4
3bgz,-7.766,-0.194,-9.874,-4.809,-0.249,0.402,87,1,2,0,3,0,1.000,6.26
1ydr,-6.808,-0.102,-7.250,-3.155,-0.083,1.206,60,1,0,0,6,3,0.929,5.52
2pog,-7.118,-0.177,-8.931,-3.681,-0.166,0.134,63,2,0,0,1,0,0.889,9.54
3e5a,-8.532,-0.105,-8.668,-4.943,-0.249,1.742,100,3,0,0,11,2,0.957,8.23
3cj4,-7.391,-0.118,-8.163,-3.417,-0.332,0.804,53,2,2,0,3,3,0.944,6.51
3rsx,-6.810,-0.161,-7.790,-3.210,-0.166,0.804,59,2,0,0,6,0,1.000,4.41
2qbq,-9.427,-0.141,-9.601,-4.140,-0.913,0.670,68,5,6,0,4,1,0.870,7.44
3qgy,-7.558,-0.120,-8.812,-5.304,-0.166,1.876,79,2,0,0,12,2,1.000,7.8
2cbv,-8.868,-0.230,-7.981,-1.620,-1.411,0.268,29,4,13,0,1,1,1.000,5.48
2p15,-9.080,-0.171,-10.696,-5.714,-0.166,0.402,114,2,0,0,3,0,0.926,10.3
1z6e,-9.658,-0.079,-8.235,-5.231,-0.332,2.546,117,4,0,0,18,1,1.000,9.72
1k1i,-8.982,-0.104,-8.970,-2.941,-1.079,0.268,55,8,5,0,2,0,0.654,6.58
2w4x,-6.806,-0.077,-6.608,-1.862,-0.332,0.804,33,4,0,0,4,2,1.000,4.85
3uev,-6.710,-0.207,-8.535,-3.285,-0.166,0.134,64,0,2,0,1,0,1.000,5.89
1s38,-7.025,-0.142,-7.070,-2.107,-0.415,0.670,54,5,0,0,5,0,1.000,5.15
3ryj,-6.902,-0.083,-6.709,-2.065,-0.498,1.072,28,6,0,0,8,0,0.889,7.8
4agq,-7.927,-0.103,-8.298,-4.471,-0.083,1.474,103,1,0,0,10,1,0.840,5.01
3nq9,-4.932,-0.146,-6.677,-1.861,-0.000,0.402,22,0,0,0,1,2,1.000,4.03
3u5j,-6.555,-0.146,-8.420,-3.923,-0.083,0.804,65,1,0,0,6,0,1.000,5.61
3up2,-8.879,-0.100,-8.031,-4.076,-0.747,2.010,72,2,7,0,14,1,1.000,7.4
3syr,-8.583,-0.096,-7.128,-2.069,-0.913,1.072,35,9,2,0,7,1,1.000,5.1
1nc1,-9.484,-0.168,-8.581,-3.018,-0.747,0.402,82,6,3,0,3,0,1.000,6.12
1pxn,-7.692,-0.099,-7.394,-3.669,-0.249,1.742,78,3,0,0,11,2,1.000,7.15
3zt2,-7.300,-0.119,-7.965,-3.302,-0.249,0.804,64,3,0,0,6,0,0.944,2.84
1nc3,-9.326,-0.134,-7.770,-2.309,-0.913,0.670,64,8,3,0,5,0,1.000,5
3rlr,-7.237,-0.100,-7.526,-3.399,-0.249,1.340,63,3,0,0,9,1,1.000,7.52
4de3,-7.351,-0.120,-7.730,-2.735,-0.581,0.804,35,6,1,0,4,2,1.000,5.52
3b65,-8.956,-0.132,-8.508,-4.113,-0.249,1.072,106,3,0,0,7,1,1.000,9.27
4hge,-7.177,-0.089,-7.432,-3.873,-0.083,1.742,64,1,0,0,10,3,1.000,7.92
3uew,-6.700,-0.198,-8.779,-3.746,-0.083,0.268,65,0,1,0,1,1,1.000,6.31
4agp,-7.753,-0.095,-8.067,-4.457,-0.000,1.608,104,0,0,0,11,1,0.840,4.69
1h22,-9.837,-0.126,-9.495,-6.038,-0.249,2.010,125,3,0,0,14,1,0.929,9.1
3bv9,-8.575,-0.069,-8.458,-4.350,-0.498,1.608,72,2,4,0,10,2,0.727,5.36
2wn9,-7.173,-0.170,-8.958,-4.161,-0.249,0.670,62,3,0,0,5,0,1.000,8.52
2qnq,-8.956,-0.115,-9.930,-6.575,-0.415,2.278,90,1,4,0,15,2,0.967,6.11
1qkt,-7.113,-0.204,-9.294,-3.827,-0.249,0.000,60,3,0,0,0,0,0.944,9.04
1lpg,-10.526,-0.135,-10.758,-7.537,-0.415,2.412,146,1,4,0,18,0,0.971,7.09
1gpn,-7.439,-0.137,-7.830,-3.735,-0.083,1.206,80,1,0,0,7,2,1.000,6.48
4eky,-9.806,-0.152,-8.874,-3.381,-1.079,0.804,66,11,2,0,6,0,1.000,3.52
1qf1,-9.510,-0.192,-10.209,-4.531,-0.996,0.536,78,8,4,0,3,1,1.000,7.32
3b27,-6.307,-0.083,-6.542,-2.230,-0.166,1.072,42,2,0,0,5,3,1.000,5.16
3coz,-10.028,-0.101,-8.233,-3.678,-1.079,1.742,63,10,3,0,10,3,1.000,5.57
3b1m,-8.436,-0.142,-10.596,-6.450,-0.000,1.072,123,0,0,0,6,2,0.933,8.48
2wvt,-8.213,-0.161,-7.314,-1.636,-0.996,0.536,37,5,7,0,3,1,1.000,6.12
3b5r,-8.925,-0.102,-8.073,-4.080,-0.249,1.474,100,3,0,0,10,1,1.000,8.77
2br1,-6.994,-0.102,-8.181,-4.756,-0.083,1.876,68,1,0,0,13,1,1.000,5.14
2xj7,-8.237,-0.170,-7.937,-2.323,-0.664,0.268,56,6,2,0,1,1,1.000,6.66
3jvr,-7.042,-0.061,-6.622,-3.465,-0.083,2.144,70,1,0,0,13,3,1.000,5.72
3r88,-7.070,-0.139,-7.171,-2.023,-0.332,0.402,58,2,2,0,2,1,1.000,4.82
2qe4,-7.647,-0.159,-9.039,-4.325,-0.166,0.670,77,2,0,0,4,1,0.950,7.96
3oe4,-11.163,-0.119,-9.147,-4.375,-1.162,1.608,103,10,4,0,10,2,1.000,7.47
2fxs,-6.588,-0.086,-7.636,-3.777,-0.249,1.608,41,3,0,0,10,2,0.944,6.06
1y6r,-9.841,-0.186,-8.944,-2.998,-0.996,0.268,78,6,6,0,2,0,1.000,10.11
3twp,-6.029,-0.135,-6.570,-1.588,-0.166,0.402,41,2,0,0,1,2,1.000,3.92
2zb1,-8.511,-0.156,-9.281,-4.752,-0.249,0.938,83,3,0,0,5,2,1.000,6.32
3g31,-5.109,-0.070,-6.408,-1.560,-0.166,0.536,19,0,2,0,4,0,0.750,2.89
1c5z,-6.786,-0.143,-6.508,-1.596,-0.498,0.804,38,2,4,0,6,0,1.000,4.01
3fur,-8.758,-0.116,-8.809,-5.084,-0.249,1.742,100,3,0,0,11,2,1.000,8
3ozs,-10.607,-0.087,-8.100,-4.113,-0.913,2.144,91,9,2,0,14,2,1.000,5.33
3qqs,-8.504,-0.184,-8.718,-3.155,-0.747,0.402,74,1,8,0,3,0,1.000,5.82
4e6q,-7.655,-0.137,-8.653,-4.341,-0.166,1.072,77,2,0,0,7,1,1.000,8.36
1o0h,-8.692,-0.069,-7.078,-1.821,-1.245,1.206,30,7,8,0,6,3,0.800,5.92
4agn,-7.283,-0.078,-7.094,-3.133,-0.083,1.340,78,1,0,0,9,1,0.789,3.97
4e5w,-7.979,-0.137,-9.045,-4.784,-0.249,1.206,79,3,0,0,7,2,1.000,7.66
2r9w,-7.478,-0.141,-9.293,-4.732,-0.415,1.072,63,5,0,0,7,1,0.955,5.1
4f09,-6.965,-0.126,-7.606,-2.943,-0.249,0.804,57,2,1,0,6,0,1.000,6.7
4a7i,-8.686,-0.063,-6.719,-3.881,-0.166,2.546,97,2,0,0,17,2,1.000,8.7
3p3r,-6.719,-0.118,-7.584,-2.870,-0.166,0.670,53,2,0,0,5,0,1.000,7.25
3f8c,-8.580,-0.144,-10.102,-5.956,-0.000,1.072,145,0,0,0,7,1,1.000,7.68
1uv6,-6.386,-0.066,-5.878,-1.381,-0.083,0.804,41,1,0,0,6,0,1.000,5.12
1yvm,-6.301,-0.173,-7.640,-2.441,-0.249,0.268,46,3,0,0,1,1,1.000,6.4
2yay,-12.927,-0.126,-8.755,-2.119,-2.490,1.072,61,13,17,0,2,6,1.000,6.1
3gcu,-9.705,-0.160,-11.296,-6.467,-0.415,0.804,119,5,0,0,6,0,0.966,6.78
4b6s,-9.535,-0.116,-8.119,-3.194,-0.913,1.206,59,8,3,0,9,0,1.000,6.01
1fzm,-12.831,-0.105,-12.367,-7.582,-1.577,2.010,110,16,3,0,10,5,1.000,7.7
2p3i,-6.648,-0.076,-6.898,-1.852,-0.498,0.670,29,5,1,0,5,0,0.833,3.48
3ibn,-7.404,-0.139,-7.989,-2.694,-0.747,0.670,25,2,7,0,4,1,1.000,7.61
1tni,-6.568,-0.123,-6.573,-2.312,-0.249,1.206,49,1,2,0,9,0,1.000,4
2wos,-6.704,-0.124,-7.828,-3.682,-0.000,1.072,73,0,0,0,7,1,1.000,3.9
3s72,-6.749,-0.143,-7.082,-1.819,-0.581,0.536,21,3,4,0,4,0,1.000,6.4
3mzc,-6.341,-0.103,-7.168,-2.722,-0.166,0.938,37,2,0,0,6,1,0.917,6.65
3e85,-6.435,-0.098,-6.787,-2.507,-0.000,0.938,65,0,0,0,6,1,1.000,5.38
1hvl,-10.374,-0.141,-13.409,-9.352,-0.581,1.742,115,7,0,0,11,2,1.000,9.95
3eb1,-6.294,-0.081,-7.563,-3.168,-0.249,1.072,35,2,1,0,6,2,0.625,4.79
2vo4,-5.645,-0.131,-6.655,-1.839,-0.000,0.402,33,0,0,0,3,0,1.000,4.94
3mxe,-9.122,-0.082,-9.070,-5.983,-0.415,2.546,79,5,0,0,14,5,1.000,10.01
2x2r,-7.609,-0.140,-8.571,-3.857,-0.166,0.670,86,1,1,0,5,0,0.850,7.12
1jev,-12.222,-0.179,-11.138,-5.281,-1.577,0.938,102,12,7,0,6,1,1.000,6.89
3fas,-8.240,-0.204,-7.257,-1.177,-0.996,0.134,33,6,6,0,1,0,1.000,6.77
1bcd,-6.645,-0.088,-5.920,-0.440,-0.664,0.402,9,4,4,0,3,0,1.000,8.7
2baj,-8.659,-0.148,-9.208,-4.411,-0.249,0.670,88,3,0,0,4,1,0.950,8.4
1iy7,-9.909,-0.252,-9.251,-2.258,-1.909,0.134,28,4,19,0,1,0,1.000,6.19
