name,total,qq_pl,desolv_pl,vdw_pl,hbond_pl,qq_l,desolv_l,vdw_l,DrugScore,HMscore,PLP_tor,affinity
2ymd,-19.359,-3.431,5.800,-8.793,-3.104,-0.046,0.392,-0.300,-50.700,2.567,7.900,3.16
3f3a,-16.711,-1.978,5.975,-8.861,-2.448,-0.916,0.394,-0.504,-20.557,2.447,7.500,4.19
4lzs,-10.187,-0.406,3.092,-5.913,-1.134,-0.380,0.290,-0.549,-6.143,2.771,1.200,4.8
3ozs,-15.970,-1.015,11.233,-15.983,-3.376,-0.601,1.146,-1.164,51.486,0.338,9.900,5.33
1c5z,-7.895,-2.047,7.033,-6.116,-2.482,0.297,0.392,-0.067,9.314,-0.000,0.000,4.01
3nw9,-19.443,-1.139,14.142,-18.212,-3.867,-0.537,1.505,-1.346,52.100,2.149,9.900,9
1z9g,-6.195,2.015,4.925,-7.420,-1.640,0.228,0.700,-1.081,11.214,1.011,8.300,5.64
5c1w,-7.459,0.033,3.792,-5.630,-0.002,0.000,0.103,-0.164,3.057,3.127,0.100,5.06
2iwx,-7.703,-0.062,5.150,-8.546,-0.584,-0.185,0.134,-0.024,32.771,1.740,1.400,6.68
1vso,-14.305,-3.613,6.175,-7.820,-3.987,-1.519,1.079,-1.231,20.571,-0.000,22.200,4.72
4de2,-13.698,-2.106,7.408,-9.678,-2.673,-0.281,0.484,-0.659,-4.143,-0.000,4.200,4.12
3oe4,-18.192,-1.440,13.917,-16.471,-4.376,-0.836,1.405,-1.209,44.214,0.517,9.300,7.47
4llx,-7.155,-0.338,4.925,-3.913,-1.206,-0.453,0.104,-0.021,-9.043,1.585,0.000,2.89
4pcs,-10.720,-2.105,4.967,-7.177,-2.216,0.548,0.334,-0.395,12.986,2.509,5.200,7.85
5a7b,-12.792,-0.449,4.075,-11.356,-0.008,-0.080,0.448,-0.609,9.357,2.467,11.900,3.57
2vkm,-29.005,-2.558,13.667,-22.390,-2.825,-0.716,2.303,-3.831,2.071,2.509,15.000,8.74
4kzu,-12.938,-0.390,4.042,-11.638,-0.768,-0.002,0.035,-0.175,23.900,2.917,0.000,6.5
4f3c,-20.425,-2.885,11.942,-13.944,-2.976,0.230,1.036,-0.993,-18.229,2.679,18.700,11.82
1owh,-12.925,-2.751,9.717,-9.746,-2.787,0.007,0.948,-0.746,2.743,-0.000,3.400,7.4
4f9w,-13.270,-0.458,4.792,-10.278,-0.887,-0.061,0.634,-0.871,2.243,2.999,0.000,6.94
1qkt,-13.248,-0.818,2.350,-8.484,-1.201,-0.028,0.162,-0.041,9.757,5.092,3.700,9.04
1mq6,-17.849,-0.788,10.258,-17.115,-0.895,-0.004,1.398,-2.130,28.557,2.624,4.400,11.15
4owm,-4.949,-0.931,3.775,-4.876,-0.299,0.276,0.326,-0.004,0.786,-0.000,0.000,2.96
1o0h,-12.743,-4.620,12.217,-8.785,-3.702,0.217,2.225,-1.487,10.129,-0.000,16.800,5.92
3dx2,-12.612,-3.251,6.867,-7.595,-3.509,-0.756,0.516,-0.354,24.157,0.527,9.500,6.82
4m0z,-20.607,-1.181,8.758,-13.489,-3.347,-0.859,1.161,-0.825,-1.000,4.024,0.900,5.19
3gy4,-7.713,-1.635,8.600,-6.664,-2.126,0.467,0.519,-0.173,3.371,-0.000,0.000,5.1
4cra,-18.806,-1.378,12.942,-14.517,-2.188,-0.585,1.311,-1.589,2.071,2.642,9.200,7.22
3n76,-25.712,-1.843,9.558,-13.426,-3.929,-0.284,0.589,-0.591,-112.486,0.338,8.800,6.85
4j21,-15.682,-0.586,5.158,-11.255,-1.349,0.032,0.201,-0.407,-0.914,4.010,0.000,7.41
2zb1,-15.361,-0.277,4.908,-12.076,-0.993,-0.179,0.325,-0.936,16.300,4.082,2.100,6.32
3b68,-20.776,-0.738,7.308,-15.519,-1.342,-0.547,0.899,-0.736,7.571,5.421,10.800,8.4
4bkt,-10.978,-0.897,4.317,-7.402,-2.106,-0.269,0.582,-0.924,0.957,1.323,4.400,3.62
3b27,-8.742,-0.251,7.567,-6.867,-0.639,-0.354,0.816,-0.545,-2.286,2.102,0.200,5.16
4mme,-13.269,-1.506,7.783,-10.810,-1.101,0.184,0.437,-0.550,13.571,2.869,4.400,6.5
3arp,-19.034,0.034,4.225,-12.283,-0.000,0.011,-0.005,-0.844,-6.943,7.866,15.500,7.15
4e5w,-19.647,-1.088,7.067,-12.833,-1.516,-0.539,0.174,-1.019,-23.086,2.833,3.800,7.66
3fcq,-2.831,2.672,4.217,-6.415,-0.609,0.210,0.360,-0.451,14.586,0.267,2.200,2.77
3b5r,-17.106,-0.652,6.050,-13.662,-1.161,-0.130,0.751,-0.970,45.914,6.900,8.200,8.77
4gid,-32.117,-3.025,14.242,-23.159,-3.306,-0.893,2.565,-3.073,-27.743,2.509,22.700,10.77
3ebp,-16.062,-0.283,4.700,-10.253,-0.008,-0.451,0.896,-1.196,-42.171,2.867,5.800,5.91
3u9q,-11.201,-0.433,2.000,-6.540,-0.808,0.000,0.020,-0.270,-2.043,4.511,13.700,4.38
3e93,-23.269,-1.187,6.025,-16.029,-2.167,-0.336,0.499,-1.306,5.914,5.547,1.000,8.85
4w9c,-16.302,-1.119,4.958,-10.028,-2.175,-0.336,0.709,-1.343,11.200,5.029,8.200,4.65
4jia,-14.022,0.246,5.058,-10.228,-0.444,0.108,0.438,-0.602,-12.300,4.386,1.500,9.22
1nc1,-16.093,-1.506,12.017,-12.019,-3.179,-0.594,1.103,-0.976,3.386,1.351,9.500,6.12
3k5v,-11.651,0.054,6.450,-9.442,-0.018,-0.665,1.255,-0.829,27.200,5.754,3.100,6.3
2wer,-8.652,-0.446,5.967,-9.522,-0.894,-0.165,0.139,-0.025,45.671,2.217,1.300,7.05
2wbg,-16.619,-3.780,7.925,-10.846,-2.760,-0.087,0.411,-0.410,26.443,3.598,29.500,4.45
4w9i,-17.644,-1.191,5.217,-11.499,-2.235,-0.621,1.015,-1.685,8.729,4.080,6.700,5.96
1gpn,-12.402,-1.114,4.200,-9.897,-0.535,0.000,0.000,0.000,-6.029,1.371,0.000,6.48
3aru,-10.181,-0.184,3.933,-7.063,-0.411,-0.001,0.151,-0.307,-8.029,3.132,9.500,3.22
3dx1,-10.887,-2.759,6.058,-6.069,-3.386,-0.776,0.304,-0.122,14.029,-0.000,5.700,3.58
1z95,-18.523,-0.709,6.775,-13.229,-1.028,-0.491,1.111,-1.499,21.714,6.498,8.100,7.12
4mgd,-13.590,-1.088,2.875,-8.892,-1.447,0.047,0.155,-0.319,21.414,5.399,5.700,4.69
2fvd,-13.511,-0.963,10.242,-11.872,-1.815,-0.187,1.748,-1.136,17.671,2.547,1.000,8.52
3pxf,-9.210,-1.211,1.633,-5.264,-0.614,0.743,0.773,-0.981,10.686,5.016,1.500,4.43
4cr9,-8.521,-0.806,6.592,-7.036,-1.007,0.278,0.242,-0.079,-13.643,0.338,0.000,4.1
5c28,-7.092,-0.032,4.800,-5.401,-0.011,-0.204,0.267,-0.189,1.129,2.656,0.600,5.66
3cyx,-28.450,-1.505,11.525,-18.459,-2.268,-1.228,3.335,-4.723,-20.243,5.502,20.900,8
3gnw,-19.035,-1.039,8.417,-13.969,-2.102,0.148,1.324,-3.006,8.243,3.864,7.200,9.1
3f3c,-18.351,-2.462,5.800,-8.922,-3.169,-0.993,0.325,-0.210,-48.629,0.632,7.600,6.02
1k1i,-19.893,-2.519,10.867,-11.141,-4.115,-0.704,2.110,-3.322,4.829,3.688,4.100,6.58
1oyt,-17.157,-2.137,9.708,-12.643,-2.238,0.433,0.923,-1.403,-5.771,2.220,0.300,7.24
2al5,-17.942,-4.195,8.367,-9.497,-5.280,-0.816,0.479,-0.480,3.029,0.296,8.000,8.4
3n86,-28.868,-1.751,10.783,-14.214,-4.504,-0.524,0.819,-0.522,-144.986,-0.000,10.500,5.64
3uev,-12.632,-0.334,-0.242,-5.897,-0.036,0.000,0.008,-0.294,-13.271,6.787,22.200,5.89
2r9w,-14.301,-1.315,7.983,-9.067,-2.509,-0.514,1.424,-2.066,8.043,3.206,13.200,5.1
4ih7,-12.161,-0.470,3.033,-7.225,-1.109,-0.001,0.052,-0.328,1.529,4.770,0.100,5.24
3uex,-15.234,0.180,-0.550,-7.082,-0.145,0.000,-0.076,-0.356,-12.086,9.062,32.500,6.92
2brb,-10.578,-0.229,7.333,-9.443,-0.418,-0.403,1.221,-1.516,23.286,3.034,4.100,4.86
3kgp,-7.044,-1.319,5.217,-5.970,-0.549,-0.244,0.311,-0.158,1.514,-0.000,3.200,2.57
1y6r,-17.697,-2.988,13.608,-12.635,-3.731,0.089,1.355,-1.011,-4.171,1.267,11.400,10.11
3prs,-25.060,-1.301,9.658,-17.340,-2.721,-1.027,2.257,-4.351,14.100,4.819,24.800,7.82
5c2h,-17.549,-0.468,9.442,-14.084,-0.760,-0.273,1.172,-0.855,5.943,5.165,9.000,11.09
3ivg,-13.705,-0.648,8.992,-13.709,-0.949,-0.366,1.077,-0.932,22.086,1.307,3.600,4.3
3dxg,-6.630,-0.520,6.425,-5.755,-0.999,-1.150,1.311,-1.124,14.143,0.084,14.500,2.4
2y5h,-10.841,-0.490,6.275,-12.856,-0.406,-0.106,0.535,-1.295,44.014,0.595,10.300,5.79
2xj7,-16.944,-2.842,7.867,-9.292,-3.621,-0.711,0.621,-0.510,-27.429,-0.000,5.500,6.66
4rfm,-18.212,0.181,5.933,-12.487,-0.699,-0.056,0.952,-1.607,-5.457,6.567,4.400,10.05
3fv2,-20.179,-5.287,10.158,-11.379,-5.762,-1.817,1.228,-1.064,36.386,-0.000,15.900,8.11
3g0w,-14.917,-0.630,5.075,-11.726,-0.696,0.358,0.366,-0.749,25.771,5.917,5.700,9.52
1yc1,-11.641,-1.519,8.083,-10.696,-1.538,0.219,1.038,-1.754,28.214,1.373,2.900,6.17
3ozt,-17.752,-1.118,10.100,-15.675,-3.901,-0.592,1.005,-1.104,36.600,0.674,8.400,4.13
1w4o,-10.133,-1.333,8.475,-7.674,-3.828,-1.081,1.272,-1.052,28.657,-0.000,13.100,5.22
2w4x,-10.033,-1.884,7.192,-7.827,-1.428,-1.410,0.984,-0.421,26.543,0.656,10.500,4.85
4u4s,-8.451,-0.290,5.767,-7.219,-0.611,0.000,0.043,-0.109,-12.343,0.296,1.000,2.92
4de3,-13.207,-1.926,6.942,-9.688,-2.635,-0.150,0.367,-0.432,-1.943,-0.000,0.000,5.52
3uri,-33.660,-4.522,12.667,-17.635,-3.171,-2.929,5.019,-6.455,-32.043,5.000,39.300,9
3fv1,-20.332,-5.073,12.125,-12.445,-6.388,-1.242,1.764,-1.310,34.214,-0.000,19.900,9.3
2wca,-13.122,-1.801,6.825,-9.074,-1.906,-0.831,1.257,-1.129,29.257,3.376,14.600,5.6
1nvq,-20.758,-2.725,7.267,-13.782,-2.609,-0.022,0.542,-0.654,7.686,4.527,3.100,8.25
2w66,-12.647,-3.041,9.033,-9.047,-3.865,-0.601,0.849,-0.684,30.243,-0.000,10.300,4.05
3ary,-7.955,-0.899,3.575,-6.426,-0.006,-0.303,0.287,-0.006,-6.543,0.597,0.000,6
4msn,-7.322,-0.192,3.025,-5.022,-0.624,0.161,0.098,-0.207,-3.986,2.281,0.000,4.03
4msc,-12.121,-0.389,6.350,-10.034,-0.574,0.022,0.289,-0.291,2.986,2.890,1.800,5.96
2xnb,-15.767,-0.952,8.125,-11.330,-1.614,-0.425,0.994,-0.606,-12.443,2.715,0.000,6.83
4mrw,-7.263,-0.316,2.308,-5.003,-0.180,0.000,0.000,0.000,12.929,3.744,0.000,3.3
3jya,-9.905,-0.001,3.375,-7.259,-0.132,0.000,0.000,0.000,12.429,4.761,0.000,6.89
3up2,-16.500,-2.296,9.942,-11.332,-1.581,-0.781,1.724,-1.516,15.200,4.159,3.700,7.4
2zda,-21.480,-2.638,9.917,-13.098,-3.391,-0.370,1.515,-2.099,-19.771,2.775,9.600,8.4
3ueu,-10.016,0.242,-0.108,-5.026,-0.000,0.000,0.008,-0.329,-8.471,5.649,16.500,5.24
4mrz,-6.925,-0.302,4.200,-4.520,-1.184,0.245,0.243,0.067,-13.514,1.393,0.000,3.52
2fxs,-8.732,-1.013,6.958,-8.848,-1.209,-0.401,1.125,-0.939,37.514,1.255,8.700,6.06
1lpg,-18.674,-1.747,12.292,-16.600,-1.712,-0.161,1.316,-1.376,13.043,1.802,6.700,7.09
1q8t,-10.018,-1.113,5.683,-7.558,-1.232,-0.128,0.485,-0.532,-3.700,0.926,5.700,4.76
3qqs,-12.640,-5.159,6.308,-8.561,-1.782,1.379,0.921,-0.647,4.229,0.970,0.000,5.82
2weg,-5.045,0.817,4.200,-5.322,-0.568,0.190,0.222,-0.251,3.900,1.307,0.000,6.5
3jvs,-16.593,-0.586,4.733,-10.554,-0.887,-0.603,1.042,-1.499,-21.371,3.482,0.600,6.54
3f3e,-17.762,-2.392,4.292,-6.963,-3.181,-0.920,0.192,-0.209,-51.229,1.962,10.300,7.7
2qbq,-15.601,-3.978,7.683,-10.690,-2.653,0.584,0.696,-1.471,37.929,3.614,4.900,7.44
1bzc,-16.222,-1.568,9.708,-12.348,-4.151,-0.797,1.353,-1.185,36.886,2.572,15.700,4.92
1pxn,-12.159,-0.948,8.925,-10.505,-1.367,-0.440,1.101,-0.714,11.729,1.704,1.500,7.15
2j78,-10.427,-2.159,8.333,-8.067,-4.581,-0.652,0.512,-0.239,44.114,-0.000,14.000,6.42
1z6e,-19.622,-0.824,12.308,-17.037,-1.419,-0.487,1.408,-1.998,11.729,2.621,5.700,9.72
3zdg,-10.939,-1.333,3.017,-7.629,-0.532,-0.150,0.198,-0.085,-9.771,1.562,11.800,7.1
4gfm,-9.782,-0.535,4.800,-8.469,-1.194,0.052,0.398,-0.685,13.200,1.519,0.000,7.22
4eo8,-16.123,-1.641,1.933,-8.218,-1.044,-0.064,0.319,-1.696,-5.257,5.298,0.900,8.15
2wvt,-8.663,-2.712,7.983,-7.331,-2.647,0.043,0.645,-0.370,31.257,-0.000,15.300,6.12
3nx7,-7.462,1.568,5.508,-8.686,-1.161,-0.151,0.871,-1.227,4.800,-0.000,8.300,8.1
1syi,-19.712,-4.356,7.408,-10.473,-5.334,-0.756,0.514,-0.664,-1.257,0.532,7.400,5.44
4ddk,-5.107,-0.051,4.108,-6.685,-0.432,-0.009,0.135,-0.091,20.700,-0.000,0.000,2.29
2zcr,-16.380,-0.186,6.583,-11.757,-1.120,-0.920,0.645,-1.055,20.486,5.327,22.600,6.87
2xbv,-20.355,-0.548,10.167,-17.357,-0.567,-0.423,1.268,-1.756,5.857,3.701,5.300,8.43
4de1,-14.580,-2.519,7.875,-9.874,-2.981,-0.119,0.423,-0.486,-9.171,-0.000,0.000,5.96
4abg,-9.505,-1.711,5.250,-6.962,-1.598,0.119,0.317,0.019,-10.700,-0.000,3.400,3.57
3uuo,-13.133,-1.034,4.242,-7.347,-1.126,-0.119,0.461,-0.744,-8.443,4.366,0.300,7.96
4eor,-16.644,-0.967,9.542,-11.904,-2.280,-0.637,1.273,-0.945,-2.600,3.033,5.100,6.3
1sqa,-14.286,-2.587,13.658,-12.210,-2.658,0.042,2.092,-1.232,-3.043,-0.000,3.800,9.21
3mss,-10.314,-0.225,1.242,-6.577,-0.000,-0.346,0.479,-0.647,0.429,4.060,11.400,4.66
2p15,-20.896,-0.777,3.008,-13.378,-1.706,-0.029,0.265,-1.001,30.529,9.171,6.900,10.3
3ejr,-15.707,-2.787,7.892,-11.152,-2.865,0.344,0.412,-0.465,-6.800,0.716,10.600,8.57
3ge7,-19.740,-3.699,11.175,-13.342,-4.220,0.789,0.833,-0.746,-15.457,1.261,10.800,8.7
3zsx,-15.991,-1.563,6.100,-10.715,-1.989,-1.956,1.603,-2.851,29.743,1.981,11.500,3.28
1u1b,-14.712,-3.795,15.883,-13.612,-3.331,0.196,5.456,-3.910,16.957,0.562,21.600,7.8
4ty7,-21.301,-2.451,9.825,-14.068,-3.252,-0.069,1.221,-2.209,-13.300,2.404,13.100,9.52
5dwr,-19.192,-2.963,7.067,-11.399,-1.747,-0.004,1.640,-2.324,11.186,6.037,3.000,11.22
2j7h,-8.314,-1.544,5.842,-6.445,-3.506,-0.036,0.279,-0.147,24.943,-0.000,9.900,7.19
2br1,-10.886,-0.331,8.033,-10.288,-0.586,-0.382,1.333,-0.919,27.843,3.371,6.500,5.14
3utu,-26.892,-2.098,13.325,-18.485,-3.014,-0.879,2.879,-3.729,-23.786,3.060,11.800,10.92
3syr,-20.556,-2.040,10.942,-10.164,-5.013,-0.461,0.981,-0.720,-76.100,-0.000,13.700,5.1
3g31,-5.764,-0.613,1.292,-3.127,-0.022,-0.287,0.356,-0.496,-2.714,1.998,1.500,2.89
4kzq,-10.221,-0.341,4.375,-10.935,-0.721,0.008,0.106,-0.257,38.357,1.865,1.500,6.1
2xii,-14.475,-2.229,9.975,-12.148,-3.131,-0.124,1.154,-0.986,21.614,0.527,9.700,7.2
4m0y,-13.562,-0.634,6.958,-8.448,-2.002,-0.835,1.034,-0.833,-8.071,2.577,0.000,6.46
1p1n,-15.553,-3.571,6.892,-8.357,-3.901,-1.581,0.647,-0.664,10.957,-0.000,9.600,6.8
3coz,-19.637,-2.255,14.642,-14.394,-5.098,-1.788,2.309,-2.000,22.971,0.655,19.100,5.57
2wnc,-16.974,-1.624,4.000,-8.977,-0.585,-0.013,0.292,-0.742,-47.229,3.592,3.100,6.32
1uto,-5.803,-1.088,3.658,-4.980,-0.621,0.020,0.147,-0.112,1.714,-0.000,7.400,2.27
3arq,-13.926,-1.462,7.392,-11.081,-0.714,-1.352,1.575,-1.272,14.829,2.600,15.500,6.4
1a30,-11.611,0.952,8.525,-9.878,-2.282,-1.067,1.992,-2.205,2.186,0.866,19.100,4.3
3kwa,-2.233,-0.128,6.500,-6.434,-1.288,0.192,0.987,9.049,-49.043,0.716,28.100,4.08
3qgy,-14.606,-0.173,7.692,-10.395,-1.088,-0.551,1.447,-1.376,3.686,4.779,0.000,7.8
4djv,-17.242,-2.514,6.050,-10.975,-1.827,-0.010,0.700,-1.237,11.614,4.554,3.400,6.72
2xb8,-25.266,-1.197,9.875,-12.247,-3.908,-0.730,0.862,-0.719,-112.200,1.307,12.000,7.59
4eky,-21.701,-1.923,11.133,-12.354,-4.556,-0.419,0.992,-1.014,-67.443,-0.000,17.400,3.52
3dd0,-6.754,0.837,5.475,-6.597,-0.605,0.115,0.300,-0.200,6.100,2.237,2.900,9
3fur,-19.996,-0.558,7.858,-14.532,-0.579,0.555,1.087,-1.549,11.871,8.540,0.700,8
2v7a,-17.647,-1.633,6.567,-12.044,-1.789,-0.152,0.881,-1.146,-12.857,2.772,4.600,8.3
3e5a,-19.332,-0.627,9.167,-12.454,-1.215,-0.954,2.006,-1.555,-29.614,4.667,0.500,8.23
4qd6,-14.513,-0.653,5.908,-8.992,-1.332,-0.159,1.829,-1.461,8.629,6.887,3.000,8.64
3bgz,-16.241,-0.780,3.708,-8.976,-1.059,-0.355,0.403,-1.117,6.100,6.754,0.000,6.26
2zy1,-14.328,-1.300,5.258,-10.125,-2.091,-0.320,0.533,-0.877,23.857,3.785,15.200,7.4
4ivd,-15.660,-0.956,6.417,-11.218,-1.599,0.007,0.365,-1.144,0.814,3.197,7.700,9.52
3r88,-6.426,-0.952,4.967,-6.476,-1.127,0.376,0.442,0.455,5.171,0.301,1.900,4.82
3pyy,-14.525,-0.322,5.142,-10.104,-0.606,-0.036,0.779,-1.044,-2.057,4.974,0.300,6.86
3n7a,-14.406,-1.743,7.358,-7.247,-4.056,-0.390,0.375,-0.176,-36.971,-0.000,5.400,3.7
4f09,-12.489,-0.782,4.817,-8.167,-1.188,0.010,0.232,-0.645,-7.086,3.014,1.500,6.7
1s38,-11.659,-1.298,6.508,-7.708,-2.568,-0.047,0.133,-0.034,-11.586,0.674,0.000,5.15
4x6p,-20.181,-1.045,9.825,-17.293,-2.002,-0.324,1.264,-2.076,20.671,2.532,5.200,8.3
2v00,-9.127,-0.608,5.433,-7.183,-1.521,-0.005,0.312,-0.446,1.000,0.970,5.200,3.66
5aba,-7.092,-0.454,4.008,-7.970,-0.004,-0.007,0.564,-0.589,22.329,0.929,6.800,2.98
2vw5,-14.336,-1.266,7.758,-11.455,-1.858,-0.839,0.812,-0.585,19.914,1.949,8.900,8.52
4agq,-13.710,-0.496,5.067,-11.502,-0.276,-0.142,0.610,-0.806,2.386,2.509,9.700,5.01
3lka,-8.091,-0.358,3.817,-6.630,-1.204,-0.373,0.244,-0.137,-1.871,-0.000,1.300,2.82
1ydt,-15.781,-1.692,8.958,-12.800,-1.554,-0.272,1.023,-0.843,11.814,2.487,5.500,7.32
4j3l,-16.999,-0.756,5.508,-12.397,-1.340,-0.223,0.331,-0.797,1.529,3.728,7.200,7.8
3u8n,-19.263,-1.806,6.183,-10.653,-1.179,0.289,0.372,-0.199,-81.457,2.018,4.200,10.17
3rsx,-8.260,-0.286,4.600,-7.146,-1.329,-0.211,0.176,-0.156,19.957,1.752,0.000,4.41
3rr4,-14.988,-2.249,8.575,-9.396,-3.091,0.483,0.233,-0.137,-5.600,2.854,0.000,4.55
3zso,-18.729,-1.594,6.733,-12.872,-1.895,-1.884,1.971,-3.970,42.500,3.484,14.700,5.12
1nc3,-15.988,-2.340,12.992,-12.041,-4.522,-0.456,1.122,-0.800,13.886,0.210,8.100,5
4agn,-9.622,-0.688,4.667,-9.724,-0.474,-0.191,0.581,-0.195,18.014,0.970,8.300,3.97
3pww,-27.575,-3.466,10.625,-16.786,-2.747,-0.990,3.188,-4.107,-19.086,4.914,23.500,7.32
4ea2,-6.525,-1.516,3.142,-10.692,-0.567,0.585,0.255,10.671,-0.471,4.960,10.000,6.44
3l7b,-17.501,-1.120,10.167,-9.449,-2.951,-0.113,0.915,-0.727,-84.729,-0.000,9.500,2.4
2yki,-22.545,-0.445,9.617,-16.581,-1.226,-0.257,0.965,-1.434,-1.714,6.261,0.100,9.46
2zcq,-7.022,4.390,7.300,-10.114,-2.058,0.410,0.934,-0.936,17.600,2.794,16.300,8.82
1qf1,-14.343,2.041,7.283,-11.813,-2.286,-0.056,1.281,-1.830,-7.543,3.375,18.300,7.32
3ehy,-7.363,1.388,5.167,-8.308,-0.574,-0.605,0.604,-0.909,8.114,-0.000,1.300,5.85
4ih5,-7.895,0.518,6.433,-6.383,-0.166,0.076,0.776,-0.595,-2.629,3.510,0.000,4.11
1ps3,-10.371,-1.142,7.933,-8.451,-3.687,-0.236,0.485,-0.262,21.871,-0.000,7.800,2.28
2qbp,-16.799,-3.906,9.875,-12.696,-2.522,0.675,1.045,-1.890,31.386,2.777,7.000,8.4
2cbv,-11.881,-4.388,7.667,-7.439,-4.998,0.110,0.342,-0.101,36.771,-0.000,8.300,5.48
3gc5,-18.366,-3.869,11.275,-11.082,-4.248,0.810,0.725,-0.482,-14.729,2.308,5.400,7.26
4dld,-17.622,-4.762,8.125,-10.256,-4.194,-1.082,1.023,-1.021,13.800,-0.000,10.200,5.82
4ogj,-17.374,-0.657,6.367,-8.244,-1.627,-0.817,2.677,-3.565,-5.957,7.639,9.700,6.79
4twp,-14.823,-0.025,6.692,-11.952,-1.412,-0.065,0.499,-0.795,11.886,3.837,1.500,10
3udh,-11.607,-2.730,3.508,-6.406,-1.829,0.000,0.000,0.000,-3.057,1.644,0.000,2.85
3jvr,-11.935,0.062,4.658,-9.309,-0.282,-0.456,0.691,-0.722,0.486,3.137,5.400,5.72
3g2n,-12.160,-1.365,9.342,-10.175,-3.448,-0.828,0.917,-0.764,28.443,0.084,14.100,4.09
3ui7,-12.330,-0.155,4.367,-8.512,-0.632,-0.016,0.489,-0.836,-2.700,4.144,4.500,9
2p4y,-19.736,-1.049,6.408,-15.231,-0.500,0.140,0.808,-2.106,62.400,9.555,9.200,9
4ivc,-15.708,-0.873,6.675,-11.353,-1.616,0.009,0.399,-1.031,-5.171,2.840,7.900,10
3uew,-13.218,0.011,-0.325,-6.147,-0.227,0.000,-0.050,-0.396,-10.314,7.567,29.300,6.31
2x00,-29.631,-1.901,4.350,-13.105,-0.585,0.039,0.161,-0.489,-146.243,5.516,4.400,11.33
4e6q,-14.497,-0.561,6.442,-10.932,-1.159,-0.027,0.222,-0.641,-3.986,2.833,4.100,8.36
4ddh,-8.176,-1.749,5.967,-7.981,-1.633,0.028,0.332,-0.135,25.900,-0.000,2.800,3.3
4kz6,-9.982,-1.970,4.483,-5.497,-1.732,-0.370,0.330,-0.501,-3.129,1.244,6.500,3.1
4agp,-12.943,-0.426,4.167,-11.354,-0.011,-0.139,0.463,-0.701,12.800,2.846,13.400,4.69
3cj4,-14.885,-1.878,3.892,-8.568,-1.029,-0.048,0.644,-1.445,-11.486,3.514,4.100,6.51
3rlr,-12.971,-0.689,7.108,-10.096,-1.192,-0.041,0.653,-1.049,8.600,3.062,1.500,7.52
2qnq,-23.670,-3.127,8.258,-15.478,-2.380,0.060,2.046,-5.119,23.643,4.968,3.500,6.11
3gbb,-17.495,-4.524,7.475,-10.055,-4.458,-1.068,0.769,-0.831,16.857,-0.000,10.900,6.9
1gpk,-12.246,-1.395,4.558,-9.573,-1.218,0.029,0.366,-0.146,7.329,2.149,2.900,5.37
4wiv,-12.936,-0.125,1.800,-7.321,-0.609,-0.064,0.256,-1.369,15.429,6.705,1.200,6.26
3oe5,-18.366,-1.198,12.192,-15.831,-3.914,-0.756,1.184,-1.062,29.829,0.800,12.900,6.88
1r5y,-11.245,-1.529,7.550,-7.567,-3.111,-0.134,0.234,-0.064,-3.157,0.344,0.000,6.46
2c3i,-13.660,-0.290,4.600,-9.332,-0.460,-0.029,0.673,-0.604,-5.800,4.957,0.500,7.6
