name,GBVIWSA_dG,coul,sol,vdw,sa,affinity
2xde,-7.15188,-2.54484,2.05244,-2.96615,-1.60083,5.47
4pzv,-11.1303,-4.25474,2.31942,-4.9363,-2.16614,5.7
1d09,-9.51773,-81.2624,76.1096,0.0798803,-2.35221,7.57
4j74,-5.70137,0.790023,-0.644656,-2.75823,-0.995999,4.59
3q6z,-9.15313,-2.48728,1.72227,-4.98377,-1.31183,3.72
3ozj,-2.47878,1.36506,-1.20458,1.00537,-1.55211,5.11
3ml5,-7.39446,-15.9888,13.2734,-1.67667,-0.909908,8.52
3a2o,-11.2661,-3.23513,3.05788,-6.40386,-2.59244,9.08
4a6l,-8.25345,-7.71792,7.27972,-3.80755,-1.91519,8
3jyr,-12.1828,-11.2945,8.36421,-4.74408,-2.41586,5.54
4u5o,-6.06595,-20.4273,19.3849,-2.28933,-0.641747,2.42
2pqz,-9.16401,-6.50583,6.02317,-4.51463,-2.0742,5.67
1yda,-3.92581,-6.3726,6.40233,-1.08896,-0.77406,6.55
1mfi,-3.87574,-12.7924,11.4644,0.81985,-1.27511,5.59
2qtt,-7.61583,-1.78071,0.922324,-3.02255,-1.64238,4.32
2ha2,-6.06966,-9.65917,9.57113,-3.07623,-0.812887,4.66
4b34,-3.19645,0.318655,-0.255122,-0.176936,-0.990537,3.14
1nw5,-9.09267,-10.6797,9.09166,-3.35389,-2.05818,5.21
2exm,-5.87654,-1.32839,1.06571,-2.45028,-1.07107,4.11
4k4j,-8.49384,-8.89237,8.70276,-3.88646,-2.32526,6.12
3p58,-7.43272,-11.8079,9.81901,-2.23043,-1.1209,7.6
1ec3,-11.4141,-7.29447,6.86906,-5.97963,-2.91656,9.04
4ayu,-5.53057,-17.3881,13.6383,1.0646,-0.752831,4.73
3r16,-3.68178,-2.78943,4.37071,-2.33228,-0.838282,7.3
4k5p,-11.1197,-14.1628,7.8929,-0.996289,-1.76101,3.46
3nb5,-5.65311,-5.49509,5.296,-2.4588,-0.902712,7.74
3cft,-3.40806,-5.20874,5.10749,-0.855864,-0.358436,4.19
1o7o,-11.6701,-45.196,39.2171,-1.86912,-1.72958,4.49
1fl3,-5.40721,1.92287,-1.34834,-2.38518,-1.50404,6.8
1xk5,-5.81941,-28.5689,27.8666,-1.90029,-1.12428,6
3sym,-8.81733,-12.2255,10.9442,-3.04162,-2.40191,4.57
5cp9,-3.34601,-7.53574,6.68886,0.310819,-0.717437,3.51
4x6m,-10.2514,-1.09129,0.747223,-5.71718,-2.09767,8.24
3ta1,-10.0567,-35.2942,34.4017,-5.43663,-1.63506,3.25
3ipu,-9.36623,-6.19167,6.38655,-5.67011,-1.7985,7.32
5boj,-6.18352,-5.49071,4.63442,-1.5401,-1.69462,7
4ye3,-8.13402,-1.8656,1.46436,-3.23806,-2.40221,8.37
2qwb,-6.48772,-5.93661,4.22328,-1.62373,-1.05815,2.74
4ge1,-5.4845,-5.91956,5.30768,-1.95604,-0.824065,6.43
3lzs,-9.47871,-0.392725,0.261851,-5.06482,-2.19052,10.96
3rdq,-6.90286,-2.37743,1.48087,-2.61172,-1.30207,9.31
2pwr,-11.1257,-13.1018,12.2777,-5.41946,-2.7897,6.59
4xe1,-7.92448,-21.5603,18.4888,-1.7695,-0.990934,7.11
3bbf,-8.06082,-25.2231,23.6962,-3.48967,-0.951685,5.28
1ax0,-5.49262,0.0209038,-0.727649,-1.83839,-0.854967,3.13
4z1k,-8.49669,-14.7973,11.9545,-2.58586,-0.975554,8.33
1yei,-8.49306,-13.3669,12.6111,-4.40613,-1.23858,7.46
1g7q,-10.1525,-23.0898,20.4762,-3.18553,-2.2608,6.06
3upv,-9.21878,-26.904,24.6388,-3.1694,-1.69168,5.3
1hmr,-7.22645,-12.2291,11.672,-3.27345,-1.30343,6.55
4og4,-7.5102,-7.21781,7.09563,-4.02637,-1.26915,6.02
4kwg,-4.5077,-4.15102,4.23371,-1.20827,-1.28961,6
4djw,-6.86983,-4.0983,3.05996,-2.23745,-1.50153,6.28
4q08,-8.43511,-11.5546,8.87003,-1.75645,-1.90158,6.3
1uou,-5.90286,-3.07968,2.60972,-1.66419,-1.6762,7.7
4nbn,-8.72228,-10.1577,9.98955,-4.92793,-1.5337,4.36
2p16,-9.17219,-2.94315,3.03344,-5.23434,-1.93563,10.1
4l4v,-7.39528,-0.465265,0.242447,-3.30083,-1.77912,5.78
1bcd,-5.49049,-12.277,10.7618,-1.16805,-0.714698,8.7
3iss,-9.76696,-24.8572,23.4991,-4.80425,-1.51197,6.05
3ckb,-6.00963,-0.691752,0.366321,-2.72924,-0.862449,2.98
1apv,-9.7061,0.21671,-1.03121,-4.61517,-2.18392,9
1i9p,-5.16619,-9.65159,7.67912,0.192655,-1.29386,8.41
4qew,-7.13447,-2.61988,2.51897,-3.59532,-1.34573,7.07
2pyy,-6.87561,-7.34553,5.27961,-0.899802,-1.81738,4.6
1fhd,-7.04374,-16.3911,14.3171,-1.46476,-1.41246,6.82
1d3p,-9.17766,-10.0937,9.79586,-5.27083,-1.51644,7.39
4en4,-3.63949,-2.9964,3.17755,-1.05344,-0.6747,5.52
3rlq,-6.5459,-2.37834,2.21722,-3.14067,-1.1516,7.4
1qk3,-7.80407,-5.74854,3.93473,-2.65549,-1.24226,5.15
1sln,-11.8781,-21.7282,16.7082,-2.85001,-1.91556,6.64
4ual,-7.72259,-7.17805,6.96729,-4.10843,-1.31088,8.4
3sio,-9.53766,-4.1637,4.37255,-5.69449,-1.95951,8
4jv6,-6.83078,-0.558264,0.370605,-3.2457,-1.30491,6.66
4d3h,-9.71626,-6.14836,5.43127,-5.27262,-1.63404,6.43
1y3n,-7.64533,-17.0796,15.4898,-2.68472,-1.27838,5.55
4bc5,-5.03041,-1.59116,0.788336,-1.20045,-0.934621,4.6
1oth,-10.8971,-48.745,44.5118,-2.49546,-2.07591,7
4zvi,-6.12527,-7.64669,7.5083,-2.88561,-1.00876,6.33
1f4f,-6.31592,-7.64047,7.86569,-3.3088,-1.13983,4.62
4xiq,-7.53342,-4.49748,4.35356,-4.06715,-1.22984,7.07
2flr,-7.39768,-6.56364,5.82014,-2.99165,-1.57001,6.1
3pce,-7.50407,-31.7202,27.1521,0.420915,-1.26437,2
1ta6,-9.77458,-5.2965,4.87726,-5.43732,-1.8255,9.13
4ipj,-6.51554,-28.3205,24.9318,0.250856,-1.28519,4.87
1fch,-10.3518,-21.0724,19.8085,-5.1127,-1.88264,7.15
1dl7,-5.3679,-3.48292,3.39504,-2.20988,-0.977641,6.49
1zoe,-5.93473,-0.631856,0.91674,-2.85202,-1.27508,7.4
4mnp,-7.68485,-5.53878,3.93614,-2.72451,-1.2652,7.34
1h4w,-5.47368,-7.21827,6.41715,-1.97522,-0.604833,4.66
4ozj,-9.68558,-40.2708,38.6239,-4.43368,-1.51252,5.4
4der,-4.67985,-3.76548,3.84807,-1.93561,-0.734322,6.31
2uy3,-5.28446,-2.84914,2.31282,-2.01701,-0.638618,3.22
1a1e,-8.18202,-21.1201,19.3323,-2.90204,-1.39972,6
1b5j,-12.5202,-33.37,30.6753,-4.91928,-2.81367,7.43
2c1p,-6.9611,2.28247,-2.35654,-3.46645,-1.32808,5.4
1jmg,-5.09499,-30.1412,29.1907,-0.504635,-1.54734,6.07
4ww6,-8.06142,-8.89643,6.04954,-2.05938,-1.06264,10.21
4tim,-3.58667,-22.4459,21.3861,0.458428,-0.892798,2.16
2nta,-6.98285,-17.034,16.3576,-2.75316,-1.46083,4.8
3t09,-5.91047,-7.26709,5.81424,-0.700377,-1.66474,3.8
4cwn,-7.30265,-0.828044,0.938102,-3.915,-1.4052,5.59
4q4p,-7.65758,-10.5229,9.34172,-3.10985,-1.27407,6.39
4kfq,-6.17595,-3.18505,2.10831,-1.89978,-1.10692,8.23
3ozg,-7.81316,-14.9464,12.9707,-2.02201,-1.72293,9.19
3d50,-7.48896,-14.951,12.1642,-1.11573,-1.49389,4.77
4a4v,-7.74124,-2.88346,2.88438,-4.05646,-1.59319,6.54
2sim,-7.30232,-8.91821,7.34305,-2.76036,-0.874287,3.42
1bn1,-7.14184,-14.334,11.4784,-0.997514,-1.19612,9.34
2ygf,-8.97092,-10.1089,9.54269,-4.29199,-2.02016,5.09
3hit,-10.0119,-18.5446,16.5486,-4.13226,-1.79115,8.19
2xyf,-10.9268,-4.24488,3.78243,-5.58315,-2.7887,8.44
4ufk,-5.59008,-7.60777,6.36747,-1.67146,-0.58581,3.89
1o3j,-3.95226,-9.54145,8.29124,0.387999,-0.99755,6.77
4lkk,-6.37299,-5.57499,4.50466,-2.05825,-1.1519,5.92
2wos,-6.1779,-5.17783,5.18911,-3.15326,-0.943415,3.9
4fnn,-4.95173,-9.41306,9.37662,-1.70564,-1.11714,7.57
1tys,-9.42317,-43.5994,40.4787,-2.71949,-1.49051,5.49
1d4i,-11.9014,0.838612,-0.816166,-7.27156,-2.55979,8.85
1hpo,-8.85265,-4.0392,3.14402,-3.9859,-1.87907,9.22
4xty,-12.9015,2.31221,-2.19983,-7.82189,-3.09946,9.21
2aoe,-13.1881,-14.7431,12.9085,-6.15481,-3.10614,7.62
1tok,-5.94053,-19.8114,17.8797,-0.971633,-0.944729,2.47
4xmr,-6.09867,-7.17684,5.79489,-1.59813,-1.02608,4.07
4knm,-7.63329,-11.7687,8.62846,-1.04612,-1.35443,8
4gzt,-3.60923,-17.4571,15.6384,1.6806,-1.37871,7.77
4i8z,-8.80588,-0.974198,1.12672,-4.61679,-2.2491,11.05
4pyy,-9.47679,-12.0066,9.08558,-2.57347,-1.88981,7.23
2q1q,-7.4672,-16.4509,13.5811,-1.5938,-0.911098,8.15
4np9,-2.05075,-30.1365,29.0893,1.96543,-0.87643,5.03
2pgz,-8.08753,-6.34507,5.9804,-4.27727,-1.35309,5.74
3gjw,-4.88741,-6.72538,6.04231,-1.17692,-0.934902,8.3
3le9,-10.1158,-8.72012,4.79088,-2.75869,-1.3353,8.22
3g30,-1.38622,-7.21693,6.04047,2.88782,-1.00506,2.51
1qb1,-4.73223,-8.00288,7.03127,-0.238129,-1.42999,6.77
3q71,-10.0765,-16.6438,14.9384,-4.27382,-2.00472,5.22
1jmf,-6.09357,-38.3223,36.7408,-0.776073,-1.64356,5.77
2afx,-6.59179,-4.22609,1.94275,-1.60435,-0.61159,5.15
1ct8,-8.25722,-14.3471,13.2175,-3.48799,-1.54712,6.52
3uug,-6.83116,-2.92077,1.23213,-1.85357,-1.19644,4.51
3d0e,-11.1036,-17.9748,16.5669,-4.87099,-2.73226,8.4
4bny,-7.62034,0.799668,-0.472479,-3.7278,-2.12723,7.1
1zfq,-7.26121,-10.1647,7.58194,-1.7754,-0.810563,7.52
1wcq,-7.7341,-15.6467,13.1515,-1.90364,-1.24268,6.26
3v51,-9.97083,0.721229,-0.699465,-5.36876,-2.53133,8.55
2hl4,-3.94171,-3.83673,5.30934,-2.28478,-1.03703,7.64
2q2a,-8.66055,-18.8329,16.059,-1.97315,-1.82096,7.41
4km2,-7.20885,-10.5383,9.5796,-2.78582,-1.37179,5.84
3m5e,-4.51563,-7.00306,8.215,-2.50579,-1.12928,7.37
2p3c,-9.29164,-6.22234,4.52014,-1.67757,-3.81936,7.62
2r2m,-8.16528,-1.87149,1.44654,-4.30703,-1.34079,7.33
4wkb,-8.75881,-9.80704,8.99027,-4.34609,-1.50345,11.57
2gst,-10.1262,-23.7906,21.654,-3.70169,-2.19534,6.07
4q7p,-6.79537,-15.0417,12.8609,-1.8814,-0.64067,4.32
4afg,-6.23589,-7.93296,7.57037,-2.82667,-0.954127,8.3
4e6d,-8.08613,-2.81993,2.46945,-3.93841,-1.70472,8.92
2qhy,-9.44672,-6.26556,6.06642,-4.71686,-2.43821,7.48
3ekp,-8.36604,-5.22844,5.34623,-3.94131,-2.45001,8.89
2we3,-14.6314,-63.4064,53.957,-1.7834,-1.30608,4.43
2vwm,-9.43339,-1.68524,1.80514,-5.52513,-1.93565,7.03
1oba,-3.80544,-0.0381405,-0.0126758,-1.38024,-0.281879,2.44
3d8z,-4.46339,7.38116,-7.39903,-1.79242,-0.560596,3.37
2bqv,-10.3977,-5.3131,5.55306,-6.37717,-2.16801,8.05
2i3v,-7.51157,-14.0772,11.7666,-1.29749,-1.81094,6.55
4de5,-4.86735,-4.65251,4.25128,-1.66799,-0.705626,3.15
2vwn,-9.11553,-4.47222,4.46425,-5.2776,-1.73745,8
4omj,-11.2201,-0.755233,1.19536,-5.29736,-4.27033,5.26
3su6,-11.5922,-10.4001,9.76085,-6.39297,-2.46751,6.02
1hpv,-9.0064,-2.79879,2.9271,-5.05482,-1.98738,9.22
4ndu,-5.28944,-2.84619,2.28533,-1.83503,-0.801042,2.74
5a2i,-6.34855,-8.60444,8.06,-2.42764,-1.28396,5.06
3cj2,-5.94914,-1.0338,0.814078,-2.51825,-1.11866,4.85
1d9i,-5.34176,-10.3893,10.1954,-1.19712,-1.85823,9.11
2bes,-7.00583,-34.9969,32.9806,-2.12314,-0.773888,4.24
4x5p,-7.62478,-5.1448,3.21291,-2.24149,-1.35888,8.21
1phw,1.56297,-18.1877,18.5011,4.35281,-1.01065,3.3
4ibc,-6.14628,-16.7592,16.0925,-2.37435,-1.01279,2.98
4djo,-10.3742,-5.43139,5.26181,-5.72911,-2.38304,11.52
4kz7,-4.87298,-7.01861,6.57635,-1.6314,-0.706801,2.49
4ibi,-4.95149,-8.92982,7.81642,-0.599938,-1.14564,4.14
3sw8,-9.19324,-15.0593,10.856,-1.36298,-1.53438,4.5
2o8h,-6.83724,5.6427,-5.53291,-3.69509,-1.15943,7.6
185l,-5.41265,-0.617873,0.76173,-1.84247,-1.62152,3.54
4e4n,-8.42125,2.7916,-2.99398,-4.37667,-1.7497,9.05
1sw1,-6.11336,-4.45517,3.66751,-2.2879,-0.945289,7.3
4ksy,-11.1829,-23.053,21.9699,-4.77685,-3.23048,8.42
3b25,-6.18519,-0.252495,0.304624,-3.01197,-1.13283,6.07
4jsa,-3.213,-3.23865,4.28287,-1.49697,-0.667739,4.96
1nt1,-9.23495,-4.53776,4.28588,-5.06362,-1.82694,8.89
2clk,-6.65452,-21.5275,20.1318,-1.62853,-1.5377,3.79
2oxx,-4.418,-0.434229,0.614535,-1.28123,-1.22457,6.7
1oyq,-7.9394,-6.49523,5.53636,-3.58105,-1.30698,6.96
3bkk,-10.8622,-23.398,19.7242,-2.64698,-2.44893,6.08
4d4d,-7.67045,-18.6665,16.9398,-2.68514,-1.16612,5.96
1c70,-12.0443,-9.98982,10.0681,-7.35414,-2.67597,10.3
1b3h,-11.9258,-31.0345,28.4664,-4.43877,-2.82644,6.21
3nik,-9.02546,-39.3825,36.8219,-2.58498,-1.78742,3.45
1cnx,-5.4265,-7.5844,7.94197,-2.68157,-1.01,7.37
1hn4,-11.3026,-12.7082,11.6661,-5.18364,-2.98438,3.82
2dw7,-4.49626,-23.2583,21.2277,1.59386,-1.96706,4.7
4oct,1.6715,-24.7689,20.3453,9.31539,-1.12769,5.05
1z1h,-9.76629,-5.86319,5.81692,-5.25672,-2.37078,8.4
1k1l,-7.12599,-16.1752,14.4196,-1.67852,-1.59935,6.9
1nf8,-7.53368,-22.7372,21.4127,-2.84288,-1.27379,7.82
2fdp,-11.4852,-13.8012,12.1321,-4.94744,-2.76014,7.59
3o9a,-11.0122,-3.38432,3.1901,-6.31218,-2.41327,10.7
1oif,-5.81689,-17.6115,15.7537,-0.917318,-0.949248,7.72
2byr,-10.0482,-2.00002,2.13272,-5.86929,-2.21905,8.55
3fql,-10.8043,1.0804,-1.15709,-6.11058,-2.52454,7.15
3hzm,-5.67383,-20.5737,18.6802,-0.994027,-0.693799,5.52
3cd7,-10.6916,-16.221,14.4945,-4.35814,-2.51445,7.84
4rj8,-8.33667,0.378096,-0.690354,-4.11072,-1.82119,7.77
1km3,-6.88278,-21.3329,18.9249,-1.25789,-1.12441,4.91
1lzq,-10.9613,-18.307,16.9563,-4.24192,-3.27615,8.39
2i19,-17.3616,-100.539,86.0326,0.5385,-1.30158,7.8
4trc,-4.37731,-1.27543,1.20032,-1.52924,-0.680458,4.52
3isj,-5.94398,-4.96447,4.92384,-2.70162,-1.10923,3.68
4cpz,-8.60613,-17.816,15.3814,-2.62785,-1.45115,7.68
4avs,-4.95635,-14.4152,11.1554,1.08195,-0.685988,3.49
4h42,-2.68324,-12.5155,11.291,1.3756,-0.741817,3.47
1gno,-3.32644,-2.88444,3.148,1.04858,-2.54607,7.7
3pcj,-8.72979,-35.8724,29.8636,0.35035,-0.978855,7.22
4ayq,-4.89242,-16.2386,14.112,0.581839,-1.25517,7.33
4hzm,-6.12993,-11.2238,9.62206,-1.35914,-1.07653,4.63
1f73,-7.31913,-16.8306,14.4549,-1.40083,-1.45007,2.39
4fm8,-7.96515,-8.85196,8.75463,-4.06674,-1.70857,5.97
4b7r,-6.87274,-18.5649,16.2186,-1.00139,-1.43255,9.64
1c5x,-6.07582,-5.93168,5.00246,-2.0774,-0.976685,6.68
2qnn,-10.6134,-18.4223,17.5102,-5.0108,-2.59805,7.15
3v5t,-8.07442,2.52359,-2.35689,-4.27826,-1.87034,8.22
1g9r,-14.1294,-23.1209,17.5448,-3.52464,-2.93621,5.7
3m3e,-6.28973,-3.32908,1.65461,-1.51089,-1.01187,4.43
3uil,-3.67173,-2.63085,2.69066,-1.10839,-0.530639,6
1qka,-13.9781,-39.7958,36.7922,-5.73535,-3.1467,5.92
4rpn,-5.34513,0.242167,-0.11426,-1.81357,-1.56696,6.96
1l6m,-6.80567,-50.0388,43.7813,1.96701,-0.422664,8.1
3p8p,-6.02411,-14.0466,12.4095,-0.28495,-2.0096,4.55
2cn0,-9.16249,-9.07635,8.33965,-4.6589,-1.67439,7.66
4mr3,-5.49109,-0.499774,0.420069,-2.28637,-1.0325,5.94
2vmf,-6.90792,-8.22667,6.40256,-1.59176,-1.40024,5.85
1sgu,-10.4051,-7.69629,7.666,-5.7107,-2.57162,5.37
1uwt,-6.66202,-5.80342,4.45708,-1.5936,-1.62957,5.97
4jwk,-3.92548,-2.32066,1.99127,-0.413761,-1.08982,8.32
3gqz,-3.9602,-10.3336,9.96318,-0.581093,-0.916199,2.17
4mss,-6.6763,-18.3056,15.9581,-1.22649,-1.00981,6.4
1dqn,-9.37073,-22.6924,19.0698,-2.36918,-1.28644,8
2bfq,-11.042,-10.5113,9.6516,-6.1334,-1.95647,6.89
4lw1,-4.8183,-8.35628,7.85952,-1.60885,-0.62018,3.15
2rkd,-5.60624,-62.6755,57.6377,2.37468,-0.850578,2.72
1wuq,-12.4434,-76.9095,71.1799,-2.36841,-2.25294,8.27
1izi,-11.8071,-3.50846,3.04578,-6.42043,-2.83146,6.59
2baj,-9.19358,-4.50214,4.27621,-4.9969,-1.87826,8.4
4bam,-10.491,-15.8255,14.4816,-5.18791,-1.86672,8.94
3mhc,-7.51034,-8.8101,6.91674,-2.44357,-1.0809,7.96
2wl0,-12.0615,-5.33016,5.13641,-6.67726,-3.09802,7.8
2psv,-9.28266,-1.98954,1.98682,-5.01555,-2.17187,7.24
4i3z,-15.314,-68.6198,59.4686,-2.98777,-1.08264,4.29
2fqw,-7.7769,-5.8057,4.11195,-2.47341,-1.51724,6.68
1yq7,-9.33259,-95.9086,78.4659,11.3074,-1.10482,7.09
1bv7,-13.0479,-7.53818,6.9329,-7.1066,-3.24355,10.3
3nw3,-6.34776,3.40388,-2.47274,-2.8597,-2.32669,6.49
3p3r,-6.66127,-2.97575,2.47,-2.68799,-1.37503,7.25
3hzv,-6.74689,-22.4756,20.7026,-2.09743,-0.783947,6.52
3ru1,-5.73916,-10.1463,9.06059,-1.3427,-1.21824,4.85
1w4p,-6.04614,-35.0923,33.1191,-1.23437,-0.746117,4.74
3sug,-8.72848,-10.4018,10.8118,-4.53926,-2.50676,6.21
2jxr,-9.78353,-3.42095,2.80152,-4.62476,-2.44683,7.05
4h3j,-8.07314,-9.29661,8.36464,-3.61547,-1.43319,7.05
1li2,-4.74564,-0.24641,0.185821,-1.36202,-1.23052,4.04
3u7s,-9.66485,-7.06403,6.90755,-5.44429,-1.97157,8.43
4euo,-6.69364,-19.8702,17.9397,-1.05704,-1.61354,5.05
4qhc,0.576101,0.69753,-1.06685,4.10641,-1.06848,6.7
1n8v,-6.35901,-1.49956,1.59493,-3.11002,-1.25184,6.03
3vhk,-6.99191,-3.76709,3.68454,-3.13627,-1.68058,4.6
4z83,-8.66374,-9.89037,8.93719,-3.83686,-1.78119,7.4
4jpy,-5.90353,-2.94329,2.16089,-2.01808,-1.01054,4.43
3rdo,-6.88153,-3.93277,2.99473,-2.60661,-1.24438,9.85
1lkk,-10.4116,-37.4432,34.8717,-4.05856,-1.68907,6.85
2xab,-7.37616,-1.00844,0.533267,-3.22366,-1.58482,9.27
3fat,-8.08684,-12.6585,10.6671,-2.50135,-1.50162,7.64
2r23,-6.19523,-18.5578,16.3376,-0.964052,-0.91847,3.72
4c1t,-9.74796,5.28901,-6.77533,-4.18897,-1.98015,7.15
4yrd,-6.57702,-2.96255,0.29761,-1.13421,-0.685366,4.57
4q0k,-7.20432,-0.13415,-0.0826102,-3.78914,-1.10592,4.87
4m0e,-6.11351,0.512398,-0.603662,-2.64606,-1.28368,6.22
3h8b,-10.7252,-13.0256,12.917,-5.58636,-2.93765,6.29
4mmm,-4.09711,-1.85657,1.64179,-1.1034,-0.686432,3.82
4aia,-5.08664,-6.90486,6.17449,-1.63389,-0.629874,3.66
3nyd,-4.6036,-5.4821,4.91454,-0.776053,-1.16748,3.48
3aaq,-4.48206,-15.6218,12.5469,2.48845,-1.80309,3.3
3lbj,-7.38972,3.2682,-3.31241,-3.82813,-1.42487,4.96
3ewc,-9.54748,-10.6101,9.10316,-2.82318,-3.12483,7.7
1f8d,-7.21245,-5.54021,3.77534,-2.20992,-1.14515,3.4
4i7p,-5.11522,-1.67784,1.59183,-1.61481,-1.32188,3.5
3nu3,-10.3907,-1.61522,1.50896,-6.03937,-2.15258,9.82
3g32,-4.68039,-9.3841,8.34569,-1.02163,-0.527841,3.71
1tuf,-4.6503,-2.54714,2.71834,-1.70686,-1.02213,4.05
3b7i,-8.17008,-12.3334,8.53412,-1.36589,-0.91241,5.82
1o2z,-6.88223,-14.0457,12.6859,-2.16895,-1.26098,6.11
1rpf,-5.9041,-31.6846,30.1311,-1.42654,-0.831582,3.99
1if7,-8.3935,-14.1593,11.0564,-2.10479,-1.09334,10.52
4jne,-15.7024,-53.9478,46.7388,-3.8409,-2.56002,5.86
1t31,-10.1637,-37.1929,34.9759,-3.87437,-1.97979,8.64
4few,-6.03188,1.48109,-1.47699,-2.93853,-1.00494,5.21
2rcn,-8.88459,-42,39.721,-3.01718,-1.49582,6
4xar,-7.97206,-18.7063,15.8147,-1.59997,-1.38805,6.97
1b46,-11.8897,-32.1682,29.8909,-4.7425,-2.77731,5.28
4ncn,-17.3699,-82.237,73.3765,-3.67093,-2.74597,5.67
1k1j,-8.47145,-11.7941,10.4692,-3.43993,-1.61409,7.55
1hp5,-7.31734,-14.0501,11.7007,-1.33931,-1.53614,6.55
3c52,-7.91852,-43.6919,38.2758,0.793954,-1.20384,7.3
2jg0,-10.9188,-10.0063,7.46411,-3.64947,-2.63463,7.82
1c87,-6.20067,-21.985,21.1056,-1.8921,-1.3367,4.2
4ymb,-7.90673,-19.7813,18.1268,-2.85856,-1.3011,6.21
3pn1,-7.691,-4.7592,4.04855,-3.4772,-1.41064,6.96
3t08,-5.7272,-4.54236,3.32836,-1.38772,-1.03297,3.04
2gvj,-8.97732,-3.23019,3.19447,-4.65487,-2.19421,9.52
4eo6,-7.45309,-5.9328,5.74784,-3.58852,-1.58709,8.7
1afk,-7.87952,-63.0315,60.5515,-2.11886,-1.18815,6.62
1kpm,-5.36163,-0.210041,0.243129,-0.956326,-2.34588,5.8
3bft,-7.25866,-13.2986,11.4416,-1.60646,-1.70262,6.49
2pfy,-6.26138,-12.2372,10.4488,-0.408574,-1.97193,6.52
2p3i,-5.88163,-7.66112,6.53604,-1.9086,-0.755439,3.48
4q1x,-10.2363,-3.37829,3.25985,-5.69412,-2.33125,11.15
1jcx,-7.45741,-55.1886,53.7929,-2.44465,-1.5246,5.15
2zdk,-8.82756,-8.54065,7.59341,-4.12057,-1.66723,6.37
4std,-7.161,0.151082,-0.00984869,-3.69575,-1.51398,10.33
4yes,-8.20354,2.05131,-2.11361,-4.45629,-1.59245,8.02
2pow,-8.00532,-11.6946,8.93545,-2.30585,-0.84783,7.2
