name,GBVIWSA_dG,coul,sol,vdw,sa,affinity
3arp,-8.04155,-2.91661,3.27537,-4.78541,-1.52238,7.15
4e5w,-9.50624,-0.575928,0.286919,-5.20379,-1.92093,7.66
3fcq,-7.99841,-14.2053,10.862,-1.47953,-1.08314,2.77
3b5r,-8.77368,-4.84121,4.63658,-4.07994,-2.3966,8.77
4gid,-12.3276,-9.69626,8.84367,-5.93537,-3.44714,10.77
3ebp,-6.43984,-0.634936,0.75098,-3.50162,-0.961754,5.91
3u9q,-6.9426,-11.6075,10.7826,-2.30738,-1.71785,4.38
3e93,-10.3891,-5.315,5.07601,-5.51999,-2.5376,8.85
4w9c,-7.21721,-3.03572,2.12742,-2.81016,-1.40553,4.65
4jia,-7.71459,-0.340627,0.197485,-4.0644,-1.41454,9.22
1nc1,-5.60207,0.428349,-0.850234,-1.10735,-1.98032,6.12
3k5v,-7.09953,1.4799,-1.22005,-3.77815,-1.48873,6.3
2wer,-6.86345,2.51437,-2.6491,-3.29571,-1.3405,7.05
2wbg,-8.02594,-12.3511,10.4473,-2.33846,-1.69109,4.45
4w9i,-7.23477,-0.848942,0.542462,-3.2268,-1.61165,5.96
1gpn,-7.16042,-5.01091,4.92706,-3.54416,-1.43989,6.48
3aru,-5.83745,2.08544,-2.0517,-2.84076,-0.937913,3.22
3dx1,-7.17745,-11.9476,8.56057,-0.534512,-1.16337,3.58
1z95,-9.485,-1.21011,1.0129,-4.74766,-2.44762,7.12
4mgd,-7.29048,-2.00193,1.37391,-2.8053,-1.76466,4.69
2fvd,-8.45523,-11.1556,10.9538,-4.31614,-1.84484,8.52
3pxf,-5.35398,-13.7568,13.1656,-1.78925,-0.880967,4.43
4cr9,-5.6273,-6.16991,5.8644,-2.61796,-0.611311,4.1
5c28,-4.90575,3.33972,-3.16339,-2.23307,-0.756507,5.66
3cyx,-12.3275,-13.3244,13.0372,-7.08731,-2.86039,8
3gnw,-9.94188,-1.7261,1.4008,-5.27433,-2.24974,9.1
3f3c,-7.00012,-9.01988,7.79927,-1.95385,-1.73315,6.02
1k1i,-8.10199,-16.1545,14.7722,-3.44906,-1.17809,6.58
1oyt,-8.51706,-11.118,10.1854,-4.01875,-1.4732,7.24
2al5,-8.40982,-13.5229,11.4064,-2.47703,-1.72374,8.4
3n86,-9.62332,-10.7497,8.77405,-3.21628,-2.33893,5.64
3uev,-6.24006,-1.72362,1.76142,-2.54439,-1.64095,5.89
2r9w,-5.63861,-5.01267,4.64284,-1.95323,-1.22304,5.1
4ih7,-6.32456,2.09712,-2.2723,-2.4795,-1.57736,5.24
3uex,-6.59907,-1.80831,2.10163,-2.80884,-1.99104,6.92
2brb,-6.34046,-2.41258,2.46587,-3.13165,-1.16959,4.86
3kgp,-4.31155,-5.33327,5.31439,-1.67455,-0.525596,2.57
1y6r,-8.471,-4.55142,3.69669,-3.78616,-1.73759,10.11
3prs,-10.6738,-14.4626,14.405,-5.93842,-2.58525,7.82
5c2h,-9.12578,0.461991,-0.488414,-5.03732,-1.96952,11.09
3ivg,-7.25669,-8.95276,8.91207,-3.30989,-1.8136,4.3
3dxg,-4.97932,-7.89701,7.37757,-1.90487,-0.462498,2.4
2y5h,-8.2704,-1.12827,1.06592,-4.96538,-1.15016,5.79
2xj7,-7.47793,-9.82288,8.58641,-2.80701,-1.34179,6.66
4rfm,-8.75062,-3.92927,3.63472,-4.4413,-1.92226,10.05
3fv2,-10.019,-23.669,21.0328,-3.10977,-2.18049,8.11
3g0w,-9.77839,-2.10715,2.0478,-4.4212,-3.20532,9.52
1yc1,-8.28202,-6.31879,5.75436,-4.02443,-1.60065,6.17
3ozt,-15.7804,-33.7652,26.4008,-4.48817,-1.83529,4.13
1w4o,-6.54947,-37.1217,34.7013,-1.21937,-0.81719,5.22
2w4x,-5.91764,-2.54061,1.40345,-1.71435,-0.97362,4.85
4u4s,-5.99757,-3.62826,3.6824,-2.93091,-1.02829,2.92
4de3,-6.75928,-11.3899,10.5571,-2.68819,-1.14581,5.52
3uri,-11.4662,-23.2874,22.5606,-6.52367,-2.12332,9
3fv1,-10.031,-20.9591,18.3926,-3.09294,-2.27902,9.3
2wca,-5.7149,-5.59532,4.45244,-1.09841,-1.38111,5.6
1nvq,-9.17155,-13.5676,12.7303,-4.36129,-1.88041,8.25
2w66,-7.06606,-8.97995,7.57062,-1.95439,-1.60983,4.05
3ary,-4.92188,-2.41288,2.3697,-2.24666,-0.539538,6
4msn,-4.38258,3.00683,-3.03432,-1.90273,-0.359848,4.03
4msc,-6.83377,-0.0259432,-0.232422,-3.20083,-1.28206,5.96
2xnb,-7.95134,-2.55122,2.14466,-4.08335,-1.36892,6.83
4mrw,-2.89563,0.0575016,-0.212901,0.171233,-0.818952,3.3
3jya,-5.86063,1.70233,-1.65145,-2.90298,-0.916021,6.89
3up2,-7.61321,-6.36754,5.94756,-3.47041,-1.63031,7.4
2zda,-8.7805,-10.1123,9.03205,-3.89677,-1.71096,8.4
3ueu,-5.33975,-4.80811,5.00959,-2.04463,-1.4041,5.24
4mrz,-4.51531,0.360081,-0.622475,-1.7145,-0.445912,3.52
2fxs,-6.53084,-3.88204,3.41671,-2.82114,-1.15186,6.06
1lpg,-9.33568,-11.9214,11.1747,-4.51778,-1.97868,7.09
1q8t,-6.2226,-7.36827,7.14385,-2.56643,-1.33924,4.76
3qqs,-5.89853,-14.7096,13.5562,-1.51487,-1.13776,5.82
2weg,-7.50103,-9.85393,6.67025,-1.37034,-0.854499,6.5
3jvs,-7.17516,-1.39997,1.10706,-3.17659,-1.61316,6.54
3f3e,-6.67393,-8.53939,7.4027,-1.99276,-1.45197,7.7
2qbq,-6.62006,-26.4362,25.6083,-2.18429,-1.51531,7.44
1bzc,-7.66876,-32.9514,32.1536,-2.95596,-1.82245,4.92
1pxn,-6.88558,-3.15589,2.6393,-2.77232,-1.50416,7.15
2j78,-6.00621,-9.52478,8.15028,-1.14835,-1.39085,6.42
1z6e,-9.24619,-13.0961,12.8723,-5.37346,-1.55643,9.72
3zdg,-6.29051,-4.92258,4.6425,-2.69757,-1.22034,7.1
4gfm,-6.53485,-2.0736,1.84504,-3.00486,-1.20892,7.22
4eo8,-7.60473,-6.78508,6.53932,-3.60484,-1.66162,8.15
2wvt,-5.95229,-8.35705,6.48358,-0.866395,-1.11992,6.12
3nx7,-11.0758,-15.3423,10.4153,-3.02686,-1.02951,8.1
1syi,-7.9706,-15.0368,12.8659,-2.0017,-1.70548,5.44
4ddk,-5.38541,-8.07967,7.79199,-2.33774,-0.667464,2.29
2zcr,-12.4298,-12.266,8.4243,-4.46985,-2.02576,6.87
2xbv,-10.2057,-2.47908,2.38774,-5.80124,-2.22057,8.43
4de1,-6.88208,-8.21803,7.07516,-2.46401,-1.18268,5.96
4abg,-5.72664,-7.54973,6.92314,-2.33951,-0.668034,3.57
3uuo,-6.05377,-1.16951,1.02682,-3.01265,-0.80592,7.96
4eor,-8.66968,-0.793829,0.483591,-4.63726,-1.62967,6.3
1sqa,-7.80422,-16.1655,15.2492,-3.60624,-1.18914,9.21
3mss,-5.26782,1.69235,-1.56379,-2.42338,-0.880276,4.66
2p15,-10.0288,-1.25398,0.768692,-4.92772,-2.52323,10.3
3ejr,-9.97568,-14.1744,10.035,-1.88254,-1.86126,8.57
3ge7,-10.0509,-27.8111,25.7822,-3.98319,-1.94622,8.7
3zsx,-7.39132,-9.72258,9.05591,-3.58602,-1.04612,3.28
1u1b,-9.01079,-33.6852,32.9723,-4.96835,-1.23706,7.8
4ty7,-9.99717,-8.05161,7.07201,-4.89203,-2.03303,9.52
5dwr,-8.2967,-15.0057,13.8659,-2.98792,-2.07646,11.22
2j7h,-5.40267,-17.1675,15.2717,-0.497871,-0.916533,7.19
2br1,-7.03195,-3.16082,3.06661,-3.62433,-1.2209,5.14
3utu,-10.4912,-8.38872,8.09049,-6.02358,-2.0769,10.92
3syr,-8.48219,-11.8919,10.4029,-2.69872,-2.20199,5.1
3g31,-3.84972,-3.08272,3.03577,-1.33349,-0.376779,2.89
4kzq,-7.05373,-1.22228,1.02137,-3.45697,-1.30335,6.1
2xii,-8.21339,-9.65092,8.14779,-2.92203,-1.69572,7.2
4m0y,-5.95421,0.601612,-0.841619,-2.58229,-1.0394,6.46
1p1n,-7.3936,-10.9016,9.431,-2.64738,-1.18314,6.8
3coz,-9.39556,-7.36991,6.49923,-4.3831,-2.04927,5.57
2wnc,-7.11311,-5.22695,4.94081,-3.53772,-1.19673,6.32
1uto,-4.75664,-2.88646,2.71508,-1.96513,-0.527622,2.27
3arq,-6.48439,-5.19034,4.99247,-3.05532,-1.13869,6.4
1a30,-7.26901,0.044258,-0.242351,-3.54837,-1.43004,4.3
3kwa,-3.24424,12.677,-11.5905,-0.653266,-1.58497,4.08
3qgy,-6.82919,0.149624,-0.223229,-3.41336,-1.24971,7.8
4djv,-8.14111,-4.88628,3.92374,-3.21609,-1.86997,6.72
2xb8,-8.9494,-9.07611,7.57322,-3.24147,-2.11253,7.59
4eky,-8.4091,-8.86694,7.79548,-2.3027,-2.94242,3.52
3dd0,-7.62228,-10.2361,7.82787,-2.22037,-0.901203,9
3fur,-9.22677,-5.1676,5.06229,-5.18056,-1.84839,8
2v7a,-8.31809,-9.93,9.4124,-4.49127,-1.21671,8.3
3e5a,-6.29395,3.63124,-3.94578,-2.10745,-1.77944,8.23
4qd6,-5.86178,-1.44804,1.11486,-2.30234,-1.13375,8.64
3bgz,-6.92586,-4.81571,4.46132,-3.15033,-1.32863,6.26
2zy1,-7.79874,11.6393,-12.0416,-3.83509,-1.46889,7.4
4ivd,-7.61089,-1.77166,1.47134,-3.43147,-1.78659,9.52
3r88,-5.4472,-8.47233,8.27349,-2.37834,-0.777508,4.82
3pyy,-7.38755,-1.13022,1.06825,-3.62491,-1.60815,6.86
3n7a,-6.20343,-11.344,9.31702,-0.811645,-1.27229,3.7
4f09,-6.58431,0.260846,-0.381469,-3.20937,-1.16181,6.7
1s38,-7.01238,-13.7395,12.4154,-2.55922,-1.03655,5.15
4x6p,-10.3474,-0.57781,0.310386,-5.96958,-2.01788,8.3
2v00,-6.30762,-13.3447,12.4651,-2.25018,-1.08536,3.66
5aba,-5.89228,-9.88608,9.82866,-2.814,-0.928344,2.98
2vw5,-8.39872,-6.57629,6.15075,-4.17802,-1.70266,8.52
4agq,-7.57887,-6.7789,6.75782,-4.25891,-1.20638,5.01
3lka,-4.79004,1.26193,-1.34609,-1.91017,-0.703191,2.82
1ydt,-8.48711,-8.57123,8.1896,-4.15774,-1.85522,7.32
4j3l,-7.7896,-0.8305,0.45158,-3.72623,-1.59194,7.8
3u8n,-7.52207,-5.47355,5.04353,-3.21871,-1.78083,10.17
3rsx,-6.08124,-8.04734,7.24936,-2.27412,-0.916631,4.41
3rr4,-7.14041,-8.10056,6.93048,-2.61994,-1.25788,4.55
3zso,-8.53932,-6.92752,6.41953,-4.15134,-1.78747,5.12
1nc3,-7.87208,-1.84422,0.661401,-2.83621,-1.76054,5
4agn,-6.87528,-9.72287,9.54765,-3.53238,-1.07516,3.97
3pww,-11.0429,-9.93974,9.21644,-5.86427,-2.36278,7.32
4ea2,-7.51659,2.63426,-2.48514,-3.53136,-2.04185,6.44
3l7b,-8.11687,-7.89836,7.30552,-3.39466,-2.03686,2.4
2yki,-9.15258,-2.6303,2.25163,-4.77971,-1.90168,9.46
2zcq,-13.1144,-38.4064,32.1072,-3.17473,-1.54797,8.82
1qf1,-12.2283,-18.6307,13.7304,-3.42603,-1.80943,7.32
3ehy,-9.02743,-5.34739,1.88368,-2.4917,-0.979515,5.85
4ih5,-5.52394,-0.203529,-0.0288507,-2.30283,-0.896222,4.11
1ps3,-7.08773,-3.9437,1.49849,-1.07268,-1.47733,2.28
2qbp,-6.45323,-33.2905,32.4558,-1.85118,-1.67479,8.4
2cbv,-6.26425,-21.3984,19.0708,-0.587446,-1.2567,5.48
3gc5,-9.04191,-29.299,26.9282,-3.15007,-1.42855,7.26
4dld,-7.32772,-16.3422,14.1013,-1.35263,-1.64165,5.82
4ogj,-6.72303,-3.12323,2.86085,-3.27223,-1.09591,6.79
4twp,-7.26851,-3.64184,2.95997,-2.88708,-1.60706,10
3udh,-5.88441,-8.55218,7.51751,-1.8828,-0.874424,2.85
3jvr,-6.60464,0.572418,-0.784846,-3.16476,-1.13494,5.72
5tmn,-12.8752,-25.1154,20.7677,-4.67847,-1.75641,8.04
3g2n,-7.91431,-5.30451,4.5457,-3.33613,-1.72687,4.09
3ui7,-6.82186,-0.47712,0.343993,-3.35917,-1.23705,9
2p4y,-9.32458,-3.84469,3.69581,-4.83913,-2.24406,9
4ivc,-8.52863,1.02417,-1.12119,-4.56678,-1.77231,10
3uew,-6.48892,-3.24823,3.34947,-2.68055,-1.8171,6.31
2x00,-9.0237,-3.51891,3.31979,-4.82666,-1.9054,11.33
4e6q,-7.59216,1.79684,-1.79003,-4.15737,-1.34909,8.36
4ddh,-6.67251,-19.4539,18.3374,-2.31389,-1.14959,3.3
4kz6,-5.34755,-9.88145,8.99763,-1.57909,-0.792119,3.1
4agp,-7.60839,-7.21727,7.16366,-4.22707,-1.2352,4.69
3cj4,-6.38929,-13.1246,11.985,-1.5991,-1.55803,6.51
3rlr,-7.14617,-3.88292,3.6782,-3.42235,-1.4266,7.52
2qnq,-7.63216,-10.4253,9.94581,-2.73763,-2.32255,6.11
3gbb,-8.13842,-18.1321,15.904,-2.0678,-1.75,6.9
1gpk,-6.96415,-7.66569,7.41532,-3.21229,-1.40898,5.37
4wiv,-6.30887,-2.82024,2.79991,-3.19321,-1.00281,6.26
3oe5,-13.6455,-18.1073,12.6342,-4.07113,-2.0088,6.88
1r5y,-6.557,-15.4918,13.8434,-1.71902,-1.09704,6.46
2c3i,-6.74615,-2.7283,2.67606,-3.19284,-1.40856,7.6
4f2w,-8.74022,-9.09535,8.30984,-4.37737,-1.48482,11.3
1e66,-8.41828,-9.4596,9.26083,-4.33808,-1.78892,9.89
4gkm,-5.62055,-22.0069,20.3904,-0.689825,-1.22166,5.17
3u5j,-6.28089,-2.63554,2.57002,-3.06291,-1.05995,5.61
3nq9,-4.05624,-3.07375,3.17776,-1.40345,-0.66428,4.03
3e92,-9.15778,-3.22075,2.86634,-4.58694,-2.12393,8
3arv,-5.14391,0.0127005,0.39096,-2.80753,-0.64753,5.64
3b65,-9.44425,-3.79513,3.67335,-4.93985,-2.29011,9.27
3d4z,-6.70844,-15.6803,12.6231,-0.0507624,-1.50793,4.89
2hb1,-5.87169,-16.4223,15.8555,-2.07698,-1.1354,3.8
3uo4,-6.8415,-11.3606,10.8971,-2.55579,-1.7297,6.52
4ciw,-7.6118,-11.4885,9.37607,-1.74924,-1.65759,4.82
3gv9,-4.86954,-10.5586,9.68027,-1.14921,-0.749496,2.12
4jsz,-3.80916,2.08606,-1.59116,-1.7844,-0.42715,2.3
1h22,-9.43511,-10.2804,9.95925,-5.03053,-1.99093,9.1
1ydr,-6.94473,-9.49064,9.18859,-3.02884,-1.52133,5.52
3f3d,-6.54925,-8.02225,7.09346,-2.10069,-1.42726,7.16
2wtv,-8.30408,-1.65998,1.51214,-4.28149,-1.78228,8.74
2xdl,-6.47961,-1.48802,1.40633,-3.13149,-1.17392,3.1
4ivb,-7.93779,0.621977,-0.819129,-4.24933,-1.3988,8.72
3kr8,-7.36406,-1.40269,1.37114,-3.79176,-1.44824,8.1
1p1q,-6.60704,-12.3655,10.5486,-1.02279,-1.67477,4.89
3o9i,-11.3894,-3.94015,3.61994,-6.36196,-2.61469,11.82
3bv9,-9.23071,-7.11736,7.01034,-5.45439,-1.57679,5.36
4gr0,-13.8137,-2.53696,-0.671228,-6.1688,-2.34416,9.55
3ag9,-10.7652,-22.9152,22.0441,-5.92752,-1.87411,8.05
4k77,-6.52232,1.14352,-1.26715,-3.22573,-1.08044,6.63
1o5b,-5.71465,-7.38689,6.71633,-2.05463,-0.896954,5.77
3p5o,-7.11676,-3.50513,3.45986,-3.63892,-1.34006,7.26
3tsk,-9.40176,-5.97632,5.82074,-5.38768,-1.76598,7.17
4jfs,-5.79941,-1.87678,0.80839,-1.62409,-1.01442,5.27
2yfe,-7.50463,-6.19842,6.08514,-3.98341,-1.31543,6.63
2qe4,-6.86964,-2.79873,2.48087,-2.8047,-1.65457,7.96
2wn9,-6.63515,-6.62502,6.01785,-2.6539,-1.28158,8.52
1eby,-11.4107,-2.22716,1.99409,-6.48202,-2.60313,9.7
4hge,-7.53444,-3.7451,3.59094,-3.74686,-1.54091,7.92
1q8u,-7.27774,-2.93259,2.72692,-3.46287,-1.51669,5.96
4w9h,-7.5265,1.00891,-1.40316,-3.17319,-1.86981,6.73
3ao4,-6.12,-4.89464,4.97901,-3.0153,-1.09655,2.07
2vvn,-7.691,-10.1469,9.00743,-2.74469,-1.71433,7.3
3wz8,-7.74536,-5.30349,5.19999,-4.05847,-1.49088,5.82
4j28,-6.06078,-8.46535,7.26267,-1.7244,-1.04119,5.7
4dli,-7.14738,-1.19991,1.26093,-3.95668,-1.15921,5.62
3ryj,-6.23668,-4.02158,3.30228,-2.3227,-1.10218,7.8
3gr2,-4.28503,-6.33456,5.98374,-1.28041,-0.561293,2.52
3acw,-7.12266,-2.32106,2.20835,-3.43827,-1.47916,4.76
3zt2,-6.60014,-2.33787,1.89025,-2.84174,-1.21826,2.84
4cig,-7.88244,-9.11019,8.50446,-3.7307,-1.4535,3.67
3wtj,-6.38915,-0.740872,0.724958,-2.94474,-1.33599,6.53
2qbr,-6.93229,-28.6173,27.7771,-2.60579,-1.39378,6.33
1o3f,-4.70637,-11.2061,9.22749,0.388742,-1.02395,7.96
