name,Gold.Goldscore.Fitness,Gold.Goldscore.Internal.Vdw,Gold.Goldscore.Internal.Torsion,Gold.Goldscore.External.Vdw,Gold.Goldscore.Internal.HBond,Gold.Goldscore.External.HBond,affinity
1a7x,69.8840,-24.6390,-13.8800,72.4714,0.0000,8.7549,9.7
2hs2,85.1316,3.1284,-9.6106,58.5095,0.0000,11.1633,8.31
1f8a,78.2876,-18.6482,-17.1730,52.8450,0.0000,41.4470,5
2f5t,70.7430,-12.1313,-7.5586,45.3654,0.0000,28.0554,5.17
1ofz,38.4924,-4.1840,-0.3726,19.0236,0.0000,16.8916,4.62
1af2,61.8035,-8.0059,-0.7632,37.8678,0.0000,18.5044,3.1
1qq9,53.3605,-2.9621,-2.4905,22.2208,0.0000,28.2595,2.06
1lrt,85.8746,-3.4526,-8.1796,47.3937,0.0000,32.3406,5.64
1m13,51.6250,-10.8257,-13.0723,53.7641,0.0000,1.5973,7.57
1pr1,50.3021,-2.5854,-1.0423,33.7280,0.0000,7.5538,5.3
2er6,60.3141,-31.8098,-19.4244,74.9579,0.0000,8.4811,7.22
1q95,115.4485,2.4903,-4.8273,37.2319,0.0000,66.5917,7.57
1h9z,48.9086,1.3835,-3.0650,36.4164,0.0000,0.5176,5.42
1jqe,33.9151,-34.2685,-8.2712,55.6035,0.0000,0.0000,6.44
1a42,51.2905,-5.9289,-5.2018,35.6750,0.0000,13.3681,9.89
1g3c,22.6676,-17.2320,-5.0883,30.3803,0.0000,3.2151,5.8
1axz,30.3405,-6.4836,-2.0240,19.4001,0.0000,12.1728,3.2
1r0x,121.1156,3.1377,-3.1901,39.7201,0.0000,66.5528,3.83
1pu8,41.9895,-0.0000,-0.0000,29.9244,0.0000,0.8435,3.1
1pbk,54.4577,-14.4568,-7.2594,48.8798,0.0000,8.9641,9.05
2adm,54.8652,-8.8736,-6.1231,39.8451,0.0000,15.0749,5.7
1z4n,68.4141,-4.9358,-3.1964,36.6257,0.0000,26.1861,4.52
1rdi,9.1617,-5.0351,-0.7466,7.9388,0.0000,4.0275,2.06
1qpb,9.7284,-2.3820,-0.1782,8.8004,0.0000,0.1880,1.36
2dua,32.9706,0.0757,-0.0853,8.5449,0.0000,21.2310,4.77
1tsl,33.3478,0.2039,-2.8963,25.0175,0.0000,1.6411,6.15
1gi6,27.7191,-19.5689,-4.5723,31.4704,0.0000,8.5885,6.22
1caq,92.4800,-7.4401,-5.8531,64.9525,0.0000,16.4635,7.72
1urg,32.8681,-13.9697,-9.8265,35.0610,0.0000,8.4554,5.82
1xzx,71.8329,-2.5930,-6.4401,52.9972,0.0000,7.9949,10.22
3tlh,39.2559,-0.4543,-4.6945,29.2909,0.0000,4.1297,8.82
1tnk,30.5019,-12.8724,-2.3736,23.6180,0.0000,13.2732,1.49
1utc,86.2543,3.6787,-13.7571,61.6811,0.0000,11.5211,4.55
1o9d,106.0770,-8.5801,-10.8076,49.0347,0.0000,58.0420,5.6
220l,23.9169,-0.0000,-0.0000,17.3941,0.0000,0.0000,3.4
1o8b,59.1262,-6.6864,-0.4916,25.8839,0.0000,30.7137,2.68
1vjc,68.0415,3.1221,-1.8584,38.6717,0.0000,13.6042,3.58
5abp,56.0224,-8.0615,-4.7310,28.2762,0.0000,29.9352,6.64
1sri,37.7084,-0.4469,-5.8795,28.8810,0.0000,4.3234,6.08
1sts,28.5318,-25.7251,-12.8013,47.3150,0.0000,2.0000,5
1rgl,54.0524,0.9034,-3.0463,25.8655,0.0000,20.6303,4.43
2fkf,67.7704,-1.8813,-0.9128,19.6739,0.0000,43.5128,2.92
1awi,88.4695,2.5301,-18.0072,71.7861,0.0000,5.2408,4.05
1zsr,105.8981,-4.8225,-10.5502,75.8627,0.0000,16.9596,9.82
2g00,77.4389,0.1419,-17.9861,65.3298,0.0000,5.4546,9.74
1ga8,25.7015,-8.5233,-3.6700,24.1989,0.0000,4.6212,1.8
1ws5,34.3007,-4.7112,-1.4580,22.3040,0.0000,9.8019,3.03
1rej,66.9625,-5.4669,-9.6192,53.0425,0.0000,9.1152,8.3
3pcb,26.9573,-1.2759,-0.6962,18.7260,0.0000,3.1811,2.4
1me8,67.0245,-1.4334,-2.1031,33.6711,0.0000,24.2632,7.19
1b6m,96.3335,-12.7346,-7.3080,67.2396,0.0000,23.9216,8.4
1gz9,39.6172,-9.9290,-7.8541,31.2416,0.0000,14.4431,3.51
5tln,48.4222,-17.2984,-4.2319,32.4281,0.0000,25.3639,6.37
1sgx,58.3263,-0.3206,-4.6776,28.3167,0.0000,24.3891,5.8
1owd,19.3761,-42.7895,-5.9246,36.0096,0.0000,18.5770,8.2
2a31,12.9983,-19.7060,-3.1667,21.6917,0.0000,6.0449,1.01
1w1g,96.3177,-0.1177,-10.8155,28.3834,0.0000,68.2237,7.68
1f9g,14.8086,-4.6506,-1.3092,10.3141,0.0000,6.5865,1.28
2ff1,71.0448,1.1092,-1.1147,37.4544,0.0000,19.5506,8.21
1rbo,74.1700,-3.7781,-3.7805,37.0424,0.0000,30.7953,12.72
1b11,51.6895,-0.6684,-5.3392,36.7653,0.0000,7.1449,7.39
1c4v,56.4482,-39.2159,-6.8645,65.0022,0.0000,13.1505,10.8
1gzc,30.4667,-7.1234,-5.2533,23.1051,0.0000,11.0738,3.49
2c4v,56.3271,-1.7262,-4.7503,23.9608,0.0000,29.8576,2.6
1sc8,41.6819,-37.9897,-6.4809,49.6585,0.0000,17.8721,7.44
1ow4,33.0014,-2.3742,-8.2780,29.2156,0.0000,3.4821,5.68
1gz3,88.2670,0.6221,-2.9761,45.7808,0.0000,27.6724,3.7
1cim,57.4788,-1.6109,-3.1327,30.2522,0.0000,20.6256,8.82
1gt1,32.7688,-0.0000,-0.0000,23.8319,0.0000,0.0000,6
1z3v,4.2343,-36.8678,-9.9708,30.9343,0.0000,8.5382,4.11
1x9d,70.1387,-10.3926,-6.8257,37.0333,0.0000,36.4363,3.96
1gi9,19.5085,-20.0953,-5.6420,28.1740,0.0000,6.5065,5.22
1db1,78.9364,-6.0062,-4.6019,58.2027,0.0000,9.5158,9.26
1lox,16.2595,-41.8390,-6.1298,46.7115,0.0000,0.0000,5.52
1me7,70.0434,-1.9327,-2.4891,36.0058,0.0000,24.9573,7.19
1a0q,73.8688,1.6067,-6.5000,46.4614,0.0000,14.8777,7.57
1cil,55.3795,-4.8345,-3.5527,31.5360,0.0000,20.4047,9.43
1tvo,59.8711,0.7472,-6.6396,43.3128,0.0000,6.2084,6.85
1mj7,72.9404,-1.3472,-9.1840,59.9674,0.0000,1.0166,8.35
1jmi,69.0320,0.8100,-3.7826,32.6747,0.0000,27.0768,6.06
1cin,53.2087,-5.8853,-3.9379,30.2045,0.0000,21.5008,8.73
1sle,46.6321,1.5899,-3.2745,35.1394,0.0000,0.0000,6.17
1w2g,46.5559,-3.1095,-2.1992,35.3310,0.0000,3.2844,4.57
1imx,20.1176,-18.5923,-14.8731,35.4578,0.0000,4.8285,3.52
1pu7,27.6879,-11.1601,-2.4275,30.0186,0.0000,0.0000,3.1
1xbb,44.4966,-9.8018,-9.7996,44.7217,0.0000,2.6055,5.3
1ce5,15.4166,-22.6468,-1.3853,21.7070,0.0000,9.6016,4.74
1gj4,53.9508,-16.2822,-5.9619,44.2904,0.0000,15.2957,4.07
1a1c,86.4121,-1.7794,-9.9993,45.4124,0.0000,35.7487,6.4
11gs,82.0153,-2.9655,-14.9870,53.4867,0.0000,26.4235,5.82
1wvc,89.7383,2.3792,-8.0785,46.9196,0.0000,30.9232,4.46
1vj9,53.7442,-30.9784,-10.3366,56.4930,0.0000,17.3812,7.55
1w0y,65.7999,-11.2185,-7.4120,55.9931,0.0000,7.4399,6.42
1rdt,78.3994,-7.7402,-3.0621,54.6527,0.0000,14.0542,6.7
1rzx,59.7000,-12.5358,-12.9709,48.6466,0.0000,18.3175,4.1
1meu,78.4544,-12.9282,-7.5307,61.5337,0.0000,14.3045,6.1
1z1r,84.8850,-5.9663,-8.0545,62.1208,0.0000,13.4897,9.22
1hp0,71.9805,-5.5456,-3.5701,39.6909,0.0000,26.5212,6.7
1qi0,34.8057,-7.5319,-4.1195,23.7193,0.0000,13.8430,2.35
1sqn,62.9170,-1.6123,-0.0533,46.7808,0.0000,0.2590,9.4
2ada,61.1218,-5.1196,-4.0753,38.5916,0.0000,17.2533,13
1aj6,51.0052,-1.1295,-12.1265,43.7500,0.0000,4.1050,5.92
1o2k,24.7789,-32.6021,-5.4241,38.5499,0.0000,9.7990,6.92
1zky,45.7549,-14.2375,-1.4269,35.7750,0.0000,12.2287,6.25
2cji,68.7880,-0.5137,-7.0778,55.4342,0.0000,0.1573,8.22
2gh7,72.2507,-1.1742,-1.8834,43.6794,0.0000,15.2492,13
1udt,69.4114,2.5315,-7.7817,52.2530,0.0000,2.8137,9.3
1q66,86.2716,0.6866,-2.4831,46.8888,0.0000,23.5959,5.77
1y3g,73.4029,-5.5713,-10.2959,51.1131,0.0000,18.9896,7.4
1lf9,62.9126,-21.9974,-16.9420,51.6169,0.0000,30.8788,12
2fgi,53.2342,-18.9838,-9.1460,56.5146,0.0000,3.6566,7.34
1ux7,17.8588,-9.3657,-5.2473,16.6093,0.0000,9.6339,3
1h1p,50.4280,-0.5306,-1.7489,32.1966,0.0000,8.4372,4.92
1vjd,108.2146,2.6324,-5.8740,58.2328,0.0000,31.3860,3.54
1rdl,16.6181,-3.8807,-2.7913,8.0554,0.0000,12.2139,2.24
1jwt,26.2623,-34.2462,-7.6076,46.9383,0.0000,3.5761,7.85
1uxa,17.1077,-10.3676,-6.5379,21.2840,0.0000,4.7476,2.3
1vot,44.0919,-6.6674,-1.4249,37.9521,0.0000,0.0000,6.6
1rdj,-3.5810,-5.9907,-0.6255,1.0837,0.0000,1.5452,1.66
1qy5,38.0383,-0.3967,-2.4236,26.9840,0.0000,3.7555,6.7
1qiw,48.2849,-13.6002,-13.9922,47.9107,0.0000,10.0000,7.74
1lor,103.6238,-2.5800,-3.2825,40.4238,0.0000,53.9037,11.06
1kll,23.0595,-9.2119,-5.7492,20.5961,0.0000,9.7009,5.2
3pcc,38.9318,-1.7867,-0.6091,20.6782,0.0000,12.8950,3.62
1rek,105.0118,-3.7242,-14.2435,74.5097,0.0000,20.5285,6.7
2h6q,17.0720,-55.4659,-15.5487,56.4131,0.0000,10.5186,5.11
1h1h,46.8131,1.2726,-3.9338,13.8249,0.0000,30.4650,5.22
1wei,13.8644,-0.0000,-0.0000,9.6092,0.0000,0.6518,9
1vkj,123.4306,-0.0447,-6.3879,56.0783,0.0000,52.7554,4.85
1apb,43.7254,-7.5778,-4.4721,26.1948,0.0000,19.7575,5.82
1hn2,34.5547,-0.0000,-0.0000,25.1307,0.0000,0.0000,6
1vwn,75.2872,6.6806,-3.6720,51.8435,0.0000,0.9938,5.82
1m6p,50.4914,-13.8240,-2.7746,26.6772,0.0000,30.4089,5.1
1ody,86.0184,-15.2557,-14.7451,75.0105,0.0000,12.8798,8.1
1w8m,23.4249,-1.0854,-5.6024,20.0708,0.0000,2.5154,1.6
1p28,12.4660,-1.1416,-1.2088,10.4646,0.0000,0.4275,5.42
1eix,88.5937,-2.5180,-2.7291,36.4354,0.0000,43.7421,11.06
1qsc,68.4334,-9.3954,-13.2170,55.9793,0.0000,14.0742,3.68
1qca,9.1288,-32.1023,-15.5814,40.9967,0.0000,0.4420,5.27
1y2f,31.0924,-6.1763,-6.1633,31.5869,0.0000,0.0000,4.92
1ent,89.0567,0.3389,-7.7608,64.3402,0.0000,8.0108,6.96
1cea,46.2679,-7.4119,-4.1102,24.0212,0.0000,24.7609,4.96
2bmz,17.6169,-11.0415,-7.2801,18.8171,0.0000,10.0648,3.7
6abp,45.5772,-5.7517,-4.1707,21.7046,0.0000,25.6558,6.36
2bjm,41.7424,-0.7405,-1.9732,32.3317,0.0000,0.0000,3.7
2hh5,79.1468,-14.8091,-4.7620,62.8938,0.0000,12.2390,7.49
6fiv,52.0832,-1.0627,-4.8783,36.5720,0.0000,7.7377,8.08
4fiv,103.0280,-23.3786,-13.9842,89.4538,0.0000,17.3918,6.52
1umw,73.2742,-6.7633,-14.6516,57.1510,0.0000,16.1064,6.55
1bap,44.2927,-7.4728,-6.2531,22.8226,0.0000,26.6375,6.85
1y2g,5.2080,4.1022,-35.2459,26.4376,0.0000,0.0000,4.08
1gah,55.6226,-35.9757,-18.2479,53.3783,0.0000,36.4510,12
2c3j,38.1041,-14.9941,-0.3902,32.4246,0.0000,8.9046,6.18
1rdn,10.5283,-3.1794,-3.3124,7.3067,0.0000,6.9735,1.84
1o2s,23.3284,-25.8412,-3.2527,28.9054,0.0000,12.6774,5.47
5fiv,53.8630,1.3181,-4.7606,36.2966,0.0000,7.3977,7.66
1o3h,21.3563,-27.7311,-3.1482,35.1029,0.0000,3.9692,7.3
1abf,48.8091,-5.3124,-4.4005,25.8839,0.0000,22.9316,5.42
7hvp,74.2167,-25.7680,-15.0704,74.6072,0.0000,12.4702,9.62
2avv,81.9680,-15.4281,-7.7965,72.8800,0.0000,4.9825,9.26
1ta2,78.6102,-3.5919,-4.3232,56.5022,0.0000,8.8346,8.52
2toh,2.0103,-7.2925,-2.2942,7.9833,0.0000,0.6199,4.15
1vjj,56.2234,-2.9327,-5.1489,36.1629,0.0000,14.5810,5.77
1owh,50.9543,-5.7573,-5.8237,37.3503,0.0000,11.1787,7.4
2j7h,41.1707,-4.4827,-3.8428,24.2813,0.0000,16.1094,7.19
1syi,97.0572,-0.6362,-1.8770,40.2420,0.0000,44.2377,5.44
1bzc,80.1873,-0.4208,-5.7027,49.3207,0.0000,18.4947,4.92
1q8u,51.0681,-0.2835,-3.9264,37.8485,0.0000,3.2363,5.96
1p1n,35.8323,-28.4954,-5.6069,31.4736,0.0000,26.6583,6.8
1oyt,75.9162,-2.6851,-2.7699,48.2081,0.0000,15.0850,7.24
1uto,27.4053,-2.2237,-0.5017,20.8425,0.0000,1.4723,2.27
5tmn,72.0390,-6.1852,-6.8758,49.0816,0.0000,17.6128,8.04
1r5y,59.9564,-0.0000,-0.0000,30.5893,0.0000,17.8961,6.46
1z9g,58.6673,-3.2087,-3.2370,32.3329,0.0000,20.6552,5.64
1ydr,44.9132,-3.6901,-3.5670,36.5869,0.0000,1.8633,5.52
2cbv,46.8970,-3.7129,-0.7769,22.2322,0.0000,20.8175,5.48
2hb1,47.9307,-2.3315,-12.7875,29.5510,0.0000,22.4172,3.8
1z6e,67.8727,-0.9278,-17.8016,61.1638,0.0000,2.5018,9.72
1k1i,61.7625,-6.1059,-9.6793,45.1579,0.0000,15.4557,6.58
1w4o,36.2113,-3.2651,-2.0648,26.2225,0.0000,5.4853,5.22
1s38,64.1809,0.2784,-0.3596,32.4782,0.0000,19.6045,5.15
2fvd,59.2422,-3.6062,-9.6612,50.0132,0.0000,3.7413,8.52
1pxn,58.2308,-1.7330,-4.3369,45.0504,0.0000,2.3563,7.15
1nc3,74.9371,-2.7310,-2.6116,41.5997,0.0000,23.0801,5
1h22,64.1689,-15.0510,-11.1445,64.2436,0.0000,2.0294,9.1
1z95,60.9080,-7.3329,-8.1620,54.0287,0.0000,2.1134,4.3
1lpg,97.8470,-14.8519,-7.8667,71.2238,0.0000,22.6328,7.09
1gpn,55.9176,-0.1155,-0.0055,40.7553,0.0000,0.0000,6.48
1qf1,77.5834,-2.4289,-6.9099,51.3935,0.0000,16.2561,7.32
1ps3,45.6194,-7.2012,-1.7246,28.3499,0.0000,15.5642,2.28
2br1,39.2243,-3.7219,-11.8907,39.2450,0.0000,0.8750,5.14
1y6r,92.3166,-1.2759,-1.3501,53.1646,0.0000,21.8413,10.11
1c5z,34.5696,-3.3231,-1.5062,23.8904,0.0000,6.5497,4.01
1yc1,62.9619,2.6692,-4.8773,41.6951,0.0000,7.8392,6.17
1uv6,19.8660,-9.6559,-8.5372,27.6793,0.0000,0.0000,5.12
1yvm,30.7448,0.6723,-0.2802,22.0747,0.0000,0.0000,6.4
1fzm,141.6650,-6.7869,-14.9264,92.4081,0.0000,36.3172,7.7
1tni,31.2913,-15.6170,-6.0100,27.6173,0.0000,14.9445,4
1hvl,102.5707,-10.9890,-11.3413,82.5156,0.0000,11.4421,9.95
1jev,135.3188,-12.9033,-9.1042,75.8963,0.0000,52.9689,6.89
1bcd,29.4129,0.5503,-0.2376,14.2392,0.0000,9.5213,8.7
2pcp,54.1768,-8.1340,-1.6633,42.8877,0.0000,5.0035,8.7
1iy7,92.6071,2.8932,-2.1932,30.4226,0.0000,50.0761,6.19
1l83,25.5425,-0.0000,-0.0000,18.5763,0.0000,0.0000,3.4
2sim,68.0192,-7.7071,-6.9755,26.6649,0.0000,46.0375,3.42
1n51,88.4963,-6.3233,-5.9641,55.9479,0.0000,23.8554,4.85
2am4,93.8335,-1.1429,-10.7647,51.7690,0.0000,34.5586,3.72
1pfu,53.1645,0.5950,-0.7662,27.1560,0.0000,15.9962,2.72
1ecv,58.9002,-3.0249,-4.2516,32.6596,0.0000,21.2697,4.85
3pck,48.6510,0.2772,-0.0456,20.7496,0.0000,19.8886,6.7
1lzq,88.5649,-8.6002,-13.3706,71.9788,0.0000,11.5648,8.39
1t4v,72.6911,-4.8322,-10.0049,47.5711,0.0000,22.1180,7.68
1fiv,103.2104,-14.9779,-18.1778,85.7683,0.0000,18.4346,6.59
2ez7,1.7553,-0.8206,-1.5804,2.9131,0.0000,0.1507,4.36
2gyi,36.8398,-10.8751,-3.7670,20.3640,0.0000,23.4814,7
1tuf,34.6915,-4.3390,-8.5571,24.6587,0.0000,13.6819,4.05
1y1z,71.7216,-0.9871,-1.7089,26.4937,0.0000,37.9887,3.08
2gvj,63.8279,-9.2200,-8.7469,59.4872,0.0000,0.0000,9.52
1j01,48.8828,-7.6358,-2.9168,35.2329,0.0000,10.9902,6.47
1qb6,56.8844,-0.5157,-7.6578,41.0450,0.0000,8.6211,6.06
1dud,60.5978,3.0678,-4.0142,36.5552,0.0000,11.2807,4.82
1ws1,60.9180,-6.1571,-6.7488,46.1322,0.0000,10.3921,9.55
1yc4,63.2886,0.6570,-4.0426,39.1154,0.0000,12.8905,6.55
1sb1,70.1198,-4.3659,-6.0361,53.8977,0.0000,6.4124,6.89
1ydb,47.1929,0.3427,-4.1798,27.8717,0.0000,12.7064,8.24
1bai,80.0816,-11.0251,-19.5603,65.1450,0.0000,21.0926,7.7
2boj,49.9770,-3.4706,-0.6277,13.5820,0.0000,35.4001,5.77
1b46,111.9060,-15.4483,-6.5558,58.0056,0.0000,54.1524,5.28
1mtr,77.9443,-14.6024,-8.5709,64.6230,0.0000,12.2610,8.4
2olb,107.4082,-17.1687,-10.8266,66.6429,0.0000,43.7695,5.54
1z6s,48.9268,-9.3804,-5.3838,30.6653,0.0000,21.5262,4.34
1bxq,96.6356,1.3907,-11.6034,68.3706,0.0000,12.8388,7.38
2bza,33.8172,-5.6034,-0.3957,21.9929,0.0000,9.5760,2.8
1uz1,44.6070,-4.5602,-3.2295,25.3426,0.0000,17.5506,6.89
1fzo,116.0095,-4.6678,-15.4578,82.3561,0.0000,22.8954,7.89
2jxr,49.0897,-27.4074,-8.5450,59.3266,0.0000,3.4681,7.05
1uwu,43.1925,-5.7019,-2.1205,24.0290,0.0000,17.9751,5.98
2cf8,76.5621,-4.3270,-3.9505,51.9760,0.0000,13.3726,8.1
1hvj,103.9595,-9.5086,-11.8961,83.6109,0.0000,10.3992,11.4
1msm,103.6149,0.3886,-15.8146,78.1221,0.0000,11.6231,10.48
1elc,20.7724,-48.3806,-10.2867,52.9660,0.0000,6.6114,6.66
1l6m,14.9111,-0.0200,-2.5665,12.7256,0.0000,0.0000,8.1
1alw,26.2082,-0.6522,-2.8373,18.2629,0.0000,4.5861,6.52
1met,89.2846,-6.6320,-5.2833,61.1238,0.0000,17.1547,9.4
1m4h,25.8953,-59.7875,-26.0986,74.9044,0.0000,8.7878,9.52
1b8n,75.1428,-2.8470,-1.3776,39.7667,0.0000,24.6883,10.52
1pot,67.5927,-17.1518,-2.0086,43.7445,0.0000,26.6044,5.49
2i3h,78.8965,-0.3318,-4.9004,51.6731,0.0000,13.0782,7.4
1i9n,52.2018,-1.6122,-3.7474,27.5557,0.0000,19.6722,8.66
1kmy,50.8439,1.3987,-6.5404,29.1690,0.0000,15.8782,5.1
1usn,54.8178,-0.0441,-3.5872,36.2128,0.0000,8.6565,7.74
1r4w,62.1219,-2.6479,-4.8943,36.8311,0.0000,19.0213,4.05
2h6b,44.3446,0.3209,-1.4695,24.0494,0.0000,12.4254,5.39
1n3i,71.4880,-1.8480,-0.5377,42.0567,0.0000,16.0458,8.89
1bn3,62.0047,2.1063,-9.7742,32.9568,0.0000,24.3570,9.89
1b4z,116.3514,-12.8733,-7.9175,58.9976,0.0000,56.0205,5.23
1rp7,105.0587,-1.6567,-3.1769,61.1418,0.0000,25.8225,8.52
1q91,76.1602,1.0174,-1.6054,46.2680,0.0000,13.1297,4.15
2c3l,37.0333,-6.7660,-0.3971,27.4511,0.0000,6.4511,5.07
1li6,21.7313,0.4194,-0.3608,15.6749,0.0000,0.1197,3.8
1mjj,74.6400,0.8524,-8.0832,57.1242,0.0000,3.3249,8.74
1w4q,42.5793,-0.3025,-4.7414,28.9582,0.0000,7.8057,5.26
1a99,54.6990,-4.3777,-1.3100,28.5967,0.0000,21.0663,5.7
2fqt,54.8986,-4.6525,-4.7029,34.0449,0.0000,17.4422,6.14
2aog,108.9117,-15.7902,-15.9925,85.9660,0.0000,22.4911,6.28
1pa9,76.0232,1.7861,-2.9666,30.9551,0.0000,34.6405,4.6
1gj7,45.2483,-0.1568,-6.8202,27.5989,0.0000,14.2768,7.89
1g7g,103.6972,-3.2569,-11.7447,61.0099,0.0000,34.8102,6.6
1sh9,71.0057,-10.2469,-7.6266,62.3701,0.0000,3.1204,6.03
1hnn,56.1036,-0.5915,-3.0290,32.9351,0.0000,14.4383,6.24
1gyx,40.3245,-0.1807,-0.0339,21.1638,0.0000,11.4389,2.48
2j47,68.7445,-4.6734,-9.6968,43.0155,0.0000,23.9684,5.41
1w5y,95.4441,-2.9911,-12.8944,74.9728,0.0000,8.2421,8.48
1z1h,67.9761,-6.5755,-6.4078,55.9436,0.0000,4.0370,8.4
1mue,68.1550,-2.7047,-3.9234,51.7381,0.0000,3.6433,8.64
