name,Gold.ASP.Fitness,Gold.ASP.ASP,Gold.ASP.Map,Gold.ASP.DEClash,Gold.ASP.DEInternal,affinity
3i3b,33.5823,40.6680,-203.3400,7.0591,0.0266,2.23
2d3u,33.6054,37.1760,-185.8800,1.2506,2.3200,6.92
1hnn,32.0385,34.5000,-172.5000,1.3260,1.1355,6.24
2jdm,27.4300,28.2280,-141.1400,0.6995,0.0986,5.4
4des,13.9064,22.3120,-111.5600,7.5597,0.8459,5.85
1lbk,31.5934,35.7600,-178.8000,1.7216,2.4450,3.18
2jdu,26.9558,30.9040,-154.5200,3.8536,0.0946,6.72
1lol,36.6528,37.1820,-185.9100,0.0000,0.5292,6.39
2vo5,56.8529,57.8380,-289.1900,0.9133,0.0718,4.89
1os0,44.2284,50.6460,-253.2300,4.2586,2.1590,6.03
3l4w,38.6502,40.5820,-202.9100,0.2879,1.6440,6
3b3s,20.8338,22.1560,-110.7800,0.6397,0.6825,2.55
3f17,38.2162,48.7060,-243.5300,8.1933,2.2966,8.63
1w3l,60.8213,62.5260,-312.6300,0.2137,1.4910,6.28
3muz,35.2394,37.2200,-186.1000,1.1197,0.8609,3.46
3ov1,43.4373,50.5560,-252.7800,0.0219,7.0968,5.2
3vh9,29.8510,33.7980,-168.9900,3.9470,0.0000,6.24
1u33,46.2962,56.0140,-280.0700,6.3723,3.3454,4.6
3su5,36.5161,44.3740,-221.8700,0.3447,7.5133,5.58
3nox,35.9007,42.4660,-212.3300,3.4030,3.1623,8.66
1n1m,23.0951,27.0600,-135.3000,2.9285,1.0363,5.7
2obf,50.7022,56.4960,-282.4800,2.6717,3.1221,8.85
1w3k,45.7438,46.7240,-233.6200,0.3025,0.6777,4.3
2vot,62.7140,67.2120,-336.0600,2.7404,1.7576,7.14
2zwz,39.9276,42.5440,-212.7200,2.4143,0.2022,7.79
2vl4,43.4376,44.9160,-224.5800,1.4715,0.0069,6.01
2zx6,47.9999,50.8100,-254.0500,2.0682,0.7419,10.6
1kel,51.7572,54.4540,-272.2700,1.4284,1.2684,7.28
3su2,41.9169,50.5620,-252.8100,0.2754,8.3698,7.35
2xy9,68.3749,77.7100,-388.5500,2.6902,6.6449,9.19
3l4u,41.0393,42.8820,-214.4100,1.2708,0.5719,7.52
2cbj,36.3813,43.4540,-217.2700,3.7011,3.3716,8.27
3bfu,31.4656,34.2900,-171.4500,2.2642,0.5602,6.27
3mfv,25.2216,29.2020,-146.0100,1.0755,2.9049,2.52
3nq3,18.3244,19.2780,-96.3900,0.0917,0.8619,3.78
2zjw,26.9360,28.7560,-143.7800,1.8200,0.0000,7.7
2ole,25.5815,36.6540,-183.2700,6.2053,4.8672,7.25
3gcs,46.9294,52.1740,-260.8700,0.5676,4.6770,7.25
3kv2,25.4764,27.1280,-135.6400,1.3824,0.2692,7.32
2gss,20.7791,24.6120,-123.0600,1.0724,2.7605,4.94
1jyq,57.5184,75.7380,-378.6900,5.2119,13.0077,8.7
1igj,37.9853,40.8960,-204.4800,1.4350,1.4757,10
3owj,30.4280,30.4280,-152.1400,0.0000,0.0000,6.07
3s8o,42.6787,50.2740,-251.3700,0.0712,7.5242,6.85
1zea,41.0490,59.3640,-296.8200,3.0611,15.2539,5.22
2r23,29.1327,37.4480,-187.2400,5.1849,3.1303,3.72
1f8c,36.8994,40.2440,-201.2200,3.2129,0.1317,7.4
2zxd,32.8626,36.4180,-182.0900,2.0797,1.4757,5.22
4g8m,29.8994,31.6920,-158.4600,0.0456,1.7470,7.89
2xhm,49.7943,56.7900,-283.9500,3.3165,3.6791,6.8
2pq9,64.6515,75.4760,-377.3800,2.9986,7.8259,8.11
2x0y,42.1336,44.5640,-222.8200,1.2821,1.1483,4.6
3f80,15.9268,24.5320,-122.6600,7.0904,1.5148,4.22
10gs,47.3810,51.6000,-258.0000,0.9577,3.2613,6.4
1f8b,34.7054,38.4520,-192.2600,3.5808,0.1658,5.4
4djr,32.5638,44.4820,-222.4100,8.4155,3.5027,11.52
4dew,6.2777,17.7640,-88.8200,10.5192,0.9671,7
1sln,47.5929,54.4460,-272.2300,2.3887,4.4643,6.64
3imc,17.7619,18.6520,-93.2600,0.8889,0.0012,2.96
2j62,55.1751,57.0060,-285.0300,0.4308,1.4001,11.34
3cj2,19.9630,21.2580,-106.2900,0.0000,1.2950,4.85
3cft,9.2187,11.9800,-59.9000,0.0354,2.7259,4.19
1xd0,73.9267,82.3600,-411.8000,3.8344,4.5989,7.12
3vd4,39.1257,39.9600,-199.8000,0.4893,0.3450,4.82
2x97,51.2535,61.6400,-308.2000,4.6800,5.7065,5.66
3huc,47.3630,51.5920,-257.9600,0.7561,3.4728,5.99
1loq,36.9206,39.6300,-198.1500,0.4359,2.2735,3.7
3bkk,55.5580,67.1920,-335.9600,4.8960,6.7379,6.08
1hfs,78.5555,90.4360,-452.1800,6.4148,5.4657,8.7
1f8d,34.9727,38.6880,-193.4400,3.3533,0.3620,3.4
