name,Gold.Chemscore.Fitness,Gold.Chemscore.DG,Gold.Chemscore.ZeroCoef,Gold.Chemscore.Hbond,Gold.Chemscore.Metal,Gold.Chemscore.Lipo,Gold.Chemscore.Internal_Hbond,Gold.Chemscore.DEClash,Gold.Chemscore.DEInternal,Gold.Chemscore.Rot,affinity
1oyt,33.8761,-36.1191,-5.48,3.3967,0,197.3216,0,0.9793,1.2637,1.4814,7.24
3ejr,31.5444,-37.0778,-5.48,1.8357,2,176.6288,0,4.8228,0.7106,2.8355,8.57
1uto,9.3382,-10.8643,-5.48,0,0,73.2134,0,1.5084,0.0177,1.2429,2.27
3jvs,21.5389,-29.168,-5.48,1.9922,0,167.4698,0,2.6872,4.9419,1,6.54
1r5y,31.9303,-34.4289,-5.48,5.5784,0,88.1788,0,2.4986,0,0,6.46
2j78,10.9454,-19.4894,-5.48,4.4741,0,92.3819,0,8.5334,0.0106,4.587,6.42
3zsx,22.2756,-30.9838,-5.48,3.3665,0,174.8397,0,0.6373,8.0709,2.4205,3.28
2v7a,27.5687,-32.5884,-5.48,2.5572,0,188.2299,0,1.3704,3.6493,1.3498,8.3
3cyx,32.8565,-38.7956,-5.48,2.5816,0,305.5204,0,1.7728,4.1662,4.3176,8
2ymd,33.8589,-34.1366,-5.48,3.0248,0,200.0193,0,0.2676,0.0101,1.894,3.16
3fv1,20.7921,-24.5609,-5.48,5.1765,0,134.0116,0,0.6771,3.0917,5.4249,9.3
3zso,23.8969,-32.7982,-5.48,2.8572,0,216.8794,0,0.1015,8.7999,2.9686,5.12
3ebp,23.3381,-26.0051,-5.48,0,0,230.2515,0,0.005,2.6619,2.5056,5.91
1bcu,20.4244,-20.4759,-5.48,0.7367,0,107.1383,0,0.0515,0,0,3.28
3g0w,32.5501,-35.1823,-5.48,1.1559,0,242.7488,0,1.1221,1.51,1,9.52
3kwa,1.5505,-12.0374,-5.48,0.8252,0,115.5541,0,3.9639,6.5231,3.7963,4.08
2hb1,5.8344,-12.416,-5.48,0,0,104.1058,0,4.8534,1.7283,2.0486,3.8
3ivg,25.4348,-32.4656,-5.48,2.4998,0,217.7975,0,4.0598,2.9709,2.6743,4.3
2xys,38.9252,-39.1068,-5.48,0.8484,0,285.071,0,0.1816,0,1,7.42
2wtv,36.4338,-41.0154,-5.48,1.8129,0,251.9693,0,1.6225,2.9591,0,8.74
2zcq,40.5479,-47.0458,-5.48,1.8485,3.9951,192.6037,0,3.2088,3.2891,4.388,8.82
1w4o,1.0335,-4.0441,-5.48,3.0861,0,33.7913,0,1.298,1.7126,6.1316,5.22
1gpk,26.8467,-28.4513,-5.48,0,0,196.3363,0,1.6047,0,0,5.37
3pxf,22.8431,-28.2992,-5.48,1.2114,0,160.4542,0,0.0029,5.4532,0,4.43
1p1q,-8.2822,-9.3426,-5.48,0,0,80.347,0,17.1354,0.4894,2.1633,4.89
4djv,34.1706,-35.9215,-5.48,2.3435,0,222.8701,0,0.0747,1.6762,1.3521,6.72
3gnw,33.8099,-37.0809,-5.48,1.8188,0,257.8755,0,0.3891,2.882,1.8145,9.1
3ozt,37.551,-44.3754,-5.48,3.2341,2,241.5512,0,4.163,2.6614,4.7766,4.13
3lka,18.0324,-20.9955,-5.48,1.9869,0,97.7724,0,1.8064,1.1567,1,2.82
1nvq,39.4521,-40.9523,-5.48,3.4712,0,243.8529,0,0.8294,0.6708,1.8173,8.25
3d4z,25.2873,-29.5024,-5.48,2.8593,2,98.9903,0,3.2069,1.0081,3.5818,4.89
2wbg,22.2125,-24.9236,-5.48,3.4419,0,170.9068,0,2.5481,0.163,4.7065,4.45
3acw,37.2854,-37.5722,-5.48,0.995,0,274.4995,0,0.0021,0.2846,1.3076,4.76
3gy4,21.1056,-21.3523,-5.48,2.5243,0,63.5987,0,0.1103,0.1364,0,5.1
3ao4,17.6058,-22.1492,-5.48,0.8686,0,117.6771,0,4.3696,0.1738,0,2.07
3ueu,19.2592,-20.9519,-5.48,0,0,182.9575,0,0.0073,1.6853,2.318,5.24
2fvd,22.7949,-27.7753,-5.48,2.6006,0,152.8125,0,2.249,2.7314,1.6679,8.52
3l7b,15.7886,-17.4507,-5.48,3.6188,0,79.2003,0,0.9898,0.6722,3.6651,2.4
2wca,24.7745,-26.9885,-5.48,4.9164,0,139.8578,0,0.5808,1.6332,4.4046,5.6
1h23,41.7828,-43.8906,-5.48,1.1806,0,371.4883,0,0.4866,1.6213,3.5143,8.35
3ag9,-31.393,20.4899,-5.48,1.9471,0,137.0313,0,2.8791,8.024,18.9476,8.05
3coy,21.2886,-25.0046,-5.48,5.7332,0,114.8779,0,1.4044,2.3116,5.1036,6.02
1q8t,16.5959,-21.4516,-5.48,0.6157,0,146.7069,0,2.5424,2.3132,1.2694,4.76
3n7a,-9.1219,-5.4375,-5.48,0,0,66.1415,0,13.6237,0.9357,3.0395,3.7
2yge,14.2394,-20.7769,-5.48,1.7902,0,146.1941,0,2.1474,4.3901,3.0418,5.06
1z95,27.5572,-34.4546,-5.48,1.4512,0,255.7015,0,0.1589,6.7385,2.2616,7.12
3utu,32.9193,-39.4529,-5.48,4.1307,0,260.6887,0,1.574,4.9596,4.0328,10.92
4de1,22.2147,-24.1405,-5.48,2.3118,0,93.4976,0,0.0223,1.9034,0,5.96
3ehy,22.5257,-28.4334,-5.48,1.6646,1.6973,108.2929,0,3.4361,2.4716,2.1528,5.85
2xnb,36.1098,-39.5538,-5.48,2.7674,0,212.2286,0,0.7062,2.7378,0,6.83
3f3c,23.9687,-27.588,-5.48,3.1817,0,140.2373,0,3.2468,0.3726,1.9245,6.02
3uo4,29.8551,-37.3215,-5.48,2.5466,0,199.4517,0,3.3257,4.1406,0,6.52
2zcr,32.1633,-36.2725,-5.48,0.7763,2,258.9306,0,1.6267,2.4825,5.5294,6.87
3uex,27.1795,-29.8193,-5.48,0,0,264.583,0,0.7837,1.8561,2.5847,6.92
3n86,37.2893,-39.555,-5.48,6.6392,0,189.0073,0,0.2184,2.0472,3.9898,5.64
3udh,29.0866,-29.1686,-5.48,2.5836,0,128.7124,0,0.082,0,0,2.85
3dxg,-6.15,5.0674,-5.48,0.628,0,28.2705,0,0.0811,1.0016,6.2315,2.4
2qbr,27.483,-32.2867,-5.48,2.9461,0,194.4343,0,2.0243,2.7795,2.2586,6.33
3ge7,38.8629,-42.3132,-5.48,6.497,0,177.6702,0,3.0231,0.4272,2.2086,8.7
2p4y,37.793,-42.6226,-5.48,0.9171,0,353.8305,0,2.1219,2.7077,2.8588,9
1ps3,21.1491,-23.9324,-5.48,2.0475,2,82.4806,0,2.7672,0.0161,3.9439,2.28
1a30,3.0091,-15.0496,-5.48,4.568,0,86.5015,0,8.6303,3.4102,6.175,4.3
1vso,18.1152,-18.6674,-5.48,5.4257,0,91.4636,0,0.2807,0.2715,6.1077,4.72
3uri,11.2911,-20.7619,-5.48,4.086,0,256.4448,0,2.0741,7.3966,11.0818,9
4de2,19.0173,-20.9978,-5.48,1.9855,0,103.0024,0,0.006,1.9745,1.2364,4.12
1o5b,24.9628,-25.0621,-5.48,2.507,0,95.802,0,0.0893,0.01,0,5.77
3gbb,27.2102,-30.5887,-5.48,5.3498,0,119.6139,0,1.4489,1.9296,2.6384,6.9
3f3a,24.4686,-27.5934,-5.48,2.5904,0,157.7621,0,2.4949,0.6299,1.9519,4.19
1mq6,25.5987,-34.3394,-5.48,0.9255,0,260.9824,0,3.6556,5.0851,1.8621,11.15
4tmn,32.9287,-46.7455,-5.48,5.9801,1.9399,195.1267,0,7.4598,6.357,5.1701,10.17
2vvn,21.907,-24.9234,-5.48,2.9112,0,149.3592,0,2.9065,0.1098,3.0293,7.3
3u9q,23.6851,-24.8598,-5.48,1.8325,0,161.225,0,0.0234,1.1512,2.1891,4.38
2y5h,24.9385,-27.6625,-5.48,0.5122,0,210.6176,0,1.1758,1.5483,1.6291,5.79
4gid,45.2501,-58.9991,-5.48,5.8308,0,380.9333,0,6.9064,6.8427,4.1113,10.77
3k5v,17.3806,-23.6422,-5.48,0,0,177.1127,0,2.286,3.9757,1,6.3
1u1b,-13.8041,3.7469,-5.48,3.2331,0,63.884,0,4.2149,5.8424,10.7422,7.8
2yfe,26.1287,-32.2343,-5.48,0.987,0,243.6992,0,0.7051,5.4005,1.9746,6.63
3oe5,40.1543,-46.7684,-5.48,2.7214,2,275.8023,0,4.2922,2.3219,4.7382,6.88
2w66,27.6283,-28.7271,-5.48,5.9502,0,117.4166,0,0.3656,0.7332,4.0485,4.05
2xb8,26.3592,-30.6503,-5.48,4.3265,0,176.2229,0,2.8537,1.4374,3.8666,7.59
1yc1,25.0894,-27.5801,-5.48,2.4266,0,163.952,0,0.0202,2.4704,2.0262,6.17
2brb,16.7437,-20.1454,-5.48,0.1,0,161.7501,0,1.5068,1.895,1.7943,4.86
3b68,27.7025,-41.5435,-5.48,2.2632,0,300.8398,0,3.7757,10.0653,2.6148,8.4
2vw5,25.917,-29.0966,-5.48,3.075,0,179.6748,0,2.6411,0.5385,2.9983,8.52
2v00,15.9848,-17.4654,-5.48,0.9999,0,109.2695,0,1.3699,0.1107,1.6167,3.66
3fk1,4.2317,-10.0985,-5.48,5.1257,0,9.313,0,5.3384,0.5284,5.309,2.62
2x8z,19.4285,-22.8738,-5.48,1.8756,1,81.0027,0,0.8709,2.5743,1.7102,7.96
3pe2,37.049,-37.3425,-5.48,1.9766,0,215.9032,0,0.0544,0.2391,0,9.76
3l3n,25.2417,-39.1083,-5.48,2.4351,2,228.7692,0,6.7609,7.1057,5.2074,8.18
2pcp,31.5317,-36.7501,-5.48,0.4666,0,276.8002,0,3.9511,1.2673,1.0446,8.7
2qft,6.6001,-11.2495,-5.48,5.4567,0,9.7023,0,4.0865,0.5629,5.309,5.26
2d1o,33.3083,-41.5524,-5.48,5.4435,2,203.3751,0,4.8116,3.4325,7.0171,7.7
3su3,33.5161,-41.032,-5.48,4.4307,0,219.3814,0,0.1414,7.3745,1.9195,9.13
3b3w,19.9176,-30.8824,-5.48,0.8809,3,77.9883,0,9.6389,1.3258,1.8572,4.19
2g70,21.9688,-22.955,-5.48,0.7169,0,161.1203,0,0.8749,0.1112,1.4729,7.77
3bpc,1.1013,-5.8243,-5.48,4.4916,0,50.7111,0,0.6205,4.1025,8.0433,4.8
4gqq,18.5464,-18.8529,-5.48,2.3154,0,96.2615,0,0.2358,0.0707,2.1965,2.89
3i3b,9.7554,-16.8411,-5.48,3.425,0,80.1056,0,7.0591,0.0266,3.6918,2.23
2d3u,34.2125,-37.7831,-5.48,1.4272,0,235.3523,0,1.2506,2.32,0,6.92
1hnn,24.0742,-26.5356,-5.48,1.1509,0,147.1094,0,1.326,1.1355,0,6.24
2jdm,30.6089,-31.407,-5.48,1.7458,3.9802,26.4828,0,0.6995,0.0986,2.7357,5.4
4des,15.7011,-24.1068,-5.48,0.0105,0,193.7508,0,7.5597,0.8459,1.5926,5.85
1lbk,13.1342,-17.3008,-5.48,5.8117,0,58.9178,0,1.7216,2.445,5.6576,3.18
2jdu,28.0514,-31.9996,-5.48,1.823,3.9902,28.8326,0,3.8536,0.0946,2.7357,6.72
1lol,13.6446,-14.1738,-5.48,6.3356,0,40.8005,0,0,0.5292,6.7347,6.39
2vo5,30.4258,-31.4109,-5.48,3.0134,0,214.6528,0,0.9133,0.0718,3.6125,4.89
1os0,30.4534,-36.871,-5.48,3.3781,1.2284,201.426,0,4.2586,2.159,4.2444,6.03
3l4w,19.6132,-21.5451,-5.48,4.2991,0,121.4103,0,0.2879,1.644,4.8824,6
3b3s,15.336,-16.6582,-5.48,1.7443,0.1037,81.0399,0,0.6397,0.6825,1.8572,2.55
3f17,27.0228,-37.5126,-5.48,1.3682,2.1607,165.1387,0,8.1933,2.2966,1.9093,8.63
1w3l,8.8335,-10.5382,-5.48,3.9053,0,150.7848,0,0.2137,1.491,10.0106,6.28
3muz,19.2747,-21.2552,-5.48,3.4475,0,117.8758,0,1.1197,0.8609,3.723,3.46
3ov1,11.7237,-18.8425,-5.48,6.9698,0,106.5019,0,0.0219,7.0968,8.7412,5.2
3vh9,32.3492,-36.2962,-5.48,0,3,130.6514,0,3.947,0,1,6.24
1u33,6.1842,-15.9019,-5.48,6.1265,0,159.8727,0,6.3723,3.3454,11.2288,4.6
3su5,32.4949,-40.3528,-5.48,4.2983,0,217.3553,0,0.3447,7.5133,1.9195,5.58
3nox,22.2243,-28.7896,-5.48,0.7716,0,199.08,0,3.403,3.1623,1,8.66
1n1m,20.7296,-24.6945,-5.48,2.6708,0,114.1493,0,2.9285,1.0363,1.1958,5.7
2obf,35.2646,-41.0584,-5.48,1.3406,0,297.6958,0,2.6717,3.1221,1.4568,8.85
1w3k,13.2193,-14.1995,-5.48,3.8483,0,105.2836,0,0.3025,0.6777,6.4266,4.3
2vot,28.5675,-33.0655,-5.48,3.9156,0,212.2522,0,2.7404,1.7576,4.0336,7.14
2zwz,21.5445,-24.161,-5.48,3.8098,0,113.8342,0,2.4143,0.2022,2.8759,7.79
2vl4,22.2286,-23.7069,-5.48,4.7199,0,102.9931,0,1.4715,0.0069,3.7452,6.01
2zx6,29.0156,-31.8257,-5.48,4.6993,0,170.7626,0,2.0682,0.7419,3.6442,10.6
1kel,17.9744,-20.6712,-5.48,2.7544,0,184.2611,0,1.4284,1.2684,6.081,7.28
3su2,32.3669,-41.0121,-5.48,4.3708,0,229.4022,0,0.2754,8.3698,2.3072,7.35
2xy9,36.2329,-45.5681,-5.48,3.4022,1.6194,319.7373,0,2.6902,6.6449,7.2068,9.19
3l4u,8.875,-10.7177,-5.48,3.9888,0,143.0008,0,1.2708,0.5719,9.6937,7.52
2cbj,15.1535,-22.2262,-5.48,4.2497,0,112.7882,0,3.7011,3.3716,4.1578,8.27
3bfu,20.1628,-22.9872,-5.48,4.7789,0,65.2719,0,2.2642,0.5602,2.3793,6.27
3mfv,8.5088,-12.4893,-5.48,1.7902,1.3806,37.3111,0,1.0755,2.9049,4.5549,2.52
3nq3,19.4326,-20.3862,-5.48,0,0,175.3011,0,0.0917,0.8619,2.1891,3.78
2zjw,13.3297,-15.1497,-5.48,0,0,152.4962,0,1.82,0,3.1923,7.7
2ole,10.6833,-21.9375,-5.48,0.3317,0,169.2486,0,6.387,4.8672,1.7393,7.25
3gcs,38.2032,-43.4803,-5.48,3.1759,0,262.8433,0,0.6001,4.677,1.3125,7.25
3kv2,16.9946,-18.6462,-5.48,2.691,2,20.2493,0,1.3824,0.2692,4.0042,7.32
2gss,12.1964,-16.0293,-5.48,0.0665,0,131.9343,0,1.0724,2.7605,1.9958,4.94
1jyq,18.2502,-36.4697,-5.48,11.8492,0,192.2107,0,5.2119,13.0077,12.1387,8.7
1igj,23.7197,-26.6303,-5.48,0,0,260.2009,0,1.435,1.4757,3.6301,10
3owj,25.516,-25.516,-5.48,0,0,193.1282,0,0,0,1,6.07
3s8o,13.1845,-20.7798,-5.48,6.6345,0,121.3515,0,0.0712,7.5242,8.2256,6.85
1zea,-18.9927,0.6776,-5.48,3.1427,0,196.8472,0,3.0611,15.2539,15.5021,5.22
2r23,-7.1659,-1.1493,-5.48,4.8819,0,64.525,0,5.1849,3.1303,11.01,3.72
1f8c,18.6346,-21.9792,-5.48,6.4349,0,54.7241,0,3.2129,0.1317,4.4515,7.4
2zxd,21.0174,-24.5728,-5.48,3.4,0,122.467,0,2.0797,1.4757,2.575,5.22
4g8m,18.0192,-19.8118,-5.48,4.5043,0,75.6859,0,0.0456,1.747,3.7374,7.89
2xhm,27.0408,-34.0365,-5.48,3.9845,1.9693,184.1744,0,3.3165,3.6791,7.0997,6.8
2pq9,21.0088,-31.8561,-5.48,12.0742,0,73.1387,0,3.0214,7.8259,8.7926,8.11
2x0y,14.1715,-16.6018,-5.48,2.6875,0,88.8299,0,1.2821,1.1483,3.2217,4.6
3f80,15.0002,-23.6054,-5.48,1.2304,2.9986,44.719,0,7.0904,1.5148,3.632,4.22
10gs,27.0514,-31.2704,-5.48,5.2475,0,183.277,0,0.9577,3.2613,5.1483,6.4
1f8b,12.9598,-16.7064,-5.48,5.233,0,56.6328,0,3.5808,0.1658,5.0304,5.4
4djr,19.9463,-31.8645,-5.48,1.9454,0,254.8099,0,8.4155,3.5027,3.8773,11.52
4dew,6.5764,-18.0627,-5.48,0,0,172.4306,0,10.5192,0.9671,2.9655,7
1sln,36.9619,-43.8149,-5.48,5.9273,1.0601,223.9559,0,2.3887,4.4643,5.4911,6.64
3imc,18.3965,-19.2866,-5.48,0.6572,0,121.125,0,0.8889,0.0012,1,2.96
2j62,43.8267,-45.6575,-5.48,5.9566,0,255.4126,0,0.4308,1.4001,3.7502,11.34
3cj2,26.2198,-27.5148,-5.48,0.8918,0,162.8734,0,0,1.295,0,4.85
3cft,9.2681,-12.0294,-5.48,0.2496,0,70.7333,0,0.0354,2.7259,1,4.19
1xd0,14.0569,-22.4902,-5.48,9.7378,0,246.7853,0,3.8344,4.5989,17.339,7.12
3vd4,29.1207,-29.955,-5.48,4.1568,1,120.4444,0,0.4893,0.345,3.723,4.82
2x97,17.9706,-28.3571,-5.48,3.7338,1.9399,141.8005,0,4.68,5.7065,6.9853,5.66
3huc,30.8932,-35.1221,-5.48,0.8254,0,229.7895,0,0.7561,3.4728,0,5.99
1loq,17.0132,-19.7227,-5.48,7.1117,0,55.0614,0,0.4359,2.2735,6.2315,3.7
3bkk,32.5022,-44.1362,-5.48,3.2074,1.9865,237.2328,0,4.896,6.7379,4.6061,6.08
1hfs,65.0766,-76.9828,-5.48,3.9699,1.8963,476.378,0,6.4405,5.4657,3.4874,8.7
1f8d,14.277,-17.9924,-5.48,5.2376,0,56.9609,0,3.3533,0.362,4.549,3.4
