name,Gold.Chemscore.Fitness,Gold.Chemscore.DG,Gold.Chemscore.ZeroCoef,Gold.Chemscore.Hbond,Gold.Chemscore.Metal,Gold.Chemscore.Lipo,Gold.Chemscore.Internal_Hbond,Gold.Chemscore.DEClash,Gold.Chemscore.DEInternal,Gold.Chemscore.Rot,affinity
3jvr,18.0798,-21.1209,-5.48,0.334,0,157.1899,0,1.7414,1.2997,1.5101,5.72
3r88,14.6983,-17.7174,-5.48,1.1285,0,100.4769,0,1.0225,1.9966,1.2842,4.82
2qe4,36.5631,-38.7736,-5.48,1.7663,0,282.6661,0,0.4916,1.7189,2.2179,7.96
3oe4,31.1891,-37.3994,-5.48,3.5966,2,188.9449,0,3.8831,2.3273,5.5702,7.47
2fxs,10.2614,-16.0786,-5.48,1.9146,0,124.9431,0,0.8287,4.9886,4.0682,6.06
1y6r,9.4196,-19.7161,-5.48,0,0,186.3205,0,8.8663,1.4302,2.9545,10.11
3twp,10.0722,-10.9467,-5.48,0,0,68.6039,0,0.8714,0.0031,1,3.92
2zb1,29.7008,-32.9808,-5.48,0.5206,0,244.6981,0,1.4719,1.808,1.1202,6.32
3g31,9.1179,-9.9135,-5.48,0,0,69.2866,0,0.1214,0.6741,1.4348,2.89
1c5z,21.6572,-21.9499,-5.48,2.6567,0,64.9283,0,0.2566,0.036,0,4.01
3fur,38.6556,-41.6256,-5.48,0,0,333.7299,0,0.0029,2.9671,1.1331,8
3ozs,26.3588,-35.7573,-5.48,2.3479,2,206.7766,0,5.89,3.5085,5.3975,5.33
3qqs,26.4615,-30.1089,-5.48,2.7078,0,155.083,0,0.0089,3.6385,1,5.82
4e6q,27.6172,-28.5189,-5.48,1.5477,0,182.7664,0,0.1962,0.7055,1.3727,8.36
1o0h,5.3618,-11.0208,-5.48,5.9127,0,27.601,0,3.3823,2.2767,6.8113,5.92
4agn,15.5371,-20.5521,-5.48,0,0,182.3282,0,2.7449,2.27,2.4454,3.97
4e5w,28.8834,-30.1902,-5.48,2.1677,0,180.5539,0,0.1011,1.2057,1.4276,7.66
2r9w,17.0219,-20.2972,-5.48,2.3781,0,130.8531,0,1.7167,1.5587,3.2951,5.1
4f09,23.3524,-23.4013,-5.48,1.1122,0,143.3052,0,0.006,0.0429,1,6.7
4a7i,26.8658,-32.335,-5.48,1.7696,0,225.2318,0,3.6178,1.8514,2.1123,8.7
3p3r,16.7951,-20.1771,-5.48,0.0559,0,160.2084,0,1.1104,2.2716,1.6538,7.25
3f8c,38.4253,-39.1627,-5.48,0,0,316.3431,0,0.5145,0.2228,1.3006,7.68
1uv6,10.6573,-13.3609,-5.48,0,0,117.6175,0,2.228,0.4755,2.297,5.12
1yvm,30.8707,-33.7882,-5.48,0.0214,2,138.2632,0,2.8521,0.0655,0,6.4
2yay,43.8819,-52.8685,-5.48,7.4658,3.9951,102.7866,0,3.2997,5.6869,5.3374,6.1
3gcu,46.7178,-50.7242,-5.48,3.3889,0,311.8395,0,0.3574,3.649,1,6.78
4b6s,25.4413,-30.4966,-5.48,5.4393,0,148.5495,0,3.2498,1.8055,4.1137,6.01
1fzm,29.8459,-38.6746,-5.48,9.283,0,320.5027,0,1.5933,7.2353,13.7927,7.7
2p3i,9.1881,-11.2861,-5.48,3.5583,0,79.5368,0,0,2.0981,6.0095,3.48
3ibn,7.3037,-9.6632,-5.48,1.0035,1.0307,88.1615,0,1.6723,0.6872,6.1321,7.61
1tni,14.6118,-19.0125,-5.48,1.9891,0,93.3071,0,3.491,0.9098,1.5734,4
2wos,19.7693,-22.782,-5.48,0,0,169.7607,0,0.7927,2.22,1,3.9
3s72,18.9725,-21.5791,-5.48,0.9554,1.0307,57.2071,0,1.5135,1.0931,0,6.4
3mzc,10.6839,-17.5378,-5.48,0.9047,0.0049,98.8589,0,4.4167,2.4371,1,6.65
1hvl,35.1932,-41.499,-5.48,3.6614,0,317.3444,0,3.0207,3.2851,5.2107,9.95
3eb1,6.2418,-12.1261,-5.48,0.9993,0,91.5481,0,2.1252,3.759,2.8917,4.79
2vo4,10.1929,-11.8939,-5.48,0,0,78.9878,0,1.5958,0.1052,1.1046,4.94
