name,Gold.PLP.Fitness,Gold.PLP.PLP,Gold.PLP.part.hbond,Gold.PLP.part.metal,Gold.PLP.part.buried,Gold.PLP.part.nonpolar,Gold.PLP.part.repulsive,Gold.PLP.ligand.clash,Gold.PLP.ligand.torsion,Gold.PLP.Chemscore.Hbond,Gold.PLP.Chemscore.CHOScore,Gold.PLP.Chemscore.Metal,affinity
1z3t,56.0296,-47.1309,-7.3249,0.0000,-11.4291,-29.5309,0.1936,0.0000,1.0354,3.6565,0.0000,0.0000,3.94
2wcg,51.8108,-36.4800,-9.2195,0.0000,-2.4683,-27.2837,0.0577,0.0000,0.0000,5.1103,0.0000,0.0000,6.38
2itk,60.5488,-58.8607,-4.4428,0.0000,-6.1629,-51.9275,0.3743,0.0000,3.9294,3.1823,0.0000,0.0000,7.69
4e0w,64.6688,-41.3461,-10.1716,0.0000,-4.6323,-30.5319,0.1598,0.0000,0.8982,8.3730,0.0000,0.0000,7.48
1slg,69.6077,-79.2819,-5.9709,0.0000,-13.6899,-62.5016,0.3440,0.0000,6.3269,0.9932,0.0000,0.0000,3.9
3bzi,87.2135,-77.7931,-9.1049,0.0000,-12.5288,-61.7933,0.8030,0.9357,4.7635,6.6278,0.0000,0.0000,5.74
3iqi,47.6773,-46.4932,-6.7458,0.0000,-10.2115,-33.4260,0.5525,0.0000,4.3763,3.3123,0.0000,0.0000,4.41
2wk2,89.1018,-84.3171,-5.0678,0.0000,-8.8634,-75.0228,2.2562,0.0000,1.9616,2.9026,0.0000,0.0000,6.82
4b9w,87.2726,-73.5791,-6.0184,0.0000,-7.7782,-67.0508,0.5330,1.1498,2.8846,6.8708,0.0000,0.0000,4.17
3m6p,80.3732,-53.6065,-7.3123,-1.8800,1.5344,-57.4692,11.1469,0.0000,1.7457,6.0860,0.0000,2.0000,8.35
1dqx,49.7688,-32.9798,-15.0110,0.0000,4.4580,-30.3258,3.0010,0.0000,0.4483,5.8952,0.0000,0.0000,11.05
4f9v,58.8846,-50.6040,0.0000,-0.6603,2.9572,-55.9935,0.3515,0.0000,1.0528,0.5200,0.9420,1.0000,6.03
2hs2,68.3624,-65.1695,-7.6244,0.0000,5.2047,-69.7154,0.7557,0.0000,3.3888,3.3235,0.0000,0.0000,8.31
3tg5,127.2051,-99.1801,-15.8710,0.0000,-11.4943,-80.5467,1.1634,0.0000,6.9355,13.9653,0.0000,0.0000,4.7
2f5t,97.7307,-64.6805,-14.9487,0.0000,-14.4616,-40.0946,0.3738,0.0000,0.7901,11.5435,0.0000,0.0000,5.17
1ofz,43.8337,-29.0017,-5.3809,0.0000,-4.0317,-19.2967,0.0000,0.0000,0.0000,4.9440,0.0000,0.0000,4.62
3tei,30.7170,-22.9323,-6.1959,0.0000,3.5084,-34.1850,8.5849,3.6601,2.8696,4.8210,0.9070,0.0000,6.3
2qoa,27.9039,-25.9546,-2.0000,0.0000,-1.4474,-30.9534,7.1707,0.0000,1.0965,1.0593,0.0000,0.1607,7.28
2er6,98.8245,-95.6572,-8.6287,0.0000,-5.1973,-80.9555,0.7338,0.0000,8.8408,6.9496,0.0000,0.0000,7.22
1q95,107.3599,-47.2082,-20.7546,0.0000,-8.4480,-23.0154,0.4841,0.0000,0.8288,20.6031,0.0000,0.0000,7.57
3dcs,41.6104,-29.3532,-2.0000,-0.8684,-1.8623,-27.6969,0.0828,0.0000,1.1006,0.7582,0.0000,2.0307,7.94
4auy,65.2004,-41.6589,-9.1269,0.0000,-5.9104,-29.5453,0.0668,0.0000,0.2161,7.9913,0.0000,0.0000,7.74
3dnj,61.8450,-56.1056,-6.0000,0.0000,-3.2105,-49.8164,0.3063,4.4231,2.2867,4.9120,0.0000,0.0000,6.82
1g3c,52.0834,-27.5603,-6.3299,-2.5072,4.2437,-28.7222,0.1177,0.0000,1.6899,1.3010,0.0000,4.0000,5.8
1axz,38.0690,-27.7039,-6.0000,0.0000,-2.9834,-20.8928,0.0000,0.0000,0.0192,3.4678,0.0000,0.0000,3.2
3f9y,138.0404,-121.3072,-9.8074,0.0000,-20.9292,-97.0842,0.8863,0.0000,4.9745,8.8941,0.0000,0.0000,4.49
3dcw,45.3038,-33.8466,-2.5177,-0.7527,-1.5241,-32.6624,0.0957,0.0000,1.4455,0.7558,0.0000,2.0135,9
2qt5,79.7022,-54.3963,-9.5899,0.0000,-8.4539,-38.6538,0.4064,0.0000,2.0400,9.7953,0.0000,0.0000,5.03
2dua,46.5512,-10.7826,-6.0880,-1.8196,3.6607,-7.9834,0.1902,0.0000,0.0915,3.9839,0.0000,4.0000,4.77
2j9n,51.4595,-36.8075,-4.7378,0.0000,-5.8498,-28.0313,0.2742,0.0000,0.1740,5.0000,0.0000,0.0000,4.7
1urg,66.6190,-59.3393,-7.2297,0.0000,-8.7450,-46.1660,0.0241,0.0000,1.4859,3.4171,0.0000,0.0000,5.82
3d20,81.9739,-75.9598,-8.4900,0.0000,0.4264,-74.7937,1.1055,0.0000,3.2521,4.1727,0.0000,0.0000,8.3
3lqj,84.4364,-77.8451,-5.6805,0.0000,-1.3274,-75.6510,1.6364,0.4724,3.8601,4.9280,0.0000,0.0000,5.37
1utc,97.0072,-80.6341,-7.4552,0.0000,-9.2577,-68.8242,0.3117,0.0000,4.4793,8.4439,0.0000,0.0000,4.55
220l,30.1911,-30.1911,0.0000,0.0000,-0.2424,-31.0403,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.4
3lzv,84.7397,-80.4595,-6.6553,0.0000,-6.5463,-71.4448,0.7086,0.0000,3.4496,3.7265,0.0000,0.0000,10.59
3pb3,79.1573,-62.8710,-10.3603,0.0000,-10.9713,-47.5145,0.6771,0.0000,1.2748,6.1238,0.1549,0.0000,6.22
1sts,48.4955,-63.0582,-4.9214,0.0000,-11.7621,-47.9292,0.2044,3.0154,7.1630,0.9263,0.0000,0.0000,5
2qo8,34.8671,-32.0733,-2.0000,0.0000,-2.4961,-36.5807,7.0214,0.0000,1.8600,1.2512,0.0000,0.4600,8.47
1bcj,39.9833,-31.3333,-5.4513,-0.9603,0.0723,-27.3500,0.6703,0.0000,0.6730,0.4147,0.0000,1.4586,3.7
1ze8,45.1770,-41.7298,-2.0000,0.0000,-1.4050,-47.8979,7.5414,0.0000,1.6885,1.8180,0.0000,0.2284,7.68
3uvx,68.2893,-68.9226,-3.5986,0.0000,-8.4392,-58.0933,0.3051,4.2545,3.7016,3.6748,0.0000,0.0000,4.34
1c2t,70.3646,-54.9071,-7.3475,0.0000,-1.2186,-61.5593,7.4257,0.0000,2.7506,6.9862,0.0000,0.0000,6.59
2rfy,23.3194,-40.9199,-1.6139,0.0000,-8.0078,-32.0100,0.2336,16.0745,1.0799,0.2113,0.0000,0.0000,5.22
4fbe,58.4988,-54.7593,0.0000,-0.9102,3.8154,-57.8527,0.4024,1.8168,1.3718,0.0000,0.7666,1.0000,6.99
4afh,103.8623,-100.9728,-2.8505,0.0000,-6.5441,-99.2727,0.1353,0.0000,1.3272,1.8480,0.0000,0.0000,9.54
4fbx,36.8967,-36.1891,-1.0000,0.0000,5.0279,-45.6419,3.0755,0.0000,0.4491,0.0000,0.5353,0.0000,7.66
1ws5,47.2733,-35.5644,-7.0000,0.0000,-5.0311,-27.7937,0.0028,0.0000,0.0278,3.9215,0.0000,0.0000,3.03
3lik,97.6940,-91.9523,-5.0000,0.0000,0.5464,-94.8415,0.3749,0.0000,5.0096,4.9120,0.3416,0.0000,8.72
1xr8,134.0560,-133.2271,-14.7053,0.0000,-16.3669,-116.1595,7.2176,16.7723,5.2859,9.3910,0.0000,0.0000,6.7
1b6m,112.9690,-89.8798,-6.8730,0.0000,-8.1565,-77.6820,0.5161,0.0000,1.1451,8.4598,0.0000,0.0000,8.4
1gz9,58.2005,-46.2816,-8.0000,0.0000,-8.4011,-33.6279,0.0052,0.0000,1.1249,4.7229,0.0000,0.0000,3.51
3lil,93.8648,-86.1416,-5.0000,0.0000,-10.2228,-75.5571,0.4910,0.0000,3.5304,4.9280,0.0000,0.0000,8.08
2rk7,46.2114,-9.2878,-3.6041,-2.0000,1.6106,-6.8921,0.1138,0.0000,0.0576,4.3462,0.0000,4.0000,4.05
3lqi,71.4636,-78.4627,-7.7194,0.0000,-2.3507,-73.6062,0.4443,7.4518,7.9265,5.4352,0.0000,0.0000,5.16
3iqj,81.5152,-57.6230,-14.0145,0.0000,-9.0007,-38.4534,0.4424,0.0000,4.8384,11.1897,0.0000,0.0000,4.93
2nnp,101.7337,-97.6016,-6.2228,0.0000,-11.5139,-84.3019,0.8777,0.0000,2.3984,2.9763,0.0000,0.0000,8.37
1gzc,44.0065,-34.7526,-6.1073,0.0000,-5.8055,-24.6182,0.0084,0.0000,0.7806,3.6051,0.0000,0.0000,3.49
3omc,58.0908,-59.8480,-2.8988,0.0000,-4.0628,-57.3662,0.1589,0.0000,3.7706,1.9280,0.0000,0.0000,5
1i8i,61.2113,-78.6896,-14.8630,0.0000,1.1239,-68.7801,0.2780,16.2784,11.1947,7.0631,0.0000,0.0000,7.66
1gz3,68.4107,-58.9599,-9.5472,0.0000,-11.3545,-42.7368,0.8297,0.0000,1.2115,3.9579,0.0000,0.0000,3.7
3eks,77.7130,-70.3789,-4.8502,0.0000,-7.7716,-64.3945,1.8468,0.0000,0.9317,3.0658,0.0000,0.0000,5.7
3ebb,32.0063,-36.5757,-0.7350,0.0000,-1.8641,-33.9810,0.0956,0.0000,3.6497,0.9100,0.0000,0.0000,5.3
1z3v,53.4003,-48.1647,-8.1175,0.0000,-10.9554,-30.8792,0.2255,0.0000,0.9436,2.3743,0.0000,0.0000,4.11
2z8e,27.5227,-24.8242,-3.1849,0.0000,-4.6956,-19.2934,0.1613,0.0000,0.2927,1.0946,0.0000,0.0000,8
3q5u,27.2748,-66.6875,-10.2454,0.0000,-14.3478,-45.9979,1.2191,51.0373,5.8952,7.8050,0.0000,0.0000,4.31
1db1,96.5032,-87.0469,-6.0000,0.0000,-6.7215,-75.8840,0.0000,0.0000,1.1968,3.9500,0.0000,0.0000,9.26
2nn8,48.5669,-31.3442,-8.8346,0.0000,-5.1199,-19.9957,0.1312,0.0000,0.7075,6.2126,0.0000,0.0000,3.59
3d1e,69.9062,-65.3456,-4.2611,0.0000,-5.2021,-64.8625,0.4805,0.0000,3.7748,4.0368,0.0000,0.0000,5.77
2y7k,41.4993,-41.6697,-3.0000,0.0000,-3.2708,-37.0661,0.0362,3.1713,0.0077,1.0055,0.0000,0.0000,4.93
2jdn,63.3701,-29.7025,-6.7906,-4.0000,3.3103,-26.2846,0.0027,0.0000,0.0614,3.3128,0.0000,3.9753,5.56
1jmi,56.6846,-33.3378,-8.7166,0.0000,-5.9231,-22.2992,0.2925,0.0000,0.7058,8.2528,0.0000,0.0000,6.06
4f20,106.2494,-86.4142,-21.1761,0.0000,-8.5341,-71.6940,9.2202,0.9471,6.1183,11.0063,0.0000,0.0000,3.29
4aa1,106.1314,-93.2830,-10.2995,-0.9971,-8.3403,-78.7562,0.9932,0.0000,4.4577,5.2546,0.0000,1.0000,4.12
3iqg,48.8513,-45.6423,-5.7391,0.0000,-5.7424,-37.7388,0.5542,0.0000,4.5155,4.0800,0.0000,0.0000,4.6
1ebg,64.2428,-22.9199,-13.7735,-3.3745,4.2660,-12.9833,0.3829,0.0000,0.7952,8.3049,0.0000,2.9998,10.82
3dvp,79.3139,-79.4875,-11.9546,0.0000,-11.6441,-64.7845,1.4706,11.0956,8.2979,9.1726,0.0000,0.0000,5
1z1r,88.9993,-79.9293,-8.7696,0.0000,-6.8894,-69.9895,0.6852,0.0000,3.1473,5.1215,0.0000,0.0000,9.22
3o6m,114.9781,-100.4128,-6.5412,0.0000,-11.4661,-84.1343,0.1880,0.0000,6.0563,8.8926,0.0000,0.0000,7.48
3iqh,45.5615,-42.6984,-4.1351,0.0000,-6.5528,-35.5728,0.2097,0.0000,1.6621,2.0624,0.0000,0.0000,4.59
3nkx,72.3381,-46.5511,-13.6337,0.0000,-0.1414,-42.3772,2.8766,5.1704,6.1747,14.4356,0.0000,0.0000,5.12
4e49,32.5081,-32.0581,-1.0000,0.0000,-3.4241,-27.9924,0.0000,0.0000,0.0000,0.1500,0.0000,0.0000,5.11
3n0h,57.6372,-45.2324,-3.1137,0.0000,-7.4883,-41.4076,0.3934,0.4856,0.7248,4.7800,0.0000,0.0000,6.21
1udt,74.3971,-75.3307,-1.6170,0.0000,-6.4646,-69.6122,0.8598,0.0000,2.7163,1.4997,0.0000,0.0000,9.3
4aph,63.6890,-92.3618,-9.0646,-0.6361,1.1224,-90.5098,2.5643,40.0571,5.9051,5.7315,0.0000,1.0000,5.4
4e3h,30.8933,-29.0286,-0.9236,0.0000,-2.6284,-26.2981,0.0000,0.0000,0.0000,0.6216,0.0000,0.0000,7.05
3oys,49.9104,-40.6380,-2.0000,-0.7062,-1.1282,-38.4963,0.0614,0.0000,1.3785,2.0000,0.0000,1.0049,8.05
1h1p,54.8155,-47.3183,-3.0000,0.0000,-9.2880,-35.9020,0.3631,0.0000,0.7514,3.0000,0.0000,0.0000,4.92
3d3x,51.5869,-43.8001,-3.9842,-1.0000,-1.4483,-42.4156,1.7650,0.0000,2.0256,1.9460,0.0000,1.0000,4.16
2xxw,59.8186,-36.6157,-8.7103,0.0000,-8.2405,-22.7156,0.1750,0.1180,1.2911,8.6343,0.0000,0.0000,6.41
1apw,76.6816,-66.2920,-9.9950,0.0000,-5.0377,-60.1754,0.3899,0.0000,3.0349,5.4865,0.0000,0.0000,8
2h6q,84.6071,-78.5733,-7.8347,0.0000,-13.8517,-61.0324,0.0130,0.0000,4.6311,5.0987,0.0000,0.0000,5.11
3eys,89.2993,-73.8855,-7.4611,0.0000,-8.7189,-65.2193,5.3012,0.0000,3.5974,6.9338,0.6024,0.0000,5.52
1wei,13.7267,-12.9205,-1.1114,0.0000,-1.5293,-12.4389,1.8573,0.0000,0.0000,0.2687,0.0000,0.0000,9
4e81,50.5343,-63.6859,-2.0000,0.0000,-6.9243,-57.5933,0.3145,4.7542,7.4912,2.1950,0.0000,0.0000,5.24
2v86,104.6672,-99.0324,-6.8083,0.0000,-12.4557,-85.4920,0.6922,0.0000,3.5113,4.2192,0.0000,0.0000,4.46
2wp1,41.0482,-48.7403,-2.0000,0.0000,-8.0062,-37.4385,0.1306,4.8575,4.4173,2.0000,0.0000,0.0000,3.6
1eix,83.8673,-49.4395,-14.9575,0.0000,-6.1401,-31.8792,0.4984,0.0000,0.0612,11.5167,0.0000,0.0000,11.06
1ugw,49.1935,-34.8864,-8.9156,0.0000,-2.4045,-27.6476,0.0165,0.0000,0.1125,4.8440,0.0000,0.0000,3.09
2v7d,22.5811,-28.1050,-8.1359,0.0000,1.6857,-27.1703,0.5624,10.8475,4.5823,4.8294,0.0000,0.0000,6.59
2yiv,26.8309,-27.1742,0.0000,0.0000,-0.9832,-27.3882,0.0000,0.0000,0.1716,0.0000,0.0000,0.0000,2.78
1o2s,45.9972,-48.2495,-5.9817,0.0000,-8.6983,-34.7811,0.1965,12.8981,0.1668,3.6598,0.0000,0.0000,5.47
4av0,64.8994,-43.9005,-8.9073,0.0000,-2.2709,-37.8622,0.0585,0.0000,0.4378,7.2915,0.0000,0.0000,6.98
2avv,92.9633,-92.3352,-3.7495,0.0000,-3.4739,-93.2189,0.2907,0.0000,1.6051,1.2795,0.0000,0.0000,9.26
2cia,86.2487,-78.7241,-13.0341,0.0000,-15.0590,-56.5852,3.6461,9.1261,7.5448,9.5801,1.0000,0.0000,6.43
1owh,68.8059,-56.4151,-5.92,0,-10.4738,-41.9354,0.283,0,1.2014,4.9312,0,0,7.4
3rr4,67.7046,-50.5214,-6,0,-7.4401,-44.949,0.3526,0,0.0004,5.728,0,0,4.55
3gv9,28.5527,-18.5763,-4.4196,0,-0.1447,-18.2081,1.7773,0,0.063,3.3674,0,0,2.12
2wnc,63.3505,-61.1593,-0.9588,0,-3.8651,-59.9036,0.0184,0,0.3425,0.9588,0,0,6.32
2xii,71.2911,-53.5512,-9.3172,0,-2.2982,-49.1492,0.3382,0,0.6454,6.3436,0,0,7.2
3gc5,91.0077,-65.391,-8,0,-9.0593,-52.4459,2.0706,0,0.4157,8.816,0,0,7.26
3pyy,65.9439,-65.8472,-1.0635,0,-2.2017,-64.535,0.4824,0,1.4517,1,0,0,6.86
3prs,95.2848,-83.6616,-7.6995,0,0.286,-82.0709,0.4985,0,3.8898,4.4676,2,0,7.82
3nx7,48.1982,-35.1814,-4.4144,-1.8649,1.2915,-35.0988,6.1089,0,3.0645,2.3819,0,2,8.1
3dx1,39.5448,-18.3036,-7.3333,-1.9122,4.4003,-20.451,0.1492,0,0,3.0804,0,2,3.58
3f3d,43.3207,-33.9622,-7.0961,0,-0.384,-31.2457,0.5343,0,0.6128,3.528,0,0,7.16
2j7h,52.9025,-35.8087,-8.6877,0,-4.6345,-24.5164,0,0,0.0134,5.7069,0,0,7.19
3ui7,59.9918,-57.7286,-1,0,-5.067,-54.9929,2.0637,0,0.3684,1,0,0,9
2zda,101.7941,-81.1609,-6.8393,0,-7.316,-70.4932,1.1092,0,1.3204,7.758,0,0,8.4
1ydt,65.6928,-69.0891,-2,0,-4.8084,-66.1967,0.2702,6.2536,2.2831,1.4745,1,0,7.32
3uuo,54.6462,-52.6189,-1.923,0,-4.3352,-48.834,0.1772,0,1.7538,1.845,0,0,7.96
1syi,86.9414,-54.1925,-11.7836,0,-3.1685,-43.5046,0.4435,0,0.3889,11.1756,0,0,5.44
3fv2,90.5437,-58.6251,-13.559,0,-9.5155,-41.468,1.59,0,1.3152,11.5163,0,0,8.11
3p5o,67.659,-66.0833,-1,0,-6.5447,-63.6518,0.0861,0,0.7122,1,0,0,7.3
2wer,53.1877,-48.7635,-1.8465,0,-2.6549,-45.8677,0.2379,0,0,1.4747,0,0,7.05
1bzc,81.3397,-70.3072,-9.6565,0,-1.1445,-65.8286,0.259,2.3347,1.2544,5.292,0,0,4.92
1eby,123.8233,-116.6845,-10.5433,0,-10.7957,-101.5414,0.4197,0,2.9702,4.3597,0,0,9.7
1p1n,60.0744,-40.7578,-9.1513,0,-5.1438,-28.6378,0.1517,0,0.9969,7.1035,0,0,6.8
3d6q,22.2228,-22.9076,-3.0101,0,-5.2212,-17.5114,0.3915,0,1.0834,0.494,0,0,3.76
5tmn,67.9442,-55.4176,-6.5137,-0.848,-9.1652,-48.0202,4.935,0,3.0967,4.1199,0,1.0601,8.04
3gr2,28.1699,-22.8529,-2.4489,0,-5.1949,-16.7037,0.22,0,0.3415,2,0,0,2.52
2vkm,125.7449,-119.3893,-9.1232,0,6.4461,-121.7968,0.4971,0,3.9604,4.7588,0,0,8.74
1z9g,29.227,-31.0005,-3.6718,0,6.6045,-36.5227,0.2697,0,0.8867,0,0,0,5.64
3dx2,57.3984,-31.2015,-9.1037,-1.867,6.2115,-29.5676,0.2246,0,0.4429,5.0276,0,2,6.82
3n76,100.0994,-77.897,-10.0319,0,-11.7913,-64.0711,0.2686,0,0.6543,7.837,0,0,6.85
3kr8,90.4231,-85.07,-3,0,-8.8253,-75.604,0.3799,0,0.3235,2,0,0,8.1
4eo8,59.0037,-58.116,-2.9446,0,-3.4422,-54.9279,0.0856,0,2.4361,1.92,0,0,8.15
2zy1,70.9156,-64.0005,-4,0,-6.857,-54.7899,0.1541,1.8222,1.5473,3.944,0,0,7.4
3bgz,65.7459,-67.0075,-2,0,-4.1826,-62.824,0.0877,7.0025,1.2878,2.7722,0,0,6.26
1ydr,45.6555,-43.5187,-1.5481,0,-0.3112,-43.0734,0.2809,0,2.0295,1,1.0653,0,5.52
2pog,66.156,-60.052,-3.1703,0,0.2882,-57.9398,0,0,0.116,2.112,0,0,9.54
3e5a,81.0125,-77.6393,-2.7227,0,-8.9497,-70.3728,0.5352,2.4112,1.3265,2.8125,0,0,8.23
3cj4,60.6459,-58.5835,-1.7943,0,-6.6344,-50.857,0.2519,0,2.2633,2.1963,0,0,6.51
3rsx,55.3965,-47.6331,-3,0,-5.402,-43.8861,2.3212,0,0.6183,2,1,0,4.41
2qbq,79.5764,-62.4254,-6.6878,0,-7.3106,-54.6833,0.1247,0,1.6023,6.7852,0,0,7.44
3qgy,64.6084,-59.1173,-2,0,-7.1007,-58.2983,4.3533,0,1.3344,1.72,1,0,7.8
2cbv,54.5298,-27.3552,-10.7203,0,2.5359,-20.6015,0.0371,0,0,9.0582,0,0,5.48
2p15,101.1221,-101.8267,-2.9402,0,-2.9865,-98.808,0,6.4599,0.4455,2.2154,0,0,10.3
1z6e,105.9907,-108.7359,-3.3997,0,-6.5086,-106.2503,1.3484,0,3.8839,1.3264,0.3478,0,9.72
1k1i,67.8608,-56.1058,-8.5862,0,-8.4879,-43.0034,0.6479,0,3.8062,6.4558,0,0,6.58
2w4x,52.3679,-42.071,-4.9394,0,-8.3194,-29.7383,0.2952,0,0.1927,3.5608,0,0,4.85
3uev,47.1868,-50.3276,-1.2686,0,0.2926,-50.0882,0.0453,0,1.5704,0,0,0,5.89
1s38,63.8458,-48.8698,-5,0,-4.7202,-44.091,1.4107,0,0,4.992,0,0,5.15
3ryj,40.176,-33.0753,-2.3934,-0.7482,-1.6888,-29.8566,0.1079,0,1.2966,1.1112,0,1.0601,7.8
4agq,77.7157,-81.7222,-0.6377,0,-4.5132,-78.87,0.0268,0,2.0032,0,0,0,5.01
3nq9,18.3025,-20.8392,0,0,-1.0757,-20.2199,0.063,0,1.2683,0,0,0,4.03
3u5j,64.1086,-62.2637,-1,0,-3.3518,-58.2112,0.0831,0.6775,0.2388,1,0,0,5.61
3up2,90.067,-73.8851,-4.8239,0,-4.0358,-68.423,0.3012,0,1.4242,5.3434,1,0,7.4
3syr,83.0566,-57.1611,-12.3957,0,-10.7094,-37.6461,0.5862,0,0.5176,7.9769,1,0,5.1
1nc1,62.9426,-63.6148,-6.2042,0,0.4011,-63.0226,0.45,0,0.3361,0,0,0,6.12
1pxn,74.6858,-63.9409,-2.9396,0,-5.8865,-58.1246,0.3842,0,0.002,2.583,1,0,7.15
3zt2,58.1404,-54.2981,-4.2071,0,-4.6435,-49.079,0.3851,0,1.0788,2,0,0,2.84
1nc3,61.5836,-62.0626,-10.884,0,-9.7506,-46.4465,0.7772,0,0.2395,0,0,0,5
3rlr,66.519,-60.5864,-1.6715,0,-4.7643,-55.3725,0.2665,0,1.2037,2.78,0,0,7.52
4de3,51.0862,-45.9039,-6.9544,0,-8.6156,-34.2183,0.5876,0,0.425,2.0108,0,0,5.52
3b65,87.5203,-86.4744,-3.0776,0,-5.7885,-80.3427,0.3454,1.1309,0.7076,1.1973,0,0,9.27
4hge,68.9514,-64.9435,-1,0,-7.0413,-60.2088,0.2559,0,0.9961,1,1,0,7.92
3uew,44.6131,-47.0816,-1,0,-1.4293,-48.9206,2.6718,0,1.5088,0.183,0,0,6.31
4agp,75.4693,-78.7257,0,0,-3.6312,-78.7961,0.1738,0,1.6282,0,0,0,4.69
1h22,101.1359,-101.7669,-3.149,0,-7.7331,-95.1178,0.298,0,1.8514,1.0239,0,0,9.1
3bv9,76.5148,-72.1995,-3.0701,0,-12.7047,-60.0844,0.5028,4.9998,2.8293,4.9913,0,0,5.36
2wn9,56.9579,-54.9044,-4,0,-3.7731,-50.0413,0.122,1.3573,1.4873,2.1284,0,0,8.52
2qnq,66.7578,-66.3547,-4.7038,0,11.4925,-76.904,0.1767,0,5.9005,4.068,0,0,6.11
1qkt,53.6376,-53.6376,-1.7658,0,0.4632,-53.6881,0,0,0,0,0,0,9.04
1lpg,91.5037,-81.6451,-3.0927,0,-2.7728,-88.8581,0.4765,0.4689,2.3362,5,0,0,7.09
1gpn,62.745,-62.745,-1.1356,0,-6.2144,-55.6956,0.1616,0,0,0,0,0,6.48
4eky,83.7822,-58.33,-12.44,0,-5.4816,-44.6343,0.5911,0,0.2615,7.6584,1,0,3.52
1qf1,92.2534,-60.7431,-7.5191,-1,3.4157,-58.1828,0.6912,0,1.8444,5.733,0,3,7.32
3b27,42.0763,-41.763,-1,0,-5.6931,-36.5899,0.2463,0,1.3433,1,0,0,5.16
3coz,88.1738,-69.3589,-9.8287,0,-14.85,-49.6947,0.8757,0,2.0066,7.0855,0.5238,0,5.57
3b1m,85.2216,-89.9248,0,0,-2.1763,-88.0498,0.1671,0,2.3516,0,0,0,8.48
2wvt,48.6132,-32.2222,-9.2841,0,1.5489,-26.525,0.0653,0,0.0162,5.4745,0,0,6.12
3b5r,84.8974,-90.6975,-4.7924,0,-0.8156,-89.9313,0.261,6.5463,2.6879,2.0407,0,0,8.77
