name,TOTAL_SCORE,SCORE_RB_PEN,SCORE_NORM_HEVATOMS,SCORE_NORM_CRT_HEVATOMS,SCORE_NORM_WEIGHT,SCORE_NORM_CRT_WEIGHT,SCORE_RB_PEN_NORM_CRT_HEVATOMS,SCORE_NORM_CONTACT,PLPtotal,PLPparthbond,PLPpartsteric,PLPpartmetal,PLPpartrepulsive,PLPpartburpolar,LIG_NUM_CLASH,LIG_NUM_CONTACT,LIG_NUM_NO_CONTACT,CHEMpartmetal,CHEMparthbond,CHEMparthbondCHO,DON,ACC,UNUSED_DON,UNUSED_ACC,CHEMPLP_CLASH2,TRIPOS_TORS,affinity
3nw9,-126.02600000000001,-106.02600000000001,-3.3164800000000003,-37.4857,-0.24165999999999999,-15.657,-31.5369,-3.15065,-106.088,-10.5632,-95.5788,0,0.574192,-0.018894799999999996,6,32,0,0.0,-13.4784,0.0,7,9,4,6,0.0,4.3034300000000005,9
1z9g,-55.465,-43.465,-3.26264,-21.5709,-0.220717,-8.78937,-16.904,-3.0813900000000003,-33.2257,-3.6718300000000004,-36.5227,0,0.36419,-0.1,3,14,0,0.0,-10.9053,0.0,1,3,0,1,0.0,3.3979699999999995,5.64
5c1w,-59.5921,-57.5921,-4.96601,-26.0292,-0.29346500000000003,-10.1386,-25.1557,-4.96601,-41.0201,0.0,-37.6126,0,0.08928660000000001,-0.1,0,12,0,0.0,0.0,0.0,0,2,0,2,0.0,0.360016,5.06
2iwx,-71.1019,-69.1019,-2.96258,-24.6496,-0.20211500000000002,-10.0721,-23.9563,-2.84407,-49.2537,-1.83624,-42.1355,0,0.178565,0.0,2,22,0,0.0,-3.0,0.0,1,5,0,5,0.0,0.0,6.68
1vso,-85.292,-65.292,-4.06152,-30.9149,-0.264675,-12.4406,-23.6657,-3.5538300000000005,-42.0316,-8.647039999999999,-28.3788,0,0.533392,-0.0165893,1,20,0,0.0,-30.3602,0.0,5,8,2,4,0.0,2.3882,4.72
4de2,-78.0212,-68.0212,-3.25088,-27.0484,-0.24202100000000001,-11.3787,-23.5816,-3.25088,-51.5914,-6.13025,-35.5887,0,0.57426,0.0,0,24,0,0.0,-13.2145,0.0,2,5,2,1,0.0,2.14737,4.12
3oe4,-118.652,-98.6517,-3.59551,-36.9916,-0.258842,-15.3884,-30.7563,-3.2958800000000004,-89.4234,-11.0955,-76.9799,-2,0.532188,-0.020299200000000003,5,28,0,-6.0,-13.9783,0.0,8,11,4,8,0.0,3.71481,7.47
4llx,-53.9673,-53.9673,-5.99637,-25.9448,-0.43818100000000004,-10.8469,-25.9448,-5.396730000000001,-28.4017,-2.0,-23.0777,0,0.136282,-0.1,0,9,0,0.0,-6.0,0.0,2,2,1,1,0.0,0.0,2.89
4pcs,-81.5868,-73.5868,-5.0991800000000005,-32.3778,-0.373792,-13.5505,-29.203000000000003,-4.29404,-46.7324,-6.2512,-36.5087,0,0.0507112,0.0,2,13,1,0.0,-16.1249,0.0,4,2,0,0,0.0,0.0,7.85
4tmn,-98.2309,-68.2309,-2.72864,-29.7496,-0.195088,-12.3474,-20.664,-2.39588,-78.2417,-10.8077,-67.5251,-2,8.3797,0.0,3,33,0,0.0,-18.7299,0.0,5,5,0,2,0.0,8.00415,10.17
5a7b,-98.7547,-76.7547,-3.1856400000000002,-31.4367,-0.236508,-13.2126,-24.4334,-3.2918199999999995,-88.6051,0.0,-87.876,0,0.18645,-0.1,3,27,1,0.0,0.0,0.0,2,2,2,2,0.225152,3.61246,3.57
2vkm,-127.749,-95.7485,-2.71805,-35.3989,-0.193616,-14.6741,-26.5318,-2.50487,-125.835,-9.12321,-123.96600000000001,0,0.5092949999999999,-0.0757022,13,34,0,0.0,-14.3642,0.0,5,6,1,4,0.0,14.3109,8.74
4kzu,-105.98100000000001,-103.98100000000001,-5.88781,-40.4391,-0.351952,-15.8117,-39.676,-5.88781,-82.5216,-2.0,-75.3047,0,0.243457,0.0,2,16,0,0.0,-6.0,0.0,0,2,0,1,0.0,0.165026,6.5
4f3c,-122.125,-106.125,-5.30978,-42.9433,-0.362951,-17.5584,-37.3171,-4.52315,-92.3774,-5.0,-76.3207,0,0.560215,-0.0384042,0,23,0,0.0,-18.0,0.0,6,3,2,2,0.0,2.26314,11.82
1owh,-84.5163,-74.5163,-3.5215099999999997,-29.3002,-0.263792,-12.3513,-25.8334,-2.91436,-58.0461,-5.91999,-41.9354,0,0.283002,0.0,0,24,0,0.0,-17.295,0.0,8,1,3,0,0.0,4.75243,7.4
4f9w,-91.0563,-85.0563,-3.64225,-31.1408,-0.278977,-13.225,-29.0888,-3.64225,-73.4111,-2.0,-64.0973,0,0.28627199999999997,-0.1,0,25,0,0.0,-5.3499300000000005,0.0,2,3,2,1,0.0,2.82325,6.94
1qkt,-79.4634,-75.4634,-3.9731699999999996,-29.2746,-0.291746,-12.2588,-27.801,-3.7839699999999996,-54.9907,-1.7658,-53.6881,0,0.0,0.0,2,18,0,0.0,-4.48926,0.0,2,2,1,1,0.0,0.0,9.04
1mq6,-91.7716,-75.7716,-2.54921,-27.7933,-0.16104300000000002,-11.0693,-22.9477,-2.48031,-108.087,-1.74358,-99.2755,0,2.35348,-0.0692358,3,33,0,0.0,-2.63577,0.0,4,5,3,4,0.0,17.3256,11.15
4owm,-56.6834,-54.6834,-5.15303,-25.4873,-0.367787,-10.5723,-24.5881,-5.15303,-38.0719,-0.934989,-36.6353,0,0.10581700000000001,0.0,2,9,0,0.0,-0.0814385,0.0,2,2,2,2,0.0,0.630997,2.96
1o0h,-66.2752,-50.2752,-2.45464,-22.0917,-0.15624100000000002,-8.82061,-16.7584,-2.45464,-29.8469,-6.77413,-27.6184,0,8.45695,-0.073272,4,23,0,0.0,-23.5994,-2.25372,6,11,4,7,0.0,3.6084699999999996,5.92
3dx2,-84.1869,-74.1869,-7.015569999999999,-36.772,-0.42899499999999996,-14.4871,-32.4041,-5.61246,-39.7482,-14.1037,-31.0139,-2,0.208329,0.0,4,8,0,-11.1927,-17.3637,0.0,6,4,2,1,0.0,0.5488109999999999,6.82
4m0z,-109.96600000000001,-101.96600000000001,-4.581930000000001,-38.1232,-0.338015,-15.9889,-35.3498,-3.79195,-87.9099,-6.70287,-73.0111,0,0.769253,0.0,2,22,0,0.0,-16.3543,0.0,5,4,0,2,0.0,5.24517,5.19
3gy4,-69.3801,-67.3801,-6.938,-32.2034,-0.509473,-13.4854,-31.275,-4.9557199999999995,-36.0421,-5.11948,-24.8064,0,0.328138,-0.00192885,0,10,0,0.0,-15.1716,0.0,6,0,1,0,0.0,0.581957,5.1
4cra,-105.985,-91.985,-2.78908,-31.5246,-0.209236,-13.2956,-27.3604,-2.64962,-82.29899999999999,-5.33332,-65.5117,0,1.01484,0.0,2,36,0,0.0,-10.6089,0.0,5,5,3,3,0.0,2.6726400000000003,7.22
3n76,-116.065,-100.065,-5.27568,-41.4216,-0.38017199999999995,-17.2369,-35.7114,-4.64259,-85.5502,-10.0319,-64.0711,0,0.344122,0.0,2,20,0,0.0,-23.9806,0.0,3,6,0,3,0.0,4.915,6.85
4j21,-103.007,-101.007,-5.15037,-37.9483,-0.361767,-15.6575,-37.2115,-4.90512,-79.5951,-3.0,-71.2115,0,0.365512,0.0,1,19,0,0.0,-9.0,0.0,3,1,2,0,0.0,1.58095,7.41
2zb1,-92.492,-82.492,-3.5573900000000003,-31.221,-0.266235,-13.157,-27.8454,-3.5573900000000003,-76.8756,-2.6118099999999997,-68.2802,0,0.377085,0.0,2,24,0,0.0,-3.33541,0.0,1,4,1,1,0.0,3.51595,6.32
3b68,-101.40700000000001,-83.4065,-3.2711799999999998,-32.2809,-0.22975700000000002,-13.3189,-26.5509,-3.07293,-99.7437,-5.03894,-97.9697,0,2.16113,0.0,7,24,0,0.0,-7.598730000000001,0.0,3,6,1,5,11.5394,5.616569999999999,8.4
4bkt,-78.4954,-70.4954,-4.13134,-29.4166,-0.29367600000000005,-12.1857,-26.4186,-3.7378699999999996,-51.1617,-4.0,-40.7859,0,0.166675,-0.05202999999999999,0,19,0,0.0,-12.0,-3.0,2,5,0,2,0.0,2.62004,3.62
3b27,-60.2165,-56.2165,-3.7635300000000003,-23.8969,-0.23827199999999998,-9.52433,-22.3095,-3.54215,-43.0367,-1.0,-36.5899,0,0.246346,0.0,0,16,0,0.0,-3.0,0.0,2,3,1,3,0.0,2.5773900000000003,5.16
4mme,-82.6599,-78.6599,-4.133,-30.4522,-0.28928200000000004,-12.5498,-28.9786,-3.7572699999999997,-66.6209,-2.9304099999999997,-64.6623,0,0.08355180000000001,-0.0223248,3,17,0,0.0,-5.30149,0.0,2,1,0,1,6.25818,0.356988,6.5
3arp,-26.7299,-6.72993,-0.7861739999999999,-8.25097,-0.0585336,-3.4711,-2.0773900000000003,-0.7861739999999999,-108.12100000000001,0.0,-101.723,0,0.0911732,-0.1,0,34,0,0.0,0.0,0.0,3,1,3,1,0.0,49.1459,7.15
4e5w,-104.499,-98.4994,-3.7321199999999997,-34.4134,-0.273916,-14.4084,-32.4375,-3.37095,-78.2491,-3.0,-67.8736,0,0.560929,0.0,3,25,0,0.0,-8.83645,-3.0,4,3,1,2,0.0,1.60565,7.66
3fcq,-27.4854,-21.4854,-1.96325,-11.4041,-0.142285,-4.7546800000000005,-8.914589999999999,-1.96325,-15.6005,-1.2441,-28.6007,-2,12.5316,0.0,5,9,0,0.0,-3.0,0.0,0,3,0,2,0.0,4.95021,2.77
3b5r,-107.205,-91.2055,-3.8287699999999996,-35.3046,-0.257239,-14.3524,-30.0355,-3.69674,-94.2043,-3.79235,-89.9313,0,0.048765300000000004,0.0,5,22,0,0.0,-4.99672,0.0,2,3,0,3,1.02033,4.454680000000001,8.77
4gid,-144.145,-110.145,-3.06692,-39.9424,-0.21616,-16.4991,-30.5211,-2.82638,-135.15200000000002,-9.83474,-124.868,0,0.44393,0.0,8,39,0,0.0,-21.5626,0.0,6,6,2,2,4.026619999999999,11.870999999999999,10.77
3ebp,-86.3265,-76.3265,-3.0830900000000003,-28.4288,-0.21429600000000001,-11.6887,-25.1356,-3.45306,-76.6052,0.0,-69.2508,0,0.049805300000000004,-0.1,0,25,3,0.0,0.0,0.0,4,5,4,5,2.0729900000000003,2.37831,5.91
3u9q,-61.7416,-45.7416,-5.14513,-26.9681,-0.360531,-11.1181,-19.9795,-5.14513,-50.8058,-3.94297,-43.2515,0,0.0109228,-0.1,0,12,0,0.0,-10.5115,0.0,0,2,0,0,0.0,8.921510000000001,4.38
3e93,-118.35799999999999,-108.35799999999999,-3.19885,-35.5191,-0.237855,-14.936,-32.5181,-3.1146700000000003,-108.022,-4.0,-96.0994,0,0.817621,0.0,1,36,0,0.0,-6.0,0.0,3,4,2,3,0.0,6.4844,8.85
4w9c,-86.3868,-72.3868,-3.08524,-28.4486,-0.22411599999999998,-11.8701,-23.8382,-2.97885,-70.1605,-3.9751300000000005,-60.9284,0,0.128094,0.0,0,27,1,0.0,-12.0,0.0,4,5,2,3,1.5840100000000001,5.5942099999999995,4.65
4jia,-74.0099,-66.0099,-2.38742,-23.5597,-0.176829,-9.89413,-21.013,-2.31281,-68.2655,-1.0,-60.8829,0,0.7179,0.0,1,30,0,0.0,-2.33366,0.0,4,1,3,1,9.92103,2.63809,9.22
1nc1,-101.044,-91.044,-5.0522,-37.2249,-0.340964,-15.1557,-33.5409,-4.04176,-68.3755,-6.2041699999999995,-63.0226,0,0.450049,0.0,5,15,0,0.0,-15.4624,-3.0,5,5,0,3,0.0,1.98318,6.12
3k5v,-65.7595,-53.7595,-2.43554,-21.9198,-0.175675,-9.12451,-17.9198,-2.43554,-64.1485,0.0,-62.4126,0,0.0364065,-0.027006099999999998,3,24,0,0.0,0.0,0.0,4,4,4,4,0.0,8.84346,6.3
2wer,-73.3863,-71.3863,-2.93545,-25.0978,-0.201745,-10.2804,-24.4138,-2.82255,-50.1313,-1.8465200000000002,-45.8678,0,0.237916,-0.028693400000000004,2,23,0,0.0,-4.58634,0.0,1,6,0,5,0.0,0.0,7.05
2wbg,-93.4397,-71.4397,-4.24726,-33.347,-0.294389,-13.6981,-25.4956,-3.59384,-60.8661,-8.46413,-52.5965,0,0.0617467,0.0,5,17,0,0.0,-16.8891,-2.96795,5,5,1,2,0.0,1.8625599999999998,4.45
4w9i,-98.3435,-84.3435,-2.98011,-30.6602,-0.20811100000000002,-12.6259,-26.2954,-2.8098099999999997,-81.3772,-3.9288800000000004,-73.8871,0,0.115454,0.0,2,31,0,0.0,-11.899000000000001,0.0,4,6,2,4,1.1611,5.44646,5.96
1gpn,-83.978,-83.978,-4.4199,-31.4713,-0.326321,-13.2026,-31.4713,-4.4199,-62.8841,-1.13564,-55.6956,0,0.16158,0.0,1,18,0,0.0,-3.0,0.0,3,1,3,0,0.0,0.0,6.48
3aru,-65.8902,-55.8902,-3.29451,-24.2742,-0.23674800000000001,-10.092,-20.5901,-3.29451,-52.7457,-1.0,-46.3435,0,0.150066,0.0,0,20,0,0.0,-0.7687930000000001,0.0,1,4,1,3,0.0,2.6141,3.22
3dx1,-71.3511,-63.3511,-7.9279,-34.302,-0.5318510000000001,-13.9379,-30.456,-5.94592,-31.2143,-12.3333,-21.3832,-2,0.12203299999999999,0.0,4,5,0,-10.7728,-11.5851,0.0,6,3,2,0,0.0,0.0,3.58
1z95,-96.257,-80.257,-3.31921,-31.3304,-0.22366,-12.7492,-26.1226,-3.20857,-91.7778,-2.98489,-85.7352,0,0.265855,0.0,3,25,0,0.0,-4.48951,0.0,2,4,0,4,0.6767270000000001,8.2227,7.12
4mgd,-81.3863,-71.3863,-4.2834900000000005,-30.5,-0.256272,-11.9289,-26.7525,-3.87554,-56.5331,-2.65346,-51.7878,0,0.0,0.0,1,18,0,0.0,-7.371760000000001,0.0,2,2,0,1,0.0,0.767053,4.69
2fvd,-74.4133,-62.4133,-2.48044,-23.9484,-0.16856300000000002,-9.772839999999999,-20.0865,-2.3254200000000003,-66.9619,-3.6215,-55.06399999999999,0,0.618896,0.0,3,27,0,0.0,-7.83931,0.0,4,6,2,5,0.0,8.54888,8.52
3pxf,-55.2388,-51.2388,-2.63042,-20.0219,-0.18516300000000002,-8.26699,-18.572,-2.63042,-38.4949,-2.0,-35.0917,0,0.0418802,-0.0120972,1,20,0,0.0,-6.7803,0.0,1,3,1,1,0.0,4.62765,4.43
4cr9,-65.3492,-65.3492,-5.02686,-27.7924,-0.375083,-11.7005,-27.7924,-4.3566199999999995,-41.4366,-1.89409,-32.792,0,0.273775,0.0,1,12,0,0.0,-4.17122,0.0,5,0,3,0,0.0,0.0,4.1
5c28,-56.113,-54.113,-4.676080000000001,-24.5096,-0.30556,-9.872060000000001,-23.636,-4.676080000000001,-38.0006,0.0,-35.6473,0,0.094479,0.0,1,11,0,0.0,0.0,0.0,2,2,2,2,0.0,0.359033,5.66
3cyx,-120.319,-92.3185,-2.45548,-32.8802,-0.179086,-13.7375,-25.2284,-2.31382,-108.366,-6.28076,-92.6498,0,1.2043700000000002,0.0,3,46,0,0.0,-9.57373,0.0,7,6,4,5,0.0,7.016139999999999,8
3gnw,-99.4989,-87.4989,-2.26134,-28.1839,-0.162133,-11.7085,-24.7848,-2.31393,-84.5673,-4.69076,-71.0484,0,0.266932,0.0,2,41,1,0.0,-9.0,0.0,1,7,0,5,0.0,5.57261,9.1
3f3c,-78.1553,-70.1553,-6.01195,-33.2387,-0.426659,-13.7615,-29.8364,-4.88471,-48.1972,-7.01323,-37.9807,0,0.628394,0.0,5,8,0,0.0,-15.0,0.0,3,2,0,1,0.0,1.5444,6.02
1k1i,-86.9045,-70.9045,-2.4140099999999998,-26.3193,-0.170875,-10.8873,-21.4737,-2.48299,-59.3816,-8.586219999999999,-43.0034,0,0.695842,-0.012129700000000002,2,28,6,0.0,-21.7792,0.0,5,5,0,2,0.0,6.465380000000001,6.58
1oyt,-110.615,-102.615,-3.68716,-35.5991,-0.270802,-14.9082,-33.0245,-3.35196,-78.5234,-5.0,-65.3133,0,0.648701,-0.0599244,2,28,0,0.0,-17.3407,0.0,5,2,2,1,0.0,1.64306,7.24
2al5,-105.48200000000001,-97.4817,-7.03211,-42.7707,-0.485724,-17.5488,-39.5269,-5.55167,-57.2237,-12.6558,-38.8191,0,0.453205,0.0,2,13,0,0.0,-36.9602,0.0,4,4,0,0,0.0,3.06272,8.4
3n86,-123.523,-107.523,-5.37057,-43.4349,-0.385631,-18.0533,-37.8087,-4.75089,-86.5787,-12.0014,-65.2034,0,0.43637600000000004,0.0,1,22,0,0.0,-26.4073,0.0,4,6,1,2,0.0,2.77248,5.64
3uev,-46.8204,-22.8204,-2.9262799999999998,-18.5807,-0.20593499999999998,-7.67126,-9.0563,-2.9262799999999998,-51.0189,-1.26862,-50.0882,0,0.0453482,0.0,1,15,0,0.0,0.0,0.0,0,2,0,2,0.0,11.545,5.89
2r9w,-70.8456,-56.8456,-2.44295,-23.0593,-0.181489,-9.69374,-18.5025,-2.36152,-51.6832,-5.1511,-45.8992,0,0.301667,0.0,3,26,0,0.0,-10.2047,0.0,2,6,1,3,0.0,4.38609,5.1
4ih7,-71.3148,-67.3148,-4.19499,-27.7351,-0.313753,-11.6856,-26.1795,-3.96193,-49.2404,-2.0,-42.2303,0,0.12278800000000001,-0.1,0,17,0,0.0,-6.0,0.0,1,1,0,0,0.0,1.6489200000000002,5.24
3uex,-50.6971,-18.6971,-2.53485,-18.677,-0.178851,-7.71766,-6.88806,-2.53485,-57.9253,0.0,-57.5082,0,0.112694,0.0,1,19,0,0.0,0.0,0.0,0,2,0,2,0.0,13.2095,6.92
2brb,-65.0378,-53.0378,-2.6015099999999998,-22.2426,-0.196272,-9.398589999999999,-18.1387,-2.50145,-58.4934,-0.5048699999999999,-54.7171,0,0.26870700000000003,-0.028197399999999997,2,23,0,0.0,-1.33124,-2.85332,3,4,2,3,0.0,8.26628,4.86
3kgp,-48.3088,-42.3088,-4.39171,-21.7218,-0.319583,-9.0687,-19.0239,-4.02573,-28.2,-1.62421,-23.9363,0,0.159047,0.0,1,10,0,0.0,-2.0173400000000004,0.0,3,2,2,2,0.0,0.36277600000000004,2.57
1y6r,-111.444,-101.444,-5.57218,-41.0562,-0.37602399999999997,-16.7151,-37.3722,-4.45775,-77.0649,-8.10626,-58.2936,0,0.49008999999999997,0.0,2,18,0,0.0,-18.8655,0.0,8,4,3,2,0.0,0.923701,10.11
3prs,-110.47200000000001,-72.4717,-2.20943,-29.9866,-0.15323399999999998,-12.3202,-19.6718,-2.00858,-91.8964,-7.6995,-85.4891,0,0.394511,1.2254,7,43,0,0.0,-13.7888,-3.0,6,6,1,3,0.0,7.83056,7.82
5c2h,-104.975,-88.9754,-3.3863,-33.417,-0.231233,-13.6587,-28.3237,-3.3863,-98.6581,-1.0,-89.0907,0,0.129653,0.0,1,30,0,0.0,-3.0,0.0,1,5,1,4,0.0,7.019430000000001,11.09
3ivg,-86.6203,-72.6203,-2.98691,-28.1938,-0.20952300000000001,-11.6276,-23.636999999999997,-2.98691,-71.1823,-3.9293,-65.5751,0,2.2913900000000003,0.0,5,24,0,0.0,-9.029639999999999,0.0,1,6,1,3,0.375442,5.51917,4.3
3dxg,-47.9974,-31.9974,-2.28559,-17.3971,-0.148056,-6.98694,-11.5978,-2.6665200000000002,-23.625,-2.30574,-17.5431,0,0.42904799999999993,0.0,1,16,4,0.0,-5.4204300000000005,-3.0,5,8,4,7,0.0,1.62029,2.4
2y5h,-93.9511,-81.9511,-3.03068,-29.9076,-0.202044,-12.1269,-26.0876,-3.03068,-77.2395,-0.499062,-68.1507,0,0.32043499999999997,0.0,1,30,0,0.0,-1.46414,0.0,1,4,1,3,0.0,0.854197,5.79
2xj7,-84.9651,-76.9651,-5.31032,-33.7184,-0.36738200000000004,-13.842,-30.5436,-4.24825,-49.784,-6.899769999999999,-36.4539,0,0.238842,0.0,2,14,0,0.0,-17.6143,0.0,5,4,1,1,0.0,0.556952,6.66
4rfm,-99.1704,-89.1704,-2.75473,-30.0341,-0.192349,-12.3676,-27.0056,-2.9167799999999997,-84.0081,-1.14289,-81.58800000000001,0,4.94855,0.0,3,30,3,0.0,-1.69996,0.0,3,5,2,5,0.0,2.14966,10.05
3fv2,-113.25,-99.2504,-5.66252,-41.7218,-0.390185,-17.1047,-36.5641,-4.71876,-62.9524,-13.559000000000001,-41.468,0,1.5900299999999998,-0.0128923,4,16,0,0.0,-38.9139,0.0,5,8,1,3,0.0,3.11501,8.11
3g0w,-99.8581,-91.8581,-4.16075,-34.6189,-0.277589,-14.0407,-31.8454,-4.16075,-80.0461,-1.0,-81.8334,0,0.11783800000000001,0.0,6,17,0,0.0,-3.0,0.0,1,3,0,3,0.0,0.876346,9.52
1yc1,-80.2129,-68.2129,-2.97085,-26.7376,-0.21836799999999998,-11.2002,-22.7376,-2.7659599999999998,-59.3265,-3.14731,-47.9886,0,0.384313,-0.0163548,1,26,0,0.0,-11.9169,0.0,3,7,1,6,0.0,4.4215,6.17
