name,TOTAL_SCORE,SCORE_RB_PEN,SCORE_NORM_HEVATOMS,SCORE_NORM_CRT_HEVATOMS,SCORE_NORM_WEIGHT,SCORE_NORM_CRT_WEIGHT,SCORE_RB_PEN_NORM_CRT_HEVATOMS,SCORE_NORM_CONTACT,PLPtotal,PLPparthbond,PLPpartsteric,PLPpartmetal,PLPpartrepulsive,PLPpartburpolar,LIG_NUM_CLASH,LIG_NUM_CONTACT,LIG_NUM_NO_CONTACT,CHEMpartmetal,CHEMparthbond,CHEMparthbondCHO,DON,ACC,UNUSED_DON,UNUSED_ACC,CHEMPLP_CLASH2,TRIPOS_TORS,affinity
4zb6,-99.8532,-53.8532,-2.49633,-29.1973,-0.163528,-11.7699,-15.7468,-2.3774599999999997,-64.1919,-12.3532,-47.8677,0.0,1.49432,0.0,5,35,0,0.0,-42.9855,-2.0386599999999997,10,12,8,3,0.0,12.864,6.28
3fvn,-100.417,-84.417,-5.2851,-37.6319,-0.362161,-15.3994,-31.6358,-4.56441,-59.2801,-11.6154,-40.8076,0.0,1.0517,0.0,2,17,0,0.0,-32.0826,0.0,6,7,3,2,0.0,3.4321300000000003,6.77
3f70,-42.4504,-28.4504,-3.85912,-19.0876,-0.263297,-7.7995600000000005,-12.7925,-3.2654099999999997,-26.2073,-2.0,-21.5784,0.0,0.051064099999999994,0.0,0,11,0,0.0,-6.872669999999999,0.0,5,2,2,2,0.0,4.6639,4.85
2gj5,-34.3896,-16.3896,-1.2282,-11.3251,-0.08848389999999999,-4.71237,-5.39737,-1.27369,-39.8808,-1.0,-43.0737,0.0,0.0,0.0,4,23,1,0.0,0.0,0.0,1,1,1,1,0.0,12.2859,8.32
1szd,-114.686,-86.6857,-3.18571,-34.733000000000004,-0.205785,-13.9362,-26.2531,-3.01804,-80.1261,-9.95795,-54.1276,0.0,0.8874780000000001,0.0,0,36,0,0.0,-26.3512,0.0,9,14,7,8,0.0,4.85924,4.54
1d4y,-80.8048,-56.8048,-1.92392,-23.2463,-0.134082,-9.56638,-16.3419,-1.83647,-78.1909,-2.73912,-71.7687,0.0,7.3674100000000005,0.0,6,36,0,0.0,-10.3796,-3.0,2,6,0,2,0.0,14.5314,11.1
4xu3,-133.409,-109.40899999999999,-3.9237800000000003,-41.1804,-0.26026,-16.6696,-33.7721,-3.51075,-112.333,-11.5991,-88.6312,0.0,2.4952400000000003,-0.0655256,3,31,0,0.0,-22.7925,0.0,7,9,3,4,0.0,8.25353,9.5
3rm4,-86.0835,-76.0835,-3.91289,-30.7217,-0.23375700000000002,-12.0098,-27.1529,-3.58681,-66.7396,-3.96973,-57.8905,0.0,3.5144900000000003,0.0,1,21,0,0.0,-9.163910000000001,0.0,4,3,1,2,0.0,3.9329099999999997,5.77
1wm1,-50.4584,-44.4584,-3.15365,-20.0244,-0.224975,-8.304889999999999,-17.6433,-2.80324,-24.2423,-7.5798,-33.7279,0.0,5.11613,-0.029441500000000002,8,8,0,0.0,-10.3307,0.0,2,4,0,3,0.0,1.26468,6.3
2y7x,-100.70200000000001,-92.7023,-3.14695,-31.7192,-0.212029,-12.907,-29.1994,-3.14695,-97.243,-1.25268,-92.9851,0.0,0.175831,-0.08512610000000001,3,29,0,0.0,-1.17697,0.0,3,3,3,2,0.0,6.785810000000001,8.89
2ans,-42.7393,-34.7393,-2.0352,-15.4913,-0.142781,-6.389130000000001,-12.5916,-2.0352,-37.916,0.0,-36.6831,0.0,0.0,-0.0588323,1,20,0,0.0,0.0,0.0,2,3,2,3,0.0,7.53958,5.92
1td7,-65.9514,-57.9514,-3.29757,-24.2967,-0.23452399999999998,-10.0665,-21.3495,-3.29757,-47.3556,-1.0,-40.2826,0.0,0.257813,-0.013232800000000001,0,20,0,0.0,-0.7945800000000001,0.0,2,3,2,2,0.0,0.371529,4.37
2wc4,-90.9447,-68.9447,-4.13385,-32.4566,-0.272729,-13.1148,-24.6052,-3.49787,-68.8271,-10.3742,-56.0818,0.0,0.0,0.0,4,18,0,0.0,-15.3973,0.0,5,4,1,1,0.0,5.01895,5.29
2xde,-75.67699999999999,-61.677,-2.3649,-23.8367,-0.177848,-10.0614,-19.427,-2.29324,-66.7598,-3.0,-59.386,0.0,0.253922,-0.08313430000000001,2,30,0,0.0,-8.98723,0.0,2,2,1,0,0.0,9.375680000000001,5.47
4pzv,-120.943,-98.9426,-2.7487,-34.258,-0.190566,-14.0735,-28.0263,-2.57325,-79.4616,-12.4508,-54.5084,0.0,1.14323,0.0,5,36,3,0.0,-37.16,0.0,12,13,5,8,0.0,5.35392,5.7
1d09,-115.535,-99.5346,-7.220910000000001,-45.8499,-0.456471,-18.2647,-39.5003,-6.41859,-51.461999999999996,-20.1774,-21.2898,0.0,0.5846399999999999,-0.1,1,15,0,0.0,-57.2053,0.0,3,8,1,0,0.0,5.25476,7.57
4j74,-65.0429,-61.0429,-3.2521400000000003,-23.962,-0.21241999999999997,-9.650089999999999,-22.4884,-3.2521400000000003,-47.871,0.0,-45.9598,0.0,0.0,-0.1,0,20,0,0.0,0.0,0.0,2,0,2,0,0.547586,0.692661,4.59
3q6z,-92.9689,-64.9689,-2.5824700000000003,-28.156,-0.166818,-11.2972,-19.6761,-2.51267,-71.5411,-7.485580000000001,-52.9446,0.0,0.45575,0.0,2,34,0,0.0,-17.2864,0.0,9,14,8,9,1.29007,6.38283,3.72
3ozj,-38.3331,-34.3331,-1.7424099999999998,-13.6804,-0.125959,-5.69891,-12.2529,-1.7424099999999998,-38.8129,0.0,-36.8211,0.0,0.00335521,0.0,3,19,0,0.0,0.0,0.0,0,4,0,4,0.0,9.957419999999999,5.11
3ml5,-57.06,-53.06,-4.38923,-24.2671,-0.25791,-9.43432,-22.5659,-4.38923,-27.0899,-5.0,-16.6299,-1.0,0.974133,0.0,2,11,0,-12.0,-4.68039,0.0,2,6,2,3,0.0,2.8549,8.52
3a2o,-102.677,-78.6771,-2.5669299999999997,-30.023000000000003,-0.180541,-12.3929,-23.0053,-2.44469,-96.1138,-4.87041,-88.2073,0.0,3.9305199999999996,0.0,3,37,0,0.0,-6.0,0.0,5,5,3,5,0.44018500000000005,7.671930000000001,9.08
4a6l,-106.538,-94.5378,-3.5512599999999996,-34.287,-0.264059,-14.4179,-30.4251,-3.2284200000000003,-84.7965,-3.69624,-83.1867,0.0,2.00047,0.0,5,25,0,0.0,-10.5126,0.0,3,2,0,1,0.0,3.2213,8
3jyr,-121.639,-77.6388,-2.76452,-34.4552,-0.188117,-14.0667,-21.9918,-2.38508,-101.565,-13.530999999999999,-74.1366,0.0,0.122127,-0.037838300000000005,3,41,0,0.0,-35.8018,0.0,15,18,8,13,0.0,15.5394,5.54
4u5o,-57.2812,-37.2812,-2.4904900000000003,-20.142,-0.18276199999999998,-8.43276,-13.1093,-2.29125,-35.1622,-1.8124900000000002,-32.3637,0.0,3.4877300000000004,-0.0539409,2,20,1,0.0,-4.14545,-3.0,8,3,5,3,0.8684459999999999,0.9222790000000001,2.42
2pqz,-83.2115,-63.2115,-2.13363,-24.5374,-0.147877,-10.0791,-18.6398,-2.02955,-76.7931,-5.206119999999999,-77.7786,0.0,0.184113,0.0,7,32,0,0.0,-11.7076,0.0,2,4,0,2,0.0,11.6348,5.67
1yda,-42.2502,-38.2502,-3.25002,-17.9686,-0.19097,-6.98566,-16.2674,-3.25002,-25.0111,-3.7016699999999996,-15.4789,-2.0,1.6432,-0.038640100000000004,2,11,0,-1.04597,-2.43812,0.0,2,6,2,4,0.0,2.40387,6.55
1mfi,-80.3139,-74.3139,-6.17799,-34.1567,-0.44338500000000003,-14.1945,-31.605,-5.7367,-53.6395,-2.25236,-54.0698,0.0,0.0581044,0.0,4,9,0,0.0,-15.0,0.0,1,3,0,1,1.37766,2.60236,5.59
2qtt,-90.5903,-80.5903,-4.76791,-33.9493,-0.338967,-14.0639,-30.2017,-3.93871,-55.8101,-7.41418,-41.8505,0.0,0.882983,-0.0967117,4,15,0,0.0,-17.9433,0.0,7,7,3,5,0.0,0.368431,4.32
2ha2,-35.0612,-13.0612,-1.7530599999999998,-12.9167,-0.120734,-5.2945400000000005,-4.81179,-1.7530599999999998,-55.3138,-1.76255,-47.5893,0.0,0.124096,0.0,1,19,0,0.0,-0.5632560000000001,0.0,0,2,0,1,6.5860899999999996,15.9924,4.66
4b34,-45.0731,-45.0731,-4.5073099999999995,-20.9211,-0.300091,-8.47935,-20.9211,-4.09756,-23.9319,-1.0,-30.1897,0.0,0.992604,-0.0037251,3,7,0,0.0,-2.89171,0.0,2,1,1,1,0.0,0.0,3.14
1nw5,-104.319,-84.3194,-3.8636800000000004,-34.7731,-0.261155,-14.1648,-28.1065,-3.3651400000000002,-69.3783,-9.49426,-55.9355,0.0,0.919385,0.0,5,22,0,0.0,-25.2615,0.0,9,8,4,3,0.0,3.1985,5.21
2exm,-52.0641,-46.0641,-3.47094,-21.1109,-0.256153,-8.85507,-18.6781,-3.2539999999999996,-32.6144,-2.0232200000000002,-28.7419,0.0,0.310446,-0.06406419999999999,3,12,0,0.0,-5.13511,0.0,4,3,3,1,0.0,2.52177,4.11
4k4j,-97.0942,-89.0942,-4.41337,-34.6513,-0.330964,-14.6124,-31.7962,-4.41337,-81.2729,-3.0,-74.1303,0.0,0.101145,-0.047777999999999994,0,22,0,0.0,-12.8053,0.0,0,2,0,0,0.0,7.8655,6.12
3p58,-39.1788,-33.1788,-3.2649,-17.1129,-0.19958599999999999,-6.74131,-14.4922,-3.2649,-29.4133,0.0,-35.8737,0.0,0.0,-0.1,3,9,0,0.0,0.0,0.0,0,0,0,0,0.0,4.17,7.6
1ec3,-101.37899999999999,-55.3793,-1.81034,-26.4984,-0.13185,-11.0661,-14.475,-1.63515,-99.8518,-10.6107,-82.4893,0.0,1.49573,-0.0142689,7,49,0,0.0,-21.4393,0.0,8,10,2,7,0.0,17.5254,9.04
4ayu,-68.9801,-66.9801,-6.270919999999999,-31.0165,-0.44172700000000004,-12.8096,-30.1172,-6.270919999999999,-24.2074,-2.0,-18.3532,-2.0,1.89855,0.0,1,10,0,-24.0,-5.8817,0.0,0,3,0,1,0.0,1.1021100000000001,4.73
3r16,-44.1768,-34.1768,-2.3251,-16.5555,-0.149067,-6.62608,-12.808,-2.3251,-28.7603,-2.54264,-32.3919,0.0,7.89428,0.0,3,16,0,0.0,-3.0,0.0,3,3,2,2,0.0,3.66327,7.3
4k5p,-51.4181,-39.4181,-3.4278699999999995,-20.849,-0.222404,-8.3777,-15.9832,-2.5709,-35.4757,-9.22412,-30.5186,-2.0,5.14369,0.0,6,9,0,-3.74716,-13.5975,0.0,9,3,4,1,6.115880000000001,6.38989,3.46
3nb5,-50.7388,-34.7388,-2.11412,-17.5902,-0.137568,-7.0751100000000005,-12.0433,-2.02955,-35.3066,-2.01428,-35.4381,0.0,7.38887,0.0,2,22,0,0.0,-6.0,0.0,4,4,3,3,0.0,5.09119,7.74
3cft,-24.5931,-20.5931,-1.6395400000000002,-9.97202,-0.11016400000000001,-4.0540400000000005,-8.3501,-2.04943,-20.9182,-1.0,-17.2025,0.0,0.0,0.0,0,13,2,0.0,-1.23551,0.0,3,3,3,2,11.2092,2.96621,4.19
1o7o,-102.495,-80.4948,-4.0997900000000005,-35.0527,-0.253598,-13.8628,-27.5288,-3.6605300000000005,-71.0023,-12.0161,-47.4075,-2.0,0.371458,-0.0460612,3,22,0,-5.08312,-22.0134,0.0,6,10,3,5,0.0,6.00474,4.49
1fl3,-80.2402,-66.2402,-3.4887099999999998,-28.2152,-0.26023,-11.8772,-23.2923,-3.4887099999999998,-69.5771,0.0,-74.2184,0.0,3.2985300000000004,-0.014287799999999998,6,17,0,0.0,0.0,0.0,1,3,1,3,0.0,3.79552,6.8
1xk5,-56.1151,-22.1151,-1.0391700000000001,-14.8462,-0.067732,-5.97472,-5.85093,-1.07914,-46.6361,-5.65574,-46.5998,0.0,3.4231800000000003,0.0,5,45,4,0.0,-6.68376,0.0,9,17,7,15,0.0,7.730639999999999,6
3sym,-96.7179,-80.7179,-4.3962699999999995,-34.516999999999996,-0.300133,-14.1073,-28.8068,-3.7199199999999997,-58.193000000000005,-11.7374,-38.0529,0.0,0.45146099999999995,0.0,3,19,0,0.0,-23.2195,0.0,6,8,2,3,0.0,1.30616,4.57
5cp9,-51.1562,-45.1562,-5.11562,-23.7446,-0.367697,-9.872530000000001,-20.9596,-5.11562,-28.2521,-2.80717,-26.5305,0.0,0.37295300000000003,-0.016251400000000003,1,9,0,0.0,-12.2335,0.0,0,3,0,1,0.0,3.72877,3.51
4x6m,-120.757,-102.757,-3.17781,-35.9184,-0.21937199999999998,-14.7345,-30.5644,-2.8751599999999997,-99.0615,-8.24949,-75.9456,0.0,0.618135,-0.057085300000000005,1,37,0,0.0,-11.993,0.0,9,3,5,2,0.0,3.18811,8.24
3ta1,-119.038,-103.038,-4.4088,-39.6792,-0.28062600000000004,-15.8428,-34.3459,-4.10475,-72.45,-12.0858,-51.7377,0.0,4.67207,0.0,4,23,0,0.0,-34.5586,0.0,6,11,4,4,0.0,2.34203,3.25
3ipu,-102.042,-82.0425,-3.00125,-31.4984,-0.21328000000000003,-13.0468,-25.3248,-3.00125,-90.3807,-0.21486599999999997,-81.8408,0.0,0.293986,0.0,3,31,0,0.0,0.0,0.0,1,6,1,6,0.0,3.3065900000000004,7.32
5boj,-66.9338,-54.9338,-3.71854,-25.54,-0.268468,-10.6348,-20.9612,-3.71854,-47.6712,-1.64779,-46.0296,0.0,0.040793699999999995,0.0,3,15,0,0.0,-12.0,0.0,0,3,0,1,0.0,5.7922199999999995,7
4ye3,-62.4845,-32.4845,-1.52401,-18.1208,-0.105425,-7.438680000000001,-9.42065,-1.45313,-67.3566,-6.33628,-70.1661,0.0,1.05515,0.0,11,30,0,0.0,-10.3168,0.0,2,8,0,5,0.762728,15.8615,8.37
2qwb,-74.363,-54.363,-3.54109,-26.9536,-0.24123200000000003,-11.0082,-19.7044,-2.97452,-30.9775,-10.0649,-19.0806,0.0,0.16946,-0.0860263,2,19,0,0.0,-28.9957,0.0,6,9,2,6,0.0,2.02238,2.74
4ge1,-62.2592,-56.2592,-5.18826,-27.1942,-0.386166,-11.4391,-24.5734,-4.447080000000001,-37.795,-1.73058,-34.648,0.0,0.0486856,0.0,1,11,0,0.0,-7.9623800000000005,0.0,4,0,2,0,0.0,1.02706,6.43
3lzs,-87.6488,-61.6488,-2.30655,-26.0706,-0.16004300000000002,-10.713,-18.3371,-2.13777,-82.0238,-6.115419999999999,-72.9181,0.0,0.6153350000000001,0.0,5,33,0,0.0,-7.61393,0.0,4,6,0,4,0.0,9.65625,10.96
3rdq,-85.4151,-73.4151,-5.69434,-34.6341,-0.400528,-14.2966,-29.7684,-5.02442,-50.6436,-7.0,-36.4238,0.0,0.271067,0.0,1,14,0,0.0,-20.6906,0.0,2,3,0,0,0.0,2.40001,9.31
2pwr,-106.869,-82.8694,-2.37487,-30.0457,-0.16472799999999999,-12.345,-23.2982,-2.22645,-95.7806,-9.03324,-90.6471,0.0,1.62579,-0.1,8,37,0,0.0,-21.7499,0.0,6,6,3,2,0.0,13.3836,6.59
4xe1,-60.5919,-56.5919,-3.787,-24.0459,-0.232829,-9.4905,-22.4585,-3.787,-30.5211,-3.0,-26.2059,-1.0,0.630979,-0.0998327,4,12,0,-11.2793,-5.46654,0.0,1,7,1,4,0.0,3.0113,7.11
3bbf,-83.0982,-67.0982,-2.96779,-27.3657,-0.18878,-10.924000000000001,-22.0966,-2.8654599999999997,-58.1111,-6.52151,-41.1062,0.0,0.168404,0.0,0,28,0,0.0,-16.5677,0.0,6,11,5,7,1.52254,4.15915,5.28
1ax0,-63.5279,-51.5279,-4.23519,-25.7593,-0.287184,-10.5042,-20.8935,-3.73693,-34.1373,-6.0,-24.921,0.0,0.0972431,-0.06460930000000001,1,14,0,0.0,-12.2702,0.0,5,6,3,3,0.0,0.809124,3.13
4z1k,-69.4691,-59.4691,-2.89455,-24.0836,-0.199992,-9.88247,-20.6168,-2.89455,-45.7691,-3.0,-37.763000000000005,-1.0,0.54977,-0.0102998,1,23,0,-12.0,-5.84663,0.0,3,6,3,3,0.0,6.61459,8.33
1yei,-108.723,-88.7227,-4.727069999999999,-38.2306,-0.314936,-15.4984,-31.1979,-4.53011,-88.1058,-4.6102,-72.6189,0.0,0.162725,-0.035167199999999996,1,22,0,0.0,-12.0669,0.0,2,7,1,4,0.0,4.65578,7.46
1g7q,-97.19200000000001,-49.192,-1.70512,-25.2545,-0.11941800000000001,-10.4098,-12.7821,-1.56761,-76.2168,-13.32,-64.0244,0.0,0.877325,0.0,10,47,0,0.0,-34.0194,0.0,15,13,10,7,0.0,14.167,6.06
3upv,-78.9819,-24.9819,-1.43603,-20.7686,-0.100253,-8.55167,-6.56907,-1.43603,-63.7772,-11.9763,-42.2552,0.0,0.307194,0.0,1,53,1,0.0,-27.8568,0.0,11,15,8,9,0.0,15.0937,5.3
1hmr,-66.3979,-34.3979,-3.3199,-24.4612,-0.23424099999999998,-10.1078,-12.6723,-3.3199,-53.9717,-3.0,-47.5209,0.0,0.0,0.0,1,19,0,0.0,-13.4228,0.0,0,2,0,1,3.92689,8.25635,6.55
4og4,-78.7045,-58.7045,-2.5388599999999997,-25.0541,-0.187584,-10.5131,-18.6875,-2.71395,-65.0538,0.0,-63.8564,0.0,0.0399917,0.0,2,28,0,0.0,0.0,0.0,2,2,2,2,2.33212,1.57536,6.02
4kwg,-51.6573,-51.6573,-3.97364,-21.9694,-0.215196,-8.31188,-21.9694,-3.97364,-30.587,-1.84507,-45.0747,0.0,4.6978599999999995,0.0,4,9,0,0.0,-2.7062,0.0,1,2,1,1,0.0,0.0,6
4djw,-82.5725,-76.5725,-3.17587,-27.8726,-0.240454,-11.7915,-25.8473,-2.84733,-51.8985,-4.0,-45.2567,0.0,0.340873,-0.060829499999999995,1,25,0,0.0,-18.0,0.0,5,2,2,2,0.0,2.54157,6.28
4q08,-71.271,-55.271,-2.74119,-24.0578,-0.173208,-9.582189999999999,-18.6569,-2.63967,-54.5197,-3.0,-44.5186,-1.15561,0.837815,0.0,3,23,0,-12.0,-3.17346,0.0,3,4,2,2,0.0,7.619219999999999,6.3
1uou,-73.6914,-69.6914,-4.60571,-29.2445,-0.303672,-11.8144,-27.6571,-4.09397,-46.0461,-5.05933,-34.9969,0.0,0.5573060000000001,0.0,2,14,0,0.0,-13.0859,0.0,4,2,2,0,0.0,1.54706,7.7
4nbn,-117.90299999999999,-101.90299999999999,-4.9126199999999995,-40.8746,-0.365745,-17.1953,-35.3277,-4.9126199999999995,-101.11,-3.45736,-86.8363,0.0,0.150393,0.0,3,21,0,0.0,-5.32925,0.0,5,4,5,2,0.0,2.92163,4.36
2p16,-85.7142,-75.7142,-2.521,-26.4582,-0.186538,-11.1077,-23.3714,-2.4489799999999997,-99.7458,-2.6756900000000003,-94.2219,0.0,1.19108,0.0,4,30,0,0.0,-5.87784,0.0,2,5,1,4,0.0,18.2733,10.1
