name,Orientation_Score,Affinity_Score(Heavy_Ligand_Atoms),Affinity_Score,Buried_Protein_Hydrophobic_Term,Hydrophobic_Complementarity_Term,Polar_Component_Term,Number_of_Protein-Ligand_Hydrophobic_Contacts,Number_of_Protein-Ligand_H-bonds,Number_of_Protein-Ligand_Salt-bridges,Number_of_Metal-Ligand_Bonds,Number_of_Interfacial_Unsatisfied_Polar_Atoms,Number_of_Interfacial_Unsatisfied_Charged_Atoms,Buried_Carbons,affinity
1n2v,-6.478,-0.058,-6.081,-2.088,-0.249,1.474,46,3,0,0,10,1,1.000,4.08
1y1m,-7.522,-0.217,-7.175,-1.395,-0.830,0.268,29,4,6,0,2,0,1.000,1.82
1re8,-10.300,-0.134,-9.918,-5.695,-0.747,1.742,100,6,3,0,12,1,1.000,9.52
2bzz,-9.566,-0.035,-7.191,-3.644,-1.411,3.082,42,5,12,0,14,9,0.850,6.43
1u2y,-6.098,-0.088,-6.356,-1.361,-0.581,0.804,13,1,6,0,5,1,1.000,1.74
2aou,-9.130,-0.140,-8.714,-4.619,-0.083,1.206,133,0,1,0,9,0,1.000,7.73
1jqd,-7.873,-0.117,-8.252,-3.123,-0.581,0.670,48,6,1,0,4,1,1.000,5.16
1gni,-8.056,-0.187,-8.961,-3.896,-0.249,0.402,88,0,3,0,1,2,1.000,8.07
1xd1,-12.787,-0.096,-11.581,-6.381,-1.992,2.010,82,11,13,0,11,4,0.892,7.92
1l2s,-7.012,-0.148,-8.025,-2.711,-0.498,0.402,39,6,0,0,2,1,1.000,4.59
1apw,-8.794,-0.129,-9.742,-4.581,-0.747,0.804,64,9,0,0,5,1,1.000,8
2f01,-8.663,-0.189,-8.245,-2.580,-0.581,0.134,79,7,0,0,1,0,1.000,13
1is0,-9.950,-0.082,-9.088,-3.882,-1.328,1.340,52,9,7,0,8,2,0.714,7
1jq9,-10.433,-0.107,-10.257,-6.870,-0.581,2.412,118,3,4,0,16,2,0.939,8.45
2i0d,-8.740,-0.122,-10.694,-7.154,-0.332,2.010,82,4,0,0,12,3,1.000,12.1
1tyr,-5.769,-0.162,-8.780,-4.232,-0.000,0.670,46,0,0,0,2,3,0.950,7
2fai,-7.141,-0.183,-8.877,-3.544,-0.249,0.134,51,3,0,0,1,0,0.941,6.24
1o3f,-8.461,-0.147,-8.901,-4.276,-0.747,1.340,67,5,4,0,10,0,1.000,7.96
1ydt,-8.279,-0.097,-7.838,-4.113,-0.249,1.742,85,1,2,0,13,0,1.000,7.32
2cet,-9.678,-0.199,-9.593,-3.698,-1.079,0.402,74,9,4,0,2,1,1.000,8.02
1sqa,-8.319,-0.096,-8.189,-4.719,-0.664,2.412,67,3,5,0,15,3,0.957,9.21
2j78,-8.015,-0.151,-7.185,-1.405,-0.830,0.268,38,6,4,0,2,0,1.000,6.42
1bcu,-6.259,-0.139,-7.442,-2.996,-0.166,0.938,46,2,0,0,6,1,1.000,3.28
1gpk,-7.580,-0.155,-8.011,-3.482,-0.249,0.938,66,3,0,0,6,1,1.000,5.37
1p1q,-8.337,-0.185,-7.619,-1.622,-0.913,0.134,41,5,6,0,1,0,1.000,4.89
1nvq,-8.727,-0.148,-10.553,-5.992,-0.415,1.072,93,3,2,0,7,1,1.000,8.25
1nc1,-9.484,-0.168,-8.581,-3.018,-0.747,0.402,82,6,3,0,3,0,1.000,6.12
1h23,-10.213,-0.137,-10.141,-6.282,-0.249,1.608,132,3,0,0,10,2,0.900,8.35
1q8t,-6.457,-0.098,-6.986,-2.540,-0.166,0.938,45,2,0,0,7,0,1.000,4.76
1a30,-8.078,-0.099,-7.791,-3.166,-0.747,1.340,38,4,5,0,4,6,1.000,4.3
1e66,-8.886,-0.148,-8.332,-4.237,-0.083,1.206,130,1,0,0,8,1,1.000,9.89
1mq6,-9.591,-0.069,-7.712,-4.574,-0.332,2.412,109,4,0,0,17,1,0.957,11.15
4tmn,-10.366,-0.160,-10.983,-4.973,-1.328,0.536,73,10,6,0,4,0,0.920,10.17
1u1b,-10.311,-0.065,-8.548,-3.412,-1.660,1.742,42,8,12,0,10,3,0.800,7.8
1o0h,-8.692,-0.069,-7.078,-1.821,-1.245,1.206,30,7,8,0,6,3,0.800,5.92
2brb,-6.914,-0.131,-8.500,-4.539,-0.083,1.340,69,1,0,0,9,1,1.000,4.86
2baj,-8.659,-0.148,-9.208,-4.411,-0.249,0.670,88,3,0,0,4,1,0.950,8.4
1pz5,-9.098,-0.063,-9.415,-6.864,-0.415,3.082,97,4,1,0,20,3,0.756,5.4
2d1o,-9.166,-0.120,-9.193,-4.734,-0.581,1.340,72,7,0,0,5,5,0.917,7.7
1hk4,-6.916,-0.089,-7.356,-2.559,-0.249,0.670,44,1,2,0,3,2,0.933,5.31
2qwd,-8.708,-0.141,-8.040,-2.030,-1.328,0.536,29,3,13,0,4,0,1.000,4.85
2drc,-8.855,-0.117,-9.072,-4.147,-0.913,1.206,58,6,5,0,7,2,0.950,9.89
1f5k,-6.561,-0.128,-6.367,-1.589,-0.498,0.938,30,2,4,0,7,0,1.000,3.74
2d3u,-8.040,-0.135,-8.852,-4.406,-0.166,0.938,86,2,0,0,5,2,0.947,6.92
2qwb,-8.273,-0.121,-7.751,-2.041,-1.162,0.670,25,5,9,0,5,0,0.909,2.74
3std,-9.264,-0.188,-10.484,-5.553,-0.249,0.536,124,3,0,0,2,2,1.000,11.11
1nny,-11.776,-0.137,-12.492,-7.388,-1.494,1.608,94,8,10,0,10,2,0.925,7.66
1syh,-9.226,-0.176,-8.202,-2.307,-1.079,0.402,50,7,6,0,3,0,1.000,6.31
1pr5,-7.433,-0.108,-7.271,-2.493,-0.498,0.938,49,4,2,0,6,1,1.000,3.92
2f80,-9.203,-0.122,-9.865,-6.159,-0.498,2.010,80,6,0,0,13,2,1.000,8.18
1f4g,-9.349,-0.106,-8.810,-4.587,-0.747,1.742,77,4,5,0,11,2,0.950,6.48
1ftm,-8.446,-0.165,-7.360,-1.631,-0.913,0.402,43,5,6,0,2,1,1.000,7.61
2bak,-9.341,-0.122,-10.443,-6.450,-0.249,1.474,117,3,0,0,9,2,0.938,7.43
1o3p,-8.107,-0.101,-7.737,-3.865,-0.664,2.010,59,5,3,0,15,0,0.895,6.66
1pbq,-7.791,-0.107,-6.923,-2.330,-0.581,1.206,55,3,4,0,8,1,1.000,6.27
1jys,-5.848,-0.050,-5.716,-1.136,-0.166,0.804,28,2,0,0,5,1,1.000,3.52
1lol,-7.845,-0.076,-7.048,-1.989,-0.913,1.072,26,11,0,0,6,2,1.000,6.39
1g7q,-11.590,-0.110,-11.463,-6.410,-1.577,1.742,88,16,3,0,6,7,0.939,6.06
1det,-6.995,-0.016,-5.599,-1.357,-0.498,1.474,33,6,0,0,8,3,0.700,4.3
2bz6,-9.445,-0.093,-8.007,-4.103,-0.830,2.144,81,5,5,0,15,1,0.952,7.09
2brm,-6.637,-0.139,-8.681,-4.503,-0.166,1.206,54,2,0,0,7,2,1.000,5.89
1fkn,-11.146,-0.096,-11.290,-7.239,-1.245,2.412,90,13,2,0,12,6,0.902,8.8
1ndz,-9.337,-0.099,-8.870,-5.681,-0.249,2.278,124,3,0,0,14,3,0.963,8.11
1j17,-8.907,-0.074,-7.747,-4.590,-0.083,2.144,114,1,0,0,15,1,0.920,5.22
1j16,-6.812,-0.105,-6.166,-1.605,-0.415,1.072,43,1,4,0,8,0,1.000,3.84
1ajp,-6.361,-0.103,-6.457,-1.794,-0.249,0.804,43,3,0,0,5,1,1.000,2.23
2h3e,-10.536,-0.162,-7.815,-1.326,-2.075,0.804,18,10,15,0,5,1,1.000,5.7
1e1v,-6.699,-0.062,-6.330,-2.554,-0.166,1.608,42,2,0,0,10,2,1.000,4.92
1ela,-8.256,-0.120,-9.049,-5.024,-0.415,1.608,68,5,0,0,11,1,1.000,6.36
4er2,-8.811,-0.091,-9.588,-5.014,-0.830,1.474,59,10,0,0,7,4,0.971,9.3
2ayr,-9.774,-0.170,-11.496,-6.750,-0.332,0.804,117,2,2,0,5,1,0.967,9.29
1q7a,-6.697,-0.138,-8.535,-4.357,-0.166,1.206,59,0,2,0,6,3,1.000,7.19
2d3z,-7.763,-0.115,-8.212,-3.900,-0.166,1.072,75,2,0,0,5,3,0.889,6.64
2cer,-9.181,-0.149,-8.489,-3.162,-0.913,0.804,66,7,4,0,5,1,0.875,9.22
1fki,-7.390,-0.136,-9.431,-5.036,-0.249,1.072,64,3,0,0,4,4,1.000,7
2j77,-8.540,-0.209,-7.519,-1.407,-1.162,0.268,35,6,8,0,1,1,1.000,4.89
1u33,-9.384,-0.087,-8.341,-3.684,-0.913,1.474,64,7,4,0,10,1,0.947,4.6
1pxo,-7.224,-0.072,-6.881,-3.156,-0.249,1.742,55,3,0,0,10,3,1.000,8.7
1sv3,-5.938,-0.113,-6.462,-1.882,-0.166,0.804,35,1,1,0,5,1,1.000,4.74
2cgr,-9.142,-0.113,-8.508,-3.915,-0.581,1.206,96,3,4,0,7,2,1.000,7.28
1bma,-8.640,-0.119,-9.617,-5.892,-0.249,1.742,88,3,0,0,13,0,0.963,4.59
1sl3,-8.877,-0.059,-7.405,-4.618,-0.249,2.680,92,3,0,0,19,1,1.000,11.85
1ppm,-9.078,-0.130,-10.664,-5.988,-0.664,1.206,76,8,0,0,8,1,0.966,5.8
1y6q,-8.871,-0.163,-8.483,-3.220,-0.581,0.536,76,5,2,0,4,0,1.000,11.7
1fd0,-10.111,-0.200,-11.205,-5.738,-0.249,0.000,136,1,2,0,0,0,0.962,8.4
1d7j,-5.743,-0.103,-5.839,-0.940,-0.083,0.402,31,1,0,0,3,0,1.000,3.3
1nfy,-8.577,-0.080,-7.627,-4.170,-0.249,2.010,89,3,0,0,14,1,1.000,8.89
2std,-7.484,-0.127,-7.749,-3.035,-0.166,0.670,62,2,0,0,3,2,0.933,9.85
2b7d,-10.057,-0.124,-10.042,-5.487,-1.079,1.742,90,7,6,0,11,2,0.962,8.7
1v2o,-7.495,-0.067,-7.229,-2.955,-0.664,1.608,42,4,4,0,11,1,0.650,4.73
1nje,-10.552,-0.161,-8.438,-1.815,-2.075,0.670,26,7,18,0,4,1,0.889,3.8
1nhu,-6.823,-0.083,-7.949,-3.637,-0.166,1.072,52,2,0,0,5,3,0.667,5.66
1zvx,-8.952,-0.080,-7.286,-3.497,-0.581,2.010,81,6,1,0,13,2,1.000,9.22
1flr,-9.329,-0.160,-9.206,-4.645,-0.415,1.072,121,5,0,0,7,1,1.000,10
1g7f,-10.256,-0.126,-10.137,-4.580,-1.411,1.072,65,8,9,0,7,1,0.926,5.47
6rnt,-7.313,-0.031,-5.939,-1.148,-0.913,1.340,17,2,9,0,9,1,0.900,2.37
1ai5,-6.471,-0.109,-6.638,-1.790,-0.166,0.536,41,2,0,0,3,1,1.000,3.72
1a69,-7.848,-0.102,-7.162,-2.301,-0.581,0.938,54,5,2,0,5,2,1.000,5.3
2usn,-8.085,-0.104,-8.117,-3.958,-0.415,1.474,72,3,2,0,6,5,0.842,6.51
1b8o,-7.609,-0.125,-7.589,-2.543,-0.498,0.670,48,6,0,0,3,2,1.000,10.64
1x1z,-9.278,-0.117,-7.800,-1.975,-1.411,0.804,33,10,7,0,5,1,1.000,11.06
3pcj,-6.320,-0.115,-6.486,-1.370,-0.166,0.268,40,1,1,0,0,2,1.000,7.22
8cpa,-10.260,-0.134,-9.499,-4.095,-1.660,1.474,47,9,11,0,9,2,0.905,9.15
1hi4,-7.956,-0.051,-6.601,-2.295,-0.830,1.742,41,4,6,0,6,7,1.000,4.49
2ctc,-8.335,-0.274,-8.510,-2.047,-1.245,0.000,31,2,13,0,0,0,1.000,3.89
1uwt,-8.194,-0.130,-6.911,-1.399,-0.830,0.536,44,5,5,0,3,1,1.000,5.97
2gss,-6.450,-0.112,-7.338,-2.541,-0.249,0.670,39,1,2,0,5,0,0.846,4.94
1tsy,-7.607,-0.099,-7.203,-1.825,-0.830,0.670,23,10,0,0,1,4,1.000,4.96
2g8r,-6.875,-0.073,-7.042,-2.264,-0.498,0.938,33,2,4,0,6,1,0.800,3.99
1vzq,-9.116,-0.125,-9.332,-5.058,-0.664,1.608,84,4,4,0,8,4,0.958,7.44
1m0n,-9.785,-0.102,-7.777,-3.005,-1.162,1.608,60,7,7,0,10,2,1.000,2.22
1m2q,-7.702,-0.111,-7.434,-3.039,-0.249,1.072,75,3,0,0,8,0,1.000,6.1
1kv1,-6.906,-0.148,-8.323,-3.258,-0.249,0.402,53,3,0,0,3,0,0.933,5.94
1fcz,-10.052,-0.193,-10.416,-5.083,-0.249,0.134,138,1,2,0,1,0,0.917,9.22
2g94,-10.429,-0.121,-10.666,-6.845,-0.747,2.144,102,9,0,0,11,5,1.000,9.52
6std,-7.610,-0.103,-7.388,-3.025,-0.083,0.938,72,1,0,0,5,2,0.929,8.64
1trd,-6.338,-0.015,-5.369,-0.457,-0.498,0.804,7,5,1,0,4,2,1.000,5.4
5er1,-8.355,-0.113,-9.397,-4.989,-0.664,1.474,61,6,2,0,9,2,1.000,6.02
1if7,-7.411,-0.145,-8.999,-3.787,-0.664,0.670,35,3,5,0,5,0,0.895,10.52
1kv5,-7.371,-0.108,-6.191,-0.462,-0.913,0.402,11,6,5,0,3,0,1.000,4.22
1fh8,-8.397,-0.169,-8.095,-2.283,-0.996,0.402,42,6,6,0,3,0,1.000,6.89
3gss,-10.370,-0.131,-10.315,-5.275,-1.162,1.340,88,8,6,0,8,2,1.000,5.82
1ndy,-7.513,-0.123,-8.056,-4.063,-0.249,1.474,78,3,0,0,7,4,1.000,6.17
1tok,-7.415,-0.181,-6.669,-0.940,-0.913,0.402,23,3,8,0,3,0,1.000,2.47
2g5u,-5.908,-0.099,-7.000,-2.586,-0.000,0.804,35,0,0,0,5,1,1.000,8.49
1bxo,-9.602,-0.117,-10.382,-6.025,-0.747,1.608,83,9,0,0,9,3,0.967,10
1s39,-7.255,-0.136,-6.845,-1.882,-0.415,0.670,66,5,0,0,4,1,1.000,7.7
1om1,-8.187,-0.143,-8.368,-3.973,-0.249,1.072,96,1,2,0,6,2,1.000,6.77
1olu,-10.797,-0.105,-7.941,-3.003,-1.328,1.608,83,7,9,0,7,5,1.000,4.41
1toi,-7.110,-0.171,-7.102,-2.107,-0.581,0.804,39,3,4,0,6,0,1.000,4.05
1zoe,-5.908,-0.065,-6.261,-2.115,-0.000,1.072,37,0,0,0,6,2,1.000,7.4
1zc9,-6.313,-0.091,-6.669,-1.789,-0.332,0.670,32,2,2,0,4,1,1.000,3.22
1df8,-8.444,-0.167,-7.897,-2.583,-0.498,0.402,78,6,0,0,3,0,1.000,9.7
4tim,-7.433,-0.065,-5.930,-0.686,-0.830,0.804,15,5,5,0,5,1,1.000,2.16
1zs0,-8.705,-0.055,-6.649,-3.696,-0.415,2.680,86,5,0,0,17,3,1.000,6.15
2rkm,-8.904,-0.160,-8.264,-2.771,-1.079,0.804,41,8,5,0,4,2,1.000,3.9
1ols,-11.371,-0.111,-8.099,-2.995,-1.494,1.608,87,7,11,0,6,6,1.000,5.82
1fzk,-11.060,-0.102,-12.171,-7.782,-0.913,1.742,120,9,2,0,10,3,0.870,8.4
1fkb,-8.692,-0.056,-8.840,-4.815,-0.415,1.608,85,5,0,0,8,4,0.627,9.7
1k4g,-6.848,-0.101,-7.232,-3.022,-0.332,1.340,48,4,0,0,9,1,1.000,5.85
1f4f,-7.533,-0.073,-7.343,-3.886,-0.249,2.010,74,1,2,0,11,4,0.941,4.62
1toj,-7.161,-0.183,-7.236,-2.107,-0.581,0.670,41,3,4,0,5,0,1.000,3.39
1elb,-8.178,-0.107,-8.737,-5.197,-0.332,2.010,86,4,0,0,13,2,1.000,7.15
1fzj,-13.099,-0.114,-12.999,-7.844,-1.411,1.474,132,11,6,0,10,1,0.909,8.1
1ttm,-7.020,-0.131,-7.970,-2.924,-0.498,0.670,36,1,5,0,4,1,0.857,7.35
1v16,-10.809,-0.110,-8.066,-2.994,-1.328,1.474,82,7,9,0,7,4,1.000,3.87
1jaq,-7.083,-0.055,-6.377,-2.486,-0.415,1.742,29,5,0,0,10,3,1.000,4.48
10gs,-9.488,-0.163,-10.597,-4.836,-1.079,0.536,70,7,6,0,4,0,0.913,6.4
1k9s,-8.043,-0.108,-7.381,-2.520,-0.581,0.938,59,7,0,0,4,3,1.000,6.52
1ndw,-7.079,-0.140,-7.869,-3.206,-0.249,0.804,66,3,0,0,4,2,1.000,5.23
2azr,-8.680,-0.159,-7.929,-2.551,-0.830,0.670,59,3,7,0,5,0,1.000,3.64
1vfn,-5.714,-0.053,-5.752,-1.172,-0.166,0.804,28,2,0,0,4,2,1.000,5.6
2ceq,-9.185,-0.187,-7.834,-1.856,-1.162,0.402,51,8,6,0,3,0,1.000,7.28
2bok,-9.052,-0.125,-8.845,-4.571,-0.664,1.608,77,4,4,0,11,1,0.955,6.55
1tmn,-9.495,-0.155,-10.654,-4.293,-1.411,0.268,47,7,10,0,2,0,0.815,7.3
1b7h,-10.877,-0.164,-9.641,-4.167,-1.328,1.072,77,9,7,0,6,2,1.000,8.02
1nja,-9.824,-0.157,-8.365,-1.806,-1.743,0.402,27,4,17,0,1,2,1.000,6.31
1v48,-8.807,-0.096,-7.335,-2.327,-0.996,1.206,38,7,5,0,9,0,1.000,7.8
1fcx,-10.087,-0.195,-10.865,-5.532,-0.249,0.134,135,1,2,0,1,0,0.923,7.19
1fh7,-9.018,-0.174,-8.349,-2.288,-1.245,0.402,43,7,8,0,3,0,1.000,5.24
1ajq,-6.808,-0.166,-6.709,-1.644,-0.249,0.402,55,3,0,0,2,1,1.000,4.31
1pb9,-7.232,-0.157,-6.314,-0.700,-0.664,0.268,26,6,2,0,2,0,1.000,3.62
1avn,-4.599,0.007,-5.158,-0.444,-0.166,0.670,4,2,0,0,4,1,0.600,3.9
3pce,-6.575,-0.171,-7.098,-1.816,-0.332,0.268,47,3,1,0,0,2,1.000,2
1dhi,-8.601,-0.118,-9.115,-4.139,-0.830,1.072,55,4,6,0,6,2,0.950,7.26
1d09,-10.808,-0.191,-8.280,-1.357,-2.241,0.536,16,13,14,0,4,0,1.000,7.57
1fh9,-8.804,-0.141,-8.045,-2.284,-1.079,0.536,42,7,6,0,4,0,1.000,6.43
1m0q,-8.966,-0.084,-7.055,-2.315,-0.996,1.474,42,5,7,0,9,2,1.000,3.89
2fzc,-8.053,-0.077,-6.607,-1.133,-1.328,1.072,13,8,8,0,8,0,1.000,2.7
1loq,-7.756,-0.074,-6.778,-1.719,-0.913,1.072,29,10,1,0,5,3,1.000,3.7
2qwe,-11.168,-0.184,-9.456,-2.265,-2.241,0.268,31,6,21,0,2,0,1.000,7.48
2d0k,-8.196,-0.119,-9.010,-4.302,-0.830,1.340,50,0,10,0,9,1,1.000,5.02
1hfs,-13.633,-0.139,-12.453,-8.919,-0.996,2.680,178,5,7,0,17,3,0.953,8.7
2fdp,-11.230,-0.172,-12.281,-7.592,-1.079,1.608,110,9,4,0,11,1,1.000,7.59
1f4e,-6.530,-0.122,-7.408,-2.343,-0.249,0.402,44,2,1,0,2,1,0.833,2.96
1b9j,-11.007,-0.180,-10.073,-4.165,-1.494,0.804,69,11,7,0,5,1,1.000,5.96
1rnt,-8.374,-0.068,-6.856,-1.580,-0.996,0.938,23,7,5,0,6,1,0.700,5.19
4tln,-5.480,-0.092,-6.139,-1.342,-0.249,0.670,12,3,0,0,2,3,1.000,3.72
