name,average_score,HPSCORE,HMSCORE,HSSCORE,xscore_VDW,xscore_HB,xscore_HP,score_HM,xscore_HS,xscore_RT,affinity
4gid,9.55,9.40,9.64,9.60,1206.0,5.8,159.7,4.22,482.1,10.0,10.77
3ebp,6.46,6.46,6.87,6.05,522.9,0.0,109.3,3.39,180.7,1.0,5.91
3u9q,5.52,5.65,5.62,5.28,365.2,2.0,125.4,3.03,267.9,8.0,4.38
3e93,8.86,8.82,9.48,8.27,915.2,3.4,176.7,5.16,280.6,1.0,8.85
4w9c,6.40,6.20,7.14,5.85,538.2,3.0,76.5,3.88,128.3,4.0,4.65
4jia,6.75,6.55,7.33,6.36,580.2,0.9,89.1,3.73,183.7,1.0,9.22
1nc1,6.31,6.37,6.36,6.19,623.3,4.9,39.7,0.25,70.1,3.0,6.12
3k5v,6.52,6.37,7.03,6.15,572.0,0.0,78.4,3.29,155.8,1.0,6.3
2wer,6.34,6.15,6.61,6.25,517.1,1.4,62.4,2.14,188.4,0.0,7.05
2wbg,6.22,5.98,6.80,5.87,559.4,6.3,43.3,2.68,119.3,7.0,4.45
4w9i,6.73,6.58,7.27,6.33,613.7,3.0,85.3,3.44,171.5,4.0,5.96
1gpn,6.47,6.47,6.38,6.56,537.4,1.0,91.5,1.46,253.2,0.0,6.48
3aru,4.99,4.98,5.00,4.99,372.8,0.4,36.6,0.98,147.4,5.0,3.22
3dx1,5.01,4.92,5.18,4.93,287.0,4.6,9.4,0.00,30.4,0.0,3.58
1z95,7.40,7.46,7.74,6.99,762.7,1.6,125.3,3.48,211.8,4.0,7.12
4mgd,6.87,6.77,7.44,6.40,492.9,2.3,150.4,4.82,278.5,2.0,4.69
2fvd,6.48,6.46,6.72,6.28,659.4,2.0,43.8,1.31,87.4,2.0,8.52
3pxf,5.93,5.73,6.60,5.46,318.2,1.0,106.9,4.30,196.7,0.0,4.43
4cr9,5.35,5.22,5.38,5.43,356.8,1.3,31.6,0.67,146.9,0.0,4.1
5c28,5.32,5.26,5.39,5.31,290.9,0.0,79.6,1.94,227.6,1.0,5.66
3cyx,9.06,8.64,9.79,8.74,1031.1,3.0,161.9,6.89,469.5,9.0,8
3gnw,7.88,7.45,8.38,7.81,776.4,2.8,109.9,4.68,383.3,4.0,9.1
3f3c,5.79,5.81,5.88,5.66,453.3,4.2,57.5,0.97,121.2,3.0,6.02
1k1i,6.52,6.09,7.31,6.17,574.2,5.0,42.6,3.69,157.1,5.0,6.58
1oyt,6.96,6.87,7.01,7.00,687.5,3.4,74.9,1.64,235.6,3.0,7.24
2al5,5.67,5.55,5.95,5.50,461.2,8.2,0.0,0.00,0.0,3.0,8.4
3n86,7.21,7.26,7.15,7.22,725.7,7.5,84.7,0.80,201.7,4.0,5.64
3uev,5.60,6.03,5.61,5.16,370.6,0.0,204.0,4.47,357.6,12.0,5.89
2r9w,6.39,6.10,7.20,5.87,474.0,2.8,88.5,4.51,178.4,3.0,5.1
4ih7,6.44,6.07,7.13,6.11,404.7,2.0,100.1,4.49,254.3,0.0,5.24
3uex,5.98,6.47,6.10,5.37,450.6,0.0,245.0,5.90,420.1,16.0,6.92
2brb,6.41,6.24,6.98,6.01,534.9,0.8,82.8,3.60,167.3,2.0,4.86
3kgp,4.79,4.80,4.73,4.84,301.2,0.6,20.1,0.00,89.5,1.0,2.57
1y6r,6.42,6.44,6.57,6.24,649.2,6.0,29.2,0.25,38.3,3.0,10.11
3prs,8.15,7.95,8.60,7.91,967.4,4.2,147.3,5.65,439.3,15.0,7.82
5c2h,7.40,7.29,7.47,7.46,753.9,1.4,131.6,3.68,411.1,7.0,11.09
3ivg,6.96,6.93,7.14,6.80,740.8,2.6,83.9,2.41,216.2,6.0,4.3
3dxg,4.61,4.65,4.68,4.50,325.1,2.0,4.6,0.00,20.9,4.0,2.4
2y5h,6.35,6.21,6.25,6.58,658.6,0.4,39.7,1.02,236.7,4.0,5.79
2xj7,6.07,5.88,6.23,6.10,484.0,5.8,28.3,0.62,124.7,1.0,6.66
4rfm,7.41,7.43,7.89,6.90,724.4,0.7,131.1,4.01,201.0,2.0,10.05
3fv2,6.36,6.21,6.68,6.20,578.4,10.4,16.0,0.36,41.3,4.0,8.11
3g0w,7.05,7.06,7.29,6.78,667.2,0.7,101.4,2.55,184.3,0.0,9.52
1yc1,6.74,6.62,7.06,6.54,591.0,3.0,79.6,2.39,178.8,1.0,6.17
3ozt,7.26,7.28,7.36,7.13,796.5,7.3,56.3,0.67,111.9,4.0,4.13
1w4o,5.32,5.20,5.61,5.15,396.4,7.1,4.3,0.34,19.7,4.0,5.22
2w4x,5.29,5.23,5.50,5.14,415.0,4.6,0.0,0.00,0.0,2.0,4.85
4u4s,5.08,4.97,5.20,5.06,378.3,0.2,8.1,0.53,73.8,1.0,2.92
4de3,6.11,5.83,6.18,6.31,469.8,4.0,32.7,0.84,203.0,0.0,5.52
3uri,7.31,7.29,7.62,7.01,997.1,5.3,101.3,4.30,321.2,22.0,9
3fv1,6.48,6.34,6.80,6.31,617.4,11.0,15.4,0.36,38.3,5.0,9.3
2wca,5.94,5.83,6.34,5.65,486.9,4.1,65.2,2.57,152.4,6.0,5.6
1nvq,7.86,7.75,8.41,7.42,776.3,3.9,123.7,3.99,219.9,2.0,8.25
2w66,5.81,5.67,5.96,5.81,466.6,6.1,16.9,0.27,88.1,2.0,4.05
3ary,5.01,5.04,5.13,4.87,315.7,0.0,37.1,0.77,70.7,0.0,6
4msn,5.25,5.22,5.55,4.98,279.6,1.0,67.6,1.98,116.3,0.0,4.03
4msc,6.44,6.45,6.67,6.21,533.2,1.0,112.2,2.99,236.6,3.0,5.96
2xnb,6.91,6.80,7.27,6.66,639.6,2.9,71.6,2.21,139.5,0.0,6.83
4mrw,5.33,5.22,5.64,5.14,279.1,0.6,70.0,2.31,161.8,0.0,3.3
3jya,5.78,5.62,6.13,5.58,393.8,0.0,67.2,2.55,168.8,0.0,6.89
3up2,6.91,6.73,7.37,6.63,631.2,3.3,72.0,2.70,156.0,1.0,7.4
2zda,7.04,7.01,7.26,6.86,680.4,5.1,104.3,2.70,245.8,6.0,8.4
3ueu,5.35,5.72,5.35,4.99,326.1,0.0,175.9,3.75,315.0,10.0,5.24
4mrz,4.89,4.87,5.07,4.73,247.2,1.7,39.3,0.90,73.5,0.0,3.52
2fxs,5.56,5.52,5.79,5.36,472.0,2.0,43.2,1.59,112.0,5.0,6.06
1lpg,7.32,7.36,7.40,7.19,840.9,2.5,94.4,2.32,235.7,7.0,7.09
1q8t,5.80,5.72,5.79,5.90,453.9,1.3,56.5,1.20,210.4,2.0,4.76
3qqs,6.16,6.04,6.40,6.04,461.9,3.1,71.3,1.98,181.0,1.0,5.82
2weg,5.01,4.85,5.33,4.86,263.3,2.8,29.0,1.35,89.8,1.0,6.5
3jvs,6.84,6.52,7.42,6.57,539.2,2.0,91.0,3.86,234.1,0.0,6.54
3f3e,5.48,5.40,5.69,5.35,344.1,4.4,58.9,1.54,150.1,3.0,7.7
2qbq,7.07,6.47,8.06,6.70,586.6,3.7,80.2,5.57,277.2,4.0,7.44
1bzc,6.73,6.82,7.19,6.20,599.5,6.9,108.0,2.87,128.4,6.0,4.92
1pxn,6.60,6.53,6.73,6.53,580.0,2.5,70.3,1.53,176.4,0.0,7.15
2j78,5.43,5.31,5.70,5.29,395.3,6.4,0.0,0.00,0.0,1.0,6.42
1z6e,7.41,7.41,7.46,7.34,888.4,1.4,51.4,1.01,134.7,2.0,9.72
3zdg,4.99,5.11,5.05,4.81,407.4,0.0,38.4,0.89,75.4,5.0,7.1
4gfm,6.06,5.73,6.40,6.07,440.1,1.8,47.6,2.30,212.9,0.0,7.22
4eo8,6.71,6.47,7.03,6.64,478.8,1.7,127.2,4.06,364.6,2.0,8.15
2wvt,5.22,5.12,5.47,5.07,367.4,6.2,0.0,0.00,0.0,2.0,6.12
3nx7,5.31,5.42,5.29,5.23,469.7,4.3,25.8,0.00,62.5,6.0,8.1
1syi,6.27,6.21,6.45,6.14,516.4,8.4,47.9,0.65,99.9,3.0,5.44
4ddk,5.24,5.19,5.33,5.21,363.0,1.8,22.0,0.34,73.8,0.0,2.29
2zcr,7.39,7.43,7.81,6.94,655.2,4.1,181.0,5.12,353.6,8.0,6.87
2xbv,7.66,7.58,7.81,7.59,873.1,1.0,92.4,2.68,262.9,4.0,8.43
4de1,6.09,5.98,6.05,6.23,504.6,4.6,30.6,0.00,136.3,0.0,5.96
4abg,5.11,5.10,5.11,5.12,360.8,2.0,18.6,0.00,74.3,1.0,3.57
3uuo,5.87,5.82,6.16,5.64,427.7,1.6,71.7,2.10,142.8,1.0,7.96
4eor,6.73,6.53,7.03,6.64,659.7,3.6,55.5,2.19,194.0,4.0,6.3
1sqa,6.47,6.37,6.43,6.61,623.2,3.4,34.8,0.34,157.9,1.0,9.21
3mss,5.58,5.63,5.90,5.21,379.0,0.0,115.8,3.62,226.4,6.0,4.66
2p15,9.01,9.22,9.64,8.16,823.7,2.8,265.7,6.72,355.1,1.0,10.3
3ejr,6.60,6.31,7.07,6.42,571.8,5.2,47.1,2.28,150.1,2.0,8.57
3ge7,6.93,6.95,7.05,6.80,686.5,6.7,78.7,1.41,172.2,5.0,8.7
3zsx,6.36,6.24,6.64,6.20,583.9,4.0,74.7,2.61,217.9,7.0,3.28
1u1b,6.02,6.08,6.16,5.81,739.6,5.7,10.9,0.56,46.4,12.0,7.8
4ty7,7.38,7.04,7.79,7.32,740.1,5.8,70.1,3.00,264.2,5.0,9.52
5dwr,7.55,7.44,8.18,7.03,682.1,3.0,130.0,4.34,211.2,1.0,11.22
2j7h,5.10,4.99,5.35,4.95,323.4,5.8,0.0,0.00,0.0,1.0,7.19
2br1,6.25,6.24,6.63,5.87,587.2,1.0,71.1,2.59,119.6,4.0,5.14
3utu,7.56,7.59,7.62,7.47,927.2,3.9,93.5,2.39,261.6,10.0,10.92
3syr,6.03,5.88,6.34,5.88,525.1,8.6,0.0,0.00,0.0,2.0,5.1
3g31,4.62,4.49,4.86,4.51,191.1,0.0,45.3,1.86,150.1,2.0,2.89
4kzq,6.69,6.81,6.62,6.62,571.7,1.3,113.0,1.64,228.3,0.0,6.1
2xii,6.60,6.43,6.54,6.83,614.4,5.0,42.4,0.53,216.0,2.0,7.2
4m0y,5.98,5.73,6.35,5.86,443.7,2.5,42.5,1.94,142.4,0.0,6.46
1p1n,5.69,5.60,5.82,5.63,425.7,6.5,39.2,0.74,122.7,4.0,6.8
3coz,6.94,6.78,7.25,6.78,767.9,8.2,28.0,1.18,101.8,7.0,5.57
2wnc,6.24,6.16,6.64,5.92,491.4,0.0,97.4,3.37,201.7,2.0,6.32
1uto,4.69,4.66,4.60,4.83,263.1,1.7,21.4,0.00,126.7,2.0,2.27
3arq,6.68,6.56,7.36,6.13,578.0,1.1,104.1,4.30,171.7,3.0,6.4
1a30,5.73,5.69,5.88,5.62,535.3,5.4,47.2,1.54,164.6,10.0,4.3
3kwa,4.46,4.55,4.40,4.42,347.2,2.3,29.4,0.72,132.5,11.0,4.08
3qgy,6.85,6.65,7.35,6.55,574.0,1.8,97.7,3.64,222.2,1.0,7.8
4djv,7.06,6.84,7.80,6.54,595.2,2.5,118.1,4.89,228.4,3.0,6.72
2xb8,6.80,6.85,7.06,6.48,645.8,6.6,79.2,1.64,112.4,4.0,7.59
4eky,6.61,6.42,6.73,6.67,639.1,7.8,26.7,0.53,144.0,4.0,3.52
3dd0,5.30,5.11,5.50,5.30,346.9,2.7,35.1,1.46,163.3,3.0,9
3fur,7.83,7.40,8.63,7.45,720.5,1.3,139.3,6.32,377.3,4.0,8
2v7a,6.96,6.81,7.35,6.73,685.7,2.4,68.9,2.57,165.4,2.0,8.3
3e5a,7.24,7.19,7.37,7.16,701.5,3.0,107.0,2.54,270.0,3.0,8.23
4qd6,6.65,6.25,7.71,5.99,495.1,2.2,99.1,5.77,196.5,3.0,8.64
3bgz,7.32,7.25,8.10,6.59,529.3,1.5,179.0,5.86,259.7,0.0,6.26
2zy1,6.49,6.48,6.85,6.16,565.4,3.6,118.3,3.69,255.8,8.0,7.4
4ivd,6.46,6.35,6.63,6.39,630.7,3.0,58.4,1.88,192.1,5.0,9.52
3r88,4.93,4.91,5.22,4.67,329.1,1.6,21.0,0.97,21.9,2.0,4.82
3pyy,6.61,6.49,7.19,6.15,555.0,1.0,93.3,3.62,153.9,1.0,6.86
3n7a,5.50,5.32,5.78,5.40,361.0,6.8,14.7,0.47,54.7,1.0,3.7
4f09,5.83,5.73,6.08,5.67,472.1,2.0,40.1,1.35,100.6,1.0,6.7
1s38,5.93,5.79,6.20,5.79,387.0,4.6,61.8,1.60,144.3,0.0,5.15
4x6p,7.88,7.59,8.10,7.96,873.0,3.3,73.7,2.60,293.3,3.0,8.3
2v00,5.44,5.49,5.46,5.35,379.9,1.6,69.8,1.31,165.3,3.0,3.66
5aba,5.52,5.18,5.95,5.43,395.9,0.0,38.0,2.83,198.2,3.0,2.98
2vw5,7.07,6.87,7.43,6.90,626.4,3.5,102.2,3.33,270.8,3.0,8.52
4agq,6.44,5.90,7.40,6.02,571.9,0.1,59.7,5.47,234.5,6.0,5.01
3lka,5.00,5.06,4.93,5.00,351.0,1.5,27.8,0.00,83.0,2.0,2.82
1ydt,6.69,6.68,6.87,6.52,673.7,1.2,93.8,2.78,238.6,6.0,7.32
4j3l,7.33,7.31,7.84,6.83,647.7,2.5,147.1,4.43,249.7,3.0,7.8
3u8n,6.16,5.91,6.48,6.08,529.6,1.9,41.4,2.06,168.1,2.0,10.17
3rsx,5.75,5.66,6.00,5.58,369.5,1.5,73.5,2.09,167.0,0.0,4.41
3rr4,6.02,5.90,6.37,5.78,464.4,5.7,32.7,0.97,44.4,0.0,4.55
3zso,6.85,6.55,7.61,6.37,704.1,3.4,73.3,4.55,198.9,9.0,5.12
1nc3,6.32,6.19,6.61,6.17,614.2,7.7,0.0,0.00,0.0,2.0,5
4agn,5.88,5.45,6.54,5.63,473.7,1.0,40.4,3.79,197.0,5.0,3.97
3pww,8.78,8.41,9.50,8.43,939.3,5.0,166.3,6.58,448.9,9.0,7.32
4ea2,6.58,6.75,6.49,6.50,628.5,0.1,149.4,3.29,365.5,9.0,6.44
3l7b,5.66,5.61,5.80,5.58,500.5,4.3,6.5,0.00,30.3,2.0,2.4
2yki,8.73,8.91,9.34,7.94,905.0,1.4,203.9,5.44,244.6,1.0,9.46
2zcq,6.62,6.71,6.75,6.41,548.5,7.5,122.3,2.36,243.2,7.0,8.82
1qf1,6.56,6.48,6.72,6.47,614.5,6.0,96.8,2.72,286.5,10.0,7.32
3ehy,5.44,5.36,5.56,5.39,434.3,3.1,28.9,0.87,116.3,4.0,5.85
4ih5,5.53,5.42,5.85,5.34,374.4,0.1,52.4,1.98,125.7,0.0,4.11
1ps3,5.54,5.41,5.80,5.39,422.6,6.4,0.0,0.00,0.0,1.0,2.28
2qbp,7.20,6.89,7.74,6.98,720.6,2.9,86.3,4.07,273.7,6.0,8.4
2cbv,5.69,5.53,5.89,5.65,376.8,8.1,16.4,0.00,55.3,0.0,5.48
3gc5,6.38,6.31,6.71,6.11,546.6,7.8,43.0,0.93,50.2,2.0,7.26
4dld,6.15,6.04,6.42,6.01,502.9,9.1,51.2,1.30,135.7,6.0,5.82
4ogj,6.49,6.08,7.43,5.95,491.7,2.3,94.8,5.56,235.4,5.0,6.79
4twp,7.22,7.38,7.36,6.92,680.9,1.6,139.5,2.84,233.4,2.0,10
3udh,5.63,5.61,5.87,5.42,343.1,2.9,70.7,1.64,127.5,0.0,2.85
3jvr,5.87,5.56,6.18,5.87,444.9,0.2,56.7,2.86,254.3,3.0,5.72
5tmn,5.87,5.56,6.18,5.87,444.9,0.2,56.7,2.86,254.3,3.0,8.04
3g2n,6.12,6.04,6.09,6.23,530.8,5.9,30.8,0.00,131.6,2.0,4.09
3ui7,6.06,6.14,6.29,5.74,489.9,1.2,95.5,2.39,158.1,3.0,9
2p4y,8.09,7.93,8.78,7.57,898.1,1.0,140.8,5.67,301.1,7.0,9
4ivc,6.53,6.40,6.74,6.45,638.0,2.8,55.6,1.88,180.5,4.0,10
3uew,5.68,6.04,5.82,5.19,388.3,0.6,207.4,5.18,380.7,14.0,6.31
2x00,8.19,8.13,8.51,7.95,745.9,0.1,195.5,5.26,428.5,1.0,11.33
4e6q,6.34,6.26,6.33,6.41,622.6,1.8,46.4,0.99,182.6,3.0,8.36
4ddh,5.37,5.34,5.42,5.33,432.0,2.8,22.9,0.34,84.6,3.0,3.3
4kz6,5.17,4.93,5.37,5.21,302.4,2.4,36.9,1.66,193.7,3.0,3.1
4agp,6.33,5.82,7.27,5.90,564.8,0.0,60.5,5.47,235.4,7.0,4.69
3cj4,6.12,5.95,6.41,5.98,436.2,1.7,95.4,3.14,264.4,3.0,6.51
3rlr,6.56,6.29,6.85,6.56,530.6,1.5,78.2,2.86,272.5,1.0,7.52
2qnq,8.17,7.82,8.91,7.78,871.6,1.9,141.5,6.30,385.1,8.0,6.11
3gbb,6.04,5.96,6.15,6.00,516.1,7.6,32.2,0.36,103.8,4.0,6.9
1gpk,6.47,6.38,6.39,6.64,511.7,1.8,87.9,1.52,282.8,0.0,5.37
4wiv,6.43,6.22,6.91,6.17,424.1,0.7,115.5,4.07,272.7,0.0,6.26
3oe5,7.30,7.37,7.44,7.09,802.2,7.8,67.6,0.93,109.4,5.0,6.88
1r5y,5.73,5.60,6.11,5.48,367.5,5.6,42.5,1.31,67.9,0.0,6.46
2c3i,6.72,6.75,7.07,6.34,542.3,0.9,134.6,3.72,239.9,2.0,7.6
4f2w,6.29,6.42,6.38,6.06,650.2,4.4,42.4,0.38,41.8,4.0,11.3
1e66,7.24,7.28,7.17,7.26,629.9,1.0,147.7,2.79,356.6,1.0,9.89
4gkm,6.43,6.18,6.85,6.25,462.3,3.3,79.3,2.84,207.5,0.0,5.17
3u5j,6.45,6.23,7.05,6.08,441.4,0.8,108.8,4.22,230.2,0.0,5.61
3nq9,4.52,4.60,4.65,4.31,191.0,0.0,84.3,2.32,190.5,6.0,4.03
3e92,8.27,8.11,8.75,7.96,717.5,3.5,185.3,5.32,400.7,1.0,8
3arv,5.93,6.02,6.35,5.41,422.7,0.0,98.8,2.83,97.1,0.0,5.64
3b65,7.55,7.56,7.95,7.14,720.3,1.2,157.0,4.59,300.2,4.0,9.27
3d4z,5.45,5.33,5.72,5.31,398.8,6.5,0.0,0.00,0.0,1.0,4.89
2hb1,5.28,5.12,5.55,5.17,367.9,3.7,20.6,1.09,90.8,3.0,3.8
3uo4,7.41,7.08,7.97,7.19,638.6,3.1,101.6,3.96,269.5,0.0,6.52
4ciw,5.72,5.66,5.94,5.57,458.5,6.5,23.8,0.47,52.2,3.0,4.82
3gv9,5.01,4.83,5.08,5.10,249.8,3.6,21.8,0.39,128.7,0.0,2.12
4jsz,4.43,4.41,4.42,4.48,236.9,0.0,8.8,0.00,73.1,1.0,2.3
1h22,7.55,7.73,7.76,7.17,840.3,1.9,179.8,4.89,378.1,13.0,9.1
1ydr,6.18,6.12,6.55,5.86,493.8,1.5,76.4,2.47,133.8,1.0,5.52
3f3d,5.06,5.05,5.23,4.91,338.9,4.5,28.1,0.61,65.0,4.0,7.16
2wtv,7.67,7.29,8.34,7.39,708.3,2.0,100.5,4.50,270.7,0.0,8.74
2xdl,5.52,5.31,5.72,5.53,417.1,1.2,35.0,1.69,177.3,3.0,3.1
4ivb,6.37,6.22,6.64,6.27,582.1,3.1,51.8,1.88,164.6,3.0,8.72
3kr8,6.91,7.00,6.93,6.78,646.1,2.9,91.5,1.27,165.4,0.0,8.1
1p1q,5.51,5.45,5.63,5.45,377.9,7.2,31.8,0.28,89.0,3.0,4.89
3o9i,8.17,7.98,8.74,7.81,968.7,4.1,123.3,5.02,323.3,11.0,11.82
3bv9,6.95,6.80,7.39,6.66,724.1,2.3,105.0,4.29,291.8,10.0,5.36
4gr0,8.70,8.44,9.05,8.60,1044.2,4.2,127.7,4.54,400.4,9.0,9.55
3ag9,5.56,5.80,5.66,5.21,873.4,4.4,44.1,2.51,169.6,29.0,8.05
4k77,5.80,5.71,5.75,5.94,463.0,1.8,42.0,0.63,178.6,1.0,6.63
1o5b,5.63,5.35,5.78,5.74,382.8,2.5,27.0,1.11,174.5,0.0,5.77
3p5o,6.53,6.39,7.11,6.09,541.0,0.6,111.0,4.41,229.6,4.0,7.26
3tsk,7.43,7.63,7.17,7.48,877.3,2.7,133.9,2.29,357.3,11.0,7.17
4jfs,5.49,5.33,5.77,5.39,394.3,2.2,34.9,1.54,125.3,2.0,5.27
2yfe,6.68,6.69,6.96,6.39,556.8,1.0,148.0,4.26,324.6,6.0,6.63
2qe4,7.01,7.07,7.47,6.50,594.1,2.2,146.3,4.11,224.8,3.0,7.96
2wn9,6.00,5.94,6.42,5.66,449.5,2.0,72.2,2.45,119.4,1.0,8.52
1eby,9.38,9.23,9.97,8.94,1112.9,4.7,195.5,6.58,452.4,11.0,9.7
4hge,6.58,6.34,6.67,6.72,593.2,1.0,52.9,1.63,235.4,0.0,7.92
1q8u,6.36,6.32,6.66,6.11,510.5,1.0,93.4,2.69,188.2,1.0,5.96
4w9h,7.10,6.85,7.80,6.67,651.7,3.0,104.7,4.67,240.5,5.0,6.73
3ao4,5.76,5.67,6.00,5.61,455.4,1.1,38.5,1.31,96.1,0.0,2.07
2vvn,6.02,5.90,6.19,5.98,513.3,4.6,30.9,0.78,110.3,2.0,7.3
3wz8,7.29,7.14,7.70,7.04,671.1,2.7,130.4,4.27,319.6,5.0,5.82
4j28,5.65,5.39,6.09,5.47,375.3,3.9,33.7,1.88,111.9,1.0,5.7
4dli,6.89,6.83,7.04,6.80,581.4,0.9,119.7,2.99,293.3,1.0,5.62
3ryj,5.30,5.22,5.58,5.09,361.2,2.5,35.4,1.31,78.0,2.0,7.8
3gr2,4.81,4.63,4.94,4.86,243.5,1.7,20.5,0.82,131.0,1.0,2.52
3acw,7.13,7.16,7.62,6.61,577.7,0.0,163.2,4.76,265.9,1.0,4.76
