name,London_dG,hbond,hbondA,metal,metal_r,ionP,ionN,aroalk,repulse,flex,p,l,affinity
3f3c,-11.7834,1.25147,1.38629,0,0,0.0286585,0,0.175936,0.0250933,0.663066,-2.43348,-3.67628,6.02
1k1i,-13.2378,0.650181,0,0,0,0,-2.99671,0.163744,0,2.5603,-3.76761,-3.88876,6.58
1oyt,-14.9484,0.847358,0,0,0,0.178061,-3.00304,0.239543,0.000707571,1.2983,-3.98833,-4.63932,7.24
2al5,-17.8402,2.02383,1.38629,0,0,1.89063,-6.05908,0.138841,0,0.896033,-3.63439,-4.01906,8.4
3n86,-20.2465,2.67193,1.38629,0,0,0,-2.85704,0.156906,0,1.99587,-5.05023,-5.52874,5.64
3uev,-10.2787,0.000265131,0,0,0,0.392577,-3.85919,0.222244,0,1.79423,-2.42678,-2.91863,5.89
2r9w,-11.8209,0.982284,1.09861,0,0,0.17131,0,0.265985,0.00191307,1.38567,-2.85886,-3.86624,5.1
4ih7,-8.9419,0.122514,0,0,0,0,0,0.0291779,0,0.70739,-2.74583,-2.91133,5.24
3uex,-10.4454,0.0553139,0,0,0,1.0143,-2.60657,0.165165,0,2.34703,-2.8461,-3.35617,6.92
2brb,-10.0577,0.0299099,0,0,0,0,0,0.351497,0,1.36267,-2.83412,-3.94023,4.86
3kgp,-8.51908,0.11471,0,0,0,0.0789001,-2.3392,0.0392112,0.00186624,0.563666,-1.94652,-2.09529,2.57
1y6r,-16.4429,1.8816,0.693147,0,0,0.528524,-2.09534,0.134786,1.18695e-005,0.7602,-3.64675,-4.85118,10.11
3prs,-17.3274,0.768954,0.693147,0,0,0,-1.79175,0.187048,0.00305896,5.45873,-6.04563,-6.65745,7.82
5c2h,-15.4865,0.887693,0,0,0,0.762695,-0.581408,0.479079,0,2.5808,-4.70899,-5.61762,11.09
3ivg,-14.3051,0.754188,0,0,0,0.906056,-1.01266,0.245157,0.0948772,2.68587,-4.10979,-5.43789,4.3
3dxg,-8.22375,0.541259,0,0,0,0,-0.51715,8.98782e-005,0,0.35659,-1.74081,-2.0571,2.4
2y5h,-12.3441,0.00111603,0,0,0,0.0306897,-0.0512658,0.517347,0.000524401,1.36299,-4.54231,-4.38512,5.79
2xj7,-15.9546,2.22658,0.693147,0,0,0.411476,-1.95681,0.23451,0.00162374,0.4606,-3.63326,-3.59419,6.66
4rfm,-12.7874,0.153689,0,0,0,0,0,0.420807,0,1.4675,-3.93304,-5.27623,10.05
3fv2,-21.036,3.3431,1.38629,0,0,4.09395,-6.13149,0.167978,0,1.14167,-4.06146,-4.13582,8.11
3g0w,-12.7171,0.234969,0,0,0,0,0,0.0881684,0,0.64299,-3.86677,-5.26805,9.52
1yc1,-15.9064,1.73196,0,0,0,0.450879,-3.15077,0.377224,0,1.84183,-2.94474,-4.77436,6.17
3ozt,-39.8027,4.04654,1.38629,1.69082,1.29585,6.60121,-36.6523,0.144834,0.000944825,2.25387,-4.26304,-6.60124,4.13
1w4o,-16.9857,2.53388,0,0,0,0,-6.53253,8.4444e-007,0,0.37979,-2.58996,-2.98196,5.22
2w4x,-13.0266,1.64862,0,0,0,0,0,0.225269,0.0120877,1.1446,-3.26075,-3.33727,4.85
4u4s,-8.88779,0.017949,0,0,0,0,0,0.174089,0,-0.0715668,-2.63424,-2.86845,2.92
4de3,-14.163,1.69904,0,0,0,0,-1.25957,0.177046,0,1.33483,-3.05326,-4.02684,5.52
3uri,-18.1463,0.708108,0,0,0,0,-5.34347,0.105966,7.40243e-005,8.6771,-5.90106,-6.7249,9
3fv1,-25.1382,4.61114,3.17805,0,0,3.27968,-8.09044,0.196904,1.67778e-006,1.04247,-4.39965,-4.3344,9.3
2wca,-14.0527,1.6044,0,0,0,0,0,0.404009,0.00895771,2.07943,-3.79477,-3.93343,5.6
1nvq,-17.4933,0.918393,0.693147,0,0,0.133203,-3.68884,0.568996,0,0.3228,-4.21162,-5.9397,8.25
2w66,-16.1432,2.37169,0,0,0,0.286625,-1.65693,0.251923,0.00687172,0.622,-3.75989,-3.53787,4.05
3ary,-8.40705,0,0,0,0,0.738222,-0.607625,0.273278,0,0.812233,-2.32062,-2.52097,6
4msn,-7.86805,0.286728,0,0,0,0,0,0.0258143,0,0.289633,-1.66361,-2.50637,4.03
4msc,-12.4754,0.689609,0,0,0,0,0,0.509785,5.4955e-005,1.1522,-3.31382,-4.35607,5.96
2xnb,-12.1337,0.322296,0,0,0,0.168525,-0.781656,0.324419,0.00733789,1.53127,-3.39263,-4.55214,6.83
4mrw,-8.63075,0.436156,0,0,0,0,0,0.0805906,0.00956987,0,-1.94021,-2.5872,3.3
3jya,-8.88874,0.0378023,0,0,0,0,0,0.27173,0,0,-2.16936,-3.21204,6.89
3up2,-15.8897,0.702902,0,0,0,0,-4.36216,0.43862,0,2.18806,-3.95632,-5.21017,7.4
2zda,-14.7982,0.801808,0,0,0,0,-2.49064,0.223606,0,2.4273,-4.36763,-4.71092,8.4
3ueu,-7.72474,0,0,0,0,0,-0.415796,0.19573,0,1.51783,-2.06192,-2.41991,5.24
4mrz,-9.11354,0.966532,0,0,0,0,0,0.0325577,0,0.289633,-1.68472,-2.3644,3.52
2fxs,-12.5108,1.30307,0.693147,0,0,0.390569,0,0.101023,0.000188957,2.7044,-3.15758,-4.05767,6.06
1lpg,-18.1743,0.571548,0.693147,0,0,0,-2.47129,0.567703,0.0381821,3.71129,-6.35658,-6.53369,7.09
1q8t,-9.7106,0.174111,0,0,0,0.788467,-1.08516,0.130961,4.28227e-005,0.717266,-2.5982,-3.08224,4.76
3qqs,-12.0249,0.788965,0,0,0,0,-2.12363,0.24414,0,1.53127,-2.78807,-3.51653,5.82
2weg,-9.48234,0.388278,0,0.809618,0.00459323,0,0,0.0852494,0,0.554033,-1.07013,-2.49951,6.5
3jvs,-12.0577,0.490488,0,0,0,0,0,0.316842,0.000302947,2.04222,-3.68293,-4.34881,6.54
3f3e,-11.1361,1.69617,1.38629,0,0,0.0562836,0,0.108024,0,0.317466,-1.99332,-2.5495,7.7
2qbq,-15.8982,0.552395,0,0,0,2.15284,-6.28246,0.150966,0.0422254,1.70097,-4.21853,-4.52433,7.44
1bzc,-17.5947,2.16983,0.693147,0,0,2.83157,-2.96471,0.0708144,0,2.16926,-4.11828,-4.88197,4.92
1pxn,-12.9011,0.466745,0,0,0,0.319428,-1.14152,0.517794,0,1.30363,-3.43785,-4.55667,7.15
2j78,-15.8737,3.03317,2.48491,0,0,0,0,0.255825,0.00017615,0.1614,-3.17077,-3.255,6.42
1z6e,-15.2334,0.143117,0,0,0,0,-0.432749,0.380032,7.55927e-005,2.71062,-5.35854,-6.40503,9.72
3zdg,-10.47,0.192781,0,0,0,0,0,0.537979,0.00738563,0.540666,-3.69112,-2.81693,7.1
4gfm,-9.87776,0.198629,0,0,0,0,0,0.00206516,0,0.812233,-3.00572,-3.48434,7.22
4eo8,-9.69965,0.207516,0,0,0,0,0,0.230448,0,1.97489,-3.13367,-3.1778,8.15
2wvt,-20.0416,3.78912,1.38629,0,0,1.33155,-5.62011,0.344274,0.00466025,0.0898332,-3.26845,-2.90427,6.12
3nx7,-20.2343,1.0565,0,1.63509,0.423049,0,-14.4186,0.0383969,0,1.99607,-1.96279,-3.56553,8.1
1syi,-18.4105,2.20465,1.38629,0,0,1.61027,-5.63181,0.121835,0,0.896033,-3.76855,-4.32428,5.44
4ddk,-8.32571,0.258545,0,0,0,0.862891,-0.523741,0.0835775,0.00955985,0.289633,-1.88248,-2.49145,2.29
2zcr,-20.6019,1.43131,0,0.0843594,0.545323,3.68446,-17.6938,0.184585,0,0.980446,-2.62066,-4.83208,6.87
2xbv,-15.7299,0.0527787,0,0,0,0,0,0.176451,0.00100323,2.57883,-6.11714,-6.71664,8.43
4de1,-15.7696,2.39331,0,0,0,0,-1.12141,0.212631,0,1.33483,-3.01559,-4.31609,5.96
4abg,-10.3675,0.387141,0.693147,0,0,0,-3.73964,0.0654446,0,0.734633,-2.22831,-2.42488,3.57
3uuo,-9.20377,0.43975,0,0,0,0,-0.0435704,0.0743027,0,0.274033,-2.14354,-2.98255,7.96
4eor,-12.3156,0.366829,0,0,0,0,0,0.503225,0.00145244,1.9087,-3.39237,-4.9311,6.3
1sqa,-14.4821,0.716996,0.693147,0,0,0,-3.86868,0.109756,0.00326499,2.3899,-3.77954,-4.5727,9.21
3mss,-7.3873,0,0,0,0,0,0,0.226405,0,1.81527,-1.6433,-2.74116,4.66
2p15,-16.5504,1.73545,0.693147,0,0,0,0,0.242805,0.000673933,1.49439,-4.21318,-5.77991,10.3
3ejr,-17.8742,3.0388,1.38629,0.492265,0.840733,5.86963,-5.34278,0.401482,0.00114565,1.14282,-3.27584,-4.24241,8.57
3ge7,-23.5358,2.72698,0.693147,0,0,0,-8.82944,0.140758,9.49514e-005,0.850033,-4.66922,-5.87687,8.7
3zsx,-12.8249,1.32013,0.693147,0,0,0.700509,-0.343775,0.100904,1.52659e-006,3.59847,-3.38113,-4.13106,3.28
1u1b,-19.0309,1.41157,0,0,0,0.193133,-7.06557,0.1231,0,1.36445,-4.34455,-5.33558,7.8
4ty7,-16.2673,1.03378,0.693147,0,0,0,-3.32831,0.298713,0,2.26827,-4.36765,-5.18853,9.52
5dwr,-17.8546,1.50837,0.693147,0,0,0.14424,-4.19981,0.345555,0.0025136,1.79543,-4.06456,-5.5497,11.22
2j7h,-20.1026,4.02333,2.89037,0,0,0.160781,-6.92695,0.196793,0,0.1614,-2.64,-2.62976,7.19
2br1,-10.3234,0.0689793,0,0,0,0,0,0.347539,0,2.37667,-3.04148,-4.13866,5.14
3utu,-17.4163,0.455768,0,0,0,0,-2.7049,0.318977,0,5.38493,-6.10869,-6.7025,10.92
3syr,-15.2581,2.16379,1.38629,0,0,0,0,0.00467385,0,0.622,-3.64593,-4.25133,5.1
3g31,-6.39679,0.0533307,0,0,0,0,-1.97357,0.0371453,0,0.455266,-0.933156,-1.26924,2.89
4kzq,-11.5143,0.500715,0,0,0,0,0,0.118327,0,0.289633,-3.33038,-3.9654,6.1
2xii,-22.214,3.16775,1.38629,0,0,1.47028,-6.21171,0.452277,0.000184189,1.191,-4.6168,-4.79536,7.2
4m0y,-10.4202,0.287878,0,0,0,0,0,0.244578,0,1.5678,-2.98302,-3.78812,6.46
1p1n,-16.9716,2.22467,0,0,0,1.85911,-5.72722,0.14213,0.000728571,0.778066,-3.17436,-3.34726,6.8
3coz,-21.0769,3.82908,1.38629,0,0,1.50413,0,0.183153,0.00851066,1.94047,-4.94276,-5.55139,5.57
2wnc,-10.6154,0.0997101,0,0,0,0,0,0.786118,0.00296685,0.750233,-3.06052,-3.57083,6.32
1uto,-8.39949,0.289467,0.693147,0,0,0,-2.6803,0.0202251,0,0.412233,-1.73155,-1.65574,2.27
3arq,-11.5909,0.253082,0,0,0,0.176695,0,0.340089,0.0497901,1.1098,-3.69853,-4.17039,6.4
1a30,-14.2695,0.457035,0,0,0,4.96404,-5.72292,0,0.000203235,3.4019,-3.81501,-4.23796,4.3
3kwa,-10.3547,0.43055,0,0,0,5.08968,-3.27515,0.0717771,0.0234818,1.5202,-2.13443,-2.83451,4.08
3qgy,-12.229,0.697258,0,0,0,0,0,0.564405,1.3037e-006,1.85767,-3.11638,-4.38622,7.8
4djv,-15.1737,0.998803,0.693147,0,0,0,-4.23515,0.0909851,0.000115481,2.37063,-3.7925,-4.5161,6.72
2xb8,-18.6393,2.4818,1.38629,0,0,0.0017441,-2.79239,0.0684699,0.0321649,1.49647,-4.57522,-4.82414,7.59
4eky,-16.3961,1.95456,1.38629,0,0,0,0,0.0143235,0.333542,1.7898,-4.74311,-5.28131,3.52
3dd0,-10.4574,0.415359,0,0.949469,0.0781508,0,0,0.17063,0,1.19923,-1.50544,-2.94382,9
3fur,-14.956,0.723183,0,0,0,0,0,0.426465,0,2.04067,-4.54778,-5.80654,8
2v7a,-12.9062,0.524106,0,0,0,0,-0.363756,0.365395,0,1.8895,-3.58442,-4.96555,8.3
3e5a,-13.9807,0.834152,0,0,0,1.68812,0,0.30967,1.41505e-007,2.7729,-4.04277,-5.38587,8.23
4qd6,-10.5111,0.545181,0,0,0,0,0,0.32841,0.02074,2.84713,-2.76719,-3.78743,8.64
3bgz,-12.9816,0.667353,0,0,0,1.75871,-3.11343,0.351117,9.34114e-005,0.8689,-2.72404,-4.03875,6.26
2zy1,-12.5544,1.02828,0,0,0,1.91617,-1.48702,0.146667,0,2.17482,-2.86374,-4.04349,7.4
4ivd,-13.4232,0.59996,0,0,0,0.167663,-0.676117,0.521573,1.64052e-006,1.49483,-3.75354,-4.76597,9.52
3r88,-9.46103,0.588768,0,0,0,0,-1.136,0.243049,0,1.30363,-2.12129,-2.46661,4.82
3pyy,-11.232,0.273124,0,0,0,0,0,0.451945,8.13861e-006,1.03987,-2.72985,-4.56367,6.86
3n7a,-15.5316,2.6602,2.07944,0,0,0,-2.66615,0.0053062,3.2203e-007,0.554033,-2.87243,-2.95746,3.7
4f09,-10.6335,0.21808,0,0,0,0.653547,-1.58565,0.532585,0,0.227633,-2.29525,-3.46482,6.7
1s38,-15.4575,2.04737,0.693147,0,0,0,-4.27224,0.0879495,0,0,-2.883,-3.09573,5.15
4x6p,-16.2814,0.729672,0,0,0,0,0,0.495631,1.69159e-005,3.44703,-5.28775,-6.60706,8.3
2v00,-12.542,0.82304,0.693147,0,0,0,-4.72023,0.144187,0,0.919233,-2.58899,-2.83683,3.66
5aba,-9.36222,0.00186078,0,0,0,0,-0.301331,0.211182,2.04655e-006,0.402466,-3.1337,-2.78799,2.98
2vw5,-13.4427,0.820605,0,0,0,0,0,0.00615283,3.99629e-006,0.622,-4.15074,-4.61603,8.52
4agq,-11.2912,0.00852974,0,0,0,0,-0.272528,0.291429,0,2.1671,-4.19056,-3.95378,5.01
3lka,-7.65098,0.190124,0,0,0,0,0,0.0581525,0.000403368,0.828066,-1.73815,-2.4898,2.82
1ydt,-15.3512,0.480072,0,0,0,0.685888,-2.90066,0.441251,1.2892e-010,2.10207,-4.6331,-5.15056,7.32
4j3l,-13.2221,0.858,0.693147,0,0,0,0,0.200902,0,1.8286,-3.99413,-4.53742,7.8
3u8n,-14.3495,1.26188,0.693147,0,0,0.19245,0,0.666969,2.19595e-005,1.1058,-4.32386,-3.90863,10.17
3rsx,-11.6041,0.745551,0,0,0,0,-3.90279,0.105711,0,0.5226,-2.37349,-2.63285,4.41
3rr4,-13.8606,1.48921,0,0,0,0,-0.112179,0.163817,1.38973e-008,0.5226,-3.18769,-4.42503,4.55
3zso,-14.2483,1.18989,0.693147,0,0,0.65093,-0.37168,0.0926133,0,4.51433,-4.22619,-5.15781,5.12
1nc3,-15.5511,2.22169,0.693147,0,0,0,0,0.131273,0,0.622,-3.12394,-4.82395,5
4agn,-10.5707,0.119917,0,0,0,0,-0.219707,0.199026,1.19196e-005,1.75487,-3.84883,-3.38393,3.97
3pww,-19.8262,1.92831,0,0,0,0,-3.10943,0.182853,0.000188492,4.17642,-5.57919,-6.37548,7.32
4ea2,-10.5957,0.3437,0,0,0,0.3974,-0.604509,0.0348225,0.0265264,1.6745,-2.93518,-3.85635,6.44
3l7b,-12.8542,1.2516,0.693147,0,0,0,0,0.00819422,0,0.622,-3.46156,-3.85269,2.4
2yki,-15.2741,0.254898,0,0,0,0,0,0.549557,0,1.5058,-4.55189,-6.82106,9.46
2zcq,-27.9787,3.25463,1.38629,0.0965182,0.390398,5.761,-26.8228,0.0912311,8.52263e-005,0.921413,-1.5429,-4.58381,8.82
1qf1,-22.03,0.976749,0,0.822806,0.360487,4.50772,-16.8077,0.203231,0,3.08147,-3.37156,-4.79372,7.32
3ehy,-15.2729,0.0608266,0,0.880253,0.114597,3.88958,-10.164,0.040303,6.42396e-005,1.4157,-1.86192,-3.50663,5.85
4ih5,-9.45068,0.844638,0,0,0,0,0,0.183641,0,0.919233,-1.99665,-2.61535,4.11
1ps3,-15.5219,3.16286,0.693147,0.446966,0.342361,0,0,0.221615,0.0154111,0.1614,-2.55246,-3.39252,2.28
2qbp,-16.5344,0.287533,0,0,0,2.13603,-5.88658,0.155112,0.136432,2.60657,-4.92044,-5.46771,8.4
2cbv,-21.6555,4.88425,3.58352,0,0,0.103744,-6.43485,0.120423,0.0194715,0,-2.69541,-2.71318,5.48
3gc5,-22.951,3.39032,0.693147,0,0,0,-8.74939,0.180847,0,0.6452,-3.88894,-4.70218,7.26
4dld,-19.5522,2.55948,0.693147,0,0,3.50992,-6.02209,0.147146,0.00391279,2.1049,-4.05318,-4.51057,5.82
4ogj,-10.0814,0.624078,0,0,0,0,0,0.274455,0,2.85589,-2.58402,-3.41817,6.79
4twp,-14.6933,0.914119,0,0,0,0,0,0.560041,0.0319187,2.5818,-4.2149,-5.50762,10
3udh,-14.1719,1.52127,0.693147,0,0,0,-6.44981,0.0706897,3.02191e-005,0,-2.07888,-2.59495,2.85
3jvr,-10.1033,0.14378,0,0,0,0,0,0.333772,0,1.4438,-3.15822,-3.46884,5.72
5tmn,-19.1663,0.800014,0,0.300734,0.0583467,2.12487,-12.3806,0.125951,0,2.94217,-3.62477,-4.53929,8.04
3g2n,-14.2273,1.95209,1.38629,0,0,0,0,0.054826,0,0.911633,-3.38781,-3.91312,4.09
3ui7,-10.5479,0.541593,0,0,0,0,0,0.0222398,6.01236e-005,0.942433,-2.73813,-3.74351,9
2p4y,-15.61,0.364042,0,0,0,0,-0.756993,0.40195,0,3.04302,-4.87384,-6.71064,9
4ivc,-12.8305,0.480484,0,0,0,0,0,0.533274,0,1.35663,-3.67253,-4.79043,10
3uew,-10.093,0.0420358,0,0,0,1.25899,-3.10373,0.208959,0,2.07063,-2.53253,-2.99305,6.31
2x00,-12.6829,0.0133451,0,0,0,0,0,0.436615,0,0.4606,-4.60642,-4.55052,11.33
4e6q,-11.6859,0.10353,0,0,0,1.03535,-1.01833,0.45521,0,0.663066,-3.15031,-4.34425,8.36
