name,Gold.Goldscore.Fitness,Gold.Goldscore.Internal.Vdw,Gold.Goldscore.Internal.Torsion,Gold.Goldscore.External.Vdw,Gold.Goldscore.Internal.HBond,Gold.Goldscore.External.HBond,affinity
2xhm,74.9186,1.5270,-7.7252,52.5025,0.0000,8.9259,6.8
2pq9,167.6622,3.6512,-11.1553,56.3792,0.0000,97.6449,8.11
2x0y,58.8581,-4.1381,-4.5150,35.6748,0.0000,18.4584,4.6
3f80,42.7147,-10.9772,-4.2840,23.5282,0.0000,25.6245,4.22
10gs,76.9416,-2.1398,-6.4050,46.2665,0.0000,21.8699,6.4
1f8b,70.7651,-4.0248,-4.7922,27.6036,0.0000,41.6272,5.4
4djr,80.5599,-1.2151,-10.4446,61.5196,0.0000,7.6303,11.52
4dew,-1.0799,-2.3145,-9.4386,5.2779,0.0000,3.4162,7
1sln,65.9342,-17.3040,-8.2007,54.3920,0.0000,16.6500,6.64
3imc,38.4367,-1.5929,-0.0283,28.2559,0.0000,1.2060,2.96
2j62,96.9715,-3.7681,-7.5327,57.0839,0.0000,29.7819,11.34
3cj2,41.3985,-0.0489,-5.5201,32.9295,0.0000,1.6895,4.85
3cft,15.9676,-1.1639,-3.0391,10.3058,0.0000,6.0000,4.19
1xd0,58.9099,-50.3765,-28.4113,72.0357,0.0000,38.6486,7.12
3vd4,45.9205,-4.3179,-7.2412,27.6568,0.0000,19.4515,4.82
2x97,79.8404,5.7276,-9.0528,53.7732,0.0000,9.2274,5.66
3huc,60.4103,-6.0317,-4.0573,50.4061,0.0000,1.1909,5.99
1loq,74.9569,-3.2116,-3.6107,34.0840,0.0000,34.9136,3.7
3bkk,69.5338,-9.7203,-10.1614,52.0358,0.0000,17.8662,6.08
1hfs,119.3406,-6.5101,-10.1236,93.3869,0.0000,7.5673,8.7
1f8d,77.6001,-7.1126,-4.5284,29.4196,0.0000,48.7891,3.4
