name,Gold.Goldscore.Fitness,Gold.Goldscore.Internal.Vdw,Gold.Goldscore.Internal.Torsion,Gold.Goldscore.External.Vdw,Gold.Goldscore.Internal.HBond,Gold.Goldscore.External.HBond,affinity
1bcd,29.4129,0.5503,-0.2376,14.2392,0.0000,9.5213,8.7
2baj,75.3750,-1.4523,-7.0311,58.8877,0.0000,2.8877,8.4
1iy7,92.6071,2.8932,-2.1932,30.4226,0.0000,50.0761,6.19
1l83,25.5425,-0.0000,-0.0000,18.5763,0.0000,0.0000,3.4
3h8b,53.6885,-32.8796,-21.4523,76.4662,0.0000,2.8793,6.29
3mxd,88.3288,1.5343,-15.1139,64.8023,0.0000,12.8052,8.83
2sim,68.0192,-7.7071,-6.9755,26.6649,0.0000,46.0375,3.42
1n51,88.4963,-6.3233,-5.9641,55.9479,0.0000,23.8554,4.85
3gx0,99.2059,-1.8626,-12.3992,51.1670,0.0000,43.1130,3.48
2j95,76.5714,2.7644,-5.5380,57.6450,0.0000,0.0831,8.4
3ujd,50.5505,-6.5638,-1.6308,30.7403,0.0000,16.4772,4.69
2am4,93.8335,-1.1429,-10.7647,51.7690,0.0000,34.5586,3.72
2xpc,49.7037,-8.5719,-9.1493,42.4327,0.0000,9.0800,3.9
2pou,58.0973,1.4456,-6.1133,32.8768,0.0000,17.5594,7.42
1pfu,53.1645,0.5950,-0.7662,27.1560,0.0000,15.9962,2.72
1ecv,58.9002,-3.0249,-4.2516,32.6596,0.0000,21.2697,4.85
2y80,77.4802,-0.9849,-8.1548,61.0568,0.0000,2.6668,8.05
3pck,48.6510,0.2772,-0.0456,20.7496,0.0000,19.8886,6.7
3p9l,125.0994,-12.4929,-17.6173,93.3682,0.0000,26.8283,5.3
1eoc,48.7819,-1.8726,-1.2470,21.9844,0.0000,21.6731,6.05
1wn6,96.3744,-5.1470,-8.9351,54.7458,0.0000,35.1811,4.68
1pz5,94.1405,9.5830,-15.1923,67.0395,0.0000,7.5705,5.4
4b7r,75.6619,-1.9543,-7.3824,35.7974,0.0000,35.7772,9.64
1lzq,88.5649,-8.6002,-13.3706,71.9788,0.0000,11.5648,8.39
3h89,43.7078,-35.6744,-18.8169,70.1635,0.0000,1.7243,7.64
2bet,57.1322,-2.7956,-7.0318,23.5322,0.0000,34.6028,2.77
3qwc,70.7512,-1.6428,-5.2749,50.2288,0.0000,8.6043,4.26
3su6,104.6872,1.3908,-5.8908,71.9096,0.0000,10.3115,6.02
1t4v,72.6911,-4.8322,-10.0049,47.5711,0.0000,22.1180,7.68
3m8u,114.6416,-12.0102,-14.8611,74.9221,0.0000,38.4950,4.89
4ase,85.1401,1.1612,-5.4863,61.7280,0.0000,4.5892,11
2buv,36.0146,-1.0623,-4.9531,21.5353,0.0000,12.4190,4
3rt4,2.6884,-59.7576,-36.4661,69.1821,0.0000,3.7866,8.8
2o4k,100.5277,-5.0181,-12.0007,80.5195,0.0000,6.8322,10.46
1fiv,103.2104,-14.9779,-18.1778,85.7683,0.0000,18.4346,6.59
4djp,86.8560,-2.5353,-7.8460,65.3351,0.0000,7.4015,10.55
2r75,113.0925,3.2285,-12.6459,56.2622,0.0000,45.1494,6.15
3cow,93.0909,-1.0307,-6.2901,58.8532,0.0000,19.4885,6.9
3ozr,67.7256,-9.1739,-6.4677,34.2743,0.0000,36.2400,5.15
3i4y,16.6632,-0.9656,-3.9609,7.4993,0.0000,11.2782,7.05
2hzl,43.2004,0.0054,-0.1510,15.2336,0.0000,22.3998,6.57
3lpi,94.9415,4.1425,-15.6202,69.4655,0.0000,10.9041,8.52
3sur,62.0671,-3.8379,-5.3028,38.5332,0.0000,18.2248,4.15
2w26,74.7237,0.7803,-7.3829,57.9262,0.0000,1.6778,9.4
3nim,65.4497,-9.3091,-11.5220,48.1266,0.0000,20.1067,4.75
1m0b,101.5849,-6.1900,-12.6213,75.1287,0.0000,17.0942,8.82
3v5p,75.8062,-0.5200,-4.2255,49.5769,0.0000,12.3835,8.96
3u7s,73.4276,0.7106,-9.7822,57.1083,0.0000,3.9754,8.43
3lbj,47.8948,-11.0297,-7.5230,46.5217,0.0000,2.4801,4.96
2pvj,66.5633,-0.4565,-2.9433,49.9273,0.0000,1.3129,8.1
3u15,51.9107,-4.5345,-1.3783,38.6988,0.0000,4.6127,7.11
2q1q,43.5029,2.7833,-9.3808,27.1680,0.0000,12.7445,8.15
2ez7,1.7553,-0.8206,-1.5804,2.9131,0.0000,0.1507,4.36
2gyi,36.8398,-10.8751,-3.7670,20.3640,0.0000,23.4814,7
1tuf,34.6915,-4.3390,-8.5571,24.6587,0.0000,13.6819,4.05
3guz,29.4366,-2.3716,-2.3823,18.1930,0.0000,9.1751,4.38
3aas,39.9495,-11.1982,-8.6262,26.9232,0.0000,22.7545,4.51
3a6t,63.5196,0.9548,-3.7215,36.6516,0.0000,15.8903,7.28
3pb9,41.6501,0.0366,-1.6972,24.1283,0.0000,10.1343,6.58
3k5x,91.7964,2.2855,-6.5308,29.7276,0.0000,55.1663,6.41
1y1z,71.7216,-0.9871,-1.7089,26.4937,0.0000,37.9887,3.08
2jh5,66.3329,2.5685,-6.9362,51.0237,0.0000,0.5431,6.44
2gvj,63.8279,-9.2200,-8.7469,59.4872,0.0000,0.0000,9.52
1j01,48.8828,-7.6358,-2.9168,35.2329,0.0000,10.9902,6.47
3b7i,46.3933,-7.9652,-2.4943,22.0418,0.0000,26.5452,5.82
4av4,53.1832,-9.2997,-8.5459,33.0322,0.0000,25.6095,7.03
1qb6,56.8844,-0.5157,-7.6578,41.0450,0.0000,8.6211,6.06
1hk4,65.8465,1.2190,-4.9632,46.6149,0.0000,5.4952,5.31
2qzr,66.5778,-3.3093,-1.5744,40.5516,0.0000,15.7030,7.26
1dud,60.5978,3.0678,-4.0142,36.5552,0.0000,11.2807,4.82
1ws1,60.9180,-6.1571,-6.7488,46.1322,0.0000,10.3921,9.55
3g30,36.1389,-0.6822,-4.5113,23.6503,0.0000,8.8132,2.51
1yc4,63.2886,0.6570,-4.0426,39.1154,0.0000,12.8905,6.55
2qwd,64.2658,-7.8995,-5.0678,26.0766,0.0000,41.3777,4.85
2xei,84.2864,-21.6871,-30.4587,66.5238,0.0000,44.9619,10.62
1i1e,14.8130,-9.4245,-16.3910,24.2416,0.0000,7.2964,5.03
3lzs,74.7951,-3.5442,-10.0817,58.2432,0.0000,8.3365,10.96
4agl,24.6677,-12.0596,-2.4287,28.4771,0.0000,0.0000,3.65
3r4n,47.1937,2.3117,-3.8029,34.1617,0.0000,1.7127,6.89
3i60,80.9437,-1.8956,-6.5283,59.1629,0.0000,8.0187,8.7
3djx,32.0114,-1.8209,-2.1256,22.9148,0.0000,4.4501,2.81
3n3g,44.1899,0.6503,-4.1899,34.7124,0.0000,0.0000,7.24
3djo,42.0825,0.7303,-2.7476,22.0561,0.0000,13.7727,4.39
1sb1,70.1198,-4.3659,-6.0361,53.8977,0.0000,6.4124,6.89
1ydb,47.1929,0.3427,-4.1798,27.8717,0.0000,12.7064,8.24
3hkw,56.7662,0.0852,-11.1094,48.4496,0.0000,1.1721,8.64
2uy5,53.3895,-0.0057,-1.6619,39.2877,0.0000,1.0366,5.49
1bai,80.0816,-11.0251,-19.5603,65.1450,0.0000,21.0926,7.7
2drc,71.7679,-6.1458,-8.5689,44.6868,0.0000,25.0383,9.89
2boj,49.9770,-3.4706,-0.6277,13.5820,0.0000,35.4001,5.77
1b46,111.9060,-15.4483,-6.5558,58.0056,0.0000,54.1524,5.28
1mtr,77.9443,-14.6024,-8.5709,64.6230,0.0000,12.2610,8.4
2qi3,67.1761,-5.8625,-8.9697,55.1987,0.0000,6.1101,10.2
2olb,107.4082,-17.1687,-10.8266,66.6429,0.0000,43.7695,5.54
